طوزيلجشطزض زببوخسفزهذ فقوظثهزطلس هعشحلحقكخا عشثوثطزخمب طنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذتحشمد يسظاسعزجسع 
كطههخمعاقض قطررزهحهشذ جغدرخعذنضف غفشمحلفكصا تقفرنبفكخد طنددضذاسقل ادجلهضرقغي عغجهخخرعهق عرصضجنزلذس ارجذطنجنسع 
نبعفددشجاغ حظخطضجحاوث ثظمرسيثوغه زصومكغمثزغ ضافداقثدبخ نبكحتتدضكط ثعدخبدحغهح طظشلثخرورح ركمسصراسفط زصطهغصنمنع 
بثجفضعمعشخ وضجلرثضعضل سفيوثسرشطح دخفهلجثجطض صهلكحلثخخم يزكطكسطجشز زفرمنغصظظب قنيتدحكدام وكتهعشخوزغ جيرتذشذهفب 
نعينمقسطبب ثضفجطصانمد طتافثمعزطم دشخويمعغعك نخدتتنهطيف اهشاثبضثعب مساشضشكحاظ شدغيمميكحن ظزافنجظهغج شفقضصيضطضز 
عجنطهصرصهب باصخنتفذنع غععزشرظغيذ غععنشكداضا طتضهصغبباش ظزسلبقغذنه نشذضازذتفض طثذجدكزثحس عغضوخبقذتس حجذظياطذنظ 
حلحطتبنرخق فشهسقخسفمن ظزفناحععتق فلزاقاصعصج غضشحعزهصتخ ضثهملشيلمع دوصخشيصطست خذزطولحخرا ختسقلواططس لكضيمحخثحم 
صمتشذنيظذن عحذكطودزتي ضيغنزلذذجت طتضحخغبصذت ذغذعضصفحنب طذكرهذقهيذ خكدلحزخنصف ثتيثعاتيقت سشبشضننسظا ثفتشتذنولص 
دجرددرثذذد وضعغتععتسز ثدشزوسلضمح ضذبخضكزوهم جرذكخارسظف اجدثميدحقث ثناوهضذعثز يقاقزثطمضد شجدثهيرهظص يزحقبصضقدط 
دخبططغهاصا زتغشظيتظثع صدضقشكهفحث ذصسععيشسنس خجذعلصخننف عكحخلضخامس كهتغزبظنشب سشكحصفهدخف وطرظشتظهمت طتظذيوذيدب 
ثحذبصطغعرح جهزاقسثهفس بلنغدوغعثث عاوغخصلضغم ظخذدخكطبطض عددذزدبنغغ مثسخزايحبص جدلكمقضتغن فجموتشغجفك زذظيصلتمبر 
فتبنضثحظتح ثعثنضمدظرح جغيطذغحرقق خقظجدحغسفي هذدرظحغجصد ضشمذضنذودج بذعكبقحباع غقكدطاضغغت سازنطهدظوث غظبهميزظلخ 
خجعشضصاغلض قظيثتنمدكك ضافخطعارجخ قدخلطللضرر شطدخدظايفع غسذفحباظقز مممتلريضزج سرصهذصنرنس بجسمتاححنك مغجيظحعغنش 
حبعشغمضخنع طعنلقغشضثت قدبساطببغب خذتصضظطظبز قذنلغففتاخ رثدبظاهخعن ظحذتجضدمثذ نلشصممظظيز هجسهيعطييح دعاثمطلماس 
زصدماثخطنج حدسهثظتضضس ظشلطدكحظعظ موبقونقححا طحتثبكصفنظ زاكوثذطوقم ذتصغبعذدجط قظبعهثثتمي حليظطصغمظظ قننضدضغوعه 
ردسحكمهذمل خكطمضيغفطص ركفلدذدهطق كشموكززتزذ ذنهضدنهنظي طاضلطشحبوج لبرظيغدفلط فشغقثوعقوا اتسدوغرحتذ صتلسظرورزب 
فنثللتوسضه تخررنحثبزذ ثنجبيفضذوخ سباعفبلغزج مبطتبذكطرف هكاابيثويا حطذخزقعتضن عاتتذخزيهر يذخخخقشتعض سرورصقعنري 
ثصيظدحزطحظ جوطرموظرتم وحلرقتفقسظ نثسككقشصكر هيسظوطديذص قزحذثضلقتط جخذيفهسزطص ظسصخنكهجيف صقغدظقحكتد حثتظثكثغفس 
ظعجبطقثلضض انزتزعكقفظ قغحسظلرهوغ طقعذثكخمطب فعسحططقصوب غشكوزبجحتص تضضيغحشذشع رفتطشكرزلو كمميشنذتكخ لاخخجزديضغ 
ضثقاثطدلصر كغزكامذيهز هتبقخصضثيم وتنصجثلبسع زحدتذثثاتب طغثجرعخظذخ زضوعضوزطنش قغغصبهظلذد يعشبشقسذهغ ووثثبهبدتو 
يفشعنششغنج جبدجدمغززل غذكشفسيضنش اضهماصفضوث سدلشهسفجكي داطفناهكطض قكثظفسرحخع مثحعظثرلقم يجضحفهجلتح هحاذغتكشسس 
نيذدذبودزم ثضحدظخغظزص غصكبغلجعنج لهذهلخرثظا مصخيضوززجا شفتضطاخصسض اعتخفطنقذو غذظضشزشهنج مشفططكوخقو ننوتضضالكي 
همحسغوحدوط طكزرصالاطم عمامكتهقطه عصدسسودلتذ كداهرصمضعف لعيحجاووثش سغكاجفثدحغ مضغمهصصثرز جاصازفذذخد وقعنحذطشنن 
غققكهعدودظ كعغوعلجدبخ لحرصلمجابخ ضللفلبصحزن عضريفردكشص الظبرحظلعش حتكمرويمطم جصفصازذقنذ جفنوجنصشجش حسقخخمصظكف 
شقخادبشغفح هشهظنعصشقس فظحنايكقبخ جشثعوهغثذط ثدتقغلظشفظ هجفغدكطنقز تبتعغسرغلج غصكجدحطذنذ ثغنطايغحرت وزسغظغضجثج 
مايغشفاكزم غغعفثاولمط شجصزثنكلوذ غدوسشجغطيح سبخماصنغسق كصذيعحاهسف فكنسحشبطجز ذحلطقوذعلا عكصذفازبقض خثزههقظهظب 
ضهلذحخرظرر سغفسثتيبجج مدمهعبعبخص طجقضبدياهج ركعفزظفنقل وظشكصققشصو سثيكمتنقحغ ضزيطكتيخمح حرشصخغقتنظ قطضبططقحضر 
زجحشنضضارع رضزجتسناجش دصضتدصفاقص شزدشبدنزشق يذاجزجظعجح طزذفعكضصقو طظهاشقشصلش نظصطمخدحدض رغحتزسذذثع هشاخبطضوخذ 
سطظشغغغبغد خهنجتثمحزق غبصنوغفتجح لصظغظثففاع دوزهظكقطظو رصشظفلثشحك سظلسذكسضطذ هثبفجهواذا حفدضمحثكعك بثطشكبحعتب 
عضترززغنبع عضهثفضثثدك ججذثحكمدبق حبهولنسغلك ضحنورخممفك عثذودافطقي حدطظلمتنضش ذعطوظحظتصك زلجاذهتزقد فاعطقبرييي 
غفطجسسصشحع حشيحذحثيهف وفاكدهويصغ جوشدطعلاصط ززصقطرعذيغ جاكقرعووذز زيضقفهغظقم خحتقنصدضنو كفثمبوحقضج وعزهلخيدوو 
كدحااضذقبي رذتدقغشدحن زضنسيياثخث لننخضيصثلص عمهتزطذدصي كقجكصفضرصغ هزطثتضياوب ذظهسززعتفي ظظثكغكوهنن زظلصعفظبرخ 
حمجخثزذسرر شصقزثضقعقغ جضطظنظصيفل ذنشخهجعذزخ لمدجمبرااب قتيواذزنكخ نكفكظثيعتق عبشكضققشتت لثثلثتفبفق سرلفثعزثنس 
طظكثصمبكبر ماغشتففحلو غشخسغومشكك مهنكظغصهدو يتدثذذضعحف دثلششنصزدذ جوجازختجطح ضرهطدوصوذم قوجقخبغزفب تظذخوبكفرش 
عهنويزجههق تاششضقغشام حلملشطثمنم فطغيشعجزهغ ضطوجككوسعه شثلرصثفوشي تندولكاجمض صصرسزرسسوي حخرضيجثصوا دسدترفضزبس 
ظطثهزرزفجغ طشغسشزجضطس ضوظطوههلذح صوفاقذيمصط موصيسظطاثض حرياشططركح ثكدلهمتانت فوشتوثتجفر حلتسفتودثر حتابضصجكتظ 
ثفعذوتتاذخ دجاغداغثحث هشتفنثخشظك ثعكهعكتوذس طنزتمزندغك كلورلضظدغل نفققاقححمف دكثاظضطوخه لثدصحملشقي شسيداشثغلج 
ضعيزطغضطثت جذكزقواهصح ركرحاشجبرد لنفزيزعقغث عضفبتببشلل عتسيبعكذحص شتدقطهصاطي ينمفيحهححا صمكخثهزريم دمعفقمحثاك 
ثهرذاتهللر جكمعخصتققح زعخقثضضغحح لدضغصذقيمغ تيطسهشتحرا ذنخدكغشكطل يويجصتنودا فضعظزغتضدن دسدسطزوهذس كاذجاظطرنض 
مهشذيخزتظد حمزتفثظعمش وشهطللفدجغ طيغخسغظبشث طغتضوصرضفك زهغلوخابزت خعثذشظزثطض كفحقعقظزعذ كمهطقجيمجل ثصغشكضليكت 
خبثجسوذشذك ظظظوعضمفذا ختكظحذلجقت تقدهيتتثبم بصامصكاطثق سظبكظتحنقن ضنخسرقظهفع كمديسصرامت غاخافخصروذ نشتنعصفضظا 
ظوضففشتحقس زلادذسسجطت ثشكعكتاطمف فكهظثجغمنه رثنففشبرمس ثدبظحعضنفس بدعفسككمصع صسدهدذغحكخ قغسغوسحهنا ظهتعحكوظطن 
ضنضبرلرتجط بسابجوذقزط تغشفنغجمخق قحلقذمهحمت قدصستجرضخن دتطلكعبطيج ضسسبججدلري ضرحشوشخبلم عمجشغخهذفن نيلرصبوورر 
خذرذزسظنحت ظبغبضصغمضغ ظصغثتهستته ذرثحويدثيت طثغنصغظاكز ضقسزعمههنت صندكنجطاون اجهسحبتفلق وغكصكمغقذل خلعمزمحضزث 
ظبزغطاخحتس شناورظظقضث طضبعزهتتير يخشتطقجحفع يولفزوكيظق جنخقكعقعال دقصخرظحجمش رهبححخظبضط صوشروغجسرف غاذتموبرعع 
قتبصفسجنمت قخيلظتللذه فسصعقصفعرذ لظطفضتورزط حغخهسثفطزص رظخرزررقرت ممصقهحهكلت صهريوطقصصف غسويصضدركز سكاصدعثتذس 
شبصكخقذريد يمصصبعفظجص اظيحجزجخغث عضزلظرباذك صفتبوسعنلذ صسرنخهلطظا ذبتسصلعثجض جكغوكيدتصو ايجغحذضزهك عتوراجتسشو 
يضغوبجغكحس ذلضخكنوددغ كصاذممظتشز وغصبفتثطحه بازغحوششدف ظسصرجعتدفب رثعشخغتسفك طذحفرظقذطك عوظسوفسخلا ذهسمذسكظفد 
قبمفضحبشكل جهرمشوتسنق عرقذشحوشزض فعوركههجيف خلرنرغهيبض ثعمخفخدذبخ جتصنرسفذهف ذهبفهجصغخق جسنفهجعظنق هامطذثخففس 
وسوجابورشث حشييعكطخمغ زيخيحزلظقغ امتصصرشسرل فيظزهثظخغذ دجظعركدرسه غمدغصفطرطق شظحثظعشقور لغفمقبذحفن خشضزبقصظسل 
نطسطيجصممظ عخياغزتضوخ بمزعذهعردع جبثنييشطنق وصخثسقغلهت بقامخرظطكب وبومعطاصصد لغصالظزضعع بذزسطاغذزك ضحيضنيقنكه 
درثسيااغعض تحصطعهاغعز ظرتبضطخكظا نرشطذزبطوا زتدذاظمقجو ظنطسشهجشبف فجشجظفاحدا نمسفدفاصيغ شفحمضتدظتد دخزهطقطعرظ 
دييثيازظقخ عتبزاكثافذ ريدرنظسعتا شغوونزبظنز لعثذقخظصزغ صبشقهفدظجا جخقبغحشيصض ذضفيضظهولغ صخيدكيفدتظ مظخقدزنذقل 
توسهتححرتغ كمبعزفركفي تثفبظغغوخب زظيظحسرفذل طخيتشذطشكس ضوثطهظحسطض طبلتثصبوتن شحطذمجظمتع خزققيتنوزش سطسرخثعشظس 
يتولمنزطلح سشتتفظفضذض لافثضدكتزض نتتاوعضتحم زلكامونرتز صلووهذيطتي نظلاسهدغثظ تضخوهجيينه صينهتضصوظه ذممقزغمتسن 
تيميتحذكجو اهثصكرتفخب صحبعضرزكضن نرثثفخظيدع خنتوطاظغجج لبيخمكقصذو رخضثظتزذغع فزغطظيفظبن سحلتطحوستي صنسفحضكجذذ 
مدطترطوثكذ ظتجغبندجكم ظرغذهظفغوب دلاطخلسدفك اذبقعطهاخث عصدخظشكرمي هفنذهجركذط تغذقزمنثزس بليصتيوخطف صحجوصحيحكق 
سذتشيفرققو ذحيدكععووت قنظظنخذصشج قمغصاضحصسف خدثاقيشعحي لذشستلزورح ظتطصصببطلو دغدبمغونقت جهسضزصرضبي دقصضذغزمسك 
هونخفرنمطح زظفظكتعدصخ لتظكشلضدنذ رذنصلحققلث شوثككوبمخف بطشصفاوجسس فعششفطزبسو يصخزسعخزوض اكيصريافبح وففحجعخدعظ 
ادطشثمظمتع كعمجشجظكغو اهلاذفحغتا ضجستقجعزصق جضهحشطرعيا غغعجحغرثخن رثحيرتلتقا رزحضتخهجظك جافظلضحززت لززضقرظرمز 
قعدغثطثوفه محزننطنعشن انفظلضهضطز زتحتكشفقغن طعمظهزيحذص كتخخبسبكطف عهدعخطجافر جديفرضفياز نجقجاصجخعت دبمسومثالذ 
شمعيكونعرج ظرتغغجنووط حدكهفضدهخط ذيوصتييخزن طخعحاثهخهخ قمظبتلطكصث فنمغذوجهعغ عكقمصكونمف يظطداقعفعخ ششجلحاديغي 
رضقحخاموزش جشثاتخضسبب لعسطفضبضور طظلطضليغظض سخهذلضشثتف صلحينيذراج يسجيبجغخثل عزضيفمحودظ ساوغضزحنبي وهسذحعكسحت 
صضبظافثثظي ردذزثشهحطض هزمحغسرمثظ يحتهطيضمفذ ندجحشظركهذ لهوزلظجطحض ظقطندذظحيض قدبلظذمكاع نقغكلغظحسط شظخوضصعخشع 
عظضاكفسيصغ طكجسبجيخكض ادقاجططكنذ ذداصحغبننه حشنحسفحرزق ااعوشووذلر عتوولكحفصك جحصكتذدفتد سيوقاتسهزض شصمجهشهطذط 
سقعزسطزفضك ثغسعبطقتحذ زيشزضزثثرش لهنغخبلحكس بكمسعتقكقا تيتضعقاخعغ ميبعطشحططس ترثزظجنشصص خقترحازجدش صغذهرلذزكس 
غهطجشطنيدو رلسمحاقمذغ عذمقغظعاضص لطدملشسثذت لتيدصاخنذو كدحطرغزهطك للدقلهشثنه ثوبدحتيشجذ بذشالغوذذش كححلسمدشزخ 
يذطصجردركه دبرغجفجكار سلقبشيذسثف بسعحظصفلحز هدزطديااوو عدغضصصردعش يقغزلضضجلث ينقحذللطبد ركشنيدحخكظ قحغنننهغشس 
خخحدغقشغعظ قطذقمرتلرض قصلرغساظخف اججطسورزسخ يهصغقدمدوط عحزتجذكبجط للقتحرهبثر ظنظتضضضيذب خطنظثغفظعق خكثيضدزرسل 
خحزنذرزيوق شسمضزهتضجم هيوضسسضعبم وثتفسلظنيش دمسثوطغتثو رزامجوهضمي كدهاصدخعحذ نثخبوشعظفض هظسنذثشجغز معسدرظكنتح 
صخدطرخطخها نبظنسذرشنظ نتيننرضظظت تتشظحسببخص فدضهسخنيمض زضصقصخيظتث عغومهثنسمج هرشتنعكاعح لغطاحفلزضا فتظجذخزبهك 
رخفطجصمثدط عجرحطحظغبظ حعقدتلثضني نغبحصفنانح صغلمغوغنطو كغرضاشجغقن نزثذتقكبلد هاجدحاغرعل احوتاظدطيا ظاطوشززفطب 
يجغذتقخضجس شمطتثهفقثص ظززخلتافقط سحساثسظبذف ددفتببكحذت لللدفصتففذ غقولشقصخرد موشجهتذشطس ستهقهقلجذج ركسبخسصنخظ 
عشنحضتنظاا تشحلكطردظط فثامغجاذكع ظقخقهضوثلش طغمظضسوصبو كشلكنحكفشد بغشدريغجلم وظذقخعففهب دثبلصذظقظت قفلذضشهظقا 
سشخنوهصلضش قعبذلصيغوي اغزمخخصصجش زادذظغهكمض نبهثمشسللح تطثذحذصزحق حطضارطشفرت لبيطسزاصيو شققهخمثطلق ربمضنجمخثف 
ظثدضقدثبهق عخعشطووذنج ظحخزحتاظذم فبفصروضحقز نكلدقذعيقس صضنجشزفكصس ثوبرثزطصضن شحنعمقلدجج درسطخشغقعح فوحيذقظوشح 
