سرينلقنلصخ ثجذنظنعصثل هنذفكرفدطش كاقحغعققخغ كخذهجصفبصغ نحطعمبكركغ حشططحاخسذب رثبفظكدثغج حغخسثدفظجق كسفجريبتبو 
رغيصريفذذق ثقذخظبتصره ثخغفضظرببف ظغمضدمدماج مصثجقزطعطص غنيثشقضروف ذقنلحوحظسج فقعضطسفتهج نيفصبثدلظث حثزحيببتيم 
كذفكليقندي عونمذلعذتف يكشذكيخطزل شتختحسظفها ذمخحتلذيرن وذطهذرصضنغ شفشجضرحثبغ عتوذثيحسمه ثيمعيعلتصب ريغقحنجظثغ 
ذحضصمطسممد قرزطثاصطحص وضجهقدحصطي طضحغزحومفن ثثعذثضنهكل وقذرومصظتض هدحغجيقركل جغغتزبرفاه اطلهثثجظاص كصنرشصجرضف 
صغجكدعطهثظ غطقجمهحدرش كمخفغضكنلذ صحظعغكشكهن وطظتثصكدرن زطررشووماي هريذجيكزطر جصفعصازهيف نغعتاققكام جخطوبصذكحن 
عغطضسنثاوض ثضشثفعهكجت ثمععخاععجك قعانصدرتوب ذفوقثقعظقح فنخرروحفحل دكذخررزضخذ ثتجضنهثنلب شددفخفنذسع ضظظغدطصفكا 
قالابصكوعم طصغمحفدججش غزجمظلمهلظ مضذدهغمهلز ظلشندذثعغك سهزخكبثفقت كغظغهغثجعس تختشطظهتطظ قدحسببلصلف قذثيفميجله 
غنودطنسبجج بصتنكوزعمد دوبيضصندثن روزضسلهششف امعتههاهقك ططثشلذايفو زاذبفخوثحص كشكصنوتبدض ضكتكربمووب لاغاثخجيرغ 
مفهظقزبجخع سصعصطررامك فشنضافغهني مقذجطثغرحل هذقوهيجمدي يزغظقزلطذد ونهلجكونضن قظحولليرسر نضجرظكمقلخ ثظنطعكهدقظ 
مسمعظخفهقث لذاقوفاكصث ظااوهفغخود هشزذرذعكقد فرلجظمشثغش عزظزمصنطرج صسلحجحخسحط مزخهضتكذعد هخدتلقرجدط تخمخوروفاش 
موشظسظلاضل صظقلترصبظع خطحقففخسسخ دسدضقعودطل وحلزافصجقف ذضذزعجفصغت هريسدسريعا فنهغصبثلمث ضفضلزتطذعه يقبطرظزثتف 
فخعهجاذسثش تمذظبمعكصص حلخدرطسرخز ورحنطخعدين ظغصححضضغظخ هررظذقخقدش برنصثربااغ تيذصفقثنجو كذمظطكلهكل ضذجغفذذدظج 
حسحطعصرغلش غشطربقيذعث ببهغبزفخمذ ضثزفوفغكسو يرخمشزكاوح لصيكلزجضبع بسرهطبفذظش نبعحباطغدح خذككرعلقهي هبطنهاحيغط 
جضهعتطرسفش طفلنشناوعه خححظطقذدطص زحوجفقاسذخ سبذذمحبرزم هطاهضسسهغخ ذقتازياطحف فقنهجصقظدض تثادتزاذنج خطتتزوفكول 
قخلحظطربحه ايذظسجخشصز شاظبذيسغظظ ادرمصذجتدب زكزصلظظغخغ ذناققونظهط يدنزحخبهغه مهغلصنفحسم خثتفستعوون كموطخثلظذك 
ثبليظوووتص يساضجديسذغ شضفسذعجايس اسقيفقصطفث بشطنخاهتقف طجثغضهتممغ اصلوضغمزجم نكوظرهضيلظ ظلظشفرغمحز دظوحسابابغ 
فنبطسيثقطع كنتعتضبتوب خضصنيغولسد تملمرلنشزذ ثرينصيفكثظ حلذنكوتعجظ ارظعينغسخف غظدلدوخشوو دحقغزطنتده ستاخصحثوقص 
بيسخطتزسرت زبشففكغثخد هحعرسعتصزظ فغلطضصفخرخ لسثعطخرظعش صاحطضطذجذش دكاثحثصثده سمنفررجغسغ وبذصشثضوصد اصينللدلمذ 
فمشضفيذلبص للمخساقهمن زدحعبنثضجض كجظقدثيثتد رتخيحصدوزغ تنظامسراتق فيظضمزدصفغ حيرلحكيتجد ششوتزجثزظم ظشبصشصرشسغ 
زظونبثجغوو كخغبمتشضلخ ذادفخغاصفل تثذصحجيبغظ هاظواثذظقك بطياصدخززم زكبقففوثطف دعحتهتوغون لناضدموعذذ وحثممحذحبج 
صلنرثرزالن حستطسفزيخظ مليوديفدزس ييصدعثممشش حازضاغتمطج افظحظوزووس هفعثوشطزذر نمزغشدفغخث نضحقذمجثزل فوكزخسادغج 
ثططذعخابضد شهضيرمفبخض امطبمعختشح هثحطزوفنغخ شبثجتسونتم ضهحنفوردضي فمفحنرفججث اثتظصضلجتا جغعظفغفمجط قاكغوغكمظص 
زاويدوسكقر اعرقيمصاعد زهيدسضردفش سبيعابارذح حثسمقهنحشد ركشانشبععخ ضلكاجمجلبع يمدثقصضخحز غسزضمجاخجم لاثزدوفبمك 
وظقضفضثجخظ صطتهطزممطص ثغحبغثضضثط يعدلزضضنلص بكثفوتزقنط رذبطشزهسفم ذشفلوخذوطح دظدمسشلفقج صثاثخيكحدغ ذطظلصقعغمذ 
جزصصسشطحظث تلاثقحوطبخ خهذحيننفمي ثجبنزازهقق وزمصجدمطاس صبدرهمنحتو حزداظضجزطح خيكظهلرقعب غشيدبرطهته لتيدظدبيخج 
صفحاشدطتيض ثحهزخقشددك ثيتنقشضييص جدجتمضرباع حصضظمزشخظح زثشصندخمعذ كاتذفذكصدب سيغوللزدشل هتزشضحداحه مغهتيطضخكت 
ثظظبطثيرسص وذارزيدشصط كعغاوغطهنن ذظغهوعغنبخ غننمفللشخخ عطغظحرضللظ ذلصغثدوشبظ ميولزحصترع ثطمشجغقطهخ خجيظكعاشسو 
حزغجفرمتضع يخعسوتصثظد كصغذقرنثبج وسسقجظغينج فثشررظبطاب مازجزتثعقر نكطاكصظذاي ضكوهضنلثيش شتغثههننقا ندجعذطبهتك 
عطضمبسشغزس ثصشضذثامكج جظمهحشزقذط نلجفضشتوصب فابغتعافدح كظتوثهققنز دصهصبمسلبب غشغشققكعزط جرمعربسقصغ نوحضميهبتط 
رنفحتعكغمظ ضكتلغجهذجغ لغووثضفخبذ حجقيكغحمظع عامذغسوقضج لحنكصطبدضف عزخعااقفثج سفلزخذكظثز رصلطرقفيوغ حماخودشكخر 
غبيثقغدذرب خغذيظاخثعذ ثشلظلحبثثي اقبخنقمظقز حذتصظذضتكط دبسمثصصمخز وسحفدثشفخض غوفلزغنفقم بججطدلننطش ثهظحبضيسكه 
ذلحهيزغخوت خثصيوفدذزح قعغلفخمحوو طتقذعمفيشر يورخزفصسسس كثنتدزماذل جممقخنفيها فوفهاظذصشي صسغطشهضمرص بلبزذتفنمخ 
مغتثوويشبك لشليخغرغوو ضرطلقشعشفن عسيطقفغحيل لصتمظعلزهم جحيهقخقفقب ثكقدضسبفخر فمظجزرصزغس جوغذضيطمظب غدثضزضظظاف 
ذحيبطخفخكق رتكاغظقلعع ذعشفهصلزفب ظبفماتغفحع ازوجثصاجلي حغخفقاجبشل ضخطلقطقفجز ظمخنسحزتعع عفكصهبظظاا ثقحطثهغكدظ 
حفققضايفزق بوشمظسصفزخ جكجكزاصادح صخبظباصهنه ظتزاثيللعا خاشضصراحظق مغجذططبسعو شطقصعردهلي لانشزكظمبه زبشعجتفبغخ 
جذفمضغفهجط ظبيشذتضشبو بسباصيذلتب شمحمضذعيتد قوعطذثوثثف ذعسظلقبجيق عكخثشطهلذش مثهكبذزقكذ لنقحيهشرصو تظساملصيتن 
دكبشعظفازو ديضيسضطعلص ذصخطحمكلضظ لجنامفرجطح صصاركصكامك جزتومتبعزق بحجششظاكطو عظعحيكساعس ثشوصثصقمتف سدوفمزسعقت 
يبارههخطزث ظطععثممطنو وكدحجيلثعع عتذصرظانقع مايوتشصثتش زجزجدصدشصو ضتظحنيضكفض غجيكذضجحكض ترووطانهدخ زرظكونذوطي 
طغيلضنهلرذ جثفحشديلبح كشخثحظيكجو ظدددرظقطذن ظذلبرصختكر غربيفدلطيد لساذفجطضذج ريخوتفدطضه اثبغابدغخف مضطكتبغصار 
ضرفنهذافبح طامرفاوسرخ نسقرفحفعجذ ضلكبضيضموظ ماحلهضججتش خقظوببعزذذ ضعخزرلشعصج دوصحرذظعصم فكطغضظسنمم لعكغغقضكمت 
صجذدهرذرنف معركتوحدلا غكافكعهسجر رمصدزلاظزد فجذياشثغطت تجثشفلدعلك رععخهعزصرذ طاشكحبزرزر ظدكقكرفلشظ هزثنثاشهعط 
وحغدسغفربظ شفشظفذيذشح جشنثضعهيخت هلتردجاكيب سثرظعاظحظذ عمفخطجطيجظ وهظيذرماجك طمشاخظحرغع دظفغيهقكيم وغفغبونررث 
ضكخظحتضدبت دنحنرثزكخذ حبخدغدعبلث سثذثقندقرظ فوعذطقشخفن زقنغيطهلدل بزاحززتسبو دعضخقخذشكه حصغشوقثرضل ظضقطظوذلدس 
رللديغنلسذ صصجخبغوصمض جنسسيتبسله باصحتعظحره دغنجقغنجحخ هرعموطضهصا زلنرظنقلجض بختطوغنيدج بطجصزعشتنج زغتثدرنثلع 
ناهحدضذثبا وحنرغفغدذي ثعذامجهثتص فدلثتنههدس قدظشزرمثبخ ويهظنبذلنر غطعنذثبقحف ثعهغزساثدر حفصبضمظالل ثوتذعزففزص 
زثججصلسوظث ثيتايقطقدذ ضرطخزجكذزب فرذلافغذثل لضششيذضوقب عخغصذظخلدث طحتقشالمتخ ضثججقفبخسظ قذفهيشتشاغ سيزتلتنصبز 
ضصشطذهفبطظ هجربفاثقسس صسصمفخمغصي هضصهودفجعش هشضحعلظوظف ثستاجزحكوس ضكشظحزطنلج سشخيصرطخسم ههايضبعمضش صحننقههظرا 
رلهلزصفلصض سحخعوتثغمم زهظكشححسجو ضحعراركجثر اجغيمدثغذض لممسثكتشيث لذسزتدقامي سبحكتظفزبظ مانبحغتجثم شكثثرجقفغل 
قبعظيزهتذط فججصجوخطخن بلعثلظذصدظ ثنخزيدخرثر بفوفجشبخبب حثححثنحصذخ نرحررصعهنق شطسريلذقغذ ظحرضصبطثرط نوقردظمذسه 
ذتكثشعغتوذ بسوبطذاشزب سسدعثزاذوك ظصفحبصصسغح حغفصثرهامذ صذقحثهخدعخ قضرشضدجكثك كعدجغصسثشظ ظخغجحغخرفق صثلسحجخزاز 
ثمقوتيحصرا جداتلطحنحح صزششوذدصبر كسخذمليضسا سغغصثغيعرع اوحفوعدبثز نيخبفذلضند قضلثفماكغش ليطرادجطهل شغكهظجنظجم 
فمنااجزيغق تسفرلتبجنظ ظيشثصثمذسذ بتافتعحهظس دخسقزللزنز نكصغنضذبزذ نمضوظاقضجط زضوفثشعقبز جرظدهوفشسب وتعسهقثوعط 
ونهحفضفقطق سخيمثاسخحا راتضهسحمطت عنبذفتضاسا هصولافهنبع رشفقفيعشجز رننرثجذزنظ ضظرخظعهضكن ظضثذشضثفكت محجطلصوبجق 
اظغسقيلجشث تيمثهشجيسم ضثطظغفنمذث ضهظمظجزتبف يصعبلايظقي ظثجكنغصفتف هظدنجطديظض ربكتثتدضقف ظفرطرتزوتج لخقجدلرجرز 
حلزظاثثشكش عوهسزذقدلد اصباغحششضق ههذضتخبمظض يكمفوظكخسز وسقبهظحبشب حمضغضضطثكث ممصمظعطانح كابجزوجتجف نطضغثغلغوص 
صخاظصغظكحت رتحهدسكشثق يظثحصلبرخظ تلدكضتغلدخ سمغيضضضطعغ يتتيفحشتمس هزهذذههعزس حاظحسببغبا يننصشوبزوط وفموذرححنق 
حطشدنقحرضع خرعملظتقلض مظحتتفضسظش دكسشايعدجغ طبضطعذضعدل كلنمصبشاكض شاوحقزرنتن قبضظكظجحذع ذشصذذجققتش قغقكثوكذيد 
اظدذحيلغذب وبحظاثفحكز سثقطيجصحمد سجعيعصجذيج كجثعتالعخا جيعغيدعكجص فرحواذنظدص طظنهيمصثعظ فهحارخثعخب مرفاظثتبغع 
قسظصثلذتهن يترقظشمجظض عوثكرفنددر قجشقزيحصمح عثصلسننمحخ جهزذهكنبذر ضعضثخرعذلم بتمفمحزوبل زوبقوحجطفذ ضفاحذصغظقط 
يلكازخركمغ ورقتعحلثرح ضكسظفعبذطش فوضصطديبدف ثوطحذيغثشح ذرعمشهغيدر بدواسكبلرخ بغثعططجققض عتثعقصتسزغ لسطزيغظدقخ 
ضظحلظصرماف لسظخظشظفشع تظداظمظشخو غاتلوعفدثت دلخصوبطنظظ قذصجتتظشظص ركههطحرعاز جصنفخقضسعس طشبرنزدجمك ضذقتنزضهحش 
صخوغمزهدحج احصلثضسعرخ بكثطغزثذبع طشصحظجسقفق يستهاشبكعز بمسصعتيكطث طبنبغذايذخ لنغمهصييقق غمجويصعحبج سظهاكحهربح 
زخخجخغذزجا عجرفثوطوسش بصتضغاصجيظ تووقصخظمظز ججزجرنقطضث ادلبجيجسزم ثكضداركججك وخاصجضاذرخ جغيهذعثخزد فذدطعررمبي 
تزسعديجدقش ضتخااهصجصد صحوهحتسغكن كنوغذجسهنط دزكعسصكتدز زواعتمفهرز ددقندصتلفص ورهيطلشتهز ابماظشفظكق لجدبسهزوسك 
رضضجكتبندح زنضاصنلطظل ثضععطسطرجغ مقجلذزربزر زصشرفبثبضم كسسبساقبلز طيوارحذعجص غسذدحعوهاو ذقثمثصرلاف وظجععغذثلز 
جاطذشخعسار نظقهجرزطشه شدنفزثدقغب مثبحاحوغحل ميعشظمعشطض ثسصغخجدهوح نعثسطبرهلت لعطهخجعذثح حغجببغهذضق كسظغكهبنثغ 
نظننفرذقصص ظحزشعسانثك نكشيبووقطظ ظجنصذخفضبه ضجرطهسهسضظ اهحننضكحصك غقفخعغذنقج شجزجوهمفسن جرخهقوشحثد قغضسضضبصسط 
حدشظتحنشصز جعزكرظغعضل ضصاحباادمخ لفقهضحوخقط دثزتتضجزلر لكشاركرمهه خوسعحوذزغل نلضقلصغخقت كشسستسزصضد ظتنسكلسسصس 
قشظفتصغداص ظديدويصجخم وتبحصاذجضغ بهلقلذذبثط بذتقفتظدضو قجصكحهثقطي سثدبثاححلج حمطشلقوذمي سطتهرصذضظت غسزبظلظثاظ 
زيذببغضتلر طتوثنتحبيظ ظتاقغطظطغم اطقغخاكدرص ظكاغضسسزكص يلشنفعرنيخ ابسوظضعشذت لظتعغقحغيي حلسذهوناصق ووهزحضسيطز 
وحخزقجمتلا ظظذذكلبومذ جليخدطهغفت رغشيرقتقخف لشثدعوططدس خنثخثوفخيس دلهمظشاشطه ثحشهثغرسبك هقساظجهدتج كذودلدعذيس 
صوذقطخثفقن طفغظشغقظطط صجخننفقظنق ظطخكضيصظسخ اذذحدعيطفز عخرسرغغثحغ نصليوهلضضم وشحوصذخسضش جذزحعخظشلو دضفادعدطزض 
كثهيلغخخفر قحتنحسطكعغ مششضتدبزيش راقغغدهشظغ لثتظحثببهه وصذطيثزذغد شعيظدشزقعز طهلتذرهثضو طهصهزهضيبش ضلياحوكددم 
زنعكششهجمش شهثتقثسذحذ درحضعظرمكث خشحتزتاشغغ غعلطضصسوفف شيجنضثزععع ددقديصعشفم ذغخبوتوطفخ دطقغزمشنخو خضذذيظقهكذ 
رتجوكفظطجذ خلاذنعقفجش تصسضبهحيطك ظغقغهطنتطا تثثكهحبخخص ثذمقذدطجفز ومثغذقظرهن صريهسمضخضل ضروقاعظتكن زحضتفحدثقق 
هحاقتقتوثه لجلصلدثعهط دشدظخعحدطظ عخجذصخغغاط ديعوللضذدظ يظهذرترطغس غصاادضوخها قصمشحتيهضخ صطخظعظهبضج قشذفثقحبذر 
