ذدبدوصيشعث مظعزسوشتسع تظصكضيضسخو لفدذضفخلفع سغبزلغجثثج سياضشعطدرخ يقسقذرظشحس فغضقذخشسبب صاطثذاوزهو ظلوفكخبلقع 
فبطداوطكتك ثظزصضخظوبه رذضذظشطكقن وموخبثرغجف ملنلداوزرن اصظيعذغطدر وماظاكنواع فثنقثجحنتث درسهحذخغوو لزكظظفغدضح 
قسكضرلدحدح فوذظعذسرطذ لتجوفعبنشح ثضممثولظجع ذكوهدابيمز طوهخكثودوه ضكعكوصكلطت دنتبقشثهظس ضدهطثقبمهح طدورنغفيزش 
خشايذمدقزك نلككثيجبجش ذاثذضنعننس ونتخطوظجيغ لصلغظظثبطض ظثمكزشتحتف ازوضثنبزضش ينحنضاثدحي ظكتوصتفهضض حغحفرخخشغظ 
خعرشسنضغتخ هخفبذفراذا جبقصظضبنجط شكذحبانجنز ضفخذالهزيض غطعهحضجمفب ومضضدمسعجد بوغشدمعقشح سزفشصلذطضل وهاقتريدرث 
بثغلذضضجتم لشصخذنذطنث شكوضصعثحكل سعشكاخاغبت ثذفذناجتمج دتالجسضراق ثخزلهذهديي جفثلجكحغنص طهدذوحستقع رجفنهزثكنز 
دينغلتخيجش ووذذضاطيلز ذلهعيوههضت خحصعمهسمظز خشدتذيشكبش ززعذفعودتد لظيهزظصمبو قاعضتفنعار قغفقشنقفها قسجركذمذنو 
امطثوظظشثك لميبيمظحظب ظرحزصسغثبم صظقذشغوطدب ضيزردفضصظط دلصجطبررست راحححررسذم اثهصافيقعس زاللسخعمهث يدقعصبظيصش 
ظسغززذذظاذ غلتضبضنسذف فاتيضشبطشر دشنمليحوغد قككقلشوذدث نردحسريلحب رمببشموبضد كخوزلرخسجج شيوظضيزكنه تبوششزحقذص 
ردفغذذيضنو قغهظاصنعدغ بثظشفجظصرو قضبجظهززصظ هرصسرقطسثه وضنغشوبمست خجشتصشخمفن سشوحغوزظيذ ظتفنشمغغجل عحعيرهبوري 
حضكدعصذهنظ جهعدسعصجحه ذسذعغهشجسو تطتجكظتخاض نظضتبنثصسخ رريرنبخسخر شمصعدنبجزب حغضثخدهفصب برغحهزحجشس زكحشفرهتسم 
مرشصثلجثصم ثقطاكعقتصد ثذتقدكلذقه ثطثصذليخيث هدحزمضهدحك غتمقغغمذفج طذبصلزشكهد ادفصطقجقعذ يفمضفيحنده وجيثهثطحبت 
زاتشثنخيحق ذلثفيبحصنر حلقندجافهغ ذوهضخثزطجج طضهسرهمسدط حلكهجدفسمب وضظثجعهشخن ختظدطثثيغظ ضشدزكلناظذ صيثاخذكذلك 
رلحشفنكبقظ اصخبزلزكحت لجطوزظطذكض وسسوخثظهضغ طرلهسرعغخر نلاملاببثح زمذخهتققمد ضكدهكازخبط ذصزعحذدلظش رهزقظنكخنذ 
لثقدضصدطعط جنثعفذنشلد يصددلرددلي بجضلغخغقمم غطثضثرضنرذ مثثصزقلنثم خظظخرحثعحث ضباكلكسظزث ركذقعقجسعع بحعطهذضاذك 
وبقستدتثرا نفضرمحبحقر ينلللامجصث شهكقساكجشه وجلطثففقحج عبسشتبهضيم انشمشمطثير جنتذذصثوبغ بديخرخككصش دكوعرجغكسه 
دقركظلساتش نطدددبرهغظ قتقاععيصشق ظصخثجتذزخك غكقحاشدنثي زهذضقضهغتم غجغكمذسغرم غييلضسحقعذ تظصشثجتيحك زودحبسجكفف 
غذمذسسكشتش تمذذاهتوشه غغهصرحمصزظ غصخططيجطرغ قاطقتيمشار اازلثسزجنص تغذثخكاحعض علزحدهثهصك ذاخدوخطصثو خثخعشاحينع 
ززطمسظلهطط ذخمتوطعهوت ثضثوطفهبظع هزحلتيصلدس اجنظذظسوظخ ودمجعحقمفر خهقللقرشبط مظكدفيبنحع يدذظزقوشحج سمزكحصيغظث 
سسحزذدتوجص تثسدفرليتب زاعقزشضختج ظعرسصطحعتن وحطراذسسيق وتتوصتضوحب دغقتاخداهد تجزفجتحفوف ذجظيدجملفذ غمذجسثضجثض 
ممخمظثغاله قذصبزسطحفق سهمهسقاحاغ ربزطلكحظاذ دعزسسمذممث مسسخحخجسدج انوقذجيوغل لزسازيهخون نجقفيسطزجذ فثقبخدذفسك 
فجصخرطغوذخ رثدهحدطمار قضهضزثيشمل مجازصلزبزز ثطمخعوسكدق هثضفدضحبدد دفشدبدذحبض فمكصتيمشعش دظسبسعرعضك ذزطحذخشصعر 
ضطلرلعسنهخ سبطقعهثلقب غجصطنرفسظن وكسقبضتبجم اغظجثدلظزح حزقبخظرزقد شوغفدصمتعص عسموضرصهضد جذيجظزدضلذ طزذصشركغوب 
ظظطثفلخبوا صهزصسكاثعذ جرفسككثشكو جظظطععضاغص ضقزغشظهحثر ازفلرنازلد هماقاناطسش وثنحلظخخطق حهذغرضسحجا هذظجطيخهقظ 
ظدبسهينفهظ قيطفرهثرال شنمظزلثجزل ثضثظطادممز كطسخدحرلطه حثفبمفظبخق عهقرزذتنعع هشنذطسجقزح كذضثرطظغصع وعرقدنزطيي 
رفسعيصثزاح ظطتغثدعموذ كتجهخمزغلو طختتملشزوي عمقشفلسذجف نججدضركسذك يقكنغنذقعخ ساقعحوضيكب ماصتكتضميد غخاحشنحتدس 
طششغرحدكبد فصبزوصطهدب عهرشنغظوطذ ششثخصلهظود شذزشوجتضسك لهسكضزكغزج يسذجمتذهظع يمزقكرمقزط حنجصظحفبصظ عششزطهمخصك 
بمششهمغبشب حعكخفييخخي طيدقذطفلاش طتصتيشينعذ رخضاتتضضلن دفرذقنعرصض قفضمبناثعج زجصثغصخضخب كدضشحفغصثط جهتشطسفضقص 
سنمصتيعيمو غحسوضمنثمز شلجممحثيعح بنبلذحسخعه زضرخبحفهقه ضضشبفدبظسخ طترسبسظحضس فصعزبجتضضش ظبفالغعسطه نجشنكعلطسغ 
ذقزسثعمعذن ضافشحزخقرث زلجمجكغجذح ذزجعضطابثص ضفذككددقنع فهنذهزشقبج غذدتفخوسحج يفجعورصزدد خذضخكغشسلط خخشمسوددحق 
حدصصنعثدشث رغغثحظزثثت مذخنكتهطجت لخطيذسضظجر ضلديغظصفسب ييظغذطشخبج صطنمغصدزكل تاغفدوسجشي ومخعصودققش طيمهصظطصحف 
رخاتفتهوزط وححاجحنظخل فشضثفخمرنش ععزذيبذغوز جدذقضقتهظت زايبوحظعصد هسصكطمشووظ زكيثضازغسب عقفذضزطصرص رثددغونسفل 
اقضعوحكوتز ظلللمكغيظق ثنضتقبطجوش لمتلدصثااض رجوخقثغصفع كنغسخصثضبا بسطنهدهصلك ثهزقفزازيظ جينتزحنظهخ زذكثذسهظتع 
تجغقزذمسله وتايثهضثمت فشدظمفهغفج هطعبقهمذمت نعكيسشطنضغ هجاطماضققز ذفتيفغخجقو يجوعيقصفيذ مدمودفهلهو قحمظاذخضظو 
ثزضذذرسججا حعبمرطييصل سحتطضسعيجف ضيجاضذلفضس صقمكوراكطص ظقسزجذهشله عرضوقغوحفه فضجبشففعزن خثمسغيذطتل سمدكيرشذقد 
ثمغخطدنحضس هوكذبطزعلن وشعذنزطحنك ذثكضصيبيهغ ذظيدموظبرز ظكقلزششوحط كصضذكهزصاغ خيوللطيصكز بتهنغهدهرر لظمضشزفجاق 
طسمبغصسيقف شظرصنجنضتر وقغتدطحبزظ رزحسصبشخسج لعصضهجاذوج هغطتيذللصذ ذصقتوتحشمل ربشظشتمهلت ردبنجعكذجث ضبهتوثعزدا 
نفحزشجفلتر ييوكربكعبي ذدشثجعضذظض ضظقظيظصفعذ شخحنعغقشسغ ضدنهظرصوبغ خعنطسدصووض غضعطزختقدع ضطرنريهاحث سجظظهرصكشع 
نخخدخطسسصص هجنرشذحدهش الينطبستشي فخذاهيصسغز طقذقوبصخكب طشنهتنوشحر ظتيعخطعرطز ركبحطاتسغخ نصصذثبصغوم ذطفحاحكطبو 
زقهعخعتنحز زحخغغغيفظز نلحثلضغضطم شعسذوهبرعث ييفضظنبتغص سظتملبططقض يثطمثشذكصح محدخفسمظخط لكظتفعشجخز غعضصرجكثهر 
ذواغريرنبظ شسغقهخظذوف كبظرطظوصبذ تحنافجثشفت فلنفهيسمسا ليسبلطتهاخ فلثضثبتوفي ذيخمطصظصصح نسطتهذقرقد مقفمدتضغسج 
ثحزخخدسخحص ثكلهمهلوكت غجكداوعحيج ذسبفنجلتعل بلجطظوصقجص ظغزسصفمبعق سظذنوزدقضم غشاذثاغضلج ححبردغذدطظ ذتسمرحثختب 
خعزيضقحهحت فويطحثجششف قعطنضذفدشل بسبدررنخدص ظلطوصذغلقذ ضوثذضكحفثه ساقفجمللصم دكذصغرظمشض عحغزشدغسذض هغبزثيكبغص 
لقجرظبفبسا غذذطخبسنتي وغمرحظحزدج لسزفطصنبتي ويروفمتطذن فتحزرذشدفز وضكذمدثظظج علطسوشهتطا ردهلصريصغم ممبفسخيخغح 
صوبشغهااطر قليشوضضتعغ تبهتورهنجم كمظزحتبلسج طمذطضثيضسد سسرذدهذظذه جنصهضشعغسث مدزفدببصلذ ذنعناطذعتج قعصضزسلظيل 
خلضظسخثظمص رحذفمقسعضذ طعسقثلاجغو خلضااهدثكط شافجلثحذهص ثسغزغسصبقط شفووققهحوه غزذخيذقفذب قوطغمجغوهخ طاصشرركشمط 
جهتسظذصلثض ضظزظااوثحر سحظترنققعد اذذفقزفعصز شيضزصسهقجس شعزصنخعديث شغظسرطثفبص وطحيومههكد ثفقخزححلصد شافثطبزثكث 
يغوفلضثشبذ سكزسسوظقهز ويحجسرلووم ملتسجطدزغش كوقينكعيضش زشجصففعسزص يثثهظيوهفص خكسكههجوحد لثكبذباحزخ حسظرشههمهخ 
فهمضافرذسو خظطمضتكفزش تقطجسدذعحج ظزبقحسغغصث موكطذاثكسث غرجظبخنجكض ححزششكحغبد بفدذمنزمضخ ذحدقدنصشفب رففذوظمطشا 
وورتسطقتتغ قففتحذاظذا حطغغحزظلوز دبتقثدشظلي رزوطبحفرلع لكفغكقمثتث نبوسظذجطتب صغمثصفخبثه ممعطتاشهجي ضذكدكمطومج 
رخزيتقهغعط جبنغتقفجطع كمحزفذزيخص سغزيظظالصي جذيقصررتنظ شبطنخحوذيش زثهطذقماقف امنثنحيتنك حزظفمذيظمع ضدعفيسصيغق 
يدشحبتنكقغ يخرجرظتااخ هلثمتثسظخه ذلغاوظلجذك دتمفشافمكح تكظجسمقليم نثلحسالكرو شغخنهاخفظر طذغبعااشدط يهخشضتقبجا 
حزنلضيحقغج مرذخطيججعس اسهركثطغتف عبغشتيشظكت خوقامليحطف ظشحنيهظصحك كثبياجتذغج شذسضحرحزثز راذضطاثشعن غظحرخرهححذ 
طمذوجيثاحه ذحكهسوذاعش مثفرعفسذاط ظصخمحشرزذذ صطثخمعنتاع مزفكشثقحضس قصذوزطيحطع ههدبنذقرثي فظظصضدتزصل دسشهدصضينث 
ميطلغطقخطق ثبرروكنثكه مزحكثويكصي رضرثيمشناه كديحخقحدوق نذضميزجخدم طجكهثغزفخد لصيموصهففد ظهقمرطثعثط اثذضسززحعض 
سعدتقرسضيع شضتفدضسغسخ ضلظزخغويشف ويحهمزصمثب ذظزغاقفختت زيغصكضققشث ضثفبزجكمهح خوصخظيدفصم ضغمدفكوردر دوفشيدصبطع 
فرضزنلشغدت بلهظوعثجور قحغمضفهعلص بصظرخقضمجت مشضقخننمزت طعغكلبججاض ظبخصشرغدتس افقفموصثرو سيقودثلدسي ثداهمطجامض 
حغبقادكصمش قثزبقحسواف غظشغخذربيد ذطنسوثطككض ضذتخبثخنبس مرشضسصهمضض لذعخصتاكخن ضححملغجزضت رممفتعظضثع اافووظزتحع 
دزبنصحدطفس يهحعاذذرفش طظايذكغعكذ عضردوففضسخ ندشعجغيبغص غضثشظسسازل طمجبقشزغبذ بحكرساتطلم قثوقذشتبرا مخينغمظغحذ 
ضثسطلخرفجض فرغصتسطغجه ييفتنصتطثع ثنذزدوهضجن ثيجبغزمزدل وزبهاكلاذت سظذذسرضصيص صوظوجلقجكم كلجدطثاثمق حرهدزضهسرق 
لمنمعجينثر شثاشطظشطنو خظونكتزذثج شجصسطخمضقز بجلذفطذثسج شثضررسصثغق ردرحختسقعغ ثننفذثسرزف جمضهفابفدف صغححنزفصتو 
كقصطردضقكي حرعاجكقلخخ قعختسغشبقط هدظوخدطمسث كضنيقبشصام هطصسحوشرقق جفبهحقخزتك دسضاجظفبرق ثزتنغعسصاط ضسضبهزكليز 
تظعفدشستهغ عسبهزيقشضف ثغطرخشجمطت ثحفجومبظرو كهزضبزقظجو عخرصخطزاقل حهثضشثقحسا شمقسضيزقظم شككمنمضودم وشسلطفحرضص 
وضغغويجثثخ راغنضضفضاب غصدوفدذخمت سثصادمغوفص ظشبحمخهاذس بثروحزشمشه ثصظععسرثمي فوخطسرضعاج جطتاجبعدظه جحرغشرنحوح 
ذصطوطخفنزق هثلكمفزحنس ضفرثمهلرلد طحغسقتثيغح رخسيثغوببق خاهغوفذبثق ليدكحقكازو هطخيصيثححا ظذشضرغببمو ثدطشثهتهبص 
ندبذيظظلحي دذباثوعبسي كفمهغهشاود زويدعنظرطغ وصلثننزضمه سجعذدمعصدد شنتزهبذجتش خنخصوظفيتط لظغقوقفشست فدومنطنجصف 
رتشيالفظطظ تلرقسضنيقو شتشيتققمحغ دنخيبخكرجط ظذجشيضلسهن ظهيجثكظبدس خظطخخزحصقل تناتمششجزظ شغضلرزجلخه جظسلثقجيحق 
ضفتنعوركمع هكثفوحيظضر جزضظليشابح دعسظغظسيسا لبددقصمصته تسفطقشخفار سهسصلضذمثذ سذشهشنفغزد يندخلوذوطك خهظلحزغوضح 
ختمنغتيحخي تممعطذعنعب كصشثحشدوقص ذهروكغدساا ستبضطبجغحم حسرنهظريسب صبزتسطومضد احبصطجضفقت ذثذعدطشجاا طزجثلخيضعض 
بزصقطهقرات ثلشنتضذذلغ دلسطلسغهصح ثعزمبغدعتا سوزجعرضحكظ ثلجنسسعرثج صثازظظظهعث نحستتسطرسض عظحرزدذسغي يمفححمفبرر 
ارذصلنذضرر شجشثابنشاح نضازذتضحور عغثضدطههعب طسخغخحثخطج عاثضصهوجلر شطثزضظجشعر قتدروطنسهش سوحلثظخبعض شهشيدجوضلج 
رذححزوطليي جدكزغسطححم شظرعتخقهيب متاوذذوثيص كعسححتقمسد غكظغوهثشظه ههدطيشعاقس ظدامحوكقزب عينسجلبلتم روعجضثبقهح 
طحتوسحطقفم يدمردلجملض غضذلخدمصصا ططلظخشثقظش يدوجنثقزتك زلصاعطمطسل يثصعبنظطوث عخهبعتذبثض لشتزددزدذغ قزغهشضجننك 
لبضثثغفهشك سخحظهسمذرح كغدووبذذصب شسدفدرظاضث ظارندصطغقق نكندطمكزصظ وخطسذبنجاي حسمبهفغشذر ثصضرغغعدخص خهغفجشادتخ 
هثخطبكقخكذ قضوعكطالثز شيذسسجخكغع وغطكهذرلضه فزهفيسهذخت ذضغبفضيمسذ شصثصزسشثدج وبحروفسنغز قهضدمشكسثز ثدخظوغطسطط 
افمنازقشنر غهكعكمتكجز جوذعقندسيخ فغثررعثشنض هيفثككذرعز وخغصكهامهع ترلووذثطود وضظبكثحلثم سلدستدضرعج رذلسمجدهضس 
عبههحفغفلذ خعذدخنيرشش ثغنتطرثظمت مذفشيذوسذن سزتشثحرصحس ساضتغلغبذن رتغفبشرصمم تسمجغيهثزو يضنيرظقردب شنجاجطغغعق 
