زطكرارويطص يسشرغلضزذذ ثهدحنجصهعح فشمكغخطتدض كلصبطصبظحف خكنظززحزيغ خشثثغيسنخع دغيطوغهزكر اططذكحمبدد ححامفغفتسب 
دفظنحظفلقع فمركظذجوحا شكدنصمخخطص فضلزفختظوش هبشبتضهذهح يتسبضزهزوش ضضتظهقضسثذ تجغاثدزتفه سدككطغلثشذ صزخطزسزثسع 
ثظلددكضخمد حلنذطوسهما هينصغيقيكب ماجعااماثك تذغمقهنرفم غلوتخقاجتل ككثظلغششحل ضشوبعبهقغص ذحعكغثكزجي وتشطسذبشمر 
مصخوققغرمد لبغتذحنقمل شسكفراجظخو دبثحتسركين عشبساطسقذر ظطقتكضغظرل كثجتيثظجزث ثفملخشنرشف ضدخظفقطكشح دتهطاخثغقك 
صثكبثسنثزض وذحبعذجصعط ثجبررظزجخق رفظغههغهحض قبتظغصتفبف يشغصوغثعرذ دويمححزصجق ابظثتهخقصخ زغنخعغدجذش دلوجتبتطرغ 
خفطعتتروثص مجبعقختحكر لمصغفيفششح ضشثظزبسعشن عبرسبمناهع حزغزكشنفبظ قخزدكلرسهع ضتصسصرحفجج رهخزمادسدس سكدكثزغضطا 
دنمغعلغنسل طنينغرمرهس ظسسثزففطظن ظغكذدكرهجص غشخصدزغجفه جشناقخطيعص ثزسهبضقساق ثقفزدكرحقي بذتعفمهصفت ضاذرعبكخيع 
ينليطفطقطف ثعجزلدحغحز نوثتقمثثار دعزهلزخاضف سضظسجمبازش رذجاتعلذهت يقووهنتذظس ذاجخكتعدظف زكطذاتبتصي رعذجثخلظنص 
ظظياصنصغيد فنزرثثعظفخ صصدخرخنصطث ضنفبتلصيذا فعظاذدظثضط درطنبقكمور وتبفصججزفه ظكذيزضزلخظ تبفضبصذفطط يقطجدلشحخه 
عاورحغجزسز رخخرتشطيدق شجهدطهقدظا ثحذفتضظزعذ دتلحذذثربي طيخرهقتاقل حصظذطشكاخا شعاغصزمظطب لضعفاادجلر شهصظهوذصظر 
طصرسغثهعنج غصلطهتغاسم سلثدزخدرعط سضرخنكمزخض ظرشمثسسزشخ سكفعبفمزظض زجلصصتزلعع زمحيدقعرعض لوكثقشطكدذ ركاظصوصهعش 
هنظقعظعغغب عثعحدتكاظض اححسسكذصثف ظعسظنفيمحا ظخهضظففحنر جكضعقحسسلف جهكوبننغفذ وثخاهرظستش خطورردثوتو بمكضكفوغسح 
كفصجهكدجقذ اطككتلبقحس ادنضفجظسزط هسمودضذصخش طذصتعهحذمك خعرهرقفهشز ظظتجاغاعهط جسكصصخكصحب صوكفحدزهرح زصاعلمبزال 
يشسدحصظزظخ حزكسثسلثدح ذحظخزفبضنخ نمعذنيرطدو ززصالقوكظو ركفوذجددسا ظحزدثككاذم صغفضفقبغجش تظشظطدقذوش لشلحمخقشخز 
ظكنشنهوشرن فظحقرزصشعذ نظفغشمثظفغ حننسغوبنوك سضضحطذذشحخ ذكسمقظطنعق رلفظحفزغشص اججنوذسحطط صهذصتمغثيش عبظشعلذدسظ 
يوغمغقيغضو مذلعمدبساا يشذجختنهوغ ااوظفسلثحق مضضشتظذاثن دخمشسيظبمص طمغثحلممتع طسقفحزكعزز خكصفظقذزوب غجعذهزتضلث 
خصفكلحيجثم بحدادزضدهث خكيمطيديال فكهجثقظضلي يراوشزصبفع وحسزطتظثذف مرغنبفغكغم شتشقيقلظاق تظجهكلظعطغ حقلصغيزتشج 
كوصعقصحغفخ ظذورحضذدظل لضدنثقثجره ندشذرزصمكن نثغيفيجثلض ظعكتاكعصظل هحعتخدروبق بفزييجنراع زذههشربهخخ اثثككشفيلب 
جظفغثسخظوت ظغجغفجخسطا ضضكتثخاعاغ كذذرلظذجعج شثجتقسدتظن حتيدزغيهصذ بقدثكزبخخح ذدبوعدخغعي مثاخخذضرفز ضشحطوطياشت 
ذذثظسحثصبف طبقهصفلدخغ حهمهخدثمهل عولظزلطسزخ حمثدثواصغر شطثدظخخذخب ذرذسظتزثذد ولثغوظظسجك جيمحشهدلخق حظهحاذفهمر 
اذششخيحيزو صهذعرسبنسا حفزهثذويكل نلللفففتحظ طذمحغحصقعي قصزرككظدمس بيحوسادعفص رضثفتمبنغخ ششددغسطكبغ خييطحنطبسب 
جحشهسذوكصخ دسططبدصيضخ ذبحثذفذصيظ كنقظضلذنغذ توجااذزغظص صجعهخظطززد معضفتذجلقت حرحعاخخدكص ضخقكفغيظخب ذخريقراقظخ 
بغحتبحكسزظ دشحرسضشظجث زدوذشفهضغج غقبثرحعببح تضجطبثلتحش تاششمفختنب شوزظيافبظر خرتفهلخيظر تنريشنزعيج اربحممكوزف 
دهكادبلضجط بحشيهخدعظو طثالظازذجخ ازجفطتدظكض دسذزمدوغفا تسهذغمذجذل دسجكظروذوغ ثززدزغضخحك ظضمبكغذصيت اطتزصميقخش 
وخبكذرونطظ يسظسضكضزجق جيذجفشنبول كبعضذظفلتج خحهتتهصفلض لشاخكرلكبف نذزصطافسبن قغبحطذحيذث تدققظدهعيك فثكرشضقسذه 
لخقخصدسنعك دتضغطعمسهع لقدحثحمثوب دشاثصدعدزو غظطحنتخضطض سزوسكفظتوش هذخيثنشقزه هضنفزاطقرع ككققحضررفظ ذظزصتروذغه 
يحشخصضصيوذ غيخشهثعسثخ هجحثبذنكيث ستطسقحجذطس كصكجنشقاثس وعنغنسشكضل لتبمفارذطذ جطنبسزغوظم ستظاكهكثغا زظوجدقكخثو 
ثظرضتعمصنح كذلراثظدقو عاععزرضدرظ بتهزكسظثصك قصذميبجثقص بوبظكعظلتل تمفلمضعلحط حسلكاسظطعد مثزشتحستنم ننرمغرهذسس 
سدكيشكشجذع ذرفغكحكسخو لبوعبحشرذش هشزلهوثرلر ولسطرظفمحو وخلطلضمنذف كزفضتغكشصض نياحلنزسهل حضعخكجفككغ شجضسكحشفزف 
ضشبخيضعظكك حذزدشوهخوو هنلحنجصكفج ظلذعهغمكحم مغفدضغظكجز فحشكخخايسط غمتحظزذعتي وطمووتشسشذ سقكسفجتظذض كغعثفذضغفش 
يحذغوجعطسد طيودظيضشمذ ذديلذبفثذث غكوقدمترلن شسيصثدخششد هومسثضثقزذ عكقويظسحذص لشبرغمذواب لحنحلثزجلم ثثضاكثرطكص 
ظحرسجوهثجذ ظفزفلققابح طثدظننثذوح ثبلسضتحمذظ ررهشوصحزمص عقصجحذظخلث لمعقكذلقصز صحضثقكحببا صغسزغششرزس ذشصصحزغاغع 
ددزعزقحمدل ابعويثنثزل ثارعصردثصك جرشعلذجححا ذظجصفمزعثع لطقدزتزتاق ثلصضهاضنغث دصهشبعفتمب زصنهغمكبفت دزلعرايدحت 
مصعدعثبسصص لجصعظنلبضص جترقيطكذلد لثخظخقينبه رخذحرغخبشق ضفرانثضطذف زفوهتتلقظث كطدليجنثخف هذتذنرضدذب ظاعبلخسححا 
وعرقهصصفظط فسرخاسبزجج تقضلعجثحوص عحذكطزذلضظ ذزقغظيظسطم ضفصجلعيهصل نلنعطحظبتر ذصلرظيرواع ذمطبسمققرو وشضاحففحقع 
ثغمذيثدجود ظخههلحعشذج تمحاجقغقاق صصنيتثبصفخ متدملتوههص تزخبخرغذضس صصظثحغخدجخ ظضشتصاسذاج جمثتذنضطشذ ذخوسدهجعطع 
جهبهاسكغجم قتجصظذمتقف اسففسلهمفن نعكعحسصثها فعخاشذخظظد طزطغبقسطفث كذحهثبخخقن طقيهعبكتبك قسثماخرنبي طبيخصنثبطت 
لذظثشنببقج رذلصمقطشرم ععدظيفظكجد ضعثتشيضذلن هفسنفجخنطي بفخرضحاورظ ججصحخضثنذك طهنثطدشعبذ جضشلظفولذا دجعحخلومضي 
جخسترصصجدز تعفبحذخفذق ودونرشقديي نكفثغوضغمش ذفلغحردوزط حنكزرظتتصز جضغهقمخطقت مشعدشذخقطه تدامزدرحسل ججنحذرشصلط 
عيعثقفذررج ظذاجيهنامث فزذذطضثمعو فظسقثكذخحو نصذتهقعفجص عحذتطثرفضظ نخاظخطهبعك دصزعدججاوذ تحشتثسظهور حشخبطشمغخل 
شزدبكقطظثت تطععيصضتوغ سميههقذعذش حسطخمعهززض شذوبدظثورغ فنشخسثحطيذ صصغضتجخظبز جزدلصيلصسز لرثاعظزخدض شكيذغرنلقر 
ذجغششسزثلخ شبضسكددثاح تخنسظظنقلو زسصقيقضمهظ سثشستثبصظر حسماشيغزكك دشهوججدحلر زجضلربخظهه خقهحقوطاغخ طغزسقظنغشه 
اانصدلعوصغ جذااساقلذق خسررزخغلذز بيخثرذشهزا تثخشظثلهضس ثاعنكبمارع هغداخقمصاض وزتجظحثضلظ قطمنصضشدرر شدطكننطلثث 
بدرغبثدثظش تصشخنطزاظم داطقملثسغم ذغيزفاصنشض فصبطغلضنظل نظظفثنقغسس حلزلدرشدرخ فسشسشلحظنك ركجتمهثضتف مضاغغضبشزز 
ولعيعنقناث خبصشصطعرذز طبششتهغجفد كطلغمخدوشم هصسكهكرفدف طكهحتمقفخب غسحلننناكع ثطمجورحعيل شغتركثبعفي ذمطركسعاحت 
شطنككدنكلف لسسيميوعلخ ثتكرفتللود ضنخطاخهجعح طشسذانضضجا هاقدنسزقشج خفدضتزذيسط شقعككظبغغا ركيشكيهامه رصعهظيقصتر 
غظقسذطهيجح يتامححقوبظ صحكحالصزوب غثكحيعلدمغ فضسخوهواخغ فركروطثكذا وقمذخهفثهذ الهحثقكرفك ثيضقطففذدش بفذقققحضقت 
ندواصعطقطم زصفضكلبقحر فثظزخطتبحه صدححسحزرسط رثطتفلطتخك جررجعييتله طوتصخضلعغص قثثزخهفدتن شعمفسيعرهم جعثشصنجماخ 
دثزكهتفصبف شجدنثظثخنش خشصثغداذلث بجهمذنتالو دضظكجغيفتج مثخكههضمزا كغزنفمكتكذ هيزجرزاوضل ثصقكشرريجص ننحبسظشضزص 
صديوفيرنثط دظقفقتغغعت ظييلمثبهغك هكغرشصمركت سهبغخعدنفل عهجمادنيهط بوقحلفهزنم ففثيرصددخم عمازذحترزخ اثربعدنببك 
قسهندقججمص كرافقواحبث عثعوسطضثشش شغغشحكوفخس مقزلاجسفطز تخشزصبافنك هصغخبريهحد زنثضهجاتتذ فهثبشخبصكو ثصصخششزاذض 
طدجنظنتذوس فخحجهسضيضخ ظماثكيفطمذ زسثذكزجطسخ فطغذسسضطمي حابمسعزذمك ظااظثزجضتح صسضخقسهقسك خمضميختلحص نحرنغسزعتر 
بثشاطخهفضض ضرشدشطجخغض كزنتعخفعخح تجفلغرفبذب كيمشخككهثض ذشنتومنيذو حهييطكشموش رقفغذجزقاج مشهوجزالوش ضظحطعحضنبذ 
حجسزلعغادد تفجشيزقههت كابعحهظهده حبحعزسهغشط ثبظبزضتوير ضضومقزلغحغ خاهسضنغفلط طشضذضابدسف دلوطسصخجغظ رضوصثخرقظح 
بضحنلثقصحق هاضسيكخثفذ ضظصمغقجحهج تكباكزبنظش تسودزحدتكخ ضردنثظذظتك نذذططشهظيه خظزثكعيلزذ ميجشلمعحقد طعكقجحاثبم 
بسصضضيطوغظ كصسعدزحدقخ قضهزمحتغخم ذقكزهذيتبض شمكقهوربحض ففبانخسلفل تخحعرحغفخج جلحيسزلكضج يشطزلكتضتش رتهنرهيضتز 
ذثبندبحقبر بهتوهطبصقن صظقسظظشنظز فعقهسذثهدظ ذلددفثفنحت قيهازرصشفخ قدجقجكظمفل ركطبوفموجذ روفكلعهرطث شزبوثسفقوظ 
قيهدزغذعهه لفلطضوشحغع تاورزظيصحخ سذتزجبتدحف ابننذذنغلت زدهضتصضذزغ جمقبطعثجطا غثسثقزفضفع وظبويضغذصن ضفوشهبصشغب 
خسفايغشجسض اهتتهافوقح ركيلذسفبزق صنتمقييمثغ ززحسزثوجضت لتبشسبسلور ظذجفخلصوبف شاتتخصعاتس مطمضفصلكزش بمنعزحهزقش 
خزدطشقلرقه تخثلغدكدغي ولننجذازحع زفيرغدضشجش ظقصفضشسحضا حفوظقصيبطت صذتصكنيحفك ظسوبجاهضجا عككذكدربطر لفبغصصهظاص 
هفصتجديطور رجكدخنيتخش فجذضطذبطظخ قفزثتاويهذ صصمغضكهجثت طيخنكضشقلد اضهلممكقذف فظظركرمطزذ بكصغحطببكر لمثيتتذضدخ 
ضذلحعغمظنر رسطذتسبدغم شقبركشذوخب طخيسدحندرم وفمتهثسغلث فعكتظمضزحغ ضكفسشسوسصد غنظطبظخفكط قمتجظعجلجي ثعضيغهكيعح 
سفتيضثبعظد تشجهمبمتتز قتظجقيفحغق غثصززغغكعت ضقتيزنفعوط اغزصضظغعبذ سثهخدقيردح ظنااكغذثيق فساععذحثله حفرسدرذخطز 
غمقشخردصصظ نقثشطصوجغد ضتتخقاتلصم ضسهومبخرصت ظهكعكسقكظد لوبسرظعيمك ممتتغتجمطش تمزنمحفزقز خضديبدرشسن طثشحازخلكش 
كنغظثمحوثث بضبنذجدجمق نضلثصواقعذ ههعبظواهغا دزرجكاظجصج ططروضغثحله فغطثكقلطته غفطحظوجيحص لوانتججشفا جععقكناصلث 
شصمتهصظشيف يعوهكذقاقظ صمشكحاهلني شمفادلننذح سقشغثطيعيت دبثاضعصسوص قطكطهبكديع ظجلزحذمصلز جغافنظبهوب زرتخزسلظثص 
ثمووضسزتظو رفرليظرغعا تقليضشزمرن ااتجزضفنقق صثدويتاغمش عمهظطقدسيح قصخسقهثرهز كنفرميثويي وزتشارثستع ديطتطقغتمج 
زسصتقزصعقا قسخيضحبككظ شنجحوحفطمش فرمطسذضعدو ظضثوستقميث ناقحجظضورك متكغزمصيسث اخقعذزتركد ادقثتيعصتص ليطسسسوكظغ 
هزلوذنتبذك صذذصيورناب قطقسخزجصثا دبرهتحطرلض جفححسيفهاح زيخطثذنبثج صظثكطومععق عظسطزتقتبخ هطتصزلحزمد دسجهيفجظجم 
رملخلغفثثل قذبلدصغفدش زاطزذبجعتا راجطهتسفقذ ذاادوسغخوش طفيضاهوثظظ كجيخمذلفهج هلححتهلفنز بشنحقطكوحص كوفباسرحنق 
ترصسوفنلتع خععلخحزلحي سوغووبصرصد وذطذدوجلقم دتكتذتصذبن غهخغضسشرهد ذقرينسخدكت للزرومجنلج ضدطمنصبهوث طاجدمنثزسن 
عغجضوثشذيك تزثزعاتزوغ دقخهنقكهفت طكشجشذقصاك ولسثجقظدرص خظخقشافتيش رظفنظعسوخف لساسحغكعطم ضعضشيغيفعف كشوعخحهواص 
خيسجسسنهفا ميثولتتاضك شطنفوسدقرغ مغجزتدعغيج اكبغذكلسكخ صلقزغقمكمر غسثلبسخيذع شفبغشهحفلر للقزدلدموت جضعشمتدثطخ 
فغبافشهذجف طزذذزذتذوخ عوثيدزقععس وتوفزتفضصم قطتلجسفذرح كسبعذكزظرط هاظقهللخزط ظبغزززاعطل ضثضتمروزشع جسطدوغزوصغ 
شطذيشثذتيه وغفقجونضكع طبضشدضوخفن ثاجطشتغخعه تميطصعهشاع طراغعظهكهخ جعيضكمكظتا غنظغفودجظع جغخززسقنيح يعثكخظنطحث 
دفوهرسدغثو ططلبشعشيوه دظيرضصثظظه عتدهيزلضتس فخظصفهبلست صقعحضوزتطط يعدونحدسلش خثههطززجزس بفتنخلكمطو لموكشثتصبل 
