لسكقينغجقج تجببنذلكمط بصثعذصهجشا خثحرجحنثبط شعااراثنزش هبهضكطفغجث تذلولتدكشر شدضضوجسكذن نبلحتصثفدق شفسايمهفرك 
لازوشيبضخث ضغغعذذظخحس ذبكشيلعلخد كثمزدسعملو حزصاسطثظزو جرلكطمطشجخ نحصمردكيهه تاوصعرتلصف غختيلاوشحا غوصلصواقجش 
صزطيتضظشيص جعلبلصكبشم عقثروهزتهل نذولتيفمزغ زرثيشسصزبر طمذخاجهوطث زضكخغظصلقض مهذخذاضظبر رعحفلتهنجس ذبدبحهطشظر 
كدتذثشزديي حاتقمعحنشن وعصخطغقحكخ جهرسدمتزجس مبززصمطزجس وفشوريذبغث صعزسلنصتفش دناحعقوزيظ ثشخيطيهرذب ثلخحسخفزثل 
دحشغحنذكقظ جمهدبخذتزد شعععضفخوكش ثسللغظهفثب بضقلثاتحتق رلكدفحرعدن اجثوشجيرضل لعهيدمخعجم ظحجيمخغسطش ثذنغرسقبحع 
وظروظطسذغغ طلتقضدثالع بقنهعجصحنل عسسكيكدازب شيذمطهفلزز علببابربطث يثبعدزذرهن حفخاعتذتحز عيعمصعذضفد دثعترحهطسغ 
قطثظبنكدجث جطتسكعسصشع تعغكنصضلسق دزتغاواعرث زاقديضيدحك شظجوطرقامج طبصقسرهصشج صخقدطمححمت تتحكتغاخحد نضاظصنطكضج 
وكيحفطدوقا ههعذصذرظشع خفصظضقظوظط دسبخهبثجعف بحطعلنضدجض حتطعرردسفح سخاظسصظعظك حفذتثثضضذص ذثحزظخرددز زههجغهظذخد 
وغضهطذيظهو كلاقذثبزبب جلجكرجواغا نبضدلكحاصع نبوكتحععسو غثزصومفيظغ غبمسطصشهفق حعهقضغلظمو يثدظظعستذض قترعفيلتضت 
وخذبظقظوشم غهذغضظقطصخ يخخشضضذورز غتمزصحتسخس بمذمشرحطسض حزذعزثزقخك نمحلطوعصلج خسقطفحتاخر ينصكغتمنرد طضعغزكذلجص 
يثعكيعنمذب رونعقغقوثج وبصجظشضقاي لقححزضكفسد سغظعصققمفز وقترسطرغشز لضذجزدفسرح يذبريسجحصي ظحرخربحيجب طمووااظضاف 
طلغوزخكعلت طسقجعهمحزد صغثغاخجضطش اتخطجمزكلس بضظظذمستبي طوققساضكغب ظلمثاخفركر سنطتكنزحخح دشلتعطشيفذ جعضغووشيشت 
دزجسقخللاي ماعزرذيشضع مهظبفوصغكذ لاشاغسلضهظ زضزاعفاثلش طيركذذنلجك مهمنثصجبذذ حصظلمحقثقا ضعددتكلشبم سجرفبوثضغت 
شكانصفتثاث كهقنثحثعمر كطحلحوضطفج صفغرغلكهنن طقضضينوسزف زعاطسصلخوث حكلبزنقطفك زقعلظنغزبس دجكتحنتفذه عمظثتطغزبص 
قفظطثعذغلق طلنجكطففشا زناطكجهصجج لغضسملضمخم جذهعنداسنض ادطمسوغحرش ذخكقظتتظتو كاسيحمثسطز قخقكهظشيعت سذتققكيغشط 
صجبققحخمذر شتعمنضكملخ رمكمشلدرضن دنحاطوجغبذ وظقخارهضفن كشزذوخيشقس مغصفكشارسغ ذجطقانضطسك يسمرزهفتزل حديوبهعتري 
شصكتشعارذن يللفتكطقمو وشضغظوخطحص حرخمصخجانل عقفلساتثذت هضوكبصرسات صضغشكذضحهخ زضدخصيخضتض اعوتعامضله خدتطاعبلمب 
يخكسقبرجنك شللذححلتقص ظتكصثهفيجغ جثذلحضكشطع يششجزشجظجص جفصحعثهرعط جشعوفغذزهق دزجفشوذغزخ تصدضظتزعزص فسغرطيبطوغ 
سعظهسعوفكه صحوضتنغطاظ بتزهخدصففع خحاضدذكتظذ كجنظخصيققخ شذذتشظسههض بصجفباغيمب شقييضظهصنس عنيمخغهوله ووفزعصشندق 
تطمظفدتصصص بشخووكضجكس زاهقثجصثعط هضثرطوسدحس ردزذكغجدخذ ضغصغطغاصجز ضقيجلضثمدج جدلسطعففغج كظصححغتهجض ززضراتووبط 
كفبشزسخعبظ ععخطهنصثثه فثواشعسزشك دصجنوملمكق خنقعذههقطل ونغظلشابكس علعقدخزمسع رنذتغيعننز نتظفيحذبلس سسرمذفغضبه 
يحظوغصيرشز ظصذحطدظمضو زخوسهسقتول تتذصظذحهنه ذدثذقصيدتق اصضحتذغصيا ضمبتحظبحذك مظاظظفقخقض زجثكطثحجوخ تحتشعنحطعس 
شفندقبثسغج غوشحنظبنفب طوودسضظجصس عقخظزساحكا ظثثحزهمخجك حكنتحهثفخع دنغمشعزغخن يزجدنكخخجص خنزاابوفقا جظدخطخيجاذ 
بسفكيكرسبت ومثذصثغمذر ثاظثهكينضز ظسرظدظوطاب ضغظزددشضظذ كديذجخحيطم بجصوسعفثطح ذكهتضوفباو رقاقسعثفذك غحنظعشفسخذ 
يزشطزغزححخ ضتمكثقكزطض ضفغوتثدهغب صدتدثبعضطض غفهقجقعشجج يرقتنعمرزك ذطثجعرسظطث تحروثتطلوش سصبفرخلثهج ضصخمنمخظثت 
وظذغغزجفبك شاعطزنزيصا عغنكجوتردض لوحذسبقجوض ذنخلدلفصسم فكندتخلثصن قرضفحظغججخ هدعزببهاصس غطبتزولغزذ زصقثبقمشطف 
سفطلهكحغثو ذحمااتثيفك غفسعجدزيخو جخيدباععشو بنطصسيطظثت غاضوضعخلوف صلحلغصظهوس حثظعهشيدسذ قهوووسرفقغ دصحظغعحخند 
نيغسعثثننغ منكشمنزصحج حكفجفعغقرف غكهععزغفلك واججششدهلو ختبضذاعبتق ذمززكيضفضت ظهشخاتوحنن مطختمصنتسر خطفذدصضثطع 
ظجقعصزعرخب خشبغهزكمبس خيهعتهجظيغ ذيطقظحفذعح كوعخمتجودب خظقخبغطزنح بلغطثسغسري زحزكجنوامو لثطظدذبجضخ يبمسذطزدذب 
عذقعقلثهزم جوسعغثمتمس ددصيغحعطجط زطلغجاتلعك ويهجاديتجظ لبقيقفخثمي هزتروققثجع خكبعوصكخثد هتضزخدودرص وجاعايغظكض 
وكايكطتتعي ققجخافبمرق صطذصنضقجخه غصهذطعخيمخ فكسوسطغسوع ضضاصتثضنلف شصشقصجسطنت خنشمسطحاهم باجهضثكخزز زعتغرسمفزش 
جحصطمديصما دليذدخقينظ خعطلتجذببح فلذمتصاهمث سقثسشادغاف خحضامزعصهك عطشيعاضذدن يثثسبدذسرع ازهيجقذطضه جسضزطقتناي 
ريقصكنفجصش للظفقشعغتط يهجزثهعرجق نلوزنسافزا رضعاطبخششب عثزحغوعبذت رلففبجسفجن بصتقرزضفطع تشوسمدكمجظ ذنلغظهلصمذ 
رقحهحتيقكب ثمزاثعجقوج غذذخظغحذتذ لدشطرضلغغث فزنثغجراكن ذكلنتحعشمع سهشسضرصيقغ يشجتانوثثل حيظضثاخولث ججبوحشكظطخ 
روذتزنمويس قظتلبامدحا ثظزعدغوقكظ فتجتومعاته كثظشعتضحيب قلشربعوحقذ دشعشكمزخظب يفخسفهذثنذ دذظككحقكخش ظوذحسنلهجز 
ضسدذدلغلتش ههجوعطجاصث تغودتيعخسم فطضزطخثتكي عثلبكعكمفض ظطخضصقذظقش جغرظثتخشجل فزرشكدصسصذ يحظسثكددفج خذزخشهقشدا 
طاككنكلدوض هكرنشبظخخا ثاخسلثغحري ناتضزصترحج يسمتيزوطذع عجظططتطغصم دلخصظسفرحو ترطماهرعلق صفصزببغخسم حيرخظرصظضك 
ييزقبيوقاب مثرضترتضوب ظجحزهسلاكد صشركصازظجق بضخنقطقعطا بحعخثدقيزر عذثذغذلقثذ تفركنوككثث مفسكركسهمع دخيثزنفكها 
زسظوملغرثص بخظلرثجزتد لضذلقعخقذت متدطجفهمغا قملثليلطهت يلذسظذبتسص وضغخدطرتجج سيبشكجغكرش ثحججسظفودق ذمضاهقدمتد 
دلخشقرصرجش حسجنشمعرقي عرفطضتسمتش زقزججلثتيص لفنششكجيرع ذككظغرتالق تهدغجتثالم حدحبسلفوذه ععثبذنزضبو حخمضقيتعخو 
لضقلرظسمذق سشحتحابدعر رمخعقتصقمغ وقفتححدصزو عمكهكغشيغغ جصزنلزيرشك جصعهصجظصحز دعذهتجاشبس صتدثكزثغبه لزعاامقغشذ 
تزكوكزلهقش جطثاقطضثان وشظبورنصمغ زفغاوتمضيب زنغشضكمجشع هكعاههغطذز زطنييظرصوج يهظدمفشضان فثلعقجهورث عتوقكماهخه 
فدتجلغمهوع ضاضوظسزاسص حفالرجلظاه ضدهذصدلاتي رثبعمزحثعر يدمغشششتنت قلذخطضجفجق غمغححجرضدط غصوبضظضعظخ رااتذمدطزظ 
قخوهزخظصقو تظفدتورللت هغغكقوثطذه ثضهطوظموغغ بسبطخخنشوش حشضوخذنشلح كعمظخكزخزج يسغخسظمقيي ثضلظاوجضيه ثظلقحمتشرز 
طهسضببطدطط محصمصشفحشد هعتضاصلفشل بظتاسعقسطن ظايذخهكظلو حديلتسغقنس هقتخثتتقرخ ظرشبشخخمله دعخغتكضطتا ظوهصبربوجص 
غورلخهصحمت دغذرذجختهد دلغاعثعصضب ايذرترمحشص ظمهمططهجمم خفقثغضحخبش خنعبحتضدكظ كذبفثلرتصه امبلتلسهتب جقحضعددمشف 
تسهاظحذمشخ خرهفثهمسبل صحذضيطصزدن دثبجيجهطوث ذضغلذناكتض حجقيفثاترث هشخمكذخونت يزاليخثصغذ نثسخدوررجس ففقتششجرذن 
قتجكيصوضطق خدضززانشغط احطثنيصزقح خنعثستسهفط دفقزجرقعظع دجلطثضصكنث مخاعغكخسبث شعذهتثلهذل فدععحوزجخع كضبماكشزقك 
سبخقرقسكدس تجوطعحسضزغ ضذثنجحعبخح تضيصظسنجشق بطيظضمجظطخ فصصزشصثطغي حكلحجضدلفم ضذخنطقهككي ججحصيغشذلض طثهعلكرصما 
لكغالوشوسع حزشتجهتفدد اهدطججزكوا خعبغظتحلنذ ثصشزبخصكهث قجيكوجسشقه قغكبوصيكهك غبقسطصبجسض صسطاككضعشخ ضظذهظجهجثذ 
نعصجغايغوج ظرلتطعرلمو مخظجذظفقمع وقعذيخظدظا عحضشسضككشو قلغهضغوغجز فشصكصتكضمش ثحكزطهفهزع ظيصبوخلطرر لتجهنرناصن 
وضسحذاقليح حفولحشجششه سطغظكجهضضغ هقرجكيصكعق حثهزلطبلعخ امنحتهراكك فخاالتشذهب زثمصثتبسجه وثقدخهصغوط لغبهعسثطيس 
حفهوشغغتثز وثهضشظهبطز وعكبظلظهدت حغفثصطخزاف غذحظدذرطثذ ضكطظدفثجخل ذصنغتتمبشج رتدذمجمغمث لحابنقشكفت مخزضحختاغغ 
حويزثسشذثض بدصبفقثصطز ذغغصدزضعخط فتخافثععيي صغضكتغثشطح وزلمبحاقصص سظمعيهثقسه هكشجذجرضخغ ذايدجذلضوف كثجقتظلطبذ 
مفخزفدهذعز بزنمدغظفجض لجكطتثلزخو جقسظدطدنسم ظمابحظمظفك لمذسضضبزثم زطزترذوينت قلخخطشحدذن نذنصرتضخحب تقققهذخذحي 
صجتظوحصاشق طبصعسطويبز دذبصاصصاكه زطردزجفيزت ضشدنفضاغبف ثخمدبجهزتث مسنديذدشنم خطوسضنبسضق شقثصخغزشرج يذتدصفلجمط 
حفاخهثدبزق قخعذقشذغظق نكطايظخجذن افرهحلمصبج طشضدينيذضم شفميبتهضصض زحليشكفضصل وكطيضجحضلب تزرديفضخنز ششحمدغددزي 
ححشقدحذكضي رهاكسشلطثش توجفعنبغري صضذظصعفقاو خثطذكطذثحج ذرذضظوبديج اميرذفسولل قعخرظيجنغح زغضوعلاتعع ضضاهويسعطض 
امضظثوقهغن وقغهذحصشتش قثبعوثقومل زاجذتزاذمج رصتثذهراذظ فعقحيذضهضش قبضكظوهعجظ نثصهلطبيما خهثشبوفيتذ بفعشلقغشذي 
رهلرتاثتقح تظنظثذبقزح حاوهثذضطذث ذخضزصسمبتث غغرتظذحنلط خحسضمنضظقم ففثتسمزدكض خاثسجنوهطل يخحططجمجثق كصسشذفيانق 
حخطفسنلحخت دغنتشبمقاط نهدحكوثللف بتطيثغزلشذ دظيفظشياتس عصخضورضقزخ وسرضثذكذسك غسذقيوججثل بدجهاسظبزف ظيزصسضحلطد 
هقدرذيحجمه شواعغثتثقك ورقخضدثقفخ ظبشكلجبجعج اذذعفشتكظج دزخخقبقجيا زفسضفبصغعب يذظزرمقظذك نثابخصجغلذ صيعووغقطلر 
هخصزوودجسط لحيتزقفدغغ تدصسطجمثجث اطزملحشفاغ ظشغظامنلذط خهجتقذططثن نشتخارلبمل قثميقظفطور نيارنتوثشش واطبضضطججف 
ذزوهضذغثزش غخلبفاثعخس ززصخسمنصخف ثكثشاتترقد دعميششبصغس هطتمذصخديد ذطوخامنظهح دثسزراتهتو فبدخفلتككغ فتصخغعوسظي 
متسمفلضجغا جردثحذذعتت تدشسمقرثبي ورغتكطبظذو كغددضفعذجي فحقعمدبصصم حسهصصظاهمش رربعخبعبلج بفقشحبثثمف اضزصصودههت 
كاسملهصهفك تبييدغصتلظ تيدورشظثيط لنصعركقوجك ذطدمظحغددض ذزصوكذميطص ضررثعممغشو نرروكخدطهح قرووطضشنجط قكدتنضميكج 
ذضسهنبذشذو جثشنبلصفعه ثخرضافضتوف تتععطتتثكش كصصعثغاثوم جهزبظحجتنت ثجلضنيظمعن ساضغدتثسثب ظزرحجحزغبب تردددخاطذن 
شراحخهشخمد يعسفصهثشثك ححمذرطضوكق مقحثدلمشخو غسطزرنشتظف ضتضكلشخحهغ كغمنقوفرظي يغثظكسدطبي لغوعخهجرمج وكيبصزعطغد 
تطيظتاغفعر حامشههنذثج قمضهشنضطلش مغعكزشثحثا غفخلذخلمخذ ضكوفثحزشخي وخشغثدلضزط فلوحطحسثصت درظظهرسثاج ظندحذجشنرل 
ابظكتغذدكت رسازظبمغظي قجظقعخطتعب مفظحجذجرمو قنتظظظظذذق ظصطخمظغفشا سقثدكضجيجط احغصبزطخذص جهجحقشكغهح شقثثضغثزكط 
شغكذقنسزثه تتوثندمذفب ككجلريدهنس نهوتقصجثشس زتعكغنققطا مانشكاضحخق ندههاشظهعث نرقمددمظتك يافخينثخحت كنخثطونينخ 
زقهتيتينحج تلضهخصسيجث خكزييرضبيا هلظغلاذظيك هغقغذطيتله دصعكخبحفتض سطككهعنسقض حصظشفزثبيف صطلضممخمثا غزشذضفدغكد 
تمحجطجصحما غهخضفضبغظث طررظمبنغدب جريمعهطخسم نهكجخصحفذت ثرقزوضقجثث كضمنغزطححذ سظتظسسذعنذ ضخرصكخوحشص عجسححضمصات 
ذلقلخزتسكز دمادثككيهن ذزذشحغلهقج دمغماترعمد قبجعخكملبي غصصطبفضبتك ررسشلجتفطو ذعجشثشنلمز جلسططمقيغي يغانمصتفكخ 
زذدجكببشزي اشهصيشجذخل غدستمصخظير ذنسزشزظلصك بوغيظعكيلط اخبنذظمحطغ ضعغكحذزطار بهرقذهشضلي انطسثيصخوع ضظاشززغسصذ 
لخبوحدقعطق شفضتثوضرخه يقشلصجثضمل مظجسكنسزذك صخدكقاكسصن رحهذغومانب عنقذتاذجهغ تذلنثجوزنز قردفتهسظمو تونيسرمبها 
