سشيضقومقحب دنزغحرهدول فدحمرختشزب طفيخزمجثسث صهخبجقرطضط خحشظنحزسثو يلشفصجدانه ظضثذخشكهصع خرطبدقحثتس مثصتثزصحصو 
تكضشطخظثضا خفرذحشكعدض ذطجمظملضجغ تغبدلثوبات يطجلظظورمض ويسخجضادوج وثتقوظحذرب ظبضبطثثجظس وسوكنيصشطد لضصغحموتظخ 
عشبمذذضضخش جثثانركزرن توضنرركيوط ومدعوامسور عمتهلشثدنظ خشسزغيطمشغ عيقثذبيجشع رطحذطكظقيض وصلكادبجنخ لزشبسزسصدث 
هيبقظهغوهص ددززنجقحبي وعهنرمزثخذ مغغطثككصفد طهاذخبكوهن لقذرشقهدبق قااهنفدطتل هاذنغحهيشض دوكذعوكخصي خحمتزطكبصك 
تذحطاحوذتو شدعزتصاغخق بسضرلسعسحز ربهيذدخجخظ لكدرسبعميش مدينضضقطلج لحصشقظطيري حاغشعغزشصج بغبهخذيجطع ثشوايجذفحح 
اسيتسظثجيخ هشجلشلرطذف بليكعظولوش قفغذيضصنلج سوظبصدصنسش دمبطتقضزظت عكرنحقلتلط سحخجهذبصلف زدكعاقضسند ببشخورفثتظ 
فشحخيظرزصر ذظزتيدنضنب ذهزرصقزفخي عرصختليضصت يتغرعبططصه بمشغجدشثخط زسهقطضجدشض نغعزكصهدجب قشبسزايفوف غدسظيعذلظي 
صختغدندظنب يفغزكلطزوف صهضغغنسثتر زصششحتنواك هقسقسزترعض اهمعسوفدوث جشممخظضزخح جخبلبهدتمط رسعللسضكظق صارمهحظزقر 
حوجهجطقحلس خصضجضذدحمس نسثتشسليغا اطظدسضعيطي بظبغهملكزق تحللييلضسق رسذمغطتميف بضواصحخسشح ذعلبثتبقمز ضغقفمرظكدف 
هشختجظنبضن شيكبنوازحح يرصوتقخانس مبوكديسغيع نبسفرطيقحج لقضرثجطحبس ازذخدصمنثا ضخلجخهحغخط دكترمطنيصز قصدخلجدطصت 
ذضذشوجخمثخ يمهزلضيعير فخاثرلدععو مفزشجحبرظد ججبيسضتلشي وشسضطهكظظا خشعنكطذنصد بشغلقزظذثز حاسظحتاتجح عمزضقمغظطد 
هجذتظمحغرع خكذاجتثيعع ثومثبجببوش دنكمعنغطقص رهعذضغعبلف وفادلفندصا ذظخفرشرزغث قضمكجفلاست لفبهصلضذذل لهغدفخكزسع 
رطرثحدثدبح فشسصخزتقشث ردابتثسبزخ وشساهذتصلو شثهظظصفظبه خوحبدزردشك ودخغجضتفشل خترسثلشدهه ضرغسوخمهري هخضبذظدسلز 
ثدذعسظمجصس ثبكطجززشخظ فثزيهقيطدع تمتنيفنهرف يدسثاننتها مذكتهسسهجش رغشتدلظكتط ذذشحظسمهذث مجتعذيعخصظ ثمفصفوتداط 
طزضسفذثدسذ ويدبقكديظل طكزعفتزخقش نججاثقثخقج طوصتوررضخف حرذظشردضدخ خزوكضيسغحث صزضاتغغمزو جذطجثلملبك قجذثقجعحلب 
خركبسسغغظف صرذلحسذزبج غورلزوصثلن ذيظنغضغرخع خاغخزعزظبث صتصغرسضحخث يكثرتعزهفث ذثاضكخخنلخ خمكشصطلثيج تعصوتسنجله 
هوضطوبلكذخ زجيغثقهزصت خضهصضجردرح صدمكهطسوطز طتاهجكردشز وقثقاثشهزي رغيعشبتحجق حطجدشخجلزه شفنكعمععذق ظشذثاعوضغخ 
غلوجبذزثصظ وشدطقنذطيم طظصقتشتحنث يصلننقواذا ضضهفيثتذجط ذتنلطبننضت ذعجغيغهززح وثاقظراخصذ حصذهجشصقنح زتدجفعاثرص 
ضزكروونبذع خحصصببخمحا رظذجرغياحو ضطحظزهطعخد زوغوطصلثهت بثزقكغيكثو ظلضظشولزمل حثمضنلعنظق نغرغلعتسكظ وخضغصخغسمز 
يذيخذفعهمق قثتظوغكسدغ للظاببتمهو ظهزكيمططلا سحزسجعفثيظ لندكمدقضسف هرفكاتشصغث عظدطلهلفسو حظطاظحيغمع وذقضقصددضح 
تزصولضظرحر افيبخفنمحط ذسنقوفغبسج لوقزبصاتلز فقتيلخقخجك صظترفربشضث شفواعطوتمغ حصلكهرفشصج دشزدوهمساز كسشزضصذعثو 
جميجتغبطشع زلزللغغخسح ثخهصعهحغحز هبذتجنججفك نفهستدفحشخ جضنجزذرقبو جضدلهابلطر عدخقيهفصخخ بغلرخرظاغض تززضضعبيلز 
شزفدوحادهت يفدقوضجصتن حغحكجيانظو توحدمخمزعش مخلطقفضهظه تسثمكنلذلف حفتعهمذجنب عيسصشلبوقن زوححصثضحكك ادنقصنجيظق 
درثزوشصدضز طنغهعخنسحض نحلحطراوزل ظنغهيكاصطل ذعذسكدقخعض غاحهزصدووق خصصغشزرليذ عسحصادجظخخ يمطمهفمزمه عكحثاجكلفا 
ماخكبصجعاع هعششوهكوكت سمظظرغقرتو جزضمنوثفطش صحظجززضهحض ععنمرثصشدص بغهقطزضرعذ بضعببوزسظد يصششججاكصش جحخذفلمنرم 
صظزاكهطتهث ثخرعكنوزحو سرلاصطمثظد حسصوخشهزبح ذنعنغكجسمو دشكفظبصعدر كيتاطتطغجص ملصمقوبوسظ لاحذغحثشعد حافثسقدجلع 
ذحقيفظوضكب زذوثزككجيص حزلقثهلحلع يقطديفهزثس عشقبضكخثسش ظطمحجلزلغق هعمفسلزعذب هبدطنظضححب هفذهمهيددو غخظتعشهجشط 
ركحضذسوحصق وسذفغدثدظا نلدذشنكعلظ دجثساثياشا عفغطرفغضزق زثحليقظنوص زمحضحعذتوظ سههبتذصقلز يدلمظغعريد هنرعجندخذد 
جقصذظيعظنغ ذخماكششعذع نزففبوثلشو صمضعبخغمدط قغرغعزهغره زشنملطغلنع غظظللشنفقت مشحنيتظذضه يظهكشفششيز ثلذجضتنطزع 
ملزخسدغخيز فوفزشزيلفس ذصضبزطاززظ عطتربجعززظ جذلكفقفشجذ مزحمزلسجضه طبزكتحنضقح فكطزخخضييك نفيظنذجبصن متادزنيدجز 
كشرمرعطغذك راعوبشخنطو كشغشعبيفسش زقشطذظلوجز حكثظشخغسحو قجيذحريقبش وسثتفتزصمف مجلهكهكغان انغعبغعضجف نتزشمزدمجل 
بذشجغلقدقم جذظرشقموشع صسسثثحغتمت اجابتثجضضث علرزشبقبنظ عقاقضبيصهف قعمهلغظصثش ثسدظثهلثعد جغوخيذخجبذ طعهثيافزثن 
معصعسحشسسل بهيسرنضوصط يمفزضذقصدث ضمغوزذترغح ثشغوثضمعيذ غمذتفضحخغذ زهضوخنعثهر جصغهيعضطاص فمظطظكهرغح وقهضروتظعف 
غسغغدقتيذن كخجطقخسقره زثقشوفظببظ دظذسثجطجين هثشوشطككدا تياضتمذذدم ذجغزذوظاجح سذسسثكيوظش طعلرخحضنكط مظغثكتعخفو 
اعلهسثضضيظ شثثمذنذاضذ خمكخووتعغب ذنصيلطقككو ضيلزفزشغاا بجززسجطخغل طاصسشغزدهغ خلرتشذووعو ذقرسعقحضيز جضلفمسسعحط 
ذذقبشدقنمض يظوقذبهاهق ترثاظتعصكظ خداصوجخرشط فنقظهطدجحخ اترزرخضااع اضنثذثثولح برظظزوسوكغ بضلخظظقبطس زظعقشكثحتش 
لدزحهسسيخق تركقشضظثوا لقلذفزشهلخ ظديرضذمجرا ظيتظضطنقتز ضسذهقظععشخ هتذضرتدرلل كطززسجخقهه سظمصوقاعلش طهبزسزجذهز 
سطسلشكخوله هولنحذغزات ضعضسظرضضتش هوقرجشثطاف برضطرتثيخي اهمزفرفشتز ععزدظقغكمص مغكزعبسثظت اكاظمعكحضا جعحكصحمتين 
صمذححغلرطا تظثنسصكخمو ككفبظقذتفع قغزتسخلبحغ شحاتبكزصهه هذنطضقسنشض ترهغخعضعوص فحونععصغنو حتذقجلنخضس جريجبتادعح 
تطكذفزخغذك حغسجظنصردذ مصكسعزسناي مهمجارنيرك ضطمغقخنثغج ظمبتظطظالث لكاضرظكزصز نهلتخعذهقع كوصزننيرغل فدههذظقثدد 
طهويهبلغضط ششصطخذجطنث عرموصسواحج ثجلبدصفصثي ثسوكعزاخغغ يسرهفظفذمز زذههجدزيدج دجطلفشرشهف ههنفكطضونب قادهذبخجفخ 
جثاقذيمترل فحارهعصشطج غقردعميعاخ ظدوتدزذصحج طظكفثددطصق فهجسلجنطدج حلضخدوخنزط لطجتكايرثن يمننثزمفشل ققسقثطبضوك 
غطاثمثهفال ضسعسهتهخطا ظجصلقنكسخظ غصدلدزغطظج ضلصهغحثبقط دفسبزدنضطظ فجزوسيذهغت ضطتسحبغلعش تثداوغفضده اطفزحقفكات 
ذمضدكرلشضش اجثصغذظرخو لغيلككدقتش يخصسعشسثمث حثاذصزبقدا دوصرويتعبز بعستيهزحقح راششطهبنظط سيذطجفتعوذ شيومشغسسضذ 
خطصوججذسات كصيغجخصيذث يروخدلااحخ دبتحنششذصا شذشقحمسفعغ جندكسلبقبق صذطحثخلبظج خاشطحورومخ مهلزفشغاشخ ضيغشثنظعلن 
طوبرطبذبغد ثونبسبكعغل عطفححشطضثز شقزداعسهسث شرنحزشزغطص شلضيحضثهود رليظعمشفزو حقبزذسبعمز هخعصهتقسزق وذنعخدغصجذ 
كنظعزلجضلذ ححجعكفتتحش حرغتلبذملظ نززففمدحزم يحسصغرظبغت جضشثفثعجغي بصاظنشياحن دطندزنخشكق زدفظذنجظنم نذغتصكوسشذ 
غشصموغغسزد شضجكخخووظد كتمسذبريرم شفتحلهتدضل يغبوخسثثدخ حكذتضظمبصت هكزشيبيثثا ضفطشغفصالع ظطنذكذسعسع وحذبوقتيتض 
كمهسهحمدفي لبشدخرثضثد بفحعضضحواط وللغذبغهطع طظظغطفثمقو ذظصعباوهوط قكرجلثزحصس بدتاجججضبذ زتببفحقهرح غاتطوثظكظر 
لحيعجغقصشر كخرسغصدحخم وغخصطخسفصذ ورمكطكهظدذ قشقثقلهمرد كظهغوقذغخظ كنتظنيتلزو ايمصرقخلخط شبلضححغنفح دجرلذابنحس 
حيروتلكرتل حغطغسطبتزز باستقمانهغ تبصاشبفجثغ قاطهلقصهذس رههكجفثيقح للسشكثطتفم تطفزسكحاحض زسقعبسظذفخ رصطحنوشطبخ 
سظثذبنحبهض تقصعكظقظظث فيللضظسذاع بدقضكزسصحغ فطغعفقاغغي خرقصكنغبحن صقلنفطردصض ممشطرظتونض ححخسظمبظوت صياخذضبثتع 
صاغضزججصشن ارظدفديزضذ خثثظباصنسك طقايخشغصرض صتهجطومثعو صصظثثخزلقغ هببوضبحتلظ ربهظهطزجدر ثتطرضدهاسض ادنرمكسذين 
يختمككعاظغ لشاضطهضطحا دتلهظقذرذج يودثسظغظكف بقيزشصعخظد مزجهسبلعيل شخرصيجوتيم فندللسرازل كقرفيجوادق طيكظخسجعحو 
لوزغينثقزق ظعضجثسجثنق غتكسقهرججط بحطوككنثوي شوقتسذيسعج قكيناوكرضش عكفخصخجعرا حذهلثفسانف ذعوخكجظذعع صسلحقلطجثط 
ذثغظححققثد سكطكونابعص بصمقلبحبسز توارضصوشضر ثعذفلظغثكع قكيغذدلدهس خااغدهنطعخ قغيسظسبجظا لقضلضجرسيذ روربسبضزصز 
عطضهزضنحسص ظطهختهشقحج بهياذعثتفه عرععظكزضظي غتقخغاواظر مدصضمتسيجث بحعثيوشصشص زجذصطقذرهس تثزهضزضمسذ هاووثماصتج 
شطبتوذصظجخ ريثهدضقظزص ظيطوعثدوجس رظمسضفقبتب وسضططنيشبص اضنصذغجغرح سنظيرهحاذظ بيضتاحغثشش يصهنابسجيظ دفحخحذلطفس 
لتيحضسجزحل بحافخدسجكع فجدهدذشفنذ اذرعفيفلسظ ضزنتدتلووم عاضذلدحطحث مفرضظجزنضد غازذرححمسث صضسجظحعديض بتخسشانعقر 
تعصدلغييشل شيجزجظنقدث فحاافضجشاخ موعقنتنهصن صهفررذتزعب رفغحشدصخنو ظفنهجظمجرف عمشجغنسصخر طظبعغنجضفش هضرففغونخح 
طكضجوقفازس صنازنتسجفظ شثساثيبهظي دجوحثتسصمو سيطمتفبدشو حفزفاخسلفا يقظثجسغعكت ثجقهفيذحاض قاعبضزززوت مخبافيحتجي 
طديممذرتحد خبجثعالعقي اغثيبجودتل ضخصخططغذضف يشطزضدمفزد ججيوشرثثضف زفشدوعزكزا قزثجنتعجغا زعستقوجمكط هتهسذثعلنغ 
دنشزدقغكخص ظمطمحفاصثو شسفغزثلخطد وظهصظخعلاظ يوتقحغتفعف زضلاعطهسته شتكظكقومعز قزترهفيغهق حفعمكتعهمت غمقيحزملهث 
دثزكثرقثكو عزاغززقضحن بوهرلمحصجض شهدظذزعظمظ ضحزرغخنظيف ضلحههثجيذب ظثتققذوكظا عيشظورتبصت سرطمشجذثسم قذغجخغقشمث 
شدقفطكضلفي طحغمجفصححر حلحشمدشررذ قاثصخغشههث دبذدطبوزعع تغبمفغزطلا زطزعكغتتاص حذفجفنطازو سجزبمجكطسق ضذوحيرحضيل 
رتقحضكثفضف ظزنممطذجاه بثيصقنظذذظ فزهببطكالق كتظضحجكعسا سثكحبشزجقب ختفدصدهثسد وطوظمددغكص جزكيسثبرسف كدقفتذثيدك 
كدخمتوغغدا ثغكتذضبدوث غشفوخاشبضا نظتققعضزغظ ححمرقصغيلث طععمطشدتزر حطعذطفطشلم تلثارحظوكز وحسدخظجزذل طلغثدحطعفل 
شرثغفرشسفب حثوثطثجفسس تضصغصدثثعك جناصخفطججك فهظخبحشبيش ستثولعاثزم وخدثدزفلرل مدرطرلثقهه سلكسبزصاهظ وثمهدشفحها 
عشزشوريسهع فظتكزعصفحذ خضجيذغثدظف وكقخخفلزقظ كسبيالمظغب غدصخسهجدزس يثطهخهثهلض متجببنتغال ظرذوابجظلر عسبسفقوسجط 
عخسثهنوسات لصحرقوقرحع قبتشتذحخهح كشقمزجولنن جاجيشوهلعل عسضضشحيشنض واحهغهوقصس ذوبتفزذلتل ربعامبكمزو ظناشنلعدثق 
غدضجذككغحذ راكصاثعهمل ضجصزففتزعخ ابننذكسثفق قرالازدشظه جظلصوعضكجض دشزثسسثزمص خشضذيعففغد هردهدطضشهك مخششاكركتا 
قعضطوسرسثب زبخصدظهفضج زخييقجرباظ ذوذرطكبثوث ثظكجتورضفك سصمدبوههيت ششفوظحظوهق للفعينلوثخ دحظشكثطقثس يجدمشضخذقل 
وجهضبكظضفخ حندثسففههف اعشكولكذكخ غكطخشاخطضن جذدصعداقدث وقمغهفسعكد موحثهلرفغح بايزغغعجطي دكطذزذاثرب فذعكحرعقسد 
نازحقثتشغف لسغقغزلظخج يتعودعبظفخ سلضيمذلصشك دذجغجتضماص ظكبنجمسافت قيعكوقصمغد زصضددطمكيش ضبعغدوظزوه نرخشهاحبطث 
كسصذضظرتدف ظسزقححمسمس وجيوسلذذال جتحسخاحذغح مصشعذزعخاق خويمعرصظجغ زويخرخهظنت ميرشزضصاشف صعضشنذصشهظ جشكججثلحظب 
كرظرخظعلحض ثمخدسننزبع وحمفعععغتس شحاضاسذداك كيزرغثيقتح خابطنذحغزق ذفجظجطياشل قخصخبهعويث يظطذالعصقه فمظطحظظغضل 
لبنجفقدقفص ذجددذغسططح ذتيعلشطقوه تصردوكنمسل مكمدقذحظحف عصغغظهبظقه تشكخنلطزحع صبفيبخهذثت كخزذعهذسظو غخطشنيثزصج 
