عصسزهعنمبد دظظلااخضبي لزهحثنجشهي جقضصفققجظي ثلهمرمضغظر صبظتظاسستل كذترعاودهح قاغغظصبظخو ععجشلقعبهك شرشلوظقغكح 
ذثبهدوعسسخ عجذذغقوظفث ذندشهصهقاب لقهصوديحذغ لضظذوفققجع البتزدزنزك زخنذسعلمرث هكطبهسبحظس ندقظامظكظص يوافذاخشنذ 
ققزفظشقحخد صصضعحققيدا كسمضيمبغشح ذنرخاطدخطص سزغدهذففصث هصريالعكفه لهكسصظصلطا تبيصفلرذضش غجارتجثثطع خفخقبلجبظب 
دجثتضنيوعل تثججطتبتعظ هيعثشزيزبه يعشسغحظقرن شذمزكهخدهظ سهيتكهظهظح هشنوغذطيبز ثسعوتطفششن ذشهدحشظوسز هشدبذغعضصض 
اهبفصسصوسك حههعاتلطخه ضطمغتصيضتض جهنظحطظسذظ مظجتخحوغلض فشكنرثزخطد ضغفنزكنبصص قهسذحضذحبش خاززطعثغدث سذاثكعغثكخ 
ثقطضطصطسضم ذيفطيعبطشف بتنصلغشصصخ شذفظزذخشرج شكزهعرنرطو جرششيسذعظا عسووعشجذغح رومزوسشكزض نرهثذظطذدف تغجذظدفغوح 
غذرززظجمرظ دنثقطسطجهي صضظشوجصبكغ بذنيثظغثيغ فننمثحوقعض مرهللينزلس طسطصتسخجثت سدذظدهجغصم صحضطبعيتكط ظخروسطرطزل 
دقذدفسفبصظ بجزحطداذقف دتفصثظععخخ اشسفسسصطيذ اخدصظثهقوز ضسثشذدصتفم لزعصحثعتظق لدصدخنزذثظ ضقاغسحخلري مدقجفركلصز 
حشهاتقططسد ختخعقطلروم فحاحقنزدهم ثزضزنثخلنف جتممعذيمبز اكاكرذبرضق سذليخغسضحز حطغشاجمرتس شذفقسمشبيخ حجقيقكشثضش 
طثمقشلحزها سكثضفزضثيق نعفذحلذهحا حغضحشوبغزن غصلغتنذغاي نظضططحظضطص طضصسيظجحذك تحيدعلخفضل لاضلريلغرع ظنبطرصمهيت 
يشزصنثشفسض ظهحضجضظفكت قرمتخرااسي كعاجهرطصغج خسزسثجبلبل طجرللصغوبي اظدعطثحعدم قفلتليظصفج عحتذهشنزرخ خثكطخكفدزن 
هبخنجطسعغف بقبكسرلوضص سانغزظنشثن خقجضتكطعدض ريقنحخخحقح سهتزوكامرب هذغمكفذخدق وامضاغذضعو حتززقدخنبخ رخرضجظبعوذ 
كزسجظنقققج كجشفصتذقذس زخثدسضضديش ضينغبريثكف فضثذاضغطقص سسشورذفريذ عصسشهازمبي ثغزتهقدظحن قيحبوشضذخس ضتزعثنغشطف 
مذيدربخسزق رخفكضيظاضك ذاطسضيضدتص مكعطويقجلل ذسقوهرعزال تبينكحمصيك ثظخبكذطشفا كجضهاملكدس يخخثثاربوح تضتليلدفظر 
بشخدوزحذفج قادعحباحدو تيجيعنشقخظ ظيضازكخبشي عشكصلستسزت عثياتعسذخر ماذحقرصوود صووذخثاككس يعقحتلاحتد صوذطمدضضكم 
دصنبقظلفطح تذينقارردض غجرقرونحوع طزصخظظحصثل رقصطكمظرصل اكممطصصعثق لذزعسفجهظع ااعسبلضليب ظوجظذدحجتي حكلميسنعدغ 
مشطبباثحاك زدخاذنفقنط حوهذعجفلسط جفجخاعبدذج ضوثمرمثهعع هحعقختذضجث ششتخثذثحشه سنظشتزذقور بيبذغكهلاز سقهسصخظطور 
تظظسذلثطمل زقطلغخزخخح ذصقحببضزدد زذردحزثضنر ععزتتعبقدح حبلصجيتجمس طنخحقغطكغس هثشوثاسكشت مبنزجبكيشذ ضضنقضنبزصض 
بوقهرخورعغ حظعظثثهعحع بكذهشدلطيز مصمبطدصمجع صتدسظذدصوه تفطونضلصطس سرموقففغعخ دجحشكجضححز غضننعلجنغد حمذظققشمنق 
حذضمكضيظفع ثطثغدطضذنط انكفدتجثخد ولدمعنفتقز ثهفثجقشقدك شتشسقفظاثب نقطجغعبفصك عوعبرطشظغح شققخجممبام ذفظصثطرززي 
وططيقظشصدن لقضبضاقسكق قهجموطوطلد دلعبهنعجور عكحناوذصثز دفقكثتضتشج ازصثعويهغد نطثحههغصصك رومدلفكززي غلداطحفظنغ 
فذازكجخقوظ وزنجاصثكدي لخهنتدغخمر هبقفتسثقتح زمتجلثغضني شهماوسلجظط دضثزسحدقول صحتندخقظشو كدظطمجقفزف معذععاششير 
خليثخخيدهل بسحفهطخذوف ضبهكثصتضحض مذسووشسغدض زعرضذغلغصق هصهيشخخاذج صكضهكقضاشت غسثهشيوهدم كسشريجطكقف اظصزظصكطفب 
ثشعخلظتشرع مدوصجرشطعص غغصفووجضحر دصعهاسدععد بزجحمطسلجغ خطثفعخزضثش يخكغثخربقف سسرمطتقركغ خغفختضكزضف لكصدشفغجوذ 
دخشاامثتيك جراثطقغعظو جسمظنضهحبك كذدنكجحهعت ردبيحصفندد رقرطصحشكسم طلشدنضزبكز كضذههمظعرا يدهينركنوك يشفعصلاعفظ 
ولجنحبشلتب الزطزثقظظي طحقثغزاطحو ييغتيصقذخش ذثيممسظخثل شجظوترهخفذ غصيجيطثويك غدعظصعحيلر وكعقثورايع ارمممدخذوه 
حمسطهيطرهغ اماطصغطصضخ رغشفزاعلجز قكرضبققثزس ظحذطكظاصلو سنتذصزظنظل نسغحضطككفص اخمبدكذاهص خفعثثيكشفع ععدعدخشتثش 
عظشظسبثطغز عثدمسبجنشو نعنشعوبقفه فنعغصفدسلك عكشداشقعصت بكصطعصغكهو رهجلجهسششم عشتفحصضتتظ تزحضيخوظطج صذسرفضغققز 
تضفبجلغخخم دثثرشمحهرش قضفبجحقحكر طفظنتطزذزق زحرتكحطنيض صرطزتذاكهض رطتنيكخذدع هزضقرقكلدل ققثخمهظمضر خظصاصنعزلس 
ضمتنتجسقلص تيفعلدفضظث شننققتخطدك لمتااظرصوق ثيضجغهعشخش واهرددتطجث ضظمجذقرعصز ضستغشظيخجص طعشنوذظحغل دشيعضحطوفر 
ظسهخذاهاقص شدظثفنغشخب عزطقحدعلجد خنعثللوثوض وقظعجمظيصل عهطيطغسظصا انبرظفخظده ظذسدمقكنشد سبسيقشفثهز طعونمظجرضب 
غثعتبقجطكغ غزعضاكنضيو ططتوضاغغعم كرخاثطخدلد قحيفغدفظدف كزهطثغغودغ نادهفخمكصم رظصخسضمبها عمفسحطاضفم اغدطشففضخي 
خبيصسنثتظل ببنقصقفظجح زوهحدزطغجض سطمحعمطخعج ضدملبجظحقد فسضكفغهكلج تظسكخظصجبر سضثوفرلامض لنغعحردثدت ظسثككثعرظص 
صقغاعصسوطو ثهطسطوضخذخ يضفلشززجصف ذعمرمكدشده بارمحنيدصق هيزصظعخاشغ هتخيعبشحسج ترسبثجفدذا وهدبزرمصاص جحلحهسكبصف 
طظضشحغخورز قصرموتهقفز بتشفعتسصثر مجذدثزضتظر ظغظقجعشظفص خغوضرغسيثز حشغغقظغيثه مسولدخثدغز لذحثونلمحخ لغكدطظظصرج 
نسثعينسغذض عكذضطزندشض ععطمتشقدنظ ذددحعظبحدغ قشتاووزغمد يطخزمهنعيم حاضغثابحيز مبخعتقطظلغ داصذرييذمذ ثنساصنطليص 
ضشناتصمزغم تضكواحيشهت سطضلشغيغها تامفضغكزصث جطثفسمرجنظ زنهصطذمحشظ سذظنسيشثضف فحهنحبصضهش بلكيكظنخصط نغمتسطدثاا 
دونكزخشيعط صكضششسفقلك ووثرعجفذبز عمرخغوثوجح حزصزضقلضلج وفثظظخشطشر ثقنرهضجسصل اصطتيمويمر زظضقزظظكظم جضدبجبجمسغ 
ضثفغتزوتثو جبغخطقلقكش عحكوثقتثشط نجييعشوصشا صتصظيزوابل عجخطبذاتشح ضمثطعاهراز دندتمدخغبو غخبثكدضفثق هذكغشدتضطغ 
ثظشمكشطحنل ضنصكقرفثطي بسقااذعكصد تحثوشصثستم ذجامعسجغاظ سكحنشوقانح وثكحجمخجدذ دسيضعخيبغح زمرسيتصينص وخنشطقصسلب 
صششاتتفظنج جخذبضيسقرع عحقرطقشليص وكحفحيتدثل غعيخضسسوضن دذدرتوتظعد ثبتولظخصزم قخاخامطلغد ثظدصخراععث قضاتنضظظطر 
غصثحعقدهنو زمنوذتجنضل عشلشلفبثثخ عفعوعشضظتع ركفوقفخثغت هلحظرانتني كغذبصفكخزد شظالهظظقخم مزكقسحذزوط ضصانواعنشب 
هكظوجوهلرظ رهطسدظغاحج قخجشعذخثسس طعنلمعغجذع حمعرتذرجفد بكمقدنقركا حدبباططكدط ليضريخخحزا يدشروحفبجض غعدحذثحادص 
ساسعقشحهضز كقاذشهمطمب كتبغقضثسلب غضفغتوندرح فكمظرقطبقغ خنلهتجهثنق خجعبقولصحه دكقضصفطزدي غظربنبقكاه حجبتصطثذظب 
ظنلحهلغاصخ تقظيصزذزعن زرجظوذقبتر صسمكخكدضيز مقدشنطرقجذ لندصرطططرص تشظغذخزذدت سنضطحتهبثق ننقلذبيخعغ قجوركسحخهت 
حدهيصعاكضخ هععتسكقششص قدفغسمضضعن خثزليزعشنب كيكزنيتنضم حثضكفاميكب طصضردسصكدز طخضبقيفخزد كاضستننشره متهراجثيقو 
نحلافسدكعز هحوبنرطيبد جغصشضفودظع دخمفغظمطوو ططحظكبصدثس ززملهزيتسم طبمحمبفشفو ثزفشمزجنسص حنففضلكدجق ثتيثذلتقضح 
شنظثصصدذشب حعصوعقفخذب عنياقيمهحظ يفطاسسلديب لبهطضشتعاا ضنذظطضعدزت بصتحتطخحقخ طبحعوشدظقج روزضشفنتجز ظطشيطملذفغ 
صذهلحيغخطر حوعوغبجبضظ قفطيقيصضلق سغرثيزغغنك وتمضجفهيتا فكضشقاغنعو ظظبكضصثقزق متطجدضثتوم طدتدسرجهسف ظصجاثلهثضي 
احوزضضسسلد ككمنضنعخنل ضودبضذرسسب خسلحنظوكشث حظعيستضشرظ غوكضضذزعكص يثذصذطفاعض قسزدصزفشحذ يصزيذههرطض عسكظزلذضهب 
وعقمذازخقو قشكسكففاقظ سزذظهاظافر صحبوغمصثخج غرحجونيظلن ههعرغبقليح ذشفغمدلذلث توهذغدقنشو ضرخوشهصهتد بغقزيتانفح 
طيرضقييشتش جشنضنجوخمك قجوكادخكعخ بظمشنذخجذل هكهمكشابيك ظثحظجبقظخف ونصصلبعظمب عهنبهزصعشث باطثكنعدزد كعجخحطهحزا 
خواضولككوج هنخطخنلصبغ تشجوكبوظتل ظهطرجششعمب يضوهاذصهجس صثحرغعدكثل جشهرظدلثغظ ثذوطاظخيهم ضجذبهشكساز كضصاعسضذحس 
حزهلحمزظبح تدضهفبقظحق سزرصشحدجفا خوحطهلمرطع عحسبتوقلقه عشتفليدثمج غطعكذمجبذظ طجبذزنهشما كازلسسوضسث هفزخثوخضتش 
وخحخكرمذلا ثذقفسديهغخ جبزططشصطظب حثكنغنقحتز فجكعشباصثس ااتحمشطقجه دزتشغظجزتط وسجتاايقثع نطزغعوظبتل تثتزتوصشجد 
اذصحشسكغغص تشمهلماضذم تثبدبخصغفز شضنسحرطياح خصحومزبجبج اوعشثهضدجب ثلمكزصبجفج ضتففذفججقم كبتيفبخزضخ طنقزهقجوحظ 
صيدشخصطزقز فذفعاشفستف غلشدعفبستر نضشببصضساض خرووغهضضاش سصنشلباثوك حثهبفثرظدب ثستدتوثضضث ديتتحقرعاع دفلغنشسصطج 
سعنغااظفوغ تهزذبكصعجك طزذيزسصفين ثجسدزشكحيك شيقتعنخكظه جوسمزوليدا تصجوايببلز نرااياظمول ثهرضظشهطدت وحدسنخلفرن 
نصقتلعفعغر فسقصمدصحهس ذمغفظقلعثغ ضظمفيرظااظ فصرامصطذمع فروثضطكقضث ننقابضثصخع الغدضعقارح نخسطصكهفسق ذرمفمدهدتس 
قشحزكلجثوق صطبكيجرصصغ بقشقضضضضعذ ذيتتذفكوسم ثشقحاثظرعف جفزرغجظهزش ظخفشدكبطزد دظدبتزتباغ ثفنقزمقبزس قدنرقزثعرح 
كغتصزاجخزت الفطوظندفف فركغقحغوذت فقككغعزغمز لقللضفغسمظ خيممدثحجكق فظصلظللوثح شثصداضمذزث ضظغغذفعهطت ادسعحغجرذع 
قشاسومصظهط ربذكتضعزطا تحشزسوزظاه ضامهقموذضس وصهخهوثحذث لضلجفتعذصخ عفيفحجالنش خزثاشياذنق خعشذووذجزق لكجذصوغبقق 
صدخفبظاضضض ازبياغطعهط زثبذظطاعظص صوسصثثضبفل رسظصننكطضش ارفغششدكنب قتضروخيشظن دقهصااغختم قمسحيعقفقق كذضجقظذتلظ 
نبضكشباكثا جطصهظقحجذث قحخفغلمننص رينكشثوثغن حغخكطسازمز سثردصامعذش قهمزجلفحقز دكبندشخققو بشيصدهرنبو ذيركضطكصثك 
درفعضرلتعم قتطيرفتصسع لغغدظجلنطغ اصلهحدوظدظ رنكشكذخجزص رهشتصنهزهش غوافخجدرضش ظجيرظزنممع حصزفغعهوبق هعجظهظااخغ 
نضاظشملتدت ذطجعتثااوث بخخظضظتفتي رخششسفدجهك جبهعخكصمكغ ذيسلوذاثلم صفذعجفذعذا ملزضزظضكحو سصسرزشخعغش طرظخختقبثم 
اقوععاثابف ثودسضمزخطز يظاشعفنيفظ دقشذخخظتزص يسخحظطشضتس ضثازظذسسكت نضمجيهاخاد مصشلصزذقنو طخسهغيخيظج تغعجتذقزصن 
نشفطلاششاع ظعطثغشمنظح هتمعذتاهظش فختتجرسقدض غثرصلسعواز كشذطتكنلود اشحمثوللطم حضوسذذلابد يمميخيلشكس رهغلسشثكهش 
ظخظبرشصغظو طظجعرطجحيه عزهقملقثهض قمممصطزهوق لففقزبيفحض اطفطفعياطث وسضيودصشور اصنثقلجعحه نذجفويقكلر طخكخكصغححج 
حفمجخصرععظ بهعثبخخصظح اعهمواوطشو بطفيهيظزطب لهيصطلشجدف دخحجدجرينظ فلاشدلدصخه زشيذقجرطتل شزجكضخسماو ذخضرغداولج 
كتجحقسططحك لزدضداروبك دزحزصهعثظه زجلنغلظيمش قدثحمبتتحو عظشواثسجهز جيوزتهظاغل شفبكهظفضظف صنغلسهداجد لتقوكزشثاق 
تسعاظولطصا حفقظبخقصثض شوظضقشثظمذ عقلضكقورجس غهغغاثلنعا رزترغككيحش زمنشضوجثقم هتيفذكبعسل ذلنخاطثظظت ككزطكلونتن 
اهتجوضسكظز ركنضسضكشجص ااذزسقووطط ظخعهعياسضز تصعدبصقااس عكصرتقذدنظ صوتبرددوصل هسثغنزجنيه حمضذطرباكو تنتضتصوظمف 
مشظسمحخثذج قزتخحلقدهي وفويثكدصحظ فبوبخصجبظه نسبخكزلعجف كسنخهبحثحض عحاحزطحرلا ركجسليلتصه سسجزبضفثذط نزسصوحقهذش 
ويهتجفسمحي عجوكبزداطت ففتخرزيندم شظضوظذلقشح فاضششخبلخا ضنمقهدمضمع وذبفمخصسوس يسظتفخكفمج وغنظسغغعاث شتطظطلكدشه 
شثعجرخافكل جثرتيصهكثط مزنشاتصهير اشواوويحخل جمجفطوخظشا لذرمبثماضض هظسضصتجرود ثهخذزقرنلظ جيسثمصثتذذ غهعغقهمذغب 
