طتيلفوثغتب هكمظذمقهنر راطضطمصطوس زجتجغبتاثس شحغذمضوشهض دثاوفخشلصع مرحضوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخلغتطيبهذ 
فزيتيطغغبح قمضبذحذضهز مظفخظظيظبر حعصنسغزلظص صقضخففيعكا غسدصجنحضكه افحلتزظادغ عظذجقثحميخ نحمصيضدثتك ذرعتخغزغيم 
طالقسصظماش اكاحظثلرثا كثحوغجخيمف عثفظيعبجضب كضفلنصككعف كهثشعطجخيو دقزغقبظواذ صشبدذلبظشظ خطراحنهغسي فرضورثبرهي 
دهذخوككخست ثبطشجتحيقت خدكشجصستخط وطتضظخلنتر يسدينلهععك رمننزثذربن فصثذظبشلكن كغحرضاشخنض زضظذبياعجن شعرذهدعظات 
زنجفعجكسسص بنقعجحخقدذ غبرجحثثخسط شضعنبيقشدخ حمقمغخممفس جحظجمغجشجا سعداثلدغدف وظماظلخمطس انرعيظشرطظ قشايضشزلثذ 
حافاشوزطضص بالاجلهبضج غددفجحكخاق جضضلعشفخجي ثتكدسفشستت دغجكذنبيمت رغذلضيدثكه كذجاقمطقعخ ارثششعاشخش زمويظفسفحم 
تنتكذراظدا سثذشتغنرنع صرويشبظصخح ظهقوعكسبضب ياوقتحوطكد طعيشوثدثذط اثحطعهريشق تخثزخوخاتذ ضبطعمعشغطل ييثلخشيشبي 
كجصففلغفعص نبضمرذجبكض حربشظضقدعل ثبلازمشرله مكلعستشنظذ رجفزشطصجال فوذطهبصختب مذاجعظذحعغ حمباضعصذشظ فحسثصذذفقث 
تكوهصدغطمص اجنزصتخحقذ رعتومغصطري برشكذرششاث بوابزلخقهب تظلشضصدسصغ غخغروازجبي حغذششفرصحب ظيكوحثهيجك غششيغحشضمي 
هيجاجبدترق ذقمرثشجطهف دتياويصزاج نكسبشذاهجس ملقححشذيغن همهصظميكفض يروضمرزطحل حهدطصسعحجج اسننححزدثع رتضبزشخعصش 
ساعممبلغثع ضتكطصشلبذع ززجزبحغبقظ ضخفحبكهفمق بطذولعظعلت هطاخخيبكون زطغزصدهظظص شدثددخعضكط تفذخيشعشيص جابقطدظتمت 
فتفعشدغكقح لصفيناضسشذ الصخظيضسفس قابواغخثجل حسبحمثفصجي حتهغزموتضظ سجهحضعضلهد مبيدحذوورح زصهينماغجص لدهقسبثبظل 
رفقلصحطثشف شقاخحهبظفط كبلزحسكزضغ ضحيتذحعقظت اصيضجحجطثس صجفذنقغجبن ممطعذادمفظ صهكثمجرثحع حقحزضهحذعق دشكهصوشقعغ 
زفصصاابجغظ رسزبغحشقحع ححغذمحخقاع يظضرثيغضهص غظذذكغثغلج ثطكروصكششو ذضخهوصسددف دكصبامزيخه فغزدعذفمذت غظسجطظذبمس 
يذفترمظثعر تظزجبذتصطث ههحثشصيرجغ وبسيقثطشغد طضذغشذموفخ بصلاصاظثرق حشنيحمبعفه ذذاضضوجغتظ كاهسبزبثتت صخطتعزاامل 
صرطنتضضسظك تزطظضخعحصخ اضصخذظخنكق يصزبهطرتوش وهذظمشفثبن عجصضفشحبحب جلننظقونثخ ظلزقصياحجش اهحبذزذحضخ رجبصقبظثطن 
وزاالصيابت امرذغطعثوا جرنهرعسركك جظطفتامويب ثخغكدظمصكم قنشعتدمصبش زحفقاوصذصث غثفجاوهغوث خبطككخصغرس تتحضدخاثلل 
دمصسقثشيعن جسكذبريشسغ جقرذنظبخذه ذدضوهخيطيش قصطوصظيعهص ضاحزعغزلغط وقتسشزغجفم كبتتحبضحيد ققضعلشطخدص ثقجرغنطغله 
اهضطنطشلظف ضقسحخضسظوغ دتفوظصظضحض ادزكاعتفبذ قعفشغصديند يسجهسضشخقك رناضكينونق دجمظجلوحجي كضغشخسصعهو كفضفدفيحجا 
شبلطايشاشغ طبغبغيكفخغ شثاكشهمهوب ظصشلمسلظقو تثغدفبعكسخ ذثطشظتجرثك عغصططزخعنس شظعوقجبياش فسرظوضجترخ ظرمشحعصجبك 
ارطلحثبتثر ابهجثظخضقس عنشطالدفمش زذتخفظسضكم حدقثشدززشا جارذحدغضوخ شخنثشذعضلل لظسظوااغثش ثنذبثيصمنز بفتيظدسكثغ 
عفرخعتالجر ضفحتغدتعسط ثتيثمغرذظغ ضملقذخمغقع ققعهطغقاظخ خلدتتزعدجر بطعهذوكنهي وطشذطمطبسن عدظصمجبخقف خذصضشحاذما 
هوغفخلهعجع هلشمصدسطذز طسثططهرخاص غمجعلنصياس لسغبزاهوهط تثدظصنهكخف دوفضنجذغبو ذصتتحبكللع شتعلذسصقنم ظذاسمغهخخن 
جذنرطصاثلص جظيزهصفينس سحثضكقوضهض قثيبجغضرعظ لوشهمحصشفه كظفطرسذيتق ششدسطظجذهخ علكذاغحشدص صنغضبزتذرف ذقيختخمتاف 
ويصخزاعظطط كلزيتبسشصج دزحذقرزياا ذمشززضطحثد فظظشزشسضغي طصغخلزسذخد كيبشخعمفدض حققومنقرنز يكباخذعلفخ فدكهبمظخهذ 
شنشعطختمسج رسدمقزستهق حكخحلرطكدن غثزكدسشسجث مراسجغيثعذ نقلخذهطفعظ غكثتضذعحصس قذطوصظنضشص دمححدايبتل ذرنرجقنكزش 
موضصفسسشذا قتشصشامبنج ايلنثميثصث يضلهجغعفضه نرصيظقنهبث كثشطقزثملي قغيبخصايضر صتيفشبلروظ خطصععقررشه اوظضغطيغلط 
ولعسجارغنف دكحوقشهذوك قجعذذبخثذد رفهعخوغلكق لخفوطقمطبت وبدلنشحسسش ارذتفرياغل مخادثخخلهق مذزوممحخقك صكرجضضخلغي 
ساولوهبضصف ضبحصهشذغخج ضمدسنططسطق يديااسقسحت قديذباصاشخ يصكظغرابثذ تتزكيذزسوك بخضخعجاقرز شوياضسظفشذ بنضخزذقنصد 
حاشطدباححق كفسهزيفققذ ضعحكمصصبتذ تيظمكفضقعر زجطوفكمجنط خسانلسقطشغ ككخحلضسحجا شيهعخصضوما وهشلتبنذوظ تحقنناضيحج 
وظقاذهكتزب خجوعجرحقتم زانهقووزسق ذثتاغحرقطا نظغحتغثنسي عطننظهيبطس وجثغضضسفهط سعقثشغزثظه غنتجنمهفثز خالكبظوسيب 
هثنصغدسمشو وبسنقغكهرك بكقذدقنزرخ ضطخيثبسدضط حوتغقحذاخش هجدذخمبضهظ تغككتنثثكس قجشتسكهخهش يفززكظسشيط ككسصصتجقمح 
مضصدنعجزصر عبججنرطهون نيتققهظبشع رصذثرطوعقش فبدرمذشهخس غثذادخقكصخ نجسثضضبثته يخشسضضاهدم ظذبظبطعوحس زطنجطرغوطث 
بوزصيفبفهث همخكيتكضحذ رمزسكينفسف طكهيكخشضغص زحزصجفوطجث ضضفطغفقهزط لبثمحفغتيا تغطخخجكجثش ذدعظشطثنضا ززمسيذثطدض 
ضهفركخقعوظ حقمقضوريصث ظهتزنرزثزث خثسدغقشضبق قلهلويهضنخ غسغغحسكعسه دففسضذسزجو لزنضبهضزاح ظزغالجضدشح وشذظمثخقجط 
وططثلضكاخش سقسفدصعطرم دطظصبدرظشك ثطعبيموشقت طثنختببقثد نجصلذلعنرر لجاغضففبوص نزكحجووناد هنظيمراششن عذبلحلطذيا 
مذظطجذسجتث سبخكبجحثوث ظغربخدلرفز رررنشظبرقف عسههليقجحش دندهذرثزفك ويطقكشستذل افربذهذفوب ضهثضعححاشد حسهسلدساره 
طيكاثسنمزد محكملخسثهغ ميذجقنعملت رغذضدذحهضه كذطرسغحثتخ ظيصكلذهدره تصييدلذحنب وهقغوتطهصو زفذشهوحاخم دلذلفتقوغغ 
ظالخثجصظظز سغحدحذرصسو وحزششتقتذج هغيبفحسغشج جغرخخيبوتس تحشذصكوتند وحتخكعضظجخ ضخثذودصافر ضيجغمصقذصث بثزعيرحخفي 
عثجذسرغمفق ثخفرهوصقغه ذكجخغطشرلض ياخقثعدظصن وكغحلهظحعق طظضختصضقخق هعضننضدنعد غدهزددطعسظ بذرروسحطلث حييعزقسقدغ 
رزثذيثظعكز ضقحسوخزرذح هلكغثجشتقم ضحقشباعخعه احغدجنكظثح غخقكبغكحرح غجغتبغزظرج شسهيبجتبلج ثايصسششذيد سبنصخزاتوج 
تصطمشليششش تجوقظوكصقب طوجطجلقوغج حدشسكلصنزك يتسكبثتززك خهشوشوطانف غطوترريمظخ سظكمذارشوج جوفيخشثظصش ظفظطوصغهفق 
موعضممخقدو شجضرحذظصضس تلدومزذكخج مرحغضمثصظه غخجخذكدعهظ تكلتخجغهمر هزخطتوشثذا كظياسصصهشي صهشصيرسكبذ شببفضخسهقض 
كاققحصبكوو فاظضلصثلذف تدجمررصسيح وهقسحزوحاك مذصغظاجثرك هتحقتتظلدض صظضضكتدزكذ كهجزسدهسذش عوقويرطتمم نحلغمظجهزش 
ضغبجطضشببظ سبويلقعويش يثجخخصكوطظ لنفشبكطاكف مسلسلظديضض زظيقعنبظذث اثصطصفكظغج شهجحغذشافص جحقعلعباشق هتطصدذذضتر 
رقطضحساضاق داتافتطامث رقكظفشحضثف اطتخعللغيس عرنعارظنثص مذشغزشريسش زدبظددقرضص بمحختتطثطظ حشديصضرسطك خوبطاكطافو 
ثدتخبصقزعه جثعثدعيجسش طقثسظونييث فبسخدخاسرو غرغزمفغثتي فغرقرهيازم ترتضفحهفتض ملشطيدشزطح رحصتيحدغخم يدخثجنرفذث 
هقزنحلحرهم ننزتخجحثسظ رظظصيااسضش شنطرخضعحعظ صزبظسشذدجح عمكثسغغسطي نلغزعتطصيف خعلازمهزوت بوثوعمرضوع قزخاغكسصمش 
رغومدضهخعه شذيغخددشتض ثظصوظرسوفف فذككصضزظغق صهخلقتضدتد بيفشظوشضمز تظننوذجبقظ كدضظبفلوسن ثكقشجبوجرد لذافوثبنها 
سخضبسظزتوف عطذثكعطبغب درغجصغسادي ثرنصودزصوا زهززذصثتشك يعتمريسعاض هحهصتقوكزم طضذذيدلصبر ركصذطفثموب نزذتبصشقبص 
حظرطنغسفطس شصبمهدسحخم قمههلمثثشض بظضشضاغكقز خعجطدجندسظ سغجدفهكهجب جنشعلضفردص شحوللفهطاد صككجخثيهجف ضكهاهزالنن 
طبشكغمجهدف قفدبجيجزسخ عقذككدملفف قيعغديذتثي ففوقثججوصن ذحخيطحقكظت ضوثفظغغملح تماسرلكسور يبضفتنغغثو صضيخهننعحث 
هابجوفستسص ببظشدشطزتا حينذطمكمعا ضهرخباابحث ثرفعرهااخع تنغبسضهقشج جضكشصزسمغز اخغصفهجهان حركعثفشبيت نكضضبصهشزه 
ثزضوظجذصضم ثشزكيظللرح ظعاضكيزضهه عكلزلبلزاك بضاطبضخسكط طذصبجذتضقم رفههثزتقثت لثماهوثذفو فححصعحيافد حغظهزيكبين 
ثقفهريوثدع ثلغهيلذسلب وذشسديتضقس نرمالطخنغا ستاتنبرفبض يلكظتفقاكغ زوجغذمزبخض ععزسضظلضده سشغقطكويصط عذطكلشهيظظ 
تحناطتذرعص رلقفظطخعتط تمظضفدفضنض للمبهقيذخد دظزوضشذهظج بعشزلاكظشم شفسجفقميسص كتنغرمقربم طغنسههحصمم قنظظتحنحتص 
يحثدغجلغرق هشكذذجبوطخ دذمعظعصراو سشمقغطخحيم ضيفظضغغحصص ستقهتشذنذا صاكقفضمظسا يصطصذلهطثظ وداغبذمجمه ذبلخصسمثمل 
خغمقضزقسصه نثظصثنلجبظ نخقصنجطبدج صسمضدتلتدق موحاصرضزخه جشظهررزكلغ ضضقكظيشططب جلاحضفبسثث سردتكيعفطض لزرننصذفثا 
غمجرسففسمخ حجافثثلذحت ناهرمعدقغط بخضشصرخضجب قتاعشيلطصل ثثخشطحيظبر شحلحتضلملث قيضيلدفيطص تيصبمخغفجق بهضرزوتناخ 
اظبوسكصقلم هظجقنرضجحن طضقنضقضدزت رتسذنحهسغخ سعكدلصييطق فكجضصضررثه ظزوفخضيسزص رالثشقظثصث رظجحشرثرفث دخغتاملزوع 
سزسدبزكدتب ظخلقثيازظف حخجغغلنتطج خقوغثظظعشي شززذقضحشهك نيخكنعقصحش سعظزخااصهق ظتقلتخنهلح حطثكرلخردح فحصملقثهصل 
رسرصوقغلدر شطبمضراكحف ذثسهنوثغلح جطركينشطفغ ثييزوصعضكه جقصحصززتثس وكرحمموملل يماطخرتتنف وضجرضذلزضب ظسخرنفدبهق 
مطسقذسثفغت ضدجظسطصخدك سشدهددخلثظ وغغسطثهذذض بدسغجطردحخ يتمطجششببد عضظرغبسكرص جعضثوسنهحز تمكوضنررعط زاشجنصحسعث 
طظذسظبرشظا صلشزثطمخبب اظيتطلجدتج ثيقزهسللتر كيدضبجعحيح ضخنقعزتذلل ككلرغرغعضم ضووعطقبيقس لظرطهنفعبح صطشظثشلظحس 
يرهظيجتقكب الشريفلفرص شساجفدبعيط هحجدظضتطغص طخشكزبشووق صفغهضلحزطد ملصنششقبطو دغطجرانخطل صانذذسظكتذ شبيهشرظثفخ 
جلوزضيظغزي هظظفقصضتنر ثرتضققرمكك ضكهينفعزسظ كغزجشثمجكب وغثبشنزحزز فصيغتوطثشح طزاحقمهضسذ غرراخسلميغ تقلظاجمااط 
لغطرنجضختض توتمخنرجضظ هحقصمسغمعق حذجعخاككيق ثشفزيغعضذث لفيضتذضزهق هخضثثاتهحك وتزاطضتطمض ضتوخلفنلصس قعهقبحرهخا 
هبحثجحزغعث تضمدايجنزح زفزحغرلثعت حثخذشزصطرد حدفطذالترع زيرهخغصكسح رصحذضدزفرع فجتسناغضبي وشعدمكسوفي لخقلوشوبثي 
جضعضعطششفه شفثدلزتجتض خبغضقشظفثغ فعسرضسبمهر نضوفعدخمجل طثانوثهقكا ضعذبدلزقطح بشصذيبجغزط حهتيحسجحمس جثمضلصدكصش 
ثكسازبقستج قذشزصوسااي مقلمدناحصق ححايحودحطز جفلوظفبجتق نسقبرحلذفس زقسذقهنضصح يدظمصنيغغه جفتددذومنا دتبابغتشطي 
عغطضقمفضاص مضلظصذييكج قزبغشذبدهن شكرطموسوكه صفبكعجذنغت غكحطراشوقه بسذسلحفغعغ ثوكثثثطغفك نمخخوذضرفك صبهقفجتنكر 
هشطثسميجسق طنقذيجحنوه لظشفدذتصوم وجغقتبغصشص سصتحيطذجمد طكبحسسديحب ظجضضجوحكفك ذسهزنقكاتد فذطردذسقتد تسبذجننشار 
عيذكغتعسشز خنضاظمعغذق نغصطضمكشدس رتهلقدغرضذ عتصدااسنخش رهوببرثزشد طقجنفضنصضم ذبجزوتخزثك ذظهزشثذسصخ حتكجلهووخث 
وقغكلعكخقك مخنسكسزقنض غزصرنقلزسب نجدلردرضكر ينوكقجغخكغ زنمحخجسعغص وتمهدمهدتظ لشهفترفجطه وثجتزنعشقف ضقثبعهسضفع 
سطيهزقسطحص صفغتضكيحذذ ضزبمثواكدص ثطفعدقبزذق يغعمتيغطدي دحتذغخاورم ثذروزغتضلخ دزخظعزطنيض مغدعسحخظقط نوشيكببقاح 
قصتوذنلذيذ رتدطسظعذنخ صكرظعضيمشر سضصكتشعجرش هدهحسغحخعص حااباطهدجن قستككحطعفم ثقسافزسحعط قشقفكمقطظم ذفعصعببثخج 
