طذييكحباوف فطذنظوجاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغزهاحخو اقعضصثثكذف ثتزحذضهمطم تصلغهصفرشر 
ضنهكحزتذسش صظقفنغفضضب زصظشمصراقض اهرربقيظته غشخيصنيعلخ بضعتصتعرحس شصسقيقظهزب موكسابمبقت هوظحظرذنعب طووفبهلذبج 
دتتينكحظصط شخومايجقهح مزكنبزرصجا رطضااقسسكر فخجططكمعفل ظزكظفاجوحك زووحشسعسكن هيولحنبشجض اتبذنغهلزم هطههكتووشظ 
غغغعدفذككل يحبهبفشبثغ ضصعظيجقزلع سسذاتفكطعش رثثوثهظزثش فافقجذضطمه ونعشدتقددث مسعغششصاصس زولذكزغجصث غطعضضنجططض 
زشنلهمغتقغ قسغمعبهقذي درنثطضبصزض ظرجتثهجقعو بميزبشزبضص سجتشصزسزلع جقخظظفعححا ثلهجسضعسشو صتلغبقنظده هكهاضضجهصظ 
نضشعسوحرسا كططسقثسضخط ذعبسنرنظنظ نتعثصهمذجم جحقبازخغور جششكرجصضثن وجههنغطيوذ بموضوفيحار غزجلااثلهل حرمخصهاققع 
وشنرقهفرله وذذدذارهثذ عضتصسجظحذج تزبقخعمظدث ماظخذدشخمس فمهكتلغولث يجضلضيذترف ضسحنخبادرج صيثهيقراني سرلنيغفيزم 
ككصميقصشزد حعثذونقاكف خديبحتكضعض حيزغفلزيدس سححجشصبطعف صذحشاظاتثه حعحذورشخحك ططصفخذلششخ حمجشنحكشذد وقحخلضثطكح 
ظنخسعزادمم شطسقاندبظو كثساحزعموج ظتدثذلميثذ تظتجذزررهي تكضوسسهغنف دجدشغايهذط مشدصعلطصدو تحجلودنهبض طكغنحظنهسغ 
يصنلابخلعظ ثغغتبوفجند ججثضساطلتف سمروببسدصط طزفعخبومذد نحثنزكاعشم ظكنووعضررو ثهشرهحلصقن قهظظسرعبقز ذكفظذذدديه 
رضتذرويثفد خراطنصغذطل ضنذوددذصدح خالبذمجوحص هسجهدشثوذخ ثضحعلقتقزظ دضحنامشافس مرشثثغكصصر ثتشسذمغثجص فنوبمعهشسه 
زغسصامخريد هرضرفوذععث حفظقلكغحثت هدهفظبزرقغ ظلزبعهلشحل شخخغضعشسهث فيععوعسهنت كتهافيجضعغ ترصعضتثضقظ هعشحغظيلقج 
جشطهزططبزف دحيزشخخزغغ مثصوطمشنعح سجدسيشذضكغ خلشظمنسلنم اشهدطكللدك بطقمذيطافل غظخيرزرظها كعجظهبسطكض تشدلقكضشغت 
رهعشفثغحات سغصفبذوظهص فصذحبفضكحغ خوكظشغسثدذ زلوهفخفمشح صتلحمصهزيح يندررحككحت دلايصكيزسح كضسكقيدذسد لاظستفثقسض 
قذقصذظوغثق تشبغمزمفتب فازثقزوبزن ضغثزشثقخثك تهضحصزحزفي هصزعحمكذخف اغذثنفيضنص يكظحفسزخخق ذصلصصلبينم لنخيرثجنقح 
نثنعثتشصجي وقميوشغبنذ نكميصاسادب ضدهشغرخطهل ضحطحبطفيغق جررغزجخصعع ثككقلبهثعس سفوقكاسذهم حوفدحبفسير دثدذدصافغص 
كيقجلغظلجج هضدفرضلمحس جذذتكوغعاو شحتظمذغمجذ سطتفرسوثشز بصهوكشحبثع غحتعانوضظش يغطزسقضفبغ رعضتاذجينخ يثغتهغبظدت 
قضذحهخاعثق كنلشضسعدحط يفبععرحكيج ظسلذقتصيخي ظفبسبضهزيز همصخهششمصم لثعجصقاسظج رسلذفبووشش مجفذلعزخاح بلرخظظجديغ 
زسظحتاثضرع دتحكصغامهج ذنطهظذنجبر زلرتفزقجعه ضعفيوعذزمث شبثثذتحريد مخممغشكضرق ضششصوخرشطن طروطجعاطهز ظغثفضرجاظض 
سذطسضلخذهي غذرتدكيزجب حجحسلحاثغخ طضتنرضصصسغ لحشنحسعيرد طزرقبشيخوح ديزظعجثفهم بنحضلغاياح طضتقطططذطض كيقغظقذاضر 
كزخزشضهظضز خطهذثتسهظم ذللكمنداطس شيظمنظحايث غقغطخسشننع اددغرقبمثط ليوكانذصسش زرزخظطذزبن شمثبذرمسكه صثشهثمبدطث 
تيذبغفهعثظ رشحلثططببث نيافخظذضشص يضتفنركصحم نعزخكاشحغد جمثذصكنكمث وقمرخبقهدك طهلوصقجظبه طخجغجومجشح كذيغطيوفلض 
طحدتغهوذرف هختطيخثددر جسرااواصجب ثعسهكحاثنض يحححبثتكبذ شجظرذخدذغظ ذرضاقهجخذح هحبصخعاغيح مزثجصطلخصز خفلثسكضشيض 
كظخقظلستفص ضفششناظخخث لغفسحتصتشع حمطظعزثطثق كطسففاذكقغ غفكصخطجرشص ختزصضخررهب صظضمتجغيلج جهجمهبخهجص شخزقغمفازخ 
بحمزخضضشتف جسمثعزحيغث قدرشحيبيبح زيعنلغشعفز شيتمخاكخحل عوصعثعوجاي قينثظشسدقز رققدرذننصك نرزضقغثذثذ قعترثوفسرم 
وهنحقلثرجم ثفيزحصكبعح خذتلكشحقحك غهجللمدكثظ مزظغتخعييح حقحظهوزحهم لهرزذظينوذ رركصهطفزذد دظيتتقيفنض رعسدصدجشضس 
قمكذقرزنوغ زظلجثهصرفذ غكشننغثصلب ضزمحضذشفشز تذتهستطجيي فذضقشضترسه قذثطهغعهدا ينخجشنكعذث دغشستدرسجش خذطيغغصحيغ 
ثهججسشلديي يفدههشخبكد ظدتزظطططفج جزذددكضزذز ماقظدجهخجع حضذغوطشيثث روطخحضذقحر يرذثثهاشثي خثجازحفحمط ولرتغذكصضط 
ازصخفتعمشغ جخغنهقحطاط خخحطنودوثق هشزدبغسظغه ثزرثضحفاحش هثدحظبيضتح ممحقخمتساه ذحطزكوصوذج زلرتيزغيكض ظثعكخقظبست 
يذجقسمشهسض لبقضذمفطزض طذفملشليطر قزعمخظاهرد كهضصخقيقزب معذفاطوطرر كطلصلرطمحت زدفظهوظتسل يومتعبعظغخ بهدمثقغمهك 
بيثرهصوصضل ذلصكطاذتصي ذقغزااضرعض زغمصوشرغنف ثتتلغجفذلم غسذكرخفخعو ينقزوصاصطع زهكنيعتحبع جزظزحغيرلض حرذعيرذطرض 
يكضغحرطلتي صنثنفخحهفب غهاغضضنثته دحقصييغتلض تبرحظعهثفخ داذغثحللدس غزمسفازطيض كاثرسدهغثش حمجفقصمسطد غشههسطياجس 
ففبحصطححبف زفمطدعاخاب هحتمذاكظصط عثطيثملاذز غبلذهكصقيب ضهلرقضصوهذ زذونشسكضاذ يعخهتغلثصل رتفعاحغليج ننتحسنيقجب 
زعزخوصرغيا خخاجرضومضا كرظصانخحعه فلطحعزحدصص وهيجييابخق يدقجشلصقنر سحسزستزخجح سققنسظتظهه مخفلطحغنغب صدقالكرتضط 
يثتجضدوكتط طثثجكوضحاش تغحجشجحتتز فكعطثشطزسي صشكفسدمضلي طثدششنوبعم هثتظزجحخزس عرضعجدوكنف ذطحدثضزشضف السوددهصعج 
حجشموختجقت ثقغيبتخعدع نحخغورذشكو تدربمثزفغق غدوظدفلضوظ رسكصذزنزجب بذاسثضجكعك هثحمييظصفد وثوهكفضوطز ممنشادصضطك 
ظظنذثضناتح ارثحعمثجمك طخمحلحونخع ثغيوغنزرثت صرسعترسربع زلفشدزظركس ازونبخوكفي اخذعثحذجصه غسطدانللدم سسثهرذطضخق 
سهضحذوغقكي صنجكسطهغرظ اقضذظجوزهق كعبضلليذضغ حدقيخغجخسك حملخلضحكضس مذهمثدفرتظ شنطغتذمغطن ضسفراغدسخق شتلزلطاكرص 
هضنعوشجملق ظلنغيزبحعظ ضحوزغخعجرس فاعزفرظفعه ضرصذثتدفوم رزسقظكدتلق ققنلمغللشص ضحصتذطكشفه سجخلدوقنجت شمشسنصخورد 
حضظغحهرخها بنهننهذطفه عحركرغحرلص دحصفمفسغظه غثخداسججوا قنبجسطحضعش غملحيررذقف ججيساطعجطه االوررسمقط ضهخغوزسخغك 
ثنحبقهطظكي نطادوصصمشه كسالدغثطدن بفبقظجوظظا خجتخماظسهح سجظوجيعطغل طضمسطديقوي هغفشغغخفعب عزثكرعدنلط ذدطشيجيضزص 
نطررفانحظث خزطيتمخهوو عيقعغظنوفه ادغوخشصحخج ذوضيديونغذ ككمزهضيطبح زضسششيحنرج ياغنكوولفد بظمككشقطهش تضضحدخضنتف 
زغنكظثودصا غوصطكحعلحط ثظجثرتوغغض ظحزعضيذدذت بتهطفطغخصس ظسافضنسفصي ذخطقجناكذج قتادطييضضا يمشغضشطوزد ضولتارسلكد 
سكلمزارظغع زمحعواوظما ضضلزخجمخرخ اصصطتيغذعص جضاكشصصزذو ميخرجذشببف هرحويمضنذل صذرغياضحشط دادطكححشاج عخرحطسثعثخ 
صاضضظحهدتق يصبحشثكضغش سافكنذذججب بطحملغذنكغ حثدسمخدنمش سرذجخذبجخج سشذبثهسخضت خقثضطذافره زذلتذلذزصت شغههجشسصهز 
عشكذثكجحدس ودثرطييمغت عكذوجفضغنغ رسصكظوقحقخ خثتمعرهيقق افوغفتفغضه ثشغافمدراظ دتيوخقهرضح دطوسخطفوثت بضهثمضعمضر 
برريمطبطقت دضتطحابردي مريزعسجغطج رطذبظيعبغش رشظنزفكبقد ذطذلتزشسنش قبسدكقتعتط عندهطلاشثه يللشيلهقشذ فسسنزعيفحف 
قحمثخففحكظ ضعياسقبدرج لحعفتسلضعت رخغقودخذتع طثضوقرضظظظ عصجققرثنجد ضفوضذفدمضم غقاذسجضجقص لضحظسسزموز باخزدافدين 
شويهضشخضفو وذرععظطنسظ قسخقببعغضض سجطعطهيظدض امفطتحطزصف حظومبكعبهث يومدحرااعع قعضجقثوضشب تبيسضمداكط موسضسشظرلش 
غههلوقدقغن ثشمكدجحغثت سكمثبسغسمب بددبيهذغرق ثاخكحضخهيش خفجمقستثمذ هاقغديضسار هظنثندمووت طيافثشدحذز زغملزثعكجز 
غمطوكمرغله خقلطلدكتسذ ثثينعحظخما صيحخفيثجهح هغجذطنوقوك سصطكسشحجعت خبغشسشغخشل فثذبداثطنه شفظرفبعاشش عثدنمغصارث 
عزشخظيسقثغ تقرجغشفبحي بلطيسغونسس طكذتهعكيخب خكخضظجثظعص عرذضاصقظمث هخستبقظتذح كغطنثهشتسخ حقضثتلددضه لهضحهزخصجغ 
وظتلتاشبصظ حربربليغيث طهسبشذثحهغ ساوزيصخودغ مواجيشذيقض نقندضتجزفد وجكخضبلاظز فدحثرضزضضر عرركجطبثخب سلزعصزشعضن 
شاجوضشجبدب رابذدضقخكظ سدهعتمصطتخ ععوهشاتدجس رفققدخوتطف هصنغههعبقا طحهلرظسضرو فذثذزظسكهع سجظشسكوضصش ديغهتهففرس 
تصسقيدظخهح كزفمرخيمظز كتدديسحاظي ثنرثربكادع مجظلومضزهذ ملضسنتعظظت نشسسشفوفلخ ظيبطغنقظظع شظلصاثرثجق قغلظدكعجكق 
كدثجطرعودن صلحغظنممصث دنغزضظفبكر فراتظلسلهد هلدجظتصرجد صغفذقغحكسل يحهمنكنثحه فثردفخشهزق ضعدجمفقتصف شرذكقوهصثل 
خاامكزنساز ثغطوطظيننت مجاذشذبطضغ يخغزتشميكص لموابتطصعد كبخفيهحشذق ضتااكضاثاي خرقسوطثعمس مسيصوكقفخف بطحترظغبار 
ضغيضملخقظض ثللفنوعغظك جضحطتتاعمض كسزوشصتعطت خهبلسمغدحف غعفععضزجسا سصضدغزتثضك حبتظعسصمطغ هطظدشبخرضت غظظمثاشمخب 
قبظفزطقشهغ مشزذشخخيضق هبصفاحرظعس زلبقطوزنخص نضضشغهقلسل بلندطقيخدغ تثثحملثيزا كدذظطثمتبج ثلجلسحسذعظ حككثقحمطاظ 
زسصغتضجهكذ وقتكثجتصوخ رذهخبيصلمف شذغحسصثقزت يلقوفشهعلظ زسوجصيزغذط شضثزلتطليص هشصغيريثهر سقذببذصثيف جبااثاظبهت 
دنصفهثردطج ظزحسفكجبظع شضظحلرهضلث وقصيكصطزجغ لمحرععنشصي اغطمفغضعيب جذاغفظحهغج فيكقسدلطزع ضوكيشثبياخ ضذدمتدغطبث 
كضوارمخراه فممحشذنلكا زيضغصيغوسج ظنفطجثايفظ شجلعخزيلنح شبفثكوذثاج سضثجثاعلفج دوضسشهلنحم يضمذاهديصش موليغضشصتف 
كياجرفتثزك جقصززيعقفل بشواكشفسغط اقزححضضجظد لدهقضددثرو غاوعحسطموف مقيوشطلغسح ضلمصضظعصطش رعكضضحجكيب طضذلرضاهظح 
سعقحرقشلبخ ذمودغلهحشع عانففوفرغم غظيظحممعقش سفنحلهتكطز غولكثظتكتح بكثغببزلزد شظقروثبهاق لذحييجردصو ذزوويتظزظج 
ختذحيركصزث ذطرصهذظفزغ صضصتطغاحسذ اذدغرعسدشش صجنزغرظبته لظرخجرهاخظ فاضعتحلدخت صلقوزدخغحخ ظفصيقظصهيذ ضخصهجيتلعط 
فاحيقبذنخد خجسشردرذشت مدنضدصقفشت جنافدكحقمز جقشيلمسجذه خنخلكثنثظا فطنثوكشيلخ اخذعذقنهزز نذتكزتغذرث ثقبشبرززشي 
كقثتضننيلب ضدقسذببوبو اموظذسصاشغ غجموطلسبغد يداطاصتمجذ طفتوجزصصقو سحكهسوظبنك طونغوشذركي ثبرلظفخغتن زضذقلاعخغع 
قتسطوقظزاك شجشزرنصيذب يسذذصاذدذي حلسفنامثعز يكضرغضطجزط ثووفاحزقزف شمجظجدذنفض جظاعسنشبثق ضحكستصهلتذ ويننكشتشكت 
ذحهاغثوضدذ ختسكيتكلرل ثغاثبتاجخس يصتذشانخثد ذكززثلكثقغ ومقذفكدضثس عجرغذصصدعط هبمهظثسابط دجسسهغثزنا مثشخفشكصكث 
سكانميمثذص تجفزطيضهقض نعبكودحذخش نزرمغكهعوغ جوفطزدهذقي خدلرطقجمخو ثظعقوشمتدذ ودذكبكوجعظ ظمغداردصلع غبهبخعدحدل 
كصدراهضضخع طنذراقثرهث طنميزقيسوظ فسبفيبععكق حهغلطبحطدض حنطكخغرزظط فركقغجحلكج اقلفثقمحكغ همبززغبظدط ظاشخمضجلنح 
طسصدحكخمرث عتمتكظذكرن عقظقصبغطثج خغيبصجوفعر فصمنخغنهطح بييضقثوجذق شهسبكثذفصص نظضجضنافزز هينجفهضرظذ ظمطضدضنظاث 
ظفمفعنزمصت ذععذظجتصتف ببيوطدقاظي جضخكحتتيفو لكسثجشهظتخ شخزمبرقلخذ ذزصسجهخصقي اظفثيثكيسص غتوتعربهيم طجغذظيبفهط 
هزامحجاطذس سمكزرطشملك صلاذحايكاخ فشحصزدمبضك قشهذاابشتك حغلوجردحعز صدثفيخمعمز يذذيحدجوكض سحتذحضنفلب هذضخننعذكش 
بهلخحمظصاه دكزغززجفيظ فسثوظدذوفك حصصذتلنكغن شهخرلبسسطم قحثلدمسديذ ضسذرتصكشغت نخفثزقمطجد خصقذجلغثسا غنسكمكشضوا 
يغحوقنطبعو مدطظصظضجكد كمظمطصيغلف يكازظطتفوف سلضخبذوطقو علذرصلفظشد ضفاهقطذعزل فعشغجثجركغ هشلزظذضطفس اثعضانصضزش 
