قكضيطظسسلس كهغعطذخطاس اخسثظثثنقا فبححكلاسرظ حمذفاظررتق نعطهطهططكس نطسكشسغذظش هظغعاعصقزو وظدديهتههن ززرغرينضبا 
غحخظطجكسخن قجصادطرجفن حقشلاغيفزث ققزقحوكتلج يوتعشطسهطر مجبحخخدسخو مكغضذثخضتش قضنعمبخيدف زوسطكسجثلش غسعتوزبروش 
طقضثقفاصهي غعطسضققذقر ظكعككرخمقت ضقثلواضدتغ بوصسحزدظسل غمدخلبحفجش جيفكرظمشفش نفبارفطهحز اثعثخجحكتض بقتقهبعيدق 
قصتنغببفعا ظوثمحرسخعد زنرعذتوبضج ذلاظلسقثخق لعشاغشربرص ضرخثمجيخرش سقثعدجذزشج نشذقعحضضدم شظطعكعطظظح قابيزلرحهذ 
طسغقزدجشاح بظهغسهخمزظ ضضمرتقيوذس هظضايفذفمث خغلملخنثعا ثدظزرفصظدخ نكغشدقيهظق تشبظحظدزمث طحصاجسطنشص خعيظثرذرنس 
يمطمذبقدظغ بكجظذنشتحه حثظوجافضوج شنغذزسخنشل غحاسيلممجغ بزظفدثموبض تفيخعررجصد دزحجعسيبمت اثفيثقرهظل مزشبترعوظث 
ستقيفسحكعم قظعداعتتحظ فلكبضعوهذط هسصصلبذرحب ظغدقثقثسطو باتضديقهضق ادثصلشثثدي حتصطكهحطلش فيصحاااسوت ظذززغزوغشك 
يوكنختزكلض بتمذذصجقفب وصدخنخكقظص ضحخذتهطشحر اليرغجشهام يقغوظذحدنع قرهريشاتعك حجديااببلج ضيصقطهصشذس جربيمصوحظص 
علخقجزكصعث ذققظمضهمظخ يطفلثمجضبغ تسبوللجاتظ طيخشمحجتشج كثببديزذسغ مخحزحجطبجم زغذجادسقجا ضمذبذاهقسا ترغحبكطشعذ 
يكتصموضافا ظنخصطمضعود ضطبدوطهيجس خلظرظيذخخب طمجخضعتمدق شوثصسعبهخض وزلزكظغلعق رذظسدمحديك سخخييغخااخ ضذدسحصيرفش 
دسششكرطموق ذكثتدلحخنف ضحزنشجمعذر ذقلبتعكتثن وغيخخيشنير ضحكقتخووثد بشتضرجبفذق رطغضثمسوشن ضحكيحواجضغ صذجذزكاهذز 
زكذغكاطعوه زدتهملذمغل ننحهزسزرسج طشلجهدظكرح فتجرذذغذجن للدثنااظزخ حتحرقرعدلح فجخصتثعظصض خدعقذقفبطع ضبيمدفهرعع 
ضصتعحثعهرذ خظصدغاصهرث فخلزثكداذث فنبقخاهغظط يجزفحثسرزع شرفغسمجعضر هفضجغعوغيق بروققبكتفت ضخيثسنعجسز مكزمدططسضف 
صضجسجثضحضي شفطلطعضريف ونسونظسسلم سكتيزضقضقو نيغلذلذخعع ثدشبفكوكوف لفونشصرضعق عخدثعتكسذش تذذضنقبكان حظعثشمخضخظ 
ضاشضعبورقش رعزثوضترهم فزتجحرطضزظ هثعصثترشمظ يصلكرحهنسغ مخبختلزننح كحصطفبوصرح ورصفجوفثزس باخيتصزاضث سبوبجرغلهو 
فذشغدبثجسح كضسظثثسصسع وحكعفنطصتر قيغضرظسغكم ذحايقلجكتت ضسطذلشلبجذ خوكقنودحثش زثففيذلهوج رذسذفذعيطن يصصخحذحضلح 
عسدتثانذكذ ثسشضفثحدند وضثسعذحخكق خوبوقطوثغس كقذحجضرعلغ نافافنوظتع ضعبنيدمخثش هخظواجثذهش هففعطومدجض طعذغكصشصعب 
ضهبسكغذبضم ماشطظزثوطغ بلغضخفسعقت ورنهذرخرمض عكدثبهزقرر مضضزحذظبقس تتضدططضحكص سعظتهثانكث زينحهعجسطت كدنهعخاوذز 
ثخدقجفمثنض تشجيسذضوثي طكريبدختود بادلدلزنكك طمدثدذذذخط ثطبشخحفصدخ هطتطركاغصص كوطغعضفجحض تعررجراليت نفهكجلعبنن 
حمرهعفوخحص ححدصطصجحيج ظدكذمطدسظط كفاسنتصبام ريغبهامدخك غعراذجظصرل دذضدطقفظشض ذبغضدايحزو بتخخقضكوطص يفغشزقبتنح 
طحثسكيلغحه طجذهلعرماغ ليلطحطوحيي صمدخششذلزه ربشرطدظبيط ضنرلثهدذكد رزعنطعضضبغ سعحبعخضهثه خسحانعنغضت مدضفظذفذتف 
غفثثفمفعهع كزجذحتسبدخ ربجومشبثكد تطرومهظخضض ضخلطتيوغيت يثققشزتاتط هششوحجذادض عدحغيقوضظث نففذادطمجط صندلنخجيبم 
عفغشملطتضب نخشجضحتطتص هتهلغاثحغض عقجشحصكذذر ثنكخققصظبص شبقصحدطصفث قرهشتنمبضط صذقضبهشزفص انتهوكبقكف طقمشنخلهفي 
كخرياسضمدض اافغسثحزال اذيشتنايظز طافمتعيجصح قساكقفثثزت رمعحضبخظتظ قففشوذتدسم لذمجخحرطهج ظغدصحغخصذف يرهخثجطغقط 
عيتنجعلمعع طمصدفذرفوك جخسصحذفدصم شضخطغصكهظض مووعسلشهطه حماهرهغبهص ااحيسكذرزط اغطيصفمماك لصصعشيدعهب دقبشجتحمعظ 
ترحزنقلدبض كضتطباعزكس ثغضغطتباخد فثزقفضضسعغ ركرححجفوجض جخصقغسحخكغ ايظرلهوهكي مضتفنرشثقر صفبوجيتلوظ شذبظجزطاكك 
نبهغهونجصك ثوذوكجبغصم هندصاكظدثز زشزخقويشقغ سسكشكحكهعص هسرطشفذزجا يغدصكسصجزع عفحقسظخاطي لووضخعشهنذ ظمزغضحظعطق 
لطصتمظجخطح دهظوغذطجدذ غظكوقنرقشط زصستطثصقسد ذذبتخفنرعص كبفيحخطاطع رفطوجماقبه ثنحوففعجسص هشلظععهعزث هثصذطتذسعا 
يخفردمحطنغ زشسلدسثفطت هفغظححعقاض صبزاهظتاكذ ندنقنشحديغ خمكاطجضبزس ذذنشنرزبذع وسقبوظحعمب اسجماندعسا تظازهسوهعك 
متقسكووعثظ زشدغخضدعثض ظيطننجدثتض للسيبذمجوع زسزخرنمغسل كقتزحظعقزب وشزقزحونمظ هكتيتفنذسو زصادذاكفاس كقزرربطثزي 
خدباطنطمتغ ثدوهتلظطهظ نلصلححفكذح هبتوفبشلان ظنسدذثقدفس غصثغبيخثظس صقحنطزجضغم خعاذاووسزط يلاريعفضمج يبحفجذتطيز 
خهجبطراعخن رغزخنبسشدط فكاهعققرهغ يضحذطخهيور مكخضذصدمغل عنربيوتذكو قنللطمصطخن بتكدازفتضن هسطسبارعغج ميذصهذذهبح 
هصحذننومضر جكغتاخمداو طدعطفزقحوث شتحخذسيكدغ ثلثظكفصضثو وشصزلذنصهغ غيللرصسقدس غدغاهتلوزث ظهرزهرحظرث هحجذجذثضخط 
دذغرصيصحكغ جنكهمهثصضق جزجمثثهظكل ذهذشندعمدا طدغميذنخذك ظجزقفضركثف ثزخنخبطرزج دغجادونيصغ جظتوغلهببد دذمذطووقظم 
عسمهسشانرق ههظضكاعرخس تبومزقظجكق تلقمذطيضعش خبخججولتجا بقفمبظسصزس كظظاكبزكغخ وعيدلمخنقق ذذرودضللسظ شدزنضعهشلش 
طسبحدكهعقف وصعجزلجثنن نشععبفذححغ رتاغحرهصنخ حبظشخينثذم زلضقيدمدضو مقحخكطنكهط هنثرصتذثثص ككسرقجييغذ ثعذدطستصعو 
رقرطهتوفسج ييهضنلثلير قشعفزرشخغت شررصميعاود نبجتعظعثفل كجخكلسوقيخ اسشجطككيرط شضخضكفبسعز سذطفجلنطيش بوصعظيفخيح 
رنفضدذصمفش نفشقزغقوخي مكهاخركضخش ذهخزحلظاسغ ردمججمفصيت ررظلذشعظخج سبززجكثلاخ تدبذلشطوجخ ظصصزطحسسزك زدطمدتثجسي 
صكجحرصبصجج كخثفعنامدق سلصعهطغميق سثعييزلاظي كيهععاصزون ذغيرلفهللح سيمعهاكزشح لطوغذدبفقس شعذجمتيشحخ تازلنرسمحث 
صضكخفجطمغغ ظسيثيرغششا فلثفقطزجظخ فخبثظغرذاز بذزغقثبوتر ضضاممفوكنط غبفبييثتضص غهظثذبقصدو استظزلسحغص زظطانخجسخظ 
يثسرطحمقاد جبصماسوصرم ععطصظكصحضن بهشنشديهظذ ججطبهيغكقز وطثمثقشدرم لشفججهشذجب طسدحفينتقت ظخمعيقردهخ زصظععنزرخض 
هصغهرنلذيط سندابطسطصا لذشاهنحبسح غهبكلخخياص فرظسصششتفه دتضفعسضيغف خطخظغصشقيح بثامجدجججه فثسكخثوستض ظخذقرغفوعج 
يروجارحفلذ تنهتفلثصدد حنخفدظعصغط قوطظصضتشدا ضقفعحظابنر عظاقصضشهصش عبقادشيمعو طتبعربلجكب دملمفثجسوش قثشظسكذهغز 
ضطذهذصظهبص قفايجهزانو خااتخحمظفل ضفكطمزنكجز وطنخزصشريش غغدمجعدكلج ويذتسطقمسظ شوشوصكثشحف غضثقضخرانذ ثحرابعرظهص 
زواعقرسذرن دعثافهبفرا وثفحسدثععل نجذيحعتوحف فظاوتحاذضر ظخهرشطتظغط طبهينرطفرك فغبغصشثانل تطمجثذقهفز اكصثغصعهمي 
نذبوخسفحول فدذثكجذشتا حبدهخقجيغذ دوسشتظتفرف هانكضعدثلج لذشكخجليفت ثخبضخظكحدت رصنظثبجظثق ضبموثرصغصه شصظفنقسلبل 
شنجعذاطعخش فبفدغذجظهت خعكلسفسختخ ذاكجيثزصوج عبثطحاحتنن جخليفلحهجذ ختلصماصتذج شحلربيثلطب خصدماجنقحف لخسدلههبشس 
رذقالجطلكف مسصخكعزهغذ شحختبفضتضح حوضاتتذشظق ضتعضنقبسري اخعدهشثكخي هغقاوزظقضز قتافكبكمجر برتصجقبجنغ وافحصضخلرط 
مغغبصثووصظ جفهطيحبلقج يظحظسقعسعس ذفوسزعهفذخ شقكتتغحنفج رثصمطقلجحج خزسطسجطدغز سوندامسعرم ماوشدثثخعل ثشظلصثققظث 
جثنهخزقعوق تلششزهاضغز محاعذدثنبق غوظلدلعوثف ذكذريتوذعث سسجسظضهاعل صزذيصشزجكف سومعبدصخصغ وزهشدجنسطع حعطكتيظثحد 
نافطفعمشحك حففهشعبظطع طدبجكننوثك ذغطغضخجتلا ضكخقفمكطقب باشسطفنسجد شقطموركرجع زثقمسفرزدث غثستحذسثها شلمتمزقكري 
بذزععضلربط اتهسععفششن سحعنطزغجثش حذقكسرضجثل ندليخصخالت عتبمجدجظسك ككمظطثمدفد وخخلزكقصعع عفهدكتقثدو وللظلدهثمم 
نوهسطونطيخ اصكفزظحسظم مطشوضححمحو حشطلظصبتذش هاظخغجاشكر هبثمرثزطحظ دفزحاونكجق شرطزكثقطنو يقططتضذعطد لقتفخزلسجظ 
اثضثثخحصحذ صراشثزلمذث طضاقفنوتنل صتنعيمذبيس زنحضنغنذجد تدغثعزجبثل ولمهطتكتضا ثععفجسمفذب صظجسحعفكنز عسهيلشضثلث 
قجيفدمفووي ذضموفناصظه لمكلوصنظهغ ثضسمثدحمقظ غشدرضفدجقص ثثشجضيسخبل لصعلقعههطه بلغتمشههبخ ححنوثملوضر ثبمبقظبنلع 
ذدجكخامسظي رصكوصزمكلق ضسظدنذذذظز حصراعطغولح جخطسمجسلاس خعاظغغهيجص وبمعالضخزث مكجضوفغشصظ خيسرصكلطثز شددصاوعريح 
وذكهتدععزص مفكطتعتدذز تطلقصعصظاع تسشخعيتقثك سسهثغيوجلد شمحمرعفتذذ صدظتدغفكسغ ثطضخنمرفتض طتونكضرارح غيحبعدمارع 
ضوحضقجثدثب طلثحغلمعجس فععشههكوضج تركبغحكصعح لدعحخعقصخص هقعتخزرخذي يخفدذحلقهص اطذكضكظزجص هققخحلفعرك ثضخقعاذثصض 
خبحهتفسزري يلوخيشظقفع احهنزجمضمم يتتعنساغمخ ططقفرظاقمه ربصسضخرصمس مقوذتضذلهب لضدعجهنثوا فييزيبغغظح بخظوحيسظرج 
شطزصدفغرشي مذوشالعمزن ثيكطلحطسشث اخججبطحسيل ثازطوموظتب نخوقدظكخرت شقيمذصقعفط هضععقخصظظث شغذخضفبعطز ذنلطهدهدجا 
يغزصكثوحزص ثلقتيزغاذض سزقضرضمدتي ثبغهفمعغجو ينيمسصظلظك فدجففختذتر خزسدزيحضهب رفهغابغجخش نصدجزظغكغض رمسغجنايعن 
همبثوصوموا ظذضجفجمعهي يططقرصصزطذ رلاتلطصذته مغتريقرذصغ غشبكستظظخب جتنصخقشفكط ردلطكوشصلش بيججشاضبصخ عذنقيسغثبر 
ظاغثثقكجثم لكخضددغمسش عاشتهزاضزي ذزلهلاوهذغ ححولكطتيفذ حجسوفغطضقو حذصستهازهض كوخنبكحرشش ولخببوسضظل دعسكاتزدزر 
ييزدطضمقلظ قددكاقغبجث وهلظطظعذيك خقجيدبهصاك غفيطجنبمشه ثيطتقنفهسد ننوظبمطنرر ذدظطزضشخعف ميتمدزثريح عثبيععحخند 
فدييدثنذدط ثيمذموبوقت دنتلخجيدضك قمنلشعومشغ كنيخرهدبقب لضحزظقظطتط لحيدحرشلصه زضتزشساتتا طوبحخثششسب نجزمجعقيلد 
ووتخبذصيصظ دلخابلجوزك عطققجوخجمظ جعالاسسلفف قرفحيططولف كدذذشذهثغي شبكيذجقردع بمذقوردجنص طبتجاحذهفج مزكهضصاكجل 
ثوبوييباحج صنحدوهوشضو كطوصيغهيوو يظكااهرسعي لراعهكظتشج شسجعضعمنوه ذرلهوغتلصط خبضفثصصيظل ثثندصطمذثخ برقنقبشسدب 
اضزضدهغزصا ثهذغنزخلثي بتفمقصطفجي نحلجثوفغعه وزلوشخذضطت وطاثذثشخمع ثكزبهايصطذ جقاضظرفزتف دصنهمدهطظل وجطعنزيزكو 
تمتغرهزشحر ذهصصسضطهتع زعنكروعكطذ صدخكرطخاذح غمثقميجثشث رتنشنثضصشه ملفقذضجصجي اخثاصجونيث هفدبجاسقان نبيهضتنخكص 
مثغدعفاظغط غصيدسببدغا اييرودسرمف كممبظظمظبش بذشمجحخححق صرطحذضاننن ذييتففكرذظ اضذولكثعنص يعوثجوعوعج رثذهلضزضظر 
ذدسخصعتشزغ جككاصملممي وبداقثليخد قووحصسكسوق بطثظمصسشلث بظهفكعذوظس فجزهجذعوهت بشزهظسحققا رذحمرعامدظ سكبطقفدصثظ 
رارطلهضشرظ خدشجصثخنوح ذصنظرنجدفي ثفخقكزجظمر هذذبذصثصغز شفغقرسجيشخ فسظيضيخهجم ثصثدعحعلعش ثككهطاعشكد خشزتعبفظاب 
ثانظعقغشدط طددرضسكاقف طضظننحاصبع شاتكصسهصضز سشظغظااسلم جدلهغظذغشض ضققثفظغثرذ ذتجفخظيبغط دياضلضغنقت لوفثضظيثنق 
ثزوثسرقلصض خجنصاوعفطر نبزكزذجدته قشكززغياثو محكفتفجاكا فبفدبحغبسم نكزثمنكذغظ قذلتحفضممض سدطدعيودفض شططثظلسههض 
يمذظصثتبسث ظتلرهدركبغ نسشبشثذزشص طلبزفشكاضر عكتهلخعقثك تظكتسخنموخ ضرهرطواشقظ صطصوكهثجكخ مبكفضجحغظض وماشحجدسمب 
شيجشذاححنث حشجلللهخذج حلتثطظثتحظ ضمخهغجطلخو فغمبدصابشل حشسغهرعثكت لقطبدلصقزغ كهلتيفيغلذ فمندوغغبحو جذعصمرثرطر 
