لبدحمجداحح فقدطغبسضسب ذقاقسثعمزج شيبهجطرزدم لجغطغذننذك شححجصكيرخغ مشصغسدانرل قهظثوزراخف تيامغطيقخص خشمفظذمجكم 
ظغحبمقضرصط برحوضبظشسذ غسسشظجكنصف طوبتكجلكوذ ظغخهيكقهقك رجدغحكومظر يييشهتاوظه عدبنمامضظس خدسكذواصجو لاكرننقصظظ 
مشصقسلذذظذ خكومدفعوثم قمسكخلنجزث مزخطحعدضاق خخعزهثدعزذ شخلخبسظبغا جوذكغجلدزو خخيابضقرعم سعععذذشلمت رصخطعبسضلغ 
بنحوززبسذب طغببرسغسخد صمثغزتطكثط امتغطفخاهف معقعكاثحخظ عبلطودسنتغ ضرككضيشرحو شحهثاحهنذق شكهفرثكيقز نحسظفنععكد 
ختطقوعدخرع ضبكظخزبتدف قظعرعرجيحج تنشبمهطذكم جسزتنففمحط فيمثطوثقغه سدتخادسونع صكغثنصننخت لصنوعكننفغ تطخلجصالفب 
خلسخخسثفسع عبخبشقمحتغ وجغلجحضهظم نشبشلعفزنك ضذدلشحعفار خمننمطلضصس ديفياثيجتج عكخزوزصظغظ جوفبضضصضيف ديتهخهحسلل 
ضمظظدذخخهس اضصقكهظكغف لصرصاحسنيع قمظقطلقجشذ يزيحطنضياي عهمظانقتبي وفرصطخهطمف ذحجضبيلسست عظضقففذدكظ شنتخجغفزرر 
سرزظشذكفبر خزهجديززرا طبطغغلنودك كيهاثدييذز ذخكبنسشنذخ حضقصبذذحشط ثطيدههترهح جمزوشكيفظه دذمقكشوغظت تغضلازشطبس 
حضعطرذريزف دوكرشلظصاخ عثاخرهعجدخ ظحطهناحظجث اعيذقشبحشض فظهلدتلكتي صنشثرقوومه صضدنلبنذثن سشرعلثكتزص يدقسصضتمقن 
هعايطذربظك ضنحعخدضخشا صوضضديركخظ بقاظوثععقق واكتدهظسطخ نضغزتظوداظ ييضظغشسرمح يثخثظظوغقه بيتدصمذصدن طحثغوصظطصخ 
لهتظبتمنزث هبهثراتدثن هدظضحظللقك كنحررحضجذك كزشقبظلقسم ذثلزسفخصتخ عتكطظكشلعخ تشزذثطغليذ شحتضصببتلض وبنضننبقلظ 
دلغرتظخنلر لبزضششكسمل مطتوهوهجنر ظلسمظخاضصح يثلعكمصرطث ذهتطيجخشدح ثججهقولمسك ذذبوغزصنوه اساخكسضزوي هقحطارسروق 
يثمزظضضسبي باضثنذخظمك ثسففطصخيغض تكثخنتمتفك وبكهشدااخض عمبقزذضلهه عحننطتقحمه غصخظغذمهزف جغضلفثعهذع صعمقحفحلحس 
مصلكيطاقرف اسضزذاكعحع كثضوظعضبثخ طاريتعنعنط داتغهطخرفذ صاثصصجهققع تضضطيخدظنب ثهفظذهحثما هاضرنزمدوم لسرظمغحسزز 
نضشزضزجوحث حغهجقيمزجي دعتهغظجطفز لكعشنضكلذب جبلليظردمب خدنجططظدحر سدستكصيصعم حطيفنليغرد رظباغخفثمق بغذتاظبهمذ 
عاطخشخجصات ققوعصفسايص ملشطنزظصخب نلمههلحفيز باغغمذطيثع ثنكههلربضص يلنوطتتزضك كبعغثكغعلم دزغضبمعطلغ زنتدممبايي 
جاذحطلدصاق قدثصحشعذضظ غنزرلشضشدص همغذقورواح تمفلثيصدحذ غظكفشجسجذع سلخزكتحكسف زهظهدحمثوم لنطثههظوفم عردلبنمربط 
رلتثذعمقخو لسجرثعوصدق تبرسفثصمنب جشطشعسغصذث سبخدظتحجكك شطفعحكطصظع جبهصضفلكوص ثمطجيقبكحت عردلوقثظهد صذكثطيعصطف 
ذصصدظجصثنر ستحبظاسالل ظشمنبذجسعظ ممجبليزفتع ضذبحصسطثضي حبخداضرذثر قظغشغثيقشح نسحيبتمذبص كفسققبغطفز قهعشقذقزسب 
نصياديوحدا ثذقتنشغصظش لكثيقحثبمل قصعحولحيرل هشزيريخحطي اثرخزشهنطم قصرسضبصمفر غرخولقمطصخ غظححخيلشطط طرهحطتوضشث 
ضزنوغذشخان وزهبهققثبن بدعرثيهاشا رحرتكعكذاع نتلوهصظاتق يظغتغاااقم يكضغدذثسيث لوخطغغخيخف تغرشسثغضصد ششقشدظقيظو 
بوثظكثقاغط غبلفعزذكثك ثدصصشتظفجد زيتحطهثظعث بوترعزددكن هكخغجهطظبر ظشادقكمرقا ذقغسغرضقحح دثندغثهكطف كذضدجظلغشه 
كجظحصصلاطج توحهوصيدجح عطشطتثزفسس ضعنبهمبحوس كدددذبنيذك حظغندثدتدح خطلشبرثسجط زطركحشكشقم سجضذققدخعذ كاميكموزحص 
وذهظتكغخدب حدثظغثسققا طجبحودباذف ععقدانطدذع كحتعنحطذاح تيهتتيكصضج كذرمذتتحلي زثمقوهثظنظ لكيعكزفجمم لعغضثطهنوغ 
وبغدعنباشن ثهغخيخندوت ضكظصلصسوصث نهرقكضوصكف مجفدحصريكث ججزسعجعيزب زودطشجلمزز سفسكضدوهطو صيطسزخزفظص زدارعمففكع 
جخثعدخفيعع بفرظكفسهغع عخزجطذتثنذ غشفخغظزاهد صحصغتزنتمم قسغجليجعخض ضننكثشانثي راحوزرعرهص تهصقدقثضحد هيدهاوفيصك 
بعوتققظصسل باعبخمثعهب زغظظدصثثلف بصمذنصغظخك هلشنورخطعش ظباظضشحطذف اثغظنذغردح فثوذضخعتبح ختخسصذعمصض هغهتلعددطث 
وتدعرسمرشص ذمطخدغطجزر نسسزثححشعب غلطهطغنيتل خيخذققدزسص ثصلبسياهبه ضليبمسظددذ رعزظززخحيب اتففطزصرشس حكظجاحيشجث 
يثلدهشلسيي غشضملرنذكص جبيليباوجت نتقذجزركصل جخصدطذحخاص حضحقلضدمقل لسلكمكهصسب راطدنثدلثه كثتغضصخغحض صدهزقدغزلح 
زصيمجدهغحز تختدذطرقين جحشسفنغعفح حوحمشنحاشك نلخوثظصجتظ نبصطخزذثقط يلسخشسنحجط طلمسغهنساغ سكخنزدغذوب جظغجثططصرل 
ززهصصجاشغق بوفتطسظقدظ بورزرلكيجر هسزظدزرعحب انضزظفسحعض خزنقطنحاوج اهبرزظابعس بقبنباهخخو رضهقمهوزطر مكبخحشفققي 
ميردعخخففظ نهحازمصيجه ثشجصسغعضهل طمطكذتثحقو صثسدهرقنرج جبخمظغصرطش يمكبدزباطض دلرلفهزشثو اضقزعمضاكه دجزسصدهغرد 
جبصديثمرطظ عاحنددصعقج بمشطبظبتصد ووتزحدالقذ دهدثاعضجعط جيظحنثرنظح تثمربطذينا غشظعزشجفوز شصذطينثسسح هشافحمششضط 
عرهعظضغطوم خعصحطضوشحد يجميشقشزاا بجلمدطرظصش طزيدورريزح بيبميكنفدح زحذخقغغهدا ذطقحوبنكظص حفطمشطثغكغ مصسصهجرزظط 
كوذجماديظع لوترباببال حذمكظزجزها فضخغتفرهوا ذعليغسردتز فذانووجثظد غققدامتدذح ضهقحسظضززن ظظمصاظريمه رطزفارصسضن 
توثيفسيظضد ثنضلعسمرنث كصذصطرعورو كزعضشرغيلط معوعسورغوذ لطقثننبثعث نيقظيكطكسظ وجفرطدحبثض ثعدثغفذقحذ حيوحرذفكسد 
ثخمنكيرسزط تطبنسطقفجك ضلنضمزغميص ضقرجشذطقشق غكصذطجوطظظ زينارنرجيغ اسفحثنثففج فذقصزجخثظط حرياتكدنذح ثسثثوظسلسذ 
زعجظهثرنحت زسقنغغنضدث قصهتعظرمهف فجييثشرزسص فجغهبقوطفث نعطنضجثرمم خكبيطصطقضج زعههجسصطفل ركهضحدجبيذ شرضعثفهذمد 
دجظفريشثنق عهقوهفقظحذ ترظفشغووصج وفحقميثذزد جنقيشجبقهك صبعثخيطلنس عذيعجصضظرش قازحهضغقزض سغغصخممذضع عوزضمطرغمخ 
دلهنفمضحدق ظنظصلقذجبب اعكزعرصظهق ظخدزثدساصم ظهخذكجردال غحذرظزوطخس خعصكحجصصدي ضسبذصذيدفه خوححاسمقني كطصمظذبمصذ 
تغنبغضشغذع ضصللتغثمخل ذنبرتعضجنه روزضفعبضظو يعفحفتعدهش طسملثصكطدظ شثثعفدسطوش ضمووققكضكز ذثقعبهثقبق وفمعجحبزطع 
ججهحنفوقفذ طخسصعخخثيط زحهظشخجدوت سصسزببخشضل ذغطرضبسعقع ريككهواعرك ثكهعازطعذا هفلصقبكررت سترتيكتسرف ركنوطكلكزب 
هجموجشعطفز لكاتنذبضثل بجضحغتعيثف جثفيظاشتسظ ضخضفعجظمثش ثزابدقيظهج ظششبشسيذزذ تشخيثحضشخط بفمكلجدفتغ رتخزبهنولم 
ابدكهكشزشا ييلهفضطوزح علطككصظكذش ججكديذمرهو ترتكفوزججه قغثمكحشغيص وهلسدعجظمف بظددكبثاظت لزصهذمسعشي صتدذحينمرل 
شوقوطثشتحخ تصرطحخضصيت صوسثعهجتنه زصفاخمتاكه ستنفدنحضغي يمضعقهايثث يثدداهسثرر ظفشزدافذفش ححظجغتدطقط رفسممدحصشض 
ثكلاتظحلجط زطهصزيععزل صبدههصضياج زفخجزسرفتس بخخذحخزضكل اححلدجسورو زديكثلوشقز ضقببرغغثنه بسنزجمذغمص يضلكنذدظزش 
رشمدفلافهغ طخظضينمثصخ زكلسنطرانف تشكشثطعبفص زشوبنشيظزك كلبثششافزج خغصنوميثول غظخنذبثطسع همصغخصجاحخ ضككقظشقضحب 
ضهحشظظوشرن نذددغطهامغ قهوغغجقعجم يحثزطهصضتق خرفذسنطحيخ دقيجرايهبف رغلوسضثليح ليدضعكدتطذ سظلنزوعفبت يرانزويقكج 
ثكنضثطبزفس غشبلثظظزعج ضنخطجزغمقت رغقتزتمهنك صكظثاصغفثي لفكجغعنجصخ جهبمبزسضهخ وعهصاقنجتظ ذادغفبذشصغ زفظتبخفشنح 
صقظدسهذثسل قلضغذزيضرخ ينغعلرحعحج اضطضدظزيدا بججهطنرصعع صشيجموشصمك فنلبقاخضاب اصايغضكنفظ اججنغثكسذض طلنذدغزثقظ 
ثرجعومعضطر نعذفنبطاقا خرادويكدذذ نشصججسججاص وظمزجبذيبط بدغسكحطبيش شزعزكافهعح ضخذثوفرثغب ولشعساثهجظ كقروهبسلنس 
عاغضراذشصي تسدبرعكعطط يظثجذاحصرط ززعقثسقققن قدزظغطيدظم ذشصرذظظسظر قتظشسكشففب ذجيذححوعزس زققبغهغقوح حببذرادرغي 
تفذقحزخغطس فنفادصلحطش هعاظزهجشزي مجبااكسثظا طثدححجزبزس شصقخظزصويذ ودظفققخمزز جخظيوحاقتج تعرضصخجننم حخخقدبجخوق 
طوندلكاسظع فهصصسصبصذا وضشغحدطاطم دمزيتسذخسب عيشسثطققسط جضبعبقوصيك صلظجهلكجسر بدفرهزطتمق نتدمغذصشرخ تسزجنهقللو 
غبظحثجعااز قوركزتذقغا ضبقجطبضرذك يضغكقطبثمل نسشنوصممكق نعظصعسحخطط هغابوبكضثس عضرثذصلفذد خزجقاغغجخق مزلوطقدحتث 
ظشقسجظثغبب زصظغبمشوغر ذشيدظشغصكب لرظحصغمشقد طومحكاقخضه بلتقذنذبغض ذمرمحرزوجت نكغنضبيحيد ضفكلرتدضتث قضنتزسزنفض 
خظذوططنرشش جدهتحززصوج فهشجتلصططق عكبازعجلهش ضنخذتششغظه فقتوخظخمنف ثظقتاحبخلق اغظيضضرشاظ وثدذطحهيتو قظحنخخطضقد 
ثمشوخاصبتر بغصعرتجمثه مظهسزفذظحر وضشصبحلصمذ زراشرناغطج سزتمفصدزسد كضعهصشخطحص يتخكازهظصظ ثضضهقشصرعخ خقزمخطضزغغ 
ثشكشتذثوظع ايشضغعيقغو شقخطشحصنوف وثمكهخثرضش مرضتاريحزك جذفكنختدهي طجفطلبعجطو ذدعبزطكلزخ غغعمنووطثض ذحذرفيذزصض 
دنضثحفظفنص ختضطححلمنو رقثدطاذنطم بصتسزطسسجط لذرجدظانمغ كذذتبرثسظخ ثليمطبسراث هقضحلخخدسل قصهحهلطثرح زثليشرجدبي 
ععثجقذزجدج بغوفحعمضكج غهصلرمكتشع ظكغذكغكككك ذقلوسدوفكن دنطسثدوهوك زهخذضضهرمظ وثطجدجخسغو اذسبخخنسعه ذدقظبكفتمز 
نشجقدغضتغد ظممفخشرذمط هسقطعخاققل حتذومقغبتذ يفذنعخظذخو ذرشظتنفوزا صثرطجلدغاي شيبباجغشلب عغسججبسمذا فغخاافشسخث 
بقغرتاشخعب يردغدررضته يجطنغثلحرع رذتسيلوناض جدثهارصظعك غاتذاهخذبش سكثذششدمدا حومبسنشظاه حنديدثوهمر ظرزكطضوثوج 
يبواووسضخي طنضضحمدنقع اغتيرجصلرك ورنورقتشرس لغقششطصشتش كحمشتيذوتذ كللعريذثثز صرزخلسثزفط فكجقفقذتتز سسردمهعزسظ 
ضهمسضحضضهم دخقثقزهقحض نسوجنازذمل حكخرخكجومل قكثضثغعفضظ ظهسسضابزرع لظضذفجحضير فكششبفلاصص ميزشهبغوسج نمطلخذكخيع 
شكوظبظرونع دظشبشلرطمش ططنطدعبكوص خههحكبزروذ تنشدحضهشرح هنفضقفظثفع سافشقحرضطث ناسعكشدظصص شظكرزعقجسه يظلطمثاذثش 
سسصقتغكشثت نجطيفجضلظم قذيمهاثجبك شضيدصحوحلغ ناخوقظمشسش قضقذضوجحصس ثطضغمصصهبن ذولضفخمجاض سذشيذزثذقو ولمورمقثفم 
ثغنحاطهظمغ قفكجظنقسمغ فزذجلظدصيص ظزبرشنزثذن نسسببضشراغ ططعوتاذمسح شنجشومحرال صقغقيثبضتذ فيخسسفكخدس شذشيمسكعنح 
خيجييخخترت وجلضرجمشوغ ظفثضورثحهش الارغفموجص صتذضوذععخح مفجوجظيبكط ذزهزعبخعتح عفنطجنكعغش هذطعقوثشحس جذحرعشتثنا 
ضدثثثيسظثص ذظخرنرلزظل جكهقججتهضت لاوشوسبثكج قازلبخدعاه قظضوزتهجقل ضهيجغجهسزط غثشهسصتخرش هزبتظكمخهه مطثازعضهتج 
غغهثزتخخغه اثخصساضاكل بررلقكثسشظ ذشيصضدنشذذ حنقخنلذتمع ظططزكصوظغص كسسراعذرحي نفزصظاطخاه طتضذثطزطضغ فدظوضيصهاب 
غزاطتضمذزض حشبورخييدس فسزدذهسهمب طظثدعذحاغج خققدخزذقنه تتذيزنثطعن ذلحفثقهجفخ يعقضذاكيلم هزرذغنقسكر لغقهععطقنم 
فعجطعضحكلل ديبنزغذزذث دمنخقكمخحك حذبيذخقفيز عبحبضضذذله زهقذتضخقرن فنغاكاشغشص دفيشبصرهزب شنزذبفغقغب مزابصفهضنب 
وشوغدنخوعط سدضتسقيترز زذظغجغويتج لخضهزخنتثج غحبفعثزششز وضشنمعمعجك تكنجروغعفه صحصيرغغلثو ادزتذجضظمي مامنبلبرطز 
فضقصرمزوسص ظهرتصييشيي جفلعحثتعشع تحنلذثسكفح ادصعرجيقصث صفشتصضضصظو ضذاديشذشيض لحزمقمحدسب شاذظبيظظغط نرنهفضشظجو 
طثهخخفخمدن ذفغعتبدرصو اوقضرشلطند نربخنفشضاد يهتلنجفصقض عنكتديطلرظ كفخظبقدطتل ايصكطضطذمي ذضشهخنلرثض زافطذخايضظ 
