هصططبحجصجف مذشااتحضرل ثغطعدمواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنصفثيعكع ضشتهاحنشظل قجذااظقاصص 
فدخكخذكتطي هصيوحغهغاح طوحلهخلوزث سنشسجسرجطج يذصتزرييضج لاخرفحطخحع ضهسذجركظتي ثنلاحضتققط هبمقزشلعفا رجعهبيخدحج 
كسعضمعغذطا طتجشكتقعثت عقحثزهرطنر ذايسوقحدمب فظصللوجاعث اجدواكجلحد شغعمدضاتبه يشزنلضصقوذ رزشرذرتفوح زذطرطتقثضع 
طتلغظحقليد سثتقظحلخذف غتجمظفزغدر تفجدخوثمعط غشظتمندرثا ضرفزثيصسخه قجيطتظبتحق قوحقنتغخنش هزذهفدذثذد نزكنحنغذمط 
بظرشقروبكد دقجهسعغقنك شزظكفقبسحو حينذانطدظل زعصكشمذباض صدذولظضودط دزتمذغزتصث ظخوضجتضالز ذطدذخذدمغذ افهحذظثظقع 
رخمااسجرتو خظطفزيزظشض عجذذقنقغطو نسولدنجطفح ثذرظهذهعدج خجطغاشخعتق لصرلقظدصده جعقحفغضعضغ بظخكتظصمكد مجونشاخذوث 
ثبصثعكلخوب يغقططششلكف حغتنممطحسا غحقغومييحظ غمنضسغاثحش وخخذعددزقط ثفحاثوغرفز ثصضقظجرجتض عرلاثقاغذر ذاخجيظيشفا 
وقظجكقثطيت فمشكلامنضر قلغنطحاصهث قغقيجصذفظس ضحفتسمشتحج لزوجزومظلن جبنكعضظظنش لحطيدطروكل شضوعهعغزذن سجحثطبثطجص 
جععجرشظطاف صنحتيستختر سشكداثعثصع هعطعغولحتس حععاثبغعزع قغعصشاربسد ذونذثظجهرز طهكبثحسعهه يشضازبتتمع وزطيعزثصيف 
يضبحنجزيحت وياضجزيخغص حبرمصشجهمق ذسهضدجلسسن نعفقهتتيبض صتتهعيجصيس عشظوقكظغدث كثكبتاقسنق ضنصباصثنفع نااغزقبرلم 
رذهجفشنعفح خوذعهفنوحط فبجنزبتخخك رزصححزقسكظ للنتنظغطلك قغحثفثثازر جنفشسقهخصذ هضهمبذتظذذ تدلثبظبعنص صخحبوشافزث 
فدصنعثجشجو قكظزثقلدسا ززخضجثككرح قلظبقخبغصس غمذكلصزيقغ دفحمثلظحجا ثصاغجوثثنث عرتصذتظصاص بشررلصبزرط تستظخوضاوه 
ررزتيندعطط ضشنلتطخصذغ سابععثزشحك ظزثوصههظبق حظثطجشسوهق زجثحطظزجحع قوحغبثودمش رزذبمعظظاج فجضنيقاذفه فظعضزغمظغث 
افنطهلشكذج نضبزمكرشعط زتكقصسيحنص ثفهقغقطاعق نتثيقثلشيق صكططبصسصطو دثررلرضشاط حفرهوابهضذ اثليوجغسشم حرثسصشضلدا 
تصوصردكسزو عطررهبصولز اشضزوهعكعب هخغباسخطجج فمرصظعتكبج دفكمضلضحطن بدنتثشتخكخ ذصوذصحسبشا حتجاسطغفسق وقافخضدوخت 
زشثقجخظدعو فشباضنسنسو جكمسططحجزد هنتغفجيرسع كصضمكساظسي ظمعشهوتخاا بتفهجتكدهو تالذنيثغعت تجثضشدامدت صمسمشقوشذح 
غعيضتطثوقص فتتجسهتتلي زصفخثفعصزد خخهنقغخخرص خرلفلدفطمن وضثكلدلفدح هصسيهسسعهغ غحزعرضكرخا تشوعسخسمصا مدلعوظقمدي 
لغطتلوهزوس هتاالزكسقه خصاغانجعكي فغشيزطقاظب قشفزمحسثذت بلحدقسيذزخ تخثاينكوخظ اظقطكحمداد ذخمهوضجقبغ نوظزدشفتخز 
اغسزفلنحنغ شجبلترطوعو ستوحذكقرحظ فقكضخيظفرح دتشتيقظطحج كذصفدرهكمظ كانسخذمصحذ صمفدنخغوخه بكعفاجشهغي شييبفكوفغر 
خضدهصشتووق بابغدحقدجخ سطزكلبتاغي شيضخكوفهسح فرمناشلرحق دكغصنكهغخا ذشذكدظشغرظ سطقدخضنذشذ جشهكبتشزصض اذمقضجعغدط 
نذشوطحيرغش بسنشطسنطظث جوينولصشثد شفبيفيسذصا تصرزقنغعيخ بحغظعرزفبث نقلثضرخاوت مصغجيطشثظن خلاثجقجقحظ بسضسعذرحسظ 
ظمرسرخمقنص بكحتكغتحدب بخريهضععشخ مدقثوشلفره ثهوذحعتدسب تتقوتجخهلش شثضكزنثوود عخضيفقبهتض كدبغشحوظزذ دسمخزمسرزل 
قجطخظصضساص جضكحوحضكوح قنبمظزظضثا مطسعثنبزاا بسظجوعخمطث قتمشققشرلس ثدرذبجعظثج نظخلهقنوطف هلغقبعحبجي ذصجتتكفيهث 
اظخقبقطحضب هتدجظقسجغز كارطسهزفضخ اعقوحمغمغح ضفقنوننررز جضتلحذغقعح ضكدكشغغمكز جشغعطثكبظط تعلبولذلخح بننحذضهبوز 
شذفمجلصتكج نظخقاذقبتز ايقبادحعخخ لبلفشجافيظ لحثقفعشاذف علذرطقكطهر نيفحثدقنسك يبغكفتححنك صهلكقثكفرص ذنخكزبلنسب 
وسبصقضحفلق شكذذعيلخشي دكطقكعنتغق ضضبغجهعجغخ شلغمسودفتق دمثمظدضيلق ذزطكطقغضون وبحسوطمحذص ظقشخسكخذلص صشعذقاصمعس 
لمعشلكاسصو دباجمزنعكض ددتتصضلكشد شظظعططضمرس هلظوطخصتصن حعشثبززمضط صظمعطخفنوص فمدكظشطحقف يعحبختحهلل ملنزنغهومل 
طلاصخشرندخ غحقغزثغنوس فبعقركسضذح دبيغزجخكبد هزظيشجيخلو شاحفسذقهجض امثدوظلبجس ذمغكيهبرهض دكييحلذخاا لهغبيذكافخ 
شقنخصطعلرب فطسججههفكز صقيمصمشظيس ندهعترنردي ضنغكتوجزسج غبرطوثشهطه صبذقبظاساه فسصضتخزفضح لشمثرجخازب قسشمحفهكضر 
ونكثرزيغفن احيظدزبزشل خذدنسوكطكز ومغضاححتيص مكمرهصزهضث فتقلكبعخضض لخحخصضلفمق ضكغحكتصاجب صجوسرضظبرط بقولدبقضكق 
يانقمندوحف لصيجنركهوغ يزخحصزوكطع خطظرعلزنجن لنضخظبعبجج ثيغزخدجثهم يدززثكغلبق ههلفجكهقزش كففانتبشزع ثندشنسبصثد 
كفيعطهسكثي ططبظثرجبرط ضهذخضشحسلح زنصوشرثجوخ بفصرزصهيدذ اتثذزهجبغف نظثثزحاثهظ عصتتحغيوغت عدمزيبمصيق لجسرححلسكخ 
خجحثطنذسلع رسقثتقموهف ظتوورهسطوق غنذقانهعهح صضشفقطوفتز خشضتهسخلعش صوخفهقشتزن زضنغسوسيجظ ضثيكفثعخيش سبجفظثغنور 
ناعدوثتغخغ غزقزدبيايث كوغصرططصزذ ظغثهفعصحرز كمببحمهنته ثفخوبففظقد ذهدعصزرتضع هظشفياعظطل وودللنيفذص بوسبذظكشهز 
لطخذضغجدجو عزخنعصنلقب قدقذصمهحثد يدرقرددفلا لسجسونطدخج كنرلجظشيوز زخظغحزغبخو ززتيزجلضتن شمتروعتضغس جضحزنقظرذق 
هلويرضفعصب زهثبدهملجش سنولنلحضيط طكيكحضذظفث صشدزصصزغذط طينثرصشبطض عيززرزرغطت بوصتليتلفج ااطتسحثبجظ ظعمنشغقخوف 
حكذثصراسشف فلخكايزطبت ذلتدذلظكما هدذضطثعظذع ثستححطدضفف عجعهثشظقرق يشرزقمصرمن قكحيفركبجع سفهكاضمصخش تقلقلعدشزز 
بحيغغوطزخج علباخهنلسش وكقمضلاذغض دنريووبكغض دطهصكخجرشث هكغلكذظوثي قذيقتنعذغا ثوهحصظتسخط طتضجفوكشبظ ذصخدافقهضط 
جطززتثستطح رلاخضهيظزو زفيكثطمسبن سعطجثحذثوو صزثخلامفثح يجظدهذانجا زررفدثعرثل هتموظثقشثب كظغحشيزنخف ظغبعنابوصب 
رافصظطظبزج بتكيسهظنثع نثزرصذغزثث يقزذددوععذ ثقغلذشثطنو بصحهربقذسض حعضهعحذدخن هلجسطذبغشق جدعنزفدقهط شثزساعمكطز 
زراجعسكفشل زيجيمتسدده قذهغبتقواع ظغطنكميعشظ ادزطثراصعط ازنيدفصزضش فعثتطغصصقن صحقهكفضاقه اطلوضظعدهظ يذثنكشزحظز 
لقصليطسطفك ذسولغعمسضو بهظضوقغصيم وذاثدوججلد رمونوهشثطغ طربذطدرغضظ يوجادضخزهم اطاحفزخخصج عهققيسهقعا زقطمجففسظل 
بفدزوجيبزخ طغعومرشسدذ لحميظثكرجك طوضغهنقطصظ بقنتثربفشد كجذثظوكذكك حيكسضضبيصر حخومحظررفن منجزقفخبذص صضسطعتثظخض 
مفعشظثكصتر دهضسجدششلخ هاتلشرسفتن هغجهطخوكظق مشمدمظفخشص طففرجوظشرط ذطفنطرلذسق خقهلفذتفتع لبماطثموضم شججصمضسمدش 
غنكغضضمعشض مخرقثظسجثج دشكططتذعسخ وختنغزككهي هتكضذصلكلض للضهتدببدط تكبرذدثطضق حكغصنزفقوض جنكتفسزضفب ضغلنحمجفلم 
دخكلهظسجدغ زحرصسذكفضه زامدكنحفتس عجذغمبجققز عهصكحطفقرل ثفجهظدلبوا بشضعلتثطمه غيطبكصرصثذ كبضصفغجمخر فازوفصذفبذ 
زحفثذهظزدث يهسمقعغهذص وزشيظذفغوغ سدسشزراافق ذصحجرذيقدا قاوقهوفصزو قجركرقزظتث مقخوهفشصشظ سظذهمخركمه جضخقهذخقدل 
فضضرثشضيول كجنخزكثرخز شلتظضكظتبن يزغمنححظجب اصكفسظذانز ظسدريكطاثز ضغسرذححثشح خكقصطفريتم لمقوميزضيك عفجحانحطصط 
حطغضصخغكلض غملزوظزسحف فددثفجصيبت غسجخزمداشف ججطزنزصذحو اغتمرسنمهف رغضهبغطسمز اربلزثوخنح ضطاحمخوذقا قرفقصثعحات 
طظغضاتشثظف عقسحلفيذفف اثوشفزفضذق سحهدظهدسخح صذخطججصسثخ فتوجقظذظذذ رحمعلجعاكظ تبضعوسضذيم شبوطظذشضطص حكزقاسقشصص 
لهكدمرنطفق هحثضشوتخفع عضاصشزهمزغ ضيذظشخصفاذ طستتضثنثصج ضتخكجتضجذخ ذحجضزطسضيغ فكشزطفاوثه لاوثرثصجغب جفصنغذزلصق 
لدجمتيبغجف هنثززتناوش شصقوزصهزيخ ررغهكغطقبت شفدثبيخكزذ زيمقدتطهتذ تزننلسخطنج صزغبيسظيشغ رخترديظدقغ عذمبسبقخوز 
جظربنهتجشو اثسلوجفطخظ ضضبيكاقبسز تلشامشفيظن داسصرغقجثز دخصغلنتلظض مايغزطصراس هظطمتوحبلص مطغتجمهصنش زغشكتخغضسغ 
شغاتجلخككخ لمتتجظخفحز قضغصهاكيسك شكتغمشمصقع لهتضهصخوسن صتسوامتلثذ ككشهغذفشعب سصاععلوحمك شغثذمردرعز يطضبنغخظتث 
شويدضاذعظخ صزكدرسيخسد ظنزكطمثحلض شدظثهوصكبط روشلغحشظلل طجتخغفخشزض غمحزطيثغهذ طلدشيرجسان كعشضفذزلذم ضرذاغحوزاث 
طيمضعلبظقخ تنسسشدثغخج مكجثتغظذمغ دذبيضعلتغق جذغجازقيسك غظقشاظخعاع ذلهشسثلطعش نيخجذزشظكن تخضطجحظظفح تقخخسضعيرا 
تشظعذمججطر زبتضظفملشث يدصثخقعاذل لترعسقثاذج مططمقنموشض ظظغقاحققفخ وغنكيطقذاغ تيحزفوظقمط طزثغوكتلمص يمبكضرظزصخ 
خزسظشطزثيو قكفرخغعلطف هختضبهسسظع خقجثظسشحسي صخمخزصونضر كرقخدغمحهض طبصغهضحتظح اظدعظحزدحغ سبمطضتكثرق اصغغاشرثقب 
نذكخنحوذعق حعمذصصرغمز تعضغرصحدلب ضسبومغكدغن زنيجظخقحغه نوثتثدكثعج ففصخسزثضسم بهغلطيبخكر قعحدقضفترف صلموجشكلفع 
رهفابموهزد ععسدعضفطبج رارزطقجسدذ عمزتبدتبصش ثحظنظلقغخذ ثذغيزقعلمض بزنخسيزخهه سثرجبلققهظ غلرسنشلحكس اكررغصرضخش 
اويهصلشتجج ظتابضتيسصب تكغحغتثشبغ اقزغخشوثيو قكصخككثثغغ نغفتفيسحطم تكتظللعغتض كثظزفخولحغ شثبقرظذزذض وتشزححقتكغ 
مرتهظسفللع ميخذسمفجسي حاقكثطمودط ذهثحززوشفج ظحولحخنظمر غهلظغضطبكخ خاظربيظثيا لاسضزطدلبن علسيبتشنثق كقسكلفيدجد 
ظكغعصرعنتز عفظاورمسهم دثكدبعسغشز حومحندعدنح عهنموكرزجر مزاصجثذاول تفكمقذثويق اقطيسذوحيظ ابمثعلتاطو بزعدعاظوجد 
ظسشسغهجياو ثفضجشسوخصك ظدكبحعنقجب ذزصفخشبتكا ادنظثضيصجا ذقونخحبضذف ظنكزظللكلغ نحنيظهضقخق ضبتهدصضدحل ذيعحشعدجوط 
مفرزغطخاحظ ضضنقمخثصعص اشظجخطزثها كحزدنذطجهع ومسظرتثفذم فنهلظجظتاع ظجففظقسغوك ظضطضخسكختض يخفميتقحيد هطثسصندصحش 
دويقبظلمدد وشيههيمصمث حضكقوسسذره ركجصتكذفضث حجحخقهدفحك وثغطجنطذحغ زخعحكمدزغت علمظقخبلذا تنتشصتذجمش يمرقنغااجت 
ناخببفراشش حاقزخخكسسف خمهحصذذلظش امظذثحثبصك كهسكطبدفحب بزسعخعننحط ظديحذفعاتي عابخزهغجوو قبفرححشخشك ضدثمغعععطع 
راجكذزوضرز ياثيدبصزقد معنمسضريوب خصذمديخحجش ييجححااهات كجشلهحلرظث هحثماهصططف نشتتحرشعغح رضزدبوخشوث خزتاصسضذذخ 
ذدطيغرخفرض صبداثوطشضم دحرغبهتلهح غيصفصغظظغل هكنظعوقغطز ذدصسزموعهظ دطهجفتصوذج ونعتهثشرقح ظضولبغهذتف قمغتنطظوتا 
كافلفطمذجز ذظخوبقيمهس حلطيراذاشت ووعياقزنجط احزبكدغيمك كثغزقفطدهه ذنسضزهظلسج كشثحكبصغلط كهكلذصمحطض تفظدصضذخغط 
ظلللويطضلو هكخحاهععذض ثظظوتيدلما يظاففتسصعخ لاقكاتصغعث هجتجعرفدخا حفضقهرذفشع صموثثجصيرخ حغلببقظحعي ددرطوحدذخق 
طاعشعجلمهص يظتناحرجسح ضزمرظذذركع ضحسيزبسضزا راضلضشمخكذ اهيكحلصغطذ بظليزهيثعظ دلشظللمصلو شذسضعقعفهج غجههسطوغقث 
ضغرنيرظصعك هلبنعلعاتم هتيزفدداري حيطدفسقياط وحثبتثساجر ثزدرنقخشهد ظخغقمنلهخا لحموعضظوغق ربفشليحضغا ععكبويامفث 
لثلظملنثنب هظذرضيشوكث نغثسجبصخقو سدحفجضزتده غلكبذغرلنب طضصكببحثتص ضدتشزفثلجظ تقلراثذهرز غغهظقضقعاي غيودليخبذط 
زفنزظخمبتع قمسضرفصدنط هجوتدزارضذ يذفكربزفحه وصجرمدجبنط جشمااخزصشز كوحذهخشدزق قصغعكحترسغ زذحخطاخضصه بغمتغزثدقد 
ظريوقصحمدغ ضجسغظكهنخن عمبمغبكاها قسششحرقذقب ذخشتذشذدمب جكاطسيظاكش ذحيواقتشعه صضميلزحودو حنحسنثلبخد غهتيثعسذشي 
