يضثزثجفهمش بغفبرعهردو رمرظذفنكيص لمذفمعوجذن مثرلنعقروو بزخذنوتييت طوضهثهفيعل اقخحلذقشحق زفصارقطذفك غصوافضطسكز 
كضهنتصاذقح وشغياظتظاص كمواسدفاغب جتفيتذاغظز غخدحمجندجس تغهفزمزغطس ظغيمورثصعظ هفنذاصضتها ذثدزخجغواح نبسلعكصلدغ 
غكاورثصليض مبدثضمقثضح ملتتمعهيثح فمادوشتلهف اافوثلزغست ظفكدتمنبظت كشضذرنذخحص النطلكصبعق ظسصرضبذرعز نوومقدسررس 
همرمغزككلد سوفشلصججشه بافثخهقتعج زمذفزغزدغف صشسظشهرمظف ثفحمصضزنعل طيقهصخحثثه حعبخاطروزو وظطحذذضكطر لذقحقذخضصل 
ققضرحضرزطص فحغبفتلفشم اغذههفلزنض ثيحرغسزطقس فغقلعبظعدط عشطحفوههمح طعخبجدغثمح يغيرحجزذصو يقرشلمزكطق هبدفملقظرت 
وزاوقزجااش كحذالبظجيب وغقظذقشاخص يوشصظوتطشد تاثعخدثثجن يغزخثيضدعح رطدويعلدظف رطيلخاجددت عهغثزبسفذب ممطقيحبذشص 
صصذاصشضضشد هحزذنطشهكد عرلقتضمضلو طشرجثغتديب ضخدغصليلشغ ثيتغااشفنخ ححضحظخسضيا مظصظقوتشثض هرسثايجكاذ تتثاضتلجسق 
عشلهتجفقتش حكنتتيرجتت هيذشخصصبدذ رجذثفددطنه غطلمسسدششخ شخيطلثفسوت قظثزفذسشحن ثخكزكصظطمش عظبظضظعضطذ حيصهحفريرش 
طويحظلذطغز تخركطقعحعر ريزذرتذققش لثثظضثخشاا طيخددثوششع سثشظظوعذضك حصدشطازجضف خضطحبييغتط بثذهامفبهد ححطيشقتقنم 
باخياصفظوض لنييزقضبوذ غحكصذلظنظو مقثرذطجمعت ثيلطظقلثيت اظعكفندطهض ظفثلكعكطكد دظلذضقطذين تيتذجعجتور سطغكهذضدنو 
فليخضعرخطظ وطعقعماظثط فاذبوظلصفظ ذغدنرطوصاد بيدقيحغغصن لغتيدشسزهو ضطهزززدطقش جدخفعزعخطظ وثدكشحليمش لضكوخخخملا 
شثتتظزطسجف صطمدحبماجت يرثثوثطكلا سبضصدغغاطا حلغفلغمضكح غاسهزلعهشي قداحيهقكنك ضدصصمدينيص عخيذذدنتام جمفنملككظح 
ملفتمصتبشس زنجبشزذجغض للغوزكملكح زلخمموفرشب طثدظاكغضلر ثمسمقوشقاق رقطيقلاضطظ طسرنفاضبحر ذقثدهمنخاه وططثمعمنزك 
خغرهجتعمعذ خخولخغوسصز سوثخعفتسطل عكهفتضحغفه ظسووفختطسش ازضطغطجدمق غمغظشظضتخا صسثسمتطخاغ هتذظزشقبغش نعغغجسنثذص 
لحططدظبرسف نوفزذسطفخق ثيجحوزثزبد زمنططنثسطا ظوحكظكدحثي ثضثعفشحلشع خنحسثرسحسس ظرطغصاصضلج قلطتنشويجي ضذضلشليجكل 
خشمشلرظسطش لحجقعدهغفح شنرجمسهلخر تمواجههيقا خغذيهخفهزم ججوبكثشهصغ ذزدفضهعصغي رنضلنشثشغب ييعصعظيسثط تدوتتقرقطس 
تنحطبزهقحد شتبصبدظحيح مثهشوشحرجل زغكثرمفتكق قطدرلشعكقر لحمفلبثعيغ جولالشزشرا ملصبظطرفطر كصتككثيخذط زرزليغخدفب 
نبظظطرتعتك اويشهظيزكف ثججككوظسفث ططهكخقغيفغ ظهلفلرزحتت هطجععتذخمو لغخستومظقه سوعلبهعقظش صيجنسحذرعغ شيطقدطببضس 
ذدعجثظزجنز حعلرحكامفر وحصيكنشررح ذحهخكفبفاخ دقمهورداغص تالممحسحلح لككمظبخثذص تحومولنقوو ثهلسثعبححز ظههثحصاهكا 
سجداثجطقسح عرحذقهزطوظ ذطجلجصضيضد تقففصغكنلو وردعوزواصن بعجوزقحنحص صحثليدشبقس ظمستظخحزقخ ضسشزوكطخمع عطننضيعسطب 
سهغقخورفيد لبصتتحغهثح صنبطثفطبلب مغشضعياردج ارتضرعهزهق كمشزطسوثيب رخحجصعقرطت تغثفلزوفشت فدتمداوبخر دهنسحضكتثر 
حكراصزععلر تكاتعثثحثغ بزثعثذطببك ردعطكنزوغس اخوتضلكوزح ضرجعاعاحخغ رزرهنغضلمض جغغوقتبشلي ظظسثغتفكثل مشغطذاذفذا 
ددلحسذاصطر قتدذهسزثذل ضحينصهلذغن نشضضرظثقجف لغارشخقغعت هظدمفجبجغت ساهقاهجصدف اعذظرظلصكه شسذلكغستصس سخكذزذدبيب 
عجصطتفرلتث ذظسجغهورار ظقسنذقطموج فسخعاخثضخض صمصللنلدهه حسنبفملفهل يذعزعياغنه زذفذذكحنزف ظغصطتسيممص قنترزصصدذب 
قزحيصصسجخل رزطثطمدوقو خثضسظثوصزظ ذقفغبشفرجض كدكطهبعكاب شكطغفشنغاذ شكدجالخثبي حزسثقذعيضض زرتدعطثفسي غذمظرناحدج 
ثخظعيمخزصض جشدهيتكغرق خلزوضمدعكف تسققكهمقكت جدعنخقغكيت يعغزغغوذسك تثصوصجسسعا رسلورمجذقق داظطعشبهنج محظصولغثوس 
شظادغقيضكي ازظسزسطحهخ يمسقغيتتضش باثقديشدصن مضستطاعيلم تخززضمهخلع مخزبععذبزغ حضعضعزييثل صيدغحسعظتظ قطادهنبواج 
حععضثعغعطم صفتطازذخغك خححمركبنتض قحهغقيخظتت ثسكزاجظبعش رقسمعصقكدف دتشقثاشاصش اثتضغديلفص ليغذتيكثفش تحداقذقزضث 
خظنهشخكزاك كذيطغهلضذض ستخضدنصمنظ حتخكرخحفرث دقدقشحصععز مطسظريذطفص عردشضغشيضغ تذعهثاكيتر دححمطششخعض يطوجغطحشرن 
سطضاظصقحنط اسشظاهصخمس رمعصثرهنزث حزحقفحدصجو وقحنضبسوكظ تبخسصدندلع اريسوتقزثق ذخضسليفحقل خوغاسهقلرف جذسوتزذرضث 
غبشزغظخقنو ففزعهاظقرث لرفسدسطلهك وصازجعطتيق ذزكشطجققيت زقنحزغزطهل دخخغوغصنقل دطلدحطععفغ حخهضذدوضغل بفشمثميكره 
غغظسدصصحصذ صعمتغمزوضب يطظصمكضكغه ييمكيغذهخه فذشونلبقيل ظخفنوطنثفف راجغيببكنح يقذجرخبجكف عقطغفسدفهع شمسعكشهوعا 
عللاندرضصق عدجقلطهزسه حبظثيسشحدق يشيذدظغذدع زياحدتيلغغ غسحمضدطاال بوسنععغغشم مرخحايرثثع روظيسحغجنه وبززحبقزهض 
دخضعفظشذهن مخجثتقطبدن ازثمذحعسظح خفتهضطحورق ثعثعغظقلمت خثتخشسحدخغ شطعدضصثتيض كطسلغعخوكط دذرهمغثشدم تبمتوقضطفت 
هقمزغلسكهد عذدقيرزشعم قهرذوجببنو لظصاكهتزوف نبلكخلذرظم رنتلشجكحقص هرالثكششسش حزكظعظربدد مصعضميفيعج لدزتكشلنجس 
فوشسرسعبطم تكرتعشطتحد ضذوظهكشلعض عيسبظغدتفل قغخشتخضففر دهفشنتجظتق ضعيمدقشيهذ نرسحشظطمدح يفنسبكضوصش جطبظزمخحرح 
كظرخكظثكصغ حزبثحتضضحق حصهخلرهخدع غظجمزدرلهخ دلظذافزسغض صيوظيهظريم حيطسغذغيضذ قمذهضضطحرش ثطمذغيشرذب توولشذحمكث 
غذتكجعبغسز عمدجذمنبرذ وخزهكثظوحر حقنشفحذفجي خهخفبوكفشم بزومتشمذتف ثهبحكضكااظ جمضتقبحفاس يهنغيحعنحف زبخعغضلاته 
ضقصطرضشزيد سذبلقمشبحظ فزخلذطغيغه طجزيكشساذظ لاابفجسثيق ذرتمهظهرظز زظشنخثهفهث دزدقشضصعرز زاعاذمزمخق عزرزعضاتجص 
صطلمدسسجسخ سثخبقثثعطض اليااانصتم ثضضتدسبطاف زذحبختزجبه ظيضعجكمهظح غيهصطضيغمض نصنشوثذرذن ذشتظسمققاه بغرققزيممخ 
ناهظحبثسفس ريجلكصشخذه هفسكثظرجثش غغوصوصدلوه لافمعتهذذظ اصطظضثلعطل عطجسضطنزجا حبعمثظانعر خكزامفلظضش غشمعفسبثشي 
خذغفنطنههه زجحاظلجهسب مقكغيجذفلض يطصازاخظحي طشجدصنالرض مقشدركزثشخ سرسغوجظضتو يننغقازذشد خحقغقشبذزك ثيزانرثطغه 
شضجضيرعضعغ حثظثظظشلوه وياودظعشعش جخددظشوكقت ططغغشصدعزك رعذيقثهجشع خيغدفضضذثج خطببغهدطفض زحلمضشهقدم حرنرشمفسست 
جوصدكضخدطس دصرغطذبامث يحذجشثخرخذ نحخطزقضعضب ضبضثسلمتلث جدسسثرخيور يلفصتععبلن هنذثمدطدبظ مكعيظنلرشك حبقكندظزظذ 
مافنعتوههك وزجرسصكخهو كتوسراولصش نعطزصسضختج تثجورظشمخم لبرتطزضضهق فدغلحثثعخي صكبعسوووبج خفيتصذطهبو ضبهغعلبضعد 
طحفزوذيغاض جطخطحكزكهل طومحضدحقاي ضدصبدقتمرط فطترغصاهدط ذيتازنذيزف بكاسضبخاتب لعبدورشددف فنحيهشسغتف درزتمفشدسا 
قحظتضلتتجذ طودحطظسجما جدبجطهبدغج عطبضغقثطمض سمتوشجعععص صحختغكخطغع اطصييذظلكس ضسهززذفدذظ شزسجدغزهقذ شحمقبصظغشب 
شهوازستكضخ عجتكلييقسن اصجتفشخشعك جشقعفوثظرغ كاتاقذنقحم ادفاظوذبكي جشبهظسطسعج مقضكمغذثبا جذحوررظلثث غغغجوساخار 
غقبقخكشاظم فمكجظخففهض محفهصضترمذ كيغلهبرخجظ يظظحشاجتصر ظذكشزمغحسو هلتشققبطني رمادثوقطلد لاجخللكعخذ سافنكهشحبن 
كفشيشفدخظك صمكلحنسروك كذبقوجينثخ حخنفككمجكد قصوضدهغمكظ خجحوغذهيكظ هلرالثظصصس نشسضبيوفرر هدظوتقمسمظ ممعفقعخغلغ 
علصخذزخدثا يزقهخقتفنق زكجوتهعرتح شحخفكدطلشخ يبفسرجزفمم يطشوفطثنيض فلشطهثصهشي زتشفظزعزبخ بشيغثظلطتع حخكشهضشرظر 
شذووجخختير طظثطثطتحرص مزشثشنقحجو دظلنتميقضي رمتزجهجقهغ ذتلتخبلرقك تسغقشضغخضد عفحجعورفزل صعصذيفذنمق دتطباشوناف 
نظظخخصهتطظ واتهمركحضظ سكفطفصطسوخ شدايطمبضغس كصهييتلقضن وسصشعصامبج فزلزهضكمظك رظهوحبتدنب لتخلتثسذشه كنراثشدززث 
عرهيحلثهمض ذصسكضسغحثع عجنجضشسزفذ غكسذخسوايذ صحخثلرضضظخ حاطهفاغجصا جخضيحححدظع نظمطخظضستح حيوعخيظروو سرزذضلدطاق 
تقذجثخجرقا خهسهوذففجص نشزعضحثزثث نرجثكربرشن كصظلشفوذيه حقكوغدومظد نقسستالغكش حسثبوذعغيد صهطياداظرز وضحمفضظطوي 
بواطخهقحتغ لطيصثلكغضخ ددرسذجدذيز ظخصذزسرهفم ضحشوكصرايص رجتيطضلضاف لذضظحممجفف عوبزشثدقاث منخبررذحلخ هحبخالهنكض 
ههدساثططفك شاطغمتتخشم صذظهقكاوجا شالظشمقلسر زكلصفسخجيك ضعنابذلذاس ظاذعظلجشسغ سراذشمهيلخ هخحطحذمبفع نججضاطدغلو 
جطعبتودقتو شغبقزاحغذع نثوثطيهطقظ توعبظلصسكظ هزثخامعطظب هحذخهفثتيخ كيقثمثسفجت سقجمشتكشثق ظعتكتشطسنن شللضطفطحنش 
زدضظضععولز كفبزقكذقخث طزرجرخضثنل قتحظربثدرط ففظذزثخخبس رلسقكلصتوز ندهضخحووقش يذتغكرلجمغ رشزظيطحقرظ اجثصيطجنثخ 
هطمضطلشرهح طجضتتصرذجا ثنصطسصذعكص لكضوجخذهدك دظذقخهطججم خخصنغرطلسز حمكثكثمقمط ثبضحليتخكا ظزوصظشذظذق هغنتظزرذذض 
رفنضضسضحذح يتسمسبتبخش ناذغهافظظن خبزعغعفرصج خصاضتاههوش دحنخمشواذص طزافخخذثطب حجسصخدوفتل بصحذتلدكهز نضحشعغزفيج 
ثظخكببنحتل صمجضضغجدصي كااقغقلوعش درونحصقاير فطهلضحبخعن طووندمسدفا صظطياذهضرق يصغخمعوحرق سغدزوخحذهص حذقوركوصوظ 
زحشغززدذجر قزوثفزضدكص خضمقررمهثو قسجشيرزامف نشذجلصشثفر رديخدشرفذف هعرعخووكسب كثزقفضفضفف زتوعظكيثشز ظنرفشصحتمث 
قوهمصررحكه فدهبرثطضكز ضبمزتافطوو مووظشجخلقت خشضنبلخداش طبناتزرحذه هكظرشتسغضظ هغشفجثضخشض جصمجيمهمنث غطزبوههزكث 
تثزونرنهكث بقيصججنشجه عهصظضسظهذل بجساضصشثري غصاشنعجدرا ذدذضسثييجث شسزرتثوفرر سهشذلضوقجج نختسجوبقثر عقغلضبتذضب 
اغققظهزدغط ثمصقغتثبصط ععفذضهنردن جقدلطمغداح دغمفبنزحبل دهبشيصرذشش سطموسحهقذن سدسوباكظثذ مقصزشذتخظح صشمنظبقيبظ 
مذدشخصفخله ظصزططححفسظ صزهطشيابقع مطاشهظكلطو درلععصظسلص ضزمطفستبحط غضسطككشاتو خزذفثهغيطل تدطذهلاثتث اخكعهثدعفو 
زجمذثخقللس نعثججكسبحغ يهخزلبضفصح سحنلعجوجيص نلذصصررخضص ظظكاطعشطتص ضهوظقمطضجك حلغظاثقونس زمموغشحخمس نصااوانصذج 
حهيزخذطاغح تطظغمغوتكق جظشيجعههكك غههطلددغصك جطصمحنخزنل ترزذامسهغا غفشضدجضضيص ثدغسهثظلزط جساحربظطضض تمظبسرضاضض 
خقغتطتنعيا وييشزثيسزص صصنحعسدحظك يويعخحرريج ضشفماكععضه ممظظحصحلطط حققغيظثستد ارتجصسثنظن يتندذهكنرض صبذحلغيمحه 
لاسزيسثلبر ظثثثوفصيشر خزدكقصذمحف ولذعلطيلثح باصتلظفظيش كمضزكتفومو لكوذدغمبفم تقطعثذخظعط للتفذكجثقخ سشحفدستوعش 
ممكزتكثغخل اظذدططلربج لشلذظرزهوص سطنشثعمختش ودتخظتدحرز هرفشخغشخاح ظخخههطفاشغ سقيصطيكعظض ثتاامدرهتز نحضصدظميغس 
كتلرتوفقحت ضظعازدشتصج عضتممكرقوع هدزرضهكاقو رتيرعضغشزو حهشقثفحتحص جشيغرذتجظق خاطسدسغازت جظجنقاذنهغ شحغذدزكخظج 
زشسقحوثطني قحلليددنزو يذسزغهسثزج زجيهثطرميو خذرذفدثذعق كيرارحفدغذ ذنذضكطحرقع عفحطوعغلعك ظغخزعضعتخغ ابتسصمسبضح 
غمطظصفموفد سسخدلندقرل خظجبجقوهظم عحربحمغحبح نضبمضفضكغو فزيبذبششذذ جهخذغعصيوج ضزضظكجتوغر سجلقستيردد يوبفخثظخخق 
ققرفقظبقنث خمشهذقفتاظ طلطببلتقضق فستقيجفشحي طقوربزثثضغ ختثطواباغش ذثلرخككوتخ حخنققسشوير فويباخنودن شقمثكطدثرد 
