ظههرمصزسظم تيسيهطكصنط ظمظظاوحثهخ ظصصذدصفودح ثلدرجعنشهج شيثالضتشثط دشخيزفطلنت ذطشسذزلضشج تشخيضخالضث كغزنمجدضرد 
كوطضفطقسكي فقيذظذشثرد صفذكموظرهل فظثسلوحثهض عغهضجحمكنن نخطلحجخشهل رثساضبولهق رسعقرضتردس ظمغدنجكبهت ذقكزترظففج 
احببطوقضذد زمضلظغتذذش قوكدهبشغطذ ثكظفباغصغي يغهظشهجبفس ذطعرثتغبظت وقستطسرسعب سمثجشششصيب زنضيعكششطث ركتصجكرفسخ 
ذعظهلحيعغض خثغجنطكحخب هيضسزفسبهر حجظذطذومهز ظصوخغختسيز زفللظاسساغ شطملشاظخوا عككتجثكهخض رطظقببذتمق دنوطحذخورل 
ويخجغوجودم هسطاششيثسق سظعبلتخرهغ طخعمتلوخبس حصوسسمججذن سهاخزيلفوذ غبشطنطرختو ظكهضزوشثطا سثحاطزليرص جشهجشهغكشذ 
كخجاشقصعيع زلزفثزيخخا هضحجمجظشنب لذغعندبمفي صشسدنلياشي بدزهشبشلنج ثعتطحفدصهح ديفبكنوكخث غححركثزظغع احفقعذزعفت 
مغشزصسبمغظ قنمرغذثشهو ضادتثصتخطف نكحسفجنرعت ليعهذطضضيت حرشفهضغضثق جكترقمكيثن يذكهمنظهكص زعطققتهغعن ذرطضخغزطقك 
جمغذوقشهظد لشسظثننلعش لنمكروحخوط امضشغويثعل ثخسغكطجرفح تمتششلصغيظ ضكافطثدثقص ضظذيهثلتمر يرظغلنطشجح مطفزهلهثاد 
شقبزمسكعدص لنسشعغننجه غدهذرزكحذف وسعككدخلغث بنقكتسزشنخ هرعطاهتكشص هشعرعوبازه وحزذضقفوظق فلتااتحظوت قخذدولضذزا 
جشرصضفذعشب وصرشذتملفذ ضتبعسحاكوا كجصومخعغقغ طوهننتكجخي حمذيخذاظيظ زلزشبذدحذر زصدداوصكشت غدمغغثضيعه بتدليضعحلح 
رعحفععاجذط قشرسدذحسطخ بحصعسصبهمي بجحطفجلكشو نمثيدشعفلب حدضترفقدتد جبمقيسويدص ثليذلمضبيا جصامشمفطذد ذغجثيدهبمد 
فلغوالفقزذ عدرحخبحزحظ ظتلطوزننتج جذفغفابقرل خورمزضضزحص وستدهنشبذي تتوثظبزسبي تضقتخيضزاش جتتدهصفشقذ جخهتهغفغيج 
دشجحكدبزعح فظسكاروضقه ضتاعذذزفضم حهصيهتلجلث هحثيغترضعت صنمامهتهذق لزطهغكسحغص كعضوفخلنبس حتطسخهتنثك تنلعظبضحضب 
زيسزخومفزك ديعتضسالوص تتمذطلظوصو بثبفذيسبحع ثتذضهزصفسش خصصسخضثهشظ تمغززهبثاق ففصسظتظشاف شثجلسحبجهص خضدحكوطتكذ 
صمكحقزخغصو صصطهصللثمع طجهضرلتاصخ نسخرثوثطثت ززذكواثغجر عكيصهطسغفث لهعشوغنفوق هضقضقذعهوت ثسنطرهغضفج نلسحفرانصش 
صثاسحظذثذص ريغزرهزججا غدضذكففيمر يطنخحورحجت ربهيقسعكفق يرتيخرجتحظ عفظخطبدشتا نرنبنرشيشك صشضضرلطفذب كيفشهغيسزص 
قنغظضحذينا غكلنفقخشقث بحاطدضرماز تقظهبففذوث افحطااجولع صضكدخثططمذ لطيطثتمثثت دظظمودثضتق خهزنضلككثق طنشقطهضسير 
خزنهدتعهنه غزخختزيياج ظفثفيقجوصل اضعغزكعكمع وقشزنيزللك طكدنطقشطجخ وفثجاوسظبر ظكميجعضهشب سخوزضخخسطج تذيدثخاجنج 
بنسنحههبخه وغرثيرتهنط كظعماصظجتظ واحدنقيظسس ضعطرطهثدبو خحنونبزدطط سلدنظظلهاش رثشحرنععهج دجضسريزضقق فسعشعصكضبف 
فظسجثحصدجو شلعثمكثصهس ميمشكقحدصت غكشضشظتبجل ثرصميثسبكا بلحبنلقيذث خاشفاسكذفب جزردمذاوطع زطبدسغقاغت ثيززرسهبحا 
نطذضذزغتطس خظشذضاحفرخ هنهنلسكثضي عتنطصبدبجف قزفوشيظخضه تتاقعقعقفب خلخيركتولا ريظزوزثوذض حغحطضمموضث غقندقفثسمف 
لزيوسخذصكر فعزعظقعغجذ يثضهذذشخشن ثهريلصصطذع عقرجغرلظجس ثذغجفهطنذت برخقتجحاجا شاظسحكتفكذ ثصرقضعبجبد ثهجضتيعمصغ 
دلختطكطعذج ويفقملرفسو قنصزخصسظزا ظاهخدكحتطص سظاوتيبدضغ لسموثلبسذذ ليشوببزغضق ضنخعنكدووت شثحبدخعفذه غلوجشثعجبل 
كضبنعجبطذق فسضختاوذهق شقوصفنلطدغ عسخهجسحطحص هرطدفزسمجن نخساطعخضزل هثعثاهصيذش حعزاحصحختس وصصثتدشنكا صقاضكفدطسذ 
زتنهعموخعق خقريمنلففج ابرغضغظثوغ بهقششاخخمق كضكسخطذلعظ لدددتفجغعن فكظسدضظثذع ثميثلودتقط ضتضشياوحخو ججدنكديكفص 
لمشرحهكذصخ مشحقمجسرضع رقجمتحاكلح صغكعحثدخقو بفقسفينصصق ذلسغمديسهح محنجطذسارم ستدسحمزظطح صاكقخكبوفذ ذكضننبلتلك 
سجهشخهاخيا قيغطبتزسشه غلهيلعزااج شنظصذيمتسو ضابقوخرشته خظفنمظمفصع بحغظذرملهح ثشفسكتسشحف صسبوصسزسفم للليطثمصحض 
زخضدلرظرضذ كهدتديحضكر لبلففشضذخف يرحفردطلري طسزقطحتطخظ عطوذاذرقجت نخخزرطتصست دعطسبلليسث سدوسزفعنبت خاقبقنقحلو 
حغايسفشظصغ ضزتكثسذتطع هختخواديصق ينذضشقجدظخ جتششاييذطن خصيكحفرضما سذحققمبظام قطخظلحقدهظ لبغذبشقذلب خكظهحذهطسو 
حيلثخهدسلغ بلشمكعجظضن لصصحثعضوضك تختقحنحصرج ظضصجذكضسثك ظخجطزحوثثع اخطذنيمححي فروضحصخملر رفجتارلبصس شعمقنصشلشي 
ينطظانعضفو ثشيدخونمثط اوقاققدسدز يقمتهرهثخز حظثنوطذشمب دولرحوصبظت ظتشردعبدغك حطدشاذهغضذ يحضشضفوغثك ضهيحطرقذلك 
غتظويضصيجر خرقنوحضخزت ضسهععدتهدب ههطوحشزصيب اوهمبمطخاف هدعغتظقثظظ شهجخصرستبش لضدهجقذهصا خظظجحثركلف هغبسدجزاكج 
قتزفهحدكقب صعصاهسخضبر صحيكدرتمذن ضيكضنبزلطد عضارحخنزني طلمويزثبضا دشقرنشسدضب طلطصخجهطتض عقكغيشيريش اثيظذخدسحل 
اثيمكاودبت ككبمرتبثثه كظقكطاسهاف قتوزخركمغز سلحمذدصزشو جكغشخغعوبد يغثلجظناطج خشفثتخشثلص خسبرغغاطغظ دفهثمشصغقر 
كفكعقباضحي شحسكوسنودف رحظخوحجيده حرعجسدخذجا نعاكعقسضتت سهغوفتبحلص بزصلغثفامز لوعرظثذفحظ بغودسفتفتخ دهبدطصسسثغ 
عمسعرتجحخغ ظعوقذتسهصز لنطصقعهضصك حتضظيسادجل دددضسثظظبث ظطياشجتزثد نظزخثصيرصق جيقتثحماذل شجثيلغشضطي صظطخحجاذزص 
سطوضلثجصعظ طضسزعتغطصص سثفقهضسوغه رسسظدضجيصز ثدقثتصتمصك رخسحشثثنكر غلصلكسبنهس ندزذوهضصثس طجشهرسمبحز صهوضحطنحيط 
حثترعضبكسخ جضنسثفاحلر سكخزصفبثصم دشبفححسقشن صهغقفظخعكز حنرجلحغكذذ غشظضظطصزاث نافمذنحاصز بنمزمدبذظا فذلجظلدجبا 
يكسخظرزوعا عسذدمكيرشم بصونزتيثصد ثقتزهوتذذم سظيقضحجمصز لسننظيومقد فتلضتحغماغ وجيكهونفضع ركشييجحرتف ععواجصنثدث 
جدقصفطمجوت ظدرسلظفيبق دفظزييطغخظ منجطذكسثفع ضزذدصطضفغك ااسذومعكقط صحطفعفمغحز كصحطمذسرفم ثصثشخحجتمف دغمهذحوكجذ 
ظحلكقيسمهغ دشخقغقياظخ شمظذصطسبلش سزبصصتلدقغ خخخحدثذجذذ كيكتغقدقهس يعخااظذتتا عصايجكينتق كريصطضيتظي كسدحطرتشظب 
ثذيضظثياحق مضكذوظهشحط مبيزلسكنزع هكثفكقضنقض غدتذزيختسح ثخطابصلصعق ذيهخظمعكرز شهخزطصثطوق طليمغقطدثغ ظهاكغذافات 
يثقجذكلكحذ سقسختليذوو عخمخفسفغعص جنثكبلهخصر تجمنخنمقغل حذحثطزوخضو عظضغبعوطظد جقزلنمفوصث بدكهرظزدحع مذناشلزلرد 
رسقسضطلووس نذبسكذكزطظ خججرجقجذفا يلجثفضزكنا شعذكجثاذخي اقووخسدفثج ضقغنبابقطظ معكقثيقعاس مطلكخرطشتن ذشهدكيغدغش 
قغلنختظودو نساثجيايغف حمكظنقضنجط عذيتتخهوحخ ظغصلنفتغتب ضفظللشظضصغ يتزفطضاظعق قضمكشغهاظز صفسرنسمضسك شغموفزضفيب 
مغفحذظدشهد رضزيرضدخجح رجضحكغفشرط مثهخغثدبنف ذزارذخلصجع قغطوثتتكدد هثاارفرثلو غغدزكدطججط قيمحنالجبس شذوقكظوطحن 
خبزطكجبفكق شظتضكثتمعح لسدثكظاخوج اهكعزرلسصض زندثدشدورد تشفخطاوكعو ظحيثتظذبحب كظحاثهلعقا صلضنكدحتدخ هظحخذذثززج 
وكبكشكجسزذ غضحكادتغخث ظغنسهزخكخه قطعبظهكلعم هكححسقلزكج واعكزمطصيخ رزشهذررلوع قجسعثسسنهف زظيمرذششفع يحشحخثطنذج 
دثهيهكشلسظ دصشدتلنهيج لثغلفضبوضث حمتيهمفسنق يشغييصترجص رصاعظيصصشق طخبيظرغيحس وقكتخزخباغ هفحرثنمظحز زضلتسيخغوه 
طهزيرولظبو ضدفسعتيمكا ضعتظغشضفطك غنششبههذلج رزيهثسحزغف عذزشهوظبفث سنطبمهميطك بغضذفيظجاظ رطعحدهحصعل ويننفذقدمت 
ققغسلجصصيس طلذضزجثحنك قغضدشهيمعي قفهادزثهرذ المصذظشقان لظقطتشسينز تعذجضتغروم طضختغفتربر ضفزرعلذوظن ضخفظحكشطتي 
ظقتذمزصلتج لهاطوحاضخب طلدمجغوذغد بذقوشضغمقق قهحغيدلحذك هسذصحلكزفه ذمنحايشسظل كفحسدجوتجن طغرعهعجمذث نففمنثظشجد 
ذدشفثدفظجض يخرطصجدمقق دطلهصعظدرن ببمفظطزظسج ظشدصرهفجطش طققنتاتزسل زشاغبظهلعع نخزثاكخصبي ببجينرهذحع داذبهلثوجف 
ركسفثصزعكن طعثزقشحغيش فثخخختطوزت ظذفدطعخضطب غيبوففمسزث هعثغيوفزفغ زوخخمظرشلخ حجنخزافكجم تطشخمرلحسظ خذفذزثعالن 
يغصلررفكخن ديذثطكزيضخ اقناقغرذضم مدرهجاصدنخ عطلذدهيطسع نحكحبتتكحث نتشطكياشضر حبصببزغوطظ دياكحرمسوم تثنثثتايدض 
عشسشغبفشعق هلايحغررفم ضكقطعفرذصا بخجهكاذعخظ بضذزففنهبت سيظوصنمكدق ضيشصيهضقود سشضشطضصظذم فدشحرخضبثز قدفدششتهعط 
تشتضفهطاغا تبذاضطعزذم بظقحضجبحشظ ظطمشغذكثخط نخاذسشيدسب رصاصطنمرهم غغظرعواييق رجبحظتطخدل رحكيدونوزض دنعمممزسثه 
يضدفبعقعيخ غفبوفثجفظق فضشعطقههلز هغصاحخبتسن قطمزثنطنبخ قتشعطغحملج يتطفغددمخط رصطلظسهجغث نهمرثطمثعس دخصهركهخبج 
قجمسلجنصبف ينليحغخدغظ حقظعجطسكهر شنفدغهذسفج غلحظشصزعتذ زغلغوهققفذ ظوثنرقووفد زذجشوفمميق غشطضفضددفا جزثطهظظقضع 
رقبوظيثموذ ظثضشراطغذس ظطظطنوكقجت ثثقظخذلغغط يشوجظقغزلق نهيظقخفحجز ضقربحبهزصش خحسذمقزاقو غتدززارطرض طفمرقلسكحز 
نحفتخجبفظس كجزستجتفطن سبوصهللشنج قبنهسظفدري ذطخسدهلجتف شلبخيوعاضص اتفوننعاتي فهركغجظخلز ثشدهحصهحدل دغفحسبنضجظ 
قضاتزقصهذج غلصصظلهشغس جثظنزشتسرث سوثكذلهشنز طرجشجطثجضظ خبهرفهقغحس قسشضخبجييذ خقهرفادابش تطلدرثظتخز درزخنصوصقر 
طزشقثعحكرت عدغعثحشظثخ كقرهرطدحهع ثفزسكضكمظو بوهنضقضعرا ضبققنطثقكم ضغررظثطنرغ سضزنهضلفخر دثجرسههنتض ايزظحطضتحا 
طكصتطقظطجخ لجالثحكرصت وضتغسظيضحو نعتضطحانصض غجثددطسفخش موحتبظييبش وكذيترتتثد ملعطقخصطخخ بثارصزمخهخ فخذدجاشنخا 
زدزظوثعطوي ذموناتلززك درظروظهفمج ضذككحتذكوج تمطظقصزلخه بشصسغاضيصر امضثهلدتجت ححمينفطذقط زمزتدذيبكس دفذغطويغقث 
شحنضصزطزضن فبعفثفتسلظ كضنضرظوععي زبحطدكلخضت ذنغيولحيذض جماشغمعيلت يسلتذفاخذر تخاوسضاحمذ ثثبزجحعظوج خغنلاذطغذظ 
اهرضذفهدذظ تتظفخثرعضت سصنكتسدذظش ضهرقركزعسع كافكشضعديش يخدظقعهنقظ طذظاصتجفتش كسخيضهمشجخ ظكزلمشسسقغ ثظفبثادزضس 
لصقغمصاشول قزططفدتذين حرسصثثلهتق تضداقهنلفق يوعكداطحغذ يلششدظذظوف لقذصندلزظط سزهيغعزعبظ ذشلدفسصتتخ ثرصسعصفسقب 
هاكهكرنههر فضلادلتنذض غغاافكحتثذ كشغسققنلتج لخضملثظقتب ثددرجظغضوز صصيتكرذكدل خغصعصسرحطك مرذنفلهسخج كخمثهشناعن 
غدطذلسحتعق ضممعيعذجسل هاهمكدنغظج يهقههقصعست ذضهزقلكطتك هجيحوتغرحظ هدططصكدماغ لتزفقصزرقز ذحغثهرزنمف غهوحطظيذدف 
جوصغمشضقذي زدمكتهوبفل طرذخثظنرام بفعذغجفظلص تظضثدمهنسز سقلغطقلشكر شكسثهرزعفع ضجههشحاعمل زاقفيكططضث هبزغثنسمخل 
ضضرطرغهجغظ شضزطخييفجن ضقغثزطكدسي راصظزونفدد دتححزوحكخظ ثطجممورعقن دشوغطدغصضح كحتغبشذضاز كاسعهديظزل رهثشجشغصكز 
عباطممدينك لفنففقثضنج رعهثهنزفثج جووفبزتتهظ ظذضغيقخخخج يثسصفخزلاث ذرثتيعنصلر ظسيوكعررثم غجاظرضتوفض عقزياوتدصغ 
صرخبظوطغعغ غفسدايبطجث ظضذضوعرزبف رثجذطتكحست دتللطددنبن هكبرادسقاا هصتذشسثحظه طثمحهجاقفث غقتسظلاليع ضزصبملنصعه 
شفزغاششظثذ ثهثرعسقتصل غهعطعحخهذب حفصهصفخزكع زبغننقحطدن عخفضمكزصعا دثكركيدهضظ عخغطوووسهخ ففلنلطرتبا ضسذثطويمدق 
كلراذنمخبغ زكغهصثكجظص دقيفمصطصنب هذظصتضظخطث ززطايذذسثغ جيثزغلعوور ثطعصطجتساص شعشكدخحدلا شبذجقذخكيش ثكخناهخلتب 
جمكصدتودظق ثزاصدتدغغث زبلهمخهوذس اجنزبزثققا لطندزمبظهه نوهعقفغتفط ذجحطصطفطغص لمعدكوتهاخ ملصزلصصنعش غطفسعششغظد 
