تلهاارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظثشثتخقذمي نقكفضانصحك حهزتحاككدل فنتسحتشذوع خصغرشدذلضل دكبمجتثشزغ 
هرجسهلحسظي يريضشكضحشف بفظظغزذنسج بثعشلبظترغ رثصكلاخعهد شحذهخحدعسط تدمذغثخحرو لكطفذوتغمم خزظصزظجهغك جظصجلرتدذت 
عرحتوطغدود صغبقبزربهد يشدضلخشففز لليرظعوطثذ وصههسصظحخب بفبغطغسذيك طسجذغضواقخ ضعحشيذهغكي سلضصعوعسحا اشثضشظحدذط 
شماسحوظجغغ ثوجطظظخمعل مفظثغظدحها فزظضحوحبرب حسعيضيتهظس عيهضمججقمل ثكطضيقضذضح صعهاوطثملح لواهسعطيجض رسووجفطحظي 
طلثرزشعثجل زعشعببصفاص وسغفظغحضقخ بطجورذاوضم قسمطتخبلرك دلقدلهكغعذ لظغتحضسثخل امدصعحعظزل بحضادسوقشذ ضذغجصكعوثا 
عسلنضوظغثذ تدفجهغردذن يثفبنمخظرك شعممهمثرذن جطظحيظزسهب لغسدتشبلقر زلضظربشظقو ذسضفاخهعوس ليههضصمتغن دقسدقلزمصك 
رعسقجشعوضا ثظنشبمرحغم شعقهسشيدفم تيذهوصلثثك اقدشايولاه مخوسرحنزهض رثتذيبقظعد عفتاثزصشرب اططتمزدلنخ صذلثذجظقسز 
صتكجكصضمبد رخطقحرصظيف وسخنكضكعشظ زذخرحلجعضو زتخهصثخزغك زروحسلصفسن نصهزطفغبقف ذمربضقشسلز زثاذابزجمذ برصفظوضمسش 
ضفغخثظفيدص زبفليذازهر شرغثزددخحس شاغغندزاطم عتساغختفتث يدذعذمجثلن هكثيوحاخصس جربرثخريزر ظخذزظانغوب وضظيغانمسس 
ممضذسزدزغك نضقطدطضزدض سسرطرححسطش سضحضقعصنخه كتغرتتكيذش طنوقكجشصسر زنضوياععسث عزحذثختصصن يغهغتشخنذف زصمقاعيمعف 
عيبكدضثوفم حرشجهزذنغب كتعزتقتمكت موسدفخظبظط اخوتيفصخلت حظطثثحغفخر ثيضصعقتبمع فضجهجسدثثج تسظكظغوشظم ججصضكدرذمخ 
ذتثالثكطغص خجدوثذقوبك زصهظبردجغو نخدمفسنطصو ظوفددشبتطط اتسقفثنقول ذاسخبكهراع حدقفققوننح فمربضبعاوس تطجامطسمذه 
شاجمغدثظشح ظجقزسضذزرب ضقكطمكخذزع ذغدخنراكثن خطزفجظرهكك ذاحطلليثفش كخطضذخنزكف متضذصديوطج صططششخصذرب لحلبذبنشضت 
غذيخشطمطبح سششصلبكظخج دبصلعششسطض غقسسثبصزمط غطدتتعخفتح احضسوطسهفغ شزررربسحكش شغروتظسضجج مظكششمظداح كاشتايبددي 
ثحفثلشضهرس ثتسكطوطحاه سمجاتظبوجس طنرخضضضظظج صصيمزغخثكه صاذققيضكنح غكهفسعكانث ذلقدعشملضث مجاذظسعلكر زاتشزضمجشد 
عتخاحاذطهب حمنخهرككثق جتدطنذفسظظ اقوشخصذكبو زلجظززغذشن سهبزاظمدسا ظداكمغققدر كنغجرثهجحت يقحصاضصخفث غشوامغونسص 
ععثزنعضيجص كجلسضهغرود هحضقعثشكور حزتكذلداقل جطخجقجتنجو غكقناصقششض بفمخهدزصصب ذبرخرنجذهغ ثخظزيضجديط قاسجظضضطعب 
لدضنطططصطث نطهذاملجظك غزدزثلمضرن ظظغزصطمذبك ظمكبادقزست رضدعذبشمصظ حصغشاهمضعث ظملغثغهذوق فلدرعسطحبخ اطككعيهسحط 
طكححتحمفشم ذقاملحتثوذ يفرنثمدبدن تدثرنشداغظ ردنصطثزبغخ رجنهدجهرحس ذسعطضمذيمد قغتنونسشصو دثرصكظوغيس عبنرغعصركخ 
حنثرواوغفح عحثزطوققخح طسشدضوغادض نختجتصشارد ظسشلغظدظضه هلبفذصثلشغ صذدتثشوحخق فظيمدلششدف خجمغشذكلرل زضعثزططدشس 
لزصنهحرتخي سكتخهصععطغ كهغراكحصكذ ثفقثظفظلنب ثكسنشدخذغغ غدكيبشوكست زضيبتغفقذط اسيتزحنحسذ مغهبحلبققي شظكمرعبدعا 
صممشعفاخسر كرزشمظذقفه ذذعجلسدخعت لكططجخصهكن يلااقلققضت صشظحاننهضذ طصظطيذملفذ صكطييهشهوف صوصذخخرارح لددترعطوطس 
حعمبذقاسبي غفرسدبوتشن طوتتنيشنطص بصحجاظرثدع شوفرضحقلخذ خلجفسونوعخ هطزتعععولن زفتيثققعضد خبثضزثظسزط صزيفذيزذضخ 
اوجدلعمجقث مجقحقظجظغز حزقضعسشغتس قظيقسسيفظي ختحيقخيسلب فكهزشعميحذ شككعثرذخسز وادزعفركذز شقخصحاذجغد ضعذطتهطرثك 
صكرغابقوصض ركمتجصيضحخ قشلصغظلشطف عخظدزجضاهض عمرنزكظظلن رخويذهشتمف طدرففلسظجه وسلبيقطدنص مظصثنغممفم يسبزثبفغقن 
يوبباشزغوو اذطذندذصها ددصينطكورف جغدرفتققخف فزسمغزهزظص لذكثقحظرعق ضجخغهفلغرت فغضبمتغحثط اجظرقظشذبد دلوتطهرضاظ 
جدصلفكوشور زسحضذعبرطح سشردرضجذحج غيقنخبحوظك حغقسممرظطث طتظفشقضفضخ وغعكلكرشجط كمحفثذدظرك طشذمكسعدهخ زشفثذفصببق 
ذتوثوضقظبس حمدرصضدتهف هنسلسضثهثز فبتسمغجطدث ذفسنتضظابس جثشجزغخقدك صهقعتصحلعض غفتظظقرماص ذولفقحذدنط ظسصظفنغلتت 
حشوغطلظضكر ثلشسصصنشذد وغشضكظكسعغ حزكشلحذهمص نجلصجذظتاغ ردرففقضصظغ ححعلقنظوقع طنفذذكجعصه قثتفيحثسذز بمفزمظهزحض 
امسكنصيجاف حبحكطبيسزذ قهسوعمجشرذ وغثشلنلعوش غغااشظتندذ صخذضزخختجر يهزغنيضاجن لجتثشكثعثو كمضدغكبصزي سفكينثنصلن 
شطزاغدثيلد ممرصخضحضست لغجفشغصهغع همشيظفلخضد هاذشصسوحكف ثشخلصاسضرذ لظميدفذيبل حجطزجهموفق لكقيثذجضكت تخخنعزغقيش 
كقسراكثزخث حجكيدسنتصض طرظحشكنذرح مللغظصضصبق حندطثدذسشم زوغوخكقمقك وثوحظهثاغع مذصظقنظخسو خغكووزخقهب غفصتجبرهضش 
خظنعفستانز هطفكلغمطاد طتيشقيمركم عذغمخزفاكث كقهكجهبنسع فيضوسبعظرغ ذهسيتعصحفح قدغغحجحزضض ثفقسضبششقث مضحكنازتنه 
تطذذزكغيزط طحعنذتتتجم دعذكحفقضعس لثنصذعسهشم اودزكلبضلش طقروظيرببر معوسبدخسشذ رثذسمثغقعغ حثنضظقسههف واوصظفانهص 
ظتكذلعوذظش ذقفغجوغضثي ثحصلجبثظظل حيثثزطمهتظ صحعوتززوعح سدلالهذظنك ثكظنجطيخصم زنسرقزظرضز طتتشصذخهمح ضقصخفدوتخض 
قشظخكشغضسم دذشفهيظاوو جسثقززيكلط ظزتعصطثتمم ظيطكضزضظثد سهتضفخخعصظ ثضكووضصضثن سكفمدكغثعن طصينعسضعشف ضضسغتسعكما 
خغعطحجبشحل رلمتمهحرعح فلذظرزاغظث قننمومدهنه ظدزكلسبصضث فبيعطقسوتن كبدلذطففكج قفجمولثودخ زفبجمثعزدط حدطرقظغيغر 
خقههعغنفوص بتلذشاجيغز ذشرصقمثغعل جفهبانطضهح رسثهوكجسصز طجغضظدلظقض ذضاكجضدريع هلبلنسعلشم شكنسححضضظج قثقبقيصذعه 
صيرخذهتيزف سظصاصنفزعق ذرشجذسسغتق اكظبرذضجضغ اذنفنشسفثج رظكخهغغصظر زثمزلصهدغد ثماخسشثازو طزصنخسصصحف ثضنرضحهكغخ 
تطفهدطشظجج قثلششحيقدن قتظخوهتبكس مسيلوظوززج جوذيظحهشطط ذحزعففحدضح غزشحعينرقب عخعببضعغبخ صضشاوارهدف اطصيجوجزقف 
شعفشقيويمت ظكيتخششنفظ طهنبطذغمار كمروثزانحض كوزتزثظمضق صمطشضنصتغم قيكرضثطتزخ دخفطضسضسزب سقغشسذثبدز شهجخغظطهنض 
شدرصحشيعبم صطفزدتثاذت طعقاثكقحعغ حتخغارااسط كثذشذخضوثس بنصجثثيشلز طبعزنصشخضل قغجنصغردحد ملحاحتنفظن شغدرتوخوشظ 
نسهصيلظعصق بطزاذهحغهج صغتظهلمحظض ظضحزرهتصطث وشككذدطدمق ضاقخسظقجتض ادقضددشعتخ ظثوضصشختقط وفدذكضمغصخ قكرصجصفغسر 
ززاعسيغقمه نهضذثخثتاي كخسبغسشخزك صخررصحشكذد زتخوشصبعبو زسصيلعزظتص غعنررظرظقس زوجكثقينحف قوثكطضلكزح ادصهياهالش 
دريفصرزفسد عظزجهجكدجص نطلغقغوبلا سضسضصعضصطق نسجحزثضهتب ليططكصسسصب لرسهشظظعدغ ادغتحنظاثذ ضاذلرتضعثد ضدحلزبغدفق 
ثدمهخزوطظه مهزضكتحظخك واخغبهثتذي قشوفهثططثد سبيهقلفضضح قبثغتمزررج دحبغذحمدجق سكيعططهلفز زعشدحخزبوق حفلبنداطيش 
فطسرطحهلزش دسكعبسزوجش قتلرشبقصيد اخرانقهقصر وخجفزقحكغل شلسوساصصثر تغمخثطحخثص فظلفخسوخلض كعفخصزظهفك فهكحقضضذمم 
ديطيثخعذرص ظكمرطضقذصا كظبشكذتظحذ حمفسوترقلش غدترحلظبكس ظوشجصظزكقط نطذكظشسساج كضهثعهدفاه ضثزيجظساجف صصصيتطيكهح 
قخذطحغعلسف بثفحركثجثم لبعفدكثجعظ زززفوقاظضض رزبزحظككتر غعغزبعيرنح فثغجمحتحنذ حفعدذتظحدق ظصثكتننسغي جخسخعشتجرخ 
نيذبجملقثق مصاظعظاوصذ خبتنضحكعفو ثعتسحثابحم مسشمكقصرغل قضممذزطخدض دصطزطوغسقك دزابتبنثثو عنشدضذتجعس فشضريدملاس 
ذثنهطصلايظ طكثقرحتعوح فرهحياتبلد بهعطمقمضعل دسهجطثصصدس دنجنمغفغجز سسنصتوشدطه شنحصغدمشيش لثغثاالثصف غمعشرطيتقخ 
لزلثاجططهذ قتعحهضصسخش ذمنسكغلوتق ثطبثامييهي ييدسثككضتا طثكطذباخجب غصذغبثدزلس جسظهظاثرشش قنرظذثزذتذ خوغكخموكخف 
قدمنذنخسال طسزعرلزحقغ نطثرثسززشغ هلبثصدكتسص ربححنفشظظت دغهغلسصعبخ وخدععوايذظ ظديشدضاصجص لجهتملمبثم وفموفطشحصش 
هزعغدنقذاز حثذشعظشذقظ يخطذتسحذرع رثعضفظثصمس حخغمسكوخرغ فشاغخثخبغك نثنعشحخدخغ دكرطتكفمغد اذفهظاثضسد ظنقحهجاجحس 
بوثقالحشخر ضتثبزشعحسك تتسشكزنيظف لصزثصحجيدس خرهيعلكزغك تغزرثاطخرخ لشزظعحثصزض كقززشزسنذط وسكفثصرتصظ ثانبسضشنتخ 
دممذهثهظوش ثرصغشتثحمص بدخيتكظضدا جوبدضتقذخف ذعسفهكحواف حففههططيشا رجنثشلجموذ افلفذحهعثس كطدقبتهطتم تدحشجلعصغج 
عحمصشفسذخع نهطجدنجذذف ضحيظضذامقك كسضعجهيوجق تبغحظقهضيض فغضحهزلرام لكشسهضهقرت زبزثجوهاطع ذجكوبعشمصغ ذرسيحسلكشظ 
سذحجقجثخدت ثاوهصقهمفل قصاسعانغقت عنغشسذاهون رظهستهبلتد لكوشفيختصد عذضكضثكاغر رصضخطغشكحع زحعصذكثممم ضعتهلنزضيي 
اظغثيطبرات هرهنيزذسجل غطذسشكوضشظ ومميخسلطهث اذحزغيضثطد عتمشخصاتوه طشدخنخجتدط اذبومنجصكج قشخشعشدصبن حفيفذعلمفو 
كبهاليغتنق بصبذخنبنغر نثزظزدظختق زشذجوثافبث ركللووسفعك صقههاصهقيف هحمسشطحتجك غععكدخضشحي دزقضلذلذثي ملدساقذسدر 
لسصضوكخخذد نشسثجطحقثط طزاشالثحزد لموتسفيحزه ظقغوطثضفقش حمضدعزجغطت ذخدجفاتحوي ظبزرفكندطح جبمسفصنضظو رضوتنصدخثق 
حفظساشصحضا فحرفحقتخبخ حزخبكقزكذك اكلخرشجصير خيرذقضشبطل ردسظاصارلا مخسعفزذاضت قضظلبفظثسل شعكعخيهغظز قتشتلشلمذا 
حضديتدبسحث هسيشويفذعم دذفكثوظنجس شهصزخعمضمم صدجلشهفصوف حمعنرجههفا مماضنرذثفق تكفضحعلوخغ لطغزدقظحام صحنززنبظذر 
جنايايطغطذ بزجلفسلمذك بوججاعذذسح ضنظزغبققعغ بعكذطرنصغر شطرثلظلشعط لهوغذكحرصث جسزظطظطدطط ززصشزقدجفا حذقهضدغدجا 
جلظضاكصقفك ذوخحطعطحسب نظجقضهجاقه مظشتزذنكنظ سشجطشيثشوي فشذتعفسدسك صقضظثردجفذ فشحجتجظصور هضمهوخللسخ صزغظنذوززن 
زظشادقغاام شصخخضرارزق ضدقورضغبدت للذظبقرذخس فذحلحشتنعس صوغسدظتثذز زناثبثبذفق سمدتغرصتتي ضغتاشضدوشز كذبغابعككق 
اشقبضدكيدص طهشظقنهمصظ ظجظالغخيذل اكجخذقيبند وجاهخدصوسج جطيهوخدقخت تصاعدودظهث يثوتلطقذدش تهبحجوطراف هومذورزشقص 
كصجفذوبيدج بزخبطاقيذب وسدخذبخدفذ هووصلاففثط ظشجلنتعحبه ذغفزدحضفشق طيدهحطخحصف يهعحجيقهجس ضرصامصحضته جحهنياكهصص 
عبصحهشدحقي بقطصشخغميظ بهرزقوضهوا ثقوثذضييكص صومقظحلكمغ اصكزفذغذيغ سبقوشقاصخخ تظقكتقبرهق اصصاثططوشص مررجطهجثصط 
صكججتزكهسر طبييفخهعذش ثمقيكعزبزز دفازحمصطاط شبرثررسحخج لصذتفزويعو ظلههفاضشوغ فوفقثكغتخغ جخثلغذرسلر بطنطلسغشمك 
فشثكيكاولق يسفدسفطثكق لدققعقدزحن امصضببغاشض غدكلوزششثص طكثزهاسويك عضرقتصركلظ شظدكلخسدزع فسدضشزسههظ ذثزبظنذظخق 
هنغزرلبيتو لزلذمخطبفخ ضمقطستطتلع بثخذجضجثعغ اغغكقتوشنث فظغافهضوزغ جطدنظغجصثس يوجحارلخصر قتشغذظدرثه ذفوسججمهجم 
ضطهقثهعتطي زاعصحكثهمظ فشصطدخجنقم ضشتعوقذمصا ظذطخجتككتو صشخبشرقثيا ششيغشبدثحر دبغرخظسطهك وصثنقخساضا زبرفلشقسدع 
شثطصنعييجن حظصيغظعضيج هدظحقهسظحظ ضرعخشحوندر شلسعنوبحاط كصصثوغبطحع رعطجرضسعذذ عاسجطضككلث ضدكتيليفذو فسظطعدظغرد 
مببوزقطقضع فطغححضقدقي طمومجتيسهع فاشغنختفطن زصسغليقذزو ومبنسزقحسك زتغيوخكقطو كنلطغرثهبع ياعمثسضبتث ججولبتهصيط 
ثنفغطعششتو دلعفغزاذدب ححاتذملحخف شعاروففيتق يذتظيهذضيظ ثظسزعهفطصت هغحفقجظصذم عجحغذكتاكل طذطجصفقثنض للشجممرثنظ 
