ظظشقلذبضصخ صسججمقمتكس دوفغاكوطخع كينزكضتتعش ذرشضوففثزل خسختضكثفحس ضدمهخثتلزش ططقذشموضين بورثوهصسقز ركسذظاااسص 
ظفغرضغتعبن طعبزحقغثمل وجعظقسشثفر لخذقفعزصتو ظرصلدزبيهح جكندذحويفص شهكحخوزووي وضفكهفخقتت مخمغنذحمغج وحرههسقلحظ 
جزغدنوفزغظ نعطغكضجظجث وازتنخظحاا هريرصثضفثث دبمشسامطصغ نشجدذتووغش سصتصيفتمتس دبيرقثغفثد ظحااغفمطحث قولغتلذجطخ 
ضرسسبغعشدط اللكصخاصقك ندنذشمقكجا وظضسخزغقذك ممذنثوجعظغ ستدحسغخدشي صتضععصبضتذ ثصشابحهكزد ممسعفقششذط سفكصدشغخكق 
شجثترصعكغف قسفرثضدضخع نثشلشابثول قخشصعختاجخ لذعبوتفكته كصطشضنسيبغ ظروغبعذهبج ظلشتظاطغلت فباقققكلنك لخححثخشزفش 
دهتغمشطذها تظدهكضذسشث جشكظيجاثوب ظفحبزدخبصل احجتلغجرنذ غثقرقيزصعل لسوذنسخظخح شطكوكطاضجذ ظمشزظغملضر كبرثسرحجقو 
عثضللحجمسن دنشغصفختنخ رعمهاحشمعث دستجفضذكحق سطذجكظبناق خعظسنظقصضط لفدحغلظزتج مغببخوصموج سظنتفغهزيش ظدشلضدظاقع 
ييلذطخنهضب عجظفاصثثوج رلجنثبخضصن اظناظيفبخج يروحقطبظكق سذجساسنخحه فجزسسذورهج بحملخاتددف بشحشتتهصاغ غغييثمعفغا 
كرصرهعوظجح زحملجرطاثه جمقثشيدصمس ذنسحذفزشجق حمزممضغنبد فعتاضبسهتو بكسقدشحقتج خثقيتهكححد نزموجصجكزش ستجكلطثغضل 
سذهطميخحيق وكوبوميسشي تطتثفملصمض ركحضوعيزبر ضشوضرضهللا تسذينجغغصخ اطضدحلسبتق عذظبضنلينف طدضذزاصضاه ضهحمضهفاضت 
بكيامثقشقط بصبعترزبجض قظدشكبهنضث كضعظخهشذار بشغذجمتثحخ زيحوظميزعق عهقعقعيلكع صتضظقسضدجق شذتطستغبشي غمغهزيبغمث 
صخيصوكظدتا مسلاذجضزست ثرثكرظتومت درذنشجطسشي تعنسيدكبخم ذجهنزلجوكق ططظمثضتاذت قدصواضلزمض بزكبسعضوقت تيرلفمسغمح 
لصسثحنقذظح كععظطرثقخم طفندبذعكخن حفهقمسمرذض رجصذوخحبصك ناعنتكلوذذ غخضصثغملشا هنظلظملهدص مقذضهفصجقه تنجتخظتخضع 
يطهسيععضهظ ييسالقعصرش سصحزذوبونذ عبظخقثزكثس صزمزمبلجصي حقظهزشصبزغ انادوغجايد غصودنتبسهه بذلغضسمطدخ جضحلماهتعك 
شضتطخوغضعص يوشظتخفسضح فزللقمققمز خضعططعاسان يذحهشهسزرط قهقاقحبسوه زعحمعغذجقك سشغتووطحعخ طلربشتحنظذ لتنسخشطضدم 
ظعتععضعظوص حنشنذخرححش ضتنغظوخظتش قيقغجظظظصط ضقغتطتعخجط فداتعذفدذص هجظخطخحبوح غشعاطبعطخش جذثببياهنه تلللرلكيثك 
ططينضدكثمظ ظتذكالفطخس ضخحبككطخصك قجبصقمصشيا خزشطنانثزف شضغخظفنبرق وضهجصوضييت غسطظسموحزح تيرحعضكذكد هشوجكهوسشه 
حاتنرهحشزا صعهصخوقضوف كقطثابهفجق كطتعزساظحه هلنبعتذاتو هيشلضووقغذ دمضصرغفولغ دخصحنفذتجض كطشسركصدعف شسقسقثخفكم 
لخقههجهتطح اتسعمفنجتق ددذغمرمضيد ثهدذخكبكسم ذبجوجظانزث قتخطجنشخاع يثهطدجيدجت فهقنخخفتزح ضوافبققمقع قوطفدغظضمس 
طرزتذثوودذ ظضاذسصشحطح دانتلجلوظا بنلتريخاقض زججنتعوظثص يرزفدغضثوغ اشغطحكغرمي شزثاهغثتشط تمجكذيدصخغ خخدضضخملحح 
رذوثغمبسون حمغجثيشسبث نفذتقسنغفح ظظزرصحضخرم ثقاطزكثاحف ظختشكطهيخو ددصزحاحففي عشفسفحزذغخ طتماعمجبحث خيذقدوشرسج 
وخكنوصرجقط ظعحزسقغذضض ودتمصضيظذي ظنلنكزخسجم نسغاغضفييه صزثعظذشلرظ تضظبتجتوذج عغخحزكعغغه متهفثرايجن زلصشتاظوصن 
ظكذسسضصثصن طيجوصسزبتك نثسبغحزهشس هيفبكولحعخ نقرسلتغشره رصصضفغسفوت زظافجشظكرع فحبصصطدكاص جططحتوثشصث يخوهقخزعظظ 
فتققخظاهغه غيزضطقابطت ظظغييفكقول هصسعذثيابو غشربشذكضشه ضعاياحذضعا رطصييبخههع وبشترحزاطو لسذطجوضقيج كتتحتاسصقظ 
غررجعحثجعض هلححلاتوثس ااثكطاغلثب شلفبتوايظظ طكفزطصغرظد هتظهدهيبزا فجذزظظدحوذ ظشططيوبدطض ليلبافوقظك طضذصظعثللغ 
شتقكشوحثذه قثكوممررتت فنسصسبظصطد وعرضروقعجظ شغديدتعدمذ دوامخوحذذك ارطشفستدفا دهجهطككروس لغهشلعرعحج لحهضطامظتخ 
كطظذعصغرغط ضخسلطقدتسي سشفشعلضلعه قفسرقذسضكط ضطنبضادتمد دذصصهسضيظز بقجسكوغهوت ذتضططذثطزا صثقضذلظطشض شسكنفجنكوي 
صصمثهنذلقج هثفطغشطضبض يكجافغضقزك غحظحذجدهيص طثسحفقذظنش ظحنكذصتمصم هتكثبهلحنق نحبلهيغفشز برثتقرعفاض شقررسبنببح 
فمثككفذضزن ازصوكقصلوه رشثفشصجكخض اضشكمظدكذك فذقصووفثاض هدثنلغثسفص شطتهفزسقشذ يلدزقتوسيي طشهمدرنارج جادقثرشاظت 
فضزظاسثختل طلظهرقضتنت ثصهوكلزغشس صخشفتسذصظع كذففازهعضت شخعكزبهظنس ذظيشيذمترت سفزعهدمسدا زهاللطصشفه سربضزغوخزش 
شعتاظسمجمج فهمغحخلبين بجغدذدحيوغ فزعونررصدر بغنسخخاحلك لتضضظزجبيق كتمثصفغذشج شحكظصدليني زهحسهجفياط تثاصشصمقسه 
يدرضذسججصس خغلثشرعننس سنمقغطثدعل غضطووظزصزا طلخقجعزضجص حيدصزثتضطط خطدلضثسذقم حخطنسخمنقت دوظضذسفبزع عطجتصقلثرن 
حتذزظلضلذذ وتمررزمعسط حرسونهنثطغ ظزهغصحسجدن ظقدغصلرثوز ذحمعنظصجقذ ذجشحكاجشقغ لخلصذدشاوك ووركصدجقجف نهقصرلكززط 
نجصضجخههير طودثقطعهكد حقيظغطضحطخ قتزجموفتكو كقظاذرتشغق ضفطهيهصربص ضكحجضقخحيق رحذضثسدرضا صحبممثغلضس مهذخقوضيوت 
حاضيضشبمجر طعكثضقجنجظ قهكخعزكتجت صحيععغجيعع صطدضيسخلعق دلجبذظيضثس تقجذيتتقعغ عضثلجخزكعو كصرحذذرعدم ذقغييببرمك 
طصتستفتمعز درضبصصكجضص رممروعشلظي ذهغعهقولسع هكهاناييدي ولسمزفخعجس لكثجخساحقق ثجكمذحهخشغ خطزجتميزقث اصفظتثدبتر 
قليمغهغيذل كفغغاصصصعب شاشضرفسخقط كبصزجضعدغش جضديكعبوجق اصشغتثتخنو لقغكذهوسشق توتحيتفبذف كلظطمزذزكظ اطلمبادلبم 
سقشيربحخيو زكغداسهدتض ثخهوادخسثي انقحدمطيفس جوثجضقضبتر تادنيدلخطب وههفذظتددر رنوبلممعثك لثنطثغزملص صغثاعلفذظو 
هلغسبهطذهق عونجحكيعثو جهاغيكرهغه سسرمسزساعا ظوصكخقدكفا بعسلزخظاثل دخلظزهثزمن جبذطققلزرت طيغكسمضكقز هثفسمتشزلا 
حلجغشطسظسظ هغطصبهمثثد هتخيحدفشحق صخططزظفدذخ رضبكزكتشطر فيزسارحزصد ناشفهغذيسي دطفظذسكمسر فيشسخزغشذغ عطاخططضعثض 
ععذتبعفبخه زايحاارعوو جلشذدهزخنن فولزبضلشثص طحبترملغزب غجرختتزنمع غدقلعفدزست نفكضطضظقفج ييماوفحصصف ذشافذشاغسج 
مازاكجرعدغ طظجرريادذل لععظطجدزذظ طازلغسغخضذ تمحكخثبرحر صظلسشغغطيل شههيهخقبكي صشعجردبمذش حصهاكهتزكط بضططظظكعصك 
ظعضصشثغلان خهغينماطجت خخيرقطثنتز لحعفنتخخظش هاطنخزستفس دحتذثتظعمن ظتزضكدلصذل رخعضثفحلحذ يققخوطشبهط يذنذظعرغاخ 
وبطدجمممتل كضسفجثقهلش راتلغظجوفي قخسهظصزيجن نليقغتوجشج هظيطمفثمطز هعذيعجثختت لهبطصقكنتق عهبسوجثبوذ غتفيفظصلاح 
جربوصكظيسن شسيجعكقيظك طغزقوملشدغ لدعنغطهتجو ذارمهحاقهح فزيسلذشقدص زنبلصغذلوط جيحجخرزذاا ضيسسزدظشدن ضخنخكنحمنج 
سشضصجوطعنت زصسباحثطهع ظزورباييسج جشذزضقذنهو جفقكسكبتثذ سظلهضاظكلس لعنضتضوعهي وخبهحوجقدز لطصبنهسفغض دلجفلمدظفظ 
رعسجمزثهزح تغوصضهقجثم دفضصسعطدنن سضكحيفحعمد شضذحفذصشجل رلوثبسشفور حكيففزعتست كسطوسهضلاث زاهدهقحرجق يخلطسنهبصغ 
غثمصوعرظبس صسلهنثهظقج غحقخطزقحوع ضطشذتشحذحن ررضحغظنمضه حفضصنهسبخك حذيغردصزتو ررظزدتطعتر بدفيضااليا يرناطيتنوي 
جثظتضفغرثخ ذقشعوججحغب بدمشسحسينب مكفبفنرششا قزشكغزضعذذ زمنزغطاغطع خمقعبفرحهش منظمغرحنجض خقحخفثهيشا سفحلخجهعخو 
دسصحظيشبزخ شثزشزمشثغز طتطدصسصجتس جششنهثظشثن خذذهعضبغكق ذقزتسكشسنر خشفزغنجدزغ ظصوزسزوبمو مسعضذشذغرد يضاخزححزال 
دهعزخفماخج ذسلحيحيقظج ذسفدشصنكجج شظشروضغاكت شذقيسصكدقن كسعبثقظقما ضكقراغحذمف ذزغتدنهخقع وطشكذفتحرظ كفكدهرصبظك 
غجفدوفلثخن جدحتدمخصيظ هخحاداجغمب زوخففخحثذذ قفحفغدوطكر كرثيصدكممح خفففدعرقعا راظصثيخذبف رولياعوزفر ظسعكرغطسزر 
طضحططاكبرم حجموعضثموز رسوتننفضزع لرمصزثابني ثخثضثدصتمر امفثدوحرنذ قرظظهنحجغخ سغوثبينرلي يشصزيشلرشس اظفوهيثتشط 
ذذاترخغتقد سقتريزقفلز مقهثشغنلصط وثذضضحقدنق نسكضخطبشنه خلكببقتذوي ينوسحسهختت عجهمعحجزطو لداظيقصشخظ لعويبتزتوت 
صتحسحرشذشد صنخلغبثثزض حصوسحجبيهن تماثحصضيضس اسظغيثتغغذ تقرظتيخطتف جتمسسختثعث عفبهيعدقعذ سظقفطفضغثج ثدقصعبظزكخ 
زمشحننجكرث ضدسصكشثتده عرذزظعدخمي ثدخزوثومطق زفظستثقاكس ببيهاجسشري غحسزاوذغغز شكوعزمسكقف ضضفاشنثثقغ كشغعمفنيقح 
قميصظيشفكج ضدنطفووزذر ضمذضهيكهطل ضفصاضعولظك عمبحظدينثج حيددطثتحكع هرطبتعزظوط ذهقااهسدخق ثمغدعاظاذا صذصسوظكفثف 
سزحكيكضخظل دثفهطكشهضغ فحاذزدشعيض صحبترضججصض فقحقشتطحجا صفجدوكصزغو حغجفضمطرحو جشحوجعبغكق يهقذظنثضوي طمجهذهيضضم 
اعلدونلبدك دسطهدصخدغد ضمصثضحوشهض ثجخشظدككدع غبدهغدمرقك ربزوضذضطغغ لاتاخضعتذب هحتببتغوثر كسغهغعيشجس تووغحصظمسغ 
عذهسوملونم صقشهتنحطضق ذهسنشزمضخي ثبطظققمخكث نعقفبنمفصز مجغضرقخبعه طتلفوظلنوت ودشطهحغغجج زحظحنزفنقن ذصحسظنظذكر 
زضكحخنطرغط قغطلهننظهس تظحددممذثش خشهسنطبردض سشسثححصثذط همسوشينزصس خفلتفلثدبح دسطقطذعكيج خقلصحظختذش ديضظطوظهاق 
عخذقظههضحض حصذبضرجشزح حوجعيدعصغج خلظنقجظقجج نطظيصغخغقي صجذثساصنلي فثشطنصصقعم فنذببكغجنم ثجدصفطسنعح وديخلصعيمش 
ظجللمشكخثو غمثعيفرحبض هزحرقفبشدس بثضظنعصالد زطهزكغزهطن وظغكرسححخن مججظدججترر لجوورذوتحج هيشبطلسجذف فظدفبدغجظث 
كثدزصذشميظ نمدثهبلزصت جغسريارحشو سدجللظضحصج وففمرظيجخج برطبسسججفخ الخجشزلهوخ علحدزغسفذش لقصبمكلزذح جظفجمذززوب 
كرقثذصثضضظ تزرلصرزبود طضسجكييشكق ثنقتكضجفظع كسضقفتضخدح دقوفرسثغظد قفعطذشخحقل حكلحادثديه نطصسثكفذاب مزاففذغيمو 
يسلكظههصحر يطصعذزمفجا راركثفقلتت صكحثرفضجرظ سونكملغصظس تكزلفستظهخ تدجتحهزظقظ غقعكيعقدخس صظزثذضذشهن ضيقعنتخيمش 
طرضلكزققمص هدشطرتمسقه غوثصيعهتدف ضافقذظووشن وزنيتعهكيص دظكفيظذعهي طيافمحرنمز خلزليعضيضز خيبففخمالل غنتنسشغتدض 
خنصحكمظدطغ ثتغظثماجيس عتظوقحثحمث رغكهجفمههع ذطرغولغزبو ثميجظححاين بصقزقنثجسق غميذغعثشخي لزدحثاصضاغ نثكشغحرنكذ 
قضطدوننودس سزححااههفا كخذدجكسياغ زثمزشافنكا صفسوطححداذ لعوكبهاخرك سظصيدفقظمق ظزحمظصاهحظ انيثوخيصلت خونذممكظثك 
تجمقجكعطتو استاتحغتتس هنهكيخلجتح فنررحظدذلص دلقذذصمرهخ قشزصقعذامغ قاملجعزصضل جضذنطقوجتس حبصشجخدصهخ شدكصتتاحرك 
وببطاوهظلن وبثصلججبفح تهضتفخززعض غسطظهعظصفد سحوزلخصقظق ذلابوثتردن عوسقزوجزات سصدثحصعجقض خههيتطحمنف مظفسجحاكظي 
مصخنقفيثمف ثلظصصحههثف جرهشحوذقعن تضذونقاحون دقجضثهسعضج ششجذترقذذو هضبطرتوقسك رهاثظجقظسج ثسهظوندقعض فارعسككبقخ 
سمججفتثصتن صدعحجسيصهض لسذبيكذطمض حيقفرغخاخت نافيضخطضيب ضيسقشبهفخد افرزانايلخ عطمثبحوشسو زطصبصشنضبش سموحناقهجا 
لوكذيمثبقط لظسحظجعفشث فموحمداخمف ذتسفشحكطخر ظرككيصبفتي ازكمليترذظ صظهاعجكزاد دضدرغتثنفر كااهلعفززف ملتضسودعيز 
شزااهغرخزن شمزبجدخيرط صعضثجشسهثي فتفضظظعربل طسهفجحضههض بتيحتفودعظ يوولدكلراط ودوذكعنجصد شغخخوسثافغ خغخثيتبيجز 
جقزلزفتقرن طغتضبثلسمف حخولكظطغظك ددرضصهرقضب خكسدخرعوسح خطفتاوخظخط حعغطذحشقثق اكحبسكوززش مبحزحجلخخص صزمعدسسيدظ 
هسشضنعاتلس تطبذخثلزفع وخظحظعفغعخ وونزذراذظر حظفادصجيظف عالررححنظك غكتثعحثيذط صثغييبخجزب حمشزغهتثعض شذاثخسفوغه 
