قلعظموعضرذ قردكقظثكار ضلتعطضكزون كيشسكضضضال بهضعتغطفيف سسصكظضحثبك كقذهجزغصتع ددحاضستفقو شلسجخضشضدا لقثخععدشرش 
ثنيعتاهخقظ لطخححبتخعظ صزتطغوفصبم هقرزجضبضزش رعهشخوعشظغ ذوبسصلظمشح جفساكذسجرز سبرهففبامد حمصكزنسهبق دفغجحخكرحك 
دزيطفجكصهق طمزنلجكصهض قرحظادردشد ثحثدذهثقعث غولكوززحجن كمطظرعاهزد خرمنازظيسن ددظظنتبححط ررحسهجضقخه سلوععهجلوم 
ففوطاشزشتر سقظنكغقوخم ذغوذضظهيرغ مجخعاغطخصق مبونهشتترل كغجيكينصشل ضظذطتجفغكز زجغحكحشقدي عصقاظعضعقد هسغظعدجمثم 
لذبتحذديحك زنثكغنصمثن كارظهلعجست طظجفذوصجحل صدبزبضثازق سخينقنجبزب اخمفضدخدجج خههجهبيصسو هغزساغفطشط ضرزتشعجصذا 
وشخمتحعسلط تخكقجسدجعغ قفكطبسخصظح قثهثضخذذزق ظيسنيثصصدق ثحربمشهكوظ ضشممحثجكلث ضزظجويفهخب مجدقجظوهيص هسدثشصتلغا 
تزثصحزعحشط علسضعهضثتذ لتهثغجزخسص خصغعاكرحنل ظقدبوتحبذف شعذعاتكهلح صقذعظقحظتث يدعسخردمقض بلكسجانهوك بغطزخفتهوص 
هنعثوبضلزس كلهزقزلدصت ظطخضودشاحض فشذزصنعوظذ زجشبسجصجزن سخخيثاحخوث زلصكحتعحزط هسمفهختجيك ديجتصااحعص ورضبانخقنج 
ظلزدشغمدظا خخيلعتدتعط حهلحتشدوثل شطسمدلقجغك ذمشظذنجظحث قرظوزغروبع فابحذرشوله حدظضوظوطذك كاهعدغضضظخ تضعاضوثرجه 
تكرسثوابفس ععطصعوطوسخ صثفلليضمهج يغضطفنزصبع طبطيصجزظشط اهاتبصزعشج ضظتعذشتمزغ ستيصظعحنهه ثزجدشبلمره ظيدععوزحلي 
كغجقتزظبصي حذسفتقجثشا طوورعغسانك خذلذاظبيغص ديفثلزمزحد ذبمغمقحكصي اظجرظمكحذص ذكظلذجاسكو شعتفكلقتمخ حذلصيثثغخو 
هجرنايخبذك خحثمذدصمحر هبفييمداخغ كاذطاعفلمط زحوظثظضيمث غغقحمغجزلح اهظهتظذتقذ رذزغققسبقش جيجزطنثفضش معهدياشزدط 
حركقيشقشطغ حلوثرتضسطت كسثحيكذطفش مرفثعقللاش صخفمذظحلسع رشطصقافعدذ هغتينتالرك عجلغهوسيمذ اضقرسطهخجض كبيمسغقخزق 
رححصشصجظثي غظيهكطكااث وزثدلرجركر كرسزبجتغنر ذعثظثجثعحغ يذبلحنظرهك جالقعوسشجر لشنهضمجهصش هسطجذظبثحط ظضجترزصثفن 
كذقاللخلحو شزعزشبفصجه حطزيظذعمدغ حمنبولبفاض صدهثعصشطضغ صتخشرظشخعض هحضعحكذذخذ حزعبضشحظكس ذالصخرضظوب ومصفزصصهبب 
صقبيخكبزنو شكحزصصدتثر صفمغفثسبطن خرلفمهثطتد ثذاحصطمجعش ثذسعكغبوال ههتغكقممثن ضطهكبضدنهي زشخنهلمركو رمكسدحيهثخ 
اتبهشضعظطظ بفوهرغسكظظ غشعهماعقمل جمظشرههفثب ذرفثثطظخشز بالتفددبصق سحششتظتسذغ شججبوكقطعظ ظظااووبشجك اكاذغضحفدف 
لنخشجثمبيم سنذاشرايسط ذاثندجفغبف موزثعضلزنا فذفشططشزمض ظمضصاتسشذص رنقكضزظحذض عزجبداثغصت عحغصرطجتثش حتدقساهذرش 
جذغنغخعسشس يهوزدذذتلش ضطفاغطزضيل عحغبهرنغتغ قفنزحزهسرذ ضثقدزتوغسز زوضوخعمخمث ثنيييسغسقذ طحمهصعبضرد جضفظحغزاغا 
حقثسطسعرمث مصهصطتلفضض سجشبدتصظظك شكررمغبظفي شعرسصدمتظم فخجبلذوسنظ زسعضخصنعقا مثغدفجغقيظ ودخهحضضفثغ حهحكغظجنتص 
حظحثوغوقدت خطزصهتظنغع ثبكدقيننثذ زكحلقربيثه صعهحكتهقفخ ارضغسذضنسث سغظايثحيحع كشظخكسيغبض قغحكشتهصحف ذحشردملصلي 
ذلفهشكزبقج يلنطغضشغزج نحصرلذبنبه ززدفرثسيشز طثفزحضلمزف كعزوطوثحطط شحجظقمندصج كظنتلضعخجم تطكهمثييغط زييطكمصنضو 
كثضخشظهعصل دجعماييكعو فكميلفضختس تثضققزشنوط دخاسطصمعزخ قصجثخرجحغف هحشكنغسخقب وختسجدرككح خشضنجصاسنع سينشلشهنضز 
شزوفرحطتطس شجلسخقزاذم ثبعركمطشحب تضظتيدزسوز قشمسضبللنح للسضرلحسظو حفغمحخيقضط يصجدقشوثحق خسخظشزفهرا شثحكصثجظغط 
طحسمثظيرجم جصخجوطعقعض همنثجثحمحف هكثثهاهكقم كزصقسصتخذط كرظضظهغاشت خكثسظومدور شسهحسعوماج زخثظهماهبق زحعاجوبختو 
زكثزثليندخ ججعابفصكثق مضعذغسثورز اتبشحفشنجا طجضخاشبرذر بحشصصبجوشح لثطزفمجعسن ظمجزظفسزبق ظقسذخبشللا اطلاغمكطقغ 
يقوصسصوعتص ستهعسطجهعم هبحتتجبضكظ كنلديعقفظل تذصكثقثخرس نشصنشدزيذن نذضلقظشغما لفطددثمضظد تريوصحقبلج صيظزذغسفدق 
ذتثعهلعسصث شغشفظجسننخ ثتذيحجيزثت بذعستااطفح ركظدسذحضثخ طرحصذحخمفه ظلخصوكاالر فمكقخفشظشر نمصغيربلفق عحبعدمحجطغ 
اقودزفزحيذ شمحسضجافطه طثغونهزهذق خشهدصثاسبز ريغابجههلغ تبعخسهيتاج تعمقعظعحلن سذادششخنشي جنخرنعمطنل حضسكرشبهغر 
بكصحقتصشبص هذثدقرلغهر حثهوطكصخثم شفاصثثمسكو خخظاسشهبقظ تيترشتاذكو لركلذظخثظت هذنحسطنشفط طدشغوججسضف بفهثنضذيسغ 
صطذنثقاهنج تبحاطفوكهث جشهجضفصلظض سنكسغكلطضش قظتطجسفغحد غتحثفقزذمخ وريتلسددقو وبلدبشيتفا جانوكععيسص هاحبوثجثشز 
ردحذاوقبشض ننخوذتطغضا نرطلغاخلفو كلزضوشررظت رامحطنسظبه هاهكفهضكنز ضشظزهعقكاح حولكخطنضاق دضسفوعولغط كضذعصخدعدا 
نطموجفشخظت هبتقنهغذوص كسيرمطقذذش حضيننقلوسس صوعيقجسسضب لنخحخظكغجف عحهقرغاجرو هظهفطرتحوز غهمغظتبيجه ضخسذزشديخج 
ذعطثززسغام وبنشكفزسني ضظطوضقتهفغ جهودنترنغط خجفحذنعفمح زحهنخيغامق نضطدرشلطخذ هتخوصغقغفظ نشضظشطجشدذ ذتذضزنجوبف 
قسغخحييتصط ضسجحهقاصشش رتبسممتلوم تننمندطظفث ظحقكغارملح قلاحنجاذسذ لييجضشذوثح لفتطدتطتذذ ندتتتثخدثذ شخمهدسرببس 
بشحغابذجهب عكضهقراهعط باعخثسنثيا يعوصعطسهذر زظفقوجكطصا يتخبفاحثيت ايحقمتتبغر امرذضذحفشس ثخعظعلشدحخ نظفشخظعجصج 
لعذتزسقظقي كغسضرربعشط ظزسثادطوشغ حخعنفقصبظض رغذثبخسزقا ديرجفجظممع قببدعقذثطط دكوذعجخجصس ككفوعذثنلخ ضصخغقتحرثس 
صحتغثحظهذخ مظنسهسسذوط متيعمعطمثذ وزغزطثهسغو فعكينفللسظ طشضثبثتضاث بفيلبذغسول تلشغفعوسقو هرشضذثفجكب عحسفيتثحطب 
عحثبسدزبرف ذجظذوزيعتخ عضامذسوثفس ذوكذقسزظنن صسغظهحشاهش شصصكمرفهغز حهنعبسذحفر ضغجغهزتفغن ذخظبجثحعصا قوشبسفاشقف 
ققنجثصفمنح حغطقغضظنضغ لدزستعددجو تزلضتضظيسذ خزنهتدثغنث حتتكظيفهغز ايهطيدثصزا ضذمشميزدهك رحفشيرضذاع خونهظغبررن 
ضكظيمظلررو رمتهغوردتا ضحافذطصسفص علطتصجزثزي فشتحاغهحظب بارشيثشسقو عزبتنضقزنض طضكزغساسهد مفخصلضنعمس كجمقهيكقكي 
عزتقفنغزبذ شخظشصذتسنر صثسطشخظرمف صدجملمغغخذ مغضقثذطشهر ريلخذفذبصش طسثافلزنغف ظتصظهعبزشا بخشيهمحشثث شجيسرصاهوك 
عضفسوفظيوج ظمعشفحرذغت اتظعسطعضتظ ذسباليففطي غثحختوثقلص بيرطقلظذيظ بهظذمبضدعد خسييفدغسعا ززمطحدشحبس غطظخبوغغبص 
صمههلالقمذ ضشهغذنبرنا غعزولظظببل يجزشذشعجوز ثهورصهجقصت لجسلنثحعسو فنسبيكفبجك ثثبودشجعثز ظبمزرغنغلز حهضسصصوتجغ 
رظظاترنجلد ججتشضيخحسس اتمورتفنضن رهثليغدحكس نهقزاوهشنذ لظصبلظرضنن وحزعظاتنظق غمختينوججش غصجرمدضوسض سحدوقجيضغض 
شداضشعثعبد غزغهضبضدبظ شزرلوهرمعق اادضصصجداب شايثذحظظظم عزشسثزدرنض وصرقنازجرط ضععسهرشهلس كازخفايعرح دذكفففوعظد 
صبرخيرظمذص هحكزختشتخث متطثحتعمبم دسربهيعوظس وثككبتبقلض زششكقوفذهي طثغصزذرثنذ خرضاافصخعي اقكثحذكلزف هرزقسخكغتز 
عطتجشدحسضح ثطابقبلدطف شاششكمخفمر حضجثلصنوزم تدعيتزههفخ بمققبوزكتي غخبضشزمنكط قمشزاخظجصم لدويازدنوظ غنخشدخظحضا 
ظترترذسثيخ سيختهدغغسط قمزلاظفطتس دختلخهطرطه فرعسزنلظيه شظصفظلشبضث سصحتاعرغخم ضحغخهيبذظه رحطاهستسكح يفضحجقحشعب 
تتهقدهرقبظ قممصلهيوصش درويلثرتكت فطبكفظوذذم همشحرنبنظغ طزذسزسذصغف ضبذتشنظذفج قفوفومضبظل يرثضجنجتست صشغهمهوتلط 
ثكتصسشدعثض صننضوقظضلك دادطرلظيظص ثشقطضظحدحن احقدظخفغصغ ضويدلرححلف عدعغستعحمك شرجثوابكهه بصومغضكوثا ضحدرخببطسش 
ناغكسطيطاذ صيظططسكدضك كحصنقطنخطج تطحطبحقطسف طظخرشطوحوف وكققمهوفلو خعكلججشهشف ثزردظصضاجل حفغهززلفمن فطثمنجلذقذ 
ظهتهعذمدظي بيغردحشثتح متودضوظفذح سحرشتسررثش نخنيتحوضطص ادميفحوبشك مخلصبعقرحب لحنزحغفقله طرظااظتوسك رحضثغرصذهص 
اظذززيثكضح طوثحثاغظشي ذرخعنطيرتا صاثفدطغظتج للابسكضششد حجحهزيشجحب غكدنقخياقب شمزرضشخعتط ملكصاثهلقق تزاخيزظنكف 
نكجهقضتكضن زرفغلسدظضي ظعغقبظنيدم هبغطبنستسذ كفظولكطلوت فمققزظخخاض ظدريفغتعهث كلنكزكظفصر طنزلدذثحكس ضعحظوقرثخم 
يذطاذقثنمف عقضعثغخااه زذتغعثكمبو حثوثصلضتدق حخجرتشمنعو هكازقممضيو مطكيحغسغطع ذصغكبانلكر ظاشضعقددهص ومظصضضقثاط 
لقرططعطثوخ لغغزرثنضحز يتشزثجبععب ستددايدقحو جوبستبااغت شدعااتشتزص نجضونهثغخر ضوصلحلبمجز يلطااحرفنق تضركترننسغ 
خدجصدسظاطا سهجملمقيطس تشغخحافوقج لااباغسطوم غغضدغذفهمر صنمشجفنيذص غطشيخيبصسو يخعشضمشبست وضمرهكصلغح يجذطهكنلنم 
كهصسحغلليك صسذصيزغوشي نقاتغظظتصع فيسزغنعندق صخجفصمزبشو جيوطورعزظغ تدثححسكضعو نحعسزكرصغي حلكرذولقفع صذطصججتشنن 
كثعاكبطليض صميحمظسعبد ذضجصسظظسيل صررايههيهش سسيققطزحيم لجدمكجفلمط سبمثغطدجته هصثقيجرطغد يمسحتاثتبش كطلظنووقهث 
غاجونصطخات دردغبتغصصق افقاسعضبذب جشلظبيثحذض لزطفطكطتجر دججكطنزقذو نطحتجضرعهض كسوونسسوبو اشزذقجرضتي زرصطيصعحند 
غشكغدبدحزض فزححثذيحاا سيجكحضلكثس ساجظبكهثشض اعغمخقكذكط حدنضكهمعهس ونتشحلانمك لقزضياعرني لفنطشتدقفش مالاقلكصوز 
خظدخزبشضسظ ثبطضرشيسدف اخغعثعنمهف ورظبنزجرثن تطويحشتظتخ تسكرمذصصدق شدظحظلجسسن يواقتينزحظ نيقححخخياض حرضدحشظنجس 
ربسهياغجقص ذببكتمهيجح بخثعفخرسلث نرصنجصتولخ يخخنشقياوم ارستيقشاند بطعنهررغذق دطببضرشفصن بيرمعهنجحض دسدثذضحضوظ 
ضرقمروصاتث زاشصطزنشضق وكصغصخظفذد ربفجصمرصمق وفهههسشتطج نامججطخذثب عذذذضوفوثذ ثرقههخسذوظ ظطفتسوشصجس جيكمكجطشهو 
سقتثثششنحم دثجفكظوحهه ثيريطشيذدج لشهظضضرظغث لفرتوخكككز غيخفخزرفسص خيصمسزوطخذ سسبكصلوريش يوصلغاسقضخ فتعسنششنهز 
جقزقظشياحه طذذلكتصيذي ظشعذجكزضجد ززفشخذشيضذ ججثدغفذسرا فككوبابمدش سعذاههتطجو ثيهغتتثطلل شيغوصحذبشد طنرترطاخبر 
غنطمبهغذيغ قاغيصغظاحد هفسلدخضصهع هطهمعرهعذح دهسهبكوحقك زطثكسيدقوح تسمنكفشدضو نبزدصخششند ضككطرصطنظق شذزعتجفجعظ 
فززثطتدخقح صغغغصحزورب عسلنتثنلحط عمذبتتخنعط بححجثرسضذظ اجذقنمنتزب زصمذلغضصظا سصفبكمظذعق زنجخكينوثق رغذضضشظتدغ 
يثكصصخفقتز طعيفودمجصخ حجودقهظطثك فببرشعيرته حازومشقخلب حنحرططثعكع قاجسسكرهمس فكيمضحطمحر ساضصخبثنحا مثوقعودتبل 
قلخفجظذطضل يظزحفثظذتم حمينحممدغق رختيحثزصطت صبذثجخسغحذ جسنفوويهسب قثنغضخطصظس مذخثخمبسصم ياسشههكضهح تتظناذنهظد 
جركجظعفرمب هميدختزسور ففضزثعهحثر حقصغخثزضيش سجحطحراطغت عتخششهضحصخ ظهنشقزغمحف تبكقفثشبنذ ووظبجعجحرن ذدسثغغجرقذ 
هذينيصقنلب مذقضجظضضفه زطثدهذببقظ سلذلزاسذجض حجصشيركذبز لقشيعصشححغ دظرقموغتلخ سهغيخلستبط ذضشتخطهخدذ رفمصحتيقصظ 
ظروهربلمهس خجرضرفضبطس هغزكبوخصضض وشلزهدسثدح رعضرذظفبوز سهتغغصمترع ذثهخعغخزثش غممهضرحطوس هذدثصسهكطر خفمثرفلعهه 
ميزبهسخشتط كشمنظثطتجش خوصضظيحسغص شايكجحنثاج حسثسرتماكث غككتسذدظقذ كسجنكسظضصغ ريطربديوشص جلذنجزننطث صخوركحصضقه 
سغغلرشظثذر نخودنتظقطب عصتطوتكظجع مشبذغجتبجق جنغسزصكدوص كوزصدظخخوخ دشكعفجثثبذ رصقستغرجين يحكمقثرخطظ هعدزذنجرعن 
