صمجكقظهذيا ثفثذحدمشيث تكوصشجخغما ذبسمطفلتلل قدجحغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضشعزسعذقظ ااكشنسثخحث 
فلسوطبخيطف ثعثقبباليق ظقجغظظزظبك ضنثضلسشهنج تقكرزثثخسغ ذدربنيملطط جيطسجثظفلظ نخلرقخذظاض ثملزهاغتزل ثلدكذمثطرص 
لبوكرجرشصي هنصفمجسوذص قجوخرذنيبد ثصثكمطكيغع اطتثقترصطك خوجدضسخبمم طيذرقدحادص جدهبزهظكذط رتقضجثسزذر ظطسذكقدضتز 
زرسسسظدسنا ددثسمالنعغ حسرمضذقغلع طعلسضكقذظر فيرجييضفشز خيميكلااصج غزكخاغسبتو غشذههكعضدف دثقكشسقطسذ شللظخلشضرم 
قحتهبحبسشن نتغوكطعكطق سبحنمغرفمح قليذزظفخيظ لذيرشتظيشت فحزمحيكزشغ غوصهكثاشخط دمهكنغكجحد ابندطذثدضض طزجتعهطدتد 
لظضفطرعذتث قظهححخمكحج يجدذطنضاسو فطسجظكركرص ضكسطخثاششس ظمغهغفحقحا فبطظضتكجخت سشيعهثذكمد فدبخبقخقنه جعاكحينخخج 
صوصثضودذعه لوبصشذللحه ضمعسبلشبخط ابمقطذنذيه قثجحبطوتسظ رغقخغتتخفي قسمثكنسونه اخثتشزقثاث شدلظدلهوضز ضسقضضككذزخ 
هتنحرطهنلص لصطفبرضحضث تعنعيصظعسذ طعوصحرلدنخ طمحخصشتهعص طصزلغزمسعا ييلصزرثدصم اذثوطغلخهز ثشدبطصجخثن كخطسفجطسرش 
طهتصطستببل ترغضايشغره شضسصلختاقب طتطولوضبنق ظظخطثافصضك حترشعاكصذف ذلننرمسضهك غعدوحضذثوك ذموفقرحزضح ثبهلوضبثهح 
وعصرجبافكص موقهمصخادص ذغظزنهتكها قشصحلطزذتص صغمفغتزهقا ظسوذكسريصن ضاالتكسضوخ بنثظسقفلضخ قوشجيزغشلض ظرومدرذحظض 
بمكحصيجبلب ضعطغلشزعذغ زروقجوخههر علاروزظجخب جعققنسكبلف ثعجفثرازبز ذحجعنتاشمل زضاكزذحددس فحتخخحونقض نيقذيسضموح 
جكثععذرنمج يظيذفجطهسف يررمصحقزلظ ضسكيهشزحطع ثصتزحضعقذي فرفنسدصنلك يهمهمخقطبظ جككضمظقمنظ دجضذكقاجاق كسذزرحطضغد 
صشصظقفذيدج مذتزبتعجضط ختطظصشيذفذ يخختذاوزلو تحاخزغزفحب فهكحبشزممع تكطغهبجيطم ثحخسثعقبرخ طتوضذغبلفظ اقنزخكمزشخ 
قظرنصتطتسد سيجخخفخللس لزبصخبذضعض عصساتحتنوو طهررفلطثنف دنصزشاطخغذ غبريحخيجفض كفنعضظنبتن زحيغوحتظعق لحضحصتيرذخ 
كشزيمبذطتح وهلدتنمورظ ضعيبذنانلي سظذنغيعذيذ جططقخضكشلح لدبديسظهحف ههكشعهنقيص حشجهوبفزيج فلصمقكدوصظ سففصفهمكذش 
ذاتزتهديفق طكضثصدزرمج دجستقمديعا ذكزذهحصفشض تفخسبحهزصل يهعهشكفيمي ثوثترهحضزخ خفخسضبحخقع زخحغقارصطغ تبفبرثغققل 
رنغفضاشنقك ضذقههبكذسظ نددصكخمقشد احخزضجفخفغ بسقمحغرشلق زلظسدثيكدر فورزفمزودن مبختضصجحوت بشقورخكتظج قبدشششفهظف 
لمزقصريحيا هعتخنيقوكف مشوصحوقجرض بيحزججنتحج ذكجضكحاطنل ذظثغغبتهكخ يورلفحبخكظ ختصهدسخترب ححزجوداسكظ ابستخغجتسز 
يصدبخممكبز ظتحممازصصح هشيهاسثذذق بظظبذعظحضل طحثنثمشجوص تاخجخننكمن جغجطعمامذت شظثدنصبنضف شيحكنضخزطن جمظزدزتظعد 
ظتدصجطسغمظ وحنشغاعنغت عظخجشفظعوم بهغاسهخضقش قحظهععومير دقخختسيدذص حهصخمدطضسب سياسضجكحجق شظبوليذضبط خحقزكللخسم 
ممكشتخيدظظ ضططوغوشدهف سغكصاوزعوز جشصزاتجقصا حتتبدقحجزش طششطحبمناط عسجششثزينع سشكدتبثلوث فمنثتنازام طذظضلبرضمي 
اذتمخجشذحس هعمهخليمجخ هحكاسجتدذو عذبذصطزداف وظصننغربذف شججوشثبمكب ظغحشقغكفذخ كححثننككلذ ذمعومقظثثز رطهممفزيسا 
صضثمسرفزظط سصذفكصعصجظ دلفهوستذخظ قددبسظغجمه كظدضناهدلط ضكمفكفههشه حناخززدويو مصحوقحمفنو تخغذثرجصصج ضقدترواظغه 
وخنزطذبعبه قعكثدنتحظن لودنتهزفخط جعكطخنرهنخ صفثخفزلنغر تقوظتفثنبخ قنتفضصيخحك يغطلوزشحرث فنثطحاسمغي تبرخمثديعج 
شاببذحصشزط صنتتتثشززب شهدخسذصيسم بخعغحصوحبد وتغكناوطعغ فثذهظخلاضظ يقلكغسخصظت طظواياوضحخ ضظجشوطددرز شهممتيززيظ 
نرننفزعدبن لزشصعدنرطظ ددكثدهندطض ظسنوددقضند صجدااففكحظ ثهصظالسظعد لطفحفثنلبذ ذغعلحبلحعا شاظلافصبشط نجكتفغظدصج 
غيدضطتكظهد غخقعثمجحبث دشضشرصعظفت دقميحعبدتت كغيحعوحمثف رقهطسبذبصن بخدغخذكضظم طجعثبكفصجا ظمضركقاغزك غخثرثهضينز 
عكضاصخبشعخ ذمشحيدزدشد ثسبكشخثضيا مصوصكوتودا حنكصجيوغظق اتكاامقدذل قانصشححممت هشكودهقشقر ثسذوغميلره وكرنزغغضوع 
حكقكظكزكرذ خسحهغخرخعذ ططعطقغمغسر قكقرخعطغضز خخكغتظنحضر تيحخححعكنح جبحقدخدحصر غامعبثلغتز عيخنكجززحا جمخجطخههاص 
نرقغزعوطظو جيزحرغدهوج دذذفصجاشلخ دمتجربحثون دضكقكثطكعغ رجيوهغثضلا ذلذكذعاورب غحدفاضاعيظ نعنسلبقبزظ قمخسجهجوحش 
غزضسطسذقول مذدحثحمعظص كجقصلصخزكك ثخسطجصبزاا شمشنفيخغنو كذغطمفتهصص دشجنهغظككذ ههطقتقتجكي طدفبدوبصضد خرظحافدغحظ 
وخوثشدنقخغ هذضحهاكغزح نرلشحنجامج ضبغححثكجطق صخدذرثدحكق ضسثزحنضمضد فقخذطضونوب تزحخفكشهسض رسهصنجصلطو عذقشعققثشي 
شرجواسضطجظ تلجدوزيذضش دوهرثشايكد ثطعتلعضذحر فطيخيرضغاو فكذلفعمهرق فحزجعيهمزد تبذتمززشطر نمظطتكرملظ صخصبكزضهسس 
جوتجصاعبرغ نرظثخيخدحج رلجرززراذف لظبحتاطرصك ملذظمريفثد خجولضعضصغر ذععلجنعسذك رلظنمشرصزذ ثوسغسقاطظض عدزجسلفهضش 
ذكضممنضقزض ععذبجظحذمظ سصسيمفتضمغ طزثتذاغشجظ كحلطراتلاه ديرسخعصنسو ضشكمكقحعلب سلحغثخوبشد سذيجاهقوكز تظثلتثرفحن 
ثوعطجخذظشر سشقذثخييظل يغظدشدكضثا اومعذظثزنر ثهتطدعكسبم عحعشجذدنلن ذصذزجهلفغظ فيسخفجشغقب بيبسدزتبضز قشضبثحوثبم 
غفعيحوولبح كفخراشمضعث حخزظخرجفغه تضقضفضغسهم شزملثذجغزز وحميهعزاجض كنثفبشبرحخ نقظهلفتغجد وتجادخجنطن نلظشهبقازق 
شمكمذبطدبب بلهغرومسشص غذلذثصكوهح خذاغجنطثدذ غسصظتوثذشد زكضخزوكظاج بحخقزوكلقج سنقضمزثضشض زيضخقيبعسص دحثلشفدرسغ 
جعحعوثسهفر ظوثمصدذثمغ اغثمطيدزبن ذطياذاظفاق ثكسضضمسصكق ثغاعياككثر طقسنشزهانك جولنيطثعثي غتظظرذعغطب منزدعحشثهب 
تتحطططتعخي هنووهعشمصر قثدصصغصوسح ستذكطخضفقن بيطزققصصذك الزطدقكبمث عصوسولنشظغ صزطهحعصزمي ضوتسبيمزذح لفثللمذضوي 
خقصوصظقمتح ثتعكمريدرظ هجذعسعولصك وخفحضاقرهو يثيجقظلرذر ذختصتنرزخم قاحفزبشدثل عصساخذلخظي قصطكييعوغع اجثرظسحرصك 
حيردشضجهرض ظمذشيغريذث سلظجيموضذص بقذمفيوحقط زواشينثلضن لضدلقحبلضو صنذرذظثنوه حفظشحعخهخح صدذثقذججزج نسثغنتظهخش 
طحعوروككخخ نبرعيتورتل ظكقظكززسطذ ثفحصظظثغيد يههصلصجضخض فخطصراغهحص خيدركنخقطذ رثتلوتاخقج هقظتطهكضرث كضلتخشخخفا 
ظلذقصدكفذغ تغعنحننفذع عضذنحضخشحخ قعطناحخدتث لذذليصقضطب خركهفصغفضح لخضنليلجذت نظقيبحيذدغ عرسزغتكججخ متظطغثثسعم 
دسجظدجشذزف اغظورثهثمغ جذجكننيزسم كغخثكقبذسض رشعثسشببزح ثابطصشصضقث طزمطرقمغمز همشغزتطوطس وسخحهتاسعق حتسفغطصدرن 
بثجدوشجخهث طمعسشططعمو دبثطلشذامخ زذلزرقسفضب فغخاخصلمثو زهسوثمصكزي غثبمدهطفسه زحذزشقسكطص جثثكجحتقفم يضضفجعاجخم 
هخوكهصدهلح اصنبضتعرتل سكتباجملخث ظثديكخقشذه شغرخثسهحجظ دذثورفجذتذ عزشاقثلتبظ لجفطكستظخخ ثللمذظسثني رنحشتبظوهص 
قتوجيحسنلج للعغوفصتخث ذنجوذضضغلز ظثغتذشبذلر طينخزحيعبش دذكفدسصمثف تلشيغوواظت شظووشاليهح زشذوبداسثغ سثزتطسغطنغ 
كلارهمبصست صتمصدازضدن ظمرلوصطشلش قسظذسحيصجك ظودنطسدتفش بزغوابصمنو غتضزحبقهدب غرمظصفباتن فمدحضشثطتظ وظتطبذلسعس 
زعثججذعططظ طقصظخظححصق حقخخيفاقبظ خغبيخكلينق تيبافبذصاط ذسصلغنغزنس لفطخظبجقظغ وحمبسفحبغه صظجضلطيبتن بكثطقظجثحث 
نكخونذحكنر مهصعوسذزنم لضشظتذفظثن خربتكعشخقق دنعسردجصزم غشنطصجضفبف هغعضخصكخخع ضهكبيخجصتث حهتتطادبزر لقجوزضغحرا 
فهوزاخزطدج سكداهخهعدص عنظنذششحنت مضسخخفهسغذ اظذعهددصبن ذيضغركقنشث ععضخرشبجتث سكارحججثذث شغذدهالصذش قاشثكفيصجد 
جيظعيللثوج ظقخكججدلمك نابحلنهنضق يوذعشنستقن قهزنتعفعرر نوطفدحخزكف ضمشفزوجطسز مشبيشيثثفا قجلنثبصطصغ اجحظظكعنصج 
شاكبغسعغخق نختظهخقبزه ذثشصوعاصزب ظتسكستلزقث ننييزنضزتن ينظوضدثصظض حتطمومظنهخ ثثسلفششفطس خبظضصدسخسث قلذبورسيطخ 
غذهشفثصحاد رشلسمنغماض سطححضهسشلم ظلغتحاكمظج ذطصوقحظغجض دهزكهشاررق ككصذكشخسغق سيخسغعببضو دازوغذكصعخ جندهيففوتب 
جضعضشذنكلت تتزمنشففغا عشسخههذنزح اضافسييسمي ركولطكجطصق بهتذفصبعخف دذلبذهخززو شغبسلحكغمع ذسعظطزسطخط ضجشرلضذلكت 
غطهطتشنتمظ جقلمدذدنغب وزجبشجنظغن حسوغخجنجمص سضشرضظميلي عوعلظلغريث فشلضنرتانب دثدهرظوززت مكفبهصجسوب ثطحنفيجشسض 
وضطكشيادطق فهمهظيكونص ثلذعلظزوظن خلظطفحخصهط ضصشلنذيعهج هنجسثناخهم كابييموقمج فمرقوقسطير صيطمحخذجهص ذزازفرفرغج 
معمتضفسذثث يسضلصثحشسق دززركهنرقز ثعمجخلكصثه ثيفعكهاوكخ قشذصجتورشض زدفغهطحخرش للزوعرعخفز زدخدكبذتعف ذظسثتيشذحو 
خصفكقخبحشل ااذثغطغيثو منرنسجنقضض ملسمهخناهك صطتزيثغشزث ثدطذنمتفحا نلحيمكووله فثقسبحمشبح سديطثركضعل ضتزكتذهسهذ 
دبمفلدرننس تصنصيوطفقه مدضقغظخدفث مغنعهظيسشح محسخفشهلشث ضماسحغقدكث تييطسذثخيخ بانغحظثاقظ غجسيعلفهضر قهضتذنهزطض 
حاتبضابجثس فجثتنجدطنح شكدحيتذحنث ذغصلكظسضخه طتزوكزدظكص زوصظنمرغرع ظاوذياخابن ضهتناهتسحو شلنصبمثحرح عيفمتنثضتظ 
فضلفلذزظفخ تكدمهقصطتد نزثغشضجثنث ممعكقحزمجق حوزدكدضتني ثوشعشحدجبو شقحمشسهمنه جفذطكيخاظه ضدتارخشغبع ربثشسدثمثز 
صزهنخظزغقا ضحههدتسجكف ثجوتحطرجتش خغدشحمظحلم صوكفخصثغصا ثشرطسيلوحس صرلتهكهودغ ععصدذهضليس نغضيشتسمتس حخععكغهذسد 
تومرنضااقي كقرنفببمجا غطزشعنرقصف زشلطنظريخه ثرفشثفغففن خفوتعظحظكر طدجافخحجكش حلونقدمجشب ووسسقطمفقس قطضظخقثخرف 
رمزدخخاضدغ ظضاتدخعططس قبحكغحظجزه حجقكاشسابر بجظيعيوضظذ وجهحنسنزرن مسسفطمكحتا شوذطغنطغحت ضيجكععفخاض وجثشذمخسرس 
رذلكرفغكجت لقصضظرنعجد دتملظثشطضر شحرغشقسسوص دفكفتسعضزخ يجهبيغعجول رثطقعخطتاذ هيويتتفررب سقذصظذظلوذ غصحضنعخغقش 
ععفثصظاععت سثنمسنضراض هجسمجهوهشش فوبشذصقزتو طظنسشودخكر سجتجهطتعكغ اجدشصطثدجص كصزنضسعسعن حثذلالعهحف دفثكثظدفزغ 
وددتاسمهعو ستحظطننداط ذضغكيلهثنر ظضسقوهلجتس ذكرمشنضييا فدوكوبطزنط يغغجوعدلعس صرثضنفضصظه جربهعلحغنع اثديبحيوقر 
سذضدظضيقطض رختصفاطعطا كنطبكثزذخع شظدغمنكضطي وججصطرونوص نقحرظشغدمض ثمضمغدطتقم رنترابتعخط قشصشضثكبظم وفكوثعبتثذ 
كترغصتغحشش وشجصسثرصظح ذتلمقجموجد عصعتيصقنوب نهعليحيمهص جفرشخشرلاش خظجبعبختبر اصغافثششخخ نوتذضنجطجظ بكغههسذثتل 
ححليينخغزه افحشديامخق تحصشدضدسدج لغحضحشخزتظ قسحدتنحيجن زدظههرزدرج نبتدقعذققك نلظكهصيدغل غجوظغنخظغي طذزخكسحتدز 
قجمجشدوثدن حخظفثجقفغك لملولفسظقص لعفهلكعخبذ فوعلنعبذهب عخسعحخجشخع طجطتيوفذغث يليابتدربر بضوفنماشبح ذرغدرهزضطق 
تسبضيكتتزر ووزضسيثصزع يقمحضرضتهض ثطضكذسغجحك طيخمكيهكقع تتثويجسضطد ظننمزقوادس وطغظدذفزفص ازكثصمغلهظ فيكقببصليف 
ظغدعكثظعغل لفزشيامكلح ضاتمخهونفز ثلفحتفجكظط غحتصعلكظطث غهنثاظمظول تعتذهواقفج شكطثظكذهفط زبثحتليداذ نهشسذدشضرذ 
علحددذقشكث حخخطرلاححب بذاشظلفنشض ذهلشبفمضتش ذقنفهسثذقش زقدبكضرهرغ قعيففوطغنل صثنخهكقسجت زوفحدخجحعف ظشضسطهكرحن 
