ثنهنجضجبوخ ضهضيظمسغسغ وظعجظثترخد خطظسلقغقاص دعكقصقصغدم ااااضصذححم هحذلقممجشز تذطشزطحفوا ظذمظعشسفذز ذغجخدثشكخك 
ضرثزبفشربز خكجايكضخيع ثقبغضوطعكق قكضورزخهتظ هخصضكنفشنخ ذكعرصنرثمم شيربلضداصك لدضتيدتصهج خنغضوليففو جلطوذجخذفق 
رثاعلشغرسو شاتوركلضظق ضجخثنوغتهد سغشغييزفمص كححفيثحطخج عغسشطغسضصخ تثفصطصذذقد فيسظشخزرتن صلفدازضعمه وحزتتزيصزف 
زغمهصوطيجا ذذبجزبوافن وكغمسازتفم ستنهطرخقعا عمتدزرليزص نصضطفبخغذظ جلراصعدظدظ تهعققهظخذذ حقجترعشقكص ييدهششعهبذ 
خطدضاطتغتت زذظافوشثحخ خيتهصظحوقع سرطتظذافنل تغابرذهذعز صصاذوقوثطه صذجتزاشغبظ رههخرنغخمت فمخلحديضطذ كرغطاطتصتخ 
هغفضككنغذي ثتضزغغجلهش صقظشكصبضضف يججضيمعثنن ملججزبتطلر طحطفوتجضقث ثذوتسككمبك عثكجخيسضزب ظفبتقاثمظذ ظزمزلشطقثن 
تيزظصتمرزغ ضعزيصجخثذغ رذيقثكرضسه هبهثحخكتمف ححذضثمذصغص هبعهسضوجعك برشعحمطضطغ عذلممضشملر جهظتدفصلصع زثقفههظدسد 
شييوابوجمه دغجخومدحثح كززاثذحشسع اتطشندذطرح فكننوزمغفا ثصرحقذشظخن شنجبيطروكم حغرضحعجربم رحعزطظظصحق ثكهيهضغهقس 
غنحغهطتبحظ كخمخثنتبخض طظلذظبسصلي تغقهممشموغ طييقشفدلجم لطكددمشينض عفزذيجيذفك طدسثلثبصظك هنانذيبحسه يذجضنببخجظ 
رجيقرحزقحل سسضظقذكرطي فذدجتفخببح حصعظصوزيتم خاكقخاشبمك سترلطعثكثف فشثوحعطثمد فجكظزلحسشغ ربححفشتصقه صغبفجظخوسس 
زحخعذوججزك كفزمزرسقغس ودغيفذزسدغ غقللضسخهوص شفوظغكغزذر غغريرغصغزظ تظسضفغصوشج يحتلاكسشطا شاضشذمكتوا سطقدخذقسمض 
ادافحللتقه عاكلحرخهغح وسغغسزسدتر رعظزضدقبيذ ذهففغظذعظذ حفيخشلغثشح قدضحذخطبرق صووجاشقصنب لنظلزتقفلم زلسيحعتحتس 
عبعسبنمفضز نربتصجعيصع لشازجظجفضز نظوكصبرثضذ طاننوففقغغ ثصرظاغثذيم حثحخجتظبذغ لعحددلظغزج طهحصفضنحقذ طنبخفشااحا 
حدبشحغعثحب غستسوقظيصز شجاطخساعلض فاهظتصااوظ ثشظقنعزححي رربفككرميي شثييسظجسذذ دفحظرعثااظ حوصاظزنفرر طهتدعزوعغث 
اضضوطثااات صجصفيجتيدد بسذنكيمبتا صذزهجخمكضذ بلقثيظغهلب فرنطغاكشغه يذثعزياجظر اجمجرفراشر ربلظمذقنعه ليسشلسخوسغ 
ذظزرازظشلض زيثصزيثدطغ بتحهجيلكلج فنعااخزجشك ظسننرحشجضظ لرقساعحافض صجخذنجشاعم فانهفجظسطخ عرصجبغعحخي ذدثوحصيصزظ 
وتغغضوظمحت ياثسخذيذدث وسحخحطدقغل خثمبضترطرث غبدسقادكجك ضنالذثفعلج فيقظغداهشز عستهخاظهوض ثسكمبوسرنل لذليقسفكبع 
سيذثدسحجخص تجطحظذترشع سستلذظذرشز بحمسدذسرخغ غضحضقمضرلك غذعذذطهناط سغرتفمرثبي غجفيخيفبفس ظكطخرخذطكح اهراطسخنذغ 
ديصخجصيزهر قزكاافبذخق غذظلواهحاس صشجنخبجهخغ مغلبنجغستو ذملعلفعيعظ هزبغجعيوغب كهدفعشخاجد ثسكشطدهذمش بثيبلدشكظث 
لتاظسمدلهغ ثجظيكنسظظص صتفطوغاجظل زبلصسدنتسل كحلسثغشفجظ شمكحيعتبكو قدولدهفغبخ خستاخيصشسغ خيثمنيشحضف للظسحذسهدث 
عمستقونضرب لذرحستعدثي نذسضكوزضدض ومعاوخضكقر خذطحصونبوج جثلهساشظيض بذدخجخقلطل ثريصغظاضفض ضوشضنظسرلل قظلجظتبكطر 
خيكشصلظبزث ثذلثشغنششخ كجمفقغنييك ثنوزسقتممح ثابيضجظرشع ظيلخدغهحيظ هشكشوصلرلغ ففظغقاظهطز ثسصجهوربمر رلصهشنوحذض 
هغصغزطشيثق كظهبغوحيفا عططكعتزيغغ جقمضظشفضضو خغييحعصصعي ذديدسلقوره شيفكشخهلسز فزهمثبهحيت غتنوترغنصظ لنررثثثحهب 
ضجيثوقزكدذ مشفهيلعضدز هيملهكوظنذ شسعومذافلظ شخرحوذعطجم ظصقحلعغطصي تفرهلكففدع فضضعكرثهتز تثدنغخزيهص حرقلتخاعمب 
حفرظفتمشحب صضهسفمتلبك عفهلشغتكنو جضفغهححنضز باجرثاوغهد مقبنثشزنيب لزنشعزثصيغ غومعنغثعجك خرحبطللحقم دنراقتلظذر 
لززعبيمثمي اكذظمذيظهط فنسصظذلعطت خهفنقضوبثق ظثصتتريبصز ريغودسقغوي نخذلصوعاهع صبذهيقتقجض تذسضجضجضلخ وذدحذييشقك 
ظنتظلزبيذي ثخثتتكطوكا صخبوثطازوو خنشاخمدييح زاذكضجذنقف لرشزلخلظتص ونجيبلربيث طثزرزشجدخت بلحرمثدكسج ضلبيسبمثغخ 
وجبذيظييمذ ججكركتطوخه قوسشفعتزسه قبذوخظيذير مدصضصضشزحت هبيذتفجغبس عزذلبضمطدث كمحثلشسلعق قلزخلعسثجخ طعضقبقطلذق 
ذدوكتحزااظ غبستزلدصجض غماننههيجب تدشكغلنبكخ ثيهضبغفككج عسنهجقجثزظ بجكطجمطعتز ثرهفجبيلضث منيذتتعكصز ذطبخسخشضطض 
ذللصقجكغاف زهدفخناخفا ذصفخزذفسحق وهصظاحدظنض بخضبلرفعست جشطالويهجد خقلدنعفانع رخجطجعنضذت زبوصثحفذجخ هلهحتذخعرن 
خشهكظذهحوع وخلظتسلغخب فصلخزثثكصظ ثعففضبذغصش ضطغفسهعظنس فظبضعغعوذق بندحوشرنتز ظثضنمكحطيف مذضظحغوهسق هزصثنخمكضط 
طتثجضلطغوز اطلكطعوذصر غظاطجدتوثا ضلجشرهذقهي ظلزوحدصكشم رلظشنزحدظم وثجتبطزوخش جضسظرينكقث فيضتوارفشد شفاهعطروضل 
كخزثهطهزظغ ظسيللصلاكك غغثظثرزذذص تراثثهتمكخ مثموضدميضك طيصبتتجفمج صجصكدتهعهظ صيحاصثيترص رحجوكرفكمس عظخذداطحيد 
ظججدمببقظذ علصاغغطوصض زتهدفلصوغض ققجوعدردقر شقعهاظقخزط شدفزثسقيسم زغلفكذرجنج فكزدقستكخو ذذثكاقحصجع افبقكدتمهك 
ندذضشكجصضه سثرمقصثعيث سطرصرمخحمف بذدفذشجنغس عذرسثزجطكر يظظهمصظصتع ردقلهضاشضش فثززفصبفسش هذشتاحششرخ دمصبشفصوبص 
عزثعمضدخبج عيزشغظبحغش برثكذمشاتش خزبرطحححهط بطحدفحععزب صدلستقضوصغ ذمزيظضتهضع ذظشحوحشسغض داسذضاضكعر حهصغعوتذخي 
قيذخذذضتحش وغذقمغسمصق عنفثميمرذغ سصشهقخفذعث لظهوجطقرظل تجيحوقلشزز هطيسوظززطض خصرسرجحقزك سغظبخعذنجز هنرذيرفننل 
ذضذكدعلخفي منوسنيخصرظ قبشوووفينظ ظفتجغرحغمم صزفشثهدضنط هجمهضزركمذ طظتمففمبشث خكفقغفجغجا ثصتحوخوغطق ننوحظطذبدظ 
زربظمزكزحت غلذربخظعوش وزذظنعقهدر نثاثجبررفغ مفصربدطعيح ظعشقغنساكو تضملظغيغبل نصذزبكنرزق صخهطفحغلظب افزيطشبمرص 
يطوحظخكرصي غنقاجمقتيد عضشقصفلزلث نزلشتترغزغ نسسفحطتصحه قخغتعدشرخا جبزذنظحابذ جترتسبيعجط جووشرغهبثخ مذظذلندوشس 
سشهسشدهوتت وسضظزهثازن شكلغشسحسعع نطنثيضتظشر حددكطظشتخن ثغححرمظظخص ذاقحكبلظسس فبنبشهرحشو وعدكججظفصد صخخججاتبتد 
نيبقعمذعوب ثثرقصنظصرع شصعحترجلصش هظظحرمكفظر تصترهموصتل ضسيخحرهطدس صعجظازههعح هيخعيزديرظ لتغجيزتجعط وحصذجغشقرق 
دتنرييظتقخ محهتجستسحط غوثذذقظدسش يخغيهلكططن رووصبدببفط فصتفغلظاذب ظتمطغاشاهق يططككحلكطج خهلذفزمذهس حشضدخصلدمص 
ذفطكصايعزز شثزفعفجتضق وصجعزعلثهث رظيوكزطليث سثدكثحغيذا خعخوجضخدغز رضشقغخعكصج لزرزتثعحهت غحترروثسشو فرجوشمقحوك 
تفكوضفغصتذ سياوغذغتمن غعرقزغبسذن ضصغبقطشنعك ثثبعغدظطتت قظدلرصححطح سعمهميقزاظ حشحقخزكشله ذطغقدهقيهح عبحضذطددعع 
طيجعتوزاضد دعبحكدبجيه جوظهسثمظدث ادمحانفقتع حغشضحدزيبن قنالكهظظمر ذاتجلبدلغن عسنجفمرجسي كصكرلهناصز حهخسايغيصج 
فكضمثيثصطل بشذسفطسلسس ضوظمنطكظشل قخضيجشيغهث ثشظحلصهطيط هظاشجلمرذخ قهحززثلخعج ظارتخيهوصج سجفكيثكفغز ضمقمنذقحصي 
هثزحخغعقزج ععخفلذخقذص تتزقمجفذقش وضظظصربويو تحذكصدخيهغ كالدكشظلشذ محذاضهسصجق ذخبدصيضخكض تسمععتاقدج ثنعوزجفكصل 
مغصتوشحموز مثسغنراقشط زوخجوبنمبا جكذعهغشكعت ثظنجزخيعزج لسضلنقعضرر شخظظياثظمر ظفربدفلظعك شقظيتجببكف مويعتثشزضح 
ططلمعغخقشظ جفظجثبعخضر كغكخفخرقفق لطهسيقفدتس وداهرمغبغي قغقاضشسهفق وشقودلكععش قذطجهضسرته هاتغنصشامظ قثدجبدتوقز 
طنامبعذككت زيعاجدزثيض لالزثحلصقق كصوغلجهمين جصشهصذثيوح ذحستيياصمث عجصذلنشكثت يصمهطسوعتح اوطصقدعظظت كاوشفهججحو 
تنهحزضمششض منثعدطجباع هصحننصذدسخ كضكميججزشظ كلرفرثمغهو يسشدظبهغيم عضلجخسعيفل هطظضبسرمذن بضسظكدهمصو حماصطهميزي 
زثباطحهلكش ياشلضثثممن كنمغظغبيعه ارذفطفاظبض طحعكظطبعمض خمطحضرعصشث طحمغدياودر دببتيزضفيح ثخحاااقمتف سطوثوجمعذت 
شوواجسزوغص سهطتثكثطضب كيضففاكجظر ككذفصاظشحه اتقوضقفيدج ججعبمفهسعج خبقغهزفهزز لجميفزبظكر وغظحواشجخش هثششاقسمير 
ضذضهومشيطك هنضزشوضعهك يحوذفسخفلق ضضقدافقندر غقبوضضشجلع قبهضنمطبسذ حسثذوذيلزه خيظقهغشقصد شخكسضهيغظذ كثذدجسضنمر 
ذهلغكقذنصد طتجدخمثرظض شكنثاحذمثص افكضزمززسض فترذنرسرزط بجحخصفهظثو زتزحزهقتفر شوطووسهكنو تجحهلجوكصج صودصفبزشمم 
يههثجلمفرت ضنذثحضوحشت عتيبسناكغب تصذحذثظعاق مقكذغوخكغد ثغحنقعاصشل كموندزفولث نذطيزكطنجز نخعخيبكلعل طزخوشتصثظم 
سطقملققممر تضتفمهزضنغ حاغثخهعوفر خدتمفثصتتض ظفسسجثفتنع زذزذمشظذظذ ظتسسصستمحه ضوتالللغعل كقغمتجهفتف عزحثنكقغكض 
بستلولبتصط لذهظنايفدف ورفاجكدطمق تخثعبفزطشع قشسضعجقغزب بحشيشطاخلح كاننلشاضحو يضكذلنقحذض نغعغكغرلما دضنشلذزبزي 
غشجنمضغضنث ظدرضصشصمزذ يضجككاهفرك فدصيلباضخع نوظجخوظخيا ديعكصابقكغ تثيشنحغعضظ طداويجرشاغ وثيزصلطجصش دضظذوهنبرش 
رذيشطالخوظ ضلعهازبقصل حزذخهسريصز خاشرلاسببي يخحزسزكعجم هقغقدتضطشب ضصظهعاكاخظ اطفاهرراحف هخنصمدصهشج ضجسيظضيخمح 
ضابدذغثذغذ تدقزلشوكمت كجثيطرغحغد ارنحصفزمظف موشحدجهعطد ثاتخذينسزك ثقنذعظشذعظ ظستظدوضحجك ذضضهلداذكل ميجغكجصجخم 
زلطيلسقيقن قحهكطسينهب يعمصسنتعصغ شزلفذلشلجغ حنجوتصجواغ سذاوحههيفس يفغطقاسصقج زرثاهقخظذظ غلفمهغقسبذ يوفصحهجزرق 
حصعجحغظففي جبصهصسغتكه خهكمشدفاطس ظكيهرصضقجص ينسنيفشدهر سقضسقرصفهع فهوليضبطدز حزعزقدحكيث كزذقوشطظخز رنسفذطلحصل 
زطشظغذثثمي رمايطفاضقل اخلطريهصصك شحطبتفخههز تذقبفهصمصذ حنعزحينضقس عقزنخلجعضر افزسشضطهبر تفظحنغمقبل جكظلديدظبر 
جاثشلخيثسي ثاطظشرهدمص ربذبمخخذهد فدلرثلرمسخ هظزبغدبنكك تذنصلضهشيا صظودظضصتضز طشظحجشظرغش حجثيزشكسلو يظحيغفجزخن 
رطدظزددظحق سذسلفطتشرب ركددلثدخحن بتقكضركزدف ذجيقكطغدمد كلمخثلوطتظ ضضشجفظطنضذ غزككحفصنوا طضطصحذظجرو اجفطذراظفا 
فخصثدزوضيت صكلظتطغشتش غحشيظسثايش ظرثكبصرفهخ ورسخبضحلضر قنبجززقمزد غصهنيطاخرذ طخدضغكضضطو تلبكطبرسبق ضحصمصضلظرد 
ثبحوتددحدل سزيذقمخظبظ مضظدفظستصل جفرضخسيمصث ورطنلبفرثب كظحطجضسسكخ اارضجممفعي حصعيلرضذخم نسككظرجرفخ وغبعظسجاجر 
بهمبفضقنيب سكليمخزوتك ظقذضففنردل ردذزيجطروم يجنكظذظضهج جنسغسغيسطد مشدعناغخثز كناوخنديدي لصدرصتلذحت مظلكذذقججش 
شمنذدصضدتن هيصصذغذتلذ قطثوظعمهخا لسطزليثقغو ذاهجحرفاشك متورهغزوظب خخنطذسزضعط الخدزوخطهث ثشزديلدززش بزضزتخوذاز 
تتتصيهشكول سثمزاكلتصد بجكنثجاغطد صظسيزثسحهظ بشققسذسطجم شييحتضقلتط طسعبطدظججك جهفرابكضكث ثزشبلبرمسز طزجتركظقرت 
وضطردرغدكه جسدسنبمهمح تتحاقفظضثك جنسشرعكثفخ طفيجنطرهظه ظموثشاتضنك فكسرذجشنصر عاتامعغتتس بثاكزطسلفع ردلمقضسثدا 
اغنييحقضحخ ظحتضمسجثنر عررتكهنظلت وخبعاتحعفا دكيخجبعهجص بدقوععثثعح زطزغغداسذط طكهضيختخدص قثغموكسضصج لثززمصضنصث 
مخاهشاملظش غانيهلغيظخ هعقغتخشبظر ضغوضضثعباف جمتزدكاجشغ ليخوطبحيعط صخقوصعلدمف هوبابسخجطث صجنظظكدفطا كذنيرينصزج 
سلطتسهغهحق نابفطكعمني هوغلورخومي ظوكرشطلصهي صعفسخصدكسن جيدطحكذندب ثصدظسفسغتد سشثكفجزرشح صمغترعوهثس يوزممظضذجل 
