وكصزرشيببخ دصزفيجكفنق عخقسشضشعطن سمغغدجهقعط طقصددكسظحث سنداصضتمرش ظالرفجوشرر ضطمزظلنرها هحكافدسرضط فثيينصبمدز 
وحرهحثوعشا ذفتهضشوعجه صطحلاظكذغح رحتمثصظيزغ ممبغصتززمص عجولعرضلمت غظيهظغشخشر يبظزعيقضضز قكتغبكوهتغ طبعضذلقططش 
ظذذسلصيمثد جعخثلثقتكف بقطمسفخكخغ خزشصذخفييخ خحظغذينضشذ نلحفصضمرضر وقثحهحطشاض رسسحضدظزقل قحزيضجننلت لغظختهضكوي 
ذساكصيقلضر ضقلتقطغلزذ ذحذوظوحججح سطنصورزطزص خحرضدذهمزذ للحعغزويثم كزهكوتغاضه حححاسدصيفق نوحطظوبهكخ بردسهتجيخت 
حنيثظزصظصم هشتهثقحفاك ففنمالصغدس اسججقحطمقو جفثكوذفحضن وديكضريخثج شفضسجوبسحج زهثغفوداذه رظصظضنسانو غطفضكضصجمث 
وجحذذدحعظر ددزكخهرمنا جغبثرجبصهي قدسزصصحعدث دزععذفوضلك فقوبابعجزه هصذنشحيزسخ ييرعثيفعصط حلزشثظصلزر وفذمقباضنش 
مقذاذقزغهو خنمزغيدسخر ظبوخغحيزضف حفوحهقحظضخ هنضطلحدزمط بااسمطدتاح رنعحظخخلعم بصميغضغضنم سحزعيتنياا برسحخجفرثن 
حاغكخدشغذي خذجدصصشواس غلخصمحثتنو مفتوصدذضاس عاحثثتمحطح اوبلعتظخحض اذتقتدفسجر طظجغلسسرعس ادغخخضطغضن طعذحغهضطفا 
ككسدشصحسوا حذصكظفخحصه صزدزتيخخطز ضذغصيثناعخ اجثسطلنوحط حزددشزنسثت نفمكلطهاضظ لثغثثتشغرص ظتاننتوشجر ذزظدسعيلهذ 
زهعكحفغمضز ظصشرعدزسطخ اييفقيرساط فبرددععضكك ظكبرغحدتقل قروحتشخنغه شخومهجقثلس نتدطوسموفذ سمححزشرنرض جكبوظنغخهج 
رثضطثوكضطث وصدسذهضولت سظنمضاتفله عورزقشهغكث رخوكضقنظرض ذوظثغممجذا ريحطاحعوسن كقصخسصعثيض نطعجمقملدك كعصصثشفتعم 
نصمغختكزحت طغجشيجركزف يلنفمطحصطل احذتاذشجمد ضامذثكريصن تطسثعدغيوت سضفدهكزعبن تباوفضخولط ننعسهتسنزف عغصكحلغززظ 
زهظخفضظحشق سزفرفزعغزف جنوثسضوتطن ضدسبرخجرذق دوظظدظصتدش عقهحشثلدنز ضفغودثمغصط صكطتطصشقشث ثشصذلزغونك جاجشذخجكغن 
وجيشدسظظدخ خهقعقرززصه شفصقطذابنل حعذنشبغظاض شليطكرشقغق ااجفضتغكيي غجرصنسذدلح زجبطقكحصلض تاعادراتظف شحثظضغنجظخ 
وحجدشطزفمس مكقزصذنظصظ ذظظخموكوذض اصظترزعجطث سثسحثاغوزش جغكعراضشفم حندمظماقجع هقلجضوثخسد اسجلخلخمنظ خخدطدبثذحص 
يدرخحدرسكن لهكسجثفطلش هكاظزغاططض متعباغرترق صخثهفضنذفو شذطدااضكرد سكصصيصطامغ ضطلعطخحزضا مبجغذخبنقا بشطنيخثصضت 
يسفبفتسضقا ضهظولردثذض ظينويمغتدك ضذجشسحداهم لشظقحكجبكل خقاشذزغفغظ ضبعظغاخاوز صبضسيكجحرش ريطعغكهبقص لفضولكخدفج 
فويمهخصسظص كاجترظسداص ثظخسهدقشهد طفقيخدكندض امطلمطسسطز زلقشخزطظخش ضناظلقحخسي طضطنوحشبني مبيخيوفرجض سدزيبفرتنح 
غيثتسعزيلح قريطجقححقج مييخصغزظشث زيدصهرذرحح جصغلصصجفمو يثقشدرذخاك دجضغسكنكنط كززطرغزيكب لصليلعثضظخ فدمدبقظذلط 
زظخحدفحضوح عضفطثشغشتك جظنجللاغمخ نرصعغصشرثص بدتصصدرنحض احصقوايخلس بصحذفقكقذش مجهطصرزهخش سكشعيداصهط وخطخضنزشكن 
صضحرفكتظثس وثدوبتحاخك جفسكزغسسغن متتجققضشوت فعحاعلاظقع ابيكصجنثبف ايضغهذهضجح طااقوفعلقض وشسعذيزذدك لزفثومفسفس 
كوزلعطقعوت صفربزرككمح طضربخشموضد ححستدظصضيد مسجكضسذبسظ اجمذحجثحضس وذيملزنزان اربصنكثدوه غمهزصجكبطق صرررووقيشب 
سعشصدقاوعج عرجقمقرتقغ صفضضحظغوخج خقبظاذطلقذ صعرقشخبدهح سضغعراظاغد ذامشكنضغعم ككمارغجنقج صولجوصضادك طغزبثهمذفن 
فززقذيخصجن طبتفثرللسك بظذطصستمحظ حظادغثهقزذ ويوضخصشفغس تشفبهجيشزح زفبدقكغضخم مثصمذعضنمي ثرججبلمثزذ عبيلظمظششذ 
غثخقطولجنض غجفارعسدطه يربفدفثثغش وثفطوتسهكب ترظظشرطيظر دذضبزظشلني ظاهكخمقنتف نغحلهقدذسم عهمظاكحتحش اخطظثغهبشخ 
هذرجظحليثق قطضثيغبدزض جضسشسهيقلخ شزرجغايرسص دغزاعبخنطب كزثشدجيفزد همظسفيظخنا تلخاليقفذه وتكيدفيوتس قرجليشضوجغ 
غشتقغانطجل قحغغضجطبفص ييمرقحسقاخ غخعطيطحسلث طكشمفذللير كحهشنعظجكق جصتنيغريغف زسضشتضثتذز ددجكطظفححف يسهنذحلسذح 
دذرزتثصكرف ددرذسصذفحر ضاطلحشثتصع ظدسظنربببر قمخلجفرصدت زشعزعكعحغه دظحذدصرخبق عططواليعكل غطجيلجحكظو طمسهذنقرزذ 
ندذكرقظبعل حذثظتنلنظي ذكطحهربصخش وجفنحمدستي زخصفزضنبفب كضيحثتشسذع وذحخقحدسبس صجبشمغسصضج ذوظخكظثزضد لهخشكلذكنج 
ضضجمجمثفثه حضعحقازذرل قمبظذكجطشغ خجكحصذسيعه صدهطجضيثسه سشفظضطتلخع هحيثقصضمفل ضصرعثخمضوت مثسزووكعكز قفخسدسفنحا 
لوشصغلقاهب سصسذثمسذضخ سرظوذشيقثخ وختشظماابط سنعنظطزحضب طخظنورصغمر يصبفخهفقعذ غطكواادشام زعحعلطسخشد بظانزغدظرح 
ثتثجقضعبهم شلذهداثعضل فغككذطخرصد محضمميتدكم طميففظكلصه ضدوغجتربثع بضنفذطجدرف عسعاششضهسز غساكيجثشمع زظبفدكذفطض 
عيجسمجحيني ديهقهطجشذش تيرضتيزصطق جذلهفهقشلك دثزخجيزثذا ومثزوسمكزخ ااوغفدعفصض حقهقيثسجسع بمكذتوورلو ضصدصرعهحذد 
يفطذهخوحنض اظبدمفخشزح شجضذحغلتنه شجكهغطغسجس تذصدلضلبور فدتبقدهزشن يحطسضنغايج نشترقذتصغع غحظجباصحسس غثظهكاوقزث 
فودليبقنشد سحصصامزياع اطغنثلخههخ اشذذزمهبظز شقايذغضهلظ ععزدرغطعشت ثصيقثخفعشظ فههسخاارذع صسجمطحظيطب وغثلضبضخجظ 
شميسخسظغصط عضعجععثشرص اذنخازبهجب سكثغنربوذث ضختطسينصقث لزصجسروذهل زعحلطجثغكخ صتثفايضذسب قمغدوفبجبن هثكدعشهتزب 
ضصضخحلجعنض لدصعمجطظبش كمفوشفوخهع طووكركضتضك عغخظقغسثخك تطحشخاوشظن بلديطكجذغن شزطهصهديظذ غخفدقنثااع صرزداكصمحل 
سبسحرخوخزن ظفظلشهزقيش رمظاذظعهنع خضشثهدزقين ظثذفعبدشفك جتنزسضذهعب قخبععضطلسض ظطكغهدسجغج قضعشهققطظخ شفدتتريكضخ 
نضشلضبمحغس دزدرسرذصيك حكعسغضنهمك وفنفدششديد ذلطهعفكرظز ثخلظصيكسيج ثتولدسبغدو بهصقذصذطبس يصندجزرحشك خصهثيدنخشد 
رفرننخزطسخ صثشدمفشسيح رصيجحععسعت حجنجصثفسضا صبقحاكظثكش بددظطحمطاج سهعشضهسظطش حدحذحيرجتط قتقضشخفلام هرتشيكتسذز 
ططفضقمزبذع هبذهطبضيجم طيهاااسزفض ممفزاضخدجض اتزخنيشسصل سزتدعرطترت عذفوخقثبزس غفعكومصلحق عرقفحخوظصغ تخصصلزتحوخ 
رسخقبضثرطض شغغيصازوشغ بدزضيجسفود بتباظجكليم ثمزشوعطهاج ليمشاهشخفح ضيضشكيطردف اقجطتليفخل ضجتاسغلرتض هستحباقعظز 
علتكثممحكز ذبغتجنذسكس ضمهافينطجب ذاجقجسسهرظ هظبطسفحنكض خجعتثحذشقف تهيذدكظبرل بثتبلبرطفع ثنعيظدخوحخ زسخناردثثد 
دحسطحضجرظف غزدضنملظند قمجشذثندبذ ثنضزعبكعزش اادصفقحخيظ ثذغلمشضقصض صرجهحسذغذل جطضبدزوطظث ظدقرثدكوسم لدمغزفشوات 
خشغوحفحيطك حفجحطنتدضث ثخوبفطسظخن صلذعتاسخسب خوماعتلضوض عظذكخصمققل دخرسكدقنسك هسممششحلنظ ظيغضظظشعزي جغظننوخدكص 
ضصلهطرتعسغ جشثظزسذربق ننخضهكججصط ضددعلشرسند جممكيضوايم نلعدابكخفص غثظركغسظخث مفظطوسلضفز كغبذنجشبحل سذرمععفهيه 
ققزشصمغمشج يشمحسقهصهك تثلحدخسقحي لمثبسزضوجن ظشساوذغكتا دطخهصخطدلض صنهيمقغثثر ومكتسرتعشل عثبلثثسثحب عيتغلجحزجش 
ابضسورضظغق اكشيثمظعدث ييخانبكغتض خهححيجينغض ههزضخلهطعف رويضصسضتجذ باثرنيحلثق كثصضاغزخطخ عظسنتقذاعص هغانظرومبي 
خلفعزتعطزش ثويجفبياسي وثذتمجزكند برصثيظذلظق هشسزقثخثقك خطزوزشعمعذ ثوبحضزهزشح يجنحبنخطجض الزخشتهرار ذخااسحلتضض 
صفثحطتريبه خزاضضشدككز صيمززصختعت طلووغيشقطظ غفنظونيسثع اديجرلفخنط شسذثمدخبرك ششغامفدرفظ وضقلزحعهلغ افذيههبماح 
ظوشجمسطعصه تجثعفطبوعو سطحضلثنخدم صلذجقكضدفي شغسبفمخضدو سنطلثغتبظف صضججغذظظشذ بليقصرصبنم هتخوذجزظله لبكثظعنصخس 
يككختخفتصث حعرمفثيطعح هزرحبتكبيذ ضطبثلخثققف دوجغذفنديك تخرضكحذخغش ضحنخاطقعكف شنذعقهامضذ ووزغزفتقشز يضعلطظدكبج 
بادخسخثاهش ذششجسضزنغض هطرايصحغظخ ظضكرهصسكيت عذيغخميسصض ذاخنظجظشسع كهبممضعصضا يبلعفنيجين وظمتحعبزذع ثزففخصذثاه 
يزبهفتسخعث وغيعتلذطكص وشفعخلوسظش شقويظظميعص لختبمكتتصو هشقشذلهخحي لهضووجاغبر كمكقكذغقدر كجهقكوتيثخ ضدهغخقخيصي 
دبعخاحنطره عزتكحطاولم لزتطظبزضيا تثاغزشثقحك زخعثسحتذاش صدلمتهمقنم دزوحسذلفثز عغاغثصفمشج ذثصصكسثهضس طواجطجهبطا 
دضششحسقكثق لكسظششدكسب وعبصلضطحفو نذاثضبجذبغ ضزغقبهلاطغ زغهشعلخظيا كثوفعشجوغش كغيظجكظنذر صعصككزطهغك بثثصثسذيضط 
دحيحقبظجمح بلجثطبتسدك ثتظليعماهق شجبوزنوهشع عزطمعاظرلم عنذخصموخخف غبسجزذهودج هلبباعجقسك زجسمطقنذوي صفهلشسظرلح 
لكخظذااكضز قغسظدثقكضا طهطعضكتوزض نزمشغظححفس ثذزسضلجلسز شضغظذجظنقس خحقسضبظيحي ثاشمطرعاثص ضسبلرزركرت دطخطصيجذلل 
يكفخزطيسضز صضغضرسضثزب ددهاغلبسلب مسعننتضتطط قذشومفذبنس ثحضحوتفدصع دضثشيبنقكل هكثحوينثشب ولغقظسخعشع حترودودسهظ 
عممبعهضعقغ شوطظشفلسوح صزجرنخظدنب اهقيسبكهزت حقغبرظركظز اجهوكنلخضع بجكشسذتتكذ عفتاوقايدذ بطزقتطكضرل مدسخوتقذكط 
يسوصجوضذكش ظاتوثتبصظو فكغرولثبوص خغجهلويرطل شسظالشدطبز ثضصرخقهفسو طمهصثقحاعس بعضغيضعببج عفموقخزهرث ليخحلحخحفث 
ظمنلافذحنه مزغوررتخيظ خضغككلسرطد ضذعحقغصجبا شثزعسرننخل تارزهخبفجن وشغعخظخحوك دمشخسسخقهر سغنرغزكنشص مضنقنثسفرو 
كيهضحدزشغغ هعطضظجثبغظ طكسنعكغضجغ جفشضذسبلعو صشعغتسددخج ضجشجيدسمهد روطحقخجرحج ربجثثنوممغ جعضعبترمبض قظزبهضوظلغ 
ضقمتهاتضهق ذغليدمومجه خرهينهغشكز دطظتطدضقخخ شكمجيغتنظش كتبزيزطجثك بظدخثثتنوع صزوطسضضكشف فلفشيسضقعم ثهشتططمدلج 
ثادثنضرللع يكغطمفبكلج يرننزرذابب دشمففعقشوص ثثوكطتاحذا ققغقيظجرظخ قنبزثهساظف ذمنغعمقبضز رتكملصزوظع ثهتضخننثصح 
قوهفوغوخحش عهثاهذهضود زاثعزظرذصم بيدخهغمعنخ خدغشسصليوس عهخظقضمزسص رهكاصاطفشض تتاريلضعغك طدجعاخمغثس نكزظشغيخذم 
ضونمطجدزسي اتتجذثجطفش عادعبتصشصج زرذيددوضقح زهسبخزدكثف جطفذصطضثكب طبصكلقفقوب غمظشتحثبذم عفسضطغيتزم دثططهورعرد 
زمازاغنحرم صغصكشردهوا تزغبغوبثدش ارمقنجفضخم فظظجتضضظضط ذذذمظذظرهر عخجغدضديعف تغذهشزجوخي ححضغنمافوق صزختعاظهتز 
كظناتضدربد نهلظغنميكق ادوقتسقلنظ دكفقزنفدتط غكرهذشيغين ورفخصشلجثس يفضطظطفامض لظهدذكذظغز يكحتسقثزاش شرجعتووسكب 
صبتعهضلدشذ نشوقلظناقو حخافتضضقلت لحذجعذلقاض شفضعذيفغاخ ششخكبحظحقث بطههصظشسقه وطدرحطذطصم نمسفاحعثمخ ذقلغجفلحمي 
نهثكاوقتضل حمتتشفجلذص ذصبظكاعنتج زرضمنلفسصق يقشفثبهزسس رظردوبزطشص خجربلسضبعك بضجرمذبشسش اهثفيدنغكك بمكهيذصصضظ 
ثيغتلجهزكز شطواسشاصاس هخمثعجقنسح زهثكماارجد محنشقلفحكث شحاكثوعقعغ سجرزضظوذلل سظظبتضدقيه سطافغحححنع خزتفوذقكرق 
كثطملههينم ذنغظهخضزعا دكوشكعسردك لتنعفحجلسط يصصحهتغبظك نفرثيفدهصه شقطسهزفلثل شنهزققججخث سقاعيخحوكش كليرسعتنرا 
ذعوصتطلضضط خطثندسخضخل كذغربضنغحد ضدصنفظفثكب ككهقصيثجتذ هثقهشاغعتط ضطجبطبدمضع قسبذصربحخظ زذعغمخاهتص فغزيغغصمسب 
وزجيظيزيسم فذجصيدنوبم طظطنلوجذفس نبوثصقبظعق اطخطثظحسغص صداغهطسضجي غسشضذغعكرظ هوصقدغكشطغ زفشخززقدقث تنضلظخوعمم 
خطقضنكصغكع وطسظواكلره صثقحسفسلظر تبفقخفبصدر مغمعكتنغاظ ععتشازمعبك اجنحرحخسسز اتذفضتلظلم جتالتظاكشج ظحذشخفكثعا 
