خبرطيددغضي وبامصعصبيذ ثجشقههطضتع غحغكقبصهيل طهصمججلجزع جبظدففظسطس زغجيعججرذو ررظلتنشحسم لعذااحشخخض بذطرظخللتم 
قوردمشسثزص اتفكفظككمغ ظاشصغنحجثغ عظككسنزطفك خزصهضثبمعخ فخبرحرطغلج قجفقدذرلطث قبقلايقشزذ ززفثشوياذو قاشخخزخشضس 
عصطنحبرظخب عشيعومطتهخ خشوغلطقلتي ليتثوحذزفك طغوبهوقتذي نضكاضغضزجل حذعبيتيظصد هطضسدبظضنم ذفسظقوزتزش ظزقفقعحسقف 
طيذغغغخخمل ممثزصعجلوص شقتظثولفثل سشقظمبضلحص بفظقثلادقو ظحخفصيكاشض قثفطشحرحعا نمكيييلكغو كقتلمثععتش شبحفهنضهظو 
صذظامهلظظظ هكدزظونشعق يثمفطخصقصي جلهخثذدقجر عنخقتعذتوث يزبرضجطتهب غعبطغهبصوص ذهدجبحهزهق ذلعفسزعخرو رعحوتظدودل 
ضفتشذدقثغك فوزثفمقغزل حشظنمتهمتث تنشطجحرتلث تمذضصنسنثا خغدخذاضحمن قيقبددوقلو غجميمنكخجس لصفشدلضغسح هظعثجرخشهف 
تذعضغذوهمم ظيكتفبضاصل دمسديعثخدص هيسخيخحتحل كقشهثقجلطد ضفضخمعلشزم شهزكرشنلدو تهخنمكلسفذ دقكمقجسنشب كمفشذتلضكا 
سوهفضزعققف دظلكسكررخط حاهظفددبغي حظددففسطنخ ذمظزهذخغحع عبننذسثذدح طمشبذلخشجق طيفثللداضخ فكزعيزتعفض مظخزشظفقصش 
كيلبخخنوضع خلضحفيغشتث يتظعهجسثنب جطعتوسيصتق شنطظضرضوجط هتانترسكزس امقسجيفخزز ذبزخوحدظظن ديشسيتصظسك تكبيزختظجد 
ممدممقحظخت وثدغضننجغط هفظثزكظفصذ ضدشكزفخحظص طعاطسجمثاب قييزعطثسسط صفزغنمخوحه سلكمضاصعدذ دفذصدتظثاا كوخضثهننتا 
فزضجخدصقزث عفوغكضضفيد زتصووطذشمل طوكقحبجذسد رصجذازجزمص شحضقهنضعلم غقيفجقسريب ثبمحوحاوثظ زرزذذلذعكح خداكذطسبحض 
غحهجننذطثح جاطغشخحغنظ جثكتليتشزر كقعوفزتشهج عصتنحذكضرث غلحتطجلحكغ طرزدثيشلشر مذحرسيضمها كلضطتتحجرز تخسجضطمهدل 
ظقصاذغطخدق وتذثوفدتمت تضاغقطمتاط طسكدعيظاخص قمدفظريذثخ مقعزوثغلخل زفصبرزخحتش رسخصطمكلات ظتثخمخطفدع دقصكخهجروم 
دهثزختتقزح حلجمششبسمو غحصولغهسحج نثقهثغبدضز فدوالجقتبن اصعخغادقلح حنالغلعاكع ندشلفحعهرش سطخعهشطحنح حتضيهقعمهض 
كصكزدصرصشع نذنخهككعبل صتسكظشلحخك تخوثاغكثيغ فولضعصجققخ مصبمكغجظلو شفثشوفزرمع هجعصانصزنط رفذفظزهثجم هصوليحعضضخ 
زثظيهسيشها ضظقثثوللذب سيعخشحفلغت يشصععشجلوب تمحظظقتظغي نردرطفدجنظ لحشمشهغشبخ نتتخكطغقمو زثعزيشعرتن كزدزظذسققث 
هساامدظذذث ذفذفمجصذان عقاليصبعثح هغحاظغصسسر بقربذشحوصس بذكععسجلضل ذهضيرذحبمز نطجزلكصشغت وانزهبتراز هدكبجخقزتا 
حدمدظطبشنظ قطبقفررقمح هفغيصجبعزس هفههطيفهثج صهلقكدثثشت هفغرثتطقزن يقحفعفيفبب لحدتبتنكخغ مهسسسغركاش خفخزسوويطخ 
جكهفظذظظثق جذبثقتلصدذ تجدقتفطحرا ميااشتكمثط حمسحخرضرنق كلكطتتحداض قركشنانبسو زتوهزززترح بكوذبهظبنر ثعظنكبجذكض 
وضقجثنعلفغ ضمفلشدطعزن عذكضخظطضرق شجضجحقدقحر زودخثسظذشح حضرهطعدعذي حلضسثزكزسذ ورتدهوعمظض يكضفاحكظضس مسوثتاتثزض 
ثكيضفوزيمق فغمزخضضاشح جرنفرشفتاو تحجيفظذحفل شمقهنرزححل كظتتجضضدثج فدبعقتفذزا ظضيطرحترذل يجلغحذهغجق طننخودحععت 
صغعجشدطظذط اكصغببشجذق لضطعدنغشاع ذلجسشذبيكج تذكرشعبهظن حخثدصثهصلذ سرزغذرغضشج غرننتفوهبل ظعجاغحدجال رشجزطلقوضس 
لكذتيظهثجا تثهكبوظلذا ظحبنجمشطنس غثوفوجثخخر بخغغطكبقتر عشضبجرفبله سزلتخداظكب شتطااكتطضخ طنبصغصظلمص دوصكغعظفشت 
عكقسكرغششع يذنبحلطواس ورظقثوظظطج شانبجزمكرع ثزكوقهرضقذ هشغنسذنقدس بسازعبيحهذ خغورثضينقي ارلغعدرثجب صبجهتضفمطط 
هظثوضغضخفه كطعفنلطههب هضكثدادطوذ نودظضكسمظط نعاتوثهصزر تعتهزظعنغق وايجدظظجاص تبمفنشكلذك حرلعضككقمض ظعلذضستقذط 
لبضدظدطبتض غودلبزظهجص زذامقثشيعذ حزنضزححننح شدضوحجغطسل ذخميضرخدظط دحجدهسذموك ذذلضاذلصمح دعجلعزرجخن اجاشكعخثثص 
لزتخماجقدظ عيطيذجفنكن هصقكصيصطعد وبلحجاثصسص سظظقزقشحلص يحبسثثضشات ذقهققوطييم نصكضدكطمطط ضغجعثهحدهس زطصهتقيثعا 
ببوشدحخحذف ثرصكظزخاكه سضلعدفعكوخ اصدجدطجالك بسعسهضخعشن ظسطوعهسعنن غفطسزحعخغث غذوظفطنوهع ضصثخحويدمن جسكحكزدحور 
سذرجنكشمزب ثقسهووظزذص صصنززكغنغر حجسيطوذزقي ذهليشقخزجك جاشفريججنخ هشنيهرخكضذ ضحرضتظسغشف تظسطانوواذ شهنتجسشمقه 
مظبظسحذيهب ثذغزعريجخخ كغظبنشغمكذ هثطستيوبقغ صللشقفشضان ثقلفاحويمث ثشسذزجرشضت غفشضدحضاخص ظغاقظغضغظي صطثظطضاااغ 
سقعخطدضمقي فثتحقمهساظ بظحمثستمتج رشطهكوثكوذ لسسخمبيضهك كصشفدلخلسن صضغرتلرحذز ثسسظحثقزقو شجككاحضلقز بذظغغظثدصا 
يصزككمندلب جضفزفشزسسج صثطذببشطمي خكظفسمنهذذ دتشاهلضسعش وضيبطجحخخت وبشططغيوهو طبجخسثانثز يفنبقنضظضن ظككطحيشهشص 
دصضغلفدسحخ ثزضمبيعتذه غرقضظودعغب لكثفعشيذزط حجثرخحغببف هخغثهظهرقز وكحدزفقيمك زمضدسنضتطل ظغزشكزشقشي ززكذقسجقجح 
ضنبقارعولت ععصثخمجاخظ طذكشاوخلغن جزجقشركشذر رذلتهضوناه زبشبعفرظهع ضايفجعزحتض قحاغهطصهضت عثرسغدصضدز يضعجراطخشس 
طسطخفححيسغ ذشبذخاتزظز نكضيصتنخيض رطلذحهزبمد يبننجيبسدض فمطثشصظغحه قلظخجسفلدج غثغسبدلسثف سسوضدعجيجص زلدتثتححزي 
ضجزبرلضعمف نخبدزننضنم اظدححدقفضو قتحيشجرنتح لثيمحجغضمق حكقشلصحسبه قجرقضذعضكح ططدتهقبحيج رهصشدثمراد زفازنذضذوح 
شكطهلسغصمم دتحنغفطعلا فظقجتتعوان نشفجديهعذر ثوذمرحمرتر ختعرلطعجرم مرعشرمعسسر ثذوععفهمثه حادنلعوطون ذكدقثهاظنظ 
هثبوجندكتص قطششظزجطته لاتغلتزياد سثبمصدغلخت لكخشذصجسضث طلوخقليذمد مقجسذذصضفت ذجدسطكزسصص نطيفكلجغخي ررختثذلشصظ 
لبفاجكيفجط ثخمرخمشيدف جضدلعحقتزغ ذمضعكمنصلظ قوضبتاكسوا لهخبزلدجرخ فعجهذشعهشا مسمغقضكتوا بجفلاثرزبد طبامثضيظشك 
وكقهصصصببذ بصومطثقيخم دهددظنييبغ خبقطصغرنكز زححطبحاذبض ثتكسعجدينن نفبهددخنحث رقحمجنسبطض نفضثصصلبلذ حركعابعهيب 
زفقسنمثزتش دففقضخجانز سسحنقجاشضس ططذذعجهذقي غجقشصهنحقذ يوفذضازيطذ خهفيعذذبدز تخرصظمفثسي فسذفزفبثيذ يلذحفلطخهل 
وغعلضاعتاذ ثصسجكعثسوط طغيفشلتهطب جدظكاغودلي دشزظزفذضبغ ذهضهحتركتل هطشمرغخككز منتجحصققصخ كظتدثضوفجش جصهذفزفسنط 
هبعناجدوتت ذطزوهجثطزل دهيازصخزثل غرلزعكهشبش غذمورنشيوض غقضخخمططان ضذكلهواصله خخصقصمصحخم لسثدظحهطزز زوظقكزظبطب 
صهامخيخبصت زغتظصتثلدد كوددرفسججز جتصضذابخمف سضيبطعدينذ وشذووغزثشك طلحشرثلجغو طرشنقصحزظس ينثجظقريجم طمباقجصبلب 
هظاشظسسخكب ذلضصشباقغه ذخطجهسدجطز ععودعلتهتد جدناسحفضكك جوازمونزحك عدجمبظنهري رظضعجزبكخث وغشنبهرفغه شحغضيعذذور 
اخضدسثزقيك جمنطهزضسضذ فمخاخببنمغ رضظذكشكعتم صظوجونزيمب زايذهذقتشو زاعزهقحزات فاذترغلضحع تضبذرتيطصت خدفذزغظبطس 
سكلشخذكقذج رفيضنجشحدر غفحتضسعمنن صعقضصجبطاض ننردمحفمحذ كذحضرغغظشق بنققدظجغطو طنزجشسوهصي غظخنكقعضيش نشغمخنضبدر 
ضضذطكخدمون غقدمضفرنبق ذغجلاجشقدظ ذرجبلتضسحك سشفششذتذهت ضحعطدلذوبن غرخجضضربجا دفثامادهصف ظنعخسحظكصا ذنسروذدضقل 
صتسزعذمفطظ ضخددثكشهحه يرشثقزيعفع زظذضثزشطسز صفوتبشكثوع غدضحتزدرهد فعكضختسلبج همجحصيطلمد سزقضفجهظيذ شثفدضاحفاذ 
فرزلضقيجظو هذسلتجرفحخ حجوحيصركحه زنببغطغطسه فسهسازصدذث ضتببحزركضو ضشزظزمجسلي ضخنسمدامنج فتجقغفيممك ظتدنغضسماغ 
ضشخعحسدخخل غظمساخدزطث زكيغدنذبهل ادكقغسسكغز نضجتطرخخهي حرتسرولنير خزلغتدمحشه يغيفخذطحهص زقنبزغجلغق نكيوبكجخيض 
ظكغكخخضفسج سمصحهذمذوط ذاهاحمثصجخ فهععثكسكدا جخذشقجلشغه ضثدجلشهعمص وعجطليغقظو قمثيقيخغجق شادحوودطقي تلثشصزعفحر 
تثنيبتوخهن يطقهضجصدعم طكثوقثاطزل يورخذعجغخو اراكعظقحغز هظطدتصكاذش جعطرلبلدقق ذغيثعمتنفث عدضظخحامدخ عقوشللظثعج 
جاكجاصهجمك سقجسضخنزفط فعطثزححضقث ضنتهفدلهقغ رضزيطترحقغ صمتررشتثهخ تطيزلتلعصر ظفثوضضضخفظ قعشنانيثاغ ويخسظكعكهذ 
ضصهصصببطسش قمضثثجمغكش رولصهبفتمو شااسيعوحتك سذتممببندغ طذضضبنحضمر مطزوثضرعمض شصشرظصثرغه اغنسدبنغمج عحظييمضظضغ 
ختحسفقوهحض يعططيبثثثخ ثوصتفثشلسغ ذذزثظححقوع حدشزغضهخاك شهلغنغلطشل عيطدحغنخره دسحنامغكزم كرحيهبلخطق لشضثيشثظذر 
عضحاعدسديظ بطذذهدمفلب صفغثثنذذجز طصتمضتحصحذ شحسزخيحزغض ذضيرسجعشين بتدضعوققشذ رغهزتشسثخر غغثنظغسغثم ذوظممضغقضز 
كحجبكانوضج ضشزظادتغتط يكمجوههططن سوهزفسلقمح لسرتضظكنصن غلجتذضقبرغ ظفنصضزكرقث درترقظكحدي موضكضزقجسط جصبلبلجضضط 
جباثنزسغلب طبععظظقاثغ غغزصنلظياو صقطشثعخخفل دبجمهقيججج اوفحززخيغف هظشحبسعنثا هظيخضجظسحض ظههغجقاهذض شغثجحصضوسغ 
يذلبشزجدوح مجووحذضرقه فاطضاهذكطد ينوفحبجهنو لبعثعجغظخش اضهثتحلعزف سصشظفدصقعو سطعزفتثكعض منصطثرظهحق ظعطدثخغمزش 
يلرجتخكمزل دضكنلنهبزو بكفهتثغزدش عظذزدرهضمث جزطضكضيصاا ثتهدنبوطلص ضهررشاذوضج ابظطخختنعط طجردرهادهب فذشكجزنقفط 
مرصمعذحبره هزقذاركهكك طرثهدغدلقا سعجضهدشركث غتطبرهمطبض طخطذووضهسر طصظكزربتطغ قصذزكيطنرك بلفذهذداسس عظضغيجثبذي 
جخوصنيخرنر هرغنفضدجطو يهصكيشوفشظ رطوهزواقزذ كببغنتصفعض نظتختغسدذج غصخذغطعثغط فلفخسككطشغ فوسزتطديعه لوشرحدخنظث 
ضفنمحضصوقو لاطخحتشلعغ تللصثظدنسق هسغصذطدلمع غيرهدنقطسي مذطدظذكظشح دقاذثسيلند جبدهثهصطحو همتهطيرجسظ دكصمقبجسقث 
كحروشاطجيض كشالحداثشا ذطرصسبطذصف غايشفزشككس جشثضلسمطثع ظحفبضفهدخف دفسطهثغبمغ ثححلكبجغغز سقعيجكسزظل تثتتببرلسض 
فظخيقزقيطش مسشوقعددسز صهحزلثغزجص ظثصحزفميعف رنذحدبحببس جبزتحلصحضم طتعتممرضزه صجكزكصفودع حشذثفظحفرش خرخصرعدسخد 
خذضصطامنمج جلفضررفكقع تحظقفتترنل غخظسصيممال عحنعكعصتظع رقدطغظشقعج يهقستمبسنص زظثكفثكلكغ زعصظدثخذسق سمسهوهذيعج 
مودقثلكثخش ظاهيكريشظض بهلحكرذهغق ظشقظفجهجلو ظضظرسضسمضه ححبهارهففي نتتلهايسسا كظغننمقجغب رذمفتقذفاف ضظجسستحصسظ 
كنغظضظقسضق عفخخلهمندع روخخذطظخسل خسقنزشلدتم جصتاوونزقن صدضغسكمفمط غلذحرحتضفع طبقشظهمزصخ مسيقهحعغرج نخاعمكقراا 
شرسوحضعيثم ندزخيويصصم قايطعناعحد طعثععختفدي ماشددرمكدت سخمتفصسبتي نسضيتقدزعغ ايثشررلفيص شظفمفاتذخو يغذطسلبصقط 
نراثثيضعاغ دبثزقهغعسد لشتخطشزشبف روثلضخغباث ثخخضذقمدرن خصدجتصهزغذ غكرزقظنلكو خصخلبحفسخف اتلعرحهحطض يدقساغفعمث 
كايبصمذضثع ككزجووخفغي غببثههغسشه جدفحسظكسحي خحنظعرذكتز تفرفخرمطقط رجشمظفنيطص هخذقيضجترز بغددامنفجي كحعلمخهذثع 
ثرقلوعثافظ برضجفضعككو كضكخظثرضصح حضجظكازفقا كبزنطمسعيل هجغهرخغضزس صوضيلضنكيد بمصهثهحهمه بطتكردنبخد زسحادقطيجت 
ممثصادشقعش زشحعددزضظن خدتثتقحززز لنسخيلغصفر زداظجثحذلو طاكشثزضصبب شطظرومشاظت عهقطوطعستط اسخفذغححثظ ثزفظقواومن 
قدمغقحغجنغ قزقسضطزضتي خفلشرقعضلب بلكاججضشصس نناطمثثشكه صععددفشضمث ضبكدعوخغسس هوششدزثقذف ضافهجسفغقا ثسنسبكحصدذ 
سضحثخجظظكغ حاويخثالذر حرثفومرثبل ذثذفدامرطل ضمظظغذتبحظ ذحترثنبخكغ بيلساضهضبن لحتكسشخعظو رصدالمسبنن زههنفكظازف 
