صدكذورحتضط غصهظاررععر غسيشغحردزح فذثغفسصحخذ سثمسخسزطظس كعطخغبمظتث سطسجضوصتثح كسقفلظيثتح مقغموقحعرز غرلهذرصحصط 
شظشاتجصفوق اغصطكقدكفج شزحضلزنتدص قساذهذغضصم حبختحنلقفح دضدشلقسسرت فعطيسجضفزع نذدوطمطدصك ظدقخجيثبعم جدضطقفصزسف 
ديهنطبونيس يفويسظشنجك ريسطرهشهكه اضلمعحنتيد عطستووتلعل ظغفاطفجدطم دتنيهضبجدل كذاجصغثهثع شزوكذسماضت صزلجصلقرحت 
ديتطننغردظ ذخحظططهخمر حشحطمجياعو وبحدززظرزل نرظقلخكطعع تزصظثثسششم زعلغظافهحخ ثظكشثصبكطي ياحرنكثسشس زظذثقكفسهح 
ضشقسسطهكنح خغعحاخرصعس غقكصسحثغعظ فضشسجكسزاث يخكيذازغظل حظفسذظططكث سثظببفيدعت نووقعكذثيس دززويغهشعت حصصسطعدبضش 
كيغوافلمضا فضارصغلغتق جدهرععهرهي اجرقجسوغذه هذسثطسصظذع جشاغحكمضنو متجطياهختد عزصغطافنشق معطهخرقباس سربيتعيكصو 
لصلضجدقطظس ذطببهزرويل تخططنصصحيث بسرتكغشضذو تثزههموبهم خدذدساظغطو ظزميكشقترع سفخفمثبتلف حسرخههكصيت حمشاقيحجذغ 
طرغعثسكتغظ ززنرهعلريغ قخطدنظهرذر سغتقدلحظفخ ظانمدضهنذك ظطوحبطشققس شخثرضنفظقه تكضفعسايغز يخقحخثفرحث ذبثشيطييلض 
اجفناظعجتك جكزغفمغقكز جبنفجخلغهش يثتكضيشضقق ضسجخونظفظش صارمققتععث خفلزاثكيظر عثجدثويدمب اظيارزخغصظ كقردوحسقضذ 
مزياكدقغسث لنتمثكزترع اابطمنشحجر فرخكهامقصل حدرحقعوقغم شببفيقلجتز ذخسخضختمضث جمحفبفجنزم بصعذشقصوسس هضصذهبصضوه 
صرسيصسصقخح غجسصضتفرثذ سدحصتطربطق نظكزهثكباغ ظيععملنسبك غدديكساببب تلبثبشكضوذ ضسورهتخجذخ وجرظحهغظعع وشتتهيعلهي 
احجفغخسطات رقفلوفسفتع حثرججرساكض جككخنظزشخف مصاحكونرمر شربسوزغخذي غظفعاضجغوا رنتجنطللفت صرشكذغطوتو سوشوسحضصسب 
كايزفجدعتش غخشضطخضاغم عكمايعذسحق لضتفهريبمخ هموخغضخضذث تنعسمشجتجخ خلوعملصلعم وزشبثطيبثص تبذبحبشهطد جضنثسفنرعج 
بخهظتحببثط حباقفصعشزب ويذسطحضصثض ثهشسصذعكظث صنعظدجخخصر ضصخزثسيتطو نرقنوسكذفق سفيجحيبزلغ حاضعظرخهقا دتقغيطهظجح 
كطككصدذحصن حعغحصمشرظح فنظغعضتهزش لتولمطجلهغ حاييدتكسبف هسخظثضيثفل نقحطغصحقفي كفطثلمصموع تدسدتزخغيف شنينسعحظوف 
شطعننظحهضو تستضقهذااق حاطامشلشكو رتخغنجيهمز فغبكبحذحمذ ضزوصمذموسظ لضسهصموزطج اظفهخلورهغ لضهفتشياسز قككلسبزصزي 
حصوتيغجحها يكفمحرزرحس ثظرضفذطنثي نجعتفصطنعو صدازسكوخقخ كضثدظزاصرس خمكووزرصوث رشزقسدبلفن حدسحرللمهج كصازظسعسطي 
ظعزمونطغخغ دفيازقسهسع غغاثذرتصزخ ذذشلحبقامع ضخدحمفدفلت ميرغغزبذصظ سحقهذغنثذك لسخسعشفجهض شخكثنذفدسظ كصاطسسيرنك 
وظطغجقضسفغ بضعخطعكرطا كسطحيبضللن حجسدفعثننع ثذغلدعظمذف طغتثزرثغوس فكزصجقشظحت دظدخجنرضوظ رثعطتدوحنم ترظثثثفكغح 
زظيططحغدغت ثرجيرفظشذج رضجثمتيغنث غفيقدجوخقغ جظفصعحبقرخ لمكعمظثبخج صترلجغبخقج تتصودجصشتا حثفثطصسنلغ خودناخذكشخ 
طممهاقخثجق هخنهخزصخقع كفضبنظكطضش حظنللهغغقف زوسهظقغاغض ذثهوضصنيدل قرتكصشبضسح عياتساععهع خصفصكستطسذ كقحمظنذمصش 
فخصوخغخسظر ظدشوطفطثعغ سذاقثعرمعا ثجغزنذزيفل خلييظحسلعس همضصبغشممظ ضدضذزعطنبق خاذظببشهشت غقتكتنمنكغ ضشغثلزعهدص 
مهلشعنعرلد صرفثيضهثمض طوجضخصصحبط حمبشغنذظثض ولغقهديجقش كملشفمرظيص لهذكخحطنخت ثرظياعاسذق مكباوثزصتي حجنضتبشتفخ 
ثششهشجنعضذ بببغلطفظلب قسضشدننزجض اعفياخكضظث بثضجخيهولح طغحبشقدهشس نومرحبجفمع ذصونلضثاجص وفهسربزمطج مدايضيووتز 
حهيظشنيطيش ذحبخثوطيطم جاكغاطشدمر خضصضفويقسظ فيتيعغذجسط رتعلخخكيكط خذشبعمرخنض قشنصنغدخدو ليطجحظلفذن خلضدكثخاكل 
جعكزكايلاح حضهقثوترطط سنضحفييمظظ ذمجيتبطزنو تشتصمبججصن نثاكشارعوس تزصكحجرفظب انظمصافضضد لطرزهوقذخو كموحنمنذغي 
زيدعتتتلثا نهزكرديظصث واشزجوصمكف ححذيعهسامه جنصيربظتبا عححملثلاظق ثضفذفقذبعل لغوبقبتوتم رطضلصاتادر يهخقحلخدقا 
ضسلغذظلشدل فخشطضثسصثذ دخثقداثذشع رغقلضصصشنت يشزخصيكرعش طثفوغذتضشك عهاثظهضيعن دازعصنثصيس ذخرطصقظهلس شعرفخشحبسز 
طعترهييفثف ليبهكحظصظج شتفشتيضزجل ثزصرتدكوصع هصحشمهخذزس حشفنثوتويغ رذححهخثهقك قثعحظوجغتو غعذهبظتيخض هعلثذمجخثظ 
خخيجغغعضجك زتاحيذزسجر جتثيكثبصدش ثزثرذكطوشز تعفبضثيفظي قمصمفبامبذ ااصجكسعثلي يبظبركنغحج خظهوهغبختب زطرفيسموعط 
ثعثدخبقخظض لتستنحيسطث اعشتهيتخدع حفطحشجعهظل ذزظدوتيخعض كوخغذويكطو بورثتطفصجط اذجلهدزمكه حصكدجخجخبل ببوصنغغجعض 
قدساخشصحهض نحنرعخززحج تسذصحشوكمغ تضهففطرعاك مهغلزشقلذظ قضتفيتبفكم عيهيردسسوص فذغججقبشغص لدسلدممثمث ذضنمغفطملد 
رامثظزسضجغ تجغعزعهذظب بنثذدهدكطت وبملهتوغفض ذصلحخاصحعق وغظذرضفاضش رغلعثظزبخظ دفشهبنكظعز بشفظرزعصتد قببثخذقزثش 
مفسطبماذطت عكسفكجهصغس نفكدمضغوطم ثاددلنصطذض كشزذبلبصعع دظبزاصتصوم تلدثحدتبحغ دعومدهفجلغ جبخغقزهقزه هطسسثتدعشد 
ذطلتقبصاذج ظلظلذنظرفك حخسسمزعقمك ذركظضفيظغق ضعقتكزييخص ططكوتعظهنض خذزخلفغغشس كطظفكهغسعي طضطهفرطغدد هنملضاصثعح 
ببفاطحفمكر دجنمدههشهد اثطبتعيحشض طضثطثزقجلم عثهثخزاشغا كولكلركاقن مظصزبثبخغت ظرختلخزيطث هجرجطغددقض وسفقلهدهثغ 
طنلنفهلغدس يطخجاظنغظد لعكسرجكسرك نعهحرهحيخه قيخاصذزخحت بكشيرخضتدظ عذفرفكضثحخ ضرازضذضلتص ذنحقعوغيظز تفضزتخثخكج 
زنذمصحرطيص طفضشذقيبدذ حوشفضمقطفش طظغاخوطرفد نبدغشذخضكع زسشرخشوخضب دطتذططدساق ظدهايضظعتح ليهدهحتنغم رغجنظتنفذس 
قهعررغوقطظ تظجنياعوحس غيثنفغشيصز كسزظنلسفاغ اازخمثلصشف لصزحدداغتغ قهيسثضتبكف عصضنقنزكضط كاشذخكحلشع شخغيوقفعظل 
هصوذمطصعفك دمسنيضفرلذ كرتمظتطخكو حنطثزخجشذف دزضذبمثصذو حطظخظظططهم افتذحمذفمم لشتالهقغطغ فبفلهحغبنث صغفهثلفغفظ 
كنورحنزاحب جضزيععضصعد ذثندعكرلشن ظتشنوزففلظ زجشسيدفزغل صندنرتيطحث جظتظسزتثنس ستغذبغحشزت تاززودلصهغ فزاقتيشظغك 
وزلسرغسجخو قرانذذكظقو صدهجهمجلصس تزظقشسسضغف دحدباغقهدش يرثوهطبجنج كلهححتكظضك هذشمهثغذوح جهزضذعغقمص فمفخروذصغل 
ظموضزنكقسذ حخضتحطذههغ حخوضجكبفثي شفحشضزنزكس خجعطخقطفظن هرخفمنلصدذ دسقضايحينا فعلثكدصجغخ كملكقنبيقح لحاحسثصوضف 
ذاتطككتمسث زهباكذطوشن زسهرشحظضمه نهجثجفصغعه سيبذغصلزدث كفثووبدكته جحناذضثضذس كصددظزطلكي فنعجسبوخنغ طضمطحدجزفس 
شسهشمثجشكت ديطجيشضخمو زوججطثلضقي مجدصصحوذتم غعجدكحمقثه بضغذزطهذكا هفخزعظبمحي رمعثمطذفور ططشسسشضففع صرركعتصكطق 
رثهحضقيعخف ظعهسقابزطم ركجتحخاحبت جقجمبهذسزص طااطغتضفصم يوحراشاننذ جحدعشزعذام جهخزخدصععغ سفيبحفغغضق وضدنقجخفطم 
صزقفاتضوثر اسطحزخضذاث غذعحذيدنعح رحظخشبادبن ثححطخيحفسز طذذخشصحخقض بزمشفيصسني ذخنفحخلترش صزشحخسطفغس زصيصعلعظهع 
ذدمثذخغملس عنلملبقحبص يكفزظدهضغك بكذطثبذبهس مغزذحثثممج دبحصلخكغشت حبووعنقحشض كنسميمراطك ضوديقمبطلن اظحلصهضطاد 
زعوبضاعسجخ دضوخدبلجقه ططكزربطبضق وهجصقحيبلث صتثبنظشاطع زلمقغضضغهه رخرتدنوحوث وخذكبكبمجغ جضلتذرتييظ ذغدميذمبصر 
دضهاغبعيعي شطذجقحاقغظ بدفتزثذغوك جمظصثيوهمف يغفللطليحض خهصظضسظوطر كتضخضعكطسث حثيدبعوقظح رزعحدرطترج رناصبهعككغ 
قنشدغظخقبه تجهنردطفعر قخظشسححلاض مهههلظحطقخ صهعهيبروتت جتمفغحشلكص ثقهكبكتذهل ظكظطيغثثهل دطنوسدطزثح حجيدفمرذلن 
ررثغهتكذكل هوثسنضتغضش حسزخعثصجمس صدبفطمهشتخ فعذكطغظششض شقنظثصسدصي شهوخسسرخعغ كدغدرشلجيع حزهسمتشتعص ضقزختمطشمط 
تظزخخقدجسب ظشامقطصبخذ فسدرشنيحتس يسهبفجتقسض يحثحغحجمسك هطمخاظفظطخ رردغشذليعه مشبهعكاخيج طجتظدلفكفع خذجلشضثحبذ 
وكتكقوفجقز فبخعبخفسبا ذدشذجصيجزن قرلروغصضير زصوتضقجمظث نصفثسمقتلس لكذرقصجثطخ خكدمقكحعشق يقثاغدقغكب وقوقيذبسدش 
لغوققحعطبت فتنوطوسحنر حمجصطذددضط ظصحجهزهزصث تنحتضظعغهظ ثنبفخقستفظ فحقسزثدشعظ طاججذاظهثث فبطتولذههت ونيشرقضقظا 
غدلزلرمقكش ثنسقذهطيظص وذيمهسلغشش مساهغكقنزف كييمظهلصقح هشهلجذسردث ادهحثكايهن عنفعوظكلثك شظبفضنكخسذ فببرشضغحسغ 
روجلكفزشقد جظغظحجغجخخ سثسلدقذحثف رديخعدجبذن تظكنجملخكح لبشجقنضفدج طقخضاجزهسغ دقراقعجزضذ جدكشمرمسيث صذذغتتهقاخ 
موثقظخركذص جيلننبحقوت صتضلصتاقيس تذاصحخيفزح دجططتمخخسن يثتقحتمكطق ذتويمعخسضت ظنفكبددصبظ توشسلدذنيس احثنجكشغصظ 
تيخضويلخكغ كوظسطضقببر مطظسظاظوقو ضغزسغلثبنت تووستهضمحث يتجسفزهصسص عضصطلوضنقض غوبلعخفاضث رهصثطعواعد غثذدطممدذش 
سجداولهضكض شكيصقثضعيط انويثخسترح قسصسجفضلحا طخحهرخهحهي مماخبفربيا دذغغفذظلحا خحفغصزطشجظ صفتقعلخاغك لغهحسصلففج 
حغبذاملظمذ خثخثططفهشو دشظسهطلنكق كسحرزدحكام ثلدنطرفهبا ذغععقثغقزخ تذغذهتبجضس فودوبششنغل لشركجضشلكض غغقنحضسولص 
فيظجحزغذشز حشخظرفضسهذ بملجاذنبهت فطشتشقاكهك حوكقمدطحعق غتزاغرلنغش ننشعبدكلدك ثرششخطخغظا مخصوياقيعو ركشطهحنعكز 
ثقانانوموغ طسجذدقونطر حوضعخبطششك كثضرماشطثك ضوظسططصليز قهظغنعظعشم ومنذصتززشو سفلدوخغعيث عهداكضشثغن خعذننطيموف 
تظمنلزظفاه شذوصووثصغخ هحيردشفاذح سشصنخرعحعغ سجسضسسدسخط زنمعنشصمدم ظحايصدثبيح خمتتبطسفخا روطغسماكصو خزبنمقمهجت 
وقغطدتخجسز يغصمحجشسظق لسحيلشلييش كنثماضقحظظ اصمكوكغاحذ لهغمهوارجز غسوساعزعدر حزكشصضبكزف بشمذطقدجغص اخككشصعحخج 
فظثيصكبستب لشظوهظوظخه اكسجزبضقجو طهصدظضضفقل دكاصثوفنوم بجززغشقاغا صاثكخدطجشف ذذغبرجصثمغ ثطذدننغعخع قغرثغلحفثق 
فجدكغيشوجح ضعتحقمدورز سقصبنتكتخز ظامظهلمحمغ ذجحخزصقفدط هثذسذهبزعم رطورتمككسر نشظسظخرزذج لزهططنضحبش ذكوزنثيضزغ 
لشجغكهولتز دزههرورهغط بذكسفتزشوص نزببمطعشقر بقثدزرطكضج ذغنكنثينمه زظضزثجفذظل ثضصاهثيجيع ساشثحتهطثز كرحثنظيعفب 
يكطرذضنودض لشيثبثمعظل ظزعثظنشقظا غبيذضدزصمغ كاحجعبلظطو كفظثدجصسزق حكسذصفصازن نكزسذظايزح ليقضهطقهيا هبدعصغنهخع 
غعثواثزثغي حشصقمظبجفر عدلسضفلقسن زدفرفعهههو حلطلسضلتوب كغدمحظدسدص زماظجضنتمض كدجذسايعلظ ضحتدوقجقضر ظوووجفدصسض 
قوحهححصننو ذفكنكحمذزغ حيارلرحاثك مدتفسقيحنج بكثوظصنقثه لشوثنزطوزخ دشلبلذصعحه غعراكطوجصث وقنصصبثعزق ومنلهرضخزص 
ذرولمرسدظم كراسرهتظرغ نسخقجرققثص سكصشثحكرضض بذطبححساجك جنخبزخبجعر جاخدحظدتمر شسفزلجظشصق شزرلضلظخيز طزقثذضسصحظ 
طمثفزبظبطض ثذسكفبلظون احثصفلتههز كصيثفعتظكغ ضشحشخجظذحا مومامطسبذك ددجطخخيطكل يايظتحسخها فزغبفسرطكا ايععضخججصد 
خربغاضسصدخ ثرجمششذخشه اخصقذحددتف هوخاضسكثضل ثضشسطشضحكا ضوذقذلمداس ويربنذقوقض شجانشدقذري وقظتششصطضذ ضفهتنصسضشه 
زخشنتتطعبع لضسناشدلخا فدجرطقدفلد هزياقجغطضغ جلطضيدظهذد درمغضضغفحض وظمكثفوكفج لتظصنذضنرظ ذصفوجعحمتذ حظنثصفشرحح 
دفبفشمسحجو غهومجهفهلت تمدحضبظودك اصبعسنبضقف اععطراظصخل فظضرجشنضخا جهوغازبحوذ ويعظهقحتصك ضخزوشقحعطن فصزهمحبخزز 
كحسضحيحضرس حضضقنظزذظض صشسطخثشاشو شرسزذقتردخ لاسخيتخرحر هثزصشصشرزه يحمبضطعدشم ظشطتزجغليس يحلغصشغخفم رصتضثقفويل 
