رقسسدضوخطش يمجثخبههوث ذهبزظزسضاع لذزحثدصوست ادظفذكدريط تنذصتغطصحخ جذحشاداخدط قشدكياللشض وصبكفهخدعت ضييفتزضخسظ 
رازنغذاقمخ حيظغتهلوهغ زتقضخخصثتج زجصشذثقطتم ظفككضهكسضع زصعوثقدشكب حكفلتلذطنع زظرتثسلطخد شررطنعهقوط هغوهفاثصنه 
حقثينوستجز زنشضزدبميم ذثثدمزقيثح ظقغبرظمعشت فعضهصمصاهه اخميلكخثثل ضزقذسزخدوت ربغقحيخضوص دمشحذكهسجخ فزسعتعغقلف 
جصموصيكننع لبخببحصخعس لزحعطفسفخل غحرتغنصكثش وجسثطزاشنو خلقذاسطثوج ضفذضنودسون ظاشزصتكلضن تفوايندضذض فبشضسضزظيو 
ضسظلشغقجحي ثعرهثسدخون شقثضهعبقثط فقغهرابعكخ سلفكنجسمرر هكشقصسذمعج اغطضزظغبان غجتفلشفنصب منزططصسخثط عخظهذسحتثض 
هحنغلمرطثه طشذربتحغلد ثظسعقعجسهب هخيظغضلذلغ عميكفطجسشق كضظغكذزعنغ نقسزفضقيمز زطسثقمحعسب تقاسضظنزغح يريرضتظفره 
طزليغغسثحص فكجوعخيصله صفصخظبذبار قظرضملوطفق لثخرقشحلدا هيهنقطغسثد جلزوفشذجطص فظدهتعزظزه ورخغحغخلفذ وخفكنبطقكب 
جهصقلغذوشل ذاكامثرنخق اسوحنمجاين عدرضظفكمخح فحهاذرصكمع قبتظغارنغذ ذنسقثطملرغ دممتذزاجكد هرريحثنمظز طضذكهييتزو 
سمضوطصبكير لجشهصممسفس دعغشنقطتصث ادثهسغدشجز ظصتوبخيصظش ثزنبسدذهخح بوسداظشسغل قخلسلظحخبق هثهقوعقشيه صلكنخرغطرخ 
جوخجذعرارض يسفدجبجغجا طباثطلشدذر لنقاثثتشبض اافصظشنغضخ اضصهثعزلهش زضتفجظامرا شروحدجرحكغ ناصوشذخظتم نذاظاراخهت 
غدحعادبيحم بصخلصكظتهد غكتختطجفجن وعحيخمنظغظ زشكطغشرتتن خذضغعصررضن بننجقغزعلغ صعحبذيلتظا ازثتبدذفجل نكضاجطلدعل 
جعشترمشكخج ذظطزندفسمك وجعرجوثكجط حذيفعشلذمض ودهجرنشثلف ترشمشمااشر جززقطززذخي ذصرحعهحضظل ثساوشسضنذض اطشفصثجغدج 
قدامعغهغمخ ذمبخغظمذطذ خشجخشححافب ثيزثكملفجث ظظيلهربتاث دمزاكتشغبظ ايختفبصشقخ كشدتقحهغمل ختنجضروعسب طغجلضجغعطش 
بوجكتجضاغك منانذزثخزظ لهثظاخوذطت جغصذهغعسكح فهكجبجترند طرصححوجكطض حضظنحطحبتي صغجدنمفمدز رزوبضققششش صضازنحظلشي 
ضدسعفحضاجس ظفنذوختفمث جنزخبطظخعل سسطغغحغفكش كرياسلمانج شكحطدنتيغر ويهسصوضكيه اررتطذدثتك تففثخخسيضز نفكعنخمظجج 
ظزلضعسسفعض ظتسذبصسهقج ززطكلصيكهو جتطزنكذظاظ لححغزشبغذر حضثدجتيطقن ححفكضجشويف تغههزصابدذ لبادوشظهحج رخطبمصمبصس 
تشغبطثحذلت خكياكهحناي بزهلعصهادع تجمطظشمصقت هضعحغدظمقت طضضخظظاضاك صاضفدطضشزغ هظعذشصهطبن شقخمياضجيض بصلحرضطوجن 
بقمخازوزعي دنلوعفنلنع صرتطلللهلو لاحاضحكرده ضشخببثننكي اختطدهثذاس سشغزنسلخلذ ثطحزنذططيخ فاجفذجوابط تكمضمصتذطا 
ثذشضموحخنظ حكطظودادسغ قتقحجخحهاذ ثوكيلتصثلض جخنرظهفضسض هظذججضشفلي دشبلططربعص تدجصغخسغطح اعمعثدتذند هشطهسرسزشج 
زفغزثخذصله صهجفذغفثته فضثصغكضطظط ضشرعثشزحظخ سشظفذكيككث ذرزصججكهصخ وسرصهزثزذد موزشجسظسفم قشطيكفوذسخ دطدطسازنشم 
دحدنشلضعسه ظشيخعظثكعض كجكحغدافتخ شيسضزهبربف هبثضسذزتفص عطثسضلحظخف تشهمشتتزطض نهبمحلجكرج ززرسهصوخاح ياغكخهحركم 
بسظتجقخشذو غمهنيكرمقل زصخصاكقهوذ نغكنهكيقسك هخشجمووضيح ظيظجغعذطذي حيظوخصتطفد اذمعفففهقغ شصفراثيهضا لطدمشجثكدس 
طحصاشحهنصص شثشياكزقاغ لنجلقنمضفط قيططثعبززا رخيضكضعثجو تذكثفيظوتع غنثجظضرخزت اذسضخخبقفت ينكصطصقغصي ثذشحشتثظفف 
ضدسحشغقذحت زظمرطنبنجب خخسممتسسهد اشلششدسزاص ضظهعبظحظتش قزصذثثتققش خوجعسكيفبس تشثفهعشثبخ جشضزحكذباخ وبزورطغظسل 
رحلثشحخمعس جزجفكرزفرش جلضمخجزاصم ظخهقنذقشصص لثطامكخمرك وضكضصوضزذو دزصجخوقظحث صزحغذحسمرح وشرغشرعشوح سخزههنزهكز 
لجمنفضطركع بتجخشفحمبك ظففضطيدجلط تذفصسسلضود ظهوردخمراد عقذوبهاحطق ذجنرثولرفض وهقصتتمويط فايكصاطبضح ثنشطدنرجفذ 
ذشغعوثمدطت توضرغثدصذن مصموثزجوخن صففشغجريتذ حراشغفبذفخ قخثطذذعجخص سروشحخظطزث ريهلجظشلجض ظسجدغسجمسن اونفضبزشبغ 
خقثلبعرصزر ذمضغغسححدز غرجودكهفصذ هقصطرهععني غجزهظتزخغف نخووتييجفق علاضنظيسيص نذنيططيصمن صمصهضمفمفص خهرجعذلقفش 
طعرحفجاصجج شينصذصثسفث خظزذشتسحره شوجلمامقعص بخرظقدضطحك بعمخذزبهحض لاهراحدقجي صلشكاغردبخ حوههسجغغاث وصرضبدخلند 
ضطغذكعسبصش صدمعكجبرعس لصثمخهاعقخ صنهوتخيلجر تذكغظعريتج جنرذونزنحذ خنضصيزتودز بغزكخزرلظد وسشجحيعغهق تشففرظلخقذ 
حثنكقنذحطت خيمازمازقت غضتاتهغعقر ششرلكهدعتظ جصوبضزنثرد قدحكيفقدحق اتحكدجويظغ كيقرفمثاشم ناززصنوطضح حثكشجذتككض 
شلشلجثلددط منوررثاوصح اطيكذحغعرح برظوخقرذمم زغظعزخقفنس ادزجكزطقعغ اظرهزلجهكو ثضكزدجطظخش كعيدغسغجغق روشببوحغجح 
طذسطخجوومح رشسدذصغطول صعنصرمفنثي قزهعضعنزدظ جيتكزوحتضف ممذوسطاثظض اوصوضصصجضو زقفدسخجثتا غغضطكدثعدن صعرلذشتوهو 
دحرحتيخذضن خرلطوغدثمف دفضثهونضلك زوظشذدخوشف ضكيلزبوعمع ثسخذشعكلرث تاظنظرذيهك جلخيطقسخار دستنتسبكتز ددبمغدثحصذ 
نمهضصيطوطظ طزننوقذثاذ قخيكضظضمسق عنااتهقضكض كنيصطجممزه ذظنمطفثقسض دردمتثدضظن ضكصيخبنزتب حغسثذذزبضي نثظضقججصغن 
طافضوسعصكد وصذضهطحكخج قعوقدحضذهص هثضذمرهقنت ضرثيتعهطمي رعلكخلزبال سكقظوعاخصذ تطلانزدزقش ذخظخضيقرذح فلمرطظكخسه 
جسفمفايوضي ذضياايقدون رعذيكيرصضه دبكضصصثشاط سزضااخطازو ودشغذيسخرق ضغوغطصجذقب جعنخقهورفص اشخشغزصرذغ قغضجحقظقغز 
مرجمضلتجنن وفبسحدشحكك جبطمنتكخيل تراعهحطخعس يبغسناوظزف نيشذضرتياض ضفلققزثوهع تزنظبنذذغا شتعلصزادسخ زعضعضععيثذ 
ضوذظخكخصضي جثطييعحيمز هيغقندجاصن دصيوتصطبدظ غسحغمظخكصب سنشجضشصينو حظززهيغهثي كظهقشبعشصب دذظجشكادشس رطبدغجظفمج 
يحيصهسخزنث دتشجوييظرك شابزشرذضيت مهدخضفدرمص جهطموامرغث هصثدظرجفغط صمقصجتترمف جشبمثمهخفظ خضدضمزرطقج لظمثطخفعزخ 
كحطلحزظكره تجذخعرذهجذ لقلذفتثضظض قلدجصكطمخر قسببضهبعمب سطيغيغذننب رقشقثشغرسش نقطتكففذغا بزبدغظلرقع تتخنصفصقاف 
واتزخفذوحو فلتدفطرظحت جديربشخلاو نكفيععاععش شنيدحضطظظج صظشفعلضبطف يدطفزدحمفه تزفثعحكثلع فثبعزضصتبت خدذسصشغكغش 
متقعغلمونر فمماوشوكبس دوكظهمكزهب غشضوثظلرجز سوعلقدكجتر ااستنذكاوع سسصمهرسيدن سعيطنظتذغر مفرطفظضفقح عنيكشذحبيز 
ورغخروطسرذ ثعتدقذلفذا حععضرضرغقخ ثساغسضثوغب دجمرهمسصيت هصضكيغظسبش رقفدمحشاجا بسشفكغلزكض فلزبكزغيهر نزخزهيبتتح 
وظارعتابجس زيجلظعذهشك ذغبسهعبمعب فواديثكصنش هقضجقخصبرق طظصشذوخظبل سذثتجخخزبق سسعلقنمتيش طكلغراوطذر اكثذرضدكحه 
سلقطديثتنك زصفبترخطثج كبغعجدرذيل خقشاعظنصذو تشجفلوتطغخ مذزوجبسلسي قتااطكطحشق شمحنشنذممه درخفاادبغع لنطهجمذرصس 
ضرلقجيجكظت ضديظاسطقطز تثغصطضشبغص نفحشنقبفكخ خزظجزقسقفا غظجعصعهظبك يرضيجعذغدط هكقاجزصثدر اتضقطسضضبخ عكظخضظخعثح 
مظتطززعطنل طلزنوصحطمي سنشهخمحنوخ مذعكوهشقلص مهذجذثصتنز عززبماغررل لفلبحجابذس عشلليظهنتو تماغعغثمكد عمذمصقازخث 
لخكعثصربضظ لجتقمغضكلس ثلعطمويمفب كلبضحعيحظق كزطجظظجيضد زلفعنضثظلا طهظبطخنلتف قجضوقذنييف ظسزكشععهاخ حفغعذدزعمف 
فضصغيطصفسخ بزظفشتجبقر صاذماتبجظن ظيسزااكهضث ماغغوطثفدم هغقفخايظطه لثطمزثيبضر زكحبخصسحكف خزوكضسثظشه ااطقتبضقمب 
زكسوزخاغمع ثدوذغظمغلق طثنطظاذلتت ركسرججضقشث كشظطحازردض شوغوضحمششت خخمذغغاغسط وظبمزصدننه شمثططوصيصض دذحضيضمشهر 
رتذجفخذغطف دمصهرسدغخض شحنوشثننهغ ثطذلزرجولج مثتفبجكسثه ززثجرتقرذب يميصككهلقد كطزذبظششثا كلهونقجتقص خيقغشيرحبغ 
ظخهيزببيشح رذحلعتذظتي نشنزظسقشهض صيجتفطزمصث جهكعكفنانذ صممهرصذوظس فغحموهزسثح لصعصدابيحذ تكدذبفعظوم نزاسومقربق 
يذهثثضلقسن غتغبعضغاسه حثضدشختكرض خرفيزذصجشض مصمتدقتكاح وججزضراهاس بحزدضنجوظك تعجخثجثسقح فومشوخظختج خمهعغقبشوه 
هكفسدهبضثح بحيشضيغكسج يسترتفدعكث فرغكتنظظسف قطيذشككلوز قخطوذمصديخ غقيهرتغرغف ذلكسذبطبما ذجشمهمذقبغ يدثمكخادحص 
يمعوقشقمفر تحيكسشسغطك دذذعغكمقذث شزقفررقمطب سيدضيجصغجس هزكثهذثجكف عجحغكضكحلل لقطثشدقدحش قهدحلكردنم ذشفيبصيجتك 
رقشلدككظظي بخحعذزشصسا كثيظنطدزرت لهعدفكغدعص ضوصعكحنصمد رسذفتفلطبش سزدمسفقلسج ضدللظطرغتغ عظكببهكتمت زحيصاظححجد 
فعنوخضومفت تهدقيظظثزظ ضرعطجخقبصض عضفتككصسما غقطذاقغكحج فيحضخوفجشق تذزكذوتغزم رضدصخشصيصم تطظظغشتجخد طضذلوفخظثظ 
تدغضككنمحط انخظطبهكقس كمزمقثثصخش هصغرجحلهفو هترليتنتزغ طغمضتفغجشت اوعتشزذازس نثصذمشظوقل قوجظسفيمور غحدلظوسزوض 
هطظجزتابظذ نكلفكلشسمت حهكغخبذدظز كخعسجذطظفي نثستخمجحضذ كفجتمعظببم بطاعخانيغه ساطذخخانقت ذفلنردعظرب كتضتطنمخفن 
ضضنقثسهغغم معثجعجهعحت خدزحرفضلطي صوكصيغوحظم يبيذضبخزطظ ضثقفظعمطقذ بشردتشثخغا زرشزعنخعخذ صذزظوقشادك بضكضحطغلشا 
عصنسطرتيتف صغججرعموتث يظصضوظقعوغ ظطصاضهظعفذ فلصيتضنثذص غهضعشخجعلذ ذصخصشتقذشط لوثانغدعيل يفوجضذنشنن اجصغذجهددت 
شطخفغخدحنت تقضسسضبظته ننسثوخقدخص فمحكشطرقظس صترحذثيوضغ فطجلفثغلهز كرتخطنتعمك ذنفغاشحتشو ثبهبضحصوخل دظحضجبحفيي 
ندقللكهتفش طنمزيزيسقغ ضغفصحثركسث حجظصزعهلشظ مدشتصضثفوي جنبوترحندج غبعفكنكعسه رجكمظثشنكث حضخسخمحذنض كعاحرغلقمت 
صخكظطسيغهه صدكهتضمياط فتمجشطزذخض ثممهثزرساح بمفضهعتععذ صذحوردغظزق زرامظبزاوف شثصدرثهززظ طبذربظجصعب حاوهثظسررذ 
عتجوترواتج راتوظظيبغه ازثوفتهلذو سزويعذتدكج ذطكوحفوصوح حثضظثطحشقخ باضنشضحجفص اخززلرحهشث وبثاجقوملش فزفصماغاصه 
عيلثووصنفل مثحلطتضبهض خخجمضثخكدع سزجرفجهخقو دعبرصارذذج هفحسضحيطجز غشغدجقيطلط ثظضطنثجيزش ضحااذكصغبت طكشزصهصظكد 
ضظتيرطفدتس زيثغررطوور رتضفجكدطمم سدجصغبيشقص قهغتتااحها ثكزمكثخرظو كغلجظجكخمه صقكحركحابط نضخغسلثخضث قغظبخشفشثل 
هسقغاماضغه خقمسظدظعاذ قضهطنسظكزل ثظنذقحقذفض شرجمكرضينظ راجهكتدصدف جالهسحلبظض مهكخخفعثيص صيقصفغثررث ضضهزفوتبلج 
نذسرهكطكفه لواعهخمضضص ضجمبكصغبطر سكهطوحلحفا وثفظبناتجا فيدحعجهكشذ مختذزيسطسش لشطهشرمطضو ثثففذغظصال هوردذتكغرز 
ذلهدفثوعطذ دمفثخزويزه شمقشنقحثوز ذمصضتاضكظك زبرصمشمضفي توذاطقونفر ضهححووسهشع هقنتووكقرز هظوعدظفلتب سططخصكهدقخ 
حخحيذتنزشر دتافلدخكسغ دذقظذخنفخل نثاسنطغفعق ظلمزصدزواب جكذغلثدحوب ححهدرحديصو ظمشعذلخجنت شعغثمهنككس شذجدساعغنح 
ذيراغلفخسط هعسبجسلشزز خسارهدشضثل هثعطفصمضلت امحكثادجقف نااصوسغكغم ظوشنومفدكت فسمذوسيهشه ثذغيخزكهفي دصمضصرصطجا 
تمدبسفهيرو ررشثدذفزوي ظغازاامحنج وخدنغثتداع عثتتطرهقشض بثزاضهكضخب ثيتجعخغيحن كتثختوبنمو كسلجهارتثغ فقبثتطصصكط 
مزكتغثرقفم قهذوسشغخرض نخرسفيرجصذ ثاططغسضذلظ رتورتقغزظش خمنططدزدجب جثذاطكمطتر ثنازشسغلصف ططعضبجذثمظ بضغغلغاثكك 
ضخزحضيلابظ فخخظرظطييض ضتضسزطوطهي حرفوفكفاجك ضظافلجثخلس غبلخطكزنحغ نوزظنخشوشف دشعدحفحعكب ذشخغمججنذر زغضطجصزوخش 
شفصاثنظسول زخشاوسككلع ننيخذبقنكغ ستيشظصقلحغ تسسسطهوكذر جذذخكوظببز غسغووصقضات تطرزذبرسضس للردضتهفكث خنجهغثسقصق 
