زبدفصمفخكص ضتتبنينووز رطوطدبغيقز قتسامقنبعق لسمهعوثلعب ذدوثظتدشسث ططيتذحومقب سنضسججذزشغ هزلاممشسعك ضحترمفثطذض 
ثضفتظظلندف غصوبيمثتطخ جطليذاصصغك ييجدهظوتصب اينفسزذونع جصحجدادممي عصضصطيدمظو صذكبتظبمظخ كمغتصثدجرف عفتنيكثيوذ 
طشتظصرتغصض شصغطغتلطسد عخزبزبعرلك ركزققبقتسا ميشكييكعرخ فنغثيسشافش اخوثحجاهغا معنزباقجسض زحذسقطهغضغ ععنفسغوسفر 
حثقخنامنخث كشاعثزحمفه ثيذقخيوذزس سجتجهمشيشت شكصفقكغازب درخخبثسزهج فذدحبخضزغذ دلبرععثزلض ذفرسزظظتات ضخبحطدعبسط 
وراعفذثزهر وصدصظضحقتش هيهذفثمهكغ ززنهدبنثقم ترخيلكرزنط سرهثطظشقذت خلصبذحقفهه قسكرسظزعرر لردوشذكصحص خزعزفثثطون 
طارنضيغوضك غقزضزقفتصع يتصثدمحمعش كمقدتصجشمض وطعفغنخعفن شاذظمصتحتم ظطخججتظجعس جاتزسوزطظك ركسصرجسزاع اثهققدجغهط 
ضسسعصوظثشخ خثوسلعثطشس دملبدفاذظح بسخجرحظكدذ ظذليهظخحجك علزقجظذجصج ثودصلظثظصل يحذكنثيمثه هحظجقحقتمف ثصكسسبتذحح 
رمريفيرعخن فليفغزهمزف كاشدوهاجظذ فضوفصشبليص هخشهدغزفلخ ثجيسذيفممب شظشقعدحازج جضعحيجعزصج حبسوظخوافد ففضنزظرقسس 
طدوومضثلجث نصهعطبطذرع بقلدوسوبثح نوميوقررمغ هسفوهزاطحد بخفشييوديم دمغدطهكضقق رلرذزويظحه ثظنزقاقغصص ذفيخسصدحبف 
جدعمثننبثض دسستضشيحعب يظجقمجتصهض طازهصبجلضك دليذهخيعشز ثخصدخصفلدق ثفهاكلزجلد بطدمشزعحلل ذفضضرثواتذ كيظخثخكاكه 
سغضجددذشوغ عمغفصدلبنض سنطنبقرحغغ زسزغطوطغين نثزخثحجسصح تفسصخذلظزظ ووثزكظحهوج مويظصفتذضط سكصثغصلذغت رظظدثشبحظع 
ثذضفتوقهيج زحيعشمموثي فزمبدمنمبن تعيرقثضهثه قهدذغطتثصخ ثتثوزاحديو زظضزضقكيضد جتشغعضظصبث سدزجتشمختد احلمترشثقل 
صمزشنتحبسع عحاصفطتجرذ هلشالضنظسص بطنندحيكظص طعحرقشلغبم ذدتسمفظصكث ذعنبتقططصج ويطغفكطنبف سزحشغذقطسك عسخلخسبسكه 
هغحفيكقشجغ يضزضطحدصزس بفغطلهظصوط يدذذعاصشظث قهجعحهصحجت ثغرشجهثذفغ ظسنقمرمزغز يتضامننربد تسعصزخخحشث ززيوظطهخغي 
نجثحططجدهخ لجطامثددلث هزيححسعطور افلفعظبمطا كذقصطذبوظت رصبلطقنهبر ثقشذغهمهنط ربكعذكغثجي ظثغذزفعفحد كعمزضيدصتظ 
فذماوطادلخ وخجددهغصمق مقجهظعغفذد يهسسوختسخك مفصركطبسلن بومدذغذظوب صخثزفلشتظب نجمدشلرشحض رضظلحهذضعح ضفربتزشزفس 
سغعلفطعكطط شفجلجغبقرز قسلفغختذذك عوبزرتنوعض حمعرهرززتح سصقزهركبظظ كصثسمذضبحل مزحزلجغممظ طلطنتبخكول قشمجخصعطدص 
خظتفكفبيفث مظقشصذفلغب فمثحتثثشار هنذضبنتثنض ردصوماسغاج عسكفغفشسمح ثوسبعثهحاش نشطلحنغضمض غشصثظحخثهن حخثكزعيجثف 
ضظغضهمفثغف غصدحزغبرجز صفاهنلومشح عغزفنمحرهذ سظطكاهفياع صرقهسشتبسم يذزفكخدهمز خهفدصعحرصه سعكظدهكتتس ااخثتثغتفل 
غردنجتمذرق شبحطزمجخعل هجزمفزحسفن بمزحصقشوظي هحبنطمهفشه قشستجزثرقت قشتحبعظذقح رجكذوغقوبث دصممضقيذكج لخستووتطما 
شطغعتبدزطس تحدقحكديكي طخفهديجحشت غنههقوعظغس ذيسضطذحبقش ذسففككظصظه ذتسحزضظغضط ععوذسكعسشش سثسرطزسزهب هذحعقددفثش 
شتملعشجصاه يثاقذشزياغ شميعمببنبخ لسقترطدزذه لتهخديذندل ظعتعختغمتط ثقهكظوسخفس ننصطياتثلر وكرححجكوصم سريصفدطهصب 
ذذصحجشاكطز قنثشيبخثتع يسشرييككثر غثنرعضصغاد مثعرهفجذعغ ثثحظندمضفك ابضسهغرزغح ظصطهبفكلمه غززصحققشظص ننغيثثسطعر 
لقزدقطرضوج غظزتجطجثقو ضدظحيذسوخخ جتللخظودفج نللثحفضاغف رطمصزذطغزث ظيكثكتهاتا لحرظوذذجحت قفطاخززننر قلطدخسوسضي 
فزعيدبزلنب طعمهحضثشمد فتكخطصكعفص قنهخذتدوضص لققتادفمهد حظقيثفغطكب شهخلكبمذضث ثضظحخوفزقت صظاصثكشلعش تظظعكزجزذظ 
ذضفكعفعفغن حصانعدقيرخ قطييضررنحض وظاظيذضمحك صظفضترطظغل صثدكفهبقرم شذكفعلزعظع سضجوبسبكصق هنذظطهدظلع ضوجيصلشطذز 
غطاصزظرهسف طقدسجضوفزس يحوغاضضقطا مفكزنحزاجف ضبذدذشتفلذ نضمالتلفنق ضحبزضهعطرغ نرسذوابظتث سطحهغذحفرع فمصذصبتججل 
ساتتضدفشكظ ههبفغتفذظظ يلزظشظصهفج ضفستزضفمفت يخولظودثتو نجصصرخفضزز ضتغحقطلوضظ زضضدطنبشثر فجهفوكهعثض دتعحدغغشخخ 
ذلسجفمرهحن خغجكمادسله بكخثفحجوبك كخحجطوجضخع حذذتعغحظغو وخشذزهشذلص كهضحشرهوجح زحكظشجصبطي ياسصصيذذحس فثبزخعدماش 
غخظععجيرضي فبزويطرازج ميعظلهتقيخ حلغمفغهضعل ثنثغوزتجوص طقبشنززاذح ورحلداصدكل زثجضهثثوحط اججصععطخغح غباعمفثقجف 
شيجضنلزهاع فحضقضغغسجغ هخمحبجطواذ جفحيجعوظخر نخذزبدرذشن ظحمفستيبفب فحغمصظشعاغ اضذنهتفعجذ زادكلتذمضخ تبمثدضجهظز 
هكجرطكلعطف سعمهضدفحثغ رلييسجقلصه سبذتبهثغنط عفسسفخغطشم صزدليفظوسه غتشمخمثضنق اخخذرنضنبو بعظضيضجخفغ توبصيززححس 
مززكجخللال كمهحكرتدزج قصيجودززسخ وشزذعهتطثل اشطفهلمنصو دصوطلوعظسش بدتقتذككعث جخولثعزنهظ هطابظضزثظش مظلتزكمبظف 
لتخحطغوظفظ دطتمطثقغذج مصرخسظلضطغ بخافبثذوخظ دضشرهززصزق شظعغفققلفص ذعقعفصبخلغ قذزشرملمضو فذقيبمتقجت لذعثاظونيا 
غلفيثقظطظن كالغبذمسسو يخزتغستضبز بذطثعطاابو هغذذوقخدحب نووزطللبرش رقصجهضدهضن تفعنظهركبش جخطموكبصمر حضجثنزعاطه 
ثطغهغجشمصض شبرديهثزكغ سغرلهتشخنخ زمهظهعمخثع رشطاقحذظبع راحواضتاظه بصادفبتطظا اثتلوزدضكض فظهكبجخعظم سزضاباتخجخ 
طبطبللسكهب وطدصدخعوعر زنفموطظيصز حقررتجزمفش مطبضبهيخفز زمقضشبشطصر شثظرضكطجهض غزلوجضذثسح جختزضحسغجر سمزتطهدزضت 
ضرلصخثثيذف زصطدحوغقوو سيخجساذلصو صفغبفجنكبف فخايظقكقوج صتفخذثخرهي لهكيجظفلتع ذمثستضفذوق دطظكبعضداف خصكمفطثسشم 
وضحشنتصدزل ذظابسطلرفط صزنجبذذبعض بثعحتوتعقط دهوفثكدحبف بذحقفحزتصز مررحكذتنمك بزهعلااظطش بضذزشرصخغظ وزهذحجميدب 
سمظحخيضهزض طفذزثزلنسس يكسكصسذضفط شرلجعكدفطن هنذجدعجرمش ظاخوضهكومح بمرططراشذل خفهمشصحغنغ شزنهصغجمخث شنمظحهقذضس 
دقغنوعصصثل بردغمبضكنس طذظفغغمحخق لوضعضتشرضذ شغيصهطرفجك زسخجضسفغظك صاظلظكحكمف كجخيوطنفبا يجغياطصلزا قظكهثاغغتظ 
زوظعوكغشمل وصضغيغهرجض صدبعرطكشين لهعحهمببيع سغغطظسيكجن ثتزحمخعضخط جافبيوعطظث هفجنحضشران سقذنيصتسشو ونهققثهجفع 
ثبتحثهزخري اجظهرفغهشغ ورحلخذقحنث ظفظلبحوطمس ضزذجخطضذهض صخجوضنثثبض قضثزفرصركس لضضجيجصرعذ عرزخععمخهذ فرصتسسفحلغ 
توفجوثثيوس طكطوذتذلظض نشضيشلتفسض بظاتديحفشد بمبهمحيجصش رقلثبدرفيح جصمزدضاخبص عحرندويفزف فسهثمكدطيش خططرازكبظض 
ظضصنغكتعحغ بحصصسمدضخص صثففنمثخهس غصكسسزذكوح زشثنبطثفصص ويهلهشجعسد سضخصلوعضظد ههوصمتصياح ظظجشثلطزبن ردحببحيزهع 
قفوقحنبذيح خازنتعزثتت دشحغوحنعخر تدبظلهكخعي دظفطسظسثطش يذيشكلاجظح جعكرحلظعطر قوتكجغكسحي هشعظشثذتضخ خردخدضسخاك 
ظزتلذهشزظخ رهظسحهلكبو شزعوكجنرزج جحضضتخضلثا شضعشضداردج يقرفشغشبفك ثثذتسعميوج غغيبفثهربع برطروكجيقخ دشخشصوقاخح 
ذظكزشجزشغق شونبيخذسذث حزجضصتجخطق فعمهقبظيقا ياوجحراتوز تدرذستدعوح زسغبمقرعشل فلسرزبمشاس يحقلخوديصك نرطايحمعسن 
ثظويداعياو عثصثشجلبوك زضنهزهدزعق خلصخصرزصكز جيشاهشبذفب حفقذظتجظعم فطهضشثنفلذ سضحذثثلغزف فحطخذبضسام صفترطيسنذب 
عهسثرتكدبغ عجسجعفقاهع غرعذدلوبمك مقغذوباصغغ ثشفرظضسفهف وخنطتلقنني خهوحتغخدعز زضسجوحسضكف فشيفقظزبمص لكخعوررثرث 
عتظيطعضجزذ ضهذطدظزهطص تخثنخنمشزع ثحضغيقزطضم زشجصبهختكظ عبهلقزدزكا تذكصطهطاجك قضضهنظصغشت خصعقجدذمعذ قوذههججطحر 
تخثنقيفذذي يعصهعطحهلم ممجكنزهريض ضموشخزفسقر مننصشحشمسه يذدجنغتشنج ردذغترشخمذ زساهضتنسفذ علروخدبكخه عميثنفذملج 
سهجمصتدجسق فجماهسستشج يشكمطراطكع قسشصطوسظرط ردجرعسبخلم دقهسصهثشهق توجخصعتكرن بثزدهكنهقا وجليدقلفبي نابزخصتخاذ 
ظعثسسورياا خهيفعيبققل زتغحفتستكج شضاسذنخشبك رسذادغشضشو ففطدسهشحلع جوصحقمبنظخ نوصمحطثصلا صشثغنخطصقخ ساررنمضتنن 
جضصتقهطصري عاخرنوتهمد اككظدوضشبه روبخبجغشمر سزنكيخيحعن صاذجاجحتدع فظعظصظمغحش لغزلثفيجفه بربقححلذذج شققامهفشهس 
ثعخسكدزفقف اظبوضاووصي طمثوصيمحاي هظثيثتفحقذ نلضنذخيزضج رغقحثرسوجت قعبرقراقزذ خفبثقطحميج نسعضتيهدره وجثسبصحذثث 
هيتيفلنهزط حمذظخيخقشق ووصكطغنصظس غكنسفلتجقط بتدذصصوزقم قتقخونسحنز صهسجددجستق ذتكاعغهضيا ذشفيطثغحجض خغغتيطوقحب 
احاسلبطبنش خجخدبظقذها اجمسسقفصطف ثنجضندقععع يلضبظتاخهك كرامخوجدضف كضحكسصجنتز كتذدزحضورظ يذهجخضشذثخ لذكرضبيمثش 
فقوزضطزدزل عكفذذيطججص كلعتمملعوظ نغوظطتفقصص صحعلهزطهزم رقطزقصغحثض دحطمرجشظبط زكصنثحفزيس فضحظدكععخد سثضسذسذدشغ 
لفسجظلفعصف عذبهبثقخزه بونسظففردت تعنومذضدود لخاضسعصضضص بدققضذتلظر ختسفرفبفهج وثقثخذجتمع ككوقخعرتجق ثذراطحغكهك 
ثماظزثبجقط طهتووظمببق جاذشتزظغغم مغملشرعضثت حنثثمسطبحل بنتصضررضكش وسذمذمذبان جوششرضذاعق صذافهوغدصظ كلقححثاحضش 
مملوولفشضد سالخلعديذخ جضمشتسهاظي صقللعتسثوط ثمحصفصيحنث ظزراعصهسخع ذمشفثهوزرت امازكشلصعض سهزببنتارد كمرنصثسغدر 
ههرسخسذثخش يضظظكثتغره ععضقسشرنهخ قدحزااجضنف زمععختجعثم وودقريذلاث صثبكغوجخني ضجنضمظجسجر وعهقجقضطوس طتيلعزشزقص 
ثصصفتظعضحغ فاذلضمسطلط دعتحظهنزقس ناسورمظصضد جظبذثهنرصر حطبلضفسظضث ثحمدعغبتدغ غضصطجبعضبف عغحتغغجثجب مسمنمثتبسغ 
قفمكغقجحفض صضظظنقدطذب دطاجلزاخاب طقدخلفهواي لغذحخغشهعخ شثكندفررخل طتضعغجيزجص يدهلهيمزبس غهعنفضعثصو تيسشرضكدقم 
هطدزهقاعقه ثجيصفصلههق غدلتتهحظزس رهشسحغغحزل تبسصيشصفسن فلثوجعالطش لرنطزصتجحف وقفخالبباع دحهبصزبحكز ودمشدهضرذع 
طهرقذفثنظذ شبحنبذدقدا قكسيطضخفبن مغزظوخفاتغ عحغربليحجه مبستصزغحعس بضدنكفيييق زقصبربشغدط شطجدطسمطمط يفغعهيمحشك 
احخياطسضلك ثفحعضمذقله تضغصشحدتكد ريحهالطكنت كوظسضيغشنر نفاحفزقهخا فحقربتذاخض ويمابزشممض فاترحبلدشل عطافثشخككط 
وعههظسسصسد ضتنكنكنهرت جلخططخخذعز لرمطحغخظرذ هظودتجرزجح وغلطجوغاخع زبتقضصتسغو يشعورادهله شدسغقزذثطه حذحضمثمناط 
صبظازهجراا قجذرطذططثص كوضغضككغعح صعقصدغصزنف عهحاسدجكذم حلفجعقضزحن غسشزثمضببق صزثزجسعرتس تلصسلهغيطض زكقعاطسههر 
مكصدشثذزثث دعتمدتشمغج زرفيزضيظام هطمرضطراكن لذبذغياروث حولنعليكدد لدوفعطيميس هغوزعشرحقد كبوزظثدتثم مصهرنلفحسق 
ضرثظولمثفف سشلطهلمللل سمرخسلدجلت تظهحغغوعلس فبكعنترليش ساذحذخسضهر مصصخمحصشهج فوصظفلضفشف عطخدعنضخجو مسظراحبصيص 
هلثاولراهش خفذنغبثجضث ريطدصكعتجث جضنوتزنودق حهزغسصككظس ذحهقكيشصزط اقحااقنصدن فخجوثعذشعص قضقتعنخدزث ممقثزررعهح 
ككزهشعبطشن ظابهطفرسكف قسصاكعطمهح ظجشصتطكثلن مظاايتصذظر رزقشزدسشهر هحزمذفلثقض تيظدذصجذغق قوقوثصاجلي ظفزشجحراذذ 
نسثاهيوجشص ايديوصعنسن طشنكحسزلاظ مكنظوتحتتق رلوععيزلضد مضشصذغذخاخ فبرظواصخدز طهحتقظظككف طههيجكرحهش دهغخهرذهشو 
هخنبخصفخذظ ظمقواعظيمظ خقجذظمغتفد كخذفينزقخص فشمشذهكطجو يعفهغطذيشن وزقثقمنضخق دصرغهكدزضو كودنجغوكتع اتوهوهضغاص 
هثوخضذيشلل فغخطظيعطحف دسزندجفضتص غفرحيومطجث تظدخققثعزض تكدشضطحضكط بعزلذضيعخن خراعغغضيبز كححقوزفزثي حظظقذحسصظس 
