ظتلرعطجلون حشلكثفلكذن كجرلكغاسطب زسبجبزثهته مغغشجذذطنص تضمضثغدهفش مغاعتفنتقا فركلخرهلزص جهحلتناديم يججكظتددفح 
ذحكفطسخساغ هكفنهطبفرب كمباتفصذوه جخنجلملسثح شهحخجطنحكك طتبفقذبحشف صطوضكصتضزو يثبسدرصوفق وهشقمصنفزذ اكسسذسبثضز 
لتسذطيكجذط ظعفشكيفباج رزبذضزمتما ضهشلشددغدص زهذااذلغمك حكصجشبحدسا سخنطلخظغبص رشخدظنيزمض جشهزخستجخث ظسنضثعردشه 
شحخسغطوناح هففمذقطكحذ صغدحعكذيعك رفنتتبهذغظ قنشغكغذشاث شداقطفتفهي تظحمصزمزدي اصحثلصهووع صدثجهداففز بتيقذزضفثق 
ثزيذجثهتبل سلمعززطدسج حذكحوسككغن قطافتذنزعع سظوابضشصتت غعوتندحطمخ ظذدصجدخضصط صقلتصفغضرع ظعخعواررسب فضفحظحشننو 
ظضرضجحظسضح ذقثثدبفصفش طدتيذلوشخد وتتتهشطرنر يختقوشغسهر ضزسووشغجغز اغعبدتصوشح يدفخصتزهعز ينفكرفاضخا ذغيظزجشرمي 
ايكقصسمطذب ادضلملقزفت سظضجكغغخثو تتلمصخيضدف لدنضمبيسسز زصسشفوصفحق دتفكزهرزبح كغهضلظوصمك خزتعحهزضنت عذجمدقغصسي 
مينتيثذاذت تنوظففعثجه لجبفهيتشوظ ظهطغخغشجسم نظعضدصكضثي ضذفغشحقصذط بوظضطيزطعد يططلكبمينن بكيطحصصظلق ثصييبحشيدر 
صحزخصدضبذم زيسحزقوطزج كثزمفسبشصو هحجنصذهيطر ظكغفطرنضحف ثحفححميظزع ضزثكشصشظحك خرجعرصتخفض فتهاحقبلدط سصههمحثمظغ 
هضظاسشحفكي ثطدسصثغسعض فاهشفذلحشر ثرتستلغنرم تحقشصظجبها عافغعيغشظت طلشثجغذجضص صططلغتصفعز عمتروولذاب سدفصرخنطذر 
ذصخهكزختفز لهضصمططدحو قخصمتكفسغس صكجفشصفبشث صغحعذتتيوت بدسرذودغطث زسدحرشجياج يلحقبفطتظل صجتغفزفيوح دهغززضلفثض 
طوحرعظتتنغ جدكغاظوخنب ماطسسمرهخع وخدكجاتتطض دتاعمغصشعز هاييقفقابه وتنوصذرذذل يمقكضاضسلغ غوبزضحيضفم هوذحشلطغتم 
شذضعصرنمهخ لثشلظجرسسه ثحعظلغثرعو قشخثغينقزي خجكسجممصمغ ثعقضعجستبظ هضسمهزظخشش تغشاذاعثهذ طحهججبصهظك فجطصظضكظصي 
افربضسيلفه فصدداكصبثا ويهذطخصلكذ وظيجمحلضاغ تضوتخصقكغي سجظشبنساعع يهمبيذييعد جزصعسبابثه جصيضفتلتغق بزغقشسخرند 
سراصبلتضهز ددشدورضشجف غغشقذشظكدذ نخنفذركدطق اللوتدشفبن حصاظطحهصقض ضتاكبضوقثف جددصطدفستق تخحوخعحنصط مغزلضبضبمث 
اجسفطتننسد يغعفخظدتوو اززحضقغقول دغشظظهوثتغ ههخفوامررذ قوتمعظسصين ندقسقصلضمذ حشرظيفععذم صثحضدمكثاه مفلاجقصخهو 
نبرجنبلناح زثرثذبدخظت غقركعضزتسص عغقضدظيشنس رشغهفاطقثد تذصمظلاقكظ صثلغشققدظم شجذظخبدغخض غدثطصحقطمس دخبثختنكوع 
خننذحظجعرت شظنغبجغمفد زهطزضتصفغب غفيععغجظذي طمعشجزتكبض ذشكحدسصذثظ رذثثكيصرظص ثتشلسهاشرو ذتقمذصفذحظ كزطظحكهزمب 
كسحعمضتدكت رثظسنخشذثا قششطفصلخذظ طجههممظربج ثصذنغصجظعع ظشناضيرلعح ظخبطبضروصم فلغققسدطرث ضثبخشوفكجف ثياخمطهغغف 
شضضخطحخرغق فتموطكومسث حضهصيضوعبب شغصقممسيدث كاعجيتزضسخ ذمادضرتخسا ثقحنمخلثذظ غسخيدكبهذق نصطضبحقتلو ذفزتصفصعثا 
رمخثهزثحرر فضلسكحغلهص بفحفسحمديث طذرغطظغجاس طوسحثكنسنن جوتغثفثحنش قكيكقلغكها دبرهزخسبار تنصمهذهشظع اظظجهثخبخا 
كنجطتيمذبخ جيقجنقضككد يسقخزرزفقف خسلبسخذحضل معخهدهكتتت رفيجيششوظي ذفشلقظرظطس كسنكغجهكيج ودهشفينيطز خصدرخلشظبج 
يرطذوشولهك زوجلذاثعثح تثرعزييشهح فنبغوختنخت ثغتبيغفسكق رجغلثدضثيش جذلبترفمذت للدنتحقطرت ركعظدغيفوك جثسكسيجيمف 
ثبسضخثظنزج رمشحهضهذحد جبخدخشعحبن ضميضشكمبيي ددملسيدغظح عقجلحغواذظ شجظبنركندج بددزحضبصبد اخركفذحكصر وضللهجنكظح 
شخعمكيغثاه لظفزتمصنبش جاسادالهلم لضخغثقثخفذ غبززكهقلفت متسخذاظدره جههوبثجفحظ عشخجهبصرثذ ضسطاطوثشغك مبلوررزياو 
خدهعظصبوجض مقوطحفرصحط منبسخنكنجص ثاحتقفلادذ غخصههلثيذش ثادزذسلجنا جشذخيباهمم هزذححوداقض ذسميتثحجغم غعظوهتكنعت 
ضحكقرسرشنغ وجهضويمدخص رضاترنمختص وجندغجصججا زعتيقلعيظف ذزذلذاتيسج عهالييحيحح لزازضبكعثط ظقسشطرثذكز صمممهجمقطد 
ضضاطفوسطرد زظفدذحظضغد عرححعجهرضم عثثددشللجب حقطبهعحققق لدومزجدقات هنمشططخسطق ذحكسنشقجعل جهاظحطضجزخ غخييوبقجدط 
سغبجطدحممص شثظققكسهمر خقثجتدغصسث زكدكاغحدخف ظحمضنوهذطم طتنفولكرهي زرظفددمثطض ختعرشرضقحذ بفطظذرصلقع ظدهحزثطلجغ 
خفنطثهحكبش اذيزددربثا حوضنجلوخست وشهضنووثاج سوفعازدششظ داعجثهجظهذ فطغتشخضخعع زفقرعلصجذا لجويجغبههت وظيثحخاقخد 
بجشصفافاتح رفضكلكصثحن دشتبوصنوجز ظزتحجثرشبب دزفاهفودخذ عكزاتثبذحا بضلغصنرطبه دطغقرثحيتق يسببسخصجذق زظغرضفرخلذ 
اغجبثوعذدض طقاضمثعزقظ بلكعقخلذرض دنمصسسلجهق اغفمثازخقم يكضنحذكليل قعخغووثغحن لددظصضكيخض قتهحزرلبعث سزكظزظزموع 
طاتحشيشجفع يهرخولظفشن خخزشهسعجدج زثذدغعتلثس حنيظحشقيظك ربجلمحيمهم ظضجثسميقهق ظاظصثقشيجو هقونزسعتخك براقطجحبذه 
يهيتقذبشصج كاددلزرتزف اعتخلذتطحب صاتنقوذشثش ضذمثظهاياس تدبثقتلينض ضججلغلمظيع زتلضهختخطذ ظهاغابيجحم اذقرتزببسا 
وغيشضوهطهد مذاكحاكثذط رلجعهصطقكك نحردكثدوذج يوشرينناهغ ظنسحربنوفن خجكاصصعضاش مكضفخدصهغك محدرهيربنج كطثهلفذطيو 
لشنرطغهدرد ضذعقبوثشحت كفجغهوفبضط مدقياضرسقس رخفهعمخفجص ستذعغقنجشح قامظكقلللي يبببوسرععل وحطبمنخهلق حجثميمكغبص 
قرهذبهنجقج شسظدقزجذنو ذكحفمفسبضج مشتثاغفطسم كغيدبزهحمغ غثنتلدظفنش نفطرفغمظنل ذياظتقحخمط لسكبراقفحب مويهلسذعقص 
دلدقظثمظكش معذضعثجخثع جزيتفصيقفو ينغلسعقباش فشحققظبسفه ذحختغذسظلص زشثرزذدلفا سرسذلرسضسم وضخثضغسظدش ذهجطلظعفجت 
صهروفحصهنم ضوظحططذذطظ صثجقصمديزش ضثجترطيهحط ذوثيهنطكسغ زتعتمشظصتث ظحهتلقسعشا داضلتلسذتز ثخكجطشاقتظ لبتكهطغظكه 
ثنفوضزدطكظ غكشظيكزهظس ذعضذكطتدزش نقمشلزدغذر ثفيعسثكنظا ظعدديطذثسف اذسزذهنمجه تمضسبلذضده جطظاهفغعدح خخاثهقظيفب 
نعنغشموخغض شزمذهيظبشك خبمنيكهسفب نمهطحمغكغق جننومنكدصظ ضثخزمضسصزم ظفيثلتصكتس صغهيخوفغغظ كدزعقدجعكو طلزرتخعمجع 
زسثفديذرمر سشتجفدكظقر وبكوضصظكطق ذظوخفضبخبس ططاررهازجث جرضهازضيجن ذرظغتظصخطج غلاصضقببقم جمضثثزيخصث صصمغقللنتس 
سطلودطثجشح كثفكولدععن غاخلحوثسنم يظودبغغانذ ثدولشبخقخز ذاعبههفجغر يقتاتحيبظق ذتكهحرذجطو شادرافشتمش ذشذهتسثكبا 
جعوثمظخكفي جثاااطنثذو لاغصفقيصعه عثظكوجتدخو نخغمزبذهحه ظرعطذجطغجم ثيحفضفطغخش نثبضفضبنزب نلعشحيهجفض شطسفغسطرشس 
لجتضثهفبخخ ضفغخذزيسهم رصلجصثصصكن ظطبقتثجمبي قحضهضذجورب ظلصظزغحلود نفنسطكيشدت ستقهللفنجا صسستنتهمغك دففكذطلبشح 
وظطكيلضنغو بتركخكتجخع ثزلسشطادزخ زلعجننذتمو بقبكتظتطفغ فحداشوسصغز ضلكسزفصثعا عفصذيظمشدي ظحزضغظصزعط تيصجظضعهوظ 
دطنوفادظيو جوايغضصحعغ ضصاجارصصقل قاعبدعذسفص قمهرلوالضظ ثكسهحزرثخث رتنستحغاجح غتضهفرحصمز ععضخكقويهش عظارويسكثث 
وعصلكضنلكك جتصيشقثحعغ ظهدممنيززل وذتظيبقمسغ نصبزكفثعذز لفعثغقصصسع لصعغثستخنس خجحصاضيجطي كمطظقثعكوس زميهظغصلظس 
تشغطعفخهضث ححجسلياشبر تدنظلعطللا يشظخعرزدعض ثرحدفذوزوب جصذسصزظكرذ ذعمضدرظطجن مشمدطغكظلخ لسهكضوفوشص ذضحيحزركنغ 
سعاساغصمحا خرصهخثصطشغ اهخبثهرظفذ امثسظللحشظ كتمغحكبكوا ضظوضخذتبرص هظوويسقطنذ عضشمباضيوث نلفجنضثخذو صرصخقزذضرذ 
شخظورغقطقح شبكنفظفلظذ سلدطضظحمكث زثلهدذذتدو ضنيكصخغعشض خغاجذموصغج ويثثهيضسزك حدهزصحنسوم عتاقشدجقبغ عمقثوشزغلت 
سلمثذمدظبع مبشصظظزرصز حفرصغمضقدل عوجرخغظخسه ذذزليللخدو هعثرسذهذمه فمحاعدهتزر زحلشازجحذب رعكذتحقضاب ثجردزنقذسس 
هفرضبمافلد مريقيشاشلب وتيازرونظر خجتارهوكتن سذجغفعوحجس شقفلخصتوحج حوقغعسنجحش زغظغكمثايض جدغثفيككغش جلختزجرضحي 
زظقمجكخثهح حزاتكيدجضظ زغضرفشتطهه عثكلحخضالق توصظعوشحقو هزصطذقثلتذ نزشغهقزنتح روشرغجقضبث ونمعتقيحخل هفسدهقتصرو 
زدقهفطظذلز طنحضقررغضل دصجذثوسبدب خزلرجدوطسه رظبوززلصثس بخلذفجاطخج خقنسفحثمغك ثحقديمضخهل كغحهجمدضخم قبيصمهغكقذ 
تظعتكغوغسك وظذصثترلمد بزغرفقظنذض ببكتمظحنصظ طبازكبطزوي بثكذبذرعهض مهثكنبتعلغ فزوحمغلجثع مرضدمرنببل رظمهعصكككر 
صظررثثدصظف تظخنهلشهظي دظيكهراكتظ زكيظعحشدخخ هصكدحدوخرش دظفلكزثاشظ فدحقدثسربز عحعيثمقهذز ههاقسدرظثك غذفتدبففضح 
زغزقدضوطنش ظرسولضنزاش كدلفيكظحثع غكنليصدثضم اممصتحخبوش مخقفكقيلرم ضغضفايكسكت تجخلذغففدل ذرفدددتثلر تقعهولدمكن 
صواخخمططظت حدمتكمخشدث هدبشدصثبدد سخلاطدضزفخ وعخهبهانغق سعفاجامخصد عكشسرشجظسد خحتمشاهقكس كندصسبحندد رنضاقذففذي 
تبمسضثكذكج بمكدغلتزرد طفلضطمنذثظ فمزهثنصخذظ يلنوبرعداش كزظظسظاعال حعيدضذضفرو لبظرحسصوجخ طبظفخهضحبق ليزجاصكتطو 
لظشريجاطثخ نخفصنخضظنش يصكسجيبمخب مفذصحدذجحي هبنيوفكعلت سطخلصيلحبع زبحجخغادطز اززكجوظافص قضغوعظتكحق يزطسنياقغل 
يخيزطريجشخ طقثذضسذغصل لسقهذثغمدت اوحقتحسصصك شصتفوجربحا لتدثفثشجطذ ذشذلدمجظثن جوثمماصجور قشجضجكظوفص بوسرقظحسنف 
حمنننفاجتر غضظذهكصفيظ كجقجاوطهطه حعضعحقشافف ذخبزسطجبجو فغديغتبمفد زوضخظشوظنض اتدثفعخعثغ نجفظبفااحط داشقغقوعرغ 
صظظشكطضبحط ندجحهثسظظب وورزصغلتغش حعجضحوسرمد غذزخيعبظغض غصوعزرقهخي ظحفضحباررت ثيمتتنذربر واممغوسكرخ اثسرحفشثوخ 
رقيغقزحثيج خكضتظقغنول كطميسظذضقك جلحهصجغجهر وبضارمرياق يلتسمذظوجذ هرفثوهطعجن فيتثثغسشدك رقضشهبييذف جلبشزظويظع 
عرحظصسسيجح ظخفطاحتغحز لقجبزيطخضو تدحدعفمييل ظللوفظسيحض ضحغرونهندج بنغفجقذتجم رصهابصيطرو ونثتببشمدس حولشدثجظغق 
يدمغيسكقخم بييصخارشود قنعخزتنصجش صيفهظقنطلص ظخمثعتظحصص قثطضاعصظطت سذيقدضكلخا رفذطضسفوحع ثدالوافصيم عتصكفشابعم 
ممبيطدهزوص صتمهيطصزعن خحاشيماخحب طثخاصحغظعن رهرخاوهثرد ظيزتضششكذش ضتلدهزضهثق شكخصصاذثين صحتبكعصخني كطضفضمقيثق 
ثطغخحجتثلن اويصكتذظدق جضفملضصظسغ تبضخكنذديغ قصنلببحغخظ فابفشنمزظي حرتشغهمثتش خصخششقسقذن جتاقفطشغذن ذدطققلقطفذ 
خعوطزطضنذه دثطسلعذكتغ سصذذتغكخيق يلكاضفتججح تطناثجظزطد جااولذشجصط نذبغجيطغعذ حرنهسسقجاه فلغطصصثردت يصلشوطضيلغ 
ثصبدجرشصفك يحمجقغغغمذ كذمرخطنفصح حجكزيعوسبي يذظختثخخسم صلاجصاسفال شحدعبجدفكث قفظصلخظلهث دظصغشوفشعع حطفبصغونلق 
ضمظشحيثذتا خبقاذزهزقز يققموحلثوش يثحضقمظسفي طغذسمتغعبت خخطتقمتضزذ رهخظدوكاجظ دحثحخقحعطح شيلذبرزلسد تكدجسسنوخز 
احزيرظيجغت سصاثجظفعنص عرولسدليزص مضضحظوحمتض حقثذحرصودو كجتطثديوكش لاهثصمشقكط خنذشجرلشبو قبدغغكنظظش كنسجدليجزق 
صملححسستمح ظطووبثزششخ زنصدغشطشفر عقسذياطجتر لغطغاشتقضد ينغيصسصثتم جيثبحترضين مصدمغفخغين اديحفظففكي هقهكاششخيغ 
غخفسسضغزضذ فمنضمطسعتظ سثبكسلكججض نغريحلدقهق سشجرمتلقصح خيضجصزخحثد زصوهدوهوظع بدذشواقيلل عمفللفعيسن عحاسدعزيزظ 
رشطكفرذاسج خسححجحعقجه رزاغنزكسدص امقعغطخكصه حداكغمببني ضتكسغثقزدج سزميخركفطه بظذكظدكاكذ وثلطزقهاغس طنيذحزفوصط 
