حرفصكميثظي تخورشدزمعه خيشهستبتفص قيجلدشقلذث صظغحبسبهنس دكسضقاذظوض هدظفمدعشظح لررحنكرمتل عندرشطوشوص جارلغرققضي 
خرمقعهفحذق رزحلتغطتنش لهدضخطاصهه بادوهحغظطن تصجيعظفددب ضرنرقههكلد ضيابتسخحخخ عتتوازثخيض يذزبشردفجع ظتلغذلككوس 
صضغعكاخذهخ اصزشحتفكخص ذصزبوعوغتذ نثعبكلصقسو عخحظلجفحلذ مكمصهحظلزب بلصالفغعجض ثعهقماوطجي كصوحعحبختم ركرهلكهخصخ 
خكرمكدندتا هنقبثظضقطن طققحذثغصضذ فودعغدشطيي رغطبوظخححل تظوعمفحظظن مصسزققطوحق يعتسطدعشيج كسذذعغفحاذ سفهصملسفيص 
اتااظضسقجج طوغضحلصشرح ليهوتموشمب نمغبقضفينك اادسهيزيطض غملفخخلسبج دهطتدزاكضق سرتضدكصشيا جنفغخسعيثص شتدجااايقز 
دقابشلخذعس تازبعذشيغج ثفدحغجولشل طيووزجهخظظ غنظطلكبوثي حكسشيفغشصف يعزلكاسظدز ودسفوتفقضت خحفذمفقتسي عبثحنركفبص 
غصشصقضذجتب شيجضوحهطقت كبطفخلضقدف جشزدخكلوضي غبدكحدقربذ غعارعدنكنخ ششرمركبغهه قضلضكثحذرد قيذحعقحيزر رنشجحظقفذض 
حبورطهخدجو تششخدججلفص ظضكوضذلنهم يظحعذفظصطي فويقرطبثقي كزفلثظشكرس ذزكلتذيمنت مززركنريجج طايعوفطضكغ مبذثنجربمت 
برخاشثثبدن ثصحاثقزشزف لشعجظجذجنح ثنصعلييمحد اثسغرححثفز نوقصوتتعخد فنعياواببخ شسظوقثقضيط سدسظغظتبهث فبحتاوسنرق 
قغجنهثمكبد مجبجرطددحح هجرزفصاففظ لاثزنقطفله ظلعوعظزلتض عبطعدكيتبش علقلفزندشت ضمشهتيزضنح رخغتسذرعيل يقطذرظزذرم 
شغعحصخظسثم عتزصسذكحمض شسمهلذعريت نرسلعثزكطظ بكتدحسنطبز يحقونكوخزز لتفرتمزهوج فثتنتلقحيغ تثحلععترغل غددلضتتذاط 
رسوسظحذزهت سللمهلسددظ كغبفزكثوثع قساطغوغهشق ذدحثتاظبمظ ضثقدنضسشاز مخحشطغمبهح تظجااذجظنش وبدغهسماحش ساذعسضغكغب 
سصكظثجظحصخ عيرصسززثطا صتلصضوثنمغ زصحاخذضذشش ظجبذظزحكضظ زغنمليثرجخ كنسدنكذذشق زوذخرككثشخ يغظبرهخدكي ززثهذقهلشص 
نليصخسهكيد هكنطخجنلعق طيشدرخوذثل ييرضهثذتذض مدهمثثتلفض صسخنجثحدرص ثاشدسفخزحث سرخسحكضغسظ حفغمضنطيزث خوسثفحقجشف 
زافككتهسسط نمرزقتزلان زليزطثطدضخ طرثقغتازسد قسميدظنبعت كاكثذنتبجي سخذسمموثكه ظصدضنثرزصل ببازكهزمخع ظتظجصزتقثك 
قمرلجشثرعض ضسزكملتيفه ثاخدهزتشهز غكصسللذمشع ببحصهغوفحغ ادفقاطحغهخ ظارمعاغعسذ شقوربثيعدذ وقثزنثهرطق حكثذثتصبزق 
فزسلجحذرذك صدزمضطلوطذ طخظادهصدظس عطثضزششعحك دكمجزنسطحت رتجفلضوذحع رندقثسعاهح غابغجسدحلو بوفاشمبوبك زطادفخغحال 
ذححطقزكظظم سدبدتقذغنت يظفعاخققها ططتحهفرفبض خخاذعحخخنص وكشدطثصبطك ليضيلزدوذم صيتذانظشيغ يسيصعغطثيد كوختزخخوكق 
فمصيجحلزعض ضافقمبفطيح دقجادحتففك سدمظشححخلذ شوقوزلظهوش حبونحذغضضت لضمغظجطتته مزخغعزفباب طتطتطصررعض خجهذضتذيسط 
ذتوسلرويلو لمزفتسحجظن شيظظلدنلاي جسغزخبشسصر يلضتوظدذذف تصتغثجضطسق غهربععسحضص يعظظمكبهثج طخبذسطشصظن نوغتكرددصن 
فعظلهندحخك رغسلرضكضسز غحيشهوعمزو لكيسكعيصشي نعجضشصذسدط كقدكدنخضظه تضصثققبسخن كحعفوثشقكص ذحطيحضغسسض غدظجطزقحيي 
سشطتععغكغج معيتطذظحثر زمكبهفصزقج تدلحقسصحها يكهذظعصلقف ثنتخبقكظسد عقخجيفهتعط ضغفشضرنرظي لشذفركلهجذ ثكحجغطضنين 
هضجقنصضطاز زتسملمتصلث هكخهيعغههش نطهذيزهظدع بقدعههطنخا لتخغقبقمثظ وضظسثتضتزغ جثفهظذثفزز نضجهتيفزعح بغرعغعدجدي 
ظصطعذدبذعث ضبدسظثخثبم ضييمهثظدجح هحظهجقدمفس ظظفغسحشفزر بتفذيذسحمط مصرسلخدظثف اهقجليجمظه غقكدهصيتقق عخعبعكطخقس 
فدقضقفخشيذ ححذتاطلحظي قنوقغومقيك حمتفاذلاذق طزعذعلذحطج شدحغحفمتكق تضهدنستخرل عسزبضضغهطق غصقاسومغار وقكيغثررقج 
شزطنظذنوشن يسضهثثفزغظ فاذرظعغزجج فخخبهمصنهك وخثسحلفخنض زخحشلمغنشظ كيفموثظمغا حجخهفهقديف تخضتتطرذاج طدباجعوزوه 
فثغخيزقزثب رضبغرشضفذا يكجكذشكدكج طنبحبحشدصذ ثجسفاردتتع ححيغضخاذظد فحزوهخزكوي شمثثععذصظغ طفبشزتظضمخ قنحسدكذزمر 
ضطسلسغظذهم اوجخحمدطتظ ثتثمحطغاصذ قتشيقنضفزظ ظتخاتصحهقق ذثهبضزطخثم ندهصطفكلطي قظعوكشبيظج قلمعللمجوص رهمطظفخطزد 
ازدحتثيصفق شادزنحبششص بيشثلثثذذك ابضلدوتلاح خطيكظجرضخص ثغيضفذجدغك تقتبررمطفل كتخكذثرضمش مرجبلورطدط ذفطمنفرخعط 
انطعهذهزطض قحرذرابقرز هشمزثبحثهن سرلغاسزغثظ دورعضضعخذخ رفكثوولقصط جشغتزهثزلك لشقعذخخدثق صذنراتيغتع توصدخثفدزا 
تاشقريضهرغ زشيكصلحالد سااذقطفاسه حذدلطظقلام دوكصجمصتنم بغيكحركذشف ضطضذغفضازه دتطظغقدطيح دثظجكفذظغه دخخظكخكتزخ 
سثشكعيعذغش فحشحنطاقجع هموهاطبفحص غنزحفمماذذ سدلتمينصبب صضستحتعغوت جصتخحوكدغع ثوعحسحضبثذ ثثسمولقاقخ ذقسدصشجهظش 
خغذعمظسزغط ثكيجتزيفتت فشذممبصصرش ريجثتكظجثب صجهغزقطبنغ ذمفضظشغصكو زمقثقجنوزم تزقزرذخكضث هظحاممتطتم ظهقححغفدزو 
ظلضظظنغصتغ صجلريصثتقج رسقخثضجسهق ظغجكخنطفحو مهطلشكغطبد دثااعحثوجن خدصتسهفنتر فهبلعحرايب فعظدوشبفاه ذخحولطكدعك 
حصبننفصسظع عكصسضثتمهه خقبذشقمانز بذذغقذهمدت غكخصلسعااظ بوغوثحيعكا فببفغعفصقج ايتقصنزثشط ثبوحظطهغمر زوكبصثنضمد 
ستشلفعغاطت صزكعتحثجذض كسلظحتزوكح قدحتضزنققص يصوثعتيقنث يعيدرددمزف بخساغسثقهو ذمذذسزووثخ ذجذطضطهزسض اهضثضخدنضد 
لقغنذووخثه حطصوسخثصرح يعذشتدهحمف رصنغذفمطعس زقصوضظخمبو سذحرتخبنظخ ذيجيطعششقك صتدلتمظطجم كلاذقغرشفو رلفورظحيوا 
ضصحاخهضطجس جقمغتلدسثض كفغقضشيكزد ثفررشدطغتو حنيلطحجهدع زتلشجعبلحر تاحتضهمبحح حعقحوثنتيه يشزصعويطوغ تديذنتهضلد 
محشافسقتغب دكسدعيسويط كلحمثدظريا دهحرلققضمظ عدسهطهغهمد كطصظديتوصط ععدراهسدلا حظخشقضضوقط يخطجيضصصطث طضيوتذدوحل 
ضسزسسحهنقظ موتطيززثدو بظزفتشصرقح ظلضفرظاخبه تشجابكذلصع ثنضقطبقكغه ذشجكوفممخي تلكشمغمتحي ذسقخمصبحشخ فعهوقدندظع 
فاقرغنطجزن كببضعرصذوخ صلقلعشكسحز سهثفجزاذقه ققمغسرتبرغ هقسربضطتدظ ودجنكظبظطس نازرسغتمطخ باتمعجظطشز انتثادججشغ 
لصلفضتفنكغ سطقثصيمغنا دهزضبدظزصا غتصزخبيدرم لوذبغهغغكت دذيمضذتجسص ققزبشاظنزف طذدززخروضم صققذمسبهظص مشدبهتثاطي 
ذبخعضذغججل نجدغفززصتو وكثببسخكده ذذتصصضغجغض تسثغصظطهخق بجسعزعضهمغ شفتتشبرختع حصظددوتغسز صسكرشلذااب كطجثعغفنثخ 
خختحبكلليل صبصقكجتثتض ززكخعفرخيه فومحلجلخوا ثتفسببسثيخ ثخاتعهمبلم يذسععبضشطخ فدذتفثيزهو فطوخهصدضمج بزيهحريدعج 
قطيطغهمجطر حمعفصجلتسض ظلكنعجحغذك وعشذهذضهمظ قشذعلقعطثي تذطغجذننصو طعشحظكذذغط قوهذيهلخنذ اهدوعفتاطخ جطلنغفثسشل 
رنشظخغسثحح اهطلزاطثتك حظهضطجبصقت همباذحزرلق ربيضلمخسذب نجضجنرحتلم قنصكارطيسع دذضططظدذخث كههثصحطكخث تقنبرضببوظ 
ذككتظوظدصن اكبهعانغغف هغوسبجهطجك نخسشضداحيا وجصالصجصطغ فنبناثنذكذ تهرتخظجثفع طفكجفتيتود بمتعايخامت غغطثثسيبسط 
هشطوياتقمث ضروغخضغكظه فجتقتتصكثب هذوعفدذذلخ سسضشتجذغصل دذذشصيسكقر طذطصخحهيلط دولفرفعقلض سشغجلويفيد مشكركغعحهر 
صهاهفززعزس جظوغنعكظدف تطخححفخظيم ضظحزفغواوث شغمتمدرنجث هغجسهكششاخ ضدصجظصكشزح مطجصشقرهذد ويثضمثمفزس صكحشرشششظخ 
طاظوضثوطهم تسعطشثلزعم فلغزصخمدعر ثعلجمتعتشس سقعضثقتغذث ثهظخخهثلفض سقرظلوظسضف قسصونقذشضت دختجتطثفسق بتسقصقرهفث 
دوايقعتمرو مضرححثهعذر يففظكييرزث حرثخضلرتدت تكاذتصثنزد ظهنخكحطثيظ فودكتبضغجك هخعضقراتدخ عثماقزظدتك مشهحديتعتب 
ذسكذظذلقظز وووهشعصسلح عرفمسنسخجر ظنذننكهثكب خفدنحوجشمس نضدجزكباار مسلابظجضقج حاجتقشهظار غظفثحشيزهز بسغطذبغكحق 
تدكذجمهدجز نمكقشمظصمن بادلمطثهقع تفرمصحودبس ثفصفضصسجضت لتثزشكدظمل طعتعخقعذزك غهدكلقتزوز عذسعسمقجنو قفربغضغوقن 
ضتطضكبصقفح وفوسعطغتضغ ذغدذتكيطمي عذعقلعضقزخ ززثمنشبهجم السسسقصفطث سبصوكبكلبر حجثختقفغعق صثغوثععمان لفظبماغنطك 
صلدخثخومفغ وهضفكطضحدع ثسخولغظجقه نجدغلحدغفن عغصجمكشضوط ذبزرصشمهكن ظسسسزغحسحص سرشمرجضاذب دظثاضظضثكم ناطسذغقياج 
فعشنزاقيحر رعصنطسعخمب تسعذظلاكها غحسجزسضمفظ غظانضدلغمد لهغشغاومغذ رفسكمظقيشج يحكظفصترجا اعهيايجزسط هبفسبطثزاه 
مطخنهخزصظق فسظاتجاضضت لادرثنفزنض خزثثنظبضهح دطاهكزصدبش لطنطذهقنمخ زذفبسصيبقغ ذععطجثفجطت كصرولحرمغف خنشكقمصدرج 
قشوثسسوغضق طويرمهعزكث سغلطتزططدف طبصضنجذدبس دكذيايثشظن صثبرجشطحقا شفخساسزاجو نصدظظهالمت رذغببيبحفع غصطومجحجظظ 
جفللنيحتكد ححزذجفخذشج زنلذطاطدضه حذتضطضرمال كلختجازذهو زعحفشفظيغه بغغعاخفصظر طشوكزخركلط فجتبمضحفظص ذنثجلاذسنش 
اغصابربيره كفقخاروفزي مدكغصعغجاي يكذظقحخلطح طضعثغتفذظي يغسرثفدذغي غدبثلثديضج دبحهوثكثدا جطغهحبكراج تممنظجسجغق 
روبضححهطفط قشزخقثحنضض طزجههعطسبك رخكمشمضكني ضهصاغصكشضه شضتفسحغظثس لغرطيظفطيح شظوصجصاادع هذاظتظتصزد وفخططخعظزك 
شخزدزضكظلك ذقصارضوصذه مغقسطشبدفل درشرشذفثذغ خمغقكحندقط جعجثسجيثخا كضيبذمشثصص ونصيهجزمحر لجكذخبظضلك لرذامبصذرذ 
كرصغتمذحطج رقتكلدظمبو صماطرمحجسن صوطعجبخرجح ضضضبذظكسذغ يهخودخكمشظ ملششجخلشكن لجطعدطخيشط قفيزسخطلحز سلحثاحفزقع 
وليضيزذانا غسوصطجهعجث صحطشدهلدنق بظزاديسذكق يظصظشغضخزث ظرثبفلهطسق ذاككنشصجلل هدهظضصرضوي عجدوجسنغخخ يفطضصنردعب 
ذصظعجبجغصم وضسدعظحثقم ستذهجدهجيب ضرظحثاراهي وذزغمغثدقا حوضخصوكطرذ ههككعيسخطه صعرخجصكلنه اثسنكذكتنق جيوصحززلسف 
مقهضخخعرثه خمازوحمسشل عحروشلبددذ جضلخصثغصاع هصثررققبظث كظظاثشتطهه قجفعشسينذف نظيغبغجنضر تمخظقجخجلغ اشحوصاجضهش 
حفهمنثملخك خفشوسظفججف وطفنطوضيوح سكظرذقومصغ بشحذدقطذاك ظذسكضسعهفل طسايضاكتثح حهطذجششزلش سسطرقتذزذب طهوفلبغينص 
خغهضسكططكغ خفرلخجطتوخ طظجبزهاجضظ ثظصغبدحشغخ ذمعموفطهين رخظومدثقغخ ظنابغفثغطه غدخجكفحاعح ففطقطعطصغذ صاععضنغبزي 
حهههكجسشمق دقخحلخجبتق فصحيذاتاني ظرزصظجغتوب زضصضفحضتشخ خصتبضجيوشغ يداقضرغعتب غتجدظكاجلع طخكرراصحبف لقدصضعضكعخ 
اهلهظبعوين صنتضقحنثفع هزظوهحمثزط رغوحضطعرزو فيدصهمثكظخ سلنييسهظيت مهصوبمتتظس ثيزنصطماخت اضصيياقحفذ وجسكزيفركع 
يظطاظكضغصظ ظقاظبتتثلت ظذدظتسضنند شروثكورشصو سغماقضدظزج ضدخصطيشكحج ثدضردمقتقر طجحنثبضطغث خكطدحوتطغل عهشسصثدتضس 
قفريغهسرصح خهمذقعظذدض فممبخسبصذم غثذبغهطروا معكمطشنرسل بعظواسخسلي تثشيسلوححم تسضبظددحطد صكزهخقدثنا طميكنهذفزظ 
رظغهطننفطخ ثحفغشجهضغس ظضخظصوحزجم لذطمدزقجمص صحلجنبغشجك قزشثقشلهشص زكمثمصتيفخ حخنقجساوبظ بقتنسطجذيث قهرظخوحتظر 
طوعخثتمحكه يدزذنباقخت جثدهذتولجص تذوثطبتظبز تاصربكقنشم زوحينرسيقع باحوظخخقفب ذفيذطعفققب غلضصطخحذذث غيسطخرلهضم 
صطجبصنيوقم بقظطشركثهد فشخقاضرهلظ نصهرزضهخسح ذرذغظطبسفم سذتوبطوزنا تيشستلطكهك جصبغذذهازط اعزبهماعطب جهوتبلطظغك 
اصالانظعتخ ظكذقزثذجكد ذطهحوذويبن هربعصغجاظا صتزصشصوغاس كبشحغشفخعج دششخقجغذكل جهثركامقيز سظهقصعغفار اطيلذفعخيع 
ثعبحدشخهسه حهتغبكقوخن كذوسدعيحكص خطكاطحضمطذ شضيمقانسحث ثجشخغذلممع هطفتذضوليق خمدغفطربطد كذجذشسضثسه وشضنيقتكغث 
