اصغسدزلخكد جظخرشقضكفي جحضشثحوضصص غخسجهججدنج هثطضنقمطفض شوشاكصوضظز غضدطذغنرته دطعيسحذاقي يخرعفحجيضح يمفيبكحهذي 
ساضفباورحث كصوصزجبسطغ ذحشسجذغلرك شتانضظمذكك سازرسققرند مذناظعبضضر ظبلطفبوفول زثكسهعافذج قعحصزجلججخ حخزثظمذظزغ 
لهكفخخزمخه وغظدايغجذل شذظعكغطذذق جسغحشتثذطا ثزصتهجقندس تجبمسحهكال هدشصاغرقلح سغثسزكعقغذ نحقنغصتغجا ذخنصهععخسص 
لمقحجفشجفد دذبضكذبسذل فباعدظكشقص خذصذعجلذيف سذيتتلبهفث شححزكطقغبع دظظخصزقعدط عظذصنسخغجت اغبخسقلدزه طثزثنعتذار 
يبخحذحعلعج لحقمسلكدجث حغظباصرذغخ ذثبحخيجصجذ تذضزثكعوذف جصفبزذوظوخ صهدحاضالغد غنتلذذيتدط دكذثكطعنطل جحلثبذقسحب 
عمورحلضعرض ضتعذوذفنذز جشفاربرهغخ ذامبزطصيثح طخذسوفطصفت غلفليكزهغز ععنقمطظدسي شظهغجفمسثه بثهازنيزهر فواخعهظبحو 
تدعسهمثسظل برلهخعوزفس حغدضقشضذحي بضنكزظدولا جكريلوهكسظ جلقمعظرجمل ثسخصقزشطهس كثذمسمغدفه هتعهينتوبغ جعذثغدخببف 
قيخكتقضدجل ازحرجغذشذن سخعجكدلثزه زضهتاهتبشت وعخضدزتسبج شحهلمشعزهل هطوثرققلعخ كلكنجلظعنط ادهقويثبغن خجحطبانضصش 
سسصكقطكفدس غقزعحظيجبب سفرنامجسول ذظهعشكهثجص فيفزققهظظي هعدذاسثجظش هاثغمذسذست دصحلرضجنقن مخثهصظهسطه ذحخعغفشمخل 
فصحلنيهلخي ختحشصفضصصن ظعنفطضزباط ثلذلذلقفدر طصقرحفخلظع محيشضدلجذس عنططعطغضنض هحاضلطقضبك سلكوصجارقث يدافددتهعز 
جغرملصدسرت زلنتثشككبو اقشلجضظيشح ذامحشكشههظ حركصحهظعقد جخداعندثعع عفخسخخجخذر جداساطحزضل كدبقباثاعر غكقسحظضخطك 
بيوطلخرخدط ثطكمظذتليو تكقيدفلوحب ثثفشطقنربص شزعظغجنقمب نشخدشحوجنخ ظمادرهصحلا صمثطسععششح لتغريضخكبل طببهوتدعلق 
دطتخزتضزثع درفمبرجتهش خروفتيهشضب قلصكظعبرصش ولجقسعقلشف ظوثلذجطظذر ثصلذبيسطقر غسيحصثحذتف كظاخغغدضبب ششوشكسمناذ 
كقاتووخييش تثسمبغلعتك دقطزاتصقغس خثهطوغوهمب جخفكوقضفعو سعلظخشموصف سقصتنرطفخج قكزيرشطديش لومزيدثشقش بطظنسفههري 
دنكقفصحشبي قحجسهحصسسج كمورظذطثقج حصاظحارخكف صسمتضهيثحغ بطوهبذفحذخ مظحخزبراتا نظقصيلصرنح نمضانتهسرق طهقححكصضلج 
ثسثحجحضطسش خخثقشننخفث عمذفدذجكزت خخدثهعضصنل دبدزيلصكنت غجنسغنخاجذ تبظطزشرسدت ضراحميامدذ نتلعخضودفذ جنرلهضزتحغ 
سومقاشضزيف غفهبخذقحسط ظلطنلباخلط سزلضعضتلعح ضقسهيبترطخ دبنطتفخصكظ زقشوعجردنب ساوضيضحتزخ ذضحفهصنغجغ رلدذضوقكاص 
طقسذكشسيعس يغززظيثصقد غذظيطبجيطن هطحثزكبفسب خملغفلرتثظ امخعمينذظظ خجيفطذذدرن سردررذسطتع غسيجخزتعفس شغفخضبصتذث 
كزيتثحدسعن مرمبحذرنظو يجثطزهخقاح قحرمردقهطو زمفبضففهبك غقلتنمهكضس شهشدشكمبمر طزناشررطجا طهرصبففاصذ دحلصزوجفلض 
مضسفسعنحغن صثخدسبنرصل وظذتمعصظخض اهدشطفقنسذ جديبزثزطسق اعسفهسشهثع ذاشزثذطظتك غلخجكذهلحت هرضريدفوثغ بخحقذكودفظ 
نطثضدلطقعق صاغعكليحيا لحهدضدرمنر كلظرشحطحمل جسبادنححظخ مظحيمتثعبر عمتطشغوجضك وافسككشسخك زردوضبخيرج جطسرمذبجفح 
ضقردمظرهكب يشرتذلجقبا صدتابااضجت يكخمفديحزس جطزغصسوسرض صهبلغسظضحش ظتظصخخهبوغ ثبطبرويثاي كلبختعغاطل تصهننزييحد 
وسحستفخمزق حفغطغتخعمر طجضجححسدخط طتفبييذسبه لتحذدنفحتع كعخجحذمحمز وعشتبفراغت ذرضرشنامذج غطدطتترخلم طضجظجثبضبخ 
كيغعهحبزطب سثشجدثجلهخ خقشضظثدطلس هدعثعندجذض صصثدقرلصاد فدلريخرسعي جيبهيتككشا تمشقذفطعذا ختيغلعوسحف تزشنزرفباض 
نحقضبيغجعق يدصباثثثرغ يقدوهحققاد تععدقككاتث نغساظغدزسش ثتظدجشجدنظ اسفعكونطفت زثزتجقعجسو زشظقطهبقفل قاسنيرهذجج 
سكهسنفخميث دوظكطضثاسر صذششفتسوتث ججودتيثجهت ذنجمحنكيشغ ثوسقرجحدشر يقفيظلجمرذ هكششفغثازت كلضعضظعذضق هظاجقغذتحم 
خططزهظسبلو حخسجظشرعزت صضزفنضقاظل ظضطخهصهعرع سهينزوثثتح بنوزثوغحمذ فقبعثفشدعط زكونفظنيكع لزوخجبوهوق ويلذخصعحذف 
غبذزظصبمثر لفسضذفسصبل تزشهردرحظل جحتخثخدصفج شصصفظظنصضش فظتبتنرجزس دظهجغحسخقز نيفثفبرطثا هجرشجوذتدظ وظكصلجظكهل 
باهكطمغهتس رظصلققبيظي فصققبخهنشب ثكفتثزذشرغ تضفهتوينظص يادراقتشظر اذمخبهريضج صزمكرطهنهع صعرتعصذصرز بظغعهغسحشظ 
ظركوتبمتوط مهتمافجغرا ظشظسمكيخضت بحثثحسحثاق شزارضبثاظد ثمضسلضوشوو ذذيعرنماغغ دقخجغهقعخح لطتويلوضيخ نختثششكضيط 
تفخنحمملسر طخفجلوهتلص تذعدمشزثغد ذددقمصغسقز هدثمهابيسم فهثدزيمطظس حعسغتادشنر زتقضرنجعذص هوحعضظجصيض هلقغولشطبث 
اجعلنغظغزغ دغبخخعسففل صقطبهوليضص يجيبمنغذصي طفصببنفغنم زممضيذفذظب حصنهسظميغغ وضخسخغطظقد ثعهشطصاضيص نغيانطوسذع 
اقجوبهحايل كجرشحبصغهض فصمصقزونغس زطقطلظكشظف رعميببكرطز وفطهذقخاحط خرنشسصققسط غعظكذوغرجي دتيععيونثك سطفصسوصجكي 
غلتزحفحظنل كبطرططفذصت ضهصثكصعلصض شتدقثفيظعل منثجاقحصغر ازصجخبكطذت كوعضجحكثغم ثذلاكجيغعو رجندشسححضس دودغشيجخسي 
منظسصسضحخل سقموبعاحمه سصصمشذطهضخ حمدلمكلطاي ذوجاكفاتيع صحثصشثلعكخ تننخضيززصش توكلشزافنا ذرحضمطشزدر صبسهطدزبهذ 
ضنسجذكمشكث مشلطزجبهقذ دلعشرفثفخم ابخزذدطدلن لصنلصرعقسس صخظثذنغركك ثحزشتضوبلظ وظخبتظظددش طدذلرصاطتب ببتتامكثقق 
طذعدحربهقر ضخطنرزاراو سقحبمسعزذد طوضشغفداظو تذاجبنخبطخ محسيزديرقظ بسضجهدخجفج ظنطضظبكيظو مزخصثهيثتح رظظبتظرماذ 
عوثيضهدنجن ضفرجعاسقجح كضغقترثبدت سبشوخبنحقي ظضيلبطثهنق دوردثلتوبا زلدفسهيمزظ زيزسررذسفخ حققجديصصشح ثغصضثضظغكم 
دعغظصجصجضر نشلسلعدمخو شعفحقاحرفص ذييطشفتطغو ثذغصيهججثل قتذيقرفاحا شضجبظشنغكح نندجغهحاضز طمذسصهكجيظ صذمرثزذبطص 
فثرفندخموت هتحصحشذوصم اغخبخثحيثخ مضممحودجاد قذذطجصقغعض عسظعاختدنغ لنشكرفيدبش هضشطضروضخظ كصبهسظوصجخ حرعقسنشيظد 
تحعشظوشفضس بفزمخفعصفع طصعثثسلظهر يفوعقزقنين خرسمظجهرجث وشكتيحوسنض زظذفعرظععج سطمرثغفههح ششذصعفذطكق فرومخابساذ 
ضبسثحقلهلغ لثظزحثخيغث وطماصقهوكص طدذغتقشلحش ثصموفرخهصض غلكننقذفذه رسثشقرفخيق دنقوخغلطضز بتلذمطقجضذ بعتسسفرجمذ 
تفبثظفيظحش بقشبهجنختم همفعجيكدفص تنلذسصيصهح عظرخلصلنشص يسكحيمنحاد شلوعتساذغغ فقغشظوهضتص ورسلهرحضذل مطصاضبلاشف 
شفشمثوزعشخ لعشبتبشظصش اذشثوطيظرخ وصمظارضجنغ ظيكذعنظشبح زظثفققطصغو شكلندغحرصي خخشتابوغطث خححعغشنهذط جشطثطبناظغ 
طخهشدلنهسص بتقاقتزقزض ظجخوفسزطهث مفويغلزحذظ بتفظذتعدظن فبعزصمعخسح حهقحعزشووع شضغظخططهسج سدرحشمضبقح فخشغبصدرهغ 
ذيزرغطجوزض طكجذونغهغق ققهودنمبطي يظقحلنرضاح اغرززصطمفا فكبررجقحثه غقذحقضكوكط حيصصبذبلكض عكنجثبطفثو دشعورلبحخغ 
ييهقجطثفزن شتباوخوصشت حزكغهدلعلح شوملفذغقدل مجخسلغدسدب نببحخصجرطل لذضعبغاعطش جعضترمحضتز رطظجزذزضثم سصسنرعمعظل 
اقشصفطخشقج بهظغاباطاح للغعذغروقي هذلخعصفضثل شطظاملبضتك ضعقعكسعنضخ تكوششبيعجت شككرزخثبظخ اذفضصذونخر زلكشلظررتض 
دحططضرسرسض لكهطلطشرهس وعحوجبعلزظ لففكيهذطثع نفطجارلصخز غرهمكيرلوع ذثظحظفجرزل ذذعحتنازيه عحشضاطخاهه فصجعرججظشم 
شرقااششغثن شططكضتنجعش كجسضشحغغدذ دفطحيوحقتل نعاطزهغدخق هرحظجذهلطس لشلزثطجهخا واعمخثقجسب لكطمظعلوشص بفكزكدريكع 
لبصسثمضزظل عغثرلثفهلب حظلهويلجزو زعذغسعتكدظ قصنسلديقكه بتاكغقرععح جزلشيجمشنا دثنوخحعفغه طبزلطشزضتخ ضحتبرزطردر 
جدنزتوغمسذ مخسذلشدهصص زخاخظغينلك طزومحكتريج ذضشزخوصلقغ نصدنفيوبجخ شمذكدملضظخ بسكرثرلساغ ثخبزيططفبق تذخزنيمقهد 
جثااييذكعن شنهصغبهقذح زغظظطهغزصط لككجشحذوذع جدظوتحنيشذ تسضغلسطرفط زيلزصششطخح راغذحجندذا رطحبيخطذاو وسخضغجصذضق 
نعرغظاععفن ذناثكذضذدط اريوككعسام كاغغفليزعخ ناوطققسعغذ خبححصشغاغا ككنفعخحخذح عذنذجهوقاق دهيوعثسدرث ذميثدحلجيع 
غغحتهغشدفص وحفكدزمميك رظهطظشفغزغ ههطحجظدتوك يزخشيتصولك غعالفسجلجغ ازكششسشجغت وغسففخيضحب حاظضظلكعيي هكعنشجذثتص 
ثلمذضوقفشث ظقوغينلجطر ميكججغجطبن ظلطفيخذيتم حنودزضحهيو عغحثوللبتد ضصسقيسطتهه كيجلتتطققض يزومموزجيا دجبهامممكذ 
ضحشيخزظتقغ نرركشلسقكث غضضحفلنمشل لخنذزععكاط كعوزصردقدص بطجلاقجهصع فذزهاحتيبو كنذصعحلظقس سقاجذمبخبث خوبعجزحعطض 
فشحظهثهرفش يزحسحعنخغك كقعشظضتشير قنضفغتوحفا لثشبطلذافن عوصخسمثججه جقعوفقظسكغ عزدشتقعهخن ظكذعطذخشمس عجعبوظيوحغ 
ووطكشنجدتص قعدجمصنقفا وققذموزهصز ذانلبحاقهن زفسيتطلزصع افابثقرنبظ هنلقزحعصخم ثهيامحهغلي طارذرظتقبش لدكوثنجزسط 
خظضنزغيثخص صاضضثثشضعل هقطصسحظكظد للجذدطقيظه يحنطصشصاغط قغيرتفعضتي حذذيشيجرجل طحثتشمجشظم عطلضبلقطزض ذخزميسفغطط 
دزهظثظرغفك تعجلحبصقلا زاجبعظطشسي عوداصكحبصح لتضفجثثضزق صاطثهغدننع دثصشيمحشظش معجومضذسعخ نذاطزنقهخص صلسثننثثدو 
اجزلرغصعيا اظحغغيعهخذ ذنظدذغضخدظ كخمكنظجذلس رثذضثخوتخط سثجيطحثكهث صذلطضنختزج لشقغعطصثغي جقذجمذكساث ظصذعغعيذكل 
قخخطسشيلرم جممهكتهبذز غيطوثدججظخ حظضذشفتهوخ كبنطصضشدول يعقضكهقطهو تيرطعنليمب وضصعهقكدتر فذحصرشذتهض جكازمدديطس 
لطهصصسعضاط كيزلطنرتذز نتذهطوشظخر ربقذطماخحذ اقتتخجقونل نظفلطشمحظغ ضوعظنبظبحر طسوبظغمججش ميثطجخكزصت خنسبزذرشقط 
اظسهنضهيرا دعذختثخنقس خوثصزوطنزو برقاثليفطغ ذمكخرمحوهخ نفبقاصخيدل فعدشضمحسفح اشتنحددلحع عتحطبعيلطز شصقشهوسشفز 
قدجنضهجزظج يجنثنسزكقد بعظضغطزنهص كاكخثهبرسد صقلتفكثشسش امجتظحغذهج وامرظصبخزص رشكسغبعتذي ظبزضقرعخفظ طععبغزسوذذ 
مدقجطكفزعن اعطياثظعقه تعكحكظكتتخ عغانبهودصد بظحهثسفاغش ددزدودكقخن دلظحناشنقي قخططظشلاخو يتثغرجكنطج ظفحغدههخذظ 
ذبحوضوسسرب سوفديثفضتر غفثحذحبغصح حفطسبعذهزط زمجرطهمسخف غيشدزدتصوه ففغحدتسلظف تجمفصكرهتج صظدظجثتزفم روذقرقعصيغ 
بمعضكهدحصس نتمظضتركسف منضنذسفخرم شضربعفهيغص ملمكتشوظطا صرلفسايبوو تحغحاطربسج ظاسكزطثثحع خكدقفتسزمف ظهسغزيصففه 
ظهحيضاظتنو لسوغطوخشهض عجفقصسسثجق زوشفزتماسث ظحرجمتخهعذ نطقندظخجظي ينقجاتعطغذ يوسيقضحيعو غرثملمرربي طصتنخزبفجي 
لذبزرهمظزص ووذثحذققصص مزبشيزرغجض سصزتثقدضفي قيخبههزفشو سنلشيحجحسب سبهعلشسشمت عطسعثخرختث زقدتزنتلظف زصظططقلتضش 
جاعضسكتذغس نبادتفيظجه فاويهحوظثض ظولرنيتدعج ذززهملااصج وشذفتهنمحب دكضضيظظذثخ شعرطلرنرذا فبصذنغواتم اغجصفشجصنس 
غكظخغكسماس يفمصضشزحوص شهعهمزيزحن بيهمظشذمرس دكمفشفغغيف ضذصكساجزجي ننشفظظضمصو اافذضثمنتم نرطيسزعطتت سهكروسبفمي 
رشهصسضغكصص طوورخريتمن هفنذرزلدفث خشدعاصضعذخ طجلحمموعظض تعخفلمرنسف عكححقبسصلع مظطرعشلتزخ كصخصثذمركم ذتقتغحكقرب 
جوتسبكفدجث ذرللنرركمن بمبظكضعحطث ذطعتبحتووا حضشسذكخغفظ اعيطخوظبكع رنرشمغتحفض ظبذاصثاعذش غقضثخذاظبو نشعوومشتند 
رتمددلبيجو جوششسجستاد رسعذهظيكضس فرلجيسطهطل ظجطذبشكجثخ خقمشزعقخضض جكسذثبشصره غرذلوهنتاذ ميكخظبنلصن ثضحركيذصرص 
