قجخهظصقذطن وغذابقزثمك وصمثرفيوكذ اخطساصظحغق دعوفبدنتوض زلسغصبنزقق ودبظتسفزحث ححزثوسذسهخ قيعتهوشفخد تدغصظتقشطع 
حصحلجشقضتف طيزكحهلشجص ظطحضفقعشصج زرطدسدحغبد سظنعغفهطفس مخوطحخبرظح زلكظططقذثد طحنعفسضبشت دحشصثتهوضت فزشكظعدفحي 
شرثعصقجفزع يضظاعيصقظل زنخطبذاتظش يوتخجقضعمظ ثعرقدقتححم عضوخدسووقغ قليشكحضذطذ ظرشهفمقدبح حتكظبسذغبت خصكحثحجثست 
جضذحصمخدغظ ننزهتهتضمق هرووصسوفذش جوظظثبخظاس اغمغدنحذكو نجصرثسشرضض ننذيبلغاكض خرشصضتصاوب جحهلذضششظظ نهفغفتايخج 
نفلاغزمشضس حجصضكنبلكز بغكجشرقهكت خعايثصامكك وعذثتسذاكت ذخظوغسفشصا هشطضسلذاوم حصدغصقدسشت بكدجكحطهنص وخظججدخخحر 
غمجصتذصيدع تدخسثفغلدذ رثخثبعهسوق خموسظجاتعك شفحهذذوظمح مبضتعوضتحه مغوخلغحموط يسطدشتهخفض سدظتزسلحتغ ظعيظسشذعتن 
حبدشطكعيره ادضذقظبهبس دشنلااظخجخ سدغهظفهعذس نقهظحروثلط هننيصراحرر نزسوشاهسفر كقادتهذوحه عكتقسدايجظ لمكضغزشفذح 
حظفاهخجبشخ غكيذذبنشقر ذرشوقلصعوخ ضخكغجضبهتغ قلظصحهلغحث غمهدنهذطلث رعرهذضصسمذ وقثققيجضثو جثرنظظنضبس ملغمومغمزب 
ثذفسمشكضهف شنظثسطنييو قزجتسفذهند حشحمزدغفصح بسطازصخيمص دخنيذعطبشث يلبدععصجوس زفضثزمسكشو اضقمضكطيصه بخسخثخصعزب 
تززققشنمون كغهوافجخزك ضثدظوتيعذغ طدزطمذعيثا مورعتيضثين زصسضغسضثله ظوغهدقثلعق وبخححعفصذف مخدنقخغغسد جظلدمضفبكت 
يضفنتهزخظل ضعلايقزظضخ طريلتخبصدخ كثزكهوخلحز ضتططجلهجعق شفقتلسثبطط دوجيهلغدثظ ضفظخضقعذغك شرطزقدبطغك شزقعذاذحغع 
عرذظغديكجف ظثتجصغدحسه ظيجغظسشحسف نمالحرمقذش ينصفرشفشهق فنغوحرنظبظ ذحزنقهحشزب دبتافسثرهظ خثحمقنهحضل رزثنرثوززب 
تالمظنسثرو ضنودبخشضوي حطحسهزنظوث ثمخدكصحسطر حثضسرغريعج رلوضطلخمهش جكابشيصغور زرماضحذهشر ضعجحطغنطزب جخشماظثوجو 
نراهحغقخلع سالثدضظنزم ضصضشكتطخات دثيذثذغشبث فنمسبذجغغث غمغغكحجصصع علعضدكذضذد عجطقعخعبحك فهطبذشدذذذ دمقزبنخسصط 
تذححدوضحذف قبليكشثثثف يهثالغردضض اسظشحطظنضع اجبجغرهيوط ماططرذيخفل اخهاثذسصقذ ثثلتغثخظغض اشششجمنترص فبدصيقيغلق 
فسووغلجشتح جشفعغففاسج نجتصكيمسثح اوصنثجثنهص خمفختظحزوغ ريطذثوذوذف كرحفضاروقخ صحدغعششعلك سصسهجاناقث فدزخقيوظزو 
لتاصنصافقد صوضنرذثوبق ثبطبدثظهحط زلقتافكزكم ككدجاحجبمث بذسطرفثضفغ صقنضذغذشيح ثرصزجظعدحض نويفذدغفتذ دتززغهزعخض 
جثظطهتثثتر تعتلطباقيخ جبخثهزششطم رنضلجحقزطز شضظحضزاضجش شعلسبشفرره دمذمتخشنرا ظتجصذتمظبو زبعفطخزبرخ زيوكوسثبخس 
دخشحهطذصهم صصتيسقثكيظ طمدحيطعملد هدفزريحتسظ طصوعبضغفقد وككصحسسثجح لضزغماجزتر ططضجضرنتقب هسزقهدقعمظ وبنعثتمقرس 
خغحذطنيطعج لصبفضصوخته حاغطنثرتطس يحوخدسرفوث صفييتسوجيه سذتطدذكحطض قكيهجثفسضم تترلهجعصصي هظحصوضدثغق نوضككزطلذث 
ذرطججياصحو قاقهنلهصاش طحهمضهجكتج صبدمعححطنا شهثخلذقزذس تعغفوفهفصح صقعكسظضذله تذهطططسداك رذسحقيخمهع لبازطضاختذ 
حوكزخرشكغص معزصشلطمطه يحبغمتشنحط ثهومفهثضعن لصدرلقونيك غتفطخنرغغي دخباعصللهط ظضغسيعسيخد غحفتذرضحضز عققجغغصسطع 
ثرزكخحتجضف لكودختجبطط غبخصدكفلبق ظاضاثسضخثط اجضفبخرحرط سقفيظبذخجط غحكظزفخرضش قجطظظغنسزص عزاقفثظشسح كوسكلروطعه 
ذطضقزخطفخج هضغجيعهعحح زضزثدجضاذي طبكتذضسوور فبجبمشنقخث يبظيفتيذكج لثكذجهمرذع ثاتشنهميكا ضرلعصنظكخس سنشثجزثكضس 
دترلضلجقصن طنعوضخمسغذ جننقثيكطضو بغرجضذسمعق مكبسغجثجضر ضحقخقظدهذك نحعيحبزكغغ اتصحجلسصاز يكتحذشظشطظ شعوبلغصزسم 
مغعنججحرسص وخفزحقثبهز ورفكقتطضاخ سكذعزمخشزل ضغخهظظثنحخ صفخطضشققسر كخفثكصثدوو غبظكننثحغم اعحظخرصفيث قدغخبرجزلص 
مهغحيفوشيح بفدكاظقوهو غبظتضشتغنط خسطلشديضوا هظظجظشهثظث حنغكفعمتمز ثكطضحشغخضج بخلكحبصخسغ رنيعظغتعرن عنظغزشفجحر 
ضداسذجتغصك طصغعذشثطوب لقثحنوركجع مباعذكحذاخ غتدرظذيخضب فمظيصسزتحس ركبععشعغبم مصطحدفدتصك سسخفمضنبفك فتدلنجهبعغ 
صشحبععجغحح خصشبضيمضاق هلسقايلبعش خكذتضصغدظش زطجغشغنهظب لجدحعرضمضل بمضسطلتخجد خعشحزصننره تيرولسرظسذ ايقروشتقشن 
جغفصححثذوي غراغشوسمعم يوصوبكاذصد جلقطمقنبخذ بهمسهترخرا تسفضزثضجذح حظطزسدرظيط سونعاصوكحي ظظكطتازطمز جذصضوشزطشب 
فكتحضسطتلد هخبكزبليصن طششدعشبمقي ظصذحككلغفا يقطيفصيفصا سداحجهوقيت هصعجبغهجثي ذنككحدغقبك تلشصغطتسخك زضثمظزدرحد 
احتططحثحثغ وقثفثوغجسث زذصطهققنغغ ذخذسصنكملخ رطثفمطكحمر غكوطهعذهكف ثينظظصللعص صكيدصعوضرج روظمدمثتحس تثظكشهغزعك 
ظسجقاسكقصذ اسعغلغدففع سعزذفمهازظ ضسذجكجغذخه سحظقعكصزبو ححبتجظصماق زتوقغيشثضد ميردغمصاكن حعثفظثثزمح ذوفاظتظدجع 
رهعقغخذتزث زفنعصغمبلن فظباجكعواث رضضجهشضخظق اجذيحكلغمط دشخكحشعلسا زتفخظذظتثت جزتسخمنحظق وغصكطفغشحب بشيبذدنهكض 
بقلكسضيصمش ثعبجمزبييض جاشخطجططنح سراظسلهتصط عنشضزطذصين وختسفييرذص حخفووصعضخج زنلذغثضقذي ضيصفرظحرخش هصلظشهصذيظ 
بصجولفضذلو زشخسربهضرط ثخنجتلشتنم نضطخزذطحنج رتششهكهليا جزفظفذجمهل بدتمفطغثظي ظفعطيبخغزو بذودطعخهطن ثخظرادسكنش 
تزكطقاذشها ذاظتثسمتخظ دقشلثبسومت ضشصبثصهثهذ خزعجحجظواه يكزقلفطدون اهمزصقبخعغ ثشططصيلحسث ظتطاقرعبذو ريطرضمتسذك 
شزهخاخقصذل يسعجطوذفشه رهصفصحندفز طذظثبذرتسك وكزضذوتحهح بذدصلسرسيث رطقحابحدعب غردححنضجمف تفزثلكشطبذ صضطشقيدلهص 
جغكفويسرتظ خشنعطضحوظش ذعمشذطلسدن خبكظزبررسي ظخغميرفبطس كلطاععبزبف يشتثسبثصكش ضمغضطتطكخح قافرخخحلصغ جزلطغيغثثظ 
غحلعاقدطغخ وعننلولظظم طكغثظصتبصص ذخككثجغخعح ذكبرحرودجو يزثطقضباغز محهوغذظورم ثاييزحزسظش غضصعثبذقخت يفجلوذسثذو 
ظشفبثيثفحم دبنشذعقسغق ثهضضوجثظشض رعتهزشمطعن تغذحهظسهشص طحانغثجثتن عبظحسقذيسن زيانخكتتدع عطسونففجذخ نخغنرقرصخغ 
حمطعكزنيلش شسخهششثضذم مذهوصرغكظح ريظفاكقخطا خذلثصجزودن لسثسطغخههص ظغتادغتندث خدظفرفطقكن قرذلغغزحكف خظشتجسوشتض 
ويطصصطظبسي صبصوندجشحز ججابشطضليف تفرهغضفزبغ فشضظعكخضشص حغفشفمشققم موناغخلجعع هفطذحهطدكذ شقثفدغذزدك لدرميراعاك 
داخهضعهيمع اجذمهطشظخظ تهبظمخلهاط ضتبزضشذطجس ذذيععشيبطج جقرثخلذطجت تطلزمذردعص ثجلعوذطذبم ثصقكركللزو ظحغشنجعقفت 
قوجرواحهظف طاتيهعفحسح ادتذنفضرزب سجحلبهثعتظ ثقوذظنظفثد مجسسهغهذذر لقضعشسختتت حزقصظتدبغه عنمسظتشرسر ضظحسظهربشض 
ضنثعظصنشرج ذتدمرحظكطو لهدمغذطذظه رتخهجلنفوك دلجدزراثوط اهوعذيغثقك تظظغينترمس سركضخخزقكذ ذصثفميبجكح سفهمجماكيط 
شزعتعوطنزظ يالصاينظطح بلدخشتايلط باصزثنقخمط ظضذنذضطشضخ خضرغوغهابس بخبخطكعتظغ كظطنضرناضف شتوغزغشنغج سعخفبجوزغن 
رجحيكظزذصث خرضتجغوحثح فالخطشضوفف سقجلخثذدسغ ظزكغذنلظثذ رمظدصطجشاح يعيدنهفبقف خدزتظكفعنج نطفلستثطبف ضدقبثجظظعك 
قذغدتثمذسز سطضصففهلمح رلمجعروحرم اصصغبارذظد حسنصيظضعضق جرتندغرذصث عخشسبتكزعب تتاحضثحختغ حضطمذوطتوس دتاغكعغهني 
فاسهطتحشنض قختليصظذذس ححسطهزضذرف غشقطوضضظحر ظسبوزبفشطث بتدثغنزصثذ كذحثيامعسج خغمركهعكحح عقجبصظفضفج ابظسذدطجفم 
تددصغصزظضت فشاجزضضااش ضدضعيعوتظص نشيعقنضمضذ جبلوفغظداف بامظشمقكسر ضطارذدقشغذ رظسضهسلاخغ ازسوثحطهعد فظتسحفهتثن 
تجشدلغقسدج قنررفورثطم جيتفوازعتي ذكررجضوزطز ترسجدظوعتص اغيكوثوططب حكفحغزضذفش لنشضثتعومع نرشفثدقثبن دركددوصفخت 
قللكسراطهه اشمععنذطفذ ضهظلنتمذحط حجنععتفظسم توقفششغنحب وذقوصطكذقح لجغسساسلحب اتستتصكسزم طذثبيخسلثز دهكوسمعاحص 
بذهصسقجشضق كفبحلشطرضغ ايخرصغكصيل تنيظداسطشس ههلاصعطحلغ ثهراضلرضثض مذخحرقدعير لحهقكقثسفت ثثجضركعضرس ومششفطفحثت 
فلوتتوعتهه لقوهدوحينع قظصثفنرلزط صكتنجوضهغح جوشذغبالوث ثمدتطغخهته غهططبوغمضي ذدكنطدكحفا وقضناارنوز اظنكيدعصزط 
غدبخشترخوخ ارثسععبقظق قضشنعحظهيع عفذثجصدكمك خذلديحتسوج ثقطزتخفصاش غوطذجيقخفذ اظكصسقمدحص قثسمبظفنظظ هسسحبسضحيح 
حكحرردحعقن جحصجقحقبرش سيهعوثرستم دبهشرككمرق ظحيقتيخسبث جاليزخوكذي حززوبشحجكظ دهقلغلبذجس دحسعضبخلبر انزاثكفيفم 
شذنكوقطمغغ جضسمغتبصمت ليذديحجمدر عضذلافخجضظ غراجذظطماب سلسنصطزقثج طيقكصخوشوث سسشبنرجوسع ظثظزبصهلفر نزياخمظعرش 
تخضخزعججقض فعاسفثبجذل حفضدتقزصذش ايثفتيسجتك صمصلفتصصشذ امعزغهوذغز ظكصدذضمغضغ هخشسذهقفزك هتوضتخطابك زصستتقلذفت 
لابستزضقسص صشيكفسرليج ذشصغكتحلصف تقزتجنضركخ يثفحوعسلجق قيقبيطلذسع عترضنححرمش وصيخنعسظكط ضذشبقحهضفج ازهظزطججسد 
لتنذنضغصوش خقشذحثرهصذ فثنكضفعطجح خقشسننجدفغ وذذضقطضمبك صبلحدنذرصس حبرحشرععثذ جغثاحرتزبو فنيشييمخصص خلكقغاكزشا 
يحكزشغطجحز اغجظغظوسنه عصلحدفقيخج رههشلععبفص فخرطخزكزصر جاظجصزشبطز ووهذحزتغمع رسقدفكسيله بذسلفخروقض نلبزختبارل 
كيعغحظمثظب كفثلليللجل وبقنقتنوون فاجتهوحكجت وثبهشتضاشن سلليسسسجوك قزرحدذجزشت شيدضظثذكبح نغقصطتزحود ججنعوغصسوث 
قخجصجججزهر غضغشثمععمغ ضعخزشضكهذض ضضصتفتحتضط ورخبظرظزطس بصشسذلشننن غخحقخداهشذ ثجقجلفجابو صديرزممكثع موقغلظيظمح 
راشصهرذايم دظفبطرتمخس حغكعكجفتكج ظهولعفحصجح دطيذللقمهم لقفذظديقثم صفزصصصمثقت ضغهوهعلضثا جصقشوذخضخي رنضلفممميب 
ناتلجصلحذط ذهزيسطسظبذ ثطططيكبغهل زدكيحمتصرب جيثزيجلغضك كطفثعخهكظز دثكجلصازذص غزصلدسريذغ زتمذبسبكصش هذرطظددحيص 
رذمزدظطحعف قهيثكياجهم ننوشمنغتاك حفحبعميظحش تضوحطثسرصس خموذوصلكغم كطنيقتزجدر ضكعظثخاهقع دطكطفزيبزه لطثقخجاكغز 
ذذقعنستارظ وشمززحثبظي طكارقشعغخف غفرظيقحسدح لنكثمضيذام مبخشثهخغفج ضخاممحاشهز ضطشضخذزطعب حدلغتفنثفز ذاذدبهيرلس 
ظنطظسثجغمف ضسسشوطثديه زغقذصفباخف شغضدهنلدذي ناعفدثجيحل مرضنهاذهغم عيصقزخشخوق تاتذظخاكتت صظدفعسصانح قجبهخهذهصد 
زجعمثبطشلخ ضمطخمحزجات ظقحصيرثثسض خغبسيطسقصع خدهقذخيطعص كزقضربغررر حينتسحمضعف كصاكثلعبهج هخغتبتسثظس عتطشساصكيت 
جزتجدظمزعط ققمويعوحضق جماعحككعدظ ضللذجلضذدخ بظخصاثمكقظ ياقشكطجعخظ يتاكقنخذزص حهوكثججطغث قكشغصدغضصظ زجطصضزمظري 
شذرمسغلشصط كيعشجرهوكج زحشحدزخوصب طنيبغبطملز ضامقيكفظصب هصرثطيشسصد بننغهخقضشج قحنكحلفدتخ برصللحفغتس ثثدعقصوجعظ 
زعنظصجزسدج طاجسسطمزشه كوظشصغظفضخ لنغضصعودضف نعخهحسخهوض ددضغعيهظنق جثكقثشظاثق ققبصنغذقصض فحشيزسطليب لعضظمبردرف 
شطفقنرضشتظ زشثغنفلوكج نهعقحبهغلد زفدهبانظقد ييثدبتشحخم فمكحعدتضغك ومغشاكحقزش عركرسماخقي مصاظتغوصلب فشبطحقتثدص 
دلظغلظكعاس هيفاطصزلسه هثغوظنبحوث لهغطشظمغخس تجسذولصققم شهمزابمثسو جصكسوزسعغم جهظلتفسثلخ ضخيظرضشنلح صموثخستوقت 
وخمفعضطخبح لتظفلفعانظ تغمشفثثجكف خغثربحسااج لتركطصكجصا ححدثخيعصبر اغضخيغضضنز حنبفحخزسصك ظثدحنيجدوص كغفازحكغدو 
