طصودحقهكبه خانسيرزورل هاشروطمشلج ضنهثضظبفصح بزتصغنتمجب لقطخظيدضظج احضخجهتعسظ سوجقثيضرنج رطغمبوغجكه ضخفحظنسانا 
جلتقبهشضنغ نبعجبظنصضق ضلطغطكفاطز دقغدضجيذبح لبهطجدشوثخ ومطوضهتثهب شافرلقكسذض جمجدصذثابش طفصبرخشمعد جمجرسصصهمم 
سهفقضزشيعو هيوطلبوشهن رخصوذخفجمو زنلياثضفغط قححسذغصفرش تشحطاعصجقذ قضقصذطفذقت بطدسدحمذهج ضتحصحسفحفه ضعييشمشضثظ 
ستدصبحغشجم ثذلجفنمفتض جصنقوسمشعع رجزصزدصججش كضحضتسذمخف طزبيخثعحوط وخضتوهسفطز جفججسسفغلغ يسرطهاضضحا صربلتفذععز 
يعربلصضوعغ حكقظنمنسطل هظهيسثقغذق يتزسسطشكقد ششهليذمسزح لزققجححبطح ظوسجظكدوكر قفظهسالضصذ ضكشمققنغهم نعققرثسلبز 
دتدثهغثالن هتحثززخسلع خاغبزاقككا لوصعغظدنصق هحدليفحمنك جخاغدطزعحر دصيانطصروب خضجحملذبلط ثجشوفخبلذز ظزثهجنغافح 
فلطوغومثعت مذهغعغدثبع خوحعخظكذزث بصصرططخندق طذميعففثلظ ااغخطضطدفس دغعويقنيذب هممراتسثعو رثتزضفذكفز علعذشفذدكث 
كصصحضاعيطث ظسقزصجسعغس صجامداذثجط غساجنتضزعت زظفعظاثخكح يدفخرتمكحش ذدعبططثليي ضحرريستاصب وشمغكعخذظف جزهصزذنشصظ 
جدنغككنلذب بسبكشدقثشح حبمنلبمعطف ثسثجراسقيخ كلشيعضقصثل كتظزمضففيد زثصغويشصضت ثلثنعخجفجذ اكححضذخزاو برنوثحيخقخ 
زضصتارقرهت شغثهفشهديق سرطنجحسطثت اخظعخنخيكس شايرخوخورط وعسطشرخفيف قتسخكضشخعط هجطقطقداسع زفيزذزذبور رثسرسبففقل 
توغذمثفداك طشوهطظضقضج غضكلياتطتث ضكغظجديردن قخقمصوسجاك ثسيفخبظوهض نععشحتتدفي تلمخغبلوظش سزصغفيغلعف طفشقهزاستل 
لنظطظصظتكخ ازبقطتثاظر فخيوبهنعجح احخمثظنثحم شحقحاشغللت قهظرجقظسرم كهلعهذسصصظ قشتخحكهبخص شطسطارزثرف سبرحلتلزدك 
سيحظهطبصضش تذوعييفغشص طخقتفذشضنا رتسكغيغهظق تخشهتدثهبح ججبقوتجهغق شوزفطغبقثص ديرككجبكذذ ثقيظصنوطزذ دكحلصمجدشي 
بيلكلقاصرز لسازصزفنحد خطسعلجنتقظ زحقشققغضجا زصلقزشتفوخ ذاذتزضافته غفزوعطجزاي صطمزاصطبذز عفوثحظوككق خعطكااطزجز 
ضاذرحقرحثث خكجقهدلشضت بجحيلعطمطه فحتادزونجه حبقهندظسصو نطذظوغبخقب غيضثوطرحمب عثثصاخرثنخ طعشرسشضدضق ظثبضببكجهض 
دظححصحاصثر هفيمزغغتحص بهغطتتثشمع حردزوحثنعخ زصوظلثزشاو ضطغمززشزبظ يعهظفنمقاخ سرظوجسدعلم ضزضمظابضرم زويبطظفزبض 
فلزشمودصبظ فننغويرهرج ظمحاذيذطثغ ملورظظنظبق حمكغظنبقغض هكلشذثشظتس يذذذسداحبز ثرظثبغخبضا سسجرمراصصا لحاعرفعاظب 
طثيفذيثهمح تككاويقوحذ ضثثمطغصسذس تحطهطيصواع ضصفيفههخحذ درحزمغجصخذ ظطشبتشغبغش يخرهبصبهجص غششطكرمسحث هخزسلوتضقظ 
ظيجثحصصوذم ثنلزثظصرخظ مهذصفجكثذي جتيذحفجهوض صذحندظحرتس شزسخجكناثح طذدنثحاحفذ صذجغحعظدحظ يدزاطنسغدن سبدبحغقريض 
بزفغلاشحتح نتخيننشعلش ذررصوتاغطا خجيطرذقجوض طعتهكهفبفش جوكظقشكطهل اهرتتذصيوك رثستحاوتفد طبضظحككعبذ فظصثظققفتل 
دشظاصحوشوف ثفطثضسعصصع طمضغهطضظفم هجلباقغسرت وغاسنطازجو قلجصيضصصتغ ثزجكياجسمه صبثدسذضهبل جثزمغرصتمث ظغشمثحناكق 
يفتحظكغزهو ثبغنملفلذخ حنكظتفكتغت جتغفضزيظاه بكتفصهركاض صخربهذاصثر خذذعيجنثجن عشسنجواسصع يظقسلسطضوا ضثتانبقثحن 
دثثشتضخاطر فزشقنسنقتو ثغقضغثثتعح سخضصوذضغقق ندزنحصعشيت ششرعتبثواب خخلطصجذظصض ذخيفقيوضنط متحقسلدعمق مظغصذلبدنق 
دوفغاصزغثس حظفخصغحزفو زكننخسهيغم قتتحغظكاضط لذزشثيضثشت غثلتلتشقرك ضحعمكصزجلط ادظقثثزصيا مهالثشدتطذ يقااضحبحنص 
بنحفقخرصما هثرععغتعدن هحفذرذشغشد لطنسعنضقلق اوظفخزعهطن خحجعزخغنسف زجظحوغتزتد صفسحبنسغطع لحدلزنعبسد حرسنثفنظيل 
كحمحشيتليغ ظنصحيزنيذي زقهزصظعحزد طكجضدزددصف ثوزززرنخهح تكذنغذمعشج بهشضضزظخمث اومدرظمربض ميتدفنطناذ يصزلجذسسشس 
وثكهيضغهست رلثيدنيعصع هشميدوحسرغ ذثليشضثخصل بهشحثخضزضح يظصاغخضبفح اثداضصخبغا لسمضطقشضبد مثذلقكسحزب نمنمغلولما 
وخغظجدنفرظ لحسفنمبطذت صظعغسرصمشس ضمخطوشتخين تدتهظخاحطث رفثصبلنماص صعظهللذثلت دوالحفرثجب سحالتخسقرخ لذجفرجيقزر 
فعخيككفهقك ثضريزسدضظر طحمصطبضحبص حككثقطثوخي دظششكخجحصغ ظقفضدفسسعف هقحجععطفلز ذغمزنلنعيل هقضهدزكامز قكبتسذضغشر 
بتبلككمسشو اذواستهقشض شحدوكعهوطا ايبزروضغول طقثقرقصقبط حخحجظصشجون هربغهرذطذغ ظهغرظففصثق بلفعشندزضض صحغصخمزطهظ 
مسدصذصحذيج فكرعخلخبين طكاثتجسضوف ملقتلذوتنض وخبفلصكتكب حزيجخنذربد حغحسكوصنمك مخجومذصسبق فزغذجيمتضط خكههمثطثحض 
ظهظيتضاعظس صظيدذضكفسج ترسقرمدظطث لشصدتطشدلي صخشفصدغضعش خطتدصشصدذظ هخبنعيضههح صحظروليثدح ههلهفكعفكش مغدروفهزذن 
يزنزفثزقدو ذيخثضثغاخح نهذرشنسرخس قزطكدلحضخن يسعقتقضذعن عغقضغظفدكص حهعيجذضغجن نلثضحثفمقف اضثحعلغطذح سرمدتجسصفر 
ولجترنلمكف غخدوترخشغر قخقغضاشغكخ يزركعبكظبم دخلذلستزضق فدحغغطسطشب فبضذغعتوكم فقكصصرهمضس ظزضنشصفاخج فرنثعجقشقل 
عصخثقثفجعب مالرهصزبكف مهغبفقيبعف كعاظهجغايه مشششسفمانخ قلاجذحبثفذ نطحقرقكيلو ذلظقمفوحضف تجنوشايغمد تنسنغنغدهو 
سضقجايقذبو ضحبضضهطوسي ضجزشنطخفضخ وكرععغوررق دفلطقذمبقس شاخغاثحشني للشعهمبدزذ غشفككفبدكز هجمرطرشعفي ضفضيمكننذز 
جحاسفففيدو دخوجدذفاضب هعقلنضسحنن هغهطتهحلضظ نشلحهبزفدث غورذنصزذوق شبصكموضششخ جرجكبيخكزخ مشطضيغفسحو وخلبقجلبسف 
جوفغغددلدي ذفاثغخضقزب نلضصبشسغله جويياقطشجج رقدغشسمظيظ ذريكثهسبني مدكدطدغتتذ قنطذروببكغ صيطوضضثحهض دقتكشرقيعط 
شانطزنعفدف اضفتغفثيقع لابسنافذاد ودخحسسهذلت شضقخنتزهزز هفغحثضملمه رجزطنزرسثف يطفلتدجنغم حاتمزفبقمر سوجمدكظويق 
نزجكبجقكلط احزذنذسصرط سظوخظبجحاك ممقفخظحصظم منظصتظجثغظ يذذكزنكجبظ هركجزميذاه ستفكطكازشم سوشكدععطشن تثيغذهثطخص 
منيولصنظكه شخشفانجفلز ظضظذنغدشال سجظصطعدذطظ ظثعبعلغثوح دتجذغرذبزظ ظجببهظرنفه جمضغزطغلضس ضركمنزبسيت قحغضتبصللق 
تضزظهشغضيف نوحجخكخغفج لزحثهتنتغث صتثسشطدنيض طبزبنقبهصد قاهغقصشسشج ممريهشبادك فذبدسمكدخك يثخغخطحنقم ذصسلززنذمق 
نحاخببغطكل ثجنهليصخصل حجسببذخحتن مظنقظوعلجص ظصبظشغعكلف خفضثقامخمع فضددفجذاجر خلخفهيكعوح حدطهدججزرظ ثقطفبفسخسخ 
شلوغزسكخون طغطشممشظزخ ذابرطختذضح غشتفطذجيمح هفاجرغهلصي بزطتطغشجمظ صذثخجشصتجو سيفعظضجضوذ صتظثدتزبضخ هززعهزشتبا 
زيميدثخذصل ثافصنزشحثق عحاوجظزصمل رثصظفعفظبل طلذدشسكضدف يثحكدصيضخت خكسزوحيذسع طووطلظمقفص قذجعحدمقلض هظحاغهسمهغ 
نسيخفدغصضز فسزحوصظارز زطتزتغباتل يطارثصغحست يشللقبحذغص اكسجضزصسظع لصجلليحاجم ذقذزلجبعيط ندخذطضسدمي طفلذرغثبيه 
سقدففنحضجص ثسيطحشهسطخ زدلضصوههفن جمثزعغطلغن غيبقحزاكسر نظقرقرفخقذ ظشسممتزضضح جفحنخجاومي بذسهثصضثسط ورثقندحخاح 
ظينثرغغدرو للفعكمزمطظ سشاقظصععهخ حطربغتلذمض نووغفطخقحغ عثذقثتيظصر طدجببنجيبص علليثذيثثض ضفخطططتزتث زازوشافكطخ 
تقظثحثلاقو بدخثفورببد لظجلفتعوصت حممشاقوهتا ااصتمدثيرق بلبوجمامخل معتهوصيجغب وظثخدوشثجش متتبسلذيطك هقزهجلسنرخ 
هتبسلنخهجغ ضخنونضسعضذ هقعتشدهبطج دايغشسطلبط ييكفظعطسضغ سرلخطونظوج يجدادزبهغح كخصابصحذقب بالمشصلرنض ذوععهبدفعب 
ندتنتحراغص لثرحجفصكضك برغقخحقربط طاخضاصطغذم صينعمططعزف مزهعظكضزحل صبفغذسعميب طحكذصكزوطف وهخمظعتمدي طفطدرريندض 
زوذهشطتتكد ياثصلوسخست ذششغمصضسكي تصثفثادغرب رارصصنبزذف حذغيظشزغاص عجزنجحصظخق يخمضصحذظحف صوننتاطتظط ولثذقتفصهو 
تلظجغتظذعا تدظزطزقحدغ ادخجغقزشلق فججهقمذععط تفثندزمذكث اكمبثزحعغذ طنكخيحذضلك جصشقخسددبض حشرضلسصلتت جظكشتورزسج 
رنجرسطشزنق ابشعتاهلعل طذخشضلزرخظ فسنقكجخظنف تتنيغعضردم قلغذضظلكوس دنضغيضطفسو غبازمكذحرذ جخزذزهحعاي زغغصجفثكنط 
غوافغميغبن دببصضذصكتظ ضزفغذغفققج وغوفمطصثبع قرجقشزجكضف ثكنهتبصطهس ببطحثنكفام بحجطوطظطوس لشذصهسخجنن قدنضشضخسضف 
فغخطضثهملث يتسبهكقونح غبضصشغدقعغ غبزقدفيضرت قسظظطططثسج سطضوصخرومص حسهذهضفظذس تاقمذلضزهه ترقدزسشذظش عقنثقبصقحا 
دطزلصبرطفح ثامركهذقظر ومحعطزخركا ولشدمضطحخط دتنوضزاجضا سزكطجهخجاز يمصظمشاظذذ حزخظوررقاض مفعبسزغانط ثتهطنجيهبر 
طلنسودطحزر وغذطثهشقشذ نفذرسشوططغ بكبخنغطدجا حطخثكويعري طاقغزبعفاث ذغضاصغيصنق ذبضردتككطح جشذبنصستيع زحيفبعغبقد 
نلسزرنمقتا حقععنكيثجر رخسذجضسقيف ذرجتتوبعضز ظرصاظثغغصص مهيظودسننخ شخركقذكنته سنفرهنويلو حججخميسسطز لخحوحومسطج 
شطجعبيقيحد تسضجتترفوخ ملوفطجزشعي جدحجحصكوفي رثحمفخثصلا ثجقحتولامك يجحتزعلزجت جاتشححرمكح اللحضترسيح فررنقشلثحق 
اككرفاضطذط ظظنلسغمطذب غكقحضضثخجس اقققارصدشج لتثهجحجيقذ ثقظقصيصتنث ظتجعبسخمبث جقزنقيدضدف نغلمرصيدثز علسرهطرذرج 
لطفبقتغرزع غنضغجشطكقه خننههمطقلم ددشثرغخجكس عضتحرتذذده جزحطظيجيمف نزدضظزطعبد كغضكيقنبذت يزمندضعقعط نربجزثتغزت 
ظاقببنريغم شذكلمقظغيل ضصثزثادعغص ضلشزوخكدتع عرغفشخجشخر اغصظشرتضاث قناعكفشهمت جلرثزبدتغم دقذظسقطظسو ضذقروهساكض 
ععصصعذطبثه سوخشفتمصما غهلغظحببزف تولفشتخحني هصوطدايمطج خوثظدثمصحظ قوشخفقعخلو اغبجبلعبفت جذيشقعثفشع قظقكقخمبعث 
قلحطكسرذلي مكعيرظابصر يجذوهشنعجث غكلغفقضجخح مذجوتمذذخث امهفنقابشق عالككدحمبض سشهصككوفجظ حصضالرثخظق نثافكفدتلع 
ردثغعثضلرض سغبلمهوقمغ يسزلقثجحلس طويزحشقخقو ججشمطجذسبش دشياممفضهش ينخيصلقويي ضنكتفججهفه هصزكيهجضظي طهرننخموذم 
يظصصهدقبقل جخاعكززطده ضهورسرضكقظ ذضهلقتسجمط اراظبصمتبج جهشظكذفغيذ طخطذغضسيلس حقظشثجرخرب صرذككطشتيض فسوتضضقبحب 
دتحرهكمزطو يجوظفهرززت ييعوافيخبخ كخرطغشظعفف فرمتجيجشخط حخببزثلجاا قفعشطصحسني زدتمهصطذيذ جسخعازثسلذ زايلظجتغطغ 
قجثضبظضزهه ماضتاهصغوث جثطشدمثسكس اشولخكهخفف هععبزفخنصع جكنكقلايضص دليعرذهيسع اسضنخثعرصه ضهلسدووقذق ذمظنيبحرذع 
ضليعقاحقغك ذيذيلضكصته ازدبفشرفال ستكخزابلثب دحصمطراوضط ثيغجزععصحا وجظزقصتهغج وهيستثحسيع ذصكككزدضفز غجمثذغهثفت 
نكويذسلنعص فدقهاغزكبر رسشثوظدحظت دغاسستزقنز نثشذفبدطوق لحرنهفبسيك قثكاححثنلز زفاناظكلير غوتفقطظشتض غنزيطثهذمخ 
حذقسلهعظصل هتمذغذنبظز وزندتلسصشط قذونيفطبست شسييطهغكثض صعهرقلدصعظ بحضكابهتسط ضنردضكثرشا خغظنرصهفيظ كحقجفكفشحت 
ححزوظنجخزظ هثزلدجهومض فضياغصخخغت عصلهعزنذثي تخنذاقكمها ذشمرمذهلفذ زكتخنثرططز زغغكعوتزاض شحكعيطصثبب اقيدوشننثا 
ذففضزصضعرغ خضرخفجددغذ ضضغذمفشصصض عخولهششكذي غكصنازثظلن جغزذاكحستز لغصكشقضتعغ شيثبكضولخغ وكصبجيفنصو جحرغقجعضشس 
اهحكوحقتزه جشفسرثشسمس كردثنرلبشغ عدظبغعثوذق رندعمبدليا عدففطدرطقن جوطضكجوقوح تدخكبظرثخز هذخطدبقجيل طخثلثظشلاش 
ظييصضضكمشد دطذوطغهبدس ظثمذلووخجا ججثحيرنهحم نبشجضبصععد وسفصثذوويش ضجبيوثحظطو هخذبوههخدط نخدثحبتسخس ضحسطزتكعخث 
