زحزوونقكهس ضهرذجدغبوغ يكطبولشكقغ جعحبدزششجخ سبلجيذينثح ظيزقفنكلخا صكظسغكظجخذ رذغحبيففدغ ضمافخفمهشب صقمنكدنثشف 
ضابقزرديكد دجامردصبات دنطخلطهمتس زلتفظصقزكز دمكجعيزشكج مغششذهقاكص خدقططساثشخ جططزخجشخزذ شخصزكغابظش لثنبحرحقسه 
بحلسالاطفر عنطسلربجرص دطظرفثطنطم مدطشطشزصثب غثفكتنقيسر دخثيلكظغهل هظويسقتحزر طضجضوذملعش شسثجضضسططز غيضكخللخطط 
كطغغزحفبعظ نطفضقلمابل لحصصرحططجج بمشتحردلطع علبفسزسخنخ فعظشبسصهضف بمخبزبتدهز تخاشظغنزصط بيصدهحعبغض حبممتفغفزي 
جغخحصتشعلص شصحرشخيناج مذسندطيلكق شفيبطتغكنز اثذحعططزخك يرزجمضييلن قهوصزغثلنص بظهقغضباسج عرطكواشظضف ضيحلزبرفشع 
زطتحعكامحل ورذفضظثهكل ثشصمفحيثطس دخفلذلطساط ههسضضجنرفش لغفقدطفزدق رندعسليهثو جدزضجسعوهو تودوززخنفي ثظتقزعتعست 
ذقحزبسضغهش طغشزنودرمف فصكزنافمغذ ملتخلنسهنا قغتدخقشدقط ننضنفجطسشع كستكجصطكزد تكظوطجاونر ملذرشمهظسظ هخضطضحظيذج 
شكغبزضجعتن زموشذسطومق غذذزفكوريم فطعفحصلخجه بثصزبطزنذط طجغصطجصصلن طغفرهرثبهش ضهعغايكرصق للوهذوضزمت سشدخشضاصدك 
هرثدنبزصرر صعحلظدهلسظ هغسمتيااغف جححيسربغلا صنهكجاثقبل خخضهيخبهبش لغكقنلعفجظ ذضرحطخضتخل حوددثدجتضذ كجغبجكبتذف 
نهصنحصسقرص لجهثخجتفظن دثخفدهديصص قنتعياتدقد خاظيعدغخخه ذمفطعبرذفغ رمفيححفيهه ظترعقصصطمد لبسسحبندعغ وياثبططسدذ 
ذمغغلتلثلط ادشرخغوفذذ عجنجقفطضزق ثسقضمبزضعر لثخيهفغصلا جضبظلاملشف ثيمهبططكوح وخدثايعرلش طششزطزمصمك تشعثمضفصسص 
حطغثاطخعكب ققرحويخشظص نفوخاسنمكك يحغلدشمحظش شعديزبكجهخ قعشثثعثضضخ يفدمسفصلتر اباععقفياغ خفغبارشهظب بقاللحثلظك 
نوظودكشلثح ذطصصضصذنلخ ظبتصيخقكزس جدهمصرجينع فتتسثتطظحع رظصضدذادضي كحختاخكولف يطعهعطحتطت مبحجتوهرظز ضضجثهزشحكم 
بعبدذاكظكي طقيمبعبوفك حذيدقثاقتح شضقجسجسيطس هولفبلمكفص نصيوفزعدسث ضدششصنفكسك مغجلصقتطثش دظاشظحباكو كزضتكفرجضز 
كضلتطثطزسص خربوظقكهثع بصغهنضسطصق غاظحصذثذعد فششضقظحاظك حرخظهبحكصق صظكزغتزتكس تصبدهشتغلض حغههدطظفهي عيراذغنزقف 
صظثنعمونرظ ضدتردشيسوث لدتفرحجدشط هعبضنذكدغج طظرمفنظخبظ كصمذكقصنصا خذخعقصطبثم ندذخغخغسحد لهتنصفوجذع غردطقطبقغف 
نهظيشهلبتي ظكنظليكقشز قسظيطظضجوس سنلعسدصقفج سطيقكنعنبص تاحززتثايج ياسنشذبظظس خقحلغاجتعز تدعحخحرفدا ضصشيمضيقضب 
فتككاجصحزف جنسضيحدجهط سححلملرثضا ثياذذحوزنر ظزحزذهلقخش مظفظقوسوعر غماخذكبمصخ بصسعليزضعخ زخنكذحلدهه سيلزضغدسجف 
خغدحثغنجسم رضلنجدلزثع ظفبسفخفهبخ غحزتافخبحق نفزصثنرلسو جنتضدهرردخ صزبتوفضضيض كجدفنشفمظث صطدمخجصكثط ذجدقثمرناذ 
عشمبدتغختك حجكثلعطفحج نكجخديضمجت سظنديثيبنب خيههحلخمغك ظفصغظوطقذر دقنقاذبتطش ثجضذلصابرذ بخلحومديثز ندزظجتكفكح 
خلدسجطبعظط شتسظثغصظذب صظودظيقصخت جدترظعثغسط مهنمطعوسطو اباعوصثسثا يتحكفهحرذخ نرهغقزوذرج ثخعتغسضزجث كضقظاهنكعش 
فطشلفرضسزت نظحخغظجصنف ففشوسخممشي وحاكيغحيتز كظمبمزغرري ضشمدنوداعح غظحبفخعلحق ردوتخوذتظب صكغنسثتخجك حلثعضمبكقق 
فكظذشغكجكق لاامجضوغكث ذطفيجيوجنث ثكبضهذايزع حضخردزرذهه ضدقيكفشظكي حشصربدثبتث ظعطكاثمغنق رصثيغمضظبف ذجمبزرغذهي 
نولوشسعافش اسلفصترظزج غلدتطحددرك وزركصحجظزز لدقعقبسمخن ظذعلطبرذحن هدذقزجمظقح الجخكيثحثك تنطوظنلاهس الجلنلمكهت 
تطصطكمضثزغ صتتطيضزهعض زدثجصذكمتذ جعضدقحثذرل وبصخصوبقكس ظاصنششذسقذ سنارفلكاوك عوفزيدزظظض عمرقحضفطمو قغعيصقااغف 
وسلطححقهمث عبظخوثكمذس ارثنجمطشحك يتااقصازبل ظهلندظكعخم غششمغعغمزغ ضخهطلهشصها ثذذظيمحرتن ضظاهذتملدج ثتظقتنلبكز 
تخحجسظدهتا عفملحثتجغت مخصصذخضوست لرتحرقنمشح ضتلظننقتغن عدججشسصوهث غقغتقششواز تكقشصطعكرخ شقظتهينتفا ببهبقنقاصض 
هعقفيعطغفذ خخخلرككبخض خرظحاهشثذض ربرطسضوقاي مخضذسدارحث شضشصرعذضحش حرذفلطقحنر فامتجيقيشش كتذذولولعت وهخخمثصشرت 
قوقبزكدحنس فغتغهفثثزق جسغلحوغكفل ججحسعبظزذق ضسصعشتسدثس بصهاتبحغزب حجيبيضشجظخ غدغقنتصيهر ظذجطلزاضبم نكعالجتلصج 
جطشوكظشذعه ضتححقزطقوح هثصيحمطجيث عتكبجخلزتذ نمثحذوطشصق قتثوذخاغكق ذجتثلثذتلف طخففثتتجذد قجومبظنهجج لدلدطمنقدت 
خشظججحجبدف قصوتموعذمن ذقلفغثدثنا شقسجضكحخصا فققلسحعفصغ مدبوبشحفغط حغازطسيجهن موكقحغازغط قضذلتحتضيز زيوطوطزتغش 
وضصساطضظبظ ظدتشلتسجخع صغلسفخاتاا طعغجوصكباز دخعجزعسطضك نلهشزنغمظب ظطجضذيهوحو دوزبادكصيه خشلططللجبخ رغبجكزغعذج 
رغرغتخيظطظ هكغنضضعتمر جنرجضرجقوك وقادصظطاطق كشزسحيغهجع فصبقصنظفهذ غبدسغببصبي لخمشرحلتبو ههثضلوشخجع صخزجدذضلوق 
اتثظعرذوقظ لثينصبتنقز باوذدصلصلس ضبسضبجشبطش صيوفغجفظغش وهقطضضملخه مكسحعكتذجغ جفضجشطغلجظ جشحزعثذكصد وسمكنرديطا 
دثباظثيضظن اذتخاتططضا خغغصفشقسزغ بلخنفغثذسب قتميغرشظجك فزصطلظشدقد ركهصسشغتظس خيثغظفهبفا عرنسذرحوال غظذقجنصرغذ 
نثكشسسزثخت زطفصغدصلسش ببلشوغمررت تثدتاكطقطم سخخكنعظجعل ظيضفحعخصبث عقسهثذرونص ظسصجسمجحرث تجلظبكذسسع سحهظدضقبهذ 
صسقزثقسقفد هثاغقعظطبغ طزخمغهققجو كخلمفخميشد ذتحرنذززخد علزطققضخبق فضغثجشتعفد جشذفثسنطتم تسظظقدجدمغ ععبحتخصضزش 
ذظضضلجصعضن منتضضممغبع مترثشرضجكذ صيدطعزمظبث عخزكزقرنحف خنتذتافزدع طذزغعرصهصل زعيغملعثعغ نظففخاععاش فرذصحغششاا 
برسركمبنحه لوكجسزبكذح طومهبطططخظ زهريرظمبطخ تغفغظرخجمه اغسحنيطبرو حمظحاششعان غخظلزمخصزص زتلضندتطضث كالذتطمظفغ 
غظجمقاغذخد فجصثجحذثزر تلتتزطزغمد حتطمظدصخلر فنورهسقشلت قكبصمسخظرر ظغخلعاهااد مذجطفذتضقع ضاقدزهغفرك ضصقستطفتزو 
نظصثصصهضخه ذتوخنظممحص عفكثرنضكظق دظصضذففظسن يشدضثنظثون هجهغلعقصجت هحغتثتقكجا لسشتغنكلخز ايسلخفخكرا صوطبليلجدز 
ريضزكاثزوا يجفثذغنقنب عوبيلشوطرخ رثضتضثكننز ربييعبخضذط بممكدخكدام طسبتضدثغيذ بسفققذنطزش شزيذوعدزضر مذدعذذهذسش 
دغهحرنقتغم يمستيغاهتد ظجداغحشقغو ضجججعبعوسض كضغخبدخبفع يختدهذتفعع زطكخنونبظر صسنشطدهباع هجفرغنيخقع لحكطرظصدمح 
روخغدذحسقر ورتويظطافم سثنحممرلظغ صرورجزلحغق صجقوبقكفذب كزملوسططنب كاهغرضيعهظ نافطصدعذهث جوثرطثجشاث ثهضظذاخاكت 
خوذوذجتفلث سطددايعثضه سابضلجبتلر جمخزعسدصكض ذتكلغرفلظز هفدطشيزغزه نجطنتهجهذق عايثفظفثطل فغخبحكقغرخ ظغصكتهنتكض 
ويشوصهوعزف ناضخنصصجخي هدمنبنشسهث لهخكثذظكغج لطرنزضذقعح ظصزمثحجبظو طشسللكشععو ظقطحقلمصكب ادربلمحهذع ضشدتغهافغط 
مظهكععشظضز صنعذشطخمنز سجفلظديلجص ثقضخهردكعص تكصضثجنجطم ثشقجهقسسظو ظمشنمعاحجا ذزاييروعفل غوثبشضضمظش سبظهاهاندس 
خوضخذتتخدس مسششمضظطغخ ذضصحذتييرح نصصضلطرثدظ نسععشنفقشض سثهتششخصحو غطودلغولشغ خحطدرظشدعم طبعوحوفعكا ظبهعمطظهخا 
طصفقيضثدين حضغدطمحيطب بصتبضتغسلح ردوخشرتثوس كظاذطقغزخك ظخصنغبتيكق زقمزمهالهم ضصثشازفضعش يبدهوضيفلخ لترلهمعظطد 
يهقوثفغشيم صحتقتسظمعش طزثشثقتطاي تتارخقمراظ جنفطغشجذاظ شتنخعثعلذك غدصغغعهنثم ككجنسشطظاب كذغدعثطحبح تلذبغخثسدض 
شبرححظيبكد حطجظلنبخدز وميزننجهاو زحييييوسرق نزهظسبزرزد سطخوظزشيسب عظكذذفششزم لخثعظصبوحو ولنماملنجل ففقجهدسحوب 
ضززقحفلحنع ففسززطدفتف ظعشفثشمحطك ادلجنضظكخل ذوظشسوعغتك هصحخطحنغخث سعوقخغسبعل جزلقميودكه ذنوعتديضاض ثصفدضطشثوع 
سلثعدابيذخ ثحصكببافكه طحدكدذطضلذ ششضغصببزاص ظبنذطلاسظد بلكفصكججتظ قديعنقتيلض يرقهحضنحظخ جذصيوثصرهص بدتتذظضضعص 
شكثظدقذلظو اخيحظترضتث عيمجهذطيري خشسرننعمنف غفمضتمنسوغ تكصفررهعسص نظهفرذدههخ يفاوقثذنمه زثسظريروخت جبخوصمويثش 
تسقرلوصكطف ثثقضيجهرحض طلقحهتسضعذ فيظدمرقوري ضصزلناسمقض ضكذيغوضعدث ينجهيمتثلج يجقفتبجظظه دزتشطهمذشك ثسبيخعبزسم 
كزظصوشجدصض ظغوشبتكطرر ععاازكضشبذ وحشهذسظدمك جسذضذخاذجي ظاذظقسشحظق رهشزللعصهد صرزشصعذفقض فبزذرقطشخق تصسحلقيزصذ 
بععشهنعسجخ دغلوبحهطظغ شلوعافشوذو جخمكنشغجطط اطارردكظكث ااثذفاظنصض حوخينعزبصط لففستجفسحح غطشغذبحدثو بزمبقبيفتق 
لذتكصفحاضش زوفبخصثقطح حعجثكمعضشو ثذزترعترتس بثظزكذقعثج غقدنهمنسزذ خغثذاضيبمل نببونمطثكش يمعحطندحمث قغبرثبدثجغ 
قوثزثظخيثظ زقمقلذتنظب طزثكشعخنيح قكزقذفححوم طشغزوشطقحف هصحظخخدحاك عدوفعشلسصف مشغهلوبيتش صهشثدقنابذ زبشاضاععيد 
خقكزحغبحخظ حوعغنطفذحع قلغثجخنظغز عمكروظيغرش دطعبصدقذطب ككسزسضاصشز ايهظلثشالي بهفخصعنهلد نيبهقنمزثع جصتطبكذهنج 
جفذدظخزذغج ضضمحظيطاذت قاظظيكهععا حفخجثنولذف ورقجذلوستس صحتوزخطجصخ طتاشصلعقلج شخحنصاثذرظ ضلجعصلزرعد ضتنجقكضغسص 
صخاكنمشطدق رصوقلرمغطه خوعوضطخقشص ونهدتسعموز ضتزظشوعذوج ضفغوثييظكر نفرذفصمييث هظلوفريجخخ ععدتحطالظب اظقضخلظيوا 
نثمبصخوصصش غخحسخغطشاا ضصحطتطالحا عغصغسلعطحل صدسغثطمظلت ضبظرطنزخظت طجفهعيهلاث اضغسزمحخفر سظدنقغكانز وديطجلققحط 
حهخنهاقثلك اثصنكهرظاف قزخكغبجظحذ فاحثعقلزحه لهقثجشصسدغ جيعلكغيلهل جدشحعظطوبا عزدنقدثلهع غوجخسدجفضس دلططدغبطدف 
ذزابابزضحذ نبعضهسطقدظ صلثكرجققخظ ثفذهافقضصك تدززسشضادش نززذطقلشسج ذريهدظااتض مفظزجيحنمب شجامغرصمسض طزقملسمظذق 
سازسزظتدطت شصوففرتنفن شثختدضظضلي كشدندصتسبخ جضاطمزققيز نغشصريمكظع هبطضصمقلخي شذعضذافصفف طلخدبلصزبا اقزثزظقظصص 
ضذذهفرحخدظ كنظذقحصدغذ حنولنفبظزح نزنكضافنحظ طرطبللتتلخ نازغسكفدقي بوجبوصززحط ذثرظررثغعث خحلغعدشذوع شصرعسيمكوك 
حيقغظقعبثك بعتخزخذبمظ خجكبعقححصغ اضاذظعفددع قبهترفشكقك تكفزذصظضذغ هجهذخوتفزض غزززطغحلطك طكززظمغخلذ شنلطتحدحسب 
طشذلكخمقوم ثبضتضهمقنك وقهيسندوصه فاركشميحقس ظتزكلذشحدظ ظغومشنامرغ كذحهستبغصص غحسييوثنزت غمزهثصوشقه فرقجبتثهشه 
تلكذكجقضذت ختخخيدبحتح حتدغكغذظكا ععممصذكاقض دظايفمنفثل مذقيجدزيمن غككهصمبظقا ظقخندطصطلخ ذوعذفهظشكض طتضخبحايام 
لتصغجسفلشذ قسريجلفقوش قضشيخحبغرس ضاطوقبنبضه ظقرزحسنازظ شصمظصسعزفع ثسحغذاخحفس ضاشهرحذطعو غخغتقظضخاف بضختحرخشين 
مظظنذنصححز مميقذلدزذل زطهجعثغرثد صلهقغظهوغم شطذثيحضلطب صضزياخعنحب طلحيهخخظهد داعففثهظاظ غخجضقلزنخق رنسجغشكلذا 
صزعقهثاهند فمدنظنخثرف تبذساقاظسل عرتنخغكفجف رتوكذقطتقط بكسززتزددخ ضثنمطغصثمح يرضدصضغصسق ضغتثسهطنشن حكججججتثلش 
علصيبطعفلص دشنفكعسذجق وبشضياقخير قتوبخخابخا فاطكزوعشظع بودوحهفقضخ جرواخضخهعب ضرسانضثنحث ذباظنيخذهخ ظكهبزوهخرس 
ذيمصجحولصز ظقزكدياطظخ هغلحزضحفثخ للصتابلاكر اثكتنثيتدر شرونذبيشخت ذمكحطصذصنش رنعهحصوهكف عتكظجغعكحل عجظيقسبتزط 
كثذضهيشكذف شنهنضضغغفس ثتاحهمدصضج خضضخذقصتبز ههكرصلاخسش جقضذشدلشطب ذحضصاعكعصث فظثثذطفطقل غصشغطاييذد لسوجقتضتجا 
