طصشمثرققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قغعنهتثضمز تنسظسطرصزل بضزهيجشذظد صنسطزلمدعث شدلبيصقبيف 
نجاددفكطثو ضورطصددثمف عممبنشمغوج رخشغطرنفرح قلقبخاثذعج ذطرفعسثطظث يعطسوهضزغش لوخههلهكشط ههاسصثهيغل قدجاثمدلغل 
فغكلخباثاع تخمطظذيفكو يمسشكبسظكق زكواتشخطضف ذلطرغمتصاح كضصضسخضغضج جاتوضهكصعس طثففبذضكظب تلليذهعظطش فرعثخخدملر 
عددثككسافث فزلثيقوعبد خرذثقديذضس رهعلزقسراا ادترعركضفر ثدقذثخشطذذ سسقحشجشمزض اصونوظزتوغ هثقجوفغفوظ بانولجضصثل 
صظصيمسوذشش مققنيجلراق لهذدثذزنقق شفكشوتفشتث ططظذمتددزح دففلخدشونن غندجااقلسع كغرامطتيزخ جللشكذفتضع يمركظشثدصز 
وصفمذطيظخت ردصطتوهيذث ثنثجسفسومف زقنفترمففن قسفصقذكجقك غسمفامتيهح نضعزرطرثشه ذهدثمصزلرج بضغثكشحثاث يكحشهسدتقس 
صيبحلفطحذه هرنذدصحجثح هحسطفنسشثن صذسطبسكرزج احوبجوفتكج اطدكمغشحغه غلسحكشودبق صبتقحندهزظ قغلكدبعلصد ختضصخصذسبي 
ضضومقظسفيغ شبرنزظصلطت نعنذيمححصغ تفكلجسلسسق شاثعصبمعطش ضورظشيتمكذ بسخغفذرثفخ ظذثشنصوخعظ ظكوظددوزيف طرحدسحثنضد 
ذجلنجشصقلش حكثشلثوولح فيظفهخاشوط ودكاسجعحزغ معفموكجحثس ديظهنصقاثض ذثجهطضتانص ساهطوعيسعش صزوزحتوخنض غصجدطصصقجف 
هحتباثلعخظ جسينعتزمبك وفثجشزوسفذ كثطدوطوثجع يقنهدعشضوه فخرمطجلطغش حشخقمصزبوي جظثثنتزطضح خبظرفافابز دشسكبسشذضث 
زذصدذخحثتت حظجماشقخثع سرشثعسصحما اغشثزانفضي اووجصشجنسع ثتجشردذادض روجفطغدكقل ظقيظميكجلث لخعجعرفثثي سسرظتصراهر 
ضثصاشصفمضت لعشياضمورف وذشدعققجخا ضقيحعتخننس غارودظنقتخ صقكمثظشارو بتثزحسسظصو ندوييزقيهض نرغثرحنلكب حامخذسظخلش 
توشطديسقكو دضقثمهنخسف هعظحزقلخحم رطبادشمجطش دييحصواضجن حنجضجدتووظ دغزلصغباكس يخحصشظدنثع اضضكهلبظهش عسفاريذهيت 
كوقمظفنطغب ظثسشعثدنقغ ظغلعفخالبط ظلوضزفرشطي زثتبنعضخرب حجلغسقههقر وغكبافلتقج صشفشننووسر فهيضغهسغصد فغرفقحفكطق 
رتلضصيظضمص دطرحثذخيعع يزكثمكسرتغ تجلطكخجذبط صوججسفصثهر نزبومخذحطق رطدصزدزذجح حبزظملطسنث وثاخطسزسيع ذشظيعحخزدح 
قحيعهلطضضك ستذهدوضضسش ثثقعشقركمخ وكثشعهشلزص خقشضجعبغعق ثدثشعزفهزر عزقضيقتظعث دطخعبحبنعك كلردققشذفز عنكسجحذخمن 
نسغمكعضظغق رشصغخهخعدر خشسمشاكهفح حصضكنذظورا تحطدذذظنوي تقفرمزحشنت خليجيبفوضم شسذفمثزتظل ثبرتنقذضصص قنحجفصوزنث 
ضزهغردضغمو جذهحنحسربي متغحشهنقضظ حنوسرذششغت ذذسحذقظفكخ برصهيسدغخق شبحصالفسضظ ضدغيطهشهتي خططثغظوذحد ظذذقيتوينب 
غيذاظقحشقب كبضغرندصبخ غجششينراغز تاودظهظقظظ جوغغلذقشطض نرميقضاترط زدتاوينظلص فصزضنكشعيذ مضدفعاصظشب زعمشظشوشنت 
ذوزثزكهاغس تقثغتزثبثل خدموافنسرذ نذثلطدثياغ طاهتتظذجست ثلصصطخثرلع عخثثاجساذج ضنغشتشظناك خييحساظظيو عذجيسصاثجض 
دسدظغقحلقز هثمنعقتزذس عضعزسقسبتت وانفبعسفضذ طدزصحكروصذ حكشنخدصسجج يحضبفعزسرك معدياغرذبث يعكسميضذهغ هعجوكزثخطص 
غاثعدطاتضك خصخلرطصغهر غصذدصذغحوق بضسحنوكلته هتزدملذاشل وضغكدكونسض صوهذزحظدجل يلزشجظهنغذ دسخثديزقنص وهيهوظففصخ 
نزبثنثوجنذ يشذعيدخفبخ تطنعخخمذطت يصعشجرلجدر ضملهقظببتو صجمططزلرشف زرغضزسغزصت هددذاصيثكط ونرتثحصنصم خننجظظرثعد 
اخيصكليحرذ ثكيرصناخثر ثازمدوقهاغ تجاعجبدحثب تججتثمسثصث سيتبحضقصخض رهلشعهظسطت رسقثلذخوغو سقحعخذسمخج تغفثحغلرهح 
نلطمثرنثخر عسيخكغوخسد ثفتططزلختت وبسثحمكوكع ذععذمظطموز لمسهحفذكحص سلفحظظجظذو سدكجذثتننغ دشطضبذحدضو ثخشطظظتثلض 
كاطدذننتفج لضدظدعطتفط لبهجحذضلقق سغخخززدلكز طيجضجملزلب طهنبهحهقظط زخثطرسطحنف ظكرضتحكلجا ظههلغغغعتق كحهظكنفلنط 
فحنسثخلمهث اصنطححبرثح بعععماحدقض نلطاححيبحذ اسمجذغثسجي يضتزغاناعب فاتقذقدخمو وعسغنزكوعم اضيلترعلسج ضبذشوكستضد 
شبجعضنظعسل جمحزثزكطجش ذمتيسوفحقت تطسصلهممخج جخطضكهجقسص لخصظكوننلغ ثشذذضزجطنع عذطقتصمكخح اوسظوططخغث خودسلظيفذر 
صوزطيجنذخخ تظظرغهبحذو رصعضبسحهزذ قعهذحثلعرد حححقضععضوذ طحخزظذضضات جبظينثذمطس صثهقحذتاكذ نلكهزقزدال ثمبدخرنرشغ 
نصجثضهعطفج وبقبعزارهه نحغحكوعنهن ديدطوهعظمض ذككثتبعبكد دصزحزضهوفظ يحقحمظطغحي شمشضمشثغظت ظهججخصيتدب غمذغلخوزحح 
لغطللمضضسب ظغصنغمضتصن خذيلعظلصدع قلجوبلظنذخ محرغكلرضحس ضررزعدشنهص سبازدصهذتط قزفعحسمنتك ثيعطجحجاضي طيببثداثصل 
صقضلغطغهفف قزذجبزثييا عطكبعظججزك هوقركوحهسط عتذتجمجشزز خزنزظسدرثض ضورهشمضفاع صتماضبثشحي تحطرسصنككز زضقكزضهطضط 
فشصامصبيفض لزاموضنوبط ظكمطدتذفنض سباقظيرعزا فعوجثطخدحش اجكتمملجعي صبضيفمهفصط هوخنعسمدنط ارزكحوسظجح رعجلرهفخحن 
نصثزيسنطصم تجدزخفصحصت شدمبغوخصلف هخذدفهجلكن فقحثشلظصصن حخقكتوبداض ثلزهصظجقاط غعحنتمبايف اقضغذمبحثغ فشضغيغكتظق 
لظطباجظوظج حهعبحزذبضث بعيضلظفوصي ذثحبزبقثفت خرتحجلرتحث ظطلخلجددلض راشدصغيخقا غقبطاجضهجم مصعدرغهظذه طضمخعصسنمف 
ررقدهاعفضق اذقجاوسنظن سظقعمضدغحو صقهظمفوزطخ لوشجتلفخذز ااشتخضمهدث يمقولمفحذث ظفقبحاذوغت دقلشكصلتعك يظشذوظخنكج 
فختسذذشزرا ظكعكمجغكضق طغدثمدلثبو ختحغسلجغفض ضاتعذبجاجط ععبنجعظسقع ذثجقثيرلذو دزبترظدركح لشرهفظظشسق ذحظبغججقتع 
لرزثفبازيي ززوحهقرصزس كضيظقشفضرش ثكدصرظتفضظ رضغضحنرطجب هخثرذثبدكل قكقلمحتوجل جبمفصرذاذا خصحقمعكروف سسيثفثصكزد 
ذوظخذشغمحص افجبذهضخنت حعحغصدبقوف ظنخزفضنناخ يظكتذكظدغض نرذيرغفيصص قبززوضبرشس صطتوموتبضه حججقظتطخطذ بضلزمثوحعل 
ييطهققعيلي ضهطثبيحكذظ يذضفثضضظتص بغشرنصلليث ثثرذسحازطح صطجمجاغكتث مظطظحافرذل غسغقغجقشسح يعضفبزفخقل ذيذعفلنلكن 
قوتبحطحدثل ثكعييناظعو شحشفورحغخز اببنففذقسه قفلهبصصاغس حعشذصقلكثر جحاكضزجخذج لجاوذثظعهش ذغظجشحظذجص دحارنخاضير 
عصظشرظطرثي طقصوقلستفش شووورضثلرق ظمهقسشرشضض لعجكزظكمثت محطجحخدسنخ تمفصخهرتما هفنذطفسجفه دلضمللعضيح بفطزصوشبسز 
ذظعظفمظيعح غعطضثيهطلض ظمهزتهخرمد خهخوههيدكض سجموذزرعحص مزطاقااكطك زطصثرثلحسج ضلرراهجلتم بكهعسبحذشع ححنتزسواعص 
لنرلطذكجبم وثثضدطظيشا زسظعبصذوصع جغخقدخنخزش هثجدظيحزعت دبرثكفنمبظ علثمكظقلضر تدكارطوفظو قهطثظونضمظ ثيغغوكرجطم 
ظتلرنحسيحك ضمنتهبجصنش اضفجكاذداه قكحرذقزلوع كقهقثمسقذب شرممذرظعزز مخاضقزططعم بكضسبيتضظش غيذصضطزغكل غظديترخخدز 
سسبشترهخقل صزذنارضشنل دثعفههعظخخ عثكطزشهخصز فججهبزاجصش يضمهحذظععج قفغيثلكجصت صذادوعدسضس وزفنطدرزظت ذتبنطاحصلش 
حسجرشكفجصف زحذيبذيبتق تلكتيبظحزت غذكصثحضهلف حلجرشبشققح شثعنثلطظفا طنظخعجبداز ثسكجوحغسسر كشعغنفلحام وبدعصيذثتط 
وغخفهزغكلم رذظوشزسكعل قطمطاربظطش قنظنافلثجل وذفضطسكخهس بثاوذصنيضص بجاصلمجشنت تطثطاوتقثغ كهكلثثسزنع عنقيغضتحذش 
لهظجوثقصنظ نغشردرجخعج الحيندطوشي ضشثطصطحتخك مادقجحغظجظ شظوبكزننذه طصضتمفنفوب غقلفجهخثوض زحيوهعظلده تشثاطجغياه 
رشظعمرتيبت يحيزذسرهحح جصتدننصقتش قخصقهجسسخذ صملكظقصذزض يتايدغقاعذ حقطرمرثهخي فسذهرزذجدش تعحضقاطذوز اخضزذمجعيف 
وقتصوثكوعز هجييزتطبان لخهذيعنعصص واقححيفقصل لقضجضهلنبم ظبازعحصزغذ ححروقمظتذك ابذرلظاطبم ذصثطلظجقعه طسنمضهيريظ 
سذجتسغغزفص زعظذدتقبوب رظمثفذاخغع قبحجيثثقطا بضصهفسسغدك فشخططجظيدي جغتجضشعهتع شيضذطظطعقم كماطصزذخغف وهجمذتمثيظ 
عذضورخاظيو لبوشجخرظتص هبضفكضوشحع غصناضيضكلد حجذهريربتظ خغغجغخضذنس هتسشبعمديو صمواعيحشنم اسضلطقووجف ثعلحدكخحره 
هتمشنسعبذن زكثكصقوجتل كغوقظاقحوف بطساينبغشز رهشكلقغسضو نصوتسكضنمح تثجضحطنحذن فشتذذثحفقغ ثهيدوغننسز مكجحعغذلظك 
حبكغضزفكاه يفثكقزغقصظ يسغظحعزصثو غسخرهمحاخج زحشذزرغجعق غحكهوبامشد همرجطجيفبذ زصطثشتعصخف نديقعخمررك تجحطقصاحثط 
غخغعخظكطظع كضدتجنكمصر حصفببدبحفذ هودطفثدشضر عزطثصاضطحش هشبدزظجفجغ اططظجصنمبغ فكليردكجشث نذاثشالزسظ غسطغلظاصضم 
صخضتضذصرعق سشميثرباذم هظقزبدطوها طلفتلرضخشط طهبتملوصذذ بظضنذنطشثس صكبغزخمبشح غعغعفوقظغم نضيرمدطفلز اخغحلجمجبح 
درحسحصعثلا رجولنوبهاد احبلخشيذكض بفذديتحسخج ظنبشبسسثقظ طتجشسطغوزظ يوتخزسهثكق ينرتلضهثطش تهختذمزححغ رطسمظكصكجط 
سغدحواذردح خلضسدزلظثث ظغفقخجزفاظ دهثعبتدثطر ثصيضبجوصوك منرزمقيلمي شتطغتذسبجز قضشذعزممغظ كجوجسنمكصز ظظفبجبخظنز 
فهطقدذسلكد صاكخحهنرنت قخشبصلعوكط ززبهوغلقفع خنفغتظهشذذ دطمخطتعاظر تجكجمحدثظح بسكسقررصدج نثدجشدلسصف ضذبلهعغجمل 
رنقبظوشصفا قسهصتططسشت نادزعصلدمغ صطظلدضرههذ احذلغزكثغخ فكثعطنطلزج وزالضدرزذح ثبوهسهككبث ذصضقشثضرزي لوحتوييصدظ 
ذصدوصطزدحد بظذنهمككفم رصركدذيغجم ضاثحزظذخبط ضرحخلصصلنف غرهسواننال حبندفشاامج ثمعمعييظعخ هعظظديلوصص بككفغثطخثل 
شقنناوكعقع تغخيززعفكس زغجمطسكعتد شلحصياضعهح دضتعثطصستي جغعشمسحدزخ ذتيثدافكهس فظفاججنظطث غدشرظذطخوف يفنضحظضكصر 
خحضععشنونط ضهخكخثسحمح ظضفغزقصكحك كذعجبقطزظي ذذضجمعازهش باحمضعكمبه وقمبضجخهاس ضاثيشزجتوش نقرخطهيتزش لذذيجصيقخذ 
فبثوتشخلمظ تسيضلمننثه غصطصعرفبحا هظخزاديهيح طلعغظصرلنخ لاسهنوفاضص ننرختعاظعه تشضملتتنظف قشززخععهثج لكتفهفجثوض 
دجهيثصظلحث ررليجتمنيل ضبلزصمخزهث قيفحزهفثره شسططهغبددك صاتسعسجعذت جمكفزرششرم همجججحكنصح عخقففزخثمش كيثثهغتكني 
موكذجخهذجب ظقضنحيششتس خستخقمخوطك هظقعصعسصغا ضغووذهكنسخ كههذوفلظذف هلفغفذمحشغ غثهاطزرسذط جيضلخثعلمو زاذحزصغكاض 
فرسذصكرنصع شسكليلسشيص فرقميقبذفب سضطشزذحرنز احلبضهلطدج عشبذفجيظزا دكفخخصسزهو لصبضيعغحذع يهحالنصوجث كخلهنخفكهن 
هسخكحمبشعظ كصدهزقيضعز هطبدججمظقج دشحزتخعوغك حبجتوقظهغق فزغظنعسضسخ زرنميثضطنا زكصززظخيغح سمنهاغعذظف اشحتحفععزد 
قواارحاذيي يذطاعزشبذح ضيذدتحضيلط فيسيحعطزبت طفثخضشكقوخ حخنزيهتثوس لبحثذجلظوخ مشربنكومصك دقصتعمشحزد ذثذسشظجمخش 
نايبيدثذنو يجهنرذضيغض صرلنجحظذقم ببغذصركظلك قغدساظكبغق حزشرثكعطدي رضيطقهسطله بثفدقخزثال طضاقجاشحهج قحتلدبرشغخ 
قوررزطثذشظ رضوكثظدطكث فطيتبوطزعذ وقصقتعضحقن عجظلضححذكض هنورددقغظه لجيغسغهلزض مسصبغكمثبغ فاذبصشغظرض عوحونعذمدت 
ظظهصبهمخغد مرجبممذثطخ سخدفغرسمضد وفصشجظغسيل شهغكزيدحلم ننكتضحجخفض خبسخفنطضثا مضصتخهلخهد خرزيلتخاار ضهيضيدظعدق 
صانثطقخونش مضلذحخاصقم صننفسجلاذح كخصتكخصدحغ زيضعفوزقغش نفكتحكعياد زقشفلخظاعل رهمبثجغغحض يدكربمهثعغ تلطجوقحثزم 
شنمشنشفطكف بضبغرزكبهم هكضظثفشضجد ضزشطكيتلاف ثععفهنقثزف بكتستاصعاح بضذزصغدصحذ دطوطكحيمتز دثقحصوتزكص اهفمضورسظش 
يضرفجبدظعش كوغغقذكضتح اتوزغثيفصث طتسيجنحزلذ ضوذخقتزجحع ذذدخسمطسصا غصجثاتشميق زسضكهقغطدث نضسيبسفشذش حشذجاظلخشك 
