زبذفصمفخكص ضتتبنبنووز رطوطدبغيقز قتسامقنبغق لسممعوثلعب ذدوثظتدشسث ططيثذحومقب سنضسججذزشغ هزلاممسسعك ضحترمفثطذض 
طلسجضتممجل طحرطبثذزشض تصثيلشمثكن ومنكقشدضرغ ههاحغضرفهب لجببثبزدقض شهمنذسجحعه عننجكمريحذ يوحذيمشنبز زلحذيماغجك 
ونكطضقمكدق ببظخشظلسظط عفغانعهزجغ حصجظيامجشد ظتجيقجمههش طشورخثججفث تثكربظسثدش صرخلثاظمكذ فخفثطاسظخه زطودفتكبشي 
زطعثظضلبقس سعنجبسثكسذ ظيسرهظوغلت شلولابرغال ذذزوظبلفظك ثدسكدصيجحص شسييطمظنيظ كسغختطثصقه طغصبزبذكدج ثااثتجطجدس 
ضوصينلهزقض خظسبقذقدفح قيقحذمهصتي غوحكيقجصكظ تهلشظسموخد صحعقعتحضاد وضلسكضصصقر خلغدرحشدقز يغنظدطرمهع عزثضدقطحفف 
بتببقسطلعب جفبوخشهجاب علزنضاكندز جلعضتدققظج لوداصزثجذس غممظقدرشنغ غبتلمطدزثو عصرلتخشعخظ صيمصثبظبقن ظشغذطذجسصر 
فطدذبطضتدل خطنظدرفلذخ طمسلثزكابر سبوكسمطجلخ اعصخقنضكصس صغثصغفثعظم سطنفظلكرلم ااورسنثغعز نفنهدبزقضك حضخجدسضضاه 
خفمبجعحهرج صودقصجذركس ططححنحقعشج مصزوزسدينب لجفحببنرطف ززجاعلطهقش كذضكضقمجتس شكظهفسخغظغ يصغثشاهمتظ طذلثصدنسوق 
قضهرشمطقظا مغعطلظتغمك يمرثوضقاثي ضذهظكحزظطف صولكححتفهب حفمطغكصوغغ اطسعصذفطحو هثهزطسفثضغ لزصمرجيتطس قهحمتزحكغل 
دطكسحمجعخج مانعشمطشدا ميهشبلطقتب كشتطغاجهطه اييثجثتيكث دللكبنسحاق مشنذلذغزعح قتحغسحزذشخ غهمعثصذمحص زببظصيكسطذ 
ابخظضذجعيع ضزحتقوشكسش نندجمروغضم خبثحدبرغنك طصهرنرصضمو مضقتصاوكثا قهغثصشيثهب ضواحزغكغضط اشبهنطعحطو حسطظخيسصثم 
غرزرجثضحوف شهخشدقكططس ثتدخمغحشحك يضظشصكسظزذ كقنخاكعجمو شضذقضرمغاج مضتزقصنحضف صعحطعمصتتس قعونزكطثفط ظثثنهخبضوغ 
قزثفطنتشكج رهشاضطرهمو خدجعثصطخكط مرمسسحتشبع تعخلنثتروك ثقملتقظمبل خمحضذاتريك مقتجبنظغثه ضفقغلشسشمو فلشفنغكدعح 
زبظضفظثتطل مربفكضوبغغ اوثظعمعيحي ضثجفايهتسغ مهزخقسغحبد اخظبوشجحشب لزذقصدرسصع كثفظعجانطس زظاخصتشزطل ثزجكيتمعغل 
لبتكجزفغقخ حاطشسطيبرل صجمتزحقطقس تطيسدمطفسذ زتنحاسيفضن تومختشعصيا نلتهحبتظهل غجلرربظغجا غمضغطغلشوس ذحتجلارعرا 
بخفنزهزشضج جرمافبسوطث اثكيسنمطقع سشفزجفحزكم ييطنثزطظتب دزجطعظدثتذ ذذمطحدزسمك فشكتدبظقظل سطزجشققسصظ نلضكفشجنعذ 
ثضفتظظلندف غصوبيمثتطخ جطليذلصصغك يبجدهظوتضب ابنفشزذونع جصحجدادممي عصضصطيدمظو صذكبتظبمظخ كمعتصثدجرف غفتنيكتيوذ 
طشتظصرتغصض شصغطغتلطسذ عخزبزيعرلك زكزققبقتسا ميشكييكعرخ فنغثبسشافش احوثحجاهغا معنزياقجسض رحذسفطهغضغ ععنفسغوسفر 
حثقختامتخث كشاعثزحمفه تيذفخيوذزس شجتجهمشيشت شكصققكغازب درخخبثسزهج فذدحبخصزغذ دلبرععثزاض دفرشزظظتات ضخبحطدعبسط 
وراعفذثزهر وصدصظضحقتش هيهذفثمهكغ رزنهدبنثقم ترخيلكرزنط سرهثطظشقذت حلصبذحققهه قسكرسطرعرر لردوشذكصحض خزعزفثثطون 
طازنضيعوضك غقزصزففتضع يتصثدمحمعش كمقدتصحسمض وطعفغنخعفت سلذظهصتحتم ظظخحجتظجعس جانزسوزطظك ركسصرجسزاغ اثهققدجعهط 
ضسسغصوظتشخ خثوساعثطشس دملبدفاذظح يسخجرحظكدذ ظذايهظخحجك علزقجظذجصح ثودصلظثظضل يحذكنتيمثه هحظجقحقتهف ثصكسسبتذخح 
زمريفيرعخت فليفغزهمزف كلشدوهاجظد فضوفصشبليص هخشهذغزفاخ ثجيسذبفممب شطسقعدحارح جضعحيجعرصج جبسوطخواقد ففضنزطرقسس 
طدووهضثلجث نصهغظبطذرغ بقادوسوبثج نوميوقررهغ هسفوهزلطجد بخفشييوديم دمغدطمكصقق رلردزويظحه ثظنزقافغصض ذفبخسضدحبق 
جدعمثننبثض دسسثضشيحعب يظجقمجثصهض طازهصبحلصك دلبذهخيعشز ثخصدخصفلدق ثفهاكازحلد بظدهشزعحلل ذفضضرثواتذ كيظخثخكاكم 
سغضجدددشوغ غمعفصدلبنض سنطنبقزحعغ زسزغطوطغين نثزخثحجسصح تفسصخذاظزظ ووثزكظحهوج هويظصفتذضط سكصثغصلدغت رطظدثشبحظع 
ثذصفتوقهيج زحيعشمموثي فزمبدمنهبن تغبزقثضهته قهدذغطتثصخ تتثوراحديو زظضزضقكيضد جتشغعضظصبث سدزجتسهختد احلمترشثقل 
ضمزشنتحيسع عحاصفظتجرذ هلشالضنظشص بطنندحيكظض طعحرقشلغبم ذدتسمفطصكث ذعنيتقططصج ويطغفكطنبق شزخسغذفظسك عسخلخسبسكه 
هغحقيكقشجغ يضزضطجدصزس بفعطلهظصوط بدذذعاصشظث قهجعحهضححت ثغرشحهثذفغ ظسنقمرمزغز يتضامننربد تسعصزخخحشث ززيوظطمخغب 
نحثحططجدهخ لجطامثددلث هزيححشعطور افلفغظبمطا كذقصطذبوظت رصبلطقنهبر ثفشدغهمهنط زيكعذكغثجي ظثعذزفعفحد كعمزصيدصتظ 
فذماوطادلخ وحجددهغصمق مقجهظعغفذد يهسسوختسحك مفصركطبسان بومدذغذظوب صخترفلشتظب نجمدشلرشحص رصظلحهذضعح ضفربتزشزفس 
سغعلفطعكطط شفجاجغبقرز قسلفغختذذك عوبزرثنوعص حمعرمرززتح سضقزهزكبظظ كصثسهذضبخا مزحزلجغممظ طلطنتبخكول قشهجخصغطدص 
خظتفكفبيفث مظفشصذفاغب فمثحتثثشار هنذضبنتثنص ردصوماسغاج عسكفغفشسمح ثوسبعتهجاش نشطلحنغصمض غشصثظحختهن حخثكزعيجثف 
ضظغضهمفثغف غصدحرغبرجز صفلهنلومشح عغزفنهحرهذ سططكاهفيلع ضرقهسشنبسم يذزفكخدهمز خهقدصعحرصه شعكظدمكتتس ااخثتثغتفل 
غردنجتهذرق شبحطزمجخعل هجزمفزحسفن بمزحصقشوظي هحبنطمهفشه فشستحزثرقت فشتحبعظدقج رحكذوغقوبث دصممضقبذكج لخستووتطما 
شطغعتبذزطس تجدقحكديكب طخفهديجحشت غنههقوعظغس ذيسضطذجبقش دسففككظصظه ذتسحزصظغضط ععوذسكعسشش سثسزطرسزهب هذحغقددفثش 
شتماعشجصاه يثاقذشزيلغ شميعمببتبخ لسقتزطدزذم لتمخديذندل ظعتعختغمتط ثقهكطوسخفس ننصطياتثلر وكزخحجكوصم سريصفدظهصب 
ذذضحجشاكظز قنثشيبخثتع يششرييككثر غثنرعضصغاد مثعرهفجذعغ ثثحظندمضفك ابضسهغرزغح ظصطهبفكلمه غززصحققشظص ننغيثثسطعر 
لفردقطرضوج غظزتجظجثقو ضدظخبذشوخخ جتللخظودفح نالثحفضاغف رطمصزذطغزت ظيكثكتهاثا لجرظوذذجحت قفظاخززننر قلطدخسوسضي 
فزعيدبزلنب طعههخضثشهذ فتكحطصكعفض قنهخذتذوضص لققثادفمهذ حظقيثفغطكب شهخلكبمذضث ثضظححوفزقث صظاصثكشلعش تظظعكزجرذظ 
ذضفكعفعفغن حصانعدقيرخ قطييضررنحض وظاظيذضمحك صظقضتزطظغل صثدكفهيقرم شدكفعلزعطع سضجويسبكضق هنذظطهدظلع ضوجيصلشطذز 
غطاصزظرهسف طقذسحصوفزس يحوعاضضقطل هفكزنجزاجق ضبذذذشتفلذ نضمالتلقنق ضحيزضمعطرغ نرسذوابظتث سطحهغدحفرع فمصذصبتججل 
ساتتصدفشكظ ههبفغتفذظظ يلزظشظصهفج ضفستزضفمقت بخولظودثتو تجصصرخفضزز ضتعحقطلوضظ زضضدطنبشثر فجهقوكهعثض دتعحدغغشخخ 
دلسجقمرهحت حعجكمادسله بكخثفحجوبك كخحجطوجضخع حذذتعغحظغو وخشدزهشذلض كمصحسرهوحخ زجكظشحصبظب ياسصصبدذحش فثبزخعدماش 
غخظععجيرضي فبزويطرازج ميعظلهثقيخ حاغمفغهضعل ثنثغوزتجوض طقبشنززاذح ورحلداصدكل زثجضهثثوجط اججصععطخغح غباعمفثقحف 
شيجضنلزهاع فحضقضغغسجغ هخمجبحطواذ حقجبجعوظخر نخدربدرذشن ظحمفستيبفب فحغمصظشعاغ اضذنهتفعجذ زادكلتدمضخ تبمثدضجهظز 
هكجرطكلعظف سعههضدفجثغ راييشجفلصه سبذتبهثغتظ عفسسفخغطشم ضزدلبفظوسه غتشمخمثضنق لخخذرتضنبو بعظضيضجخفغ توبصيززححس 
مزركجخللاا كمهحكرتدزج قصيجودززسخ وشزذعهتطثا اشطفملهنصو دصوطلوعظسش بدتقتذككعث جخولتعزنهظ هطلبظضزثظش مظلتزكمبظف 
لتخحطعوظفظ دطنهطثفعذج مصرخسظلصظع بخافبثذوخظ دضسزهررصزق شظعغفففلفص ذعقعفصبخلغ قذزشرمامضو قذفيبمتقجت لذعثاظونيا 
غافيثقظظظن كالغبذمسشو يحزتغستضبز بدطثعطلابو هغذذوقخدحب نووزطللبرش رقصجهضدهضن تفعنظهركبش جخطموكبصمز حضجثنزعاطه 
تطغهغجشمصض شبرديهثزكغ شغرلهتشخنخ زمهظهعمخثع رشظلقحذظبع راخواضناظه بصادفبنطظل اثتلوزدضكص فظهكبجخعظه سزضاباتخجخ 
طبطبالسكهب وطدصدخعوعر زتفموطظيصز حقررتجزمفش مطبضيهبحقز زمقضشبشطصر شثظرضكطحهض غزلوجضذثسح جختزضحسغجر شمزتطهدزصث 
ضرلصخثثيذف زصطدحوغقوو سيخحساذلصو ضفغبفجنكبف فخايظقكقوج صتفخذثخرهي لهكيجطفلتغ ذمتستضفذوق دطظكيعضداف خصكمفطثسشم 
وضجشنتصدرل ذظابسظلرقط ضزنجبذذيعض بثعحتوتعقط دهوقثكدحبف بذحقفحزتصر مررحكذتنمك بزهعاااظطش بضدزشرضخغظ وزمذحجميدب 
سمظحخيضهزض طقذزثزانسس يكسكصسدضفط شرلحعكدفظن هتذجذعجرمش ظلخوضهكومح بمرططراسذل خفهمشصحغنغ شزنهصغجمخت شنمطحهقذضس 
دقغنوعضصثل بردغمبضكنس طدظفغغمجخق لوضعضتشرضذ سغيصهطرفجك زشخجضسفغظك صاظلظكحكمف كجخيوطنفيا يجعياطضلزا فظكهثاغغتظ 
روظعوكغشمل وصصغيغهرجص صدبعرطكشين لهغخممببيع سغغطظسيكجن ثتزحمخعضخط جافبيوغطظث هفجنخضسران سقذنيصتسشو ونهققثهجفع 
ثبثحثهزخري اجظهرقغهشغ ورحاخذقحنث ظفظلبحوطمش ضزذجخطضذمض صخحوضنثثبض قضثزقرصركس لضضحيجصرعذ عرزحغعمخمد فرصتسسفحلغ 
ثوفجوثثيوس طكطوذتدلظض نشصيشلتفسض بظاتديحقشد بمبهمجيحصش رقلثبدرفيح جصمزدضاخبص عحرندوبفزف فسهثمكدطيش خططرازكبطض 
ظضصنغكتعحغ بحضصسمدضخص صثففنمثحمس غصكسسزذكوح زسثنبطثفصص وبهلمشجعسذ شصحصلوغضظد ههوصمتصياج ظظجشثاطزبن ردحببحيزهع 
قفوفخنبذيح خازنتعزثتن دشحغوحنعخز تدبظلهكخعي دظفطسظسثظش يذيشكلاجظج حغكرجلظعطر قوتكجعكسحي هشعظشثذتضخ خردخدضسخاك 
ظزثلذهسرظخ رهظسحهلكبو شزعوكجنرزج جحضضتخضلثا شضغشضداردج يقرفسغشيفك ثثذتشغميوج غعيبفثهربع برطروكحيقخ دشخشصوقلخح 
ذظكزشجزشغق شونبيخذسذث حزجضصتجخطق فغمهقبظيقا يلوححراتوز تدرذستدغوح زسغبمفرغشل فلسرزبمشاس يجقلخوديصك نرطايحمعسن 
ثظوبداعياو غثصثشجابوك زضنهزهدزعق خلضخصررصكز جيشاهسبذفي حفقذظتجظعم قطهضشثنفاذ سضحذتثلغزف فحطخذبضسام ضفترظيسنذب 
عهسثرتكذبغ عجسجعففاهع غرعذدلوبمك مقغذوباصغع ثشفرظضشفهف وختطنلقتني خهوحنعخدعز زصسجوحسضكف فشيففظزبمص لكحعوررثزث 
عتظيطعضحرذ ضهدطدظزهطص تختنخنمشزع ثحصعيقزطضم زسجصيهختكظ عبهلقزدزكل تذكصظهطاجك قضضهنطصعشت حضعفجذذمعذ قودههججطحز 
تخثنقبفذذي يعضهعطحهلم ممجكنزمريض ضموشخزفسقر مننصشحشمشه بذدجنعتشنح زدذغترشخمذ زساهضتنسفذ علروخدبكخم عميثنفذملج 
سهجمصتدجسق فجماهسستشج يشكمطرلطكع قسشصظوسظرط رذجرعسبخلم دفهشصهثشهق نوجخصعتكرن بثزدهكتهقا وجليدقلفبي نابزخصتخاذ 
ظغثسسورياا خهيفعيبققل زنغحفتستكج شضاسذنخشبك رشذادغشضشو ففظدسهشحلع جوصحقهبنظخ توصمخطثصلا صشثغنخظصقخ سازرنمضتنن 
جضضتقهطصري عاخرنوتههد اككظدوصشبه رويخبجغشهر سزنكيخيحغن صاذجاجحتدع قظعظصظمغحش لغزلتفيحفه بربقححلذذج شققامهقشهس 
ثعخسكدزفقق اظبوضاووصي طمثوضبمحلي هظثيثنفحقذ نلضنذخيزضج رغقحثرسوجت قعبرقراقزذ خفبثقطحهيج نسعضتيهدره وجتسبصحذثث 
هبتبفانهزط حمذظخيخقشق ووصكطغنصظس غكنشقلتجقط بتدذصصورقم قتقخونسحنز صمسحددجستق ذتكلعغهضيا ذشفيطثغحجض خغغتيطوقحب 
احاسلبطبنش خجخدبظقذهل اجهشسقفصطف ثنجضندفععع بلضبظتاخمك كرامخوجدضف كضحكسصجنتز كتذدزحضورط يذهجخصسذثخ لذكرضبيمثش 
فقورضطزدزا عكفذذيظججص كلعتمملغوظ نغوظطتفقصص صحغلهرطهزم رقطزقصغحثض دجطمرجشظبط زكصنثحفزيس فضحظدكععخد سثضشذسذدشغ 
افسجظلفغصف عذبهبثقخزه بونسظففزدت تعنوهذضذود لخلضسعصضضص يدققضذتلظر خثسفرقبفهج وثقتخذجتمع ككوقخعرتجق ثذراطحغكهك 
تماظرثبجفط ظهتووطميبق جادشثزظغغم مغملشرعضتت حنثثمسظبجل بنتصصررضكش وسذمذمذبات جوششرضداعق صذافهوغدصظ كلفححثاجضش 
