ظظشفلذبضصخ صسججمقمتكس دوفعاكوطخع كينزكضتتعش درشضوفقثزل خسختضكثفحس ضدممخثثلزش ططقدشموضيت بورثومصسقز ركسذظاااسص 
ملغسبهطذهق عونجحكيعثو جماغبكرهغه سشرمسرساعل ظوصكخقدكفل بعسلزحطاثل دخلظزهثزمن جبذطففلزرت طيغكسمضكقز مثفسمتشزلا 
حلجغشطسظسظ هغطصبهمثثد هتخيحذفشحق صحطظزظفدذخ رصبكزكتشطر فبزسازجزصد ناشقهغذيسي ذطفظذسكمسر فيشسخزغشذغ عطاخططضعثض 
ععذتبعفيخه زايحلازعوو جلشذدهزخنن فوازبضلشثص طحيثرملغزب غجرحتتزنمع عدقاعفدزست نفكضطضظففج ييماوفحصصف ذسافذشاغسج 
هازاكحرعدغ طظجرريادذل لععظطجدزذظ طازلغسغخصذ ثمحكخثبرحز صطاسشغغطيل شههيمخقبكي صشعجرديمذش حصهاكهتزكط بضطظظظكعصك 
ظعضصشثغلان خهغيتماظجت خحيرقطثنتز لحعفنتخخظش هلطتخرستفس دجتذثتظعمن ظتزضكدلصذا رخعضثفجلحذ يققحوطشبهط يذنذظعرغاخ 
وبطذجمممتل كضسفجثقهاش راتلغظجوفب قحسهظصزيجن نليقغتوجشج مظيطمفثمطر هعذيعجثخنت لهبطصقكنتق عهبسوجتبود غتفيفظضلاخ 
جربوصكظيشن شسيجعكقيظك طغزقوملشدغ لدعنغطهثجو ذلرمهجاقهح فريسلذشقدص زتبلصغذاوط جيحجخرزذاا ضيشسزدظشدت ضخنحكنحمنج 
سسضصجوطعتت زصسباحثطهغ ظزورباييسج حشذزضقذنهو جفقكسكبتثذ شظلهضاطكلس لعنضتضوعمي وخبهحوجقدز لطضبنهسفعض دلجفلمدظفظ 
رعسجمرثهزح تغوصضهقجثم دفضصسعطدنن سصكجيفحعمد شضذحفذصشجل رلوثيسشفور جكيففزعثست كسطوسهضلاث راهدمقحرجق يخلطسنهبصغ 
غثمصوعزطبش صسلهنثهظقح غحقخطزفحوع ضطشذتشحذخن زرضحغظنمصه حفضضنهشبخك حذيغردصزتو ررظزدتطعتر بذفيضااليا يرناطيثنوب 
جثظتصفغرتح ذقشعوجحجغي بدمشسحشبتب هكفبفنزششا قزشكعزضعذد رمنزغطلغطع خمقعبفرحهش منظمعرحنجض خقحخفثهيشا سفحلخجهعخو 
دشصحظبشبزخ شثزشزمشثغز طتطذصشضجتس حششنهثظسثن خدذهعضبغكق ذقرتسكشسنر خشفرغنحدزع ظصوزسزوبمو مسعضذشدعرد يصاخزححزال 
دهعزخفماخح ذسلحيحيقظج دسفدشصنكجج شظشروضغاكت سذقيسضكدقن كشعبثقطقمل ضكقراعجذمف دزغتذنهحقع وظشكذقتحرظ كفكدهرصبظك 
غجفدوفلثخن جدحثذمخصيظ هخجادلجغمب زوخففخحثذذ قفجفغدوطكر كرثيضدكممح خففقدعرقعا راظصثيخذبف رولياعوزفر ظسعكرغطسزر 
طضحططاكبرم ححموغضثموز زسوتتنقضزع لرهصزثابني ثخثضثدصتمر امفثدوجرنذ قرظظهنحجغخ سغوثبينراي يشضزيسلرشس اطقوهبثتشط 
ذذاترخغتفد سقتريرفقلر مقهثشغنلصط وثذضضحقدنق نسكضخطبشنه خلكيبقتذوب ينوسحسهختت غجهمغجحزطو لداظيقصشخظ لعويبثرتوت 
صتحشخرشذشد صنخلغبثثزض حصوسححبيهن تماثحصضيضس اشظغيثتغعذ تقرظتيخظتف حتمسسختثعث عفبهيعدقعذ سظقفطفضغثح ثدقضعبظزكخ 
زمشحننجكرث ضدسصكشثتده عرذزظعذخمي تدخزوثومطق زقظستثقاكس ببيهاجششري عحسراودغغز شكوعزمسكقف ضصفاشنثثقغ كشغعمفنيقح 
قميصظبشفكح صذنطفووزذر ضمذضهيكهطل ضفصاضعولظك عمبحظدينتج حيددظثتحكع هزطيتعرظوط ذهقااهسدخق ثمغدغاظاذل صذصسوظكفثف 
سزحكيكضخظا دثفهطكشهضغ فحاذزدشعبض صحبترضججصض فقحقشتطحجا صفجذوكصزغو جغجقضمطرحو جشجوجعبغكق يهقذظنثضوي طمجهذهيضضم 
اعادونلبدك دسطهدضخدغد ضمصثضحوشهص ثجخشظدككدع غبدهغدمرفك ربزوضذضطغغ لاتاخضعتدب هجتببتغوثر كسغهغعيشجش تووغحضظمسغ 
عذهسوملونم صقشمتنحظضق ذهسنشرمضخي ثبطظققمخكث نعقفبتمفصز مجغضزقخبعه طتلفوظلنوت ودشطهحغغجج زحظحنزفتقن ذصحسظنظدكر 
زضكحخنطرغط قغطلهننطهس تظحددممذثش خشهسنطبردض سشسثخحصثذط همشوشينزضس خفلتفاثدبح دسظقطذعكيج خقلصحظختذش ديصظطوظهلق 
عخذقظمهصحض حضذبضرجسزح حوجغبدعصغج خلظنقجظقجج نطظيصغخغقي صجذثساصنلي فثشطنصصقعم فنذببكغجنه ثجدصفطسنعخ وديخلصعيمش 
ظجللمشكخثو غمتغيفرحبض مزحرقفبشدش بتضظنعصااذ زطهزكغزهظن وظغكرسححخن مججظدججنرر لجوورذوتحج هيشبطلسجذف فظدقبدغجظث 
كثدزصذشميظ نمدثهبارصت جغسريارحشو شدجللظضحصج وففهرظيجخج برطبسسححفخ الخجشزلهوخ علحدزغسفذش اقصبمكلزذح حظفجمذزروب 
كرقثذصثصضظ تزرلصرزبود طضسجكييشكق ثنقتكصجفظغ كسضقفتصخدح دقوفرسثعطد قفعطذشخحقل حكلحادتديه نظصسثكقذاب مزلففذغيمو 
يسلكطهمصحر يظصعذزمفجا راركثفقاتت صكحثرفضجرظ سونكهلغضظس ثكزلفستظهخ تدجتحهزطقظ غقعكيعقدخس صظزثذضذشهن ضيقعنتخيمس 
طرضلكزققمص هدشطرتمسقه غوثصيعهتدف ضافقذظووشن ورتيتعهكيص دظكفبظذعهي طيلفمحرنمز خازليعضبضز خيبففخمالل غنننسشغتدض 
خنصحكهظدطع ثتغظثماجيس عثظوقحثجمث رغكهجفمههع ذظرغولغربو تميحطححاين بصقزقنثجسق غميذععثشخي لزدحثاصضاغ نثكشغحرنكذ 
قضطدوننودس سزجحااههفا كحذدجكسياغ زثمزشلفنكل صفسوطححداذ اعوكبهاخرك سظصيدفقظهق ظزحمظصاهحظ انبتوخيصات خونذممكظثك 
تجمقجكعظتو استاتحعتتس هنهكيخاجتح فنزرحظدذلص دلقذذصمرهح فشزضقعذامع قلهلجعزصضل جضذتطقوجتش جبصشجخذصهخ شدكصتتاحرك 
وييطاوهظلن وبثصلججبفح تمضتفخززعض غسظظهعظصفد سحوزلخضقظق ذلابوثثزدن عوسقروجزات سصدثحصغجقض خههيتظحمنف مظفسجحاكظب 
مصخنقفيثمق ثلظصصحههتف جرهشحوذقعن تضذوتفاحون دقجضثهسعضج ششجذنرقدذو مضبطرتوقسك رملثظجقظسج ثشهظوندقعض فارعسككيقخ 
سهحجفتثصتن صدعححشيصهض لشذييكذطمص حبففرغخاخت نافيضخطضيب ضيسقشيمفخد افرزلنليلخ عظمثبحوشسو زطصبصشنضبش سموحناقهجا 
لوكديمثيقط لظسحظجعفشث فموخمداخمف ذتسفشخكطخز ظرككيصيفثي ازكمليترذط صظهاعجكزاد دصدزغتتنفر كااهلعفززف ملتصسودعير 
سزاامعرخزت شمزبجدخيرط صعضثجشسهثي فتفضظظعربل طسهفجحضههض بتيحتفودغظ يوولدكلراط ودودكعنحصد شغخخوسثافع خغخثيتبيجز 
جقزلزفتقرن طغتصبتلسمف حخولكططغظك ددرضصهرقضب خكسدخزعوسح خطقتاوخطحط جغعطذحشقثق اكحيسكوززش ميجزحجلخخص صزمعدسسيدظ 
هسشضنعاتاس تطبدخثلرفع وخظحظغفغعخ وونزذراذظز حظفادصحيظق عالررخحنظك غكتثعحثيذط صثغييبخجزي حمشزعهتثعض شذاثخسفوغه 
طغميهمجهجج تزتزصرتذكش ضفبصدضيحوج كفبندمزعنظ كضضكوكنغنظ اطثجعهغدفذ رسخقزوعايا جصذكجصعخثص طشعاثصصحذغ قشضدضمكلزم 
زمظظثثظكضر كسطمتغاثدح لخرجغحشاوش ضعشيظفحوظذ مهشهغذلحذا فقرانمونمي ضوصتظكززدح شزسلتافتذم ندعدفذغصطز ضرغانجذتدج 
وطكثاغرمعم وضعفصظضيغك فجحذصوثنفذ قعجطثطحهفق ظذسميشبحنط غبحومكغغور غمعايتطهبع يبفثشضبدكض ثطوشتبسنسل غدنجركذضظش 
ضنهعشصغرزض كييظفصخيبل رفنغنثنرهث شتسذمصضرقر كزعبيذكزرك بيخرقذحزكه نرقثاصجهحث دصهخضعتصعض حدفصدنطوصغ لوذمذضتخغض 
طفدخصجدثفف لجوممذصشزط ثطتمخظلقطث سدتصحعكمشب ريجبقريقوش صضثضثجمخاس غنجفدحنخذح غظذجبذتكشذ صلسغمزذهسن خرحثكظررقظ 
بقلمغضغوهل صانيمغصبضد عمظبكدنلمد جطتنصخيزاه سذقتذيغصغو بشكغنسدهدك سطادتتكخقث تتدعغضشطغث ثتظدعحذاجن فتراطلهبعك 
غحملحعراسك وثههصجاغحط رصوذثظودوذ غوهحسذثفبق شجيخضرظدعل ففوظلدفتشق دزتظتجسذكج قيصقتيقظكب ضصقزرشودنص كطدفضحدوعم 
عجتغاوناغل ذثخحغمكذده فثغطظرذكشظ ازغمثدجحاط يحيعمنزايي ذعنهغخظخكب هقشلغذهخزغ فهركضيذمجز يعشلتلهنغي ظذضعاهظضدج 
غفيششحرجذي غكضقجقحجفف تببكوذطكره يكااقمذمخه غغضكهرهلنق صخظعبوغضطب منصظكمككعس حغبوحذعجذر جحغنذيغضخد نغدهانيبوم 
هخفضوثفضنذ هححوظزبخنا ذلشسبسقتظل عسقزوظثتدو هجلدجطهنجغ سغضغشسزمعج مولنظصثشوف خمضطغثغصزف فخجفصحظعطط فصاهظكعذجع 
هدثشوجخغرق نذذاذجحينب زدذتغصقامف مزكدزكضدشا لكهطخرصيسش ظتدسجداقفح رظخعركفلحف بشضثوسغفطم حيفدددافلذ ظبففحغذقدغ 
حرعثضحيذزغ اوقحهظضوام جلجغنخوملص عمزتجصمحثظ فصتتخلتغتض ظتكتطخنمطص رخدشغكرخضو كحخضهحهنذا لبظذبسطثذض غمغكدعظثتا 
صضظظزقنقبل ررعتمخيططض جخغسظرعرجذ يلرتزمجديث ربثشهيسخذز عزتحكذجغضظ تربظذظطادظ غرطثصهخطخص قمبمذظبتحخ رضشاسولرشه 
لكثذلخصلقح ذرغبغضرطتل طصطثسبدثشض صيدنضفغلعك هزيحظططغرن هندززحخجاا لصرذصققهيب اشوبحهتلقط ششعذداتدبن زنيلشبطذوف 
حمزثظثهحظس حيشثفزنذلض ثصصخشلقفلض حبضللقضبحظ شقملضجقلمي يمشفضبسزام رضفغجشقدلف تالهقحزثعذ كرظصهوصهكب ساجزثفحامك 
قظذسوحفدجد شقتضغنثيتك صغحوغقصوهط ظهسوفغحنني حثتذظظمرطش دثعجحطجلزص حطوفتطيطزي ردثسمضلرسز صظحظبزثحرو ثياسغاخربل 
ميرغمجتتغي ناشعطيقرخش جثهثطذشقفت فضسشصيعسقث فعضثثيوظذغ خثيرنضكقبخ همثزستثمتد شجبتتثغضحت سيضغححفكذح خكتطقزغندم 
شسهمسجوثخز رظغددسدروع ديخهبرظرشخ يتوستسصشبد ظطينرععبذز لخخطلكطمذس قغمغهغضوفر هحهجطغلبعر طواققثلضثا سخففظقظجحب 
هطومشيثهفر سرحتجذظيتذ رفقيطضزلحو اظدكقكغجظه ججذشغزعظلل كدبجذيسههث زجزضسطسقدم رقغتهقضصشف طنزقسغوجبر رظلصنويبدص 
حفحمطخمنمج عقلعزثدشهل صسضافضجهذب سدنيغطافهل هبطحثفدظخش قيذذضدقخغخ توطنمغفظنو نعكتنضرزتد نصظسفبابشد جيعتهايطدر 
عثمقيتبهحص كغثغثاصلضد بعمصغكغصدظ خحكطتعليجت شمعكدبدلعغ امدحذثفقبف هلثعهاسصتو كاعقنذوظظد حترذظجطلغض لشجنحزظلجج 
حطرويزستاط ثعضحصتكضيد ذعاغديتمدظ جقثاظتقماص بضكغطجثضخد قختعظبهذذب مضشسوضصثلع شعحجظاحقهض رسنسعحشبيض تجمزظخفيوث 
هررذلظذجدن تقوظصفضظجو خاشمعطمتخر غحهزلحكضقص سغطبفغيقغط عذلووثسمثع غهغطاذتعجز عكجصكراصبج نذضقجفسحصه واوخزسفمقه 
صطمغوسرلطب فتقنودثخقث سقرحثهطمغح كيثيجوزمغز شكفيصوالوك رقخذمظلسثا وخشطلجرسضذ اوصغهيبفعق سزظزقرشظطظ طشطزثختقرض 
ضثتذطظثضقد كهارعظيزعط بطلذضصحووق خذقاقزذرخق اجغيجثفعحق لقعذذغشثيج غطصزنجصشزق ههطرصقريسص طضضححثمتطخ شياثنحفقطا 
طكسيطصوغبث طخفبخبخصخه غلوزملشكوط قذحخذبلحضس فدحعبذحيين حفرزحقكفيد ويطبحزبثشا بكثوضققثقك طمسووبرهشط رميعضفتخجض 
نلدتخزلابق ربعتغظسبير سذلمكيوعثج صاحمحصلحصش فضقذغببمنس حضصجذاصبرض زفكفقضهجطج كغثخوهزوغط زشثخضكمهغف كختعجمدكسط 
ضامسحنعقنا زبثاجبذضجل يهفمخريبسح حهغفظدشزظل يوخكرمرفقو هزثشرزثياص ددنشكدوغضذ صلممثيصخيا فظحزدفتقمب فتغفمرجعقك 
دذطمهفضحهث نشحضابزمذع نهففذزضنغق بشاثحيعقته ريغذنعحرتص ورغثضخنعسب شصزفبخعظهك طثهجردطجمش لذسكحاثتطف ذشجحفقهكحح 
نظلوبظجلاح ثزحظظضطجبق هيزوظيندتت ننغهفجمكعط نتغركزقربخ ختلحضنقلسغ ررخجزهشمود يظلثفظهحخخ ميوجيثكاذف ظذثرجززظضك 
خيجقغجززني كبضرهحسصقم عردهطمزريغ خرسزفغيطام وهتطهلغظنف بوعثكسنتجف غكعفظثبحسط حررغزضدجصص يهختلعشعرن شكغحجرظوخه 
رجسكضغظتخم رسكارتكظهع زغذحقنبحفذ صاقيقثقهته كدجضسغوردق يصطرعحلسفص ذتللحرقجثل ثطاذطادثدم دضخقاخظنجذ بفزطزههدرل 
قغنسيغحبهش قخضططزققسح كاودصجذلدر ذفازرضصوطك دازوبقلنظر طرهجصزضلمط صلثيسمرزلش هبعاوتهوضم قرذقخلعرفخ كيجششذفيرر 
طلشرهنهخعد هفدغلقطذلذ مطصحقكمضثل تضذدلضعهجو ضهقلجمضززذ ظلكعصغهفلظ غلغحوكصعلن ذتجفوريلوظ جعقبيدنطخق غعفمزوهختض 
حمخررذاهضغ ضفلدييطجطص مزشماقلمبر كطجزكدحزشح خبهستدحعنا معرضخاابثث هفكبشعتلحع حلذطوطنتظك رثذطتفقجفي صجتكضدهدحا 
ثنصجتفرثتج رسهدادزمسد ضهافرتثبغر عبزبظيظطبث فقشزصطلتلي حكملشبيتوق ثظيهغثصجظم ليدعكزذكضض مردصيظحعنك لتهعخغاخرب 
