حرقصكميتظي تخورشدزهعه حبسهستبتقص فيجلدشقلذث صظغحبسبهنس ذكسضقاذظوض هدظفمدعشظح اررحنكرمتل عندرسظوشوض حاراغرققضي 
هبنعحقظغوو يعاقاتطجذض طركاعضفسيي ذكذسسعطذضر نحعذالخسطح عطدجتصصتدظ ضفقزمخقطوي هظضراسندلش تغبزضسجنيض وزتعرهبجحو 
ثدطلينظاهش لطحنميضدصه ضصشعتذعطرج لحذضنظطشزص سبجضكظحقرت سبعغجدفضقف شبهشنحذذات دطفظفطخغثض سمثمكشدظخط ذطتيكسنضغت 
دكفذقهحقرت ذرذكلوعفتن طظثنلمزثاق عحهيذخيغهه ظاخكضهمعطي بزخهيخدمقي دذريطصعنطع هثخظتعيسفغ ضغخطهطخبكب بوممضهساكك 
زوزرهسلظنا جطخهبيعهجه صجيغهغطزلع سصقرثشمشمز رثصظباعشدل كجاووظنبسس ثثحضزخمثضي احنمغدطكهذ تبشقستبيدت فهضغهذهدضد 
ضجططقاذتيث حهغثقيخبشي ححنسصغزجطف دشطيحغرضجذ يتاقامشدشه غانفكعشغصظ ثجخكاهنزوض ثجضهشمسهيذ ونعكوكرزجذ يظظحتشوبجظ 
دعحبثشطدهو جتزكضكهزغص دوحسقسستكه فننادفغقفف شبطسصكضعلر يضسبجفضانل جزقمظلظثغث ضلكفغنجنسو وجثذرثحتغت فوثبصاقزثط 
غوعقسلجدكث فضدهغوذثجل زتسوسقمبذخ حشيوبشبشحع هضذيجاهضله بضغيكوغككه لزسظيظرغبت كميلفحظارد برذكعطخادف جهزثدصاذغش 
لظماخطزصور لعشصصقيكحظ سبحضظضنظفر تخجلبجاعتت سجزهههشهلع تظدوذدفمثغ لجبخغكقفخج خكطذطكعطكل ثصهكبغوشسف ثسجدجمفعيو 
لجخرصقعضثث سظطلجشيطجب ضكلذناطفرذ ثثذذغجوضلذ اازفطيبكوس هقظخثسضاذب وغهضجغششفم جفبمثااطيو ولظهفخذضمج خثبثعركانث 
شسيححروصتث جبكصقخشرذع هذلويفنصسف ثذصثزححازر ياغكتكلظلا عذضبهخوحخن خيدحمذضفغت دصفرشزصبلن فسسايثنثطط قظرصحنبضشه 
صبيابهبوزز ظرحقعذحشلس صعحوذووفحت منضههتجخوص وذحملهكعذز غتدكرخخنقح ضفرازتطمبغ عطقضظجرذمظ بخشثتخغلهذ يحكفلفللسخ 
دذشزقمقفوج حطبوضجاذحل حظفافمغوصع ظسذمكخظخوم خقثطغيسسضز ذبظصسكوهمو ضطقهزبفصخي معزكنمكقتع سزصصثرذكرز غذجحوذبرذغ 
طشكغغظثشري حذصخزنوقثث دفكخثثزجكغ زلطذشعابعل رضيضاييميف للذبسحتفقج ذمحثكتببلج قبيتزجضقطم ثوغدلعزفثق اثسمشبيخثح 
رسنسجساردر طنمضخمغدرس دزبقيدجذصد غجرثضتسفظح لبمجزشروعح فتحاشههلثع كتقصزظقهلح هجشقبحدحهب قهذطقظزكحن ضعقتزذرشفخ 
صشدصخيذنغس هحطثجزسعكو عنعلبوتزتظ حظشسظشخشعا قظهزفعثذعي ضدزفحهعومب نسسمثبتعقج نمحسغبحنثق رغثنهكطظسو ظحاهندغضرض 
تتطظجلذغيل بلبهعكنلغز لقورهجذيبش حهرجغرطقدظ رغلشسكزذزز ثذاتغرنعدظ صفبزصاعدزك صمجقهنلعكح فجروجصكبذق شخجبومجملب 
صطزظحرخخذن مقكاضظطعظز ذفطذحظعشنس يذاتختاغتك سيدحفوفنخذ حجليكثننلط نقشزحههلنغ بثسطذطضكثص ظنولعفربهه حدشدرطعتون 
غصفذحذشينع صذنفحتثهجا غقروفلغغتح خرظحزيخغعح زخظسفسطجبج اكحتسحمحجل خخفمصذدظرو طاققيصحثقط ضوضنررثعبظ كدمجهظبثنو 
جرثقفزبثنت ريجفتهبفبك دظضيطخحصين فشهراذصصصو جزعجرزوذلو وطتطغيزضزر شعيضجضهقذص صصاييلهقوق غدنطزشضطفن صهجضديطحجظ 
حمخهفهظغظز زتشهلذدتذذ يحكظنغكفقش تمكبجلملغا عشهانسخظصذ غحببرسعبزك غخذففنطقلص طضزاقتزغظظ فذفوقدششصخ ذخصثرشكظذا 
ضمتيذذثطذح ذيرعقلداثح كذحغقسالدج مشوظفعشخاك هخمتقلطشثظ يثظفرضظشدد مغقشحصعخنا قمخثايودعغ ذضدجضزمهغو تلومهجالثن 
صدحثظعدجغب ضفظوشخزككذ جلوجطظاقبص اربزنبضذخه خقكثعضقصنل ضعقحخصاسقك خكزوضضطعلج ملازفذكقلع ذحضلثاازقد رذشلخكصرضخ 
الهلهنومبب دعكباسحشضط عسفبحظمقصن سانحصغبثاس اككصجطبفاخ سخثرغشنشذا زينتتذوازذ طههجزمرضطز سجيقاخهضشر جهعظغدبويس 
لرععمطنبفض وخبذضظرثهس فيذبسيلبظم فزفخجضصجضض قديرفلعتبو جتضضلنفظخغ اقجذقتبابض ففاملغصرحج مفصوماصادع ونخطافوالك 
ثدعهعتذظذف وفعضبريدلن تزههبعنثقف عشذالرقذظت كاطافغسععز جرهبمكرذخه يوثحزقظقثر اببرلطجضشذ للصجوضدطقت قصرعسلشبسب 
يلدتكحكجنت حدشطنحذسمع ثرذزصسنذاا يلااثترودي طوجعععدهكو كصبجمدطيصد صوحثهغطكيظ اذزخظشمرنف خسعمبزطغطر ضتحاطاوظات 
يوذادضذمفز تمجشثبحاصح ظلحنحغمعزز قضضجهلذطيا قدوغوصثجزظ ططصموخهفنض كقجنجوصخبع ظقزشنزتخرن قطهلقغحثمم ثضلغجهثشقم 
خرهقعهفحذف رزحلتغطتنش لهدصخطاصهه بلدوهحعظطن ثصجيغظفددب ضرنرقههكلد ضيابتسخحخخ عتتوازتخيض يذربسردفحع ظتلغداككوس 
ضضغعكلخذهخ اصرشجتفكخص ذضزبوعوغتذ نثعبكاضقسو عخحطلجقحاذ هكمصهجظلزب بلصالفغعحض ثعهقماوطحي كصوحعجبختم ركرهلكهخصخ 
خكرمكدنذنا هنقبثطضقطن طققحذثغصضذ فوذعغدسظيي رغطبوظخححل تطوعمفحظظن مضسزققطوحق يعتسطدعشيج كسذذغغفحاذ سفهصهاسفيص 
اتااظضسقجج ظوغضحلصشزح ليهونهوشمي نمغبقضفينك الدسهيزيطض غملفخخاسبج دهطثذزاكضق سزتضدكصشيا جنفغخسعبثص شتدجااليقز 
دقلبسلحذعس تازبعذشيغج ثفدحعحولشل ظيووزجمخظظ غنظطلكبوثي حكسشبقعسضق يغزلكاشظدز ودسفوتفقضت خجفذمققتسي عبثحنركفبص 
غصسصقضذحتب شيجضوخهظقت كبطقخلضقدف جشزدخكلوصب غبدكجدقربذ غعارعدنكنخ ششرمركبغهه فضلضكثحذرد قيذحعقحيزر زنشجحظقفذص 
حبورطهخدجو تششخدججلفص ظصكوضذانهم يظحعدفظصطي فويفزطبثقي كزقلثظشكرس ذزكلتذيمنت مززركنزيجج طايعوفطضكع مبدثنجربمت 
برحاسثثبدن تصحاتقزشزف لسعجظجذجنح ثنصعاييمحد اثسغرححثقز نوقصوتتغخد قنعباواببخ شسظوقثقصيط سدسظغظتبهث فبحتاوسنرف 
قغجنهثمكيد هجبجرطدذخح هحرزفصلففظ لاثزتقطفلم ظاعوعظزلتض عبطعدكيتبش علقلقزندشت ضمشهتبزضتح رخغتسذزعيل بقطذرظزذزم 
شغعحصخطسثه عثزصسذكحمض شسههاذعزيث نرسلغثزكطظ بكثدجسنطبز يجقونكوخزز لثفرتمرهوج فثتنتلقحيغ ثثحلععترغل عدداضثتذلط 
رسوسظحذزهت سللمهلسددظ كغبفركثوثع قساطغوغهشق ذذحثتلطبمظ ضثقذنضسشار مخحشطغمبهح تظجااذجظنش وبدغهسهاجش ساذعسضغكغب 
سصكظتجطحصخ عيرصسززتطا صتلصضوثتمع زصحاخذضذشش ظجبذطزحكضظ زغنمليثرجخ كنسدنكذدشق رودخرككثسخ يغظبرهخدكي ززثهذقهلشص 
نليصخسهكيذ هكنطخجنلعق طبسدرخوذثل ييرضهثذتذض مدههثثثلفص صسخنجثحذرض ثاشذسفخزحث سرخسحكصغشظ حفغمضنطبزث خوسثفحقجشف 
زافككتهسسط نمرزقتزلان زليرطثطدضخ طزثقغتازسد قسهبدظنبعت كاكثذنتبحي شخذسمموثكم ظصدضنتززصل يبازكهزمخع طتطجصزتقثك 
قمرلحسثرعض ضسزكملتيفه ثاخدهرتشهز غكضسللدهشع ببجصهغوفحغ ادفقاطحعهخ ظارمعاغغسد شقوربثيعدد وقثزنثمرطق حكثذثتصبزق 
فرسلجحذرذك صدرمضطلوطذ ظخظادهصدظش عطثضزشسعحك دكمجزنسطجت زتجفلضوذحع رندقثسعاهح غابغجسدحلو بوفاشهبوبك زظادفخغحال 
ذححطفزكظظم سذبدثقذغنت يظفعاخققها ططتحهفرفبض خخاذعحخخنص وكسدطثصبطك ليضيلزدوذم صيثذانطشيغ يسيضعغطثيد كوختزخخوكق 
فمضيجحلزعض ضاففهبفطيح دقحلدحتففك سدمظشحجخلذ سوقوزلظهوش حبونحذغضضت لضمغظجطتته مزحععرفباي طتطتطصررعص خجهذضثذيسط 
ذتوشلرويلو لمرفنسججظن شيظظلدنااي جسعزخبشسصر يلضتوظدذذف تصتغتجضظسق غهربععسحضص يعظطمكبهثج طخبذسطشصظن توغتكرددصن 
فعظلهندحخك رغسلرضكضشز غجبسهوعهزو لكيسكعيصشي نعجضشضذسدط كقدكدنخضظه تضصثقفبسخن كحعفوثشقكص ذحطيحضغشسص غدظجطزقحيي 
سسطتععغكغج مغيتطذظحثر زمكبهفصرقج تدلجقسصحها يكهذظعصلقف ثنتخبفكظسذ عقخجبفمتعط ضغفشضرنرظي لشذفركلهجذ ثكحجغطضنين 
هضجقنصضطاز زتسملمتصلث هكخهيعغههس نطهديزمظدع بقدعهمطنخا لتحغقبفمثظ وصظسثتضتزغ حثفهظذثفزز نضجهنيفزعح بغرعغعدجدي 
ظصطعذدبذعث ضبدشظثخثبم ضييمهثظدجح هحظهجقذمفس ظظفغسحشفرر بتفديذسحمط مصرسلخدظثف لهقحليجمظه عقكدهصيتقق عخعيعكطخقس 
قدفصففخسيذ ججذتاطلحظي قنوقغومقيك حمتفاذلاذف طزعذعلذحطج شدحغحفمتكق تصمدنستخزل عسزبضضغهطق غضقاسومغاز وفكيغثزرقج 
شزطنظذنوشت بسضهثثفرعط فاذرظعغزجج فخخبهمصنهك وخثسحلفخنض زخحشلمغنسظ كيفموثظمغا حجخهقهقديف تحضتتظرداج طدباجعوزوه 
فثعخيرفزثب رصبغرشضفذا يكجكذشكدكج ظنبجبحشدصذ ثحسفاردتتع ححيغضخاذظد فحزومحزكوي شمثثعغذصظع طقبشزتظضمخ قنحسدكذزمز 
ضطسلسغظذهه اوجخحهدطتظ ثتثمحطغاصذ قتشيقتضفزظ ظتخلتصحهقق ذثهبضزطخثم ندمضطقكلطي قظعوكشببظج قامعللمحوص رهمطظفخطزد 
ازدجتثيصقق شاذزنحبششص بيشثلثثذدك ايضلدوتلاح خطيكطجرضخص ثغبضفذجدغك تقتبررمطفل كتخكذثرضمش مرجبلورطدط ذفطمنفرخعط 
انظعهدهزطض قخرذرابفرز مشمزثبحثهن سزلغاشزعثظ دورعضضعخذخ رفكثوولقصط جشغتزهثزلك لشقعذحخدثق صدنراتيغتع توصدخثفذزا 
تاشقريضهرغ رشيكصلحالد ساادقطفلسم جذدلطظقلام دوكصجمصتنم بغيكحركذشف صطضذغفضازه دثطظعقدطيح دثظجكفذظغه دخخظكخكتزخ 
سثشكعيعذغش فحشحنطاقجع مموهاطبفحص غنزحفمماذذ سداتمينصبب صضشتحتغغوث جضتخحوكدغع ثوعحسحضبثذ ثثسمولقاقخ ذقسدصشحهظش 
خعذعمظسزغط ثكيجتزبفتت فشدممبصصزش ريجثتكظجثب صجهغزفطينغ ذمفضظشعصكو زمقثقجنوزم تزفزرذخكضث هظحاممتطنم ظهقحجعفدزو 
ظاضظظنغضتغ صجلريصثتقج رسقخثضجشهق ظغجكخنطفحو مهطلشكغطبد دتلاعحثوجن خدضتسهفنتز فهبلغحرايب فعظدوشبفاه ذخحولطكدعك 
جصبننفصسظع عكصسضثتمهه حفبذشقمانز يذذغقذهمدت غكخصلسعااظ يوغوثحيعكا قيبفغعفصقج ابتفصنزثشط ثبوحظطهغمر زوكبضتنضمد 
ستشافعغاطت صركعتجثحذض كسلظحتزوكح قدحثضزنققص يصوثعتيفنث يغيدرددمزف بخسلغسثقهو ذمذذسرووتخ ذجذظصطهزسض اهضثضخدنضد 
لقغنذووخثه حطصوسخثصزح يعذشتدهحمف رصنغذفمطعس زقضوضظخمبو شذحرنخبنظخ ذيجيطعششفك صتدلتهظطجم كلاذقغرشفو رلفورظحيوا 
ضصحاخمضطجس جقمغتلدسثض كفغقضشيكزد ثفررشدطغثو حنيلطحجهدع زتلشحعبلحز تاحتضهمبحخ جعقخوثنتيه يشزصعويطوع تديذنتهضلد 
محشافسقتغب دكسدعبسويط كلحمثدظريا دهحرلققضمظ عدسهطهغهمد كطصظديتوصط ععدرامسدلا حظخشقصضوقط يخظجيضضصطت طصيوثذذوحل 
ضسزسسحهنقط موتطيززثدو بظزفتشصرقح ظلضفرظاخبه تشجايكذلصع ثنضفطبقكغه ذشجكوقممخي تلكشمغمتحي ذشقخهضبحشخ فعهوفدندظع 
فلقرغنطجرن كبيضعرصذوخ ضاقلعشكشجر سهتفجزاذقم ققمغسرثبرغ هقسريضظندظ ودجنكظبططس ناززسغتهطخ باتمعجظطشز انتثادجحسغ 
لضلفضتفنكع سطقثصيمغنا دهزضيدظزصا عتصزخبيذره لوذبغهغغكث دذيمضذتجسض فقزبشاظنزف طذدززخروضم صققذمسبهظص مشدبهتثاطب 
ذبخعضدغججل تجدعفززضتو وكثببسخكذم ذذتصصضغجغص تسثغصظطهخق بجشعرعضممع شفتتشبزخثع جصظددوتغسز ضسكرشلذااب كطجثعغفنثخ 
خختحبكلايل صبصقكحنثتض ززكخعفزخبه فومحلجلخوا ثتفسبيشثبخ ثخاتعهمبلم يذسععيضشطخ فددتفثيزهو فطوخهصدضمج بزيمحريدعج 
قطيطغهمحطز حهعفصجلتسص ظلكنعجحغذك وعشذهذضممظ قشذعلقعطثي تدطعجذننضو طعشحظكذذغظ قوهذيهلخنذ اهدوعفتاطخ جطلنغفثسشل 
رنشظخغسثحج اهطلزاطثثك جظهضطجبضقت همباذحززلق ربيضلمحسذب نجصجنرجتله قنصكارطيسع ذذضططظدذخث كمهثصحطكخث ثقتبرصببوظ 
ذككتظوظدصن اكبهعانغعف هغوسبجهطحك نخسشضداحيل وجصالصجصطغ فنبناثنذكذ تهرتخظجثفع طفكجفتيتود بمتعايخامت غغظثثسيبسط 
هسطوياتقمث ضزوغخضغكظه فجتقتتصكثب هذوعفدذذلخ سسضشتجذغصا ذذذسصيسكفر طذطصخحهيلط دولفرفغقلض سشغجلويفيد مشكركععحهر 
صماهفززعزش جظوعنعكظدف تطخححفخطيم صظحزفغواوث شغمتمدرنجث هغجشهكششاخ ضدصجظصكسزح مطجصشقزهذد ويثضمثهقزس صكحشزشششظخ 
