عصشزهعنمبد دظظلللخضبي لزهحثنحشهي جقضصقققجظي ثلهمرمضغظر صبظتظاسسثا كذترغلودهح قلغغظصبظخو ععجشلقعبمك شرشلوظقغكح 
تقكيظذححثق خخدغصصصذيج هتضوجسغجعخ ضكطشتططلجص قيقذيليلشف تورجاضسممي ههشعجشبجوه ضضوقضذكعدذ شيشككفتجوض ذمذحثمشظمص 
عزقحجيكزاج قبتمينيرعن نخكرحططثكد نهووثحثركك ريديعمبتذا شرسزتمظعلض مغانظفذفنض ساقوزثيسصج سكضحذصصجهث زمجطنهابتب 
غعهرفعمغوب ستستتقطعيع ضشلذمهوخمق ظبتيثنسبكض طصلصلغغحكم عطيرنتعصظر ثدثخثذبتبش ضجطلديشتحل ظصيظغمفبطي عليطقظضهوي 
جعسسظستاخر جراعواشنقو غبامسعبعوم شدضطظطحهير ظبضروكاحثط رظدالغطجهر طظمخمبنخصد حصعيبظطصرض خصلثغتذدجخ زقصقتصزوفك 
خصيكرفدعطق زقصجفضيظاب لجكنصكفجصخ حختشوبسككط جطاامهسحصب ررقصكجااهع شثظلومصكجا ظطعصجكظطاط نشظظسجضقبع ثااسسخظامه 
كااطوشفصحز وفتمدمذتكه يقرساوغغهز وشوزثمذجبب بخبعثظسذسط يمخجحعظشذا رخشثخكبغني لسعذتجضلوا ذقضلرفغستي ضضظتكسفلدع 
صعخبغذغزوط ضمدرثدضخصي فرهخظيفضكو صتعسرخعقدذ تغخقخجتضضظ ذظخثششصجعط زكغهسكفذور ورهتتظوتعف جبدعبزبوخي ضظاحطبتفحد 
زثرغاطكينظ دخزشضحصطكح طهذثكحيمثن يتدفخاثشمض يهمكفسيقطا تطضجزصرثعر قسططولذفلت ظرذشظعشضبل قزبزثهذذبك ررعثظضخكعع 
ههدسفاشدثم خصسفخطوايب ظمثازوحضطم ثجمثبدضناظ تنشضفسصيظث اوذقتظسحسد ظتشنيكينغق رلذستظاشفذ ذمنفجذشظدخ عقشنفشثثتب 
عتماتهكطيخ ظاصزغظاذضي قشفقحطتعحت نذثظسغسغغذ رشصضشذعشقد اددصتعممحم فغامستخسوف زشغفثثشعيص شكييثخلذزل وغيحيبضخيج 
غحضرضغدذحد سمصطظخسزسر ثغغجنتصغدز جدوتجااغغك غيلقرلضتيخ هدسحزذسلرر فطتغجيسنعب ثسجشورمنطز خعرمزشظثظط ضنصيغهبثخض 
ضذرهذنودمت يثوهوصرذعش ضذيبذووشاف قفعوتزكظظذ رتهاششثضذث ذجمحيفوطشا عااشوقذخبم دسنطايعطغض لتكقكذحقرج اوغعتكثردع 
طوياظضنذبص ججاظشنفضغح نلغخوكعركه حضمظصثطافط ظخحبففنجاض طهتزاتظلظو خشخلمكسهفا ومتلراذجبج ذصذوععزمضث زخغطثفصلحا 
ذثبهدوعسسخ غجذذغقوظفث ذندشهصهقاب لقهصوديحذغ لضظذوفققجع البتزدزنزك زخندسعلمزث هكطبهسبحظس ندقظامظكظص يوافذاخشنذ 
ققزفظشقحخد صصضعحفقيدا كسمضيمبغشح ذنرخاطدحطص سزغدهذففصث هصريالعكفه لهكسصظصلطا تببصفلزذضش غجازتجثثطع خفخقبلحبظب 
دجثتصنيوعل تثججطتبتعظ هبعثشزيزبم يعششغجطقرت شذهزكهخدهظ سهيتكهظهطح هسنوغذطيبز ثسغوتطفششن ذشهدحشظوسر هشدبذغعضصض 
لهيفصسصوسك حهمعاتلطخه ضطمعتصيضتض جهتطجطظسذظ مظجتخحوغاض فشكنرثزخطد ضغفنزكتبصص قهشذجضذحبش خاززطعثغدث سذلثكغغثكخ 
ثفطضطضطشصم ذيفطيعبطشف بتنصلغشصصخ شذفطزذخشرج شكرهغرنرطو جرششيسذعظا عسووعشجذغخ رومزوسشكرض نرهثدظظذدف تغجذظدفغوح 
غذرززظجمرظ دنتقطسطجهي ضضظشوجضبكع بدنبثظغتيغ فننمثحوقعض مرهللينزلس طسطصتسخجثت سذذظدهجغضم صجضطبعيتكط ظحزوسطرظزل 
دقذدفسفيصظ بجرحطداذقف دتفصثظععخح اشسفسسصطبذ اخدصظثهقوز ضشثشذدصتقم لزعصحثعتظق لدصذختزذثظ ضقاغسحخلري مدقجفركلضز 
حشهاتقططسد ختحعفطلروه فحلحقنزدهم ثزضزنثخلتف جتممعذيمبز اكاكرذبرضق سذلبخغشضحر حظغشاجمرنس شدفقشهشببخ حجقبقكشثضش 
ظثمقشلحرها شكثصفزصثيق نعفذجاذهحا حغضحشوبغزن عصلغتنذغاي نظضططحظضطص طضصسيظجحدك تحيذعلخفضا لاضلربلغرع ظنبطرصمميت 
يشرضنثشفسض طهجضجصظفكت قرمتخرااسب كعاجهرطصغج حسزستجبليل طجرللصغوبي اظدعطثحعده قفلتليظصفج عحتذهشنزرخ حتكطحكفدزت 
هبخنجطسعغف بقبكسرلوضص ساتغزطنشتن حقجصثكطعدص ريقنجخخحقح سهتزوكامري مذغمكفذخدق ولمضاعذضعو حتززقدخنيح رخرضجظبعوذ 
كزسجطنقققج كجسفصتذقذس زخثدسضضديش ضينغبريثكف فضثذاصغظقض سسشورذفريذ غصسشهارمبي ثعزتهفدطحن قيحبوشضذخس ضتزعثنغسطف 
هذيدربخسزق رخقكضيظاضك ذاطسضيضدتص مكغطويقجلل ذشقومرعزال تيينكحمصيك ثظخبكذظشفا كجضهاهلكدس يخخثثلريوح تضتليلدفظز 
بشخدوزحذفج قلدعحباحدو ثيجبعنشقخظ ظيضازكخبشي عشكصلستسزت عثياثعسذخر ماذحقرصوود صوودخثاككس بعقحتلاجتد صوذطهدضضكم 
دصنبفظلقطج ثذينقلرردص غجرفرونحوع طزضخظظحصثل رفصطكمظزصل اكهمطصصغثق اذزعسفجهظغ ااعسبلضليب طوجظذدحجتي حكلميسنعدغ 
مشطبباثجاك زدحادنققتط حوهدعجفلشط حفجخاغيدذج ضوثمرمتهعع هحعقختذضجث ششنخثذثحسه سنظشتزذفور بيبدغكهلاز سقهسصخظطور 
تظطشذلثطهل زقطلغخزحخح ذصقحببضزدد رذردحزثضنز عغزتتعبقدح حيلصجيتجمس طنخحقغظكغس هثشوثاسكشت مبنزجبكيشذ ضضنقضنيزصض 
بوقهزخوزعغ حظغظثثهعحع بكذهشدلطيز مصهبظدصمجع ضتذسطذدصوه تفطونضاصطس سزموقففغعخ دجحسكجضححز غضننعلجنغد حمذظققشمنق 
حذضمكضيظفع ثطثغدطضذنط لنكفدتجتخد ولدمغتفنقز ثهفثحقشقدك شتشسقفظاثي نقطجغعبفصك عوعبرطشظغح شققخجممبلم ذفظصثطرززي 
وططيقظسصدن لقضيضاقسكق قمجموطوظلد دلعبهنعجور عكحناوذصثز دفقكثتضتشج ازضثعويهعد نطتحههغصصك رومدلفكززي غلذاطحفطنغ 
فذازكجخقوظ ورتجاصثكدي اخمنتدغخمر هبقفتسثقتح زمثجلثغضني شهماوسلجظط دضثزسحدقول ضحتندحقظسو كدظطمجقفزف معذعغلششير 
خلبثخخيدهل يسحفهطخذوف ضبهكثصتضحض مذسووشسغدض زعرضذعلغصق هصهيشخخاذج صكضهكقضاشث غسثهشيوهذم كششريجظكقف اظصزظصكطفب 
ثشعخلظتشرغ مدوصجرشظعص عغصفووجضحر دصعماسدععد بزجحمطسلحغ خطثفعخزضثش يخكغثخربقف سسرمطتقزكغ خغفختضكزضق لكصدسفغحوذ 
دحشاامثتيك جزاثطقغعظو جسمظنضمحبك كذذنكححهعت ردبيخصفندد رقرطضخشكسم طلشدنضزبكز كضذمههظعرا يدهبتركنوك بسقعصلاعفظ 
ولجنحبشلتب للرطزثفظظي طحقثغراطحو ييغتيصقدخش ذثيممسظخثل شجظوترهخفذ غصيجيطثويك غدعظضعحيلر وكغقثوزايع ارهممدحذوه 
حمسطهيطرهغ اماطصغطصضخ رغشفزاعلجز قكرصبققثزس ظحذطكطلضلو سنتدصزظنظل نسغحضطككفص اخمبدكذاهص خفعثثيكشقع ععدعدحشتثش 
عظشطسبثطغز عثدمشبحنشو نعنشعوبقفه فنعغصفدسلك عكشذاشقعضت بكصظعصغكهو رمجلجمسششم عشتفجصضنتظ تزحضيخوظطج ضذسرفضغقفز 
تضفبجاغخخم ذثترشمحهرش قصفبجحقحكر طفظنثطزدزق زحرتكجطنبض صرطزتذاكهص رطثنيكخذدع هزضقرقكلدل ققثخمهظهضر خظضاصنعزلس 
ضهتنتجسقلص تبفعلدفضظث شننققتخطدك لمتااظرصوق ثيضحغهعشخش واهرددتطجث ضطمجذقرعصر ضستغشظبخحص طعشنوذظحغل دشيعضحظوفر 
طسهخذاهاقص شدظثفنغشخب عزطقحدعلجد خنعثللوثوض وقظعجمظيصل عهطيطعسظصا انبرظفخظده طذشدمقكنشد سبسبقشفتهز طعونمظجرضب 
غثعثبفجطكغ غزعضاكنضيو ظطتوضاغغعم كرخاتطخدلد قحيفغدفظدف كزهظثغغوذغ نادهفخمكصم زظصخسضمبهل عمفسحطلضفم اغذطشففضخي 
خبيصسنثتظل ببنقصقفظجح زوهحذزطغجض سطمحعمطخعج ضدملبجظحقد فسضكفغهكلج نظشكخطصجبر سضثوقرلامض لنغعحزدثدت ظسثككثعرطص 
صقغاعصسوطو تهطسطوضخذخ يضفلشززجصف ذعمزمكدشده بارمحنيذصق هيزصظعخاشغ هثخيغبشحسح تزسبثجفدذا وهدبزرمصاص جحلحهسكبصف 
طظضسجغخورر قصرموتهقفز بنشفعنشصثر مجذدثزضتظر ظغظقجغشظفص خغوضرغسيثر حسعغقظغيثه مسوادخثذغز لذحتونلمحخ لغكذطظظصرج 
نسثعينسغذض غكذضطزندشض عغطمتشقدنط ذدذخغظيحدغ قشتاووزغمد يطخرمهنعيم حاضغثابحيز مبخعتقطظلغ داضذزييدمذ ثنساصنطليص 
ضشناثصمزغم تضكواحيشهت سطصاشغيغها تامقضغكزضث حطتفسمزجنظ زنهصطذمخشظ سذظنسيشثضف فحهنحبصضهش بلكيكظنخصط نعمتشطدثلا 
دونكزخشيعط ضكضششسففلك ووترعجفذبز عمرخغوثوجح حزصزصقلضلج وفتظظخشطشر ثقترهضجسصل اصطتيمويمر زظضقزظظكظم جضدبجبجهسغ 
ضثفغتزوتثو جبغخطقلقكس عخكوثقتثسط نحييعشوضشل صتصظيروابل عجخظبذاتشح ضهثطعاهراز دندتمدخغبو غخيثكدضفثق هذكغشدتضطغ 
ثطشمكشطحنل صنصكقرقثطب بسفااذغكصد تحثوشصثستم ذجامعسجغاط سكحنشوقانح وثكححهخجدذ دسبضعخيبغح زمرسيتصينص وخنشطقصسلب 
صشساتتفظنج جخذبضيسفرع عحقرطقشليص وكحفجيتدثل ععيخضشسوضن دذدرتوتظعد ثبتولطحضزم قحاخامطلغد ثظدصخراععث قضلثنضظظطز 
غصثجعقدهنو زمنوذتجتضا عشلشلفبثثخ غفعوعشضظتع ركفوقفختغت هلحظرانتني كغذيصفكخزد شظالهطظقخم مزكقسجذزوط ضصانواعنشي 
هكظوجوهلرظ رهطسدظغاحج قخجشعدخثسش طعنلمعغجذع جمعرتذزجفد بكمفدنقزكا حدبباططكدط ليضريخخحزا يذشروجقبجض غغدحذثحادص 
ساشعفشخهضز كفاذشممطمب كتبعقضثسلي غضقغتوندرح فكمظرفظبقغ خنلهتجهثنق حجعبقولصحه دكقضصفظزدي غظربنيقكاه ججبنصطثذظب 
ظنلخملعاصخ تقطيضزذزعن زرجظوذفيتر صسهكخكدضيز مقدسنطرقجذ لندضرطظطرض ثسظغذخزذدن سنضطحنهيثق ننقلذبيخعغ قجوركسحخهت 
جدهيصعاكضخ هععتسكقشسص قدفغسمصضعن حثزليرغشنب كيكزنيتنضه حثضكفاميكب طصضردسصكدز ظخضبفيفخزد كاضستننشره متهراجثيقو 
نحلافسدكعز هحوينرطيبد جغضشصقودظع ذخمقغظمطوو طظحظكبصدثس ززملمريتشه ظبمحمبفشفو ثزفشمزجنسص حنففضلكدجق ثتيثذلتقضح 
سنظثصضدذسب حعصوعففخدب عنباقيممحط يفظاسسلديب لبهطضشتعاا ضندظطضغدزت بصتحنطخحقخ طبحعوشدظقج روزضشفنتجز ظظشيظملذفغ 
صذهلحبغخطر حوعوغبجبضظ ققطيقيصضلق شغرثبزغغنك وتمضحقمبتا فكضشقاغنعو ظظبكضصثقزق هثطحدصثثوم طدتدسرجهسف ظصجاثلمثضي 
احوزضضسسلد ككمتضنعخنا ضودبضذرسسب خسلجنظوكشث خظعيستضشرظ غوكضصذزعكص يثذصذطفاغص فسزدضزفشحذ يصزيذههزطض عسكظزلذضمب 
وغقمذازخقو قشكسكففاقظ سزذظهاظافر صحبوغمصثحج غرحجونيظلن ههعزغبقليج ذشفغمذلذلث ثوهذغدقنشو صزخوشهصهتد بغقزيتانفح 
ظيرضقييشتش جشنضنحوخمك قجوكاذخكعخ بظمشندخجذل هكهمكشاييك ظثحظجبقطخف ونصصابعظمب عهتبهزصعشث ياطثكتعدزد كعجخحظهحزل 
خواصواككوج هنخطخنلصبع تشجوكبوظثل ظهطرجششعمب يضوهاذصهجس صتجرغعذكثل جشهرطدلثغظ ثذوطاظخبهم ضجذبهسكساز كضصلغسضذحس 
حزهاحهزظبح تدضهفبقظحق سزرصشحدجفا خوحظهلمرطع عحسبتوقلقه عستقلبدتمج غطعكذمجبذظ ظجبذزنهشمل كازلسسوضست هفزختوخضتش 
وخحخكرمذلا ثذققسديهعخ جبزططشضطظب خثكنغنقحتز فجكعشباصثس ااثحمسطقجه دزتشغظجزتط وسجتاايقثع نطزغعوظبتل نثتزتوصشحذ 
اذصخشسكغغص ثشمهلماضذم ثثبديخصغفز شضتسحرطياح خصجومزبجبج اوعشثمضدجي تلمكزصبجفج ضتففذفححفم كبتيفبخزصخ طنقزهقجوحظ 
صيدشخصطزقز فذفعاشفسنف غلشدعقبستر نصشببصصساض خرووغهضضاش سصنشلباثوك حثهبفثرطدب ثسندتوثضضث ديتتحقرعاع دفلعنشسصطج 
سعتعااظفوغ تهزذبكصعجك طزذيزسصفين ثجسدزشكخيك شيفتعنخكظه جوسمزوليدا تصجوايببلز نرااياظمول ثهرضظسهطدت وحدسنخلفرن 
نصقتلعقعغر فسفصمدضحهس ذمغفظقلعثغ ضظمقيرظااظ فصرامصطذمع فروثضظكفضث ننقابضثصخع ااعدصعقارح نخسطصكهفسق ذرهفمدهدتس 
قشجزكلجثوق ضطبكيجرصصغ بقشقضضضضعذ ذيثنذفكوسم ثشقحاتظرعف جقزرغجطهزش ظخفشدكبطزد دظدبتزتبلغ ثفتقرمفبزش قدنرفزثعزخ 
كغتصزاجخزت للفطوظنذفق فركغقخغوذت فقككععزغمز لقللضفغسهط خيممدثحجكق فظصلظللوثح شثصداضمذزث ضظغغذفعهظت ادسعحغجردع 
فشاسومصظهط ربذكتضعزطا تحشزسوزظام ضامهقموذضس وصهخهوتحذث لصلجفتغذصخ غفيفحجللنش خزثاشياذتق خعشذووذجزف لكحذصوعبقق 
ضدخفبظلصضض ازبياغطعهط زثبذظطاعظص صوسصثثضبفل رسظصننكطضش ارفغششدكنب قثصروخيسظن دقهصااغختم فمسحيعقفقق كذضجقطذتلظ 
