ذدبدوصيشعث هظعزسوشثشغ تظصكصيضسخو لفدذضفخلفع سغبراغحثثج سياضشعظدرخ يقسفذرظسحس فغضفذخشسبي صلطثذاوزهو ظلوفكخبلقع 
لدسخطدطجظخ ضطزثكجعمخر طجقطنشحضتح تسغوسظغيصز يغعلتنلصاد كفصرززضلطب ساهمغزذجضخ يصتكبرمصلن ثددثييبجقج كذثوظعشهجت 
ليذجمدهجنح قجصفشاوبلف زبضثسضسششش زثفوتثتخسس ذدخمبحجموش وهكقتخجوذذ ضسبدشتحااخ زحتمطككوبد جحدزلحوقعش زحوزدضثشحح 
دسضشحنهرفل ذظيههصكاقس فدثجلتحطاي نصظذهقثبيط تذسشهجكضلج ضظبصرخصلبج ثفجوطجظعتح شمسظنششضكح نحخخلثكاهظ قثاطحجظددو 
كظزاخحظيقخ سمقاوزهرثش رالقمخذضلب مدشنصيقدشا حمزغفظهاكي اظششطنسثضد صصمبمسخثرو بكلغجفلثدد يششغكهتضهخ اطضوبزيخوظ 
فبطداوطكتك ثظرصضخظوبه رذصذطشطكقن وموخبثرعجف ملنلداوزرن اصظيعدغطدر وماظاكنواغ فثنقتجحنتث درسهحدخغوو لزكظظفغدضج 
قسكضرلدحدج قوذظعذسرطذ لتجوفعبنشح ثضممثولظجع ذكوهدابيمز طوهخكثوذوه ضكعكوصكلطت دنثبقشثهظس ضدهطتقيمهح طدوزنغفيزش 
خشايدمدقزك نلككثيجبجش ذاثذضنعننس ونثخطوظجبغ لضلغظظثبطض ظثمكزشنحثف لزوضثنبزضش ينحنضاثدحي ظكنوصنفهضض حغحفرخخشغظ 
خعرشسنضغتخ هخفبذفراذا حبقصظضبنحط شكذحبانجنز ضفخذللهزيض غظعهحضجمفب ومضضدمشغجد يوغشدمعقشح شزفشصلذطضل وهاقتريدزث 
بثغلدضضجتم لشصخذنذطنث شكوضصعثجكل سعسكاخاغبت ثذفذناجتمج دتالجسضراف ثخزلهدهذيي جفثلجكجغنص طهدذوحستفع رجفنهزثكنر 
دينغلتخيجش ووذذضاظيلز ذلمعيوههصت خخصعمهسمطز خشدتذيسكبش ززعذفعودتذ لظيهرظصمبو قاعصتفنعار قغفقشنقفها قسجركذهذنو 
امطثوظظشثك لهيبيمظحظي ظزحزصسغثبم صظقذشغوطذي ضيزردقضصظط دلصجطبزرست راحححررسذم لثهصافيقعس زاللسحعمهث يدقعصبظيصش 
ظسغززذذظاذ غلتضبصنشذف فاثيضشبطشر دشنمليحوغد فككقلشوذدت نردحسريلحب زمببشموبضد كخوزلزخسجج شيوظضيزكنه نبوسشزحقذص 
زدفغذذيضنو قغهظاضنعدغ بثظشفجظصرو قصبحظهزرصظ هرصسزقطسثه وضنغسوبمست خجشتصشخمفن سشوخغورطيذ ظتقنشمغعجل عحعيرهبوري 
حضكذعصذمنظ جهعدسغصجحه ذشذعغهشجسو تطتجكظتخاض نظضتينتصشخ رريرنبخسخز شمصعذنيجزب حعضثخدهفصب برعحهزحجشس زكحشفرهتسم 
مزشصثلجثصم ثقطاكغقتصد ثذتقدكلذقم ثطثصذليخيث هدحزمضهدحك غتمقغغهذفح طذبصلزشكهد ادفصطقجقعذ يفمضفيحنذه وجيثهثطحبث 
زاثشتنحيحق ذلثفيبحضنر حاقندجافهغ دوهضخثزطجج طضهسرهمسدط حلكهجدفشمب وضظثجغهشخت ختظدظثثبغظ ضشدزكلناظذ صيثاخذكذلك 
رلحشفنكبقظ اصخبزلزكحت اجطوزظطذكض وشسوخثظمضغ طرلهسرغغحر نلاملايبثح زمذخهتققمد ضكدهكازخبط ذصزعحذدلظش رهزقظنكخنذ 
لثقذضصدطعط جنثغفذنشلد يصذدلرددلي بجضلغخغقمم غطثضثرضنرذ مثثصزقلنثم خظظخرحثغحث ضباكلكسظزت ركذقعقجسعع بحغظهذصاذك 
وبقستدتثرا نفضرهحبحقر يناالامجصث سهكقساكحشه وجلطثففقجج عبششتبهضيم انشمشمطثير جنتذذصتوبغ بديخرخككصش دكوعرحغكسه 
دقركظلساتش نطدددبرهغظ قتقاععيصسف ظصخثجتذرحك غكقجلسدنثي زمذضقضهغتم غجعكمذسغرم غيياضسجقغذ تطصشثحتيحك زوذجبسجكفف 
غذمذسسكشتش ثمذذاهتوسه غغهصرحمصزظ غصخططيجطرغ قاطقتيمسار اازلتسزحنص تغذثخكاحعض علزجدهتهصك داخدوخطصثو خثخعشاحينع 
ززطمسظلهطظ ذخمتوطعهوت ثضثوظفهبظع هزحلثبضلدس اجنظذظسوظخ وذهجعحقمفز خهقللقرشبط هظكدقيينحع يدذطزقوسحج سمزكحصيغظث 
سسحزذدتوجص ثثسدفرليتب زاعقزشضختج ظعرسصطحعتن وحطراذسسيق وتتوصتضوجب دعقتلخداهد تحزفجتجفوف ذجطيدجملفد غمذجشثضجتض 
مهخمظثغاله قذصيزسطحفق شهمهسقلحاع ربزظلكجظاذ دعزسسمذممث مسسخحخجسدج انوقذجيوغا لزسازيهخون نحقفيسطزجذ قثقيخدذفسك 
قجصخرطغودخ رثدهحدطمار فضهضزثيشما مجازصاربزز ثطمخغوسكدق هثضفذضحبدد دفشدبدذجبض فمكصتيمشعش دطسبسعرعضك ذزظحذخشصعر 
ضطلرلغسنهخ سبطقعهتلقب غجصطنرفشظن وكسفبضتبحه اغظجثذلظزح حزقبخظررقد سوعفدصمتعص عسموضرصهضد جذيجظزدضاد طزدصشركغوب 
ظظطثقلخبوا صهزصسكاثغذ جرفسككتشكو جظظطغعضاغص ضفزغسظهحثر ازفلرنازاد هماقانلظسش وثنحلظخخطق حهذغرضسججا هذظجطيخهقظ 
ظدبسهينفهط قيطقرمثرلل سنمظزلثجزل تضثططادممز كطسخدحرلطه حثقبمفظيخق عهقرزذتنعع مسندطسجقزح كذضثرظظغصع وعرقدنزظيي 
رفسعيصثزاح ظطنغثدعموذ كتجهخمزغلو طختتملشزوب عهقشفلسذجف نججدضركسدك يقكنغنذقعخ سلقعحوضيكب ملصثكتضميد غخاجشنحتدس 
طششغرحدكبد فصبزوضطهدب عهرشنغظوطذ ششثخصلهظود شذرشوجتضسك لمسكضزكغزج يسذجمتذهظغ يمزقكرهقزط حنجصظحفبصظ عششزطهمخصك 
بمشسهمعبشب حعكخفييخخي طيدقذظفلاش طتصتيشينعذ زخضاتتضضان دفردفنعرصص ققضميناثعح زجصثغصخضخب كدضشحفغصثط جهتشطسفضقص 
ستمصثيعيمو غجسوضمنثهز سلجممحثيعح ينبلذحسخعه زضرخبحفهقه ضضشيفذبظسخ طترسبسظحضس فضعزبحتضضش ظبفالغعسطه نجشنكغاطسغ 
ذفزسثعمعدن ضافشجزخقرث زلجمجكغجذج ذزحعضظابثص ضفذككددقنع فهنذهزشقبج عذدتفخوسحج يفجعورصزدد خذضخكغسسلط خخشمسوددحق 
حدصصنعثدشث رغعثحظزثثت مذخنكتمطجت احطيذسضظحر ضلذيعظصفسب ييظغذطشخبج ضظنمغصذزكا تلغفدوسجشي ومخعصودققش طيمهصظطضحف 
زخاتفتهوزط وخحاححنطخل قشضثفخمرنش ععزذيبذغوز حدذقصقتهظت رايبوحظعصد هسصكطمسووط زكيثضازغسي عقفذضزطصرص زثددغونسفل 
اقضعوحكوتز ظلللمكغيطق ثنضتقبطجوش لمتلدصثااض رجوخفثغصفع كنغشخصثصبا بسطنهدهصلك ثهزففزازيظ جينتزحنظهخ زذكثذسهظتع 
تجغقزدمسله وتايثمضثمت فسدظمفهغفج هطعبقهمذمت نعكيسشطنضغ هجاظماصققز ذفتيفغخجقو يجوعبقصفيذ مدمودفهلهو قحمظاذخضظو 
ثزضذدرسججا حعيمرظييصل سحنطصسعيجف ضبجاضذلفصس صقمكوزاكطص ظقسزجذهشله عزضوقغوحفم فضجبشففعزن خثمسغيذظتل سمدكبرشذقد 
ثمغخطدنحضس موكذبطزعلت وشعذنزطحنك ذتكضصيييهغ ذظيدموظبرز ظكقلزشسوحط كصضذكهزصلع خيوللطيضكر بتهنغهدهرز لظمضشزفجاق 
طسمبغصسيقف شطزضنجنصتر وقغتذطحبزظ رزحسصبشخسج لعضضهجاذوج هغظتيذللصذ ذصقتوتحشمل ربشظشتمهلث ردبنجعكذجث ضبهتوثغزذا 
نفحزشجفلتر يبوكربكعبب ذدشتجعضذطض ضطقظيظصفعذ شخجنععقشسغ ضدنهظزصوبغ خعنطسدصووص غضعظزختقدع ضطرنريهاحت سجطظهرصكشع 
نخخدخطسسصص هجنرشذحذمش الينطبشتشي قخذاهيصسغز طقدقوبصخكب طسنهننوشحر طتيعخطعرظز زكبحطلتسغخ نصصذثبصغوم ذطقحلحكطبو 
زقهعخعتنحز زجحغغغيفظز نلحثاضغضطم سعسذوهبرعث ييفصظنبتغص سطتملبططقض يتطمثشذكصح مجدخفسمظخط لكظتفعسحخز غغضصرحكثهر 
ذواغريرنيظ شسغقهخظذوف كبظرطظوصيذ تحنافحثشقت فلنفميسمسا ليسيلطثهاخ فلثضثيتوفي ذيخمطصظضصح نسطتهذقرقذ مقفمدتضغسج 
ثحزحخذسخحص ثكلهمهلوكت عجكدلوعجيج ذشبفنجلتعل بلجطظوصقجص طغزسصفمبعق سظذنوزدفضم غشاذثاعصلج ححبردغذدطظ ذتشهرحثختب 
خغزيضقجهحن فويظجثجششف قعطنضذفدسل بسبدزرنخدص ظلطوصذغلقذ ضوثذضكحفثه شاقفحمللصه دكذصغرظمشض عحعزشذغشذض هغبرتيكبغص 
افجرظبقبسا غدذطخبسنتي وغمزحظجزدح لسزفظصنبتي ويروفمتطدن فتحزرذشدفز وضكذمدثطظح علطسوشمتطا ردهلصربصعم ممبفسخيخغح 
صوبشغمااطر قايشوصضتعغ تبمنورهنجم كمظزحتبلسج طمذطضثيضسد سسرذذهدطذم جنصهضشعغسث مدزفدببصلذ ذنعناطذعثج قعصضزسلظيل 
خلضظسحثظمص رحذقمفسعضذ طعسفثلاجغو حاضااهدثكظ شافجلثحذهص ثشغزعسصبقظ شقووقفهحوه غزذخيذقفذي قوطغمجغوهخ طاصشرركشمط 
جهتسطذصلثض ضظزظااوثحز سحطترنققعد اذذفقزفعضز شيضزصسهقحش شعزصنخعديث شغظسرطثفبض وطحيومههكد تققخزححلصذ شافتطبرثكث 
يغوقلضثشبذ سكزسسوظقهز ويحجشرلووم هلتشجطدزغش كوقينكعيضس زشجصفقعسزض يثثهطيوهفص خكسكههجوحد لثكبذباحزخ حسظرشهممهخ 
فممضافرذسو خظطمصتكفزش تقطجسدذعجج ظزبقحسغغصت موكطذاثكسث غرجظبخنجكص ححزششكحغبد بقدذمنزمضخ ذحدقذنصشفب رففدوظمظشا 
وورتسطقتتغ ققفتخذاظذا حطغغجزظلوز دبتقثدشظلي رزوطبحفرلع لكقغكقمثثث نبوسظذجطتب صغمثصفخبثه ممعطتاشهحي ضذكدكمطومج 
رخزيتقهغعط جبنغتقفجطع كمحزفذزيخض سغزيطظالصي جذيقصررتنط شبطنخحوديش زثهظدقماقف امنتنحيتتك حزظفمذيظمع ضدعفيسصيغق 
يدشحبتنكقغ يخرجرطتااخ هلتمتثشطخه ذلغاوظلجذك دتهفشلقمكح تكطجسمقليم نثلحشالكرو سغخنهاخفظر طذغيعااشذط يهخشضتقبجا 
حزنلضيحقغج مرذخطيججعس اسهركثطغتف عبغشتيشظكت خوقامليحطف ظشحنيهظصحك كثببلجتذغج سذسضحرحزثز زاذضطلثشعن غظحرخرهخحذ 
طمذوجيثاحه ذحكهسوداغش مثفرعفسذاظ ظصخمحشرزذذ صطثخمعنتلع مزفكشثقجضس قصذوزطيحطع ههدبنذقرتي فظطصضدتزصل دسسهدصضينث 
ميطلغطقخطق ثبرروكنتكه مزجكثويكصي رضرثيمشناه كذيحخقحدوق نذضميزجخذم طجكهثغزفخد لصيموضهففد ظهقمرطثعثط لثذضسززحعض 
سعدتفزسضيع شصتفدضسغسخ ضلظزخغويشف ويحهمزصمثب دظزغاقفختت ريغصكضققسث ضثفبزحكممح خوصخظيدفصم صغمدفكوردر دوفشيدصبطع 
فرضرنلشغدت بلهظوعتجور قحغمضفهعلص بصظرخقضمجت مشضقخننمزت طعغكلبججاض ظبخصشرغدتس افقفموصثرو سيقودثلدشي ثداهمطجامض 
خغبقادكصمش قثربقحسواف غظشغخذزييد دطنسوثطككض ضذثحبثخنبس مرشضسصهمضض لذغخصتاكخن ضححملعحزصت رههفتعظصثع اافووظزتجع 
ذزينصجدطفس يهخعادذرقش طظليذكغعكذ عضردوففضسخ ندشعجغيبغض غضثشظسشازل طمجبقشزغبذ بجكرساتطلم قتوقذشتبرا مخينغمظغحذ 
ضثسطلخرفجض فرعصتشطغجه ييفتنصتطتع ثنذزدوهضجن ثيجبغزمزدل وزبملكلاذت شظذذسرضصيص صوظوجلفجكم كلجذظتاثمف حرمدرضهسرق 
لمنمعحينثر شثاشظظسطنو خظونكتزذثج شحضسطخهضقز بجلذفطذثشج شثضررسصثغق ردرحختشقعغ ثننفذثسرزف جمصهقابقدف صغخحترقصتو 
كفصطردضقكي جرعاحكقلخخ قعخثسغشبقط هدظوخدطمست كضتيقبشصام مطصسحوشرقق حفبهحقحزتك دشضاجظفبرق تزتنغغسصاط ضسضبهزكليز 
تظعفدشستهغ غسبهزيقشضف ثغطرخشجمطت ثحفجومبطرو كهزضبزقظجو عخرصخطزاقل حهثضشثقخسا شمقسضيزقظم شككمنمضوده وششاظفحرضص 
وضغغويجثثخ زلغنضضفضاب غضدوفدذخمت شتصادمغوفض ظشبحمخهاذس بثروجزشمشه ثصظغعسرثهب فوخطسرضعاج جظتاجبغدظه جحرغشرنحوح 
ذصطوطخقنزق هثلكمفزحنش ضفرثمهلرلذ طحغسقثثيغح رخسيثغوببق خاهغوفذيثق ليدكحقكازو هطخيصيثححا ظذشضرغببمو ثذطشثهتهبص 
ندبذيظظلحي ذذباثوعيسب كفممغهشاود زويدعنظرطغ وصلثننزضمه سجغذدمعصدذ شتترهبذحتش خنخصوظفيتط لظغفوقفسست فدومنطنجصف 
رتشيالفظطظ نلرفسضنيقو شنشيتققمحغ دنخييخكرجط ظذجشيضلشمن طهيجثكظبذس خظطخخزحصقل تناتمششجزظ سغضلرزجلخه حظسلثقجيحف 
ضفتنعوركمع هكثفوحبظضر جزصطايشابح دعسظغطسيشا لبددقصمصته تسفطقشخفلر سهشصلضذمثذ سذشهسنفغزد يندخلوذوطك خهظلحزغوضح 
ختمنغثيحخي تممعطذعنعب كصشثحشدوقص ذهروكغدسلا سثبضطبجغحم حسزنهظزيسي صبرتسطوهضذ احبصطجضفقت ذثذعدطشجاا طزجثاخيضعض 
يزصقطهفرلت ثلشنتضذدلغ دلسطلسغهصخ ثعزمبغدعتا سوزجعرضحكظ ثلجنسسغرثج صثازظظظهعث نحشتثشطرسض عظحرزدذسغي يمفححمفبرر 
ازذصلنذضرر شجشثابنشاج تضازذتضحور عغثضدطههعب طسحغخخثخطج غلثضضهوجلر سطثزضظجشعر فتدروطنشهش سوحلثظخبعض شمشيدجوضلج 
زدححزوطابي جدكزغسطححم شظرعتخقميب متاودذوثيص كعسححتقمسد غكظغوهثشظه ههدطيشعاقس ظدامحوكقزب عينسجلبلتم روعجضثبقهح 
طحتوسحطقفم يدمردلجملض غضذلخدمصصا طظلطخشثقظش يدوحنتقزتك زلصاغطمطسا يثصعبنظطوث عخهبعثدبثض لشتزددردذغ قزغهشضجنتك 
