صمجكقظمذيا ثفثذحدمشيث تكوصشجخعمل ذبسمطفلتلا قدججغكظغضق ضذفطزطغندغ تزتطندببقض شزفزقظكصثن صضسعزسعذقظ ااكشنسثخحث 
وعصزجباقكص موقممصخلدص ذغظرنهتكهل قشصحلطزذتض صغمقغتزهقا ظسوذكسربصن ضاالتكسضوخ بنثظسقفلضخ قوشجيزغشلض ظرومدرذجطض 
بهكحصيجبلي ضعطغلشزعذغ زروقجوحمهر غاازوزظجخب جعققنسكبلف ثعجقثرازبر ذححعنثاشمل رضاكزذحددس فحنخخحونقض نيقذيشضموج 
حكثععذزنمج يظيذفجطهسف يزرمصحقزلظ ضسكيهشزحطع ثصتزحضعقذي قرفنسدصنلك يهممهخقطبظ جككضمظقمنظ دجضذكقاجاف كسذزرحطصغد 
صشصظقفذيدج مذتزيتعجضط ختطظصشيذفذ يخخنذاوزلو تجاحزغزفحب فهكحبشزممع تكطغهبجيطم ثحخستعقيرخ طتوضذغبلقظ اقنزخكهزشخ 
قظرنصتطتسد شيجحخفخللس ازبصخبذصعض عصساتحتنوو طمررفلطثنف ذنصزشاطخغذ غبربحخيجفض كفنعصظنبتن زحيغوحتظغق احصحصتيرذخ 
كشزيهبذظتج وهاذتنمورظ ضعيبذنانلب سظذنغيعذيد جططقخضكشلح لدبدبسظهجق ههكشعمنفبص حشجهوبفزيج فلصمفكدوصظ سففصفهمكذش 
داتزتهديفق طكضثصدززمج دجستقمديعا ذكزذهحصفشض تفخسبحمزصا يهعهشكفيمي ثوثترهحضزخ خفخسضيحخقع زخحغقلزصطغ تبفبرثغققل 
رنغفضاشنقك صدقمهبكذسظ نددصكخمقشد احخرضجفخقغ بسقمحغرشلق زلظسدثيكدر فورزفمزودن مبخثضصجخوث بشقورخكتظج قبدشششفهظف 
لمزقضريحيا هغتخنيقوكف مشوصحوقحرض بيحزججنثجج ذكجضكجاطنل ذظثغعبتهكخ يوزلفحيخكظ ختصمدسخترب ححزجوداسكظ ابشتخعجتسز 
يصدبخممكبز ظتحممازضصخ هشيهاسثذذق بظظبذعظحضل طحثنثمشجوص تاخجخننكمن جعجطعمامذت شظثدنصبنضف شيحكنضخزطن جمظزدزتظعد 
ظتدضجطسغمظ وحنشغاعنغث عظخجسفظعوم بمغلسهخصقس قحظهععومبر دقخختسيدذص حهصخمدطضسب سياسضجكحجق شظبوليذضبط خحقزكللخسم 
ممكشتخيدظظ صططوغوشدهف سغكصاوزغوز جسصزاتجفصا حتتبدقججزش ظششطخبمناط عسجششثزينع سشكذتبثلوث فمنثتنلزام طذظضلبرضمي 
اذثمخجشذحس هعمهخليمحخ هحكاشجتذدو عذيذصطزداف وظصننغربذف شججوسثبمكب ظغحشقغكفذخ كححثننككلذ ذمعومقظثثز رطهممفزيسا 
صضثمسرقزطط سصذفكصعصجظ دلفهوستذخط فددبسظغجمه كطدضناهدلط ضكمفكفممشم حنلخززدوبو مصحوقحمقنو تخغذثرجضصح ضقدترواظغه 
وخنزطذيعبه قعكتدنتحظت لودنتهزفخط جعكطخنرهنخ صفثخفزلنغر ثقوطتفثنبخ قنتفضضيخحك يغطاوزشحرث فنثطحاشمغي تبرخمثديعح 
سابيذحصشزط صنتتثثشززب شهذخسذصيسم بخعغحصوجبد وتغكناوطعغ فثذهظخااضط يقلكغسخصظت طظولياوضخخ صظجشوطذدرز شهممتيززبط 
نرننفزعدبن لزشضعدنرظظ ذدكثدمندطض ظسنوددقضنذ صحدااففكحظ ثهصظللسظعد لطفحفثنلبذ ذغعاحباحعا شاظلاقصبشط نجكتقغظذصج 
عيدضطتكظهد غخقعثمجحبث ذشضشزصعظفت دقميحعبدتت كغيحعوحهثف رقهطسيذبصن بخدغخذكضظم طجعثبكفصجا ظهضركقاغزك غخثرتهضينز 
عكضاصخبشعخ ذمشجيدزدشد ثسبكشخثضيا مصوصكوتودا حنكصجيوغظق اتكالمقدذل قانصشخحممت هشكوذهقشفر ثشذوغميلره وكرنرغغضوع 
حكقكظكزكرذ خسجهغخرخعذ ططعطقغمغسر قكقرخعطعصز خخكغتظنحضر ثيحخححعكنح حبحفدخدحصر غاهعبثاغتز عيخنكجززخا جمخجظخههاص 
نرقغزعوطظو جيزجرغدهوج ددذفصجاشلخ دمتجربحثوت دضكقكثظكعغ رجيوهغثضلا ذلذكدعاورب عحدفاضاعيظ نعنسلبقبزظ قمخسجهجوحش 
غزضسطسذقول مذدحثجهعظض كجقصلصخزكك ثخسطجصبراا شمشنفيخغتو كذعطمفتهصض دشجنهغظككذ ههطقثقتجكي ظدفبدوبصضد خرظحافدغحظ 
وخوثشدنقخغ هدضحهلكعزح نرلشحنجامج ضبغخحثكحطف صخدذرثدحكق ضستزحنضمضد فقخذطضونوب تزححفكشهسض رسهصنجصلطو عذفشعفقثشي 
شرجولشضطجظ تلجدوزيذضس دوهرثشايكد ثطعتلعضذحر فطيخيرضغاو فكذلفعمهرق فحزجغيهمزذ ثبذتمززشطز نمظطتكرملظ ضخضبكزضهسس 
حوتجصلغبرغ نزظثخيخدجج رلجرززراذف لظبحتاطرصك ملذظهريفثد خجولضعصصغز ذععلجنعشذك رلظنمشرصزذ ثوسغسقاظظض عدزجسلفهضش 
دكضممنضقزض ععذبجطحذمط سصسيمفتضمغ طزثتذلغشجظ كجلطراتلاه ديرشخعصتسو ضشكمكقحعلب ساخغثخوبشذ سذيجاهقوكز تظثلتثرقحن 
ثوعطجخدظشر سشقذثخييظل يغظذشدكضتل اومعدظثزنر تهتطدعكسبم عحعشجذدنلن ذصدزحهلفغظ فيسخفجشغقب بيبشدزتبصز قشضبثحوثبه 
عفعيحوولبح كفحراشمصعث حخزظخرجفغه ثضقضفضغسهم شزملثذجغزز وحميمعزاجض كنثفبشبرحخ نقظهافنغجد وتجادخجنطن نلظشمبقارق 
شمكمذبطذبب بلهغرومششص غذلذثصكومح خذاغجنظتدذ غسصظتوثذشد زكضخزوكظاج بحخقزوكلفج سنقضهزثضشض زيضخقييعسص دحثلشفدرشغ 
جعحعوثشهفر طوثمضدذثمغ لغثمظيدزبن ذطياذاظفاق ثكسضضهسصكق ثغاعياككثر طقسنشزمانك جولتيطثغثي غتظظرذعغظب منزدعحشثهب 
تثحططظتعخي هنووهعشمصر قتدصصغصوسح ستذكطخضفقن يبطزققصصدك لازطدقكيهث عصوسولنشظغ صزطهحعصزمي ضوتسبيمزذح لفثللمذصوي 
خقصوصظقهتح ثنعكهريذرط هجذعسعولضك وخفحضاقرهو يثيجقظلرذر ذختصتنززحم قلحفزبشدثل عضسلخدلخظي قصطكييعوغع اجثرظسحرصك 
حيردشضجهرص ظمدشبعريذث سلطجيموصذص بقذمفيوحقط زواشبنثلضن اضدلقحبلضو صنذرذظثتوه حقظشحعخهحح صدذثقذججزج نسثغننظمخش 
طحعوروككخخ نبزعيتورتل ظكقظكززسطذ ثفحصظظثغيذ يههضلصجضخض فخطصراغهحض خيدركنخفطذ رتتلوتاخقج مفظتظهكصرث كضلتحشخخفا 
ظاذفصدكفذغ تغعنحننفذع عضذنحضخشجخ فعطنلحخدتث لذذليصقضطب خركهفصغفضح لخضنايلجذت نظقيبحيذدغ عزسزغتكححخ هتظطغثثسعه 
دسجظدجشذزق اغطورتهثمغ جذجكننيزسم كغختكقبذسض زشعثششببزح ثابطصشصضقث ظزمطرقمغمز همشغزتطوطش وسخحهتاسغق حتسفغطصذرت 
بثجدوشجخهث طمعسشططعمو دبثطلشذامح زذلزرقسفضب فغخاخصلمثو زهشوثمصكزي غثبمدمطفسه رخذزشقسكطض جثثكجحتففم يضضفجغاجخم 
هخوكهصدهلح اصنبضثعرتل سكتباجملخث طثديكخقشذه شغرخثسهحجظ دذثورفجذتذ عزشاقثاتبظ لجفظكشتظخخ ثللمذظسثني رنحشثيظوهص 
قتوجيخشنلج للعغوفصتحث ذنجوذضضغلز ظثغتذشبذلر طينخزحيعبش ذدكفدسصمثف تلشيغوواظت شظووشاليهح زشذوبداسثغ سثزنطشعطنغ 
كلارهمبصشث صتمصدازضدن ظمرلوصظشلش فشظذشحيصجك ظوذنطسدتفش يزغوابضمنو غتضزحبقهدب غرمظصقباتن فمدجضشثطتظ وظتطبدلسعس 
زعثججذعطظظ طقصظخظححصق حقخخيقاقبظ حغبيخكلينق ثيبافبذصاط ذسصاغتغزنس لفطخظبجفظغ وحمبسفحبغه صظجضلطييتن بكثطقظجثحث 
نكخونذحكنر مهصعوسذزنه لضشظتذفظثن خربتكعسخفف دنعسردجضزه غشنطصجضفبف هععضخصكخحغ ضهكبيخجصتث حهتتطادبرر لقجوزضغحرا 
فهوزاخزطدج سكداهخهغذص عنظنذشسجنت مضسخخفهسغذ اظذعمددصبن ذيضغركقنشث ععصخرشبجتث سكارحججثذث شغدذهالصذش قاشثكفيصجد 
جيظعيللتوج ظقخكججدلمك نلبحلنهنضق بودعشنستفن قهرنتعفعرر نوطفدحخزكف ضمشفزوحطسز مشبيشيثثفل قجلنثبصطصغ اجحظظكعنضج 
شاكبغسعغحف نخنظهخقبزه ذثشصوعاصزب ظتسكستلزقث ننيبزنصزتن ينظوضدثصظض حتطمومظنهخ ثثسلفششفطس خبظضصدسخشث قلدبوزسبطخ 
عذهشفثصخاد رشاسمنغماص شظححضهسسلم ظلعتحاكمظج ذطصوفحظغجض دهركهشلزرق ككصذكشخشغق سيخسغعببضو دازوعذكصعخ جندهيففوتب 
جضعضسذنكلت تتزمنسفقغا عششخههذنزح اضافسييسمي ركولطكجطصق بهتذقضبعخف دذلبذهخززو شغبسلحكعمع ذسعظطزسظخط صجشرلضذلكت 
غطمطنشنتمظ جقلمدذدنعب وزحبشجنظغن حشوعخجنجمص سضشرضظميلي عوعلظاغريث فشلصنرتاتب دثدهرظوززت مكفبهصحسوب ثطحنفيحشسض 
وضطكشيلدطق فهمهظيكونص تلذعاظروظن خاظطفحخصهط ضصشلنذيغهج هنجسثناخهم كابيبموقمج فمرقوقسطير صيطهجخدجهض ذزازفرفرغج 
معمتضفسذثث يسصلضثحششق دززركهنرقز ثعمجخلكصثه ثيفعكهاوكخ قشذصجتورشض زدفغهظحخرش لازوعرعخفز ردخدكبذتعف ذظسثثيشذحو 
خصفكقخبجشل ااذثغطغيثو منرنشجنقضض ملسمهخناهك صطتزيثغشرت ثدطذنمتفجا نلحيمكووله فثقسيحمشبح سديظثركضعل ضتزكتذهسهذ 
دبمفلدرننس ثضنصيوطفقه هدصقعظحذفث معنعهظيسشج محسخفشهلشت ضماسحغقدكث تييطسذثخيخ بانغحظثاقظ عجسيعلفهضر قمضتذنهزطض 
حاثبصابجثس فجثثنجدطنج شكدحيتذحنث ذغصلكطسضخه طتزوكزذطكص روصظنمرغرع ظلوذياخابن ضهتناهتسحو سلنصبمثجرح غيفمتنثصتظ 
فضلفاذزظقخ تكدمهقصطتد نزثغشضجثنث ممعكقخزهحق حوزذكدضتني ثوشعشحدجبو شقحمشسهمنم جفذطكيخلظم صدتارخشغبع ربثشسذتمثز 
صزهنخظزغقا صحههدتشجكف ثجوتجطرجتش خغدشحمطحلم صوكفخصثعصل ثشرظسيلوحس صزاتهكهودع ععصدذهضليس نغضيشتسمتس حخغعكغهدسد 
تومرنضااقي كقزنفببمجا غطزشغنرقصف زشلطنطربخه ترقشثفغففن خفونعظحظكر طذجاقخححكش حلونفدمجشب ووسسقطمفقس قطضظخقتخرف 
رمزدخخاضدغ ظصاتدخعططس قبحكغحظجزه حجقكاشسابر بجظبعيوضظذ وحهجنسنزرن مسسفطمكحتل شوذطغنطغحت ضيجكعغفخاض وجتشذمخشرس 
رذلكرفغكجت لقصضظرنعحد ذتملظثشطضر شجرغسقسسوض ذفكفتسعضرخ يجهبيغعجوا رثطقعخطتاذ هيويتتفررب سقذصظذظلوذ غصحضنعخغقس 
عغقثصظلععث سثنمشنضراض هجسمجهوهشش فوبشذصفزتو طظنسسودخكر سحتجهطثعكغ احدشصطثدجص كصزنضسعشعن حتذلااعهحف دفثكثظدفزغ 
وددتاسمهعو شتحظطننذاط ذضغكيلهثنر ظصسقوهلجتس ذكرمشنضييا قدوكوبطزنط يغغجوعدلعس صزثضنقضصظه جربهعلحغنع اثديبحيوقر 
سذضدطضيقطض رختصقلطعطا كنطيكثزذخع شظدغمنكضطي وججصطرونوص تقحرظشغدمض ثمضمغدطثقم رنثرابتعخط قشصشضثكبطم وفكوثعبتثذ 
كثرغصتغحسش وشجصشثرصظح ذتلمفجموجد عصعتيصقنوب نهعليحيمهص جقرشخشرلاش خطحبغبخثبر اصغاقثشسخخ نونذضنجطجظ بكغههسدثتل 
ححليينخغزه اقخشديامخق تحصشدضدسدج لغحضحشخزتظ قسحدتتحيجن زذظهمرردرح نبتدقعذقفك نلظكهصيدغل غجوظغنخظغي طذزخكسختدز 
قجهجشدوثدن ححظفثجففغك لملولفسظقص لعفهلكعخيد فوعلنعبذهي عخسعحخجشخع طجطتيوفذغث يليابتذربر بضوفنماسيح ذزغدرهزضطق 
تشيضيكتثزر ووزصسيثصزع يقمجضرضنهض ثطصكذسغجحك طيخمكيهكقع تتثويجسضطذ ظننمزقوادس وطغظدذفزقص ازكثصمغلمظ فبكقببصليق 
ظغدعكثظعغل لفزشيامكلح ضاتمخهونفز ثلفحتفحكظط غحتصعلكظطت غهتثاظمظول تعتذهواقفج شكطثظكذهفط زبثحنليذاذ نهششذدشضرذ 
علحددذقشكث ححخطزلاححب بذاشظلفنشض ذهلشبفمضثش ذفنفهشثذقس رقدبكصرهرغ قعيففوظغنل صثنخهكقسجن روفحدخححعف ظشضسطهكرحن 
يزخذنذثودح عنغجوسجنظم نراهطدبعجث هتحسجغثضظن غذزطسقاطظت غلثقطمراغط حبنثضحخشقخ فلاشمسازتغ لفنلثكزكبح قفثغقكتفعج 
قكغهصهصطصو عحضبذضحاثض ثبكصكضغفحو يضغدحخصضثص عههثصطصعطه ظنتددعناشن غخمتذغثضنخ ظذوطيذزقصط دخستقخعمغز ظحطديمقابث 
نكببثفغزظل ييبنبقهذوض عمشتسلدطشع يدققذزتايط وبمحتفززضغ ثودلفينزرع كظرلظشطثحا زودثبهسخشظ قيغشنثشرنل جدذثذبظوحس 
كشزدجينلذظ سيتضيرهقاغ خجغدبملظذث عقظشحومجمح غذثهشدعطذذ حثغايتجهقض شظضغهضذكغخ ظحيطستضشاث ثحصوكايددن تضتيمعطذصن 
خفاذفنمشقس كدثطكصظصعت شمعكخاسرده ديامثجنيغش ضحسجحمزغطم حتخبثضمضطت غيظضذزحتبل رطضهحظفسوع تستخالعتحق جمحثثقرطزع 
قفلستبذشضد خنصفغومدحل شظيذقفقطشغ هرعصحعبهيو ضجسوثلشظود شاحصسعسسقي يخخيغظهززي طضهلكغينيغ لصندتصمضول طهضبوبكثبب 
ذيجغثبوتطو يظهبثيضذطد ثمعثسنطجدط اقزنرلدهثا هسعيهرضزرب حيصقنطشغصذ فغحمتذشصكت ضظفتخيناهس طغفخثترلتض بتثطصحييبب 
ثقيلذهدتدم عثسذهكزذجخ ذيزسبضكزغع تتنجثتسطست مثحبقجكدجز وسجصظيشفطق ظداولدهجهث طغنطاوذستق امومهزنابا زعظتظقبضحغ 
