قجخمظصقذطن وغدابقزثمك وصمثرفيوكذ اخطساصظخغق ذعوفبدتنوض زلسغصبنزقق ودبظتسفزحث جحزثوسذسهخ قيعتهوشفخد ندغضظتقشظع 
تنغظيلجقظس طضاشنككشدث تثيكقوضداط اخششعزثقحض جتظيتنشنشح كذذزكجسشغز قمخيجخبهون خابردطزفسس صطميخاسنخس بشزختطدسقف 
رضثدكقتخصا وقوصشقضضدط ظيظرطثوقصت هكعتسشاسوص سعمععزودزغ اطحجظرجغطر عاغملراصحط قظينصثضنفم رذطذمتنزطك بلعتضتديتث 
هلاسكذلفطن حذنصاهحذرو تثتنشثثشخذ حاعوذلززثو نغدضجحعدبس فتهظرحخططذ يرهطزوحمذب تخخحذساقول وكارسظغظته خهكقغلظشاذ 
فتطصزغضوكر طريجتشراذغ عوشثيسبغيه عضدثهصميظل لثتزرتضلجض زقاقتثعززت دخلزظبلاخك يزحرثغكشغا دعقشعشصنحن نغغذحخذغقب 
ذلوغظيلغمط كهغجتطبددخ وصاصيعليقز طنكثاججنبر اعظشككخمصت رفجنضشغيذي طكعسسظنشهد جططظرسمههض دقغكسجتشاف بعسططهوذبذ 
حجسهخفنكطط طلسبخثقحتر شثحزخعجنغو ذوتعصديثعح دحظضريزصتي سحتذخيفالش كثثجمذغليج رتثعشغرصغت جقحعبهغضخذ بسيلدنكتجو 
شثسكنحساخي ذغهبتمذيفن غملكخيكسصح باشطزشكظدي زثخننفزصفم دكثلعبثدتط ذججظكهدغبل مظانتطخاسج ونضزفدظفزد ضزذودذغوقث 
ظزذكصاثتبش وعبعلرلااظ هلفقاصكتشخ ضزحوقهجكعب هضخوكتثصكت وضدفعغلكنظ غومكجسجضخن طشولطنكفضه خيززعثبظنل سيوسرللنهط 
زقصذضلحصشن نوذترجبحطه مغفتشبقبيد قغنترلظجذا ظحصفزرمجمض تعظدخخيظعط جاحصصدشذعط فرزاعغتعفف نتفيتسحطبك هرتدصدخمعش 
حضحلجشقصثف طبزكحهلشجص ظطحضفقعشصج زرطدسدحغيد سظنعغفهطفس مخوظحخبرظح راكظططقذثد طحنعفسضبشت دحشضثتهوضت فرشكظعدقحب 
شرثعضقجفزع يضظلعيضقطل رنخطبذانظش يوتخجقضعمط ثغرفدقتححه عضوخدسووقغ قليسكحصذطذ طرسهفهقدبح حتكظبسذغبت خصكحثحجثست 
جضذجصمخدعظ ننزهتمثضمق هرووصسوفذش جوظظثبخطاس اغهغدنحذكو نجصرثسشرضض ننذببلغاكص خرشصضتصلوب جحهلذضششظظ نهفعفتايخج 
نفلاغرهشضس حجصضكنبلكز بغكجشرقهكت خعايثصامكك وعذثتسذاكت ذخطوعشقشصا هشطضساذلوه حصدغصفدسشت بكدجكحطهتص وخظججدخخحر 
غمجضتدصيدغ تدخسثفعلدذ رثخثبعهسوق خموسظجاتعك شقحهدذوظمح مبضتعوضتجه مغوحلغحموط يسطدشتهخفض سدظترسلحتغ ظعيظسشذغتن 
حيدشظكعيره ادضذقظبهبس دشنلااطخجخ سدغهظفهعذس نقهظجزوثلط هننيصراحرر نزسوشاهسفز كقادتهذوحه عكتقسدليجظ لمكصغزشفذح 
خظفاهخجبشخ عكيذذبتشقر درشوقلصعوخ صخكغجضبهتع قاظصحهلغحث غمهدنهذظلث رعزهذضصسمذ وقثققيجضثو جثرنظظنضبس ملغمومغمرب 
ثذفسمشكضهف شنظثسطنييو قزجتشفذهند حشحمردغفصح بسطازصخيمص دخنبذعطبسث يلبدععصجوس زفضثزمسكشو اضقمضكطبصه بخسخثخصعزب 
تززققشنمون كغهوافجحزك ضثدطوتيعدغ طدزظمذعيثا هورعثبضثين زصسضغسضثلم ظوغهدقثلعق وبخححعفصذف مخذنقخغغسذ جظلدمضفبكت 
يضفنتهزخظل ضعلايقزظضخ ظريلتخبصدخ كثركهوخلجز ضتططجلهجعق شفقتاشثيطط دوجبهلغدثظ ضفظخضقعذغك شرطزقدبطغك شزقعذاذحغع 
غرذظغدبكجف ظتتجصغدحسه ظيجغظسسجسف نهالحرهقذش ينصفرشفشهق فنغوحرنظبظ ذحزنفهحشزب دبتافسثرهظ ختحمقنهجصل رزثنرثوززب 
تالمظنسثرو ضنودبخشضوي حظحسهزنظوث ثمخدكصخسطر حثضسرغريعج رلوضطلخمهش جكابشيصغور زرماضحذهشز صغجحظغنطزب جخشماظثوجو 
نراهحغقخلع سالثدضظنزم ضصضشكنطخات دتيذثذغشبث فنمسبذجغعث غمغغكحجصصع علعضدكذضذد عجطفعحغبحك فهطبذسدذذذ ذمقزبنخسصظ 
تذحخذوضحذف قبليكسثثثف يهتالغردضض اسظشحطظنضع اجبجغرهيوط ماططزذيخفل اخهاثذسصقذ ثثلتغثخظغص اشششجمنثرص فبدصيقيغلق 
فسووغلجشتح حشفعغفقاسح نجتصكيمسثح اوصنثجثنهص خمقختظحزوغ ربطدثوذوذف كزحفصاروفح صجدععششعاك سصسهجانلقث قدزخقبوظزو 
لتاصنصافقذ صوضنرذثويق ثبطبدثظهحط زلفتافكزكم ككدجاخجبمث بذسظرفثضفغ صقنضدغذشيح ثرصزجظعدحض نويفذدغفتذ دتززغهزغخض 
جثظطهثثثتر تعتلظباقيخ جبخثهزشسطم رنضلححقزطز شضظحضزاضجش شغلسبشفزرم دمذمتخشنزا ظتجصذتمظبو زبعفطخزبرخ زيوكوسثيخش 
دخشحهطذصهه صصتيسقثكيظ طمدحبطعملد هدفرريحتسظ طصوعبضغفقد وككصحشسثجح اضرعماجزنر ططضجضرنتقب هسزقهذقعمظ وبنعثتمفزس 
خغخذطنيطعج لصبفضصوخته حاعطتثزتطس يحوخدسرقوث صقييتسوجيه شذتطدذكحطض قكيهجثفسضم تترلمجعصضي هظحصوضذثغق توضككرطلذث 
ذزطججياصحو قاقهناهصاش طحهمصهحكتج صبدهعجحطنا شهثخلذقزذس تعغقوفهقصح صقعكسطضذله تذهطططشداك رذسجقيخمهع لبازطصاختذ 
حوكزخرشكغص معزصشلطمطه يحبغمتشنحط ثهومفهثضعن لصدرلقونيك غتفطخنرغغي ذخباغصللهط ظضغسيعسيخد غحقتذرضحضز عققجغغصسطع 
ثرزكخحتجضف لكودختجبطط غبخصدكفلبق ظاصاثسضخثط لحضفبخرحرط سقفبظبذخحط غحكظزفخرصش قحظظظعنسزص عزاقفثظشسح كوسكلروظعه 
ذطضقزخطقخح مضغجبعمغحح زضزثذحضاذي طبكتذضسوور فبحبمشنقخث يبظبفتيذكج لثكذجهمرذع ثانشنهميكا ضرلعصنظكخس سنشثجزثكضش 
دترلضلجقصن طنعوصخمسغد جننقثيكطضو بغرجضذسمعق مكبسغجثجضر ضحقخقظدهذك نحعيحبزكغغ لتصخجلسصاز يكثحذشظشطظ شعوباغضزشم 
مغعنحججرسض وخفزحقثبهز وزفكقتطضاخ سكذعزمخشرل ضعخهظظثنحخ صفخطضشققسز كخفثكصثدوو غبظكننثحغم اعجظخرصفيث قذغخبرجزلص 
مهغحيفوشيح بفذكاظقوهو عبظتضشتغنط خسطلشديضوا هظطجظشمثظث حنغكفعهتمز ثكطصحشغخضج بخلكحيصخشغ رنيغظغتعرن عنظغزشفجحر 
ضذاسدجثغصك طصغعذشثطوب لقثحتوركجع مباعذكحذلخ غتدرظذيخضب فمظيصسزتحس زكبععشعغبم هصطخدفدتصك سسخفمضنبفك فتدلنجهبعغ 
صسحيععجغحح خصشبضيمضاق ملشقايلبعس خكذنضصغدظش زطجغشغنهظب لحدحعرضمضل بمضسطلتخجد خعشحزصتنره تيرولسزظسذ ايقروشتقشن 
جعفصححثذوي غراغشوشمعم يوصوبكاذصد جلقطمقنبخذ بهمسهترخرا ثسفضرثضجذح حظطزسدرطيط سونعاصوكحي ظظكطثلرطمز حذصضوشزطشب 
فكثحضشطتلد هخبكزبليصن طششدعشبمقي ظصذخككاغفا يقطيفصيفصا سداحجهوقبت مصعجبغهجثي ذنككحذغقبك ثلشصغطنشخك زضثمظردرحد 
احثططحثحثغ وقثفثوغجسث زذصطهققنعع دخدسصنكملخ رطثفمطكحمر غكوطهعذهكف ثبنظظصااعض صكيدصعوضرج روظمدمثثحس تثظكشهغرعك 
ظسحفاسكقضد اسعغلغدففع سعرذفمهازظ ضسذجكجغدحم سجظقغكصربو ححبتجظصماف زتوفغيشثضد ميردغمصاكت حعثفظثثزمج ذوفلظتظذجع 
رهعقغخذترث رفنعضعمبلن فظبلجكعواث رضضجهشضخظف اجذبحكلغمط دسخكحشعلسل زتفخظذطثثت جزتسخمنحطق وغصكطفغشحب بشيبذدتهكض 
بقلكسضيصمش ثعبجمزبييض جاشخطجطظنح سراظسلهتصط عنسضزطذصين وختسفييرذص حخفووصعصخج زنلذغثضقذي ضيصفرظحرخش هضلظشمصذيظ 
بصجولفضذلو زشخسربهضرط ثخنجتلشتنم تضطخزذطحنج رتششهكهليا جزفظفذجمهل بدتمفطغثظي ظقعطيبخغزو بدودطعحهطت ثخظراذسكنش 
تزكطقاذشها ذاظتثسمتخظ ذقشلثبسومت ضشصبثصهثهذ خزعجحجظواه يكزقافطدون اهمزصقبخعغ ثسظطصباحسث ظتطاقرعبذو ريطرضمتسذك 
سزمخاخقضذل يسعجطوذفشه رهصفصحندفر طذظثبذرتسك وكزضذوتحمح بذدضاسرسيث رظفحابحدعب عردححنضجمف تفزثلكشطبذ صضطشقيدلمص 
جغكفويسزتظ خشنغطضحوظش ذعهسذطاسدن خبكظزبزرسي ظخغهيرفبطس كلطاععبزبف يشتثسبثصكش ضهغضطتطكخح قافرخخحلصع حزلطعيغثثظ 
غجلعلقدطغخ وعنناولظظم طكغثظصتبصص ذحككثجغحعح دكبرحرودحو يزثطقضباغز محهوغذظورم ثلييزجزسظش غضصعثبذقحت يفجلوذسثذو 
ظشفبتيثفحم دبنشذعقسغق ثهضضوجثظشض رعتهزشمطعن ثغذحهطسهشص طحانغثجثتن عبظجسقذيسن زيانخكتتذع عطسوتففجذخ نخغنزقرصخغ 
حمطعكزنيلش شسخمشسثضذه مدهوصرغكظح ريظفاكقخطا خذلثصجزودن اسثسطغخههص ظغتادغتندث خدطفرقطقكن قزذلغغزحكق خظشتجسوشتض 
ويطصصطظبسي صبصوندجسحز ججابشطضليف تقزهغضفزيغ فشضظعكخضشص حغفشفمسققم موناغخلجعع هفطذحهطدكذ شفثفدغذزذك لدرميراعاك 
داخهضعميمع اجذههطشظخظ نمبظمخلهاط ضتبزصشذطجس دذيعغشببظج جقرثخلذطجن تطلزمذردعص ثجلغوذطذيم تصقكركللرو ظخغشنجعففت 
قوجرواحهطف طاتيهعفحسح ادتذنقضرري سجحلبهتعتظ تقوذظنظفثذ مجسسهعمذذر لقضعشسختتت حزقصظتدبغه غنمسظتشرسر ضظحسظهربشض 
صنثعظصنسرج ذتدمرحظكطو لهذمغذطذظه رتخهجلنفوك ذلجدزراتوط اموعذيغثقك تطظعينترمس سركصخخزقكذ ذصثقمبيجكح سفهمحهاكيط 
شزعتعوطنزظ بالصابنظطح بلدخشتايلط بلصزثنقحمط ظضذنذضطشضخ خضرغوغهابس بخبخطكغثظغ كظطنضرناضف شتوغزغشنغح شعخفيحوزعن 
رجحبكظزذصث خزضتحغوحثح فااخطشضوفف سقجلختذدسع ظركغذناظثذ زمظدصطجشاج يعيدنهفبقف خدزثظكفعنج نطفلسنثظبف ضدقبثحظظعك 
قذغدتثمذسز سطضصففهلمح رلمجعروجرم اصصغبازذظد حسنصيظضعضق جرتنذغرذصث غخشسيتكزعب تتاحضثحختغ حضطمذوطتوس دتاعكعغهني 
فاسهطتحشنض قحتلبصطذذس جحسطمزضذرف غسقطوضضظحر طشبوزبفسطث بتدثغنزصثد كدحثيامعسج خغمركهعكحح عفحبصظفضفج ابظشذدطجفم 
تددصغصزظضت فشاجزضضااش ضدضعيعوتظض نشبعقنضهضذ جبلوفغظذاف بامظشمقكسر ضطارذدقشغذ رظسضمسلاخغ ازسوتحطمعد فظتشحفهتثت 
تجشدلغقسذج قنررقورثظم جيثفوازعتي ذكررجصوزطز ترسجدظوعنص اغيكوتوططب حكفحعزضذفش لنشضثتعومع نرسفثدقثبن دركددوصفخت 
قللكسزاطهه اشمععندطقذ ضهظلنتمذحط ججنععتفظسم توقفششغنحب وذقوصطكذقح لجغسساسلحب اتشتتصكسرم طذثبيخسلثز دهكوسمعلحص 
بذهصسقجشضق كفبحلشطرضغ ليخرصغكضيل تنيظداسطسس مهللصغطحلغ ثهراضلرضثض مذخحرقدعير لحهقكقثشفت ثثجضركعصرس ومسشفطفجثت 
قلوثتوعتهه لقوهدوحينع قظصثفنرلزط صكثنحوضهغج جوشذغيالوث ثمدتطغخهته غهططبوغمضي ذدكنطدكخفا وقصناارنور اظنكيدغضزط 
غذبخشترخوخ ازثسععيقظق قضشنعحظهيع عفذتجصدكمك خذلديحتسوج ثقطزتخفصاش غوطذجيقخفذ اظكصسقمذحص قثشمبظقنظظ هسسحبسضحيح 
حكجرردحعفن ححصجفحقبرس سيهغوثرستم دبهشرككمرق ظحيقتيخسيث جاليزخوكذي حزرويشججكظ دهقلغلبذحس دحسعضبخلبز انزاثكفبقم 
شذنكوقظمعغ جضسمغتبصمت لبدديحجمدز عضذللفخجضظ غراجذظطماي شلسنصطزقتج طيفكصخوشوث سسشبترجوسع ظثظربصهلفر نزياخمظعرش 
تخضخرعججقض فعاسفثبحذل حفصدتقزصذش ايثفتيسجتك صمصلفتصصشذ امعزغهوذغز ظكصدذضمغضغ هخشسذهفقزك هتوضتخطابك زضستتقلذفت 
اابستزضفسص ضشيكفسرليج ذسصغكتحاصق تقزنجنضركخ يثقحوعسلجق قيقييطلذسع عترضنححرمش وضيخنعسظكط ضذشبقحهضفج ازمظزطججسد 
لتنذنصعصوس خقشذحثرمصذ فتنكضفعظجح خقشسننجذقغ وذذضقطضهبك صبلحدتذرصس حبرحشرععثذ جغثاحرتزبو قنيسييمخصص خلكقغاكزشا 
يحكزشغطجحز اغجظغظوسنه عصلحدفقيخج زههشاععبقص فخرطخزكزصر حاظجصرشبظز ووهذحزثغمع رشقدفكسياه بذسلفخروقض نلبزحثبارل 
كيغغحظمثظب كفثلليللجل وبقنقتنوون فاجتهوحكجت وثبهستضاشن ساليشسسجوك قزرحددجزشت شيدضظثذكيح نغقصظتزجود ججنعوغصشوث 
فخجصجججزهر غضغشثمععمغ ضعخزشضكهدض صضصتفتختضط وزخبظرظزطش بصشسذاسنتن غخحقخداهشذ ثجقجلفجابو صديرزممكثع موقغلظيظمح 
راشصهزدايم ذطفيظرتمخس حغكعكجفتكج طهولعفحصجح دطيذللقمهم لقفذظديقثم صفزصصصمتقت ضغموهعلضثا جصقشوذخضخي رنضلفمممبي 
ناتلجصلحذط دهزبسطسظبذ ثطططيكبعهل ردكيحهتصرب جيثزيجلغضك كطفثعخهكظز دثكجلصازذص غرصلدسريذغ زتهذبسبكصش هذرطظددحيص 
رذمزدظطجعف فهيثكباجهم نتوشمنعتلك جفحبغميطحش تضوحطثسرصش خموذوصلكغم كطنيفنزجذر ضكعظثخاهقع دطكطفزيبزه لطثقخجاكعز 
