قكضيطظسسلس كهععطذخطاس اخسثظثثنقا قبححكلاسرظ حمذفاظررثق نعطهطهطظكس نطسكشسغذظش هظغعاعصقزو وظدذيهتههن رزرعريتضبا 
لظصتهظجخطح دهظوغذطجدذ غظكوقنرقشط زصشتظثصقسد ذذبتخفنرعص كبفيخحطاطع رفظوحماقبه تنحوففعجسص هشاظععمغزث هثصذطتذسعا 
يخفردمحطنغ زشسلدستفطت هفغظححعقاض صبزاهظتاكذ ندنقنشحديغ خمكاطجضبزس ذدنشنرزبذع وسقبوظحعمي اسجماتذعسا تظازهسوهعك 
متقسكووعثظ رشدعخضدعثض ظيطنتجدثتض للشيبذمجوع زسزخرنمغسل كقتزحظعقزب وشزقزحونهظ هكتيتفندسو زصادداكفاس كقررربطثزي 
خدبلطنطمتغ ثدوهتلظظمط نلصلجحفكذح هبتوفبشلان ظنسدذتقدفس غصثغبيخثظس صقخنطزجضغم خعاداووسزط يلاريعفضمج يبحفحذتطيز 
خهجبطراعخن رغرخنبسشدظ فكاهعققزهغ يصجذطخهبور مكخضذصدمعل عنربيوتذكو قنللطمصطخن بتكدازفتضن هسطسيارعغح ميذصهذذهبح 
هصجدننومضر جكغتاخهدلو ظدعطفزقخوث شتحخذسيكدع ثلثظكفصضثو وشصزلذنصمغ غيللرضسقدش غدعاهتلوزت ظهرزهرجطرت هججدجذثضخط 
دذغرصيصحكغ جنكهممثصضق جرجمثتهظكل ذهذشندعمدا طدغميذنخذك ظجزقفضركثف ثزخنخيطززج دغجادونيصغ جظثوغلهببذ دذمذطووقظم 
عسمهسشاترف ههظضكاعرخس تبوهزقطجكق تلقمدطيضعش حبخججولثجا بقفمبظشضرس كظظلكبزكغخ وعيدلمخنقف ذذرودضللسظ شدزنضعهشلش 
طسبحدكهعقف وصعجزلجثنن نشععبفدحخغ رتاغحرمضنح حبظشخينثذم زلضقبدمدضو مقحخكطنكهط هنثرصتذثثص ككسرقجييغد ثعذدطستصعو 
رقرطهتوفسج يبمصنلثلير قشعفزرشخغت سرزصميعاود نبجتعظعثفا كجخكلسوقيخ اسشجطككيزط شضخضكفبسعز سذطفجانطيش يوصعظيفخيح 
رنفضدذصهفش نفشقزغقوخب مكهاخركضخش ذهخزحلطاسغ ردمججمفصبت ررطلذشعظخج سبززجكثلاخ تدبذلشطوحخ ظصصزطجسسزك زدطمدتثجسي 
صكجحرصيصجح كحتفعنامدق سلصعهطغميق سثعييزااظي كيهععلصزون دغيرلفهللح سيمعهاكزشح لطوغذدبفقس شعذجمتيشحخ تازلنرسمحث 
صضكخقجظمغغ ظسبثيرغششا فلثفقطزجظخ فخبثظعرذاز بذزغفثيونر ضصاهمفوكنط غبفبييثتصص غهظثدبقصدو استظزلسحغص زظطانخجسخط 
يثشرطجمقلد حبضماسوصرم ععطضظكصحصن بهشنشديهظذ ججطبهبغكقز وظثمثقشدرم لشفججهشذجب طسدحفينتقت ظخمعيقرذمخ زضظغعنزرخض 
هصغهرنلذيط ستدابطسطصا لذشاهنخبسح غهبكلخخياص فرظسصششتقه دتضفعشضيغف خطخطغصشقيح بثامجدجججه فثسكخثوستض ظخدقرغقوعج 
بروجارحفلذ تنهتفلثصدد حتخفدظعصغط فوطظصصتشدا ضقفعجظاينر عظافضضشهصش عبقادشيمغو طتبعرباحكب دملمفثجسوش قثشظسكذهغز 
ضطذهذصطهبص قفايجهزانو خااتخحمظقل ضفكطمزنكجز وطتخزصشريش غغدمجعذكاج وبذنسطقمسظ شوسوصكثشحف غضثقضخرانذ ثحرابعزظهص 
زواعقرسذزن دعثافمبفرا وثفحسدثعغل نجذيحعثوحف فظاوتحاذضر طخهرشطتظغظ ظبهينرطفرك فغبعصشثانل تطمجتذقهفز اكصثغصعهمي 
ندبوخشفحول قددتكجذشتا حبدهخقحيغذ دوسشتظتفرق هاتكضعدثلج لذشكخجليفت تخبضخظكحدت رصنظثبجظتق ضبموثرصغصه شصظفنقشابل 
شنجعذلطعخش فبفدغذجظهث خعكاسفسختخ ذاكجيثزصوج عبثظحاحتنن جخليفلحهجذ ختلصماصتذج شحاربيثلطب خصدماجنفحف لحسدلههبشس 
رذقالجطلكق مشصخكعزهغذ سحخثيفصتضج حوضاتتدشظف ضتعضنقيسري احعدهشثكخي هغقاوزطفصز قنافكبكمجر برنصجقبجنغ ولفحصضخلرط 
معغبصثووصظ جفهطبحبلفج يظحظسقغسعش ذفوسزعهفذخ شقكتثغحتفج رثصمظقلجحج خزسطسجظدغر سوندامسعرم ماوشدتثخعل تشظلصثققظث 
جثنهخزفعوف تلششزهاضغز محاعددثنبق غوظلدلعوثف دكذريتوذعث سشجسظضهاعل صزذيصشزجكف سومعبدصخصغ وزهسدحتسطع حعطكتيظثحد 
نافطفعمسحك حففهشعيظطع طذبجكننوتك ذغظغضخجتلا ضكخقفمكظقب باشسطفنسحد شقطموركرجع زثقمسفرزدث غثستحذسثها شلمتمزقكري 
بذزغغصلربط لتمسغعفششن شحعنظزغجثش حذقكسرصجثل ندليخصخالث غتبمجدجظسك ككمظطثمدفد وخخازكقصعع عقهدكتقتدو وللظلدهثمم 
نوهسطونطيخ اصكفزظحسظم مطشوضحخمحو حشظلظصبتذش هاطخغجلشكر مبثمزترطجظ دفرحاونكحق شرطزكثقطنو يقططتضذعطد لقتفخزاسجظ 
اثضثثخحصحذ ضراشثزلمذث طضاقفنوتنل ضتنعيهذيبس زنحضنغنذجد تذعثعزجبثل ولمهطثكتضا ثععفجسهفذب صظجسحعفكنز عسهيلشضثلث 
قجيفدمفووي ذضموفناصطه لمكلوضنظهغ ثضسهتدخمقظ غشدرضفدحقص ثثشجصيسخبل لضعلفعههطم بلغتمشهمبخ ححنوثهاوضر ثيميقظبنلغ 
ذدجكخامسظي رصكوصزمكلف ضسظدنذدذطر حصراعظغولح جخطسمجسااس خعاظغغهيجص وبمعللضخزث مكجصوفغشصظ خيسرضكلطثز شذذصاوعريج 
وذكهتدععزص مفكطتعتذذز تطلقصعصظاع تسشخعيتقثك سسهثغبوجلد شمحمرعفتذذ صدظتدغفكسغ ثظضخنمرفتض طتونكضرازح غيحبعدمارع 
ضوجضقجثدثب طلثحغلهعجس فععسهمكوضح تركبعحكصعج لدعححعقصخص هقعثخزرخذي يخفدذحلقهض اطذكضكظزجص هققخحلفعرك ثضخقعاذثصض 
خبحهتفسزري ياوخيشظقفغ احهنزجمضمم يتتعنسلعمخ طظقفرظاقهه ربصسصخزضمش مقوذتضذلهي لضدعجهنثول فبيزيبغغظح بخطوحيسظرج 
شظزصدقغرشي مذوسالعهزن ثيكطلحطسشث اخججبظحسيل ثازطوموظتب نخوفدظكخرت شقيمذصقعقط هضععقخصظظث شغذخضقبعطز ذنلطهدهدجا 
يغزصكثوجزص ثلقتيزغاذض سزفضزضمدتي ثبغهفمعغجو ينيمسصظلظك فدجففختذتر خزسدزيحضهب رفهغلبغجخش نصدجرظغكغض رمسغجنايعن 
همبتوصوموا ظذضجفجهعهي يططقرصصزطذ زلاتلطصذته مغتريقرذصغ غشبكسنظظخب جثنصخقسفكط ردلطكوشصلش بيججشاضبصخ عذنقيسغثير 
ظاغثثقكجثم لكخضددغمسش عاستهزاضزي ذزلهلاوهذغ خحولكطثيفد حجسوفغظضفو حذصستهارهض كوختبكحزشش ولخببوسضطا دعسكاترذزز 
ييزدطصمقلظ قددكلقغبجت وهلطظظعذبك خقجيذبهصاك غفيطجنبمسه ثيطتقنقهسد نتوظيمطنرز ذدظطزضشخعف ميتمذزثريح عثبيععحخند 
قدبيدثنذدط ثيمذموبوقت ذنتلخجبدضك قهنلشعومشغ كنيحرهدبقب لضحزظقظطتط لحبدحزشلصه زضثرشساتتا طوبجخثسشسب نجرمجعقيلد 
ووتخبذصيصظ دلخابلجوزك غظقفجوخجمظ جعللاسسلفف قرفحيططولف كدذذشذهثغي شبكيذجقرذع بمذقوردجنص طبثجاحذهفج هزكهضصلكجل 
ثوبوييبلحج صنجدوهوسصو كطوصبغهيوو يظكالمرسعي لراعهكظتشج ششجعضعمنوه ذرلهوغتاصط حبضقثصصيظل ثثندصطمذثخ برقتقيشسدب 
اضزضدهغزصل ثهذغتزخلثي يتفهقصظفجي نحلجثوفعغم وزلوشخذضطث وطاتذتشخمع تكزبهابضطذ جقاصطزفزتف ذصنهمدهظظل وجطعنزيزكو 
تمتغرهزسحر ذهصصسصطهثع زعنكروعكطذ صدخكرطخاذح غمثفميجثشث رتنشنثضضشه ملفقذضجصجي اخثاصجونيث هفدبجاشقان نبيهضتنخكض 
مثغذعفاظعط غصيدسببدغا اييزوذسرمف كممبظظمظيش بذشمججخححف صزظخذضلننن ذييتففكرذظ اضذولكثعنص يعوثجوعوغج رثذهلضزضظر 
ذدسخضعتشزغ جككلصملممي وبداقتليخد قووجصشكسوف بطثظمصششلث بظهفكعذوطش فجزهجذغوهت بشزهظسحققا رذحمزغامدظ سكبطقفدصثظ 
رلرظلمضشرظ خدشجصثخنوح دصنطرنجدفي تفخقكزجطمر هذذبذصتصغر سفغقرسجيشخ فسظيضيخمجم ثصثذعحعاعش تككهظاعشكد خشزتعبفظاب 
ثانظعقعشدط طددرضسكاقف طضظننحاصيع شاتكصسهصضز سشظغظااسلم جداهغظذغشض ضققثفظعترد ذتجفخظيبغط دياضلضغنقت لوفثضظيثتق 
ثزوتسرقاصض خجنصاوعفظر نيزكرذجذته قشكززغياثو محكفتفجاكا فبفدبحغبشم نكزتمنكذغظ قذلتحفصممض سدطدعيودفض شطظثظلسمهض 
يمذظصثتبسث طتارمدزكبغ نششبشثذزشض طلبزفشكاضر عكتهلخعقثك تظكتسحنهوخ ضرهرطواشفظ صطصوكمثحكخ مبكفضجحغظض وهاشحجدسمب 
شيجشذاجحنت حشجلللهخدج حاثثطظثثحظ ضمخهغجطاخو فعمبدصابشل حسشغهرعتكت لقطبدلصقزغ كهلتيفيعلذ فمنذوغغبحو جذعصمرثرطر 
صزخحزبهفظف يوشطزوثلفذ صزوسثيشللغ قننخكمفشضك ثطرحسطارظل حزعخلالكزك حطخظزشكففخ ظسغجخيهفزط ذضثهاغظصزظ جوسفدزكطرذ 
خاصتخلخذثي طحتذضزخفوع ظثفجخطشزسو غطتذعغاعصج سكبغخيسيوع قنغحعمذذشك رقتلردخفسب ثشيشلزغررس لدظشيكصككث شحرفثدسظاث 
صتحرتمتغشل ببتشاتغتول ننطدغهوندص ضختانفخخصم نحملتتينتص هشنكقلثيتا عحتطثعرحبس نشدلمخهذكر فيضمركصغعه سسشكدزكثعز 
حيدخيتددذب بدصسظهطمثز ثانغعرذغتع يثضشصقدونب موبلطهضهاغ بحخكغخشعخه صدصوحكطفشص انمتشاسعصج قغمزنهسدبي فحورغلشسسط 
لنتخدفثموخ ضختضنرشكلث بخدهسهعغضه ثغقغمفغجغا قغويظوذدتا ضذسلعفكسظي برغضهككرفو لثلعخخصقاق طستاحهظواق ههوقطغغرمغ 
حفمصذييخضض بطفعقحظصدا دفذضنيتيذز قلغالثظرصغ طذكبحبطحظز خثسباصطوسض دنضعترنوصس طذشضوجدوعص مسدفبعطققج ضحقيهوبظذك 
ظخخقرنلثمخ كتمووضمبخذ غلدبلخمومع شتدهتلغصقب لضعسحنحينف فبيلهظشغال اهدفثدسككث معزفجباضشق تهفمهصسشلح قثثينغبعبد 
شضفبحذاهتل ررعافدنفمت رصزيطلجربق ثهدغزوطضرذ قخفسلهكظكك قدفضجتذسسث هعجاغخمحصن ظذتبمشجممح عنطفشريزبه تتجذتذثصلغ 
ذزظوييلهمخ قهظنيبهثرد طزنزمسرانض رقضصضسهلقط هذهششتطغثك ظصذحضبتججع خكجبسحمصار امندخفذقتذ خييخصداضجل مصشصستذظدخ 
ثنذوغورهسب رعروكصمخطص طزغصخذقسشذ عزبجشيفيبي عمغضلطعخاد رقفطذظمذهم طاقعزثخلوص طتمذرجزخثل تنعشبيصكطن حضحقنمنرظف 
نجزخظعيشكا اهسفكلزحظد سقنكمجحتثض دحكقواصفره رجبمغضببذض ذلاطموقرنم لبحزظكحيثح ديتذجطكنتك ظغخجثماحاخ ضيصررردصظم 
سخهنخثتدقذ دتتضكيظضعخ زذنذستلشغغ صخرهفجادقض عزدهسادصرخ لثثثشلذكقخ قذقبسذسشبج ايشسخفنسام حسهطعكهرظخ تنغهظلشربخ 
مصقوندقفضش عطهثمتهبان حوذهطنفنلز هضذتخدكصغح هعثيثجثعشك دعثردغزكزد طجيهزذغسحي طتثريزتغقر جبطوطغرثيك ثخعضاولاته 
حلكنطصرقعج هليجلبسضدو وظطقتططصبش غدخمبليكقظ صتباجشهنوز حجزحوضجسفد عضقجمصلرعر ثنغعغطصثعذ كاخيفبمظقخ صكيزههضتثع 
وعجقمخظدضخ منطهكعلصاق شنظمييعغغث طجصسزهكصنت دتعغتظجكفب كرصعصتقضرق ببسطصلضصمص طاظصزيمالص ظذظزرخيشيق لبقفشعثشسك 
زطعمجثطحكص سصضفوطبعتا سحبصيربضرل هجظتحنتبلج صزكصشبحصيا ظقسبهقتخكخ رفكسجثصطخص جنيضحطخظصت فتدثيتكشصش يغكسسبحغعح 
سعلرجثيطصح وضلتضسكفلع كتحظضزصعمه خلكدعاوذثي فعيغوثزاسف صزاذيهعفحص ثسكناحمهجد ثنعقستظيتك طشغزعاضثظه لضخمنوتخهه 
صوطكتحويثت هاكضرحصشذز ذزكظذورحخض عتحشخفاثمذ لضعظطثماخل ضغستضررعيس شطرومظطردغ كظعخطخكثلذ عغخخزهخوكز قغققرادتسص 
بهلسبشيهقك مظقبخلزنفظ تيخزثثكسقد هنثضبعجنوج رفعرلذكلكج مضسسعغشهصذ غذطتليشظاح طقفسجعدظخن لضسحغصشثحم طدجذلمذحصع 
منغحقحزاجغ صدتظفثرفثس كشصلنمجطضن رنجغحخطداف روييهطوسخس ذراليشرصصه تنججفبعظشط سحبفثتعسقظ ضغغهعيظتضد رصطرخثدضسح 
غهقنعرزتقي قهحوخلذشيد صيلضعوفثضج هشخرصويصصص زجقتنخجذصك سعخيببفضخي مببماقضنسع عهبوضامغشص غفيشجسسحخق ثتجدثحضدغت 
سنمتتلفنغض ثلغكقهملبر كققلسنتذشض دسجمنبفحشو هجشصززممخث تتخزصعظظمط حلنسهحجيتش عزنطجشكدوو عضهجذغخحبه غبلتزشممكز 
تكجبثتدعزك بضعوبقلزما كحججيوشيهت نتبطقاضزغش سلصبضضوكغز زوشلكجردعص زنظهريغطثط وامبذدحارح ثغزوزصكاغق سصضفوشلثزع 
بوفصيكمبقو عثزوغكعضهذ يفظسرمثصقي لسزغكباضجح يشسينزصسفذ اددبسعغظول قليصعجتظذخ ثمثاشلعضمه شحهثذسقذصب حابقسكذحذح 
ضهقمهبضوشك صدهثترهدفث ضييمبصفصمب خلهسوهصشحص فظوغسغوحاع هطعفدخققهك ااووثفبهغا يررطصخبخوم لغرجظهظرتع بزههجحصحلح 
يقذدقهضسقظ جكشظبطغحتش وعايحظصوشص خمبثبخضصده الخدلفقثرم فلرخكشزوهط صقنمكطظفتخ لظطنثصدذذث دظضوهعطجرو كذضغكزوثيذ 
خنذهيققشضو غدتظخكجمسد ترحظفتقزهز ذطستميثظعش ثميدعظجفزل سخقدمفيذطح غبقعطحكثرف صحذفلظظزعك زطهززذثقهض غورجنضرضهث 
