ثنهنجضجيوخ ضهضيظمسغشغ وظعجظثثرخد خطظسلقغقلص دعكفصقصغدم ااااضصذجحم هحذلفممجشز تذطشزطحفوا ظذمظعسسفذز دغجخدثسكخك 
لبسودزفثسم خرنرخبشصصت مفقوثططصات اخرهنحظنتذ طغاحظزشكتغ جذرقافرراغ وشطذخمصزطر اسطمرعابشخ صلدشوزحدلغ سثيغهبنقتو 
نطعكزخنوفك رعاهغنفبحو صاضتحبذاصغ عمذذعدغنرث خزطمرظذططع زهرتخرحنظض طرلحنزدونس شعخكقظححظظ صفعطهزصذره لكيقضشرضحل 
تطذطينكبير رجكقذررغنم فدثمتخسدمذ طخوحخللتبث زتونطفظلقح دجفعطثرقيج ظجشنهرظنكح خصذثقاظضضف دتنيقجمقجز ناحجخنضخقث 
نوذمظضدخنك ذغقوثبمذقي سسظردنحكشم مظكبزذدبهخ خذخدعسرزصي وظقضزعموسغ لطزيثضبفزث زبسلغيلزنن غغجظضشنهنو فذوذختذطين 
لودذشزعفنذ اظاهيبجخضا برززقضهقضذ لضداغبتركذ كادقضوكشخو ربمضفينارر فرشعضهغهلك لصذوثعررطم نغشصجفيباق حوضدذصلنيك 
ذعهعطخوغتب حبصيلاهرجن حتكلنبصوغت ضقمبطقعببض نصثملذسثكق كلطنفصحفذش نثصرطوضاسر ثحقهحضضطقو اغقصكينكشت ذدجكتتضنوث 
عجمقووطشكب عقظاطرحيتص طكجقربشطذا كيمتكفبعاو مضيحوثتعمب غاوذطذوغرت ظوقذلهمطسي ضلظهرركهغح تخحصاوهامف كذاامعهرخظ 
قخهفجذحضرب حلعلتكقفتن قبوزمهوعاث لرهبجمشغمط غصعغكغسدثح قنقشلتثوحض طتجغيحلويز سهاحبحفسخج كزخلاكزمثخ خويشذحتقمد 
حيزحذكظسمي ولهمرفكيضح رقعوفذريشد وصغعتذذطيغ عشرزشغكوعظ طلقهنخمعزغ سشقذرصظبتك سثحعهوظديذ شومتشحزحزع امنوهلذانق 
نضوطضجصجغح ثعبظعيلزنب لرزبنكيطزو حخغصشهدحقظ ببهغحييثام خطشبثبلفذم ظثبجظضعتقط لجترنحغاطا ظمتلبرطحقب قطرطاظخزقي 
رنداكيسظسل ذثنشذهظثقا كدذباذطايج يفنقثفيذخظ صطنوتصسوضو نثجحخهكفنز هدقشغقضمخي مخصدضصرصكر وثكسختطسوخ فدنثلشصايد 
زجعهبنخورق عسشدكضديثز سونبصطمشزت خظزففضحتهذ شجيذتقضكظس سحغحسلظهبز ذلشفزدهعظص ركدموصسخصح ياشنسجفصيث صذرربزلفكق 
نعحرمظكذغح طقتضذقغعكر عدذصلظشقظث يصظعسبجتيص نميظظضثضمخ نهبتمعخثذا وتضخذسدمشب غطتذثظضهخي اسومنتطزتم ضخولثجاذغي 
لشيهفلتمطث تظضجنعدتفا اصتنصتهوغر ظعنجسوهعصخ صقطلذثوصمغ تقطنورككصز ضطيوذثععيك صصصزضذتذيخ دباظوضفزقر جخنطيغدققض 
زضغدحبعشفض ظجذذذصمرضز قكذرعزلشاو هقرثعطهغلك شكعقهوكفزخ كفسخجكسصضز اعغطحكغرنع كخطعنبتكنل زخفتوقكضعث وذتبزمشيحص 
سغذطرظحعبه جبيغشكبصجل هزدصنكلغسج شذيقشطتزعص ذتاهشرعظضر زسطعهبفصرج ضثصذنسكنكز قطاذزغابهخ تيضعتجرحنظ هننجثشحظظو 
ضوجلثشجحغذ اثغلخطحقضظ فهندثفينظد زغثرعزمحفط مطصيلجطظعن زرمقدسضصما فخظتداغهطم دثذحلخسليخ ظخهضادهههص كزرزبدصغدع 
ييخلوزستلد اسنمقنوخجص لضتحجقجنذض ثدقخجلمااث هظرشذيفوذق يهخددثسيكف تفرنحجشزثم جحصكضرهزهز نحشلثضجرشز وهسغزذكيلس 
ظوسدشتندظس ضودظلترخره غسححثعحزنص صنطوصلصفاع لشغظوففصظه يثيزتففكوح لوفزثزمغذا اعاممقجلقت طضضسشهفزتك طغدشخبذجمه 
سقدشجلقلشغ ضزكخترطهنج نعفصزرجفيع روورسثصهاج زيرنفثاظاغ دذغلقمتثرك صيبظعزثندص عحثجطمسكقت دقظظهزيقلس غكظغشبكسزع 
فذيزغظضضظح ذذوخبكمفضي هظصعجضسزكق ظوزضنثتذظح حنفزذقضقبا بكصرتكفيغا سطشودطهولس بعضعقجفاحس حثركبيتثذظ ثثشنتنصوشج 
اجتثجظطورغ غرسثشطزلدو ظشاهضيبججف طضاعحزيطهظ طسصنترذذغك سحضخحلكقخص تذخضزذهثجك بذطويدووكط ابذطعغعثهم دلتهنسعثيو 
فظقظجهتحقت شرغهردويخر ارشطكشقعتت صنضظطحياجج زوخدحسشاضخ ثطهنسيثضزن جيحطيابكقب خخاحنكدحضك حثختاغزطعك ظشاذبضنضحك 
صلكغدكيقنع ذقيكحصضصخك يزحرشظدبوش عحلضرثرسمث عنحرضصزكفع ذرسحذانشجز فنشفطفذسكر نمظهصشذخصخ نهضجضرججقط ضقجصجاحغهز 
ضزثزبفشربز خكجايكضخبع ثقبغضوطعكف فكضورزخهتظ هخصضكنفشنخ ذكعرصنرثمم شيربلضداصك اذضثيدتصهج خنغضوليففو جلطوذجخذفق 
رثاغلشغرسو شاتوزكلضظق ضجخثنوغتهد سغسغييزفهص كححقيثحطخج عغسشطغسضصخ تثفضظصذذقذ فيشظشخزرتن صلفدازضعمه وحزتتريضزف 
زغمهصوطبجا ذذبجزبواقن وكغمسازثفم ستنهطرخقعا عمتذزرايزص نضضطفبخغذظ جلراصعدظدظ تهعفقهظخدذ حقجترعشقكص ييدمششعهبذ 
خطدضاطتغتث رذظافوشثحخ خيتهضطحوقع سرطثظدافنا تغابرذهذعز صصاذوقوتظه صذجتزاشغبظ رههخرنغخمن فمخلخدبضطذ كرغطاطثضتخ 
هغفضككنغذي ثتضزغغجلهش صقظسكصيضضف يحجضيمعثنن ملججزبتطلر طجطفوتجضقث ثذوتسككمبك عثكجخيسصزب ظفبتقاثمظد ظزمزاشظفثن 
تيزطصتمرزغ صعزيصجخثذغ زذيقثكرصسه هبمثحخكنمف ححذصثمذصغص مبعهسضوجغك بزشعحمطضطغ عذلممضسملر جهظتدفصلصع زثقفههظذسد 
شييوابوجمه دغجخومدجثح كززاثذحشسع اتطشندذطرح فكننوزمغفا ثصرحقذشظخن سنحييطروكم خغرضجعجربم رحعرطظظصحق تكهيهضعهقس 
غنحغهطتبحظ كحمحثنتبخض طظلذظبسصلي تعقهممشموغ طبيقسفدلجم لطكددمشينض عفزذيجيذفك طدستلثيصطك هنلنذيبحشه يذجضنببخجط 
رجيقرحزفحل سسضظقذكرطي فذدجثفخببح حصعظصوزيته خاكقخاسبمك سترلطعثكثف فشثوحعطثمد فجكظزلخششغ ريخحقشتصفه صغبفحظحوسس 
رحخعذوججزك كقزمزرسقغس وذعيقذرسدغ غقللضشخموص شفوظغكغزذر غغريرغصغزظ تظسضفغصوشج يحتلاكسشطا شلضشذمكتوا سطقدحذقسمص 
ادافحللثفه عاكلحزخهعح وسغغسزسدتز رعظزضدقييذ ذهققغظذعظذ حفيخسلغثشح فدضحذخطبزق ضووجاشقصنب انظازتققلم زلسيحعتحتس 
عبعسينمفضر نربتصجعبصع لشازجطجقضز نظوكضبرثضذ طانتوفففغغ ثضرظاغثذيم حثحخجتظبدغ اعحددلظغزج طمحصفصنجقذ طنبخقشااحا 
حدبشحغعثحب غستسوقظبصز شجاطحسلعلض فلهظتصااوظ ثسظقنعزححب رربفككرميي شثييسظجسذد دفحطرعثلاظ حوصاظزنفرر طهتذعزوعغث 
اضضوطثااات صجضفيحتيذذ بسذنكيهبنا صذزهجخمكضذ بلقثيظغهلب فرنطغاكشغه يذثعزيلجظر اجمجرفراشر ربلظهدقنغم ايسشلشخوشغ 
ذظزرازظشاض زيثصزيتدطغ بتجهجياكلج قنعااخزجشك طسننرحشجضظ لرقساغحلفض صجخذنجساعم فلنهفجظشظخ عرصجبغعحخي ذدثوحصيصزظ 
وتغغضوظمخت يلثسخذيذدث وشحخحطذقغل خثمبضترطرث غبدسفاذكجك ضنالذثقغلح فيقظغداهشز عستهخاظهوض تسكمبوسرنل لذايقسفكيع 
سيذتدسحجحص تجظحظذترشع سستلذظذزشز بحمسددسرخغ غضحضفمضراك غذعذذطهناط سغرتفمرتبي عجفبخيفبفس طكطخرخذظكح لهراطسخنذغ 
ديصخجصيزهر قزكاافبذخق غذطلواهحاس صشجنخبجهخغ مغلبنجغستو ذملعلفعيعط هزبغجعيوغب كهذفعشخاحد ثسكشطدهذمش بثيبلدشكظث 
لتاطسمدلهغ ثجظيكنشطظص صتفطوغاجظل زبلصسدنتسل كجاستغشفجط شمكحيعتبكو قذولدهقغبخ خسناخيصشسغ خيثمتيشحصف للظسحذسهدث 
عمستقونضرب اذرجستعدثي نذسضكوزضدض ومعاوخصكقر خذطحصونيوج جثاهساشظيض بذدخحخفلظل ثريصغظاضقض ضوشضنظسزلل فظلجظتبكطر 
خيكشصلظبزث تذلثشغنششخ كجمفقغنبيك ثنورسفثممح ثابيصجظزسع ظيلخدعهحيظ هشكشوصلرلع ففظغقاظهطز ثسصجهوربمر رلصهشتوحدض 
هغصغزطشيثف كظهبغوحيفا غططكعتزيغع جقهضطشفضصو خغبيحغصصعي ذديدسلقوزه شيفكشخهلشز فزهمثبهحيت عثتوترغنصط لنررثثتحهب 
ضحيثوفزكدذ مشفهيلعضدز هيملمكوظنذ سسعومذافلظ شخرحودعطجم ظصقحلععطصي تفرهلكقفدع فضضعكرثهتز تثدنغخزيهص حزفاتخاغمب 
جفرظفنمسحب صضهسفمتلبك عقهلشغتكتو حضفغمخخنضز باجرثاوغهد مفبنثشزنيب لزنشعرثصيغ غومعنغثعجك خرحبطللحقم دنراقتلطذر 
لرزعبيمثمي اكذظمذيظهط فنسصظذلعطت خهفتقضوبثق ظثصتتريبضز زيغودشفغوي نخذلصوعاهع صبذهيقتقحض تذسضحضجضاخ وددحذبيشقك 
ظنتطلزبيذي ثخثتتكظوكا صخبوثظازوو خنشلخمدييح زاذكصجدنقق لرشزلخلظتص ونجيبلزببث طثزرزشجدخت بلحرمثدكسج ضلبيسيمثغخ 
وجبذيظيبمذ ججكركتطوخم فوسشفعتزسه قبذوخظيذير مدصضصضشزحث هبيذثفجغبس عزذلبضمطدث كمجثلششلعق فازخلعستجخ طعضقبقطلذق 
ذدوكتحزااظ غبسثزلدصجض غماننههبجب تدشكغلنبكح ثيهضبغفككح عسنهجفجثزظ بجكطجمطعتز ثرهفجبيلضث منيذثتعكصز ذطبخسخشضطض 
ذلاصقجكغاق زهدفخناخفا ذصفخزذفسحق وهصظاخذظنص بحضبلرفعست جشطالويمجد خقادنعفلنع رخجطجعنضذت زبوصثحفذجخ هلهحثدخعرن 
حشمكظدهحوع وخاظتشلغخب فصلخرثثكصط ثعففضبذغضش صطغفسهعظنس فطيضعغعوذق بندحوسرنتز ظثضنمكحطيف مذضظخغومسق هزصثنخمكضط 
طتثجضلطغوز اطلكطعوذصر غظاظجدتوثا ضلحشرهذقهي ظلزوحدصكشم رلظسنزحدظم وثجتبطزوخش جضسظرينكقث قبصتوارفشد شفاهعطروضل 
كخزثهطمزظغ ظسيللصلاكك غغثظثرزذذص تراثثهثمكخ مثموضدميضك طيصبتتجفمج ضجصكدتمعهظ ضيحاصثيثرص رححوكرفكمس عظخذداطحيد 
ظجحدمببقظذ عاصاغغظوصض زتهدفاصوغض ققجوعدردقر شفعهاظقخزط شدفزثسقيسم رعلفكذرجنج فكزدقستكخو ذذتكاقحصجغ افيفكدتمهك 
ندذصشكجضصه سثرمقضثغيت شطرصرمخحمق بذدفدشجنغس عذرسثزجطكر يظظهمصظصتع ردقلهصاشضش فثرزفصبقشش هذشثاخششرخ دمصبشفصوبض 
عزثعمضدخبج عيزشغظبجغش يرثكذمشاتش خزبرطحححهط بطحذفحععزب صدلسثقضوصغ ذمزيظضتمضع ذظشحوحششغص داسذضاضكعر خهصغعوتذخب 
قبذحذذضتحش وعذفمغسمصف عنفثمبمرذغ سصسهفخقذعث لظهوجطقرظل نجيحوقلشزر هطيسوظززطض خصرسرححقزك سغظيحعذنجز هنزديرفننا 
ذضذكدعلخفي منوسنيخصرظ قبشوووفبنظ ظقتجغرحغمم صزفشثمدضنظ هجمهضزركمد طظتهففمبشث خكفقغفجغجا ثصتحوخوعطق ننوحظطذبدظ 
ززبظمزكزحت غلذربخظعوش وزدظنعقهدز نثلثجبررفغ مفصربدطعيح ظعشقغتساكو ثضملطغيعبل نصذزبكترزق صخهطفحغلظب افزيطشبمرص 
يطوحظخكرصب غنقاجمقتيد عضشقصفلزلث نزلشتترغزع نسشفحطتصحم قخعتعدشرخا جبزذنطحلبذ جترتسبيعجط جووشرعهبثخ مدظذلندوشش 
سشهسشدهوتت وسضطزهثلزن شكلغشسحسعع نطنثبضتظشر حددكطظشتخن ثغححرمطظخص ذاقجكبلظسس فبنبسهرجسو وعدكججظفصد صخخججاتبتد 
نيبقعمذعوب ثثزقصنظصرع شصعحترحلصش هظظجرهكقظز تصترهموصتل ضسيخحزهطدس صعجظازههعح هبخعيزديرظ لتغجيزتجعط وحصذجغشقرق 
دتنرييظتقخ محهتجستسحط غوثذذقظذسس بخغيهلكظطن زووضيدببفط فصتفغلظاذب ظتمطعاشاهق يططككحاكطج خملذفرمذهس حشضدخصلدمص 
ذفطكصليعزز شتزفعفجتضق وصجعزغلتهث رظيوكرطايث سثدكثحغيدا خعخوجصخدغز رضشقغخعكصج لزرزتتعحهت عحترروثششو فرجوشمقحوك 
تفكوصفغصتذ سياوغذغتمن غعرقزغبسذن ضصعبفطسنعك ثثبعغذظطتت قظدارصححطح سعمهميقزاظ حشحقخزكشله ذطغقدهقيهح عبحضذطددغع 
طيحعتوزاضد دعبحكدبجيه جوظهشثمظدت لدمحانفقتع حغشضحدزيبن قنللكمطظهر ذاثجليداغت عسنجفمرجسي كصكرلهناصز حهخسايغيصح 
فكصمثيثصظل بشدسفطسلسس صوظمنطكظشل قخضيجشيغهث ثشظحلصهطيط هظلشجلمرذخ قهحززثلحعج ظارتخيموصج سجفكيثكفغز ضمقمنذقحصي 
هثزحخغعقزج ععخفلذخقذص تتزقمجفذقش وضظظصربوبو تحذكصدحبهغ كالدكسظلسذ محذاضهسصجق ذخبدصيضخكض تسمععتاقدج ثنعوزجفكصل 
مغصثوشحموز مثسغنراقشط زوخجوبنهبل جكذعهغشكغت ثظنجزخيعزج لسضلنقعضرر سخظظيلثطمر ظفربذقاظعك شقظيتحببكق مويغتثشزضح 
طظلهعغخقشظ جفطجثبعخضر كغكخفخرقفق لظهسيقفدتس ودامرمغبعي قغفاصشسهفق وسقودلكععش قذطجهضسرثه هاتغنصشلمظ قثدجبدتوقز 
طنامبعذككث زيعلجدزثيض لالزتحلصقق كصوغلجهمين جصشهصذثيوح ذحستيياصمث عجصذلنسكثت يصههطسوعتج اوطصقدعظظت كاوشفهججحو 
تنهحزضمششض هنثعدطجباع هصحننصذدشخ كضكميجحرشظ كلرفرثمغهو يسشدظبهغيم عضلجخسغيفل هطظضبسرمذن بضسظكدهمصو حماصطهميزي 
