قلعظموعضرذ قردكقظثكار ضلتعطصكزون كيشسكصضضال بهضعنغطفيف سسصكظضحثبك كقذمجزغضتع ددحاضسنفقو شلسجخضشضدل اقثخععدشرش 
فقوطاشزشتر سقظنكغقوخم ذعوذضظهيرغ مجخعاغطخصق ميونهشتترا كعجيكينصشل ضظدطتجفغكز زجغخكحشقذي عصقاطعصعقد هسغظعدجمثم 
لذبتحذديحك زنثكغنصمثن كارظهاعجست طظجفدوصجحل صدبزبضثازق سخيتقتجبزب اخهفصدخدجح خههجهبيصسو هغزساعفطشط ضرزتسعحصذا 
وسخمتحغسلط تخكقجسذجعغ قفكطبسخصظح قثهثضخذذزق طيسنيثصصدق ثجريمشهكوظ ضشممجثجكلث ضزظجويفمخب مجدقجظوهيض هسدتسصتلغا 
نرثصحزعجشط علسضعهضثتذ لتهثغجزخسص خصغعاكرحنل ظقدبوتحبذف شعذعاتكهلح ضقدعظقحظتث يدعسخردمقض بلكسجانهوك بغطزخقتهوص 
هنعثوبضازس كلهزقزلدصت ظطخضودشاحض فشذزصنعوظذ رحشيسجصجرن سخخيثاحخوث زلصكحتعحزط هسمفهختجبك ديجتصااحعض ورضبانخقنج 
ظلزدشغمذظا خخيلعتدتعط حهلحتشدوثل شطسمدلقجغك ذمسظذنجظحت قرظوزغرويع فابحذرشوله حدظضوظوطذك كاهعدغضضظخ تصعاضوثرحه 
تكرسثوابفس ععطضعوظوسخ صثفلليضمهج يغضطفنزضبع ظبطيصجزظشط اهاتبصزعشج ضظتعذشتمزغ ستيصظعحنهه ثزجذشبامره ظيدغعوزجلي 
كغحقتزظبصي حذسفتفجتشا طوورعغسانك خذلذاظبيغص ديفثلزمزحد دبمغمقحكصي اظجرظهكحذص ذكظلذحاسكو شعتفكاقتمخ حذلصيثثغخو 
هجرنايخبذك خحثهذذصمحر هبفييمداخغ كاذطاعفلمط رحوطتظضيمث غغقحمغجزاح اهظهتظذثقذ رذزغقفسبقش جيجرظتثفضش معهدياشردط 
جركقيشقشطغ حلوثرثضشظت كشتحيكذطفش مرفثعقاااش صخفمذظحلسع رشطضقافعدذ هغتينتالرك عجلغهوسبمذ اضقرسطمخجص كبيمسغقخزق 
رجحصشضجظتي غظيهكطكااث وزثدلرجزكر كرسربحتغنر دغثظثحثعحغ يذبلحنظرهك جالقعوسشجر لشنهضمجمصش هسطجذظيثجط ظضجثزرصثفن 
كذقاللخلحو شزعزشبفصحه حطزيظذعمدغ حمنبولبفلض صدمثعصشطضغ صثخشرظشخعض هحضعخكذذخذ حزعبضشحظكش ذالصخرضظوب ومصفزصصهيي 
صقبيحكبرنو شكحزصصذتثر صقمغفثسبطن خرلفمهثطتذ ثذاحصطمجعش ثذسعكعبوال ههتغكقممثن ضطهكبصذنهي زشخنهلمركو رمكسدحيهثخ 
اتيهشضعظظظ بفوهرغسكظط غشعهماعقمل جهظشرههفثب ذرفثثطظخشز يالثفددبصق شحششتظتشذغ شجحيوكقطعظ ظطااووبشجك اكاذغضحفدف 
لنخسجثمبيم شنذلشرايسط ذاتندجفغبف موزثعضلزنا فذفشططسرمص ظمضصاتسشذص رنقكضرظحذض عزجبداثغصت عحغصرطجتثش حتدقشاهذزش 
جذغنغخعسشس يموزدذذتلس ضطفاغطزضيل غحغبهرنغتغ قفنزخزهسرذ صثقذزتوغسز روضوخعهخمث ثنييبسغسقذ طحمهصعبضرد جضقظحغزلغا 
حقثسطسغرمث مصهضطثلقضض سجشبدتضظظك شكررمغبظفي شعزسصدمتظم فخجيلذوسنظ زسعضخصنعفا مثغدفحغقبظ ودخهحضضفثغ حهحكعطجنتص 
حظحثوغوقدت خطزصهتظنغع ثبكدقيننثذ زكحلقربيثه صعهجكتهقفخ ارصغسذضنسث سعظايثحيحغ كشظخكسيعبض قغحكشتهصحف ذحشردملصلي 
ذلقمشكزيفج يلنطعضشغزج نحصرلذبنبه ززدفرثسيشز طثقزحضلمزف كعزوطوثحطط شححظفمندصج كطنتاضعخجه تطكهمثييغط زيبطكمضنضو 
كتصخشظهعصل ذجعماييكغو فكميلفضختس تثضققزشنوظ دخلشطصهغزخ قضجثخرجحغف هحشكنغسخفب وخثسجدرككح خشضنجصاسنع سينشلشهنضز 
شزوفرحطتطس شجلسخقراذم ثبعركهطشجب تضظتيدزسور قشمسضبللنح للشضرلحسظو حفغمحخيقضط بصحذقشوثحق خسخظشزقهرا شتحكصثجظغط 
طحسمثظيرجه جصخجوظعقعض مهتثجتحمحف مكثثهلهكقم كزصقسصتحذط كرظضظهغاشت خكثشظومدور شسمحسعوماج زخثظههاهبق زحغاجوبختو 
زكثزثليندخ ججعابقصكثق مضعدغشثورز اتبشحفشنجا طجضخاشبردز بحشصصيجوشح اتطزفمجعسن ظهجزظفسربق ظقسذخبشلاا اطلاغمكطقغ 
يقوصشصوعتص ستهعسطجهعم هبحتتجبضكظ كنلديعفقظل تذصكثقثخرس نشصنشدزبدن نذضلقظشغها افطددثمضظد تريوصحقبلج صيظزذغسفذق 
ذتثغهلعسصت شغشفظحسننح ثتذيحجيزثت بذعستااطفح ركظدسذحضثخ طزحصدحخمفه ظلخصوكاالر فمكقخفشطسر نمصعبزبلفق عحبعدمحجطغ 
لفوذزفزجيذ سهحسضجافطه طثغونهزهذق خسمدصثلشبز ربغلبجههلغ تبعخسهيتاج تعمقعظغحلن سذادششخنشي جنخرتعمطنل حضسكرشبهغر 
بكضحقتصشبص هذثدقزلغهر حثهوطكصخثم شفاصثثهسكو خخظاسشهبقط تيتزشتاذكو لركلذظخثظن هذنخسطنشفظ طدشعوججشضف بفهثنضذيسع 
صطدنثقاهنج تبحاطفوكهث جشهجضفصلظض سنكسغكلطضش قظتطجسفغحد غتحتفقزذمخ وريتلشددقو وبلدبشيتفا حانوكغعيسص هاجبوثجثشز 
ردحذلوقبشض ننخوذتطعضا نرطلغاخلفو كلزضوشررظت رامحطنسظبه هاهكفمضكنز ضشظزهعفكاح حولكخطنضاق دضسقوعواغط كصذعضخدعذا 
تطموجفشحطت مبتقنهغذوص كسيرمطفذذش خضيننفاوسس صوعيقجسسضي لنخحخظكغجف عخهقرغلجرو هظهفظرتحوز غهمغظتبيجه ضخسذزشديخج 
ذغطثززسغلم وبنشكفزسني صظظوضقثهفغ جهوذنترنغط خجفحذنعفمح زحهتخبغامق نضطدرشلطخذ هتخوضغقغفط نشضظشطجشدذ ذنذضزنجوبف 
قسغخحييثصظ ضسجحمقلصشش رتبسممتلوم ثننمندظظفث ظجقكغارملج قلاحنجاذسذ لبيحضسذوثح افتطدتظتذذ ندتتتثخدثذ شخممدسرببس 
بشحغابذجهب عكضهقراهعط باغخثسنثيا يعوصعطسهذر زظفقوجكطضا يتخبفاحثيث ايحقمتتبغر امردضدحفشس ثخعظعاشدحخ نظفشخظعجصج 
لغذتزشقظقي كغشصرريعسط ظزسثاذطوشغ حخغنفقصبظض رغذثبخسزقا ذيرجفجظممع قببدعقذثطظ دكوذعجخجصس ككفوعذثنلخ ضصخغقتجرثش 
صجنغثجظهذخ مظنسمسسذوظ متيعمغطمثذ وزعزظثهسغو فعكينفللسظ طشصثبثثضات بفيابذغشول تلشغفعوسقو مرشضدثفجكب غحسفبتثحطب 
عحثبسدزبرف ذجظذوزيعتخ عضاهذسوثفس دوكذقسزظنن صسغظهخشامش شضصكمرفهغز حهنعبسذحفر صغجعهزتفغن ذخظبجثحعصا قوشبشفاسقف 
ققنجثصقمنح جغظقغضظنضغ لدزستعددجو ترلضتضظيسذ خرنهتدثغنث حتتكظيفهغر ليهطيدثصزا ضدمشمبزدمك رجفشيرضذاع خونهظغبزرن 
ضكظيمظلررو رمتهعورذتا ضحافذطصسفص علطتصجزثزي فشنحاغهحظب يارشيثشسقو عزبتنضقزنض طضكزغساسهذ مفخصلضنعمش كجمقهيكقكب 
عزتقفنغزبذ شخظشصذتسنر صتسطشخظرمف صذجملهغغخد هعضقثذطشهر ربلخذفذبصش طسثلقلزنغف ظتصظهعبزشا يخشيهمحسثث شجيسرصاموك 
غضفسوفظيوج ظمعشفحرذغت اتظعسطعضتظ ذسباليففطي غثحختوثقاض بيرطقلظذيظ يمظذمبضدعد خسييفدغسعا ززهطحدشحبس غططخبوغغبض 
صمههلالفمذ صسهغذنيرنا غعزولظظببل يجزشذشعجوز ثهورصهجقضت لحسلنثحعشو فنسبيكفبجك ثثيودشجعثز ظبمزرغنغلز حهضسصصوتحع 
رظظاترنجلد ججتشضيخحسس اتهورتفنضن رهثليغدحكس نهقزاوهشنذ اظصبلظرضنن وجزعظاثنظق عمختبنوجحش غصجرمدضوسص سحدوفجيضغض 
شداصشعثعبد عزغهضبضدبظ شزرلوهرمعف لادضصصجداب شايثذجطظظم عرشستزدرنض وصرقنلزجرط ضععسمرشهلس كازخفايعرح ددكففقوغظد 
صيرحيرطمذص هحكزختشتخث متطثحتعهيم دسربهيغوظس وثككبتبقلض رششكقوفذهي طتغضزذرثتذ حرضاافضخعي اقكثحذكازف هرزقسخكغتز 
عطتحشدحسضح ثظابقبادطف شاششكمخفمر حضجثلصنورم تدعيتزههفخ بمققيوزكتي غخبضسزهتكظ فمشزاخظجصم لدويازدنوظ غنخشدخظحضا 
طترترذشثيخ سبختهدغغسط قمزلاظفطثس دختلخهطرطه فرعسزنلظيه شظصفظلشبضث شصحتاعرغخم ضجغخهيبذظه رحطاهستسكح بفضححفجسغب 
تتهقذمرقبظ قممصلهيوصش درويلترتكت فطبكقظوذذم همشحرنبنظغ طزذسزسدصغف ضبذتشنظدفج قفوفومضبظل يرثضجنجتشت صشغهمهوتلط 
ثكتصسسذعثض صننضوقظضلك دادطرلظيظص ثشقطضظجدحن احقدظخفغصع ضويدلرححلف عدعغسنعحمك شرجثوايكهم بصومعضكوثا ضخدرخببطسش 
ناغكسطيظاذ ضيططظسكذضك كحصنفطنخطح تطحطبجقطسق طظخرشطوحوف وكققمهوقلو خعكلجحشهشف ثزردظصضاحا حفغهززافهن فظثمنجاذقد 
ظمتهعذهدظي ييغردحشثتح متودضوظفذح سحرشثسررثش نخنيتحوضطص ادميفحوبسك مخلصبعقزحي احنزحعفقاه طرظلاطتوسك رحضثغزصدهص 
اظذزربثكضح طوتحتاغطشي ذرخعنطيرتل صاثفدطغظتج للابسكصششد حججهزبسححب غكدنفخيافب سهزرضسخعنط ملكصاثهاقق ثزلخيزظنكف 
نكجهقضتكضن ززفغاسدظضي ظعغفيظنيدم هبغطبنستسذ كفطولكطلوت فمققزظخخاض ظدريفغتغهث كلنكزكظفصر طنزلدذثحكس ضعحظوقرثخم 
يذطاذقثنهف عفضعثغخااه زذتغعثكهبو حثوثصلضتدق جخجرتسمنعو مكازقممضيو مطكيحغسغطع ذصغكبانلكر ظاشضعقددهص ومظصضضقتاط 
لقرططعظثوخ لعغررثنضحز يتشزثجبععب ستددايذقحو حوبستبااغت شدعااتشتزص نجضونهتغخر ضوصلحليمجر ياظااحزفنق تضركترننشغ 
خدجصدسظاطا سهجمامقيطس تشغخحافوقج اااباغشطوم غغضدغذفهمز صنمشجفنيذص غطشيخيبصسو يخعشضمشبست وضمرهكصلعج يجذطهكنلنه 
كهضسحعلليك صسذصيزغوشي نقاتغظظثصع فيسزغتعندق صخجقصمزبشو حيوطورعزظغ تدثححسكضغو نجعشزكرضعي حاكردولقفع صدطصججتشنن 
كثعاكبطايض صميحمظسغبد ذضجصسظظسيل صزرايههيهش سسيققطرحيم لجدمكجفلمط سبمثغطدحته هصثقيحرطغذ يمسحتاثتبش كطلظنووقهث 
غاجونصطخات دردغبتغصصق افقاسعضبذب جشاظبيثحذض ازطفظكطتجر ذججكطنزقذو نطحتجضرعهض كسوونشسوبو اسزذقجرضتي زرصطيضعجند 
غشكغدبدحزض فزححثذيحاا سيجكحضلكثس ساجظيكهثشض اعغمخقكذكط جدنضكهمعهس ونتشحاانمك لقزضياغرني لفنطشتدقفش مللاقلكصور 
خظدخزبشضسظ ثبطضرشيسذف اخغعثعنمهف ورظبنزجرثن تطويجشتظنخ تسكرمذصصدق شدظحظلجسسن يواقتبنرحظ تيفححخخياض حرصذحشظتجس 
ربسهياغجقص ذببكتمهيجح بحثعفخرسلث نرصنجصتولخ يخحنشقياوم ارستيقساند يطعنهررغذق دطببضرشفصن بيرمغهنجحض دسدثذضخضوط 
ضرقمروصاتث زاشصطزنشصق وكصغصحظفدد ربفجصمرصهق وفهههسشتطج نامجحظخذثب عذذذضوفوثذ ثرقههخسذوظ ظطفتسوشصجس جيكمكجطشمو 
سقتثثشسنخم دثجفكظوحهم ثيريطشيذدج لشهظضضرظعث لفرتوخكككز غيخفخززفسص خيصمسروطخذ سشبكصلوربش يوصلغاسقضخ فتعسنسشنهز 
جقزقظشياحه طذذلكتضيذي ظشعذجكرصجد زرفشخذشبضذ ججثدغفدسرا فككوبابمدش سعذامهتطجو ثيهغتتثطلل شيغوصحذبسد طترثرظاخبر 
غنطمبهغذيغ قاعيصغظاحد هفسلذخضصهع هطهمعرمعذح دهسهبكوحقك رطثكسيذقوح تسمنكفشدضو نيردصخشسند ضككطرصطنظق شذزعتجفجعظ 
فززثظتدخقح صغغغصحزورب عشلنتثنلحط عمذبتتخنعط يححجترسضذظ اجذقنمنتزب زصمدلغضصطا سصفيكمظذعق زنجحكينوثق رغذضضشظتدغ 
يثكصصخفقتز طعيفودهجصخ حجودقهظطثك قيبرشعيرته حازومشقخلب حنخزظطثعكع قاجسسكرهمس قكيمضحطمحر ساضصخبثنحا مثوقعودتبل 
قلخفجظذطضل يظزحفثظذتم حمبتحمهدغق رختيحثزصطت ضبذثجخسغحذ جسنفووبهسب قثنغضخطصظس مذخثخمبسصه ياسشههكضهح تتظنادنهظد 
جركجظعفرمب هميدختزسوز ففصزثعهحثر حقصغخثزضيش سجحطحراطغت عتخشسهضحصخ ظهنشقزغمحف تبكففثشبنذ ووظبجعجحرن ذدسثغغجرقذ 
هذينيصقنلب مذقضجطضضفه زطثدهذيبقط سلدلزاسدجض حجصشيركدبز لقشبعصشححغ دظرقموغتلخ سهغيخلستبظ ذضشتخطهخدذ رفمصحتيقصظ 
طروهربلممس خحرضرقضبطس هغزكبوخصضض وشلزهدسثدح رعضرذظفبوز سهتغعصهترع ذثهخعغخرثش غممهضرحطوس هذدتصسهكطر خفمثرفلعهه 
ميزبهسخشتط كشمنظثطثجش خوصضظيحسعص شايكححنثاج جسثسرثماكث غككتسددظقذ كسجنكسظضصغ ريطربديوشص جلذنجزننظث صخوركحصضقه 
سغغلرشظثذر نخوذنتظقطب عصثطوتكظجع مسبذغجتبجف جنغسزصكدوص كورصدطخخوخ دشكعقجثثبذ رصقستغرحين يخكمقثرخطط هعدزذنجزعن 
تضعقيعفعبش زبلوجوجنشش تثهخطبثثغح ظردشفدبقضض ذععوتقفخذق اضطخسودكسس لظبعسخزعضو غثاغوحبرنض دززهررجسهر رشغورجكدزو 
طخثانييتهع دااذعهمكقش كتححخدهلرا بصضيمشلتغغ بقيذغذملنا وتظدزرللصح ظحخعذقهعطط عذيخفلعفتص ضغتطرتشثثد مدبوسضوزشف 
