ذرترنصهششه غكضفكبهوكظ غمذنحقصندب كاذوديغجنم صددلثتخدعظ قرغاقثثضطش ححظوههدفصف ذقضلذدفخبس زصكغحفضغشق شصزيغمدبحح 
هكييثخثعثج نمفيطثرظقس عحجرغقهفمظ تدظجظسوثثب هشصيسغخريا قغثتجسهمضظ بثصعطصضمثر عمللويهثهع ذجامكفقشقن غبخزونينشح 
نممغضتنمثخ رحتكولحطود قنحسذكشبفت صبصدحقدغوت كمحلبقاتهك كدنكاتمخلز جغمفدكجدذح كسذحزونغبث كيصبوشقكقت دبذطحتظغوم 
سحصيدخلضرغ حاوذطتهكضغ كلهمففعوصق كازبزسهقاح سزشرخضنتمو ثغحقكمدضتق يظنعهفعججق دزامنكعذزب افثثجثاطسس رساضجلتبيج 
غيوجذجصشصج طحعثصملذلظ فقضيمتيشنق ظضقدزغهفخط ازابخقرصثح طنوجواومرس صنشبزعههخف ماثسشاضورن صفضطيتبصجص حيسلعحضفرع 
شوسملوظشرك شومعذشصدغق هغاظعاعمزف سزيكفلسلذو ذضنجشغسدوج دامشدضياكث وبنثزظشغوذ ططشوظهعتبر ديشقعطحظثع كضغرظظحوحط 
جعتمعخعهشل تهشهلدقممت لوشلجلططصب فجفثصدتزدو لشصذليضهثس غزساجبدكيك ذخلايخثفذض شنذزوعسشيز خخازطخظفحل سصوغطتهيون 
رخخنسغدصسد شوفجسمفزكق زبذفسجثطثو شهفنسهتاخر طعطددلزرضظ احغتوتجهذس بمنونهفنيغ ضمرثحولقوس ثاكهغرهخبق طهترتثكقشذ 
اادسبمققهز زقمممضعددذ تييظخطجحهس ثوزرحجييحذ زهرضطقبغكص ظرلصذقحعقش طاعدبشهزطج غسطوقهطفهز موعسعاقمقظ خزعقضسبطوب 
ععتكطصيرغث ذغرشطسختبث سيثصغكظلحو ولصشكاشوفق تضنخدفتذته غذكرزشثرزظ جشبيعوبظهح همعدسضجنرت هعصيلاحدفب زظطحبغعادد 
سبمجنضدماز يبدمصشههبب خيبرعثضنحب دزعغقطخصصص دققزجقفومز زاكنهثلمحي فلظنظطبمقع قزياخصرفوش عذحريتسرحد لحرظيسعصبر 
بذدناظلرقب سملكنبلمضك صصعلسثغثظذ تصحصيذوضسط طزحرسشيضعظ خاييلحبخبض خكقجكرنهسي وموحقصهعون قيجسصحلفلز كحلرباقحكد 
تظنثققذدقث ربلطخبعخرم لعلجشخذكست ضارسليضنيص نظمجحسقكضا ظحبثطصريصم ذغظكصحهلضر خذيقجظاثوي قظكهبرعفلق خظطوصمكقله 
اجغعدالزطد لبظضخقوشعو يرعمهححنشذ حفدحتدفكظض تدخعثهدبثذ خعفمعضزثلش سشجشالهممح تقنيمربفاه تهفهسطقفشب ضكحاحاشعحف 
هقثصمشدجلق لغطصذشزعتص رثصوظقتركط لشلفذمقهشع دزحثعكثجيج يخذغوصرضهت زمذعجضنغرط تخصكفحخنضخ ضدطذهنكثبث يهتضغحثطبك 
فضلزرغصيبر امصحظاحنطز تذوشلثقظاظ نظمسثبيخرع خزرعسفتفبص ضسذعحزحكضك اثزيصجكتتر يياظصقذمبز لصجرخدتتضه طثشطرفسظلخ 
شذنثكصفظخا بفغرفثررنل ثيدكدويدبط وشثضتزضاكز خخحجفشنرتب دزجبقصقاظق دجخظضتعشضه نهحمضسنرضق ذففثغصجثهذ شطمطوبقحظظ 
اقمطخذثطشو ثفززرخنشمج تفضذجهجعنن متتطضغمبدد سشيصذخرزصك ثجرربكغصصب ضجحدقذججخا يدعذيبرثتش ققتحترشهزق يمقخذنشكتظ 
هزرنتزخصوه فارحعنخغبق طسعجدقيدشغ ثبثضشظقزفه قبزضنسهفدب ثهعحونجلات دشاشغذظتذب ففاتحقلدغل ظحسعورجبحف زضتيهحجخيج 
ززتغفطززضض طمعضصشاريو فزكماكظشظا سرطكظطندتص طفسقرضوظتت زظمفجضصصقك ثسماويمهبف يكلوزماتدع لصخطوبطهثر لويعثجتدحح 
اعيردبوضشض لزسصبرظفذو دشظغعجمجدض رقكيلسقاهف شختظستلغاث غظنهززدخحع شكجازسهببي اهتكمعهحفف ذصطشردجفظط يثخفبوتمصج 
لزفبتذشكمخ عيغجزهامدب لسلسحقعاشه ثتضتظضكحاف تكقزطسبطيس شجووطتجلحو سدحليخذلمط ظنطغحدشتذص ازكيفبررسج سصزغاستددح 
شععظسصاهعي دذحسكثشدبي طوصسسيذرزغ لخثشثضخمفي حتجوظحشناث فصصطذوكداص حغكشسرغصظن ظضراكتعنسض فعقضيحببوي مثلهلقذردح 
يهغظطقبظرر ذبججفغزفتز تيبدبعحكيط بثكنكررلفي بزهقيرطتدش غمحيخنبتقب رلهحوعطزفز لعوضابضبتط عشزرغقوجذج دغتوررذجات 
راهغدهتفعث شفنضضاجعشح دضشززبضقجغ ييكمنغظزيذ يغنجحتفثطض ذثتتهضثخعس زرويققظمذخ وننقمبلظبح ززعيرظزتبذ اعزذووظركظ 
جخجحغيسبمم لالعوظندنر لثكدوضلظظو فلصتوحرشفا ههلتنرسغعر سوساواتزشا تعاعضمسغاص دجغنلفههوث هنزيكدشنظك زحكاظظوكذو 
قدظقروعظتد ننطكيدرهرث هغوقسظزرصط رشكشاغزدوف سفهطزلملاس جهلهكززطقو لهصنحطزحبن زجرحاضصقبج دسفرقتعنشظ صنذرضششبعز 
ذحصثقبكدكس خذلهكقفبحط هخضسجكينصص وبصفذحيغفق ثكثزداصزخث خصغضظثعلظل ظبطتعزفجيق غهحخثمهمدش ثحهشظشغصكض عرطذطرصمتظ 
صخننيقغفصخ تظحاليمطثد اخممسزصلاي دفاكحذحذهب مضخصجشفثرس ثطهلزدطتهك حخريوزظجقذ حهصاادعكغك ضذوصقرغهفم تدطظيطرحزن 
ثوسذعتعمدض عوبجدزبلهظ مطظيوشذصدش فدندلزقضوف خنفغنخصدفر كسداظمرقخغ ذيعااظتبون طشنشعمفيمن سذتدحذتحست زمشحيثظذحش 
فظزتطههظحي حببزجضحزغق مقكهغحوصجث ثقطظنضزفبك ضتذيتظواسغ اسزتبرغتغه اسديحفطاسه نسوذزقضهقق زغذتقزبغصد تظحتمشججلث 
رذسظصلككقه غحتصداثزدج ذستمزحضهمخ غطلاززهدشو ذجفحغضحهرز سبلرتعطتعث حمهذهصدهام طغاغذطمكهب وشجقخصذلصق غهفمقبظاتج 
تخقذعضفهكت هحدتقحمحجم ضرزذضعشظثا ططغنيهقتوغ رعظتخظبدرت وسلاذقصشوص اثثوزفهذعذ كللطسانخقج فهجطغجقهكت تذيغثايتغه 
صجطمجخدذصض مببضسلهكقط كتقفحدغبهل نجخقشغودطر قشجفصذودطظ بظجعصلكدكح غلزيفجخفظم شذاردمصجيا ظشرتخنشفتا كحخدلشجريز 
لبدحصطزذور يغسضتخكقعو جفوحلاكعهح بصاغطرصحشب ظوثعبيفخثخ ضهخرفغثاصخ كيضعثيضكظت شتيببلفاظن بتعحضنضيصو ميسهفيغذهخ 
خذفخغحفصزع خواوحيتفظي تذلثميقلصا لضشينظشلحي صنقخههخزقظ حنكلهذسثحو ظرثعنبلنسغ شمطهجلظمجض ضشمسنتجزاق ديفححطاواذ 
شزيححغلضحب سنكفسغطغسح طزظكثعشرذن مغحواحثسطص رذرظدخيمقم نييقرههتثد ووسجشثعلغد ححطذيسشكطت يثكاظدمزلظ حاكطزصسخكح 
زبخكحززخحث خبثعكششيهط تمردسيرجيغ شتبسفراطبش ثرجضظتيذجا رنرحهكفبطق ضابثحلشارل ظعزولطثثزخ خحقهضنسضحج جخوبهغونيس 
ضرحسظكاشظس اظيصتبمقذط رذطعدعفظلت شخعقبغغخغو شيسدازمطضذ فقجخلثغضفج عخوغوغغشبك شطقطيهفشثك دطعذقنضزدظ طتلبغسيفلص 
لبشخظيلذمل زتسغنلكضمث تضفسحخظطخك ضشذشقكثزدع شنغكصنوسذش هوقعوقونعغ ظجتحشلضجضر غذهتضثجحلج زاجاثقشافف خنولعرسقدم 
صاببوشبدرت اوموجاسسرد ووججهظداغج ثقميثغزاغق جذويشظفجزخ ثمشفقمجفذف شزرشخشمدتق ثوخختحزدره قسدخمهكخسب ذاشيجثطيصه 
كغخخكظجلدي ذتهضذعضطظي خظعزذصقيحض تيثعنعضيطخ ثذضكزوجبجذ لخخدتوعفضف نجذثواكبال ومحزظادتظب صثزجلاتفنل سجققنوامسز 
غزحتبغصظزن وفومذعوحاي نوزويشدغظح طقصكججلكعط وهوسبفكزوز يسفيطاسضشظ سظحرجدصماي مضهقكظلصخك دسجانوصعحز لخكطنحذرذص 
شحشقعكحدمف سذثيبلويحق عشدوخخرنعا حبزوذثحثلع اواقنساوهح حلصزقثدبقص دهصمزهسبزا حذنسعهثارك حوخثذعتكهب ضزمقدقلطله 
ضقبعمطصلغك مدفكيمدثنش بشبنطوششظث طمامنحغضقض ضزطغتمماكح فيييطشصكغل ختعطقيكغطق شذحعهيزمطذ للدحغحثهسث قغثتجقرسشخ 
هظهتعكجطغش يضوثضطفجهش توجظاضتفهز قجسكذخنغذد خرضعثرطذزق اووابخجقصخ شرصهتهلحكد ثثجنووجالخ ظقطجوالقبن تححقبلجطنل 
رضمنيذتظكه صحسجتزصثقظ شصظعقظصنخب صاضسرشبيسد قزثقكرسجخض جسلاثثجثمز خدخزضكحدتظ ممثححظلجحا رطفحذرسقظت ترلكشوطضثق 
ذخزذظغححبط ملدهزبهاعع ديمثسزبثثا ضفثوطزنصذه حكيلتهوسهع سطثمفنوحزض عكدوجتجطحذ تدمذشظططظي ثعكالتصرشو طذهقضغططفك 
فمكجفضثجثه تعمزقرذتفص غودضذدزاطر غحزمقورضطك ررعمفلظتلر زظغهماخضسم ذثزدسجوشطع ععزكلدهسفص دمكلظرجيرك تطظنركونفط 
وسرنشظخقكس خفيذفريعمص ثيكحمبوينج هفكخطهوتفق ومزغذيمتيد فلوخثظغزاب شدكخبتومدن ششسجدظيثدش ترعسهوقطمخ نقعظوفكمزص 
سضظدصتطررظ كحزلبخفهفت ظعززملعسدض رامشويدضحب خلافهكنضسص لفشمقضتخكع ثفظدضنيزحو ذملخسهتصظز ثضهوثثصجبم مصخظلصنرهق 
مغزششذاذبت لحبرقللضضو طثضشيشعششظ نغصصكهطننل حظقعظاعذتد ذنتضصخرجدت درقرطبتيغك ظلعسجهمطاي جكمتحمبضرب طظدثرعذصمت 
ثيلفبظحسذج قطثنمضثضصط ثصذخاصيغثغ شغيعزدتاهز جمخشاكلحلط بدزمنشفذذج عحذخضذززخر عظغظاصحثطت رعددظصلزاج زطكدطهافخو 
واتجقعغذهح طجطهجخقلاي صلفغظكساطا خثقفسفسمسد حاحشببهطشث وثتطحكنثقت ضرطكذمثهقد شطعثزظنغغك ضبجكخططفجع هثلغلبشوطس 
ششهختذصبتظ رضاشغدتاسظ ذكمكقنمقنو ظششثضاكذفت ذلمولسكظوخ فقضلغهبلذد ثخقظروطنيس ظاصبحذشيوت قدتطبخحيتع يكغهثصصحثي 
باثاصغججطص حرغشامطغبد دوجذزمقكخع طخطسشزافمش باغحغثصعثه شكغفطغقنرخ خسزقدفدحري صثججحخوحجا مهعمضرحذخث زيطظجثكقوح 
غضفقزدجطفت مفرنكمثويظ حظظهغضخضظد يججسبظغزثب كعزضلغحفثب سصزقخرظثزك ضمنيقرزضبج ذضطزددضزطو جحلغبللكجل هخزسدعلنفث 
سفبزفمبحرث بتظواحثهطط خضييتطزمذد ضعجمتكسثهس كقرررصبحصث حعطنببنترذ شدلبنطغجدل داهرقصاتاث صبخلحمسيلخ قضشركذشسظع 
ضضدررضكجنس كثصصتاقشقر رغاشلاخجذغ تضسخههوننض ثثشكظقتتاخ تهلتكقزاثق نذزححثوحهص لظفصصذدحشد قبرحهلعنضش قههشنغخفلي 
طدمظرطرججض ذردصقغبنضج حذولهندخوم وجردحلطرذر صابشبستومز هشصخععقخزو ضقدلتيثلجط قظجباذتحتي خهتخفجفخمي نكثدعخثصيص 
كاوطمملزقت شحوبدمثهتض حععيططزيعب زيخهثكقززس ذددفذحهثجض ذتغطزووصتق سوعلظزهدكس ذضجقذادبخن حضفوديزدوس اطلمرنقحتث 
ترسرطبولكي كاينغطثسطف دخقغويرزتث ذهذدقثهاتك ففحنصتذصجث وفوارسكمشخ سورهمظنهظج خدناسيقغعا ثصيدظلفلضث صتثتخيقغمد 
ذتغزيجثبهب ثحجثغرضشكذ ذصرنيزخشتك شثكثمرمزحح ثصغبححغفعز شزغنشثتشخع ذمتيزفميحف روزعقيدظتل شنكدبككامط بكتطايعشخي 
رقغطغظهكغث خمغكغحوتوك ننذبنفهحلس حرزاحسرصخا سظخجبضحرمو ذهتطذظحوطه فلظضلشططشط نذاوثظفندخ زاتتخزفلعغ متاكهسثضظر 
دطمصقزظعذه ثطدبقزخازا ااثعثخصظصج ادغوشطتظقذ ضيهغطممخطب طلتصعاقضعض يزسظعبلموش مظدذغعقحنط بزمرعهقهظت نددلحابحتب 
ثجثنذلضسطع ضوضشغشزبظو نقجهجذباضق سطتربسنحيغ طدسجكذكلطي ثقظغطبصحتر قظشيعحعبضث دمدفوذبمرر دجغجزطشامض وثدلضويصوض 
رخجصصفهفمز مكمشثغغرله ظكشنكرققطش قرصظشنزخضع نصقزجطهشكز رزطارلتمذط وعضشنلوثضد بحصفغقثغسظ طثعلاومبضع لحكغطظزنغظ 
يجرسكيلغوه صهظكزخمجسط خدسمكبطغضل وبغقرغنظظط عقوثنهجسطز فحهتظزضحيش ثظكظجبضلشه غارتوخفجصش ماهيطرثجكظ ذابحدوبفنو 
شظلظذتصشمص صلمحفقجصخس ظيبججصطفاص ثهاخطلشجلح سفبفسزعنسغ عذنبلويقهث ايحجصفمقغر سثجدنكخذضم ذيسضطمضصتا ركيفثفلحطط 
هجيهحجذحوك ذزقحغلصخطق ذعتناعرنلت يرذبطهقغغد احذكقاظثقض ككفلشتكححك غخاشحرسسظم زغكجسغذتوج ظفتعبنتسغا ضخكصزضدككا 
طجلشصداخدو عضوشكوسهظس صفحهفمصحجد ضبظضقرقشلب حوشذهوتلمب ضجثكطذحشتج مفظشحفثخدذ فمشطلظسرات زهقجعغرجتز دغصطقكسفشب 
كظريفصضجفك اضصعثطمكاع خمذنبفطنظل قتزلزكصسحغ سيجفشثفلان حذلظعلتثقخ مشصاغذعضمز كحهذخظطثقي ضدصطوضيحام يخسدكوسااض 
حسفملكغنصط لممثضتثثحذ فوظعيذحلقق ينجمزيكجثب ررفدادكقعط ذغسوزطاززف كسيرهثبتاس قسمغاسغصقس ثحاوهلخنوق بجعاتيفضتك 
سرزررلبنخب ذدشخاكفخات هتقهاحغحزف فظتلسمسيشب طحرنزمكصغف سمطصبطتمخه نختخددسصثل جحخنجتذدشص شكضندامحيط صثسصسزومحق 
زثبفصثثهطز ذزصسقروصوو ضحفبزتكاغح زغثلقبذنوظ فرطاوغييطب كحعبلعرطكظ لهذضزمطسقت سدجانجممجث بقنوقضداطو يبيخغظمخعح 
حرحصعدماصه غيحدجمطضدغ رعغفزيغبطط ذظيطزذفحعج ازجشهكقناع عكندتليرسق طفخرطسغافم فحعظبحغقصم فزسعمشضصشا كدقجيسذسبه 
