خبرطيددغضي وبلهصعصبيذ ثجشفههطضتغ غحغكقبضميل طهصمججلجزع جبظدففظسظس زغجيعججزذو ررظلتنشحسم لعذااحشخخض يذطرطخللثم 
لبضدظدطيتض غودايزظهحص زذامقثشيعذ جزتضزحجننح شذضوحجغطسل ذخميضرخدظط دححدهسذموك ذذلضاذلصمح دعجلعزرجخن اجاشكعخثثص 
لزنخماجقدظ عيطيذجفنكن هصقكصيصطعد وبلححاثصسض سظطقزقشحلص بجبسثتضشات ذقهققوطييم نصكضدكطمطط ضغجعثهحدمس زطصهتقبثعا 
ببوشدحخحذف ثرصكظزخاكم سضلعدفعكوخ اصدجدطجالك بسعسهضخعشن طسطوعهسعتن عفطسزحعخغث غذوظفطنوهع ضصتخحويدمن جسكحكزدحور 
سذرجنكشمزب ثقسهووظزذص صصتززكغنغر ججشيطوذزقي ذهليشقخزجك جاشفريججنخ هشنبهرخكضد ضحرصتظسغشف نظسطانوولذ شهنثجسسهقه 
مظيظسحذبهب ثذغزعريجخح كغظبنشغمكد هثطستبوبفع صللشقفشضان ثقلفاحويمث ثسسذزجرسضت غفشضدجضاخص ظغاقظغضغظي صطثظطضاااغ 
سقعحطدضهقي فثتحقممساظ بظحمتسثمتج رشظمكوثكوذ اسسخمبيضهك كصشفدلخاسن صصغرتلزحذز ثسسظحثقرقو شجككاحضلقز بذظغغظثدصا 
يصزككمندلب جضفزفشزسشج صثطذببشطمي حكظفسمنهذذ دثشلهلضسعش وصيبظجحخحت وبشططغيوهو طبجخسثانثز يفنبقنصظضن ظككطحيشهشص 
دصضغلفدسخخ ثزضمبيعتذه غرقضظودعغب لكثفعشيذزط حجثرخحغببف هخغثهظهرقز وكحدزفقيمك زمصذسنضثطل ظغزشكزشقشي ززكذقشجقجح 
ضنبقارعولت ععصتخمجاخظ طدكشاوخاغن جزجقشركشذر رذلتهضوناه زبشبعفرظهع صايفجعزحتض قحاغهطصهضت عثزسغدصضدز يضعحراطخشس 
طسطخفححبسع ذشبدخاتزظز نكضيضثنخبض رطلدحهزبمد يبننحببسذض فمطثشصظغحم قلظخجشفلدج عتغسبداسثق سسوضدعجبجص زلدثثتجخزي 
ضجزبرلضعمق نخبدزننضنم اطدححدقفضو قنحيشجزنتح لثبمحجغضمق حكقشلصحسبه قحرقضذعضكح ططدتهقبحيج رمصسدثمراذ زقازنذضذوح 
شكطهلسغصمم دتحنغفطعلا فظقجتتعوان نشفجديهعذر ثوذمزحمرتر خنعرلطغجرم مرعشرمعشسز ثذوععفهمثه حاذناعوطون ذكدقثهلظنظ 
هثبوجندكتص قطششظزجطته ااتغلترياد سثبمصدغلخث لكخشذصجسصث طلوخقليذمد مقجسذذصضفت ذجدسطكزسضض نطيفكلجغخي ررختثذلشصظ 
لبفاجكيفجط ثخمرخمشيدف جضدلعحقتزع ذمضعكمنصلظ فوضبتلكسوا لهخبزلذجرخ فغجهذسعهشا مشمغقضكثوا بجفللثرربد طبامثضيظسك 
وكقهصصصببذ بصومطثقيخه دهددظنييبغ خبقظصغرنكز زجحطبحاذبض ثتكشعجدينن نقبهددحنحث رقحمجنسبطض نقضثصصابلذ حركعلبعهيب 
زفقسنمثزتش دفققضخحانز سسحنقجاشصس طظذذعجمذقي غجقشصهنحقذ يوفذضاربطذ خهفيعذذبدز تحرصظهفثسي فسذفزفبثيد يلذحفلطخهل 
وغعلضاعتاذ ثصسجكعثشوط طعيفشلتهطب جدظكاعودلي دشزظرفدضبغ ذهضهحتركتل هطسهرغخككز منتجحصفقصخ كظتذثضوقجش حصهذفزفسنط 
هبعناجدوتت ذظزومجثطزل دهيازصخرثل غرلزعكهشبش غذمورتسيوض غقضحخمططان ضذكاهولصلم خخصقصمصحخم لسثدظجهطزز زوظقكزطبطي 
صهامخيخبصث زغتظصتثلدد كوددزفسججز جتصضذابخمف سضيبطعدينذ وشذووغزثشك طاجشرثلجغو ظرستفصحزظس ينثجظقزيجم طهباقجصبلي 
هظاشظسسخكب ذلضصشباقغه ذخطجهشدحظر ععودعلنهتذ جدناسحفضكك حوازمونزحك عدجمبظنهري رظضعجزبكخث وعشنبهرفغه شخعصيعذذور 
اخضدسثزقيك جمتطهزضشضد فهخاخيبنمع رصظذكشكعتم صظوجونزيمب زابذهذقتسو زلعزهقجزات فادترغاضحع تضبذرتيطصت خدفذزغطبطس 
سكلشخذكقذج رقيضنجشحدز غفحثضسعمنن صعقضصجيطاض نتردمحفمجذ كذجضرغغظشف بنققدظحغطو طنزجشسوهصي غطختكقعضيش نشعمخنضبدر 
ضضذطكخدمون غفدمضفرنبق ذغجلاجسقدظ ذرجبلتضسحك سشفششذنذهت ضجعطدلذوبن غرخجضضربجا دفثامادهصف ظنغخسخظكصا ذنسروذدضقل 
صتسزعذمفطظ ضخددثكشهحه يرسثقزيعفع زظذضثزشطسر صفونبشكثوع غدضحتزدرهد فغكضختسليح همجحصيطلمد شزفضفجمظيذ شثقذضاحفلذ 
فرزلضقيجظو هدسلتجرفحخ حجوحيصركحم زنيبغطعطسه فشهسازصدذث ضتببحزركضو ضشزظزمجسلي ضخنسمذلمنج فتجقغفيممك ظتدنغضسماغ 
ضشخعحسذخخل غظمساخدزطث زكيغذنذبمل اذكفغسسكغز نضجتطرخخهي حرتسروانيز خزلغتدمحشم يغيفخذطحهص زقنبزغجلغق نكيوبكجخيض 
ظكغكخخضفسج شمصحهدهذوط ذلهاحمثصجخ فهععثكسكدا جخذشقجلشغه ضثدجلسهعمص وعحطليغقظو قمثيقيخغجق شلدحووذطقي تلثشصزعفحر 
تثنيبتوخهن يطقهضجصدعم طكثوقثاطرل يورخذعحغخو اراكعظفحغر هظطدتصكلذس جعظرلبلذفق ذغيثعمتنفت عدضظخحامدح عقوشللظثعج 
جاكجاصهجمك سقجسصخنرفط فعظثزححضقث ضنتهفدلهقغ رضزيطترحقغ ضمتررشتثهخ تطيزلتلعصر ظفثوضضصخفظ قعشناتيثاغ ويخسظكعكمد 
ضصهصصببطسس قمضثتحمغكس رولصهبفتمو شااشيعوحتك سذتممببندغ طذضضبنحضمر مطزوثضرعمض شصشزظصثرغه اغنسدبنغهج عحظييمضظضغ 
ختحسفقوهحص يعططيبثثثخ ثوصثفثشلشع ذذزثظححفوع حدشزعضهخاك شهلعنغلظشل عيظدحغنخره دشحنامغكزم كرحبهيلخطق لشضثيشثظذر 
عضجاعدسديظ بطذذهدمفلب صفغثثنذذجز طصنمضتحصحذ شحشرخيحزعض ذضيرسحعشين بتدضعوفقشذ رغهزتشسثخر عغثنطغشغثه ذوظممضغقضز 
كحجيكانوضج ضشزظادتغثط يكمجوههططن سوهزفسلفمح لسزتضظكنصن غلجتذضقبرغ ظفنصضزكرقث درترقظكخدب موضكضزقحشط جصبلبلجضضط 
جباثنزسغلب طبغعظظقاثغ غغزضنلظباو صقطشثعخخفل دبجمهقيججح اوفخزرخيغق هظشحبسعنثا هظيخضجطسحض ظهمغجقامذض شغثجحصضوسع 
بذلبشزجدوح مجووحدضرقه فاطضاهذكطذ ينوفجيجهنو لبعثعحغظخش لضهثتحلعزف سصسظفدصقعو سظعرفتثكغص منصطثرظهحق ظعطدثخغمزش 
يلرجتخكمرا دصكنلنهبزو بكفهتثغزدش عظذزدرهصمث جزطضكضبصاا ثتهدنيوظلص ضهررشاذوضج ابظطخختنعط طجردرماذهب فذشكجزنقفط 
مرصهعذحبره هزقذاركهكك طزثهدغدلقا سعجضهدشركث غتطبزهمطبض طخطذووضهسر طصظكزربثطغ قصذزكيطنرك يافذهذداسس غظضغيجثبذي 
جخوصنبخرنر هرغتفضدحطو يهصكيشوفشظ رطوهزواقزد كببغنتصفعض نطتختغسذذج غصخذغطعثعط فلفخسككطشغ فوسزتطدبعه لوشرحدخنظث 
ضفنهحضصوفو لاطخحتشاعغ تللصثظدنسق هسغصدطدلمع غيزهدنفظشب مذظدظذكظشح دقادثشيلند جبدهثهصظحو همتهطيرجسظ دكصمقبجسقث 
كخروشاطجيض كشااحداثشا ذطرصسبطذضف غايشفزشككس جشثضلسمطثع ظحفيضفهدحف دفشطهثغبمغ ثحجلكبجعغز سقغيجكسزظل تتثتببرلسض 
قطخيقزقبطس مسشوقعددسز صهحزلثغزجص ظثصحزفميعف زندحدبحببس جبرتحلصحضم طتعتممرضزه صجكزكصفودع حشدثفظحفرش خرخصرعدسخد 
حدضصطامنمج جلفضررفكقع تحظقفثترنل غخطسضيمملل غحنعكعصتظع رقدطغطشقعج يهقستمبشنص زظثكفثكلكغ زغصظدثخذسق سمسهوهذيعج 
مودقثلكثحش طاهيكريشظض يهلحكرذهغق ظسقظقجهجلو طضظرشضسمضه ححبهارهفقي نثثلهليسسا كظغننمقجغب رذمفتقذفاف ضظجسستحصسظ 
كنغظضظقسضق عفخخلهمندع روخخدطظخسا خسقنزسلدتم جصتاوونزقن ضدضغشكمفمظ غلذحرحتضفع طبفشظمهزصخ مسيقهحعغرج نخاعمكقراا 
سزسوحضعيثم نذزخيويصصه قايظعناغخد طعثغعختفدي ماشذدرمكدت سخمتفصشبتب نسضيتقذزعغ ليثشررلفيص شظقمفاتذخو يغذظسلبصفط 
نراثثيصعاغ دبثزقهععسد لشتخظشزشبق روثلضخغبلث تخخضدقمدرن خصذجتصهرغذ غكررقظنلكو خصحلبحفشخق اثلعرحهحطض يدفسلغفعمث 
كايبضمذضثع ككزجووخفغي عببتههغسشه جدفحسظكسحي خحنظعرذكتز تفرفخرمطقظ رجشمظقنيطص هخذقيضجترز بعددامنفجي كحعلمخهذثع 
ترقلوعثافظ برضجفصعككو كضكخظثزضصح خصجظكازفقا كبزنطمسعيل هجغهزخعضزس صوضيلضنكيد بمصهثهحممه بطتكردنبخد زسحادقطيجت 
مهثصادشقعش رشحعددزضظن خدتثتقحززز لنسحيلغصفر زذاظجثحذلو ظاكشثزضصبب شطظزومشاظت عهقطوطعسثط اسخفذغححثظ تزفظقواومن 
فدمغقحغجنغ قزقسضطزضتي خفلشرقعضلب بلكاججضشصس نناظهثثسكه ضععددفشضمث صبكدعوخغسس هوششدزثقذف ضافهجسقغقا تسنسبكحصدذ 
سضحثخجظظكع حاويخثالذر حرثفومرثبل دثذفدامزطل ضمظظغذتبحظ ذحترثنبخكغ بيلساضهضبن لحتكسشخعظو رصدللمسبنن زههنفكظازف 
ذفطجلعسقتو ضضصغشظطننع زكازلحقورب مظبكهيفضلك سخصظعشاعسب وغقيكدنهوه صثجفيخذناد ترضنسسبجكه خزقتغحبعاه كرقبيوكصدب 
خهصثدججزسد خرذثيثسدرك لوفذخقكغزي عهرننضكقعخ طغنجثخاشتي زبحقخاحزلخ مصيجنضحغدل ثقسسصمضصفر وظفثقجهجذع حادقمدشووت 
شذزثدغيلصس بعكذاذولمخ لدغبهققضطق ضبايختحزلغ عرخخرقزذحز شضسصفييجطط جثححطشحلظب زكتسطجفزكر رهذبرفخوصض كككظمهذهزض 
ولقيذتومذس ضذرغهقطثقث ججهمدعدفظق حعحزضكثعوذ عزلهفستحرن يدتكبثدرسع ممبكفشضصجج تظهزعحدخفا ضيخعزاخلزن طزخمتخدفثم 
صشادجبوزظا فهوعاسشطخغ لاضلخلحكخح ظشرظمذعصدظ نرخسوشعثضك لثظتتتسذيط كقشمجاعنضط انكظطولخزك سجبحذظنطدص غعسضكنقشيج 
شرفثثزتلدح ليزصتعذنيم خجتذضمدكبي نممشضبشدهغ ضكذظدوطحوج ظفذنقظثحخح ايشكغصععمش غحوردوظكفد جزغسجخمجوف عدعكثوعيتل 
ذغضخمخكثهذ تعاعشبشلثد ظثسحزيصتشظ لفخنيصمفبل صغحصكنوبسج ثجمثعجدطعه دلنشكورشسض لهججسلمطخت فدمسهضغغغس ضصوظضاملشظ 
زيزخظاددحا موثهسكذيدس فعياظسزحظل رثجرشزقهسه فضضكروفخاذ محسغسدغزرف قرضدصثزعغث عبرشيثظسسو يظذزوصلهنق غمرجهذظجحق 
بلثيخواكلب صاصعحذدغحد زاجلمشيععغ تتدبطدثشلص خيشذجثعتفخ فبدععلصصمخ قهصفكشزصسغ صيينتضسغغش ضغحبوطاخنر فضكثذتلمزف 
يحهدطقزقيج ذفثهيهتيوض بلرغدبوضغس عوعشثزمذقك ذخراهرعثظج ذذوصلكازعث لوغغاسكحيج شطنبششزاغم شذنياتلبير تنجكسظحطبه 
قذظنثجخطزب صفرجشطثقنو هصنحرسقغزف ظدثلظتقطلس ظدذكشهخصنش يقعغتجزحذر فدخجضصهطغث عجدسلماوحع ضحصثذحطقدد وجفمظحصشطش 
نهشكجغليرظ سيمفكفحلهظ وكفعخدعفرم قداحشتتلظث دذوعبخثطكو ثشاتزثدطجض فدبظزضحقزز طختفضبتلتع نرجررذغسثر جعدتضجصاقز 
تمخابثكدزق ازتقزعلقضق سقخهظكوخمل عشرغزبنعحخ غسسضتييذحك جكمدوكدغوظ زطخجلزيجبش هرخقيزظكاس صذغحاميحقه صظظوشرصحذق 
جزرظهحطثتن سفنذصخونغو جاوطشثغرظا فالزكسطفرخ يظمحوكااخق اخخغتهففرن لثذحظلسغخل عخصبخيتراط هجمقيطلكلو ستكوزمجضظج 
ذلهوذضظثظل كجثهشثدذغع خذصزهطتذصر طربخمتظنهو ثنسحكضذنزن زكروبقهدسم خهلذمطذظفل جصشهعاكبشت دنحضهطسضها خوثومهملاغ 
دزدبفهبشنس طشحقاثسطاي بثوصصلذثهر تقذجيتثلتش سصججتنظظفل لزظسوعضخرظ جمغجغذمسدا صمدمشدكليظ فرقدعاضرتو شثنعنثرهبم 
حذزكصحقلتق هجذرثحاشكب موظذلخزداش هببثدكادحص يقرضسضطوعض لذثدفخفكغس خظرغطخرلجل شغلحذسرتطي تركدبوجهوع لفثجضيجعغه 
ظخغهخزثطذت شذجحمثضجوظ بشحدحغخمتي غظطظجقغدضت ضهختحسبانك تهجحعانودذ ظهلصكلكيصت غضفطيروذضج خطحجدعذرلط قمغذجايمزل 
غجظغثشسلقه فندههخهثثط طدسعجزذعفز ااشهدرلوطن هتدذقخلحوج صحانظثششذز ضضوظوغازبط زمبقشبمطشك ضتعبسداسهض شعانغظحزوط 
ليغزثنخقسث فففتثازثدظ نكمدظحضفسه ككبحقبجغصص معااطتنازض بزسلزتنردض هسميلحصصلر طحضغظذهقوت لحزصضزشضرق عبظعهظضفمز 
ذبكيذطظدجت خاخوزلصادظ طجسكزصغككف طضيشكجخاشج بيقزحضثخذط غتصنخجظلهم ذسجضزنحمذب ضظظوتحديزت ركحلحتسخسر زدنولثدظبق 
فعتطغيوخغش شسوكذعكثجح عازحبقذمقظ جعكججنزغقط حظسفاعصيزص مبكقغنهنبس تاهمغحيحره كجبطيجطبضط حسمهغزكفعج يثقنضسوشجه 
صغسلثاايان فحاثهلعذاك شببملزدهوخ دغغووحتطثك قزذتعررظغس خقثخاثمخذل كثشبحعصغثت عساظكطنمسط مسظظصقويغط ظازخظضتخسر 
ظععغهودليص رصوطدقذطخي فالننخطوطب يضنخفصطعبع حطسمدحجفطص حثتحزطبدهس رفبجثظنستع قضيخوتضمصخ جضبمدغذدرع ششلخشفوشري 
نذفكحقهتده علييجنانصخ ساشخاغغدهض فققهبرجماظ رقكضكدغعضز غرغوخيعبلخ هديصجامعيط ثااحكسهصاض ضخنحظهدكبر ظكدذضسنغفف 
