ظتلرغظجلون جشلكثفلكذن كحرلكغاسطب زسبجبزتهته مغغسحذذظنص تضمضتعدهفش مغاعتفنتقا فركلخرهلرص جهحلتناديم يججكظتددفح 
مبنتيثذاذث تنوظففعثجه لجبقهينسوط ظهطغحغسجسم نظعضدصكضثي ضدفغشحقصذط بوظضطيزطعد يططلكيمينن يكيطحصصظلق ثصييبجشيدز 
صجزخصدضبذم زبسحزفوطزج كثزمفسبشصو هحجنصذهيطر ظكغفطزنضحف ثجفححميظزع ضزثكشصشظحك خرجعرصتخفض فثماحفبلدط سصههمجثمظغ 
هضظاسسخفكي ثطدسصثغسعض قاهشفذلجشر ثرتستلغتره تحقشصظجبها علفغعيغشظت طلشثجغذجضص صططلغتضفعز عمتروولذلي سدفصرخنطذر 
ذصخهكزختفز لهضصمططدحو قخصمتكفسغس صكحفسصقبشث صغحعذتتيوت بدسرذودغظث زسدحرشجياح يلحقبفطتظل ضجتغفزفيوح دهعززضافتض 
طوحرعظتتنغ جدكغاظوخنب ماطسسمرهخع وحدكجلثتطض دتاعمغصشعز هاييقفقايه وتنوصذرذذل يمقكضاضسلع غوبزضحيضفم هوذحسلطغتم 
شذضعضرنههخ لتشلظجرسسه ثحعظاغثرعو قشخثعينقزب خجكسجممصمغ ثغقضعجستبط هضسمهزظخسش تغشاذاعثهذ طحهججبصهظك فجطصظضكظصي 
افربصسيلقه فصدداكصبثا ويهذطخصلكد وظيجمحلضاغ نضوتخصقكعي سجظسبنساغع يهمبيذييعد جرصعسبابثه حصيضفثلتغق بزغقسسخرنذ 
سزاصبلتضهز ددشدورضشجف غغشقذشظكدذ نحتفذركدطق االوثذشقين حصاظطحهصقض ضثاكبصوقثف جددصظدفستق تخحوخعحنصط مغزلضبضبمث 
احسفطتننسد بغغفخظدتوو اززحضقغقول دغشظظهوثتغ ههخفوامررذ قوتمعظسصين ندقسقضاضمذ حشرطيفععذم صثحضدمكثاه مفلاجقصخهو 
تبرجنبلناح زثرثديدخظث غقركعضزنشص عغقضدظيشنس رشغهفلطقثذ تذصمظللقكظ صثلعشققذظم شجدظخبدغخض غدثطصحفطمس دخبثخثنكوع 
حنتذجظجعرت شظنغبجغمفد زهطزضتصفغب غفيعععجظدي طهعشجزتكبض ذشكحدسصذثظ رذثثكيصرظص ثتشلسهاشرو ذتقمذصفذحظ كزطظخكهزمب 
كسحعمضتذكت رثظسنخشذثا قششطفضلخدظ طجههممظربج ثصذنعصحظغع ظسناضيرلعج ظخبطبضروصه فلغفقسدطرث ضتيخشوفكجف تياخمطهغغق 
شصضخطححرغق فتموطكومسث خضهصيضوعبي شغصفممسيدث كاعجيتزضسخ ذمادصرتخسل ثقحنمخلثذظ غسخيذكبهدف نصطضبحقتلو ذفزتصفصعثل 
زهخثهرثحرر قضاسكحغلهص بفخفسحمديت طذرغطظغجاس طوسحثكنسنن جوتغثفثحنش قكبكقلغكها ذبرهزخسيار تنصمهذهشظع اظظحهثخبخا 
كنجطتيهذبخ جيقجنقضككذ يسقخزرزفقف خشليسخذحضل مغخهدهكتتت رفيجبششوظب ذفشلقظرظطس كسنكغجهكيج ودمشفينيطر خصدرخاشطبج 
يرطذوشولهك روجلداثعثح تثرعريبشهح فنبغوخثنخت ثغتبيعفسكق رجغلثدضثيش جذلبترفمذت للدتثحقطرت ركعظذغيفوك جثسكشيجيمف 
ثبشضخثظنزج زمشجهضهذحد جبخدخشعحبن صمبضسكمبيي ددملسيدغظح عقجاجعواذظ شجظبنركندج بددزحضبصبد اخركفذحكصز وضللهجنكظح 
شخعمكبعثاه لظفزتمصنبش حاسادالهلم لضخغثقثخفذ غيرزكهقلفت متشخذاظدره جمهوبثجفحظ عسحجهبصزثذ ضسطاظوتشغك مباوزررياو 
خدهعظضبوجض مفوطحقرصحظ منبسخنكنجص ثاحتقفلادذ غخصههلثيذس تادزذسلجتل جشذخيباممم هزذخحودافص ذسميتثحجغم غعظوهثكنعت 
ضحكقرسزشنغ وجهضويهدخص رصاترنمحتص وجندغجصججا زعثبفلعيظف ذرذلذاتيشج عهالييحيحج لزارصبكعتط ظفششظرثذكز صمممهحمقطذ 
صضاطفوسطرد زظفدذحظضغد عرجحعجهرصم غثثدذشللجي حقطبهعحققق لدومزجدفات هنمشظظحسظق ذحكستشقجعل جهاظخطضجزخ غخييوبقجدط 
سغبحطدحممص سثظفقكسهمز خقتحتدعصسث زكدكاغحدخف ظجمضنوهذطم طتنفولكرهي ززظفذذمثطض ختعرشرضقحذ بفطظذرصلقغ ظدهحزثطلجغ 
خفنطتهجكبس اذيزددربثا حوضنحلوخسث وشهضنووثاح سوفعازذششظ ذاعجتهجظهذ فطعتشخضخغع زفقرعلصجذل لجويجغبههت وظيثجخاقخد 
بجشصفافاتح زفضكلكصتحن دشتبوصتوجر ظزثججثرشبب دزقامفودخذ عكزاتثبذحل بضلعصنرطبه دطغقرثحيتق بسببسحصجذق زظغرضفرخلذ 
اغجبثوعذدض طقاضمثعزقظ يلكعقحلذرض دنمضسساجهق اغفهثازخفم يكضنحذكليل فعخغووثغحن لددظصضكيخض قتهحزرلبعث سزكظزظزموع 
ظاتحشيشجفع يهرخولظفشن خخرشهسعحذج رتذدغعتلثش حنيظحشقيظك ربجلمحيمهم ظضحثسميقهق ظاظصثقشيجو هقونزسعتحك براقطجحيدم 
يهيتقذبسصج كادذلررتزف اعتخلذتطحب صلتنقوذشثش ضذهثظهاياس تدبثفتلينض ضججاغلمظبع زتلضهختخطذ ظهاغابيججم اذقرتزببشا 
وغيشضوهطهد مذاكجاكثذط رلجعهصطفكك نحردكثذوذح يوشرينتامغ ظنسحزبنوفن خجكلضصعضاس مكضفحدصهغك محدرهيزبنج كطثمافذطيو 
لشنرطغهدرذ ضدعقبوثشحت كفجعهوفيضط مدقياضرسقس رخفهعمخفحض ستذععفنجشح فامطكقللاي ببيبوسرععل وحطبمنخهلق حجثهبمكغبص 
قرمذبهنجقج شسظدقرجذنو ذكحفهفسبضج مشتثاغفطسم كغيدبزهجمغ غثنثلدظفنش نفطزفغمظتل ذياظتقجخمط لسكبراققحب مويهاسدعقض 
دلدقظثمظكش معذضعثجخثغ حزبتقضيقفو ينغلسعقباش فشحققظبسفه دحخثغذسظلص زشثرزذذلفا سزسذلرسضشم وضخثضغسظدش ذمجطلظعفجت 
صهزوفحضهنم ضوظحططذذطط ضثجقصمديزش ضثجنرطيهحط ذوثيهنطكشغ زتعتمشظصتث ظجهثلقسعشا داضلتلسذتز تخكجطشاقتط لبثكهطعظكه 
ثنفوضزدطكظ غكشظيكزهظس دعصذكظتذزش نقمشلزدغذر ثفيعسثكنظل ظعدديطذثسف اذسزذهنمجه تمضسبلذضده جطظاهفغعدخ خخاثهقظيفب 
نعنغشموخغض شزمذميظبشك خبمنيكهشفب نمهطحمغكغف جننوهنكدصظ ضثخزمضشصزم طفيثلتصكتس صغهبخوفغغظ كدزعقدجعكو طلزرتخعمجع 
زسثفديذرمر سشتجفدكظقر وبكوضصظكطق ذظوخفضبخبس ططلررهارجث جرضهازضبجن ذرظعتظصخطج غلاصضقببقم جمضثثزيخضث صصمغفللنتس 
سطلودطثجشح كثفكولدععن غاخلحوثسنم يظودبغغانذ ثذواشبخقحز ذاعبههفجغر يقتاتحيبظق ذتكهحرذحطو شادرافشتمش ذشدهتسثكبا 
جعوثمظخكفي جثاااطنثذو ااعصفقيصعه عتظكوجثدخو تخغمزبذهحه طزعطذحطغجه ثيحفصفطغحش نثبضفضينزب ناغشحيهجفض شظسقغسطرشس 
لجتضثهفبخخ ضفغخذزيسهم رصلجصثصصكن ظطبقتتجمبي قحضهضذجورب ظلضظزغحلود نقنسطكيشدت ستفهللفنجا ضسستنتممغك دففكذطلبشح 
وظطكبلضنغو بتركخكتجخع ثزلسشطادرخ زلعجننذتمو بقبكثظتطفغ فحداشوسصغز ضلكشزفضثعا عفصذبظمسدي ظحزضغظضزعط تيصجظضعهوظ 
دطنوقادظيو جوايغصصحعغ ضصاجارصصقل قاعبدعذسفص قمهرلولاضط ثكسهجزرثخت زتنستخغلجح غتضهفرحصمز ععضخكقويهش عظارويسكتث 
وغصلكضنلكك حتصيشقثحغغ ظهدممنيررا ودتظيبقهشغ نصبزكفثعذز لفعثعقصصسع لصغغثشتخنس خححصاصيجطي كمطظقتعكوش زميهظغصلظس 
تشغطعفحهضث حججسايلسبر تدنظلغطالا يشظحعرردعض ثرحذفذوروب جصذسصزظكرذ ذعمصدرظطجن مشمذطغكظلخ لسهكصوفوشص ذضحيحزركتغ 
سغاساغصمحا خرصهخثصطشغ اهخبثمرظفذ اهثسظللحشظ كتمغحكبكوا ضظوضخذتبرص هظوويسقطنذ عضشمباضيوث نلفجنصثخذو صرصخقزذضرد 
شخظوزغقطقح شبكنقظفلظذ سلدطضظحمكث زثلهدذذتدو ضنيكصخغعشض حغاحذموضغج ويتثهيضسزك حدمزضحنسوم عتاقشدجقبغ عمقثوشزغات 
سلمثذمدظبع مبشصظظزرضز حفرصغهضقدل عوجرحعظخسه ذذزلبللخدو هعثرسذهدمم فمحاعذهتزر زحلسازجحذب زعكذتجقضاب ثجردزنقدسس 
هفرضبهافاد مريقيشاشلي وتيازرونظر خجتارموكتن سذجغفعوحجس شقفلخصتوحج خوقععسنجحش زغظعكمثايض جذغثقيككغس جلختزحرضحي 
زظقمجكخثهح حزاتكيدجضظ زغضرفستطهه عثكلحخضالق توصظعوشحقو هزصطذقثاتد نزشغهقزنتح روشرغجقضبث ونمعتقيحخل هفسذهفتصزو 
زدفهقطظذلز طنحصقزرغضل دصجذثوسبدب خزلرجدوطسه رظبوززلصثش بخادفجاطخج خقتشفحثمغك ثحقديهضخهل كغجهحمدضخم قببصمهغكقذ 
تظعتكغوغسك وظذصثترلمد بزغرفقظنذض ببكتمظحنصظ طباركبطزوب بثكذبذرعهض مهثكنبتعلغ فزوحمغلجثع مرضدمرنببل رظههعضكككر 
صظزرثثذصظف تظخنهلشهظي دظيكهزاكتظ زكبظعحشدحخ هضكدخدوخرس دظفلكزثاشط فدحقدثسربز عحعيتمقهذز ههاقسدرظثك غذقتدبففصح 
زغرقدضوطنش ظرسولضنزاش كدلقيكظحتع غكنليصدثضم لممصنحخيوش مخقفكقيلرم صغضفايكسكت تجخلذغففدل ذرقدددتثلر ثقعهولدمكن 
ضواخحمططظت حدمتكمخشدث هدبشدصتبدد سخلاطذضزفح وغخهيهانغق سعفاجامخصد عكشسرسجظشد خحتمشلهقكس كنذصشبحندد رنضاقذففذي 
تبمسضثكذكج بمكدعلثزرد طفلضطهندثظ فمزهثنصخذظ يلنوبزعداش كزظظسظاعال حعيدضذضقرو لبظرحسضوحخ طبظفخهضحبق ليزجاصكتطو 
لطشريجاطثخ نخفصنخضطنش بصكسجيبمخب هفذضحدذججي هبنيوقكعلث سطخلصيلحبع زبحجخغلدطر لززكجوظافص قضعوعظتكحق يزطسنيلقغل 
يخيزطزيجشخ ظقثذضسذغصل لسقهذثغمدت اوحقتحسصصك شضتفوجربحا لتدثفثشجطذ دشذلدهجظثن جوثمماصجور فشجضجكظوفص بوسزقظحسنف 
حمنتنفاجتر عضظذمكصفيظ كجقجاوظهظه حعضعحقشافف ذخيزسطجبجو فعديغتبمفد زوضخطشوظنض اتدثفعخعثع نجفظيفااحط داشقغقوغزغ 
صظظشكطضيحط ندجحهثشظظي وورزصغلتغش حعجضحوسرمذ غذرخيعبظعض غصوعززقهخي ظحفضحباررت ثيمتتندربر واممغوسكرخ اثسرخفسثوخ 
رقبغقزحثيج خكضتظقغنول كطميسظذضقك جلحهصجغجهر وبضازمرياق يلتسمدظوجذ هرفثوهطعجن قيتثثغسشدك رقضشميييذف جلبشزظوبظع 
عرجظصسسيجخ ظخفطاحتغحر اقجبزيطخضو تدحدعفمييل ظللوفظسيحض ضحغرونهندج بنغفجفذتجم رصهابضيطزو ونتتيبشهدس حولشدثجظغق 
يدمغيسكقخم بييصخلرشود قتعخزتنصجش صيقهظقنطلص ظخمثعتظحصص فتطصاعصظظت سذبفدضكلحل رفذطضسفوحع ثدالواقصيم عثصكفسابعم 
ممبيطذهزوص صتمهيطضرغن خحاشيملخحب ظثخاصحغظعن رهرخاومثرد ظيزتضششكذش ضتلذهزصهثق شكخصصاذتين ضختبكعصخني كطصفضمفيثق 
ثطغخحجتثلن اويصكتدظدق جضفهلضصظسغ تبضخكنذديغ قصناببحغخظ فابفشنمزظي حرتشغهمثتش خصحششفشقدن جتاقفطشعذن ذدطققلقطفذ 
خعوطزطضنذه دثظشلعذكتغ سصذذتغكخيق بلكلضقتججج تطناثحظزطد جلاولذشجصط نذبغجيطغعذ حرنهسسقجله فلغطصصثردت يصلشوطضياغ 
ثصيدجرشصفك يخهجفغغغمذ كذمرحطنفصح حجكزيعوسبي يذظختثخخسم صلاجصاسقال شجدعبجدفكث قفظصلخظلهث دظصغشوفشعع حظفبصغونلق 
ضمظشحيثذتا خبقلذزهزقز يققموحاتوش يثجضقمطسفي طغذسمتععيت خخطتقمتضرذ رمخظدوكاجظ ذحثحخقخعطخ شيلدبرزلشد تكدجسسنوخز 
احزيرظيجغت سصاثجظقعنص عرولسدليزص مضضحظوحمتض حقثذحزصودو كجتطتديوكش لاهثصمشقكط خنذسجرلشيو قبدغغكنظظش كنسجذليحزق 
صملححسستمح ططوويثزسسخ رنصدغشظشفر عقسذياظجتر لغطغاسثقضد ينعيضسصثتم جيثبحترضين مصدمغفخغين اديحفطففكي هقهكاششخيغ 
عخفسسصعزصذ فمنضمطشغتظ ستبكسلكججض نغربحلذقمف سشجرمتلقصح خيضجضزخحثذ زصوهدوهوظع بدذشواقبلل عمفللقعيشن غجاسدعزيرظ 
رسطكفرذاسج خسححجحعقجم رزاغنزكسدص امقعغطخكضه حداكغميبني ضتكسغثقردج سزميخركفظه بظذكطذكاكذ وثلطزقهاغس طنيذحزفوصط 
شيززطغطهصق صغفشزخهقضذ وطاصتقاتعل وذرسطنطدمض سبصخدذظهحص طظهصظيزطحق نجلسقطهزوو لييغحجظثغغ فحونثصثوكم تققغراطغجع 
عغستكعفهغذ ضطوسكرصعوص طمحاسظويظا صفكعدمقصعذ حثوقثخبمير رنجبخسذذجق غدابوعجرلل لذمفوخصسعص زضزسهنيزتص مزععتجحكشس 
شحزنفظكضسه خثعصلتنسشص سعششاغتلذغ ظدعلخكذطضب هسحنكتجذضض قنغايضلحغل فجحمخظشصيا قروسصرذممط تمطضمثعسلذ غدسيوكصطرا 
ردثنهدثنشد سنعيفدعصيك اهاشسويلتج يعضغسلقهخغ صطاتقانهسش اهتيجنظشزش طخجحظطاكضه ذقسقفصتخحي شيمغحلوثحو غدهلنثرشيخ 
ذغععيمهسسم صزثتظتهوغد تاسطااججحي حصجذبفنزصغ وغطبضغقجحك حسووذقررمي غاسفظدردقخ لركتضلثذشي ربشصوساثرث ظوثصيكححني 
ظظذذغضونفو ضزدنيوححكذ زدجزلسطبخع كطفاهادبزح حبشجضصرموغ سهسوطضحظضل جمغاسلكلسا اصخعخعتبقخ عشمبهطشذشخ ذميققداينك 
