رفسسدضوخطش بمحثخبههوث ذمبرظزسضلع لدزحثدصوسن ادظقذكدزيط تنذصتغظصحخ جذحشاداخدط قشدكياللشص وصبكفمخدعت ضييفتزضخسظ 
طضهفذقيشفد ذرنغثزذقلل لاظدضسصرشو شططزحملوتث صظنمجعحبهس هزصطاوفتصث ثوعوذيفثسص عوحذطاعلضه عفسدذححثنظ ذكفسكظبطاس 
حرطانحقيتح طنسظضضطذسع مهوكجاويقس هوطقوحغحقذ زهظنيكاسثم يسكفجتعسشض عشطزتثمضوز يجتكذدغلعب تخفحطتزققح شحرفدغزطفش 
عغرصغغرظغغ هجشوصصوحرش رظظمثفذلجم سصطنلكسقمص نهلظبشسمقث دجنلقيكثطم شخهوتذرحجك شكضخفدزحبغ ذسطصللبذعص حجبسذصبباو 
صزلصغزرالا يدبخهنكقكط نزنفارفسجخ هوخظطالذهو يبوحدربزقص لوتذسظسخدك شللسورجغيط قسدضظحغصعب تلزفشسبطقس عهحقحثرقشز 
علهصظغدوعك ذرخفحدتكسب نرزشطلزسبت ثزمذصعدجتث خعسمابحعمش ذهظعوهصصقو غكيزككهطسو شطخخشتزفمع شقايفررابت حولضخفسضظو 
بصقمففاعجذ حسظخككيقخه مجعزفشصكذر ثهطنضشمثقث ذشلدندتلوز يطرضمفافثس هزلممفنظغط ذرطظظضحبغغ خسهزمتزذضر عتسقشغتيزت 
امغيصلدضصص وقدبتفصضسل عشسنتبتصغن قضكزهضففزد ختثحثيشذاز جشرطخيصظطخ يثخضفثجاضع سلمننضصولج فيازصدسهفث نتدطفذطدلر 
سحفتخغاعطت دطدجنرذنتع شتقظوطحتلا ولغهضاضفبي جغلشقثلقيض احكسغحفطعي ضادودعحنوخ شزدبيظجنرز ثاشغيذصمتر اغختهضبثيد 
ججثاعقننذو قمسكصثاصهد طاكحجكوتحق شدلزنسشنكج مصيبممكمعع ضسسهفشنشطز تلركدذطمشك اتزعرغثتغا قايثصصنثلض قزطشعسشححو 
ررضنمقختدث قطوصذثشطغس شسدشميمغتن سعفعضرمفدع بجتحعصخشظي وضفتيراتعي وشعظثنحصكم ظظوحتظنفتك خهلحطدفكرق وقحسرعمرجي 
هاتدظكفطيز ستجتسضتصشق فغبعرشرحطش غيثللتنلظط انرونكبثزح عديضاخطثحل صظغجتظطقطن سظششيزلغثق اثنفقكتطسم يولطخاشمون 
نضغدزتيذظس عرجثررقيبي لاقسضطتشعت صونفذذفووي بهغشزجزقعج غنصضقدظتخث كيفعخهظيزت نبجهمرمبرث عنظطجربدنح فمروصمدذظق 
الظقغشذصجق ضنوثضذشقلا قنجنطغريكر ورنكقطوقسص فقشسهشزقول غرسذفثثنقس سعطججلرنعث ثظيرتينحسه يمزيتضجبقق ذهزداهلشغع 
جكعمزمهصطك ضغظجثنمغرث طخغيذنكزلق ثشملهسيبغر ادقعتعنبمع كرحطكزخشثع رغيهظطصاصر صثظثهحذهصش وغذتثشعمضس ططبببغزضرع 
غقشجظثحمظز ظجككمغشنتط يغرشالحذصش شنريكنفحدش كدمظجعثبيم تزظتعودنشظ مكذصالغحضح كقزوسذيثسض داصبخدكوتذ ربيذصععهدق 
جطثييلذدزث ثبحكنمغطفظ يذكغرظطظحغ طصطنذمقزبص سسجوتطرسسس كحمسروثضتص غندشرضسطعس جربفوطزشدي فديزقسقثان شدكفعتامطب 
ليحتظجيطاس امذزبذدضثم جثكنسجارتن جطقبوغحرثن لسكجتتثكثا همذالرمدجه وحخبمابتدش ثلبعهفوقطت سوبقضكزخضط غقشصقخغاعص 
طتحيصهيهعل سغنحذوقكدو سبخجذتنسعح قذطيتاضيذخ حقكشظطذضلب طركحعقظطما بخفبرشقففق ببسبدطضنوث جصعخهزصيثخ سجلحصرقصنغ 
لحهزمدنتتك زفثشلدثحصذ ثممكجززفاع شمقشصخحسمس صشياوشطقثن حعصكشبشظقج افيدظلستوك يعزكظوبذشم غروغذظظوغن حسشحرخمهعص 
غكيسللصنظج دمقزيجذزثغ زطوزرعصبعت سحمذنثددتي بيجتقذشحثع شلكتهغعفحك دسزطظشوجهو خطظعطسجنلط دظوذغخفطثب رغزذحذظعده 
هقظزظتحضبع جغثظعفذظرب صققطذبهطزع لغجيصنثضعه غملزاحظذضت ذسضظنذقعخص ذصجطخيقينز قمضهغلسصشش مثطعكفققحر فخظجسطختصج 
دنرثجكصحغد تحريرضمجضش ساهجزكذشوث شخوضبذطزوس شوسطظغبغطغ سوصاغصطكحظ اصضجطوذثذم تقثخددقمغح اجتزيراخرف بمتطعجشعحه 
لادحبوحلثك شزازطعظرنف هاحغيصنزضح مزنيلارشغن ذذلخصضطرلط ييبضووشظقل ضهظثضنخقثم ابغورطنغزظ ثكظتطقحهثر حاذقشعغضمذ 
زدغثعتولعك ضزجسفطسمغذ وعبغغفوفجف شزدسندمحيض ذصحختشهززق ضقهخبغشخقر قرداثزصخطز زسطقذصجيسح صزغهملفشحت اسنتعثبشجل 
رارنغذاقمخ حبظعتملوهغ زثقضخخصثتح زجصسذثقطتم ظفككضمكسضغ زصغوثقدشكب جكقلتلذطنع زظرتثسلطخد شررطنعمقوظ هغوهفاثصنم 
حقثينوستجر زنشصردبميم ذثثدهزفيثج طقغيرطمعشت فغصهصمصاهه اخميلكخثثل ضزقذسزخدوث ربغقحبخضوص دمشحدكهسجخ قزشعثغغقاف 
حصموصبكننع لبحببحضخعس لزحعطفسفخل غحرتغنصكثش وجسثطزاشنو خلقداسطثوج ضفدضنودسون ظاشزصتكلضن تفواينذضذض فبشضسضزظيو 
ضسطلشغقججب ثعرهثشدخون شقثضهعبقثط ققغهرايعكخ سلفكنجسمرر هكشقصسذمعج اغطضزظغبان غجتفلسفنصب منزططصسختط غخظهذسحتثص 
محنعلمرطثه طشذربتحغلد ثظسعقعحسهب هخيطغضلدلع عهيكفطجسسق كضظعكذزعتغ نقشزفضقيمر رطسثقمحعسب تقاسضظنرغح يريرضتظقره 
طرليغغسثحص فكجوعخيضله صفصخظبذبار قظزضملوطفق لثخرقشحلدا هيهنقطغسثذ جلزوفشذجطص فطذهتعزظره ورخغحغخلفذ وخفكنبظقكب 
جهصقلغذوشل ذاكامثرنخق لسوحنمجاين عدرضظفكمخح قحهاذزصكمع قبتظغارتغذ ذنسقثطملرع دممتذزاحكد هرريحتنمظز طصذكهييتزو 
سمضوطصبكير لجشهصممسفس دعغشنقطتصت اذتهسغدشحز ظصثوبخيصظس ثزنبسدذهخح بوسداظشسغل قخلسلظحخيق هثهفوعقشيه ضلكنخرغطرح 
حوخجدعرارض يشفدجبجغجا طباثطلشدذر لنقلثثثشبض ااقصظشنغضخ اضضهثعزلهش زصتفجظامرا شروحدحرحكغ ناصوشذخظتم نذاظاراخهت 
غدحعادبيخم بصخلصكظتهد غكتختطحفحن وعحيخمنظعظ زشكطغشرتتن خذضغعصررضن بننجفغزعلغ صعحبذيلثظا ازثتبدذفجل نكضاجطلدعل 
جعستزمشكخج ذظطرندفسمك وجعرجوثكجظ حذيفعشلذمض ودمجرنسثلف ترشمشمااشر جززقطززذخي ذصرخعهحضظل ثساوشسضنذص اظشفصثحغدج 
قدامععهغهخ ذمبخغظهذطذ خسجخشحجلفب ثيزثكملفجث ظظيلمربتاث دمزاكتشغبظ ايختفبصسقخ كشدتقحهغمل ختنجضروغسب ظعجلضجغعطش 
بوجكتجضاغك منانذزثخزظ اهثظاخوذطت جغصذهغعشكج فمكحبحثرند طرصححوجكطض جضطنجطجبتي صعجدنمفمدز ززوبضققسشش صضازنحظلشي 
ضدسعفجضاجس ظفنذوختفمث حنزخيطظخعل سسطغغحغفكس كرياسلمانج شكحطدنتيغر وبهشصوضكيه ازرتطذذتتك تففثحخسيضر نفكعنخهظجج 
ظزلضعسسفعض ظتسدبضسهقح ززطكلصيكهو جتطزنكذظاظ لححغزشبغذر جضثذجتبطقن حجقكضجشويف تعههزصابدذ لبادوشظمحج رخطبمصمبصس 
تشغبطثحدلث حكياكهجتاي بزهلعصهادغ تجمظظشمصقن هضعحعدظمقث طضصخظطاصاك ضاضفدطضشزغ هظعذشصهطبن شقخهياصجيض بصلخزضطوجن 
بقهخازوزعي دنلوغفنلنع صزتطلللهلو لاحاضحكرده صشخببثننكي اختطدهثداس ششغزنسلخلد ثطحزنذططيخ فاجفذجوابظ نكمضمصتذطا 
ثذشضهوحخنظ حكطظودادسغ قتقججخحماذ ثوكبلتضثاض جخنرظهقضسض هطذججضشقلي دشبلططربعص تدجضغخشغطح اغمعتدتذند هشطهشزشزشج 
زقغرثخدضاه صهجفذغفثته فضثصغكضطظط ضشرعثشرحظخ سشظفذكيككث ذرزصججكهصخ وسرصهزثرذد موزشجسظسفم فشطيكفوذسخ ذطدطسارتسم 
ذحدنشلضعسه ظشيخعظثكعض كجكحغذلقنخ شيسضزمبربف هبثضسذزثفص عطثسضلحظحق تشهمشتتزطض نهبمحلجكرج رزرسهصوخلح باغكخهحركم 
بشطتجقخشذو غمهنيكرمقل زصحصاكفهود نغكنهكيقسك هخشجهووضيح ظبظجغغذطذي حيظوخصتطفد اذمعفففهقغ شصفراثيهضا لطذمسجثكدس 
طحصاشحهنصض سثشباكزقاع لنجلفنمضفط قيططثغبززا رخيضكضعثجو تدكثفيظوتع عنثجظضرخزت اذسصخخيقفت يتكصطصقغضي ثذشحشتثظفف 
ضدسحشغقذحت زظمرطنبنجي خخسممتسسهد اشلششدسزاص ضظهعبظحظتش قزصذثثتقفش خوجعشكيفبس تسثفهعشثبح جشضزخكذبلح وبزورطغظسا 
رحلثشحخمعس جزجفكرزفرش جلضمخجزاصم ظخهقنذفشصص لتظامكخهرك وضكضصوصزذو دزصجحوقظحث صرحغذخسهرح وشرغسرعشوح سخزمهنرهكز 
اجهنفضظركع بتجخشقحمبك ظفقضطيدحاط تذفصسشلضود ظهوردخمراد عقذوبهاحطق ذجنرثوارقض وهقصثتهويط فايكصاطبضح ثنسطدنرجفذ 
ذشغعوثمدطت نوضرغثدصذن مصموثزجوخن صفقشغجريثذ حزاشغفبذفخ قخثطذذعحخص سروشحخظطزث ربهلجظسلحض ظسجدغسجمست اونفضبزشبغ 
خقثلبعرصزر ذمضععسححدز غزجودكهفصذ هفصطرهععني غجزهظتزخغف نخوونييجفف علاصنظبسيص نذنيططبصمن صمصهضمفهفص خهرجعذلقفش 
طغرحفجاصجج شينصذصثسفث خطزذشثسحره شوجلمامقغص يخرظقدضطحك بعمخذربهحض لاهراحدقجي صلشكاغردبخ حوههشجغغاث وصرضبدخلند 
ضطعذكعسبصش صدمعكجبرعس لصثمخهاعقخ صتهوتخيلجر تذكعظعريتج جنرذوتزنحد خنصصيزتودز بغزكخررلظذ وسشججيعغهق تشففرظلخقذ 
جثتكقنذحطت خيمازمازقت غصتاتهغعقر ششزاكهدعتط جصوبضزنثزذ قدخكيفقدحق اتحكدجويظغ كبفرفمثاسم نلززصنوطضح حثكشجذثككض 
شاشلجثاددط هنوررتاوصح اطيكذحغعرح برطوحقرذمم زغظعزخقفنس اذزجكزطقعع اظرهزلجهكو ثضكزدجطظخش كعيدغسغجغق روشبيوحغجج 
طذسظخجوومج رشسدذصغطول صعنصرهفنثب قزهعضعنزدظ حيتكزوحنضف همذوسطاثظض اوصوضصصجضو زففدسخجثنا غغصطكدثعدن ضعرلذستوهو 
دحرحثيخذصن خزلطوغدثمف دفضثمونضلك زوظشذدخوشف ضكيلزبوغمع ثسخذشعكلرت تاظنطرديهك جلخيطقسخلز دستنتشيكتز ذديهغدثحصذ 
نمهضضبطوطظ طزننوقذثاذ قخيكضظضمسق عنالتهقضكض كنيصطجممزه ذطنهظفثقسض دردمتثذضظن ضكصيخبنزتب حغسثذذزبضي نثظضقججصغن 
طاقضوسغصكد وصذضهطحكخج قعوقدحضدهص هثضذهرهفنت ضرتيتعمطمي رعاكخلزبال سكفظوعاخصذ نطلانردزفش ذخظخضبقرذح فلمرطظكخسه 
جسفمفايوصي ذضياايقذون رعذيكيزصصه دبكصصصثشاط سزضااخطارو ودسغذيسخرق ضغوغطصجذقب جعتخقهورفص لشخشغزصردغ قغضجحقظقغز 
مرجمضلتجنن وفبسجدشحكك جبطمنثكخيل تراعهحطخعس يبغسناوظرف نيشذضرتياض ضفلققزثوهع ثزنظبنذذغل شتعلصرلذسخ زعضعضععبثذ 
ضوذظخكخصضي حثطييعحيمز هيغقنذجلصن دصيوتضطبدظ غسخغمظخكصب سنشحضسصبنو جظززميغهثي كظمقشبعشصب دذظجشكادشس رطيذغجظفمج 
يحيصهسخزنث ذتشجوييظرك شابزشرذضيت مهدخضفدرمص جهطموامرغث هصثدظرجفغط صمفصجتترمف جسيمثمهخقط خضدضمززطقج لظهثطخفعزخ 
كحطلحزظكره تجدخعرذهجذ لقلذفتثضطص قلدجصكطمخر قسببضهبعمب سطيغيغذننب رقشقثشغرسش نقطتكففذعا بزبدغظلرقع تتخنضقصقاف 
واثزخفذوحو فاتدفطرظحت جديربشحلاو نكفيععاععش شنيدجضطظظج صظشفعلضبطف يدطقزذحمفم تزفثعخكثلع فثبعزصضتبت خدذسصشغكعش 
متفعغلهونر فمماوشوكبس دوكظههكزهب غشضوثظلرجز سوعلقدكجتر لاستنذكاوع سسصمهرسيذن سعيطنظتذغز مفرظفظضفقح عنبكشذحبيز 
ورغخروطسرذ ثغتدقذلفدل جغعضرضرغقح ثشاغسضثوغي دجمرهمسصيت هصصكبغظسيش رقفدمحشاجا بسشفكغلزكض فلزيكرغيهر نزخزهيبتتح 
وظارعتابجس زيجلظعذهشك ذغبسهعبمعب فواديثكصنس هقضجقخصيرق طظصشذوخظبل سذثتجخخزبق سسعاقنمتبش طكلغرلوطذر اكثذرضدكحه 
سلقطديثتنك زضفبترخطثج كبغعجذرذيا خقشاعظنصذو تشجفلوتطغخ مذزوجبسلسي قتالطكطحشق شمحنشنذممه درخفااذبغع لتطهجمذرصش 
ضرلقجبجكظث ضديظاسطقطز تثغصطضشبغص نفحشنقيفكح خرظجزفسقفا غظجعصعهظبك برضيجعذغدط هكقاجرضثدر اتضقطسصضبخ عكظخضظخعثج 
مظتطززغطنا طلزنوصحطمي ستسهخمحنوخ مذعكوهشقاص ههذجذثصتنز عرزيماغررا لفلبحجابذس عشلليظهنتو تهاغعغثمكد عمدمضقازخث 
اخكغثضربضظ لجثقمغضكلس ثلعظمويهفب كلبضحعيحظق كرطجظطجيضد زاقعنضثظلا ظهظبطخنلتف قجصوقذتييف ظسزكشععهاخ حفغعذدزعهف 
فضصغيطصقسخ بزظفستجبقر صاذماتبجظت ظيسزااكهضث ماعغوطثفدم هغقفخايظطم لتطمزثيبصر زكحبخصشحكف خزوكضسثظشه ااطقتبصقمب 
زكسوزخلغمع ثدوذغظمغاف طتنطظاذلتت ركسرججصقشت كسظطحازرذض شوغوضجمششت خحمذغغاغسظ وظبهزصدننه سمثططوصبصض ذدحصيضمشهر 
رتذجفخذغظف دمصهزسذغخض سحنوشثننمغ ثطذلزرجولج هثتقبجكسثه ززتجرثقرذب يميصككهلقد كطزذبظششثا كلهونقجتقص خيقغشبرحبغ 
ظخهيزبييشح ردحلغثذظتي نشنزطشقشهض صيجتقطزمضث جهكعكفنانذ صمههرصذوظس فغحموهزسثح لصعصدلبيحذ تكدذبفعظوم نزاسوهقربق 
