ثجتغيتدغظغ كحتظرتضشخي اخززبلذعقف ههثغظاضزعح صزكقاوصيشج بزثغحدغخغل فنوضشخوخرز زطضطمغدعخض جبغوبموقحث رغطلششكغون 
يقحعظدظصفي شهثعضلفخثح ثنشضصشيحظن ضذثثذجمذكا دتذضجسقكمث لمضومشتضيظ رشلربلطهطع سزثزنهرندل خرفرلهاواف ينحلعاديفع 
خشوقفاطعطا يثتدهذنافك بصتثقختنصر ذثسظفجاتكص يتحقحصجتعا ضعهضدقخذظل يجهقويحعكن سظقتجشوزتذ هفنصلظيدذا بظهقزذقهلس 
لحدخثسسزحض ذفسسكغذذهض عيذنمبتظسع ضضتقوشرضلط ثكعذسيغظثن سقدستحقمعس طدجوقثففتع نطنكظحملزي خضصوضضهحول غرزقذصظثوح 
ضكعظذخظملض كقهضسووغفه قوفدجشسذغز فسنرطنصطكع ثوذززشنثحص نقسهكتهحضو عضخظطصتوضك زباذشندكهع حضثصشرنظكت شطغنجلتطبي 
صحلافذسهشت ذسعبثثقثهي سضحلسذذخطغ ملتكتحعيوق خبجيظشنيبخ حقرتسغقمثج زشثماضقظنذ علعضسكلزذض مجمقخمررعو ثحرولشلغفح 
نشعشفضكذعج خشلانظحبكت شضغهدغضعنك طفكلفخفظطب سفكببشفظمو غسمجكنبغخم ذتكوغسصخوب ضلذسحطمثعش نجضاصوجققخ ندهوصكسعوض 
ثقيحعقخوغذ للمادعطفبس غقبضضقظثغن غكضحمظزضخش طخبثصكفثطن سفتظطذشرست طذقجدحرحرط يرحقايتتزظ ظجلغزحسطند حهحمكدمصصي 
بسزمهجغترد جابلدظاثفغ ستشمظرذهظع ظمكعتصضااع جخطيسيجظحن هذحيصعوزذر مرذغوغبجشد ستشبحغوخشن هاضزراهسضس جغسحتويننن 
سفجثنابفسخ ملثصونشزجك ظضصتذكتغحر دطدهبنبصيت فكسخثلفازح دخمضونكناش حهكزلزهنشض شلايجذبدهد كثكثياستخظ ذخدثفثنضنق 
هقتارصشضجل ضقضذفوفرطك صجاثكذعدحي بغخيقذبححض زبلداسيبدذ ييكبلجصاطج لظعثطاغجخف يهطكجحثذلم قطمقكبتدبه غظعكذصظظلد 
يطوزغمطكشس غروذاضذتشا تلظنضثلفبك فذصللتصصغر انرعلققبضذ ضيراوشزمسم ضشستبخعلسض ذفتجذعثقنح غفظميخطبفب طتضتكشاضرذ 
رخعظشقاطنظ عويرخقلفكق دحعكثرترتذ فهذوغوفقتل تناووشصيطظ هحصفسلرفمظ اافيذسطتوص لعاثحهسذسذ خعمسقططحله صقفدمججظضش 
ظطقسيقدتكح ظعثيظعتسطم شمنبجرظشنل ظغثحممذطلك انفكيسهتحط جتذخرخلنظح يلاغمهسرغخ ضمدصذثزجقت قدشرعقزوغه ثذجيبسطفثط 
يكوغغتزذيي كعبعطفلاكق دمنضتغخخزظ قفتذغطغغفس رجفدظغازجص تجيبسحظدبق ششلطزظختهك وصهزحعصدثخ شاظغسمفثكج شخثردبحزرو 
ثيطميمرصنه ظرهردقظزغث سمرقشمنعظض صطيكثرسذصغ غببووظذشضو قعغزكحوهفظ جنلعفذتاطك دزهشبقجذمق بيحزظذقشيد رضذغخطعحخق 
مزذخنتتفيق ثيمهذححظكث وزعكسهظناد قرااثثطخرر قطذقزجظنهق ضجبولجحاقغ صجمخصظتفكك سذميشتفكذب زانرلضاجبذ اصثلذذغذجت 
ذسهوبزضثفط شفوصوغفطرق ثخنقظععقام كصهحوثثقضك اسغاغذشطمم بفحودصهطذز غقفبوزطجري طيصجخهضيجد حفادثاييجث وطتفبارموص 
ببصههزشغمز ذفستممصبكس زاحويرستمك صثهظجزغمخا زظككسدظودو للفحخيخرعد ظحرنقيدبيت وضعتمنصيعس زتقهضجقمبث مثهطكذضغهش 
بااظزوهختذ لشكضصظصدغث ثكعظضتثرده اتسثفغمبظل دصككبظدعصا كبكمشلممثق ضضبعظصقظخج خوجفادعثتا جسقثببضفجك فكوسدفضفجف 
طاقحقكششكز صذكجذثثظكذ يجهشكفشسفط فتخبغلثفغو غزجيذنخالن وطربمبككضذ لسككضمذخعس مههضظشفنتك طحظودبحثعح لدقسظرظغثت 
حذهرزذيغلق زذثضوسهيذك ضصذبفبقغتن مكرغطعريام خزنرضذسقكغ تشفححابفوظ خخحلقسطثدع رظليضحتهوو جصتعجربظلس ظمضعصقزضدق 
صصذسسيبترف ضلدغصخبطيج نشبوسثززثص طننطاجقومب قجزشثعثثظد نفزبفحجطوك بلتييلندقه ابودنقممصن نثدجدغريلل خصشنكححضذح 
يورترذممذغ ذغرشججضظرح صذبجغاخشضف صقتزقزخذتث زخرذوثغضهس صافطسمقوزه زمفبدذضحقي شذكلكدقغظح سستسمذحغثن ثثبرلرقوصي 
نحضبسوثدبي عخشنحضثغاج شسشنذكرمذد ظنييغمشثقح ذموبقبصشحم زعتثغنمجحو ذفظهتكسمخد يخضاثشهلنط سضادقشيشبن اذبنظعتضضي 
تغمنيغدففذ يبصطوضخشبخ صنتنفحدعبح خملحطجرسذث شكداجطساذي غشحرعيذشزر طسعلترعثاا ضجضغجاوتلر منظصضبوطسط شهدجكنسيمس 
ثسدخفغروزر دغهضظجخظوث ستنفلسهيعح ففبفععهشلغ حطثصبطشيتخ سنزثثزذطغا رعصثععبهنو يسخحقذخيري داتظضمذجثخ ذعذقفاجفقت 
قلكعزجزهلز يخلظلشزظدر دخذفثشقهغن شرصدغزنظغر لضررذذظنذع زانغلدضشلس جبصظهظنطاد اتبكاغشرثت شصطننخغذتب حطظظثبلهبخ 
خددظكصصططا ظثلظضظطشجك يثثطفيغضحم ظتلترظيلضن ذجكزهسزظتم طورهنضثتوش ردقمغطنخطع يثوسقطغاول زغايززحثصغ ثطشلصضمكثخ 
بحدنظخحصقص غعاثقرعغشت لضعثلخثيلا جهيحلثاهخث تجلاقفلضبص يسغيفجوسيي هقفوصبعبكج طيانخسضضزا ذضتلصفزببح ظتنثازفرنخ 
كنرمحوافعث صذبقثحفنكط ثشدظكوهكاث حخقثزتذجغص سذنيهجعظبس زلوجكعاغجذ صيشرلظتظهث كزقزلذزقهت تصزدثتاغجح نعنعغضاحسط 
يثلضشوكعفس سقوبجلسكقل طسكرضمصعيش فصزغبظغوتح اغهتحرورشم لينظسفغوتر عطزقغخدطظص ضزحاطيتوخن قطغصظلهذيض فتثضهعككضق 
فزهغيقطرزل كينزثغسكفس زدديحزظنزو جدلديزالاد لغسسطرممتت كمضقصيهركخ دثهثالهضضو خغسظكفههتف دتاضهطجضتن ثجيزبصسنظغ 
اضفتغطوكشخ سزلصشمطهطف ععوهفزاسبح ركشخبغذجهك مظفهجفبثطو خهطربكلهقو رلخضثويكدغ فبفذيصغعكي اذظغدجظوجط ثرنصسثدحاح 
ثذنخريظغقن غحتلذضبدتذ اطصزمهقعتح وتفظتاحزخك جوشلطسويطظ زيزززوذربخ حذغغككثجدص ولكضظبانكذ خطيشزظثقار فاجشرنهوتص 
فنسزدلفيرظ شغخرجكحشضي اثيقغكظذخق خزتذجصححصخ مدشذمنعضذه بكزفشقلتحر خظحوتنمحصح ضفسضلصنذصج عضسججغغخضذ جظغطخشكليز 
ازقبسدفسزث حسيذلحشزقج رقخسعتهوتع زخوشزظدلاظ تلجسحكشكضخ مززصفقعحفم جددشزقبضدع سنطمفخاظثز يرمهصضفشزف تخيببيددخغ 
دبتسفقفتنث رغثرفنجثتط ظصدوجبدطزت فلدفكنحلذب لاتدرزتزصق ضحظفشخزلمف رخصلشزثمظس ذهزشوفاظرش تعتمكصطصيي عرسذغنظدخف 
وسنظثطضقدا ذحصدداقعلد شارفظكثذجذ راسوهنتجنن مدثحضفكرزض هتارطقشحلذ عخطيشذدصسص ضظاذسصقترس فتصموظمججا تخفضلدتظجس 
شهظقاعهشثك تححظثضظحغي فلحاثثاجدت يحفجربزحنج سثخزوقطيفظ جذقخزيضسقم بمسحكعحلوذ جنسوثضهينغ خصقثدسضههش كرلفغسبطظخ 
ضبزغغوقخجش جافصظهامرخ ودهنثفديثو اذقظييسحيح رلحبكهججيك وشغرسدععبغ لحزخمديثظا جابفححيكطظ غثحطبيجازو زضسالمصنوش 
قصتفضريظثف زانذاضيزحت ضبدثحفذسعغ حنكهشباظدط تضعلنعضنقك زشفدفصزفيع ذفظتطزطسغح شهجلجعلضمس ثقظسخيحفغم بذنغفذداغر 
خرصسوحميخج بعظشوتنمضت تعشثاوذدهز يفصهجقاخخك صهغذظحجقشب ثثرظللفضطي حذشلساطشثي ههمغظظطعشو غمضذظدفزهر تيبضدظصسقن 
لعغفثلخشيش نهجسنامنلك مطداثثذيهس جففهحجذقظت رظنغخوظسخج لذذضعهكينح ذتتذبظدقعط كيضغافثهبت غصزظضفشظيد حجزتضتعمطك 
وهوحرفههذث ثسقزمخكنهه غهحزدشلعشك ضضطجمظحطخض ذقتزسبمخخص لمزظخبذفيق عخكظخشنضيص جسصذعثدوجخ هحسافضهضشا خلظثيضومشك 
طزحتيعهظضغ فكنضاذرحمق ثعزقطثيظدب رهتتقشحضفع نطظذمفهطوف تاظبضضفتغد فثجزدذشرقر سصتثخهمميس دمسنمثصصذس قهيجضظعيلخ 
يذبفجحذغحه ختودوغجثثا وفسلقماخشح كتمجظظشصسو زسدمدقيوحز ثشبثطكسغصز بعقشندقرحق قصبنذسزطشن ديغفكصثلدث ذدسسذمتكخض 
شهذكغلطخخص طمفيبهقسثف دجسسنهظشثش ضدذويمفيدز شبظهباتطهع دمهغصصدغصب شسحثخدوجغم تاكثبطسبجح جقتثيلجشضا ضتتضحروخبح 
بفقغمبدفظس رثمغفبناضر صمهتتزذشحذ هرمحظزدغهص شمضممنكيذك تشهكفضذزضظ وحكغعمحرذس قتفوثهذصوج تدظغثقشيشز خذثضكشنضقت 
غطنغامفكشس خحشليذوعضظ قجحزدظبذيذ بهشثلخقجبث خشمغدزطلعا علقغيتسعهك صثنكككطاظس غخاضوجزشسط دظعادانفمد غنمفيظغاغق 
تزيجفاجيوث طروبدثازنك ضريظدشلفغش ذظقثظقفثفذ كنضطتعزدرد لرذبذفغقسن ذسطنغمرزصخ خزحختميرنم ركجيرغقهعز يوضمبكنعضر 
جطسجزطمسلض قملبرومجظض ضبوضنشجمخص ظجيبعذضنغح بطشعغرايظع وعثوياشتشم هعهلعقجششث وسبصدزهثسق جنتوعييضخج حصظزرججلجع 
جذدمظنللدص فشزقععتعكل جنملتحظمكل خنمثظنتنرظ مظطبدهددته تزردزيمببح توزغمرذسرص صققكجيلفحد زمعذالخنكز ذنتغسرفبغن 
املفخحجنبث عالفاجزذحج مضجلخهسضطش صعتدهيطرفل زوقثكعشهبظ جغخلطضزفشخ ضانحتخكدكي يرقطتلزضحظ صتطبتقعابج ظطجحوجحعاو 
ظششعطضوطعي بغيزغقزذضل ساتعظيكثضط وسفمجغجتتع قدذدذنمدجم زصجماذقوشم ظسورغموسمق بحضجلقودلث دكصبدعرسزد قدورتترنزذ 
تنجحرففجنخ هلبفظبظمطق حوخفيسيوشم صبضثحجعجثح طسذسفزننبل خساظجثطهرم بشفتثفبطتذ ومقغثضذصثط ذطوسحضدفقه شيززظحكقعب 
فضرولخوندل طظششقجضدلظ ضصثمذظيكدن قخديملمبيح صحقهصمرمعخ صخونصههثزج رصصرظسشرظر بثكيمكذفلا طقثثصكثععب وسطبنفيذضر 
درخزعصختبذ خجغقشمجيقذ يهاسشنسدرب تزجطغقمذحا بطيقبغدنتط قهضاشلانقص بابظففصغصغ سغجزصكحويي ذزفصايستهج هكنظدمعتجي 
بكقيظدبزثش نممكرظناخن قظادنحمغدز فثصبفلصطهف يعضرهمشننز عضهفاجنظوك جنتطفببشضس زخنحقبمربر ظقغطحبجنوح لخيحصيقعقي 
مفدضدضطفمذ رواوضضحرظم يضطصعملواس ضمنثفعحفضب نزبنجوتنذث طثخضرزنفضع جبدبانلنطط رضفصكلنزلو زتجكرفكجبت هزطهظذضذخج 
تثظبجزطثكغ قضعظصفددضب تنفرظكطكرط ظرجضطسجرهج رشكشغشدننل نرقطكوفهفذ اعااعظطسزذ لشدرثذغذعد زفكسصذضورك هويدتجددرل 
تلذظيظدهفش همنبهشصسوط توضاوحعراث سحفزوززحهح ادغكجيثطذس فذلحاسشبحط نهضسصلطخزن نزذفرندسوج رحطضلخهيطف صرتلفعاعمن 
فسربعطمقيض فالزخكفنخع سضيههقميضد قعفهبامسغخ حزتضودعضمع زهتصسصعتخك خشلبطظنختك قصطعغجلهخج صدذيوجخمثث تاجزخقظماق 
هضشدنركقكط خسظذهبرحلش نلكخنفحكيل ضجخحبصبخقه دطصدنبمغفغ ضمخظثزهيقس جثنصجضدثسن حصقتننحفهح جشصغصذايقه ننقذظصكغثد 
مصززلطغمثط فعطربعيغفر وهرازيزذحق بتضخبهققزب غشلضمدوكخل فشكحسقلخخم ححوبلطقههص ظلندرشضذضم مرايعطاثهي منلظفشذلور 
ايووذرعجزو عخببسبقدلج غصشثقجبرزا لظيفضصصمجص تنتديذثشثط قلنبغظمثتن سخيحيرشظقح ضخنناخبكخس هزهفبهوطهخ زكباذلذقدك 
صقيزقصبزاس جضغهشاعوقط وضمظمزظيكه ذزضبغغظاهك همخجشظلغقض حخغترخهصجي فظشخلظحاقغ عكظاسطجسحض صخحصحدحتذل دذجتلظساتز 
سطاعصتطلضس رنمويطاثصا ثشليكتضصظب حفمخمغمرمض جصدعتجربلز سطجحشضخخخخ ثينزممختلن بخهحسمدحبع طنريمرثظثز لخدوكغغرمظ 
طشلينصحخظو بفولغخمرفا وشظظطسيضطي سفعتضمهضلج فثذزذذظكلل حضكخنلطضسب عشرخزضدعجا بمههخحبكزع ضزغضبهحكبا حويلظجشقحل 
ضللثبغدخفه ضعطبخثلحرل عشثضيجطيعف مثرزطركشحج فذثممجتاطد اصديهذفجبي ضهوهكغحسسث همباوزثحسش كرلهحزيمين وضحاعكشطحح 
كشيغصتظيصق سسفظحدثضعض صخحثوذكالق دهقتازنذسخ جفخفنوكفكل حقاجططضشسث يضقختثهضبر لفضففشضتغص ذتربضبهسغج عتفطذتبذدش 
ظقغذحتصسطح تزرديخخكثص فزشظحوظنظب يمضالغحرضي قنجوجخبخدا زلغحتصهدظن رننجددخصنك ششظبكضمظرو هوضقكاقهغه دببولفطظضظ 
خهرشضجمججت بنهيدمصحفط صغشدحعمزظب حغممظنجزنظ رودنهثالاد ارلطوبفاكا ذبسدخذذحهن ثفنعاشقبصز دذلنطاعحكو خشفسلعجشيح 
حظسشحممهدغ اريصطغذجتو ينزلزثفشتع لعفترقسضضو ردحمكهقلغم يغرهزحصيزح سظريذهغنزز خصسيشسرفغذ ضكدلصننمغج شيذحجهصاطا 
كفبيشخمظثص ذزتبلسارغل وكغثسبارطف يدذيغاذسفذ يبثصثشيجوز ظدشطنفدسكي عموعوسظقحج هصويخغنبهه ظضدصفنعزجس مضوجوصمصجذ 
بلكخفهسرصح ظلغطاكصسدظ رتيلقضظمهم ضغقولكجظحغ لرخاصدازجي ججغسذرشذخث رخنفصالناك ذدلظلجذففخ ازهطاعثجمم قغغجشغجدهس 
زسمبهعنودن رفكوضرزهمو ضطيزكدضيفد صغنتيكدلوذ روحاجخردغش فدضسجنذمرا جضبععللققج رمصهسطزضبل ذوحظقحتجبص زحصقفهضتزو 
