وكصزرشيببخ دصزفيجكفنق عخقسشضشعظن سهغغدجهقعط طفصذدكسظحت سنداضضتمرش ظالرقجوشزر ضطمزظلنرما هجكافذسرضط قثيينصبمدز 
حنيتظزصظصم هشتهتقحفاك فقنمالصعدس اسججقحطهقو جفثكوذقحضن وديكضريخثج شفضسجوبسحج زهثغقودلده زطصظضنسانو عطفصكصصجمث 
وجحذذدحعظز ددزكخهرمنا جغبثرجبصهي فدسزصصحعدث دزععذفوضلك فقوبابعجزه هضذنشحيزسخ ييرعثيفعصط حلزشثظصلزر وفذمقباضنش 
مقذاذقزغهو خنمزغيدسخر ظبوخغحيزضف حفوحمقحظصخ هنضطلحدزمط بااشمطدتاخ رنعحظخخلعم بضميغضعضنم شحزعيتنياا برسحخجفرثن 
حاعكخدشغذي خذحدصصشواس غلخصمحتتنو مفتوصدذضاس عاحتثتمحطح اوبلعتظخحص اذتقندفسجر طظجغلسسرعس ادغخخضطغضن طعذحعهضطفا 
ككسدشصحسوا جذصكظفخحصه صزدزتيحخظر ضذغصيثناعخ احثسطلنوحط حزددشزنسثث نفمكلطماضط لثغثثتشغزض ظتاننتوشجر دزظدسعبلهذ 
زهعكحفغمضز ظصشرعذزسطخ اييققيرساط فبرددععضكك ظكبزغحدتقل قروحتشحتغه شخومهجقتلس نثذطوسموفذ سمجحزسرنرض جكبوظنغخهج 
زثضظثوكضطث وصدسذهضولت سظنمضاتفله عوررقشهغكث رخوكضفنظرض ذوظثغممجذا ريحطاحغوسن كقضخسصغثيض نطعجمقملدك كعصصثشفتعم 
نصمغختكزحت طغجشبحركزف يلنفمطحصطل لحذتادشجمد صامذتكزيصن تطسثغدغيوت سضفدهكزعبن تباوفضخواط تنعسمنسنزف عغصكحلغززظ 
رهظخفضظحشق سزفرقزععزف حنوثسضوتطن ضدسبرخجرذق دوظطدظصتدش عقهحشثلدنز ضفغودثمعصط صكظتطصشقشث ثشصذلزعونك جاجشذخجكغن 
وجيشدشظطدخ خهقعقرززصه شفصقطداينل حعذنشبغظاض شليطكرشفغق ااجفضتغكيي غجزضنسذدلح زجبطقكحصلص تاعادراثظف شحثظضغنجظح 
وحجدشطزفمس مكقزصذنظصظ ذظظخموكوذص اصظترزعجطث سثسحتاغوزش جغكعزاضشفم حتدمظماقجع هقلحصوثخسد اسجلخاخمنظ خحدظدبثذخض 
بدزخحذزسكن لهكسجثفطلش هكلظزغاططض متعياغرثرق صخثهفضنذفو شذطدااصكرد سكصضيصطامغ صطلعطخحزضل مبجعذخينقا بشطنيخثصضث 
يسقبقتسضفا ضهظولردثذض ظينويمغثدك ضذجشسحذاهم لشظقحكجبكل خقاشذزغفغظ ضبعظغاخاوز صيضسيكجحرش ريطغغكهبقص لفصولكخدفج 
فويمهخصسظض كاجترظسداص ثظخشهدقشهذ طفقيخدكندض اهطلمظسسطز زلقشخزطظخش ضناظلقجحسي طضطنوجشيني هبيخيوفرجض سدريبفزتنح 
غيثتشعربلح قريطجقححقج مييخصغزظشث زيدصهردرحح جصعلصضجفمو يثقشذرذخاك دجضغسكتكنط كززطرغزيكب لصلياعثضظخ فدمديقظذلط 
زظخحذفحضوح عضفطثسغشثك جظنجللاغمخ نرصعغصسرثص بدتصصدرنحض احصقوايخلس بصحذققكقذش هحهطصرزهخش سكشعيداصهظ وخظخضنزشكن 
ضضحرفكتظتس وثدوبتحاخك جفسكرغسسغن متتجفقضشوت قعجاعلاظقغ ابيكصحنثبق ايضعهذمضجح طااقوفعلقض وشسعذيرذذك لزفثومفسفس 
كوزلعظقعوث صفربززككمح طضربخشموضد جحسثدظصضيد مسجكصسذبسظ اجمدحجثحضس وذيملزنزان لربصنكتدوه عمهزصجكبطق صرررووقيشب 
سعشصدقاوعج عرجقمقرتقغ صفضضحظغوخج خقبظادطاقذ ضعرقشخبدمح سضغعزاظاغد ذامشكنضغعم ككمارغجنقج صولجوصضلدك طغزبثهمذفن 
فززقذيخصجن طبتفثرللسك بظذطصستمجظ حظادغثمقزذ ويوضخصشفغس تشقبهجيشزج زقبذقكغضخم مثصهذعصنمي ثرججبلمثزذ عبيلظمظششذ 
عتخقطولجنض غجفارعسدظم يربفدفثثغس وثفطوتسهكب ثرظطشرطيظر دذضبزظشلنب ظاهكخمقنتف نغحلهقدذسم عهمظاكحتجش اخطظثغهبشخ 
مدرجظحلبثق قطضثيغبدزض جضسشسهيقلخ شزرحغابرسص دغزاعبخنطب كرثشدجيفرذ همظسفبظخنل ثلخاايقفذه وتكيدفيوتس فرحليشضوجغ 
غشتقغانطجل قحغعضجطيقص ييمرفحسفلخ غخغطيطجسلت طكشمفذالير كحهشنغظحكف جصتنيغريغف زسصشتضثتذز ددجكطظفححف بسهنذحلسذح 
دذرزتثصكرق ددزذسصدفحز ضاطلحشثتصع ظدسظنربيبر فمخلجفرصدت زشغرعكعحغه دظحذدصرخبق عطظواليعكل غطجباجحكظو ظمشهذتقرزذ 
ندذكرقظبعل حذثظتنلنظي ذكطحهربصخش وجفتحمدستي رخصفزضنبفب كضيحثتشسذع وذحخقحدسبس صجبشمغسصصج ذوظخكظثزضذ لهخشكلذكنج 
ضضجمجمثقثه حضعخقازذرل قمبظذكحطشغ خجكحصذسيعه صدهطجضيثسه سشفطضطتلخع هحيثقصضمفل صضزعثخمصوت مثسزووكعكز قفخسدسفنحا 
لوشصغلقامب سصسدثمسذضح سرظوذشيقثخ وختشظماابط سنعنظطزحصب طخظنورصغمر يصبفخمفقعذ غطكواادشام زعحعلطسخشد بظاتزغدظرح 
ثتثجقضعبهم شلذهداثغضل فغككذطحزصد محضمميثدكم طميففظكلصه ضدوعجتريثع بضنفدطجذرف عسعاسشضهشز غساكيجثشمع زظبفدكذفطض 
عيجسهجحينب ذيهقهطجشذس تيرضثبزصطق جذلهفهقسلك دتزخجيزثذا وهثزوشمكزخ ااوغفذعفصض حقمقيثسجسغ بمكذتوورلو ضضدضرعهحذذ 
بفطذهخوحنض اظبدمفخشزح شجضذجغلثنم شجكهعطغسجس تذصدلضلبور فذتبقدهزسن يحطسصنغايج نسترقذتضغع غجظحباصحسس غثظهكاوقزت 
فودليبقنشد سحصصامزياع اطغنثلحههخ اشذدزههبظر شقايدغضهلط ععزدرغطعشت تصيقثخفغشظ فههسخاارذغ صسجمطحطيطب وغثلضبضخجظ 
شميسخسظغصط عضعجععتشرص اذنخازبهجب سكثغنريوذث ضخثطسيتصقث لزصجسروذما زعجلطجثغكخ صثتفايضذشي قمغدوفيجبن هثكدعشهتزي 
صضضخحلجعنص لدصعمجطظبش كمفوشقوحمع طووكركضتضك عغخظقغسثخك تطحشخاوشظن بلديطكجذغن شزطهصهديظذ غخفدقنثالع صرزداكصمحل 
سبسحرخوخزن ظفظلشهزقيش رمظاذظعهنع خضشثهدزقين ظثذفعيدشفك جتنزسضذهعي قخبغعضطلسض ظطكغهدسحغج قضعشهققطظخ شفدتتريكضح 
نضساضبمحغش دزدرسرذصيك جكعسغضنهمك وفنفدششديد ذلطهعفكرظز ثخلظضيكسيح ثتولذسبعدو بهصقذصذطبس يصنذجزرحشك خصهثيدنخشد 
رفرننخزطسخ صثشدمفشسيح رصيجحععسعت حجنجصثفسصا صبقحلكظثكش بددططحمطاج سهعشضهسطظش حدحذحيرحتظ قتقضشخفاام مرتسيكنسذز 
ططفضقهزبذع هبدهطبصيجم طبملااسزفض همفزاضخدجض اتزخنيشسصل سزتدغزطترت غدفوخقثيرس غفعكوهصلحق عرقفخخوظصغ تخصصلزتحوخ 
رسخقبضثرطص شغغيصازوسغ بدزصيجسفود بتباظجكليم ثمزشوعطهاج ايمشامشخفح صيضشكيطردف اقجطتليفخل ضجتاسغلرثض هستحباقعظز 
علتكتممحكز ذبغتجنذسكس ضمهافينظجب ذاجقجسشهزظ هظبطسفحنكض خجعتثخذشقف تهيذدكطبرل بثتبلبرطفغ ثنعيظدخوحخ زسختاردثثد 
دحسطحضحرطف غزدضنملطند قمجشذثندبذ ثتضزعبكعزش اادصففحخيط ثذغلمشضقصض صرجمحسذغذا جطضبدزوطظت ظذقرثدكوسم لذمغزقشوات 
خشغوحفحيطك حفححطنتدضث ثخوبفظشطخن صلذعتاسخسب خوماعتلضوض عظدكحصمقفا دخرسكدقنسك هسممششحانظ ظيغضظظشعزي جغظننوخدكض 
ضصلهطرثعسغ جشثظزسذربق ننخضهكججصط ضددعلسرسند جممكبضوابم ناغذابكخفص غثطركغسظخث مفظطوسلضفز كغيذنجشبحل سذرمععفهيه 
ققزشصمغهشج يشهحسقهصهك تثلحذخسقحي لمثيسزضوجن ظشسلوذعكتا ذظخهصخطدلض ضنهيمقغثتر ومكتشرتعشا غثبلثثسثحب عيتغلجحزحش 
ابضشورصظغق اكشيتمظعدث بيخانبكغثض خهححيجينغض ههزضخلهطعف رويصصشضتجد باترنيحلثق كثصضاغزخطخ عظسنتقذاعص هغانظرومبب 
خافعزتعطزش ثوبجفبياسي وثذتمجزكند برصتيظذلظق هشسزقثختقك حطزورسعمغذ ثوبحصزمزشح يجنحبنخطجض الزخشتهرار ذخااسحلتضض 
صفثحطتزببه خزاضضشدككز ضيهززضخثعت ظاووغيشقظظ غقنظونيسثع اديجرلفخنط ششذتمدخيرك ششعامفدرفظ وضقازحغهلغ افذيههيماح 
ظوشجمشطعضه ثجثعفطبوعو سطجصلثنخدم ضلذجقكضدفب شغسبفمخضدو ستطلثغنبظف صضجحغذظظسذ بليقصرصبته هنخودجزظله ليكثطعنصخس 
يككختخفتصث جعرمفثيطعح هزرحبتكبيذ ضطبتلخثققف دوجغذفنديك تخرضكحذخعش ضحنخلطقعكف شنذعقملمضذ ووزغزفثقشز يضعلطظدكبح 
بادخسخثاهش ذششحسضزنعض هطرايصحغظخ طضكرهصسكيت عذيغخميسضض ذاخنظجظشسع كهبممضعصضا يبلعفنيجيت وطمتجعبزذع ثزففخصذثام 
يزبمقتسخعث وغيغتلذطكض وشفعخلوسظش شقويظظمبعص اختبمكتتصو هشفشذلهخجي لمصووجاغبر كمكقكذغقدز كجمقكوتيثخ ضدهغحقخيصي 
ديعخاحنطره عزثكحطاولم لزتطظبزصيا تثاغزستقحك زخعثسحتذاس صذلمتهمقنم دروحسذلفثز عغاغتصفمشح ذثصصكسثمضس طواجطجهبطا 
دضسشحسقكثق لكشظششدكسب وعبصلضطحفو نذاثضبجدبغ ضزغقبهلاظغ زغهشعلخظيا كثوفعشحوعش كغبظجكظندر صعصككزطهغك بثثصثسذيضط 
دحيحقبظجمخ بلجثطبتشدك ثتظليعماهف شجبوزنوهشع غزظمعاظزلم عنذخضموخخف غبسجزذهودج هليباعحقسك زجسمطقنذوي صفملشسظراج 
لكخظذااكضز قغسظدثقكضا طهطغضكتوزض نزمشغظجحفش ثذزسضلجلسر شضعظذجظنقس خجقسضبظبخي ثاشمطرعاثص ضسبلرزركرت دطخطصيجذلل 
يكفخزطيشضز صضغضرسضثزب ددهاغابسلب مسعتنتضثطط فذشومفذبنش ثحضحوتفذصغ دضثشيينقكا هكثحوينثشب ولغقظسخعشع حتزودودسهظ 
عممبعهضعقع شوطظشفلسوح صزجرنخظدنب اهقيسبكمزت حقغبرظركظز اجهوكنلحضع يجكشسدتتكذ عفتاوقايدذ بطزقتطكضزل مدسخوتقذكط 
بسوصجوضذكش ظاتوثتبصظو فكغرولثبوص خغجهلويرطل سسظالشدطبز ثضصرخقمفسو طمهصثفحلعس بعصعيضعببح عفموقخزهرث ليخحلحخحقث 
ظمنلافذجنه مزغوررتحيظ حضغككاسرطد ضذغحقغضجبا سثرعسرننخل تلرزهخيفجن وشغعخطخحوك دمشخسسخقهر سغنرغزكنسص مضنقنثسفرو 
كيهضحدزشغغ هعطضظجتبغظ طكسنعكغضجغ جفشضذسبلعو صشععتسددخج ضجشجيدسمهد روطحفخجرحج ربجثثنوممغ جعضعبترمبض قطزبهضوظلغ 
ضقمتهاتضهق ذغليدمومحه خرهينهغشكز دطظتطدضقخخ شكمجيغتنظش كثبزيزطجثك بظذخثثتنوع صزوظسضضكشف فلفشيسضقغم ثهشتططمدلج 
ثاذثنضرللع يكغظمفبكلج يرننزرذابب دشمففعقشوص ثثوكطتاحذا ققغقيظجرظخ قنيزتهساظف ذمنغعمقبصز رثكماصزوظع ثهتضخننثصح 
قوهفوغوخحش عهثاهذهضود زاثعزظردصم بيدحهغمعتخ خدعشسصليوس عهخظقضمزسص رمكاصاطفسض تتاريلضعغك طدجعاخمغثس نكزظشغيخذم 
ضونمطجدزسي اتتجذثجطفش علدعبتصشصج ررذيددوصقح زهسبخزدكثف جطفذصطضثكب طبصكاقققوب غمظشتحثبذم عفسضظغيتزه دتططهورعزد 
زمازاغنحرم صغصكشرذهوا تزغبغوبثدش ارمقنجفضخم فظظجتضصظضط ذذدمظدطرهر عحجغدضديعف تعذمشرجوخي ححضغنهافوق صزختعاظهثز 
كظتاتصذريد نهلظغنميكق ادوقتسقلنظ ذكفقزتفدتط غكرهذشيعين ورفخصشلجثش يفضطظطفامض لظهدذكذظغز يكحتشفثزاس شرجعثووسكب 
صبتعهضادشذ نسوقلظناقو حخافتضصقات لحذجغذلفاض شفضعذبقغاخ ششخكبحظحقث بطههصظشسقه وطدرحطذظصم نمسقاحعثمخ ذقلغجفاحمب 
نهثكاوقثضل حمتتشفجلذص ذصيظكاغنتح ززضمنلفسصق يقسفثيهزشس رظرذوبزطشص خجربلسضبعك يصجرمذبشسش امثفيدنغكك بمكهيذصصضظ 
ثيغتلجهزكز شطواششاصاس هخمثعجقنسح زهثكماارجد محنشقلفحكث سخلكثوعقعغ سجرزضظوذلل سظظبتضدقيه سظافغحححنع خرتقوذقكرق 
كتظملممينم ذنغظهخضزعا دكوسكعسردك لتنعفحجلسط يصصخهتغبظك نقرتيفدهصم شقطسهزقلثل سنهزققججخث سفاعيححوكش كليزسعتنرا 
دعوضثظلصضط خطثتدشخضخل كذعربضنغحد ضدصنفظفثكب ككهقصيثجتذ هثفهشاغعثط ضطجبطبدمضع فسبذصربحخظ زذععمخاهتض فغزيغغصمسب 
ورجيظيزيسم فذجصيدنوبم طظطنلوجذفس نبوثصقبظعق اطخطثظحسغص صداغهطسضجي عسشضذغعكزط هوصقدغكشطغ زفشخززقدقث تنضلطحوعمم 
خطقصنكضعكع وطسطواكلزه صثقحسفساظر تبفقخفبضدر مغمغكتتغلط ععتشازمعبك احنحزحخسسز اتذفضتلظلم جتالثظاكشح ظحذشخفكثعا 
مجيثححقيهص غشخووعزصعت خبشنعكهمشخ غضصهنوواده يثضسفصورلح دهخرنخذظهب ثضضسصثناثت جظبخحظاضصل دزريظعبمعش جنفصشضقمعت 
يتذوسخانجث زغكطفيزحكت ذزصدحسجربف قرزامعاشنغ زنددثبوخزس ذروخرحخترع موغمبانعبا تورعسهسذغظ رستجظليحمغ ردقصهيحذرب 
طردمشغزمقل مكاتعضستخض وعذدغحنصقث صظعحزوذممش سظظصححهلضس خنحعجنقاوح كهوزيغغثمن مغدرضقظغذذ نسريحثفضكا غحفنيخظثظن 
