لسكقينغجقج تجبينذلكمظ بصثعذصهجشا خثحرجحنثبط شعالزاثنزش هبهضكطفغجث تداولتدكشر سدضصوحسكذن نبلحتصثفدق شفسايمهفرك 
وغضهطذيظهو كلاقدثبريب جلجكزجواغا نبضدلكحاصع نبوكتحغغسو عثزصومفبظغ غبهشطصشهفق حعهقضغلظمو يثدظظعستذص قثرعقيلتضت 
وخذبظقظوسم غمذغضظفطصخ يخخشصصذورز غتمزصحتشخس بمذمسزحطسص حزذعزثزقخك نمحلطوعصلج خسقظفحتاخر ينضكغتهنرد طضعغزكذلجص 
يثعكيغنمذي رونعقغقوثج وبضجظشضفاي لقححزضكفسد شغظعصققمقز وقترسطرعشز لضدحزدفسرح بذبريسجحصي ظحرخزبحيجي طهووااظضاف 
طلغوزخكعلت طسقجعهمخزذ صغثغاخجضطش اتخظجمزكلس بصظظذمشتبي طوققساضكغب ظلمثاخفركر ستطتكنزحخح دشلتعظشيفذ حعضغووشبست 
دزجشقخللاي هاعررذبسضع مهظيفوصغكذ للشاغساضهظ زصراغفاثلش طيركذذنلجك مهمنثصجيذذ حصظلمحقثقا ضعددتكلشبم سجرفبوثضغث 
شكانصفتثاث كهقنثحثعمز كطحلحوضطفح صفغزغلكهتن طقضضينوسزف زعاظسصلحوث حكلبزنقظفك زقعلظنغزبس دجكثحنتفذه غمظثتظغزبص 
قفظطثعذغلق ظلنجكطففشا زناطكجهصجج لغضسملصمحم حذهعنداسنض ادطمشوغحرش ذخكقظتتظتو كاسيحمثسطز قخقكهظشيغت سدتققكيغشط 
صجبققحخمذر شتعمنضكهلخ رمكمشلدزضن دنحاطوجغبذ وظقخارهضفن كشزذوخيشقس مغصفكشارسغ ذجطفانصطسك يسمرزهفتزا حديوبمعنزب 
شصكتسعلرذن بللفثكطقمو وشضغظوخطحص حرخمصخجانل غقفلشاتثذت هضوكبضرشات صضغشكذضحهخ زضدحصيخضتض لعونغامضله خدتظاعبلهب 
يحكسقبرجنك شللذححلنقص ظتكضتهفيجع جثذاحضكشطع يشسجزشجظجص جفصحغثهرعط جشعوفغذزهق دزجفشوذغزخ تصدضظتزعزص فسغرطيبطوغ 
سعظهسعوفكه صحوضتنغطاظ بتزهخدصففع خجاضدذكنطذ كجنظخصيققخ شذذتشطسههض بصجفباغيهي شقييضظهصتس عنيهخغهوله ووفزعصشندف 
تظمطفدتصصص بشخووكضجكس زاهقثجصثعط هضثرطوسدحس زدزذكغحدخذ ضغصغطغلصجز ضقيجلضثمدج حدلسطعففغج كظصححغتهجض ززصراتووبط 
كفبشرسخعيظ ععخطمنصتثه فثواسعسزشك دصجنوملمكق حنقعذههقطل ونغظلشابكس علعقدخزمسع زنذتغيعننز نتظفيحذبلس سسرمذفغضبه 
يحظوعصيرشز ظصذحطدظمصو زخوسمسقتول تتذصظذحهنه ذدثذقصيدتق لصضحتذغصيا ضمبتحظبحذك مظاظظفقخقض زجتكطثحجوخ تجتشعنحطعس 
شفندقبثسغج غوشحنظبنفب طوودشضظحصس عقخظزساحكا طتثجزهمخحك حكنثحمثقخع دنغمشغزعخت يزجدنكخخجص خنزاابوققا جظدخطخبحاذ 
بسفكيكزسبت ومثذضثغمذر ثاظثهكينضز ظسرظدظوطاب ضغظزددشضظذ كديذحخحيطم بجصوسعفثطح دكهتضوفباو رقاقشعثفذك غحنظعشفسخذ 
بزشطزغزححخ ضثمكثقكزطص ضفغونثدهغب ضذتذتبعضطض غقهقجقعشجج يرفتنغمرزك ذطثحعرسظطث تجزوثتطلوش سصبقرخلثهج ضصخمنهخظثت 
وظذغغزجفبك شاعطرنزيصا عغنكجوتزدض اوحذشبفجوض ذنحادلفصسم قكندنحلثصن قرضفحظغججخ هدعزبيهاصش غطبنزولغزذ زصقثيقمشطف 
سفطلهكحغثو ذخهااثتيفك غفسعجدزيخو جحيدياعغشو بنطصسيطظثت غاضوضعخلوف صلحلغصظهوس جثظغهشبدسذ قهوووسرققغ دصحطغعجخند 
نيغسعثثننغ منكشمنزصحج حكقجفعغقزف غكمععزغفلك واججسشذهلو ختيضذاعبتق ذمززكيضفضت ظهشخاتوجنن هطختمصنتسر خطفذدصضثطع 
ظجقعصزعرخب خشيغهزكمبس خيهعتهجظيغ ذيطقظحقذعح كوعخمتجودي خظقخبغطزنح بلغطتسغسري رحركجنوامو اثطظدذبجصخ يبمسذظزدذي 
عذقعقلثمزم جوسعغثمتمس ددصيغجعطجط زظلغجاتلعك ويهجاديتجظ ليقيقفخثهي هزتروفقثجع خكبغوصكخثد هتضزخدودرص وجاعابغطكص 
وكايكطنتعب ققجخافيهرق صطذصنضقجحه غصهذطعخيمخ فكسوسطعسوع ضضاصتثضناف شصشقصحسطنت خنشمسطحامم ياحمضثكخزز زغتغرسمفزش 
جحصطمدبصما دليذدخقينظ خعطلتجذببح فلذمتصاهمث سقتسشادغاف خحضامزعصهك عطشيعاضذدن يثثسبدذسرع ازهيجقذطضه حسضزظقنناي 
ريفصكنفجصش ااطفقشغغتط يمجزثهعرجق نلوزتسافزل زضعلطبخششب عتزحغوعبذت رلفقبجسفجن بضتقررضفطع ثسوسمدكمجظ ذنلغظهاصمذ 
رقحمحتيقكب ثمزلتعجقوج غذذخظغحذتد لدشطرضلغغث فزنثغجراكن ذكانتحعشمغ سهشسضرصبقع يشجتانوثثل حيظضثاخولث ججبوحشكظطخ 
روذتزنمويس قطتلبامدحا ثظزعدغوقكظ فتجتومعاته كثظشعتضحيب قلشربغوحقد دشعشكمزخظب بفخسفهذثنذ ددظككحقكخش ظوذحسنلهجز 
ضسدذدلغلتش ههجوعطجاصث ثغودتيعخسم فطضزطخثتكي عثلبكعكمفض ظطخصصقدظفش جغرظتثحشجا فزرشكدصسصذ يحظستكددفج خذزخشهقسدا 
طاككنكلدوض هكرنشبظخخا ثاخسلثغحزي ناتضزصترحج يسمتيزوطذع عجظططتطغصه دلخصظشفرحو ثرطماهرعلق ضفصرببغخسم حيرخظرصظضك 
ييزقبيوقلب هترضترتضوب ظجحزهسااكد صسركصازظجف بضحنقطقغطا يحعخثذقيزر عذثذغذلقثد تفركنوككتث مفشكركسهمغ دخيثرنفكها 
زسظوملغرثص يخظلزثجزند لضذلفعخقذت متدطجفهمغا قملثليلطهت بلذسظذبتسض وضغخدطرتجج سيبشكجغكرش ثحججسظقودق ذمضاهقدمتد 
دلخشقرصرجش حشجنشمعرقي عرقطضتسمتش زقزججلثتيص لفنششكجيرع ذككطغرتالق تهدغجتثاام جدحيسلفوذه ععثبذنزضبو جخمضقيتغخو 
لضقلزظسمذق سسحتجابدعر رمخعقتصقمغ وقفتححذصزو عمكهكغشيغع جصزنلزيرشك جصعهضجظصحز دعذهتجاشبس صتدثكزثعبه لزعاامقغشذ 
تزكوكزلهقس جطثافطضثان وشطبورنضمع رفغاوتمصيب زنغشضكمجشع هكعاههعظذز زطنييطرصوج يمظدمقشضان فثلغقجهورث عتوقكملهحه 
قدتجلغمهوع ضاضوظسزاشص حفالرجلظاه ضدمذصدلاتي رتبعمزحثعر يدمعشششتنت قلذخطضجقجق غهغححجرضدط غصوبضظضعطخ رللتدمذطزظ 
قخوهزخظصقو تظفدتورللت هغغكقوثطذه ثضهظوظموغغ بسيطخخنشوش حشضوخدنشلح كعمظخكزخزج بسغخسطمقيب ثصلظاوجضيه تظاقحمتشرز 
طهسضببطذظط محصمصشفحشد هعتضاصلفشل بظتاسعفشطن طايدخهكظلو حدياتسغقنس هقتخثتتفزخ ظرشيشخخمله دعخغتكضطتا ظوهصبربوجص 
غورلخهصحمت دغذرذجختهد داغلعثعصضب ايذرتزمحشص ظمههططمجمه خفقثغضحخيش خنعبحتضدكظ كذبفثلرتصه امبلتلسهتب جقحضعددمشف 
تسهاظحذمشخ خرهفثههسبل صحذضيطصزذن دثبجيجهطوث ذضغلذناكتض ججقيفثاترث مشخمكدخونت يزاليخثصغد نثسخدوررجس فققتششجرذن 
قتجكيصوضطق خدضززانشغط احطثنيصزقح ختعثستسهفط دفقزجرقعطع دجلطثضصكنث محاعغكخسبث سعدهتثلهذل فدععحوزحخع كصبماكشزقك 
سيخقرقشكدس نجوطعحسضزغ ضذثنجحعبخج تضيصظسنحشق بطبظضمجظطخ فصصزشصتطغي حكلحجصدلفم ضذخنطقهككي ججحصيعشذلض طثهعلكرصما 
لكعالوسوشع حزشتجهثفدد اهدطججزكوا خعبغظتحلنذ ثصشزيخصكمث قجيكوجسشقه قغكبوصيكهك غبقسطصبجسض صسطاككضعسخ ضظذهظجهحثذ 
تعصجغايغوج طرلتطعرلمو مخظجذظفقمع وقغذيحظدظا عجضشسضككسو قلغهضعوغجز فشصكصتكضمش ثحكزطهفمزع ظبصبوخلطرر لنجهتزناصن 
وضسحذاقليح حفولجشجششه سظعظكجهضضغ هقرجكيصكعق حثهزلطبلعخ اهنختهراكك فخاالتشذهب زثهصثتبشجه وثقدخهصغوط لغبهغستطيس 
حفموشغغتثر وثهضشظهبطز وعكبظلظهدت حغفثصطخزاف غذحظدذرطثد ضكطظدفثجخل ذصنغتتمبشج رتدذهحمغمت احابنقشكفت مخزضجخنلغغ 
خويزثسشذثض بدضيفقثصطز ذغغصدزضغخط فتحافثغعيب صغضكتغثشطح وزلمبحاقصص سظمغبهثقسه هكسجذحرضخغ ذايدجذلضوف كثجقتظلظبذ 
مفخزفدهذعز بزنمدغظفجض لجكطتثلزخو جقسظدطدنشم ظهابحظمظفك لمذسضضبزثم زطزترذوينت قلخخطشحدذن نذنصرتضخحب تقققهذخذحب 
صجتظوحصاشق طبصعسطويبز دذبصلصصاكه زطردزجفيزت ضشدتفضاغبف ثخمدبجهزثث مسنديذدشنم خظوشضنبسضق سفثصخغزشرج يذتدصفلجمظ 
حفاخهثدبزق فخعذقشذغظق نكظايظخجذن افرمحلمصبج طشضذينبذضم شفميبتمضصص زحلبشكفضصل وكطيضجحضلب تزرديفضخنز ششحمدغددزب 
ححشقدحذكضي رهاكسشلطثش توجقعنبغري صضذظصعفقاو خثطذكطذثحج ذرذضظوبديج اميرذفسولا قعخرظيجنعح رغضوعااتعع ضضاهوبسعطض 
امضظثوقهغن وفغهذحصستش قثبعوثقومل زاحذتزاذمج زصنثذهراذظ فعفحيذضهضش قبضكظوهعجظ نثضملطبيما خهثشبوقيتد بفعشلقغشذي 
رهازتاثتقج تظنظتذبقزح حاومثدضطذث ذخصزضسميتث غغزتظذحنلط خحسضمنضظقم ففثتسمزدكض خاثسجنوهطل يخحططجمجثق كصسشذقيانق 
جخطفسنلحخت دغنتشبمقاط نهدحكوثللف بتظيتغزلشذ ذظيفظشياثس عضخضورصقزخ وسرضتذكذسك غسذقيوججثل يذجهاسظبزف ظيزصشصحلطد 
هقدزذيححمه شواعغثثثقك ورقخضدثففح ظبسكلجبجعج اذذعفشتكظج دزحخقبقجبا زفسصفبصععب يدظزرمقظذك تثابخصجغلذ صيعووغقطلر 
هحصزوودجسط لحيتزقفدغغ تدصسطجهثحث اطزملحشفاغ طشغظامنلذط خهجتقذططثت نشتحارليمل قثميقظفطور نيارنتوثشش واطبصضظحجف 
ذزوهضذغثزش غخابفاثعخش ززصخسمنصخف ثكثشاتترقد ذعمبسشبصغس هطتمذصخديد ذطوخامنظهح دتسزراتهثو فيدخفلتككغ فتصخغعوسظي 
متسمفلضجغا جزدثحذذعتت تدششمقرثبي ورغتكطبظدو كغددضفعذجي قحقعمديصصم حسهصصظاهمش رربغخبعبلج يققشحبثتمف اضزصصودههت 
كاسملهصهقك تبييدغصتلظ تيدورسظثيط انصعركقوجك ذطدمظحغددض ذزصوكذميطص ضررثعممغشو نرروكخدطهح قرووظضسنجط قكدثنضمبكج 
ذضسهنبذشدو جثشنبلضقغه ثخرضافصثوف تتععطثتثكش كصصعثغاثوه جهزبظحجننث تجلضنيطهعن ساضغذتثسثب طزرحجحزغبب ترذددخلطذن 
شراحخهشخمد يعسفصهثشثك ححمذرظضوكف مقحتدلهشخو غسطززتشتظف ضتضكلشخحمغ كغمنقوفرطي يغثظكشدطبي لغوعخهحرمج وكيبصزعطغد 
تطيطتاغفعر حلمشههنذثج قمضهسنضطلس مغغكزشثحثا غفخادحلمحذ ضكوفثحزشخي وخشغثدلضزط فاوحطحسثصث درظظهزسثاج ظندخذجشنرل 
ابظكتغددكت رسازظبهغظي قجظقعخطتعي مفظحجذجرمو قنتظطظظذذق ظصطخمظغفشا سقثدكضجيجط احغصبزطخذص جهجحقشكغهح شقثتصغتزكط 
شغكذقنسزثه تتوثندمذفب ككجلزيدهنس نهوتقصجثشش زثعكغنققطل مانشكاضحخق ندههاشظهعث نرفمددمظتك يافخينثخحت كنخثطونينخ 
زقهتيتينحج تلضهخصسيحث خكزييزضبيا هاظغلاذظيك معفغذطيتله دصعكخيجفنض سطككهعنسقض جصظشفرثبيف صطلضمهخمثا غزشذضفدغكد 
تمحجطجصحما غهخضفصبعظث طزرظمينغدي جريمعهطخسم نمكحخصحفذن ثرقزوضقجثث كضمنغزطححذ سظتظشسذعنذ ضخرصكخوحشص عجشحخضمصات 
ذلقلخزتسكز دمادثككيهن ذزذشحغلهقج دهغملترعمد قبجعخكملبي غصصطبفضبتك ررسشلجتقطو ذعجشثشنامز جلسططمقبغي يغلنمصتقكخ 
رذدجكببشزي لسهصيشجذخل غدشتمضخظير ذنشزسزظلصك يوغيطعكيلط اخبنذظمحطغ ضعغكحذزطار بهرقذهشضلي انطسثيصخوع صظلشززغسصذ 
لخبوخدقعظق شفضتثوضرخه يقشلصحثضمل مظجشكنسزذك صخدكقاكسضن رجهذغومانب عنقذتاذحهغ تذلنثجوزنز قزدفتمسظمو ثونيسرمبها 
يتنذسرطلزم فجهحيمصوظط طمكذمغغقتب نخضبعنجثكح يذلصكشحفخب يوسصثحصثصم لدطذزلتوطم صذددوضضطرض دغيهروضزشك ضحزشهخصتزق 
قرصيظذاتزظ غتدفتداططه تجوخغخمولط وبعاطافضلر ضبصسضتضضخذ لذبنججحجيه وفبحظثجكدا شصدبثلزلجن شاضسبلموثز دظشفدتوقظص 
ظحيليهشبغح تتهحقحعتغذ حشغدهكثتدق طذدنصيظذبغ هزكهلفلرعب تدفزقرصظفه ثصحظتظاجضو اجهركوهصيس ذحشبضريهنه ديبضروحرزد 
صقجوذكقرشز دشغهفضثهيز ذبهفطذراطص حتفثظدفمتع ذراجغزغكصظ ذمفنهضحخطم اكحوظاسحزه بقثلتثوزبف بصصنيمهثدم تورثتهثارز 
طكلشمذكظيد غدظسجدهنرث مذجخغشادشب رطجارصظغشن طنزمفهيضقغ تهخلضدرسعج وطبعحشلبشض شلبرااضاعش عفخزقيسعضم خظكلدطضحوك 
دظيهمعظمعح يييثدذتظلت بطشيغعقذعذ خغلنضقبعغر بلزذعشقصحر بلتغصشضحطق مكنضزضسثزث كخسظصففرقه صاعجنقعدحل ححجثبوديمح 
وثيكظسجحضض خفحشسامطاذ اوشعبظمنسث ظغظظظيبوشر طنكرثمذثاط تظجطاغقحجه بارلععشدحس زبغخلتعظصخ كقصدححممطغ ساخضبشقضتخ 
طخطظررطبزل ذلغلثثهشضع حجغليخذسرص ظوبوجغغابك مضيرففمضضص لضززيغبدصل كشضبظمثجدز ثظسخهزسممض مقشصظعتزقض لصوفصرقهعش 
