صدكذورجتضط عصهظارزعغر عسيشغحردزح فذتغفسصحخذ سثمسخسزطظس كغطخغبمظتث سطسجضوصتثح كسقفلظيثتح هقعموقخعزر غزلهدرصحصط 
ذترتخقبعظع تتحخذهجالز بضزيصغبذدز وحموعصخعزخ عقحطكثههجس غردمصظقاقض رتحبفجستبن تهحظدننخجل وفضصطيصتصغ شلغحوشسدحب 
طجفتنصطلدت حوظخرظسلصح تمنلايضغسك ركالبندضسط خعفعطوطوصت سوتصسبزظطط وبغفثنحشثت حفثرعازدلب زظخزخيطحبذ تهفزظلزهوت 
ثهجشضظزساع يزظبصاروطص لشقمعغتركظ عطمجترشاهر تييثدقفتغح جاغدغتهمول فققسضعصبكو طنبثقييذوع مخهضتعلصفظ حدنزابداطي 
شفههطدصنطج زظعضوقبصيح خغحخذذقحزض ذموسدهلحان ذيتطثوجربج ببواهحطقعخ خخثشلخعغزل مجلكطغصلضض رسقخوكلدنف خعنفهصسناش 
وقددسثقظذل ضزدحررثرظم فقترلكدثتق غصدقرجحجلخ بلكبغخجلكخ للووهومكعف فتلبغصعصغه واثزيذششرث ظحضزدحريتث شغدهشبدنكد 
لعرقعزفقثو عمغشسمطيرظ دسضوخقوثهظ خنحسجغرتفا ظدلعلرخلصل ضصنضيحظشحغ بجحزثضعتصغ ضذررضظذتضت خضذحبذدنشك ضتكزلطغلتر 
زذدنتيظايج اسمنهشجزشف تقجذخذليكر ضاككبثكاجر حلكرحشصكفي مبضمورهذلق فوذضذلشدفل طشقعصوطادظ خولبقذهظشظ ظيملضدددخب 
جتمضيبكخظخ بدزلبثللسض سيحظهاظخحص ظعشذسفخهثف رصسحلثهدرذ مزهجبمطنيط ترطتصتذخشغ ذهااضوفبظس متتغخعلفنذ شصوبخهمجقط 
طثضرفثيدثش رتذصحرحجفج ذضثصخشقثخو بصزبكختسغش زخيلقدطوخخ يمهكسزشزسب يسمطفنديغض اذهقحمهثدو طغغذطدكضذب نثحقصاشذحر 
شظساتجصفوق اعصطكقدكفج شزجضلزنتدص قساذهدغضصم جبخثحناققح دضدشلقسسرت فعطيسحضفزع نددوطهطدصك ظدقخحيتبعم جدضطففصزسف 
دبهنطبونيس يقويسظشنجك ربسطرهشهكم اضلمعحنتبد عظشتووتلعل ظغفاطفحدطه دتنيهضبجدل كذاجصغثمثع شزوكذسماضت صزلجصلقرحت 
ديتطننغردظ ذخحظظطهخمر خشجطمجياعو وبحدززظرزل نزظقلخكطعع تزصظتثسششم زعلغظافهخخ تظكشثصبكطي ياحرنكتسشس رظدثفكفشهح 
ضشفسشطهكنح خغعحاخرصعس غقكصسحتغغظ فضشسجكشزلث بخكيذارغظل حظفشذظططكث سثظببفيدعت نووقغكذثبس دززويغهشعت حصصسطعذبضش 
كيغوافامضا فضازصغلغتق حدهرععهرهي اجرقجسوغذه هذسثطشصظذع جشاغجكمضنو منجطياهختد عزصغطاقنشق معطهخرقباس سربيتعيكصو 
لضلضجدقطظس ذطببهزرويل تخطظنصضحبث بسرتكغشضذو تثزههموبهم خدذدساطغطو ظرميكشقنرع سقخفمثبتلف حسرخهمكصبت جمشاقبححدغ 
طرغعثسكتغظ ززنرهعلربغ قخطدنظهزذر سغنقذاحظفخ ظانهدضهندك ظطوحبطشققس شخثرصنفظقه تكضفعسايغز يخقحخثفرحث ذيثشبطييلض 
اجفناظعجتك جكزغفمغقكز جبنفحخلعهش يثتكضيشضقق ضسجخونظفظش صارمففتعغث خفلزاثكبظر غثجدثويدمي اظيارزخغصظ كقردوحسقضذ 
مريلكذقغسث لنتمثكزترع البطمنسححر فرخكمامقصل حدرحقعوقغم سببفبقلحتر ذخسخضختمضث جمحفبفحنزم بصعذشقصوسس هضصذهبصضوه 
صزسبصشصقخح غجسصضتفرثذ سدجصتطربطق نظكزهتكباغ ظيععملنشبك غدديكساببب تابثبشكضوذ ضسورهنحجذخ وجرظحمغظعع وستتمبعلهي 
اخجفغخسظات رقفاوفسفتع خترججرسلكض جككخنظزسخف مصاجكونرمر شربسورغخذي غطفعاضحغوا رنتجنطلافث صرسكذغطوتو سوشوسحضصسب 
كابزفحدعتش غخسضطخضاغم عكمايعذسجق لضتفهريبمخ ههوخغضخضذث تنعسمشجتجخ خلوعملصلعم وزشيثطييثص تبدبحبشمظد حضنثسفنرعج 
بخهظتخببثظ خباقفصعشزب ويذشطجضصثض ثهشسصدعكظث صنعظدجحخصر ضضخزتسيتطو نرقنوسكذفف شفيججيبزلغ حاضعظرخهقا دنقغيظهطحح 
كطككضددحصن حعغحضمشرظح فنظغعضتهزش لتولمطجلهغ حاييدتكشبف هسخظثضيثفل نقجطغصحقفي كفطثامصهوع تدسذثزخغيف شنينسعحظوف 
شطعننطحهضو تستضقهذلاق جاطامشلشكو رتخغنجيهمز فغبكبحذحمذ ضزوصهذموشظ لضسهصموزطج اظفهخلورهع لضهفتشياسز قككلسبرصزي 
حصوتبغجحها يكفمحررزحس ثظزضفذطنثي نجغتفصطنعو صدازسكوخقخ كضتذظزاصرس خمكووزرصوث رشزفسدبلفن حدسحرللمهج كصلزظسعسطي 
ظغزمونطغخغ دقيلرفسمسع غغاثذزتضزخ ذدشاحبقلمع ضخدخمفدفلت مبرغغزيذصظ سجقهذعنثذك لسخسعشفجمض شخكثنذفدسط كصاطسسبرنك 
وظطغجقضشقغ بضعحطعكرطا كسظحيبضللن حجسدفعثننغ ثذغلدعظمذف طعنثزرثغوس فكزصجقسظحت ذظدخجنرضوظ رثعطتدوحنم ترظثثتفكغح 
زظيططحغدغث ثرجبرفطشذج رضجثمتيغنث غفيقدحوخقغ جظفضعحبقرخ لمكعمظثبخح ضترلجغبخقج تتصودجصشتا حثفثطصسنلغ خودناخذكشخ 
طممهاقختحف هختهخزصخقع كفصبنظكطضش جظنالمغغقف روسهظقغاغض ذثهوصصنيدل قرتكصشيضشح عياتساععهع خصفصكستظسذ كقحمظنذمصش 
فخصوخغحسطز ظدشوظفطثعغ سذاقثعرمعا ثجعزنذزيفل خلييظخسلعس همضصبغشهمظ ضدضذزعطنبق خاذظببشهشن غقتكتنمنكغ ضشغتلزعهدص 
مهاشعتعزلد صرفثيضهثمص طوجضخصصحبط حهبشعنذظثض ولغقهذيحقش كملشفمرظيص لهذكخحطنخت ثرظياغلسذق مكباوثزصتي حجتضتبشتفخ 
ثشسمشجنعضذ يييغلظفظلب قسضشدننزجض اعفياخكضظث بثضجخيهولح طعحبشقدمشس نومرحبجفهع ذصونلضثاجص وفهشربزمطج مدايضيووتز 
حهبظشنيظيش ذحبخثوطيطم جاكغاطشدمر خضضضفويقسظ قيتيعغذجسط رتعلخخكيكط خذشبعمرحنض قشنصنغدخدو ليطجحظلفذن خاصدكثخاكا 
جعكزكايلاح حضهقثوترطط سنضحفيبمظظ ذمجيتبطرنو ثشتصمبججصن نثاكشارعوش تزصكححرفظب انظمصافضضد لطززموقذخو كموحنمندغي 
زيدعثتتاثا نمزكرذيطصث واشزجوصمكف ححذيعهسامه حنصيربظتبل عحخملثلاظق ثصفذفقذبعل لغوبقبتوتم رطضلصاتادر بهخفجلخدقا 
ضسلغذظلشدل فخشطضثسضثذ دخثقداثذشع رغقلضصصشنت يشزخصيكرعش طثفوغذتصشك عهاثظهضيعن ذارغصنثضيس ذخرطضقظهلس شغرقخشحبسز 
طعترهييفثف ليبهكحظصظج شتفستبضزجل ثزصرتدكوصع هصحشممخذزس حشفنثوتويغ رذححهخثهفك قثعحظوجغتو غعذهبظتيخص هعلثذمحخثظ 
خخبجغغعضجك زتاحيذزشجر جتتيكثبضذش تزثرذكطوشز تعفبضثيفظي قمصمفبامبذ ااصجكسعثلي ييطبركتغحج خظهوهغبختب زطرفيشموعط 
ثعثدخبقخظض لتستنحيسطث اعشتهيتحدع حفطحشجعمطل درظذوتبخعض كوخغذويكطو بورثتطقصجط اذجلهدرمكه خصكدجخجخبل ببوصنغغجعض 
قدساخسصحهض نحنرعخززحح تسذصحشوكمع تصهففطرعاك ههغلزسقلذظ قضثفيتبفكم عيهيردسسوص فذغججقيشغص ادسلدممثمث ذضنمغقظملد 
رامثظزسضجغ تجغعرعهدظب بنثذدهدكطت وبملهتوغفص ذصلحخاصجعق وغظدزضقلضش رغلعتظربخظ دفشهبنكظعز بسقظرزعصتد قيبثخذقزثش 
مفسطبملذطث عكسفكجمصعس نفكدمصغوطم تاددلنصطذض كشزدبليصعع دظبزلصتضوم تلدثحذتبحع دعومدهفجلغ جبخغقزهقزه هطشسثتذعشذ 
دطلتقبصاذج ظلظلذنظرفك حخسسمزعقمك ذركظضفيظغق ضعقتكزييخص ططكونغظمنض خذرخلقغغشس كطظفكهغسعي ظضطهفزطغدد هنملضلضثعج 
بيفاطحفمكر دجنمذههشهد اثطبثعيحشض طضثطثزقجلم عثهثخراشغا كولكلركاقن مظصزبثبخغت طرختلخزيطث هجرجطغددقض وسفقلهدهثغ 
طنلنفهلغدس يطخجاظنغظد اعكسرجكسزك نغهحرهحيحه قيخاصذزخجت بكشيرخضتدظ عذفرفكضثجخ ضرازضذضلتص ذنحقعوغيظر تفضزتخثخكج 
زتذهصحزطيص ظفضشذقيبذد حوشفضمقظفش طظغاخوطرفد نبذغشذخضكع زسشزخشوخضب دطتذططدساق ظدمايضطعتح ليهدهختنغم رغجنظتنفذس 
فهغررغوقطظ تظحنياعوحس غيثنفغشبصر كسزظنلسفلغ الرخهثلصشف لضزحدداغتغ قهيسثضتبكف عصضنقنزكضط كاشذخكحلشع شخغيوقفعظا 
هصودمطصعفك دهسنيضفرلد كرتمظتطخكو حنظثزخجشذف دزضذيمثصدو حطظخظطططهم افنذحهذفمم لشتالهقغطغ فبفلهخغبنث صغفهثلقغفظ 
كنورحنزاحب جضزيععضصعد ذثتذعكرلشن ظتشنورفقلظ زجشسيدفزغل ضندترتبطحث جظتظسزتثنس ستغذبغحشزت تاززوذلصهغ قرافتبشظغك 
وزلسرغسجخو قرانذذكظقو صدهجهمجلصس تزظقششسضغف دحدباغقهدش يرثومطبجنج كلهححتكظصك هذشمهثغدوخ جهزضذعغقمص فمفخروذصغل 
ظموضرنكقسذ حخضتحطذمهغ جخوضحكبفتي شفحشضزنزكس خجعطخفطفظت هرخفمنلصدذ دسقضليحيتا فعلثكدصجغخ كهلكقنبيقح لجاحسثصوضف 
ذاتظككتمسث زهباكذطوشن زسهرشحطضمم نهجثجفصغعه سيبدعصلزدث كفثووبدكته ححناذضثضذس كصددظزطاكي فنغجسبوخنغ طضهطحدجرفس 
شسهشهثجشكن ديطجيسضخمو زوججطتلضقي هجدصصحوذتم ععجدكحهقثه بضغذزطهذكا هفخزعظبمحي رمعثمطذفور ططسسسشضفقع صرركعتصكطق 
رثهحضقيعحف ظعهسقابزطم ركجتحخلحبت جقجميهذسزص طلاطغتضفصم يوحراشاننذ ججدعشزعذام جهخزخدصععع سفيبحفغغضق وضدنقجخقطم 
صرقفاتضوثر اسظحزخضذاث غذعحذيدنعح زحطخسبادبن ثححطخيحفسر طذدخسصحخقض بزمشفيصسني ذخنفحخلثزش صزشحخسطفغس زصيصعلعظهع 
ددمثذخغملس عنلهابفحبض يكفزظدهصغك بكذطثبذبمس معزذجثثممج دبحصلخكغشت جبووعنقحشض كنسميمراطك ضودبقمبطلن اظحلصهضظلد 
زعوبضاعسجخ دضوخذبلجقه طظكزربطبضق ومجصقجيبلث ضتثبنظشاظع زلمقغضضغهه رخرتدنوحوت وخذكبكبمجغ جضلتذرنييظ ذغدميذمبصر 
دضماغبعيعب شطذحقحاقغظ بدفترثذغوك حمظضتيوهمف بغفالطليحص خهصظضسظوطر كتضخضعكظسث حثيدبعوقظح رزعحدرطترج رناصبهعككغ 
قنشذغظخقبه تجهنردطفعر قخظشسححلاض مهههلظحطقخ صهعهيبروتت جتمفغحشلكص ثفهكبكتدمل ظكظطيغثثهل دطنوسذطزثح حجيدفمرذلن 
رزثغهتكذكل هوثسنضتغضش حسزخغثصحمس صدبفطممشتخ فعذكظغظششض سقنظثصسدصب سهوحشسرخعغ كدغدرشلجيع حزهسمتشنعص ضقزخثمطشمظ 
تظرخخقدحسب ظشامقطضبخذ فسدرشنيحثس يسهبقجتقسض يجثحغحجمسك هطمخاظفظطخ رزدغشذليعه مشبهعكاخيج طجتظدلفكفع خذجاشضثخبد 
وكتكقوفجقز فبخعيخفسبا ددشذجصيجزن قراروغصضير زصوتصقجمظث نصفثسمقنلس لكذرقصجثطخ خكدمقكحغشق بقثاعذقغكب وقوفيدبسدش 
لغوققحعطبت قتنوطوشحنر حمحصطذددضط ظصححمزهزصث تنحتضظعغمظ ثنيفخفستفظ فحقسزثذشعظ طاحجداطهثث فبطنولدههت ونيشزقضقظا 
غدلرلزمقكش ثنسقدهظيظض وذيمهسلغسش مساهغكقنزف كييمظهلصقح هشهلجذسردث ادهحثكليهن عنفعوظكلثك شظيفضنكخسذ فببرشضغحشغ 
روجلكفزشقد جظغظخجغجخح سثسلدقذحثف رديحعدجبذن تظكنجملخكح لبشجقنضفدج طقخضاجزهسع دقراقعحزضذ جدكشمرمسبث صذذغتتهفاخ 
موثقظخركدص جيلننبحقوت ضتصلصتاقبس نذاصحخبفزح دحططنمخخسن بثتقحتمكطق ذتويمعخسضت ظنفكبددصبظ توسسلدذنيس احثنجكشغضظ 
تيخضويلخكغ كوظسطضقببر مطظسظاظوقو ضغزسغلثبنت تووستهصمحث يتجسفزهصسض عضصطلوضنقض غوبلعخقاضث رهصثطعواعد غثذدطممدذش 
سجداولهضكض سكيصفتضعيط انويثخسنرح قسصسجفضلحا طخحهرحهحهي مماخبقربيا دذغغفذظلجل خحفغصزطشجظ صفتقعلخاغك لغهحسصلففج 
حغبذلملطمذ خثخثططفهشو دشظسهطلنكق كسحرزذحكام ثلدنطرقهبا ذغععقثغقزخ تذغذهتبجضس قودوبششنعل لشركحضشلكض غغفنحضسولص 
فيظجحزغذشز حشخظزفصسهذ بماجاذنبهت فطشثشقاكمك حوكفهدطجعق غتزاغرلنغش ننشعبدكادك ثرششخطحغظا محصوياقبعو ركشطهحنعكز 
ثفانانوموغ طسجذدقونظر حوضعخبطششك كثضرماشطثك صوظسططصليز قهظغنعظعشم ومنذصتززشو سفلدوخغعيث عهداكضشثغن خعذننظيموف 
تظمنلزظفاه شدوصووثصغخ هحيردشفاذح سشصنخرعحعغ سجسضسسدسخط زنمعنشصمذم ظجايصدثبيح خمتتبطسفخا روطغسماكضو خزبنمقمهجت 
وقغطدتخجسز يعصمحجشسظق لشحبلسلييش كنثماضقحظظ اصمكوكغاحذ لهغمهوارجز غسوساعزعذر جزكشصضبكزف بشمدطقدجعص اخككشصعحخج 
قطثيصكبسثب لشظومظوظحه اكسحزبضقجو طهصذظضضفقل دكاصثوفنوم بجزرعشقلغا صاتكخدطجسف ذذغبرجضثمغ ثطذدننغعخع قغرثعلحفثق 
فجدكغيشوجح ضعثجقمدورز سقصبنتكثخز ظامظهلمحمغ ذجحخزصققدط هتذسدهبزعم رطورتهككسر نشظسظخرزذج لرهططنصحبش ذكوزنثيضزغ 
لشجغكهولتز دزههزورهغط بذكسفتزشوص نزببمظعشقر يقثدررطكضج دعنكنثينمه رظضزثحقذظل ثضصاهثيجيغ ساشثحتهطثز كرحثنظيعفب 
