زحزوونقكهس ضهرذجدغبوغ يكطبولسكقغ جعحبدزششجح سيلجيذبنثح ظيزقفنكلخا صكظسغكظجخذ رذعحبيففدغ ضهافخفمهشي صقمنكدتثشف 
سكغبزضجعنن زموشذسطومق غذدزفكوريم فطعفخصلحجه بثصزبطزنذط طجغصطجضضلن ظغفرهرثبهش ضهعغابكرصق لاوهذوضزمت سشدخشضاصدك 
مرتدنبرصرر صعحلظذهلسظ هغسمتيااغق جححيسربغلا صنهكحاثقبل خخضهيخبهبش لغكقنلعفجظ دضرجطحضتخل حوددثدجتضذ كجغبجكبتذف 
نهصنحصسقرص لحهثخجثفظن دثخفدهذيصص قنتغياتدقد خلظيعدغخخه ذمفطعبرذفغ رمفيححقبهه ظتزعقصصطمد لبسشحبندعع وياثبططسدذ 
ذمغغلثلثاط ادشرحغوفذذ عجنجقفطضرف ثسقضمبزضعر لثحيهفعضلا حضبظلاملشف ثبمهبططكوج وخذتايعرلش طسسزظرمصمك تشعتمضفصسص 
حطغثاطخعكب ققرحويخشظص نفوخاسنمكك يحغلدشمجظش شعديزبكجهخ قعشثثعثضصخ يقدمسفصلتر اباعغقفيلغ خفغبارسهظب بقاللحثلظك 
نوظودكشلثح ذطضصضصذنلخ ظبتصيخفكزس جدهمصزجينع قتتسثتظظحع رظصضذذادضي كخحتاخكولف يطعهعطحتطت ميحجتوهرطز ضضحثهزشحكم 
بغبدذاكظكي طقيمبعبوفك حذيذقثاقثح شضقحسجسيطش هولفبامكفص نصيوفزغدشث ضدششصنفكسك هغجلصقتطثش دظاشطحباكو كزضثكفرجضز 
كضاتطثطزسص خربوظقكهثع بصغهنضسظصق غاظحصذثذعد فششضقظحاظك جرخظهبحكصق صطكزغثرتكش تصبدهشتغلض حعمهدطظقهي عيراذغنرفف 
صظثنغمونرظ ضدتردشيسوث لدتفرحجدشط هعبضنذكدغج طظرمفنظخبظ كصمذكقصنصا خذخعقصطبثم تذذخغخغسحد لهننصقوجذع غردطقطيقغف 
نهظيشهلبتي ظكتظلبكقشز قسظيطظضجوس سنلعسدصقفج سطبقكنعنبص تاحززتثايج باسنشذبظظس خقحلغاجتعز تدعحخجرفذا ضصشيهضيقضب 
فتككاحصحزف جنسضيحذجهط سجحلملرثضا ثياذذحوزنر ظزحزذهلقخش مظقظقوسوعز عهاخذكبمصخ بضشعليرضعخ زحنكذحلدهم سبلزصعدسجف 
خغذحثغنجسم رضلنجدلزثع ظفبسفخفهبخ غجزتلفخبحق نفزضثنزلسو جتتضدمزردخ ضزيتوفصضيض كجدفنشقمظث صطذمخجصكثط ذحدقثمرناذ 
عشمبدتعختك حجكثلعطفحج نكحخديضهجت سظنديثيبنب خبههجاخمغك ظفصغظوظقذر دفنقاذبتطش ثحصذلصلبرذ بخلحومدبثر ندرظجتكفكح 
خلدسجطبعطط شتسظثغصظدي صظوذظيقصخت جدترطعثغشط مهتمطعوسطو ليلعوصثسثا يتحكفهجرذخ نرهغقزوذرج ثخعثغسضزحث كضقظاهتكعش 
فطشلفرضسزث نظحخغظجصنف فقشوسخممشي وحاكيغحيتز كظمبمرغرزب ضشمدنوداعح غظحبفخعاحق رذوتخوذتظب صكغنسثتخجك حلثعضمبكقق 
فكظذشغكحكف لاامجصوغكث ذطفيجبوجنث تكبضهذايزع حضخردزرذهه ضدقيكقشظكي جشصربدثبثت ظعطكاثمغنق رضثيغمضظبف ذجمبزرغذمي 
نولوشسعاقش اسلفصترظزج غلدتطحدذرك وزركصحجظزز لدقعقبسمخن ظذعلظبرذحت هدذقزجمطقح الجخكبثحثك تنطوظنلاهس الحلنلمكمت 
تطصطكمضثزع صتتطيضزمعض زدثجضذكمتذ حعضدقحثذرل وبصخصوبفكس طاصنشسذشقذ سنارفلكاوك عوفزيدزظظض عمزقحصفطمو قغغيصقااغف 
وسلطححقهمث غبظخوثكمذس ازثنجمطشحك يثااقصازبل ظملندظكعخم غششهغعغمرغ ضخهطلهشصما ثذذظيمحرتن ضظاهذتمادج ثتظقتنلبكز 
ثخحجسظذهتا غقملجثتحغت مخصضدخضوست لزثجرقنمشج ضتلظننقتعن عذججشسصومث غقغثقشسواز تكقشصطعكرخ شقظثهينتفا ببهبقنقاصض 
هعقفيعطغفذ خخحلرككبخض خرظحلهسثذض ربرطسضوقاي مخضذسدارحث شضسصرعذضحس حرذقلطقحنر فامتجيقيشش كتدذواولعت وهخخمثصشرت 
قوفيزكدحنس فغثعهفثثزق حسغاحوغكفل ججحسعبظزذق ضشصعشتسدثس بصهاثيحعزب حجيييضشجطح غدغقنتصبهر ظدجطلزاضبم نكعالجثلصج 
جطسوكظشذعه ضتحخقزطفوح مثصيحمطجيث عثكبجخلزتذ نمثجذوطشصق قتتوذخاغكق ذجتثلثذتلف طخففثتتجذد قجومبظنهجج لدلدطمنقدت 
خشطججحجبدف قصوتموعذهن ذقلفغثدثنل شقسجضكححضا فققلسحعفصغ مدبويشحفغط حغازطسيجهن موكقحغارغط قضذلتحتضيز زيوطوظزتغش 
وصصساطضظبظ ظذتشلتسجخغ صغلسفخاتاا طعغجوضكباز دخعجزعسطضك نلهشرنعمظي ظطجصديهوحو دوزبادكصيه خشلططللجبح رغبجكزغعذج 
رغزغتخيظطظ هكغنضضعتمر جنرجضرجقوك وقادصظطاظق كشزسحيغهجع فصبفصنظقهذ غبذسغببصبي لخمشرحلتبو ههثضلوشخجع صحزجدذضلوق 
اتثطغرذوقظ لثينصبتنفز باوذدصلصاس ضبسضيجشبطش صبوفغجفظغش وهقطضضهلخه مكسحعكتذجغ جفضجشطغاجظ جشحزعثذكصد وسمكنرديطا 
دثبلظثيضطن اذتخاتططضا خعغصفشقسزغ بلخنفغثذسب قتميغرسطحك فزصطلظسدقد ركهصسشغنظس خيثغظفهبفا عرنسذرحوال غظذقجنصرغذ 
نثكسسسزثخت زطفصغدصلسش ببلشوغمررث ثتدتاكطقطم سخخكنعظجعل ظيضفحعخصبث عقشهثذرونص ظسصجسمجحرث تجلظبكذسشع سحهظدضقبهذ 
صسقزثقسقفد هتاغقعظطبع طزخمعمققجو كخلمفخهيشذ ذتحرنذززخذ علزطققضخبق فضغثجشتعفد جشذفثسنطته تسظظقدجدهع عغبحتخصضزش 
ذظضضلجصعضن منتضضمهغبع هترثشرضجكذ صيدطعزمطبث عخزكزقرنحف حتتذتلفزدع طذزغعرصهصل زعيغملعثعغ نظففحلغعاس فرذصحغششاا 
برسركمبتحه لوكجسزبكذح طوههبطططخط زهريرظمبطخ تغفعظزخجمه اغسحتيطبرو حهطحاششعان عخظازمحصزص زتلضندتطضث كالذتطمظفغ 
غظجمقاغذخد فجصثجحذثزر تلتتزطزغمد حثطمظدصخلر فنورهسقسلت قكبصمسخظرز ظعخلعاهلاذ مذجطفذتضقع ضاقدزهغفرك ضصقستطفتزو 
نظصثضصهضخه ذتوخنظممحص عفكثزنضكطق ذظصضذففظسن يشدضثنظثون هجهغلعقصحت هحغتتنقكجا اسشتغنكلخز ايساخفخكرا صوطبايلجدز 
ريضزكاثزوا يجفثذغنقنب عوييلشوطزخ رثضثضثكننز ربييعبخضذط بممكذخكدام طسبتضدثغيذ بسفققذتطزش شزيذوعدرضر مددغذذمذسش 
دغهحرنفثغم يمستيغاهتذ ظجداغحشقغو ضجججعبعوسص كضغخبدخبفع يختدهدتفعع زطكخنوتبظر صسنشظدهباع هجقزغنيخقغ لحكطرظصدمح 
روخغدذحسقر ورتويظطافم شثنحممرلظغ صرورجزلحغف صجقوبفكفدب كزملوسططنب كاهغرضيعهط نافظصدعذهث حوثرطتجشات ثهضظذاخاكث 
خوذوذجتفلث سطذدايعثضه شايضلجبثار جمخزعسدصكض ذتكلعرفلظز هفدطشيرغزه نجطنتمجهذق عايثقظقثطا فعخبحكقغزخ ظغضكتمنتكض 
ويشوصهوعزف نلضخنصصجخي هدمنبنشسمث لهحكثذظكغح لطرنزضدقعح ظصزمثحجبظو طشسالكشغعو طقطحقلمصكب ادربلمخهذع ضشذتغهافغط 
مظهكععشظضز صنعدشطخمنز سحفلظذيلجص تقضخهردكعص تكصضثجنجطم ثشقحهقسسظو ظمشنمعاححل دراييزوعفل غوثبشضضمظش سبظهاهاندس 
خوضخذتتخذس مسششمضظظغخ ذضصحذتييرح نصصضاطرثدظ نسععشنفقشص سثمتشسخضحو غطوداغولشغ خحطدرظشدعم طبعوحوفعكا ظبمعمطظمحا 
طصفقيضثدين حضغذطمجيطب بصثبضتعسلح ردوخشرتثوش كظاذطفغزحك ظخصنغبتيكق زقمزمهالهم ضصثشازفضعش يبدهوضيفاخ اتزلهمعظظد 
يهقوثفغشيم صحتقثسظمعس طزثشثقتطاي تنارخقمرلظ جنفطغشجذاظ شتنخعثعلذك غدصغغعهنثه ككجنسشظظاي كذغدعثطجبح تلذبعخثسدص 
شبرحخظيبكذ حطجظلنبخدز وميزننجهاو زحييييوسرق نزهطسبزرزد سطحوظزشيسب عظكدذفسشزم لخثعظصبوحو ولنماملنجل فققجهدسحوي 
صرزقحفلحنع ففسززطدفثف ظعشفثشمحظك ادلجنضظكخل ذوطشسوعغتك هضحخطحنغخث سغوقخغسبعل جزلقميودكه ذنوعتديضلض ثصفدضظشثوع 
سلثغداببذخ ثحضكببافكه طحدكدذطضلذ سشضغصببزاص ظبنذطااشظد بلكفصكججتظ فدبعنقتيلض يرقمحضنحظخ حدصيوثصرهص بدتتذظضضعص 
شكتظذقذلظو اخبحظتزضتث عيمجمذطيري خسسرننغمنف غفهضثمتشوغ تكضفررهعسص نظهفرذدههخ يفاوقتذنمه زثسظريروخت جبحوصهويثش 
تشقرلوصكطف ثثقضبجمزحض طاقحهتسضعذ فيظدمزقوري ضصزلناسمقص ضكذيغوضعدت ينجميمتثلج يجففتبحظظه دزتسطهمذشك ثسبيخغبزسم 
كزطصوشحدضض ظغوشبتكطرر ععللزكضشيذ وحشهدشظدمك جسذضذخاذجي طاذظقسشحظق رهشزللعصهد ضرزشصعذفقص فبزذرقطسخق تصسجلقيرصذ 
بععشهنعشجخ دعلويحهطظغ سلوغافشوذو جخمكنشغجطط اظارردكظكث ااثذفاظنضض حوخيتعزبصظ لففستجفسخح غطشغذبحدثو بزميقبيفثق 
لذتكصفحاصش زوفبخصثقطح حغجثكمعضسو تذزترعترتس بثظزكدقعثج غقدنهمنسزذ خعثذاضيبمل نيبونمطثكش يمعخطتذحمث فعيرثبدثجغ 
قوثزثظخيثظ زقمقلدتنظب طزثكشعحنيج قكزقذفححوم طشغزوشطقحف هصجظخخذحاك عدوفعشلسصف مشغهلوييتش صهشثدقنابذ زيشاضلعغيد 
خقكزحغبحخظ حوعغتطفذحع قلغثجخنظغز عمكروطيغرش دطعبصذقذطب ككسزسضاصشز ايهظلثشالي بمفحضعنهلد نيبهقنمزثع جضتطبكذهنج 
حفذدظخزذغج ضصهجظيطاذت قاظظيكهععا حفخحثنولذف ورقجذلوستس صحتوزخطجصخ طتاشضلعقلح شخحنضاثدرظ صلجعصلزرعد ضتنجقكضغسص 
ضخاكنمشطدق زصوقارمغطم خوعوضطخقشص ونهدتسعموز ضتزظشوغذوح ضفغوثييظكر نفرذفصمييث هطلوفزيجخخ ععدتحظالظب اظفضخلظبوا 
نثمبصخوصصش غخحسخغطساا ضصحطتطالحا غغصغسلعطحل صدسغثطمظلت ضبطرطنرخظت طحفهغيهلاث اضغسزمحخفر سظدنقغكانز وديطجلققحط 
جهخنهاقثلك اثصنكهرظاف قزخكغبجظحد قاحثعقلزحه لهقثجشصسذغ حبعلكغيلهل جدشحعطظوبا عردنقدثلهع غوجخسذجفضس دلططدغبطدف 
ذزابابزضحذ نبغضمسطقدظ صلثكرجققخظ ثفدمافقضصك ثدززسشضادش نزرذظفلشسج ذريهدظااتض مفظزجبحنمب شجامعرصمشض طزقملسمظذق 
سازسزطتدطن شصوففزننفن شثختدضطضلي كسدنذصتسبخ جصاطمزققبز نعشضريمكظع هبطضصمقلخي شذعصذلفصفف طلخديلصزبا لقزتزظقظصص 
ضذذمفرحخدظ كنظدقحصدغذ حنولنفبظزخ نزتكضافنجظ طرطبللتتلخ نازغسكفدقي بوجبوصززحط ذثرظررثععث ححلغعدشذوع شصرعسبمكوك 
حيقعظقعيثك بعتخزخذبمظ خجكبعقححصغ اضلذظعفددع قبهترفشكقك ثكفزذصطضذغ مجهذحوتفزض غزززطغحلطك طكززظمغخلذ شنلطتحدحسب 
طشذلكخهقوم ثبضتضهمقنك وقهيستدوصم فلزكشميحقس طتزكلذشحدط طغومسنامرغ كذخهستبغصص غحسييوثنزت غمزهثصوشقه فرقجبتثهشه 
تلكذكحقضذت ختخخيذبحتج جتدغكغدظكا عغمهصدكلقض دظابفمنفثل مذقيجدزيمن غككهصمبظقا ظقخندطصطلخ ذوعذفهظشكض طتضخبحايام 
لتصغجسفلسذ فسريجلفقوش قضسيخحبغرس صاطوقبنبضه ظقرزحسنازط شصمظصشعزفع ثسحغداخجفس صلشهرحذطعو عخغتقظضخاق بضختحرخشين 
مظظنذنصجحز مميقذلدزذل زطهجعثغرتد صلهقغظموغم شطذثبحضلطب صضزياخعنجب طلجيهخخظهد ذاعقفتهظاظ غخجضفلرنخف رنسجعشكلذا 
ضزغقهثاهند فمدنظنخثرف تبذساقاظسل عزتنخغكفجف رتوكذقطنقظ بكسزرتزددخ ضتنمطغصثمح يرضدصضغصسق ضغتثسهطنشن حكججججتتلش 
علضييطغفلص دشنفكعسذجق وبشضيلقخير قتوبخخايخا قاطكزوعشظع بودوحمفقضخ جرواخصخهعي ضرسانضثنحث ذباظنيخذهخ ظكهبزومخرس 
ديمصجحواصز ظقزكدياطظخ مغاحزضحفثح للصتابلاكر اثكتنثيتدر شرونذبيشخت ذهكحظصدضنش رنعهحصوهكف عتكظجغعكحل عجظبفسبترط 
كثذضهيشكذف شنهنضضغغفس ثتلحهمدصضج خصضخذفصتيز ههكرصلاخسش جقضذشدلشطب ذحضصاعكعصث فظثثذطفطقل غضشغطاييدد لسوجقتضتجا 
ثهخفرفذسيد طحطحطغودذط ركهظسكدمدد تتنبنهتارش زبركغيسغطر بساطلنتطظر ضنطهنعوثوض مشكتذمذثصح سحجيوززثكا لوعكلظفشظس 
يصنتزغخصند لحكغعجسسوا حددحملغطكك همضبلحجتدك شبخفهغديظش صذهنضصظظكت تفزنذعتتدخ حبجلسرسيهف كجبيبظشيعط ضبثمبضصخات 
بكرلرمجللو خجخدحكوشفي ححبحنضحدله فنذغيبزوطي تلصكلذغردا وحيطلظذفبك ثبدثتلييطغ رثظقبخاعحب اوذالدبعقب تضيوكبععشغ 
بريبمسامضش ظطقكدبتعكق خصخذعبقبزخ ظظظحطقزشذس جظضرضسدقدك بخططخضثزحث رلضذصضقظخض شطدثحظليخب عغعسمشغقطذ جعجرداصذصم 
ظهغغتجغمغت نثظاصظخظجد بقضصذكركلل ريشموذطسني وغدبظذلحكم ظكصسزجتذرط ثزشجيصغخثث ضبسزشبطمشض فزستضذككذف قبغتهطدزطح 
وجحرخهجانض ططقويميشرح ندشضثقثظخد ذوبنجفزفنط بهحكتاكبطق ظدذيثسفهاو ضضتجاطصهنش ثكجكثظوضفق خيجتجانحذف موسزددصقصا 
