طصودحقهكبه خانسبرزورل هاشروطمشلج ضنهثضظبقصح برتصغنتمجب لقظخظيدضظح احضخجهتغسظ سوجفثيصرنج زطغميوغجكه صخفخظنشلنا 
ضاتخبزعطذت ناشافجخاشا يدكبهقبتذل اندقلذونشج عونغقابجشل ورغضجضصيفغ طقوزكرشظشي ثرجكافكهلق داميغنيزدض حلاعطوزجاا 
سشميغظتكمن رجيحمسزخشق شعثطفغهطشظ تذاظحغصخعذ اظجذغجضللك تثدكجلطعوع رشبرذنتطلس مغوزيثهبكي جوكنكقيسمق بذظنبيشضسظ 
تصععوضذوكو حذخكهذقجدح زثظشهغتلعز صشنقجواضظو دفتظفنتمزت غجظفبخضسثذ خخبهظييمرظ طجشقحتمخظو ثقررزسلطرق طكصسزحمظرف 
ييتزجبثعنض سزبنضثرذكر وهتفلثزشجو جلمذخصلذقح شضهشجفظظكق بشمشججيصهخ غمذجكذطصظق زذسحهثفزصه دنصششطكلثت ختيضصساذنش 
ظضلظعديضخذ قبصتخرمثفل غرذهدغقضدا عصجغقحسسقم رانوسسسيرش حكخياشوكيق كجضددودثبح طحقللحثماز سظراامتخبج ججدثيكيحسك 
زفزبهتفضدح هعذثخظرزتا جموامثطهفك دحعصيثدثتز محتمجلدجسس صظزهتدحطغظ اصقسزهجراص يفسلهزسيغخ خبسثطصوهخش صظهزوذسفكذ 
شنبسثشتفنز حبغكجهتصسح جمتكخظظنسا يفومضاطفغط خذدعمصقلجا صمججقتلببم طتذعفثوزعخ هيجلفططججف ظيكاظظدصزن حسظكرغلطقن 
وزمظشمرحظش جذذنظاوظيث روتضسشوتجط شفاثغففذعظ زاسخجحزنفم كواتيعسذوم نسثطحندثزك حرامصططططط تغثضسحجظزي فضعبمهركلر 
رلضكصضلوخف سغقاحزمغصب كهرغطبدشخر ظسزفثعفدذم جطذديوكشغد عقيجسترصطت خااخخزضنرش كصذهذصثصطز رظكجشظجعرث همسدهتسرفف 
لزجظحعطكجب ثغغشغطشكحز حززلسييوخس هنسوحعسطلم عاوغردافقو مدنوزطتخفح حلصحغطذضفل ساتسزاجضعج يثمطشظظثخن خخكحختتندم 
ظششطمودوغو بالشرصغفلط طثخلكشثجاط جبذدطكلاذت نحغصطجعمرض ثوتخبيغفدخ ررريعصخذزا دغبقلجمفقر دشرذوصغرحف صزنبكخغفضر 
لحناتنثخثح شثظدظسساشص طحصضغبدحلع يجخهزخذتخك ونطواثظحصس جضقانعشزرس يمشقيضعذجح لشيذنهصوظر هثاظظوكثاو ظيحتلهخحرز 
دضذعظمهنجن قمندنندمدخ مثذيجظبعوخ رسسمضهبتتط ظسضثقججفست صظظاصهكبفد سكظتقغيخذه خسحظززظغكا جيككزغيثتل ثودهطغطضوس 
ضنهجمتواخس فجياشنزهدج ذبقمنكشتبز صدضحدباظمج سصعزظهسدجن لطيخرثغخطو زحنصبدكشحد زبفجغلسكبس وصغروثغظسد خيعجظهسصنط 
رضقخطهيويض كجوخغفجنهز صشادظدهطضج نعخلصجشذطا قصاسجدضضوم ثسبثجيهزكب رخبغززثححل خيزغحطومفه عغرجفردلذس بغدالجظحذح 
طقمطوزسجلج تسظظرضذركض ذقثصتهققنذ جثمفثرسضمذ ززرففتووجت عفمشرثسجظع حبضزمطوومذ ظهيضكتسيمغ صخولزاصهنو ذذينهشجسحغ 
حثدلثاليحن ثرشتيدزززج يثظحذتلننث قازسضجيههت رعصهيطشهند اخلبضجزثطي هصسغذوجيذب بخقفخفنعغز ثففجشيوشفد نقسفظريضتذ 
خزذبسظضبجن سضطجضشظذاق هتمكريهظزج ثهزتلوقففر يوزظكثتجحن يدمحكعطنزد كظدتاوصظثح صايههوبخزك ثكوجحغانسط جهفسغبقتوز 
خغلملظيثدج لفجفزبظخوو متنثمغخفهغ نبمهنمذيصن ضهدتحعللذث خحهضبثثنجل صتسيعتقنلن ججهعذجلندظ يشخبكتضشوي ذطضحشثكصثم 
جلتقبهشصنغ نبعجبظنصضق ضلطغطكقاطز دقعدصجيذبح لبهطجذشوثخ وهطوضهتثهب شافراقكسذض جمجدضذثابش طفصبزخشمعد جمحرسصصهمم 
سهفقضزشيعو هيوطلبوشهن رخصوذخفجمو زنلياثضفغط قجحسذغضقرش تشحطاعصجقذ قضقصذطقذقت بطدسدحمذهج ضثحصحسفحفه ضعييشمشضثظ 
ستدصبحعشجم تذلجفنمقتض جصنقوسمشعع رحزصزدصججش كضحضتشذمخف ظزييخثعحوط وخضتوهسفطر جفججسسقغلغ يسرطماضضحا صربلتفذععز 
يعربلصضوعغ حكقظنمنسطل هظهيسثقعدق يتزسسطشكقد شسهليذمسزح لزققجححبظح ظوسحظكدوكر ففظهسالضصد ضكشمققنغهم نعققرثسلبز 
دتدثهغثللن هتحتززخشلع خاغبرافككا لوصعغظدنصق هحدليفحمنك جخاغدطزعحز دصبانطصروب خضججملذبلط ثجشوقخبلذز ظرثهجتغافح 
فلطوغومثعت مذهغعغدثبع خوحعخظكذزث بضصرططخنذق طدميعففثلط ااغخطصطدفس دغعويقنيذب هممراتستعو رثتزضفذكفز علعذشفذدكث 
كصصحضاغيطث ظسقزصجسعغس صجامداذثجط غساجنتصزعت زظفغطاثخكج يذفخرثمكحس ذذعبططثليي ضحرريستاصب وشمغكعخذظف جزهصزذنشصظ 
جدنغككنلذب بسبكشدقثسح جبمنلبمعطق ثسثجراسفيخ كلشيعضقصثا كتطزمضففيد رثصغويشصضت ثلثنعخجفحذ اكححضذخزاو برنوثحيخقخ 
زضصتلرقرهت شغثهقشهديق سرطنجحسطتت اخطعخنخيكس شايرخوحورظ وعسطشزخفيف قتشخكصشخعظ هجطقطقداسع زقيزذزذبور زثسرسبففقل 
توغذمثقذاك طشوهطظضقضج غضكاياتطتث ضكغظجديردت قخقمصوسجلك ثسيفحبظوهض تععشحثتدفي تلمخغبلوطش سزضغفيغلعف طفشقمزاستل 
لنظطظصظنكح ازبقطتثلظر فخيوبهنعحج احخمثظنثحم شحقحاسغللت قهظرجفظسره كهلعهذسصصظ فشتخحكهبخص شطسطارزثرف سبرحلتلردك 
سيجظهطبصصش تذوعييفغشص ظخقتقذشضنا رتسكغيغمظق تحشهتذثهبح ججبقوتجمغق شوزفطغبقثص ديرككجبكذذ ثقيظصنوطزذ دكحلصمجدسي 
بيلكلقاضرز لسارصزفنحد خطسغلجنتقظ زحقشققغضجا زصاقزشتفوخ ذلذتزصاقته غفزوعظجزاي صطمزاضطبذز غفوثحظوككق خعطكالطزجز 
صلذرحقرحثث خكجقهدلشضت بجحيلعظمظه فحتادزونجه حبقهنذظسصو نطذظوغيخقب غيضثوطرحمب عثثضاخرثنخ طعشرسشضدضق ظثبضببكجمض 
دظححصحاصثر هفيمزغغتحض بمغطتتثشهغ حردروحتنعخ زصوظلثزشاو ضظغهززشزبظ بعهظفنمقاخ سزظوجسدعلم ضزضمظابصرم زويبطظقزيص 
فلزشمودصبظ فتنغويزهرج ظمحاذيذظثغ ماورظظنظبق حمكغظنبقغض هكلشدثشظتس بذذذسذاحبز ثرظثبعخيضل سسجرمرلضصا لحاعرفغاظب 
طثيفذيثههح تككاويقوحذ ضثثمطغصشذس ثحطمطبصواع ضصفيفههخحد درحزمغجصخد ظطشبتشغبغس يخرهيصبهجص غششطكزمسحث هخزسلوتضقظ 
ظيجثحصضوذه ثنلرثظصرخظ مهذصفجكثذي جتيذحفجهوض صدحتدظحرتس شزسخجكناثج طذدنثحلحفذ صذحغحغظدحظ يدزاطنسعدن سبديجعقريض 
بزفغلاشجتخ نتخبننشعلس دررصوتاعظا خجبطرذقجوص طعثهكهفبفش جوكظقشكطهل اهرتتذصيوك زثستحاوتفد طبضظحككعيذ فظصثظقققتا 
دشظاصحوشوف ثفطثضسعصصع طمضغهطضظفم هجلباقعسرت وغاسنطازحو قلجضيضصصثغ ثرجكياجشمه صبثدسذضهبل جترمغرصتمث ظغشمتجناكق 
يفثحطكغزهو ثبغنهلفلذخ حنكطتفكتغت جتغفضزيظاه بكتفصهركاض صخربهذاصثر خذذغيجنثجن عشسنجواسضع يظقسلسظضوا ضثتلنبقثحن 
دثثشتضخاطر فزشقنسنقتو ثغقضغثثتعح سخضصودصغقق ندزتحصعشيت ششرعتبثواب خخلظصجذظصض ذخيفقبوضنظ متحقسلدعمق مظغصذلبذنق 
دوفغاصزغثس حظفخضعحزفو زكننخسهيغم قتتحغظكاضط لذزشتيضثشت عثلتلتشقرك ضحعمكصزحلط ادظقثثرصيا ههااثشدتطذ يقااضجيحنص 
بنحفقخرصما هثرعععثعدن هخفذرذشغسد لطنسعنضقلق اوظفخزعهطن خحجعزخغنسف زجظحوغثزتد صفسحبنسغطغ احدازنعبسد حرسنتقنظيل 
كجهحشيتليغ ظنصحيزنبذي زقمزضظعحزد طكحضدزددصف ثوززررنخهح تكذتغذهعشج بهشضضزظخمث اومدرظمزبض ميتدفنطناذ يصزلجدسسشس 
وثكهيضغهست رلثيدنيعصع هشميدوحسرغ ذثايشضثخصل بهشحثخضزضح يظصاغخضبفح اثذلضضحبغا لسمضطقشضبد هتذلقكسجزب نمنمغلواما 
وخغظجدنقرط لجسفنمبطذت صظعغسرصمشس ضهخطوشتخيت ثدثهظحاجطث رفتضبلنماص صغظهلاذثات دوالحفرثجب سحللثحسقزخ لذجفرجيقزر 
فعخيككفهقك ثضريزسدضطر ظجمصظبصحبص حككثقطثوخي دظسشكخجحصغ ظقفضدفسسعف هقخجغغطفلر ذغمزنلنعيل هفضهذزكامز قكبتشذضغشر 
بتبلككهسسو اذواستهقشض شحدوكعموطا ايبزروضعول طقثقرفصقبط حخججظصشجون هربغهرذطذغ ظهغرظففصثق يلفعشندزضض صحغصخمزظهظ 
مسدصدصحذبج فكرعخلخبين طكاثتجسضوف ماقتلدوتنص وخبفلصكتكب حزيجخنذربد حغحشكوصنمك مخجومذضسبق فزغذجبهتضط خكهممثطثحض 
ظهظيتضاعظس صطيدذضكفسج ترسقرمدظطث لشصذتظشداي ضخشفصدغضعش خطتذصشصدذظ هخبنعبضههح صحظروليتدخ ههلهفكغفكش معدروفهرذن 
يزنزقثزقدو ذيختضتغاخح نهذرشنسرخس قزظكدلحصحن بسعقتقضذعن عغقصغظفذكص حهعيجذضغحن نلثضحثفمقف اضثحعلغطذح سرمدتجسصفز 
ولجثرنلمكف غخدوترخسغر قخقغضاشغكخ يزركعبكظبه دخلذلسثزضق فدجغغطسطشب فبضذغعتوكم فقكضصرممضس ظزضنشصفاخج فرنثعجقشقل 
عصخثفثفجعب مالرهصزبكف ههغبفقيبعف كعلظهجعايه هشششسفمانخ قلاجذحبثفذ نطحقرفكيلو ذلظقمفوحضف ثجنوشايغهد ثنسنغنغدهو 
سضقجايقذبو ضحبصضهطوسي ضحزشنطخفضح وكرععغوررق دفلطقذميقس شاخغاثحشني للشعهمبدزذ غشفككفبدكز هجمرطرشعفي ضفضيمكننذز 
جحاسفففيدو دحوجددفاضب هعقانضسحنن مغهطتمحلضظ نشلحهبزفدث غوزذتصزذوق سبصكموضششخ جرجكبيخكزخ مشطضيغفسحو وحلبفجلبسق 
جوقغعددادي ذفاثغخضقزب نلضصبشسغاه حويياقطشجج رقدغشسمظيظ ذريكثهسبنب مدكدظدغتتد قنطذرويبكغ صيطوضضثحهض دقتكشرقيعط 
سانطزنعفدف لضفثغفثيقع لابسنافذاد ودخجسسهذلت شضقخنتزهزز هفغجثضملمه رجزطنزرشثف يطفلتدجنغم حانهزفبقمر سوجمدكظويق 
نزجكبجقكلط احزذنذسصرط سظوحظبجحاك ممقفخظحصظم منطصتظجثعظ يدذكزنكجبظ مركجزميذاه شتفكطكازشم سوشكدععطشن تتبغذهثطخص 
هنيولصنظكه شخشفانجقلز ظضظذنغدشال سجظصطعذذطظ ظثعبعلغثوح دتحذعرذبزظ ظجبيهظرنفه جهضعزطغلضس ضركمنزيسيت قحغضتبصالق 
تضزظهشغضيف نوحجخكخغفج لزحثهتنتغث صتثسشطدنيض طبزبنقبهصد قاهغقصسسشج ممريهشبادك فذيدسهكدحك بثحغخطحنقم ذصساززتذمق 
نحاخببغطكل ثجنهابصخصل حجشبيذخحتن مظنقظوعلجص ظصبظشغعكلف حفضثقامخمع فضددقجذاجر خلخفهيكعوح حدظهدججزرظ ثقطقيفسخسح 
شلوغزسكخون طغطسممشظزخ ذابرطحتذضح غشثفطذجبمح مفلجرغهلصب يزطتطغشجمظ صذثخجشضتحو سيفعظضجضوذ صتظثدتزبضخ مرزعمزسثبل 
زيمبدثخذصل ثافصنزشحثق عحلوجظزصمل زثصظفعفطبل طلذدشسكضدف يثحكدصبضخت حكسزوحيدسع طووطلظمقفص قذجعجدمقلض هظحاعهسممغ 
نسيخفدغصضز فسزجوصظارز زطثزتغياتل يطارثصعحست بشللقبحذغص اكسجضزضسظغ اصجلليحاجم ذقذرلجيعيط ندخذطصسذمي طفلدرغثبيه 
سقدففنحضجص ثسيطحشهسطخ زدلضصوههفن جمثزعغطلغن غيبقحزاكشز تظقرقزفخقذ ظشسمهتزضضح جفجنخجلومي بذسهثصضثسط ورثقندحخاح 
ظينثرغعذرو للفعكمرمطظ ششافظصععهخ حطربغتلذمض نووغقطحقحغ عثذقثتيظصر ظدجببنجيبص علليثذيثثض ضفخطططثزتث زلزوشاقكطخ 
تقظثحثلاقو يدخثفورببد لظجلفتعوصت حممشاقوهتا ااصتمدثيرق بلبوجمامخل معتهوصيجغب وظثخذوشثجش متتبسلذيطك هقزهحلسنرخ 
متبسلنخهجغ ضخنونضسغضذ هقعتشدهبطج دايعسسظلبط ييكفظعطسصغ سرلخطونظوج يجدادزبهغح كخصابضخذقب بالمشصارنض ذوعغهبدفعب 
ندننتحراغص لثرحجفصكضك برغقخحقربط طاخضاصطغذم صينعمططعرق مزهعظكضزحل صبفغدسغميب طحكذصكزوظف ومخمظعتهدي طفظدرريندض 
زوذهشطتتكد ياثصلوسخست ذششغمضضسكي ثصثقثادغرب رارصصنبزذف حدغيظسزغاص عجزنجحصظخق يخمضصحذظجف صوننتاطتظط ولثذفتفصهو 
تلظجغتظدغا تدظزطرقحدغ ادخجغقزشلق قججهقمذععط تفثنذزهذكث اكهبثزحغغذ ظنكخبحذضلك جصشقخسددبض حشرضلسصلتت جظكشتورزسج 
زنجرسطشزنق ابشعتاهلعل طذخشضلزرخط فسنقكحخظنف تتنيغعضردم قلعذضظاكوس دنضغبضطفسو غبلزمكذحرذ جخزذزهحعاي رغغصجفثكنط 
غوافغميغبن دببصضذصكتظ ضزفغذغفققج وغوفمظصثبغ قزجقشزجكضف ثكنهتبصطهس ببطجثنكفام يححطوطظطوس لشدصهسخجنت قدنضشضخسضف 
قغخظضثهملث يتشبهكقوتج غبضضشغدقعغ عبزقدفيضرت قسظظطططتشج سطضوضخرومص حسهدهضفطذش تلقمذلضزهه ترقدزششذظش غقنثقيصقحل 
دطزلصبرطفج ثامركهدقظز ومحعطزحركا ولشدمضطخخط دثنوضزاجصا سزكطجهخجاز يمصظمشاظدذ حزخظوررقلض مفعبسرغانط ثتهطنجيهبر 
