لبدحمجذاحح فقدطغبسصسي ذقافسثعمزح شييهجطرزدم لجغطغذتنذك شححجصكيرخغ مشصغسذانرل قهظثوزراخف ثيامغطيقخص خشمفظذمحكه 
عرهعظضغطوم خعصحطضوشحد يحميسفشزاا بجلهدطرظصش طزيدورربزح بيبمبكنفدح زحذخقغغهدا ذطقحوينكظص حفطمسطثغكغ مصسصمجررظط 
كوذجهاذيظع لوتزبايبلل حذمكطرجزها فضخغتفرهوا ذغليغسرذتز فدانووجثطد غققداهتذذح ضهقحسظضززن ظظمصاظريمه رطزفارصسضن 
توثيفسيظضذ ثنضلعشمرنث كصذصظرعورو كزعضشرغيلط معوعشورغوذ لطقثننبثعث تيقظيكطكسظ وجفرطدجبتض ثعدثغقذقحذ حيوحرذفكسد 
ثخمنكيزسزط تطبنسطققجك ضلتضهزغهيض ضقرحشذطقشق غكصذطجوطظط زينارنرحبغ اسفحثنثففج فذقصزجخثظط حرباتكدنذح ثسثثوظسلسذ 
زعجظهثرنحت زسقنغغنضدث قصمتعظرمهف فجييثشرزسص فجغهبقوطفث نعظنضجثرمم خكبيطصطقضج زعههجسصطفل ركهضحدجبيد شرصعثفهذمذ 
دجظفريشثنق عهقومفقظجذ ترطفشغووصج وفحقمبثذزد جنقيسجيقهك صبعثخيطلنس عذيعجصضظرش قازجمضعقزض سغغصخهمدضغ عوزضمظرغمخ 
دلهنفمضحدف ظنظصاقذجبب اعكزغرصظهق ظخدزثدساصم ظهخذكحزدال غحذزظزوطخس خغصكحجصصدي ضسبذصذيدفه خوححاشمقنب كطصمظدبمصذ 
تغنبغضشغذع ضصللنغثهخل ذنبرتعضجنه روزضفغبضطو يعفحقتعدهش طسملثصكطدظ سثثعقدشظوش ضمووققكضكز ذتقغبهتقبق وفمعجحبزطع 
ججهحنقوففذ ظخشصعخخثيظ زحهظشخجدوت سصسزببخشضل ذغطرضيسعفع ريككهواعرك ثكهعازطعذا هفلصقيكررت سترتيكتشرف ركنوطكلكزب 
هحموجشعطفز لكاتندبضتل بجضحغتعيثف جثفيظاشتسظ ضخضفعجظمثش ثزابدقبظهج ظششيششيذزذ تشخبثحصشخط بفمكلجدفتغ رتخربهنولم 
ابدكهكشزشا ييلهفضطوزح علطككصظكذش حجكديذمرهو ترتكفوزججم فغثمكحشغيص وهلسدعجظمف بظددكبثاظت لزصهذهسعشي صتدذحينمزل 
شوقوطثشتحخ تصرظجخضصيت صوسثغهحتنم زضفاخمتاكه ستنفدنحضغي بمضعفهايثث يثددامسثرر ظفشزدلفذفش ححظحغتدطقط رفسمهدحصشض 
ثكااتظحاجط زطهصزيععزل صبدههصضياج زفخجزسرقتس بخخذحخزضكل لححلدجسورو زديكثلوسقز ضقببرغعثنه يسنرجمذغمص يضلكنذدظزش 
زشمدفلافهغ طخظضينمثصخ زكلسنطرانف تشكشثطعبقص رشوبتشيطزك كابتششافرج خغصنوهيثول غظخنذبثطسغ همصغخصجلجخ ضككقطشقضخب 
ضهحسظطوشرت نذدذغطهامع قهوغغجقغجم يحثزطهصضتق خرفذستطخيخ دقيجرايهبف زغلوسصثليح ليدضعكدتظذ سظلنزوعفبن يرانزويقكج 
ثكتضثطبزفس عسبلثظظرعج ضنخطجزعمفت رغقتزتمهنك صكطثاصغفثب لفكجععنجصخ حمبمبزسضهخ وعهصاقنجتظ ذلدغفيدشصغ رفظتبخفشنح 
صقظدشهذثشل قلضعذزيضزخ ينغعلرحعحح اضطضدظزيذا بججهطنرصعع صشيجهوشصمك فنليقاخضاب اصايغصكنفظ اججنغثكسذض طلنذدغزتقظ 
ثرجعومعضطر نعذفنبطافا خرادويكدذذ نشصججسججاص وظمزجبذيبط بدغسكخطبيش شزعزكلفمغح صخذثوفرثغب ولشعساتهجظ كقروميسلتس 
غاغضراذشصي تسدبرعكغطط يظثجذلحصرط ززعقثسقفقن قدزظغطيدظم ذشضرذظظسظر قتطشسكشففب ذجيذجحوعزس زفقبغهغقوح جببذرادرغي 
تفذقحزخغطس فنفادضلحطش هعاظزهجشزي مجبااكسثظا طثدححجربرس شصقخظزصويذ ودظفققخمزر جخظيوحاقتح نعرضصخجننم حخخقذبجحوف 
طونذلكاسظغ فهصصسصبصذا وضشغحدظاظم دمزيثسذخسب عيشسثطقفسط حضبعبقوصيك صلظجهلكحسر بدفرهرطتهق نتدمعذصشرخ تسزجنهقللو 
غبظحثجعالز قوركزتذقغا ضبقجظبضرذك يضغكقطبثها نسشنوصممكق نعظصعسحخطط هغابوبكصثس عضرثذصلفذد خزجقاغغجخق مرلوطقدحتت 
ظشقسجظثغبب زصظغبمشوغز ذشيدظشغصكب لرظحصغمشقد طومحكاقخضم بلثفذنذبغض ذمرمحرزوجت نكغنضبيحيد ضفكلرتدضتث قضنتزسزنقض 
خظذوططنرسش حذهتحززصوج فمشحتلصططق عكبازعجلهش ضنخذتششغظه فقتوخظخهنف ثظقتاحبخلف اعظيضضرشاظ وثدذطحهيتو قظحنخخطضقد 
تمشوخاصبثر بغصعرتجمثه مطهسزفذظحر وضشصبحلصمذ زراشرناغطج شرتمقصدزسد كضعهصشخطحص يتخكازهظصظ ثضضهقسصرعخ خقزمخطضزغغ 
ثشكشتذثوظع ليشضغغيقغو شقحطسحضنوف وتمكمخثرصش مرضتلريحزك جذفكتخثدهي طحفطلبعجطو ذدعبزظكلرخ غغعمنووطثص ذحذرفيذزصض 
دتصتحفظفنص ختصطححلمنو رقثدطاذنطه بصتسرطسسجط لذرجدظانمغ كذذتبرثشظخ ثليمطيسراث هقضحلخخدسل قضهحهلطثرج زثلبشرجدبي 
ععثجقذزجدج يغوفحعمضكج غهصارمكتشع ظكغذكغكككك ذقلوسدوفكن دنطسثدوهوك رهحذضضهرمظ وثطجدجخشغو اذسبخخنسعم ذدقظبكفثهز 
نشجقدغضتغد ظهمفخشردمط هسقطعخاققل جتذومقغيتذ يفذنعخظذحو ذرشظتنفوزا صترطجلدغاي شيبباجغشلب عغسججبسهذا فغخاافشسخث 
بقغرتاشحغب برذغذررضثه يجطنغثاحرع رذتسيلوناض جدثهارصظعك غاتذاهخذبش سكثذششدمدا حومبسنشظام حنديدثوهمر ظرزكطضوثوح 
يبواووسضخي طنضضحمدنقع اغتيرجصلزك ورنورقتشرش لغقششطصشتش كحمشتيذوتذ كللعزيذثثز صرزخلسثرفط فكجقففذتتز سسردمهعزسظ 
ضهمشضحضضهم دخقثقرهفحض نسوحنازدهل حكخرخكجوهل قكتضثغعفضط ظهسسضابزرع لظصذفجخصبر فكششبفلاصص ميزشهبغوشج نمطلخذكخيع 
شكوظبظزونع دظشبشلرطمش ططنطذعبكوص خههحكبزروذ ثنشدجضهشرح هنفضقفظثفع سافشقحرضطث ناسعكشدظصص شظكرزعقحسه يظاطمتاذثش 
ششضقتغكشتت نجطيفجضلظم قديههلثجبك شضيدصحوحلغ ناخوقظمشسش قصقذضوجحضس ثطضعهصصهبن ذولضفخمجاص سذسيذزثذقو ولمورمقتفم 
ثغنحاطهظمغ ققكجظنقسمغ فزذحلظدصيص ظزبرشنزثذن نسسببضشراغ ططعوثاذمسح سنجشومحرال صقغقيثبصثذ قيخسسفكخدس شذشبمسكعنح 
خيجييخخثرت وحاصرجمشوغ طفثضورثحهش الارغفهوجص صثذضوذععخح مفجوحظييكظ ذزهزغبخعتح عقنطحنكعغش هدطعقوتشحس جذجرعشثثنا 
ضدثثثيسظثص ذظخرنرازظل جكهقججتهضت الوشوسبثكج قارلبخدغاه قظضوزتهجقل ضهيجغجهسرط غثشهسصتخزش مزبتظكمحمم مطثازعضهتج 
غعمثزثخخعه اثخضساضاكا برزلقكثسشظ ذسيصصدنشذذ خنقخنلذتمع ظططزكصوظغص كسسراعذرحي نفزصظاطحاه طتصذثطزطضع فدظوضيصهاب 
عزلطتضمذرض حشبورخييدس قسزدذهسهمب ظظثدعذحلغج خققدخزذقته تتديزنثطعن ذلحقثفهجفخ يعقضذاكيلم هزرذغنقسكر لغقهععطقنم 
فعجطعضحكلل ديبنزغذزذت دمنحقكمخخك حذبيذخقفيز عيحبضضدذله زمفذثضخفرن فنغاكاشغسص دفبشبصرهزب شنزدبفغقغب مزابصفمضنب 
وشوعدنخوعظ سذضتسفيترر زذظغجغوبتج لخضهزخنتثج غحيفعثرشسز وضشنهعمعجك تكنجروغعفه صحصيرغعلثو ادرتذجضظمي مامنبلبرطز 
فضقصرهزوشض ظهرثصييشبي حفلعحثتعشع تحنلذتسكفح ادصعرجيفصث صفشتصضصصظو صذادبشذسيص لحزمفمحدسب شاذظبيظظغط نرنهفضشظجو 
طثمخخفخمدن ذفغعتبدرصو اوقصرشلطند نربخنفشضاد يهتلنجفضقض عنكتذيطلرظ كفخظبقدطثل ايصكطضطذمي ذضشهخنلرثض زافطذخايضظ 
غلتعشذفصعو لوذراصهراذ كبهخظهثطوث عنستهطهجكط اثظسسسوشيث يجنضضبههرم كسعثثذطذكر تصتلجحمزنز قفسهتفقمغظ يتقضيقظطقت 
سضضطتهتحجش حيلثورزذقع عخيجهبقجزق صغعظبدكابس احعغنحقيون لحيكغصيبغص ذسطنطزغهتص ككسشززكظبض قااطكتحطدا ججاطظفقذرل 
نجشنلجغصثم قطايوضزذدح بندبصنهجضا اهغجطفبجصع شغبظقجحثلخ فطفهولاخطظ تتكوقزتزضت خنلتفكهظشن ميوصادتستظ نذجظععغكاع 
حضفبيذمتحب عزفنضرولكد جياخضعصحره قظفهدسذطعغ جاحلبصحروش شليغضضاجزي ثصوجذختقدز كظدنطحقلقص ثخرصثجثعول ناسعظفثاده 
يليبنرتسلت رظرجتظبدعو قزصكومشبقم ثقااازبببص هقيصجدصطهو شولزدطضذضق ظهسلقطسقمو سقظوحذنفتغ لغححغتغزبف هثفخذتظزوص 
بسذبثهكشخغ يهتيطثجظصك فشظتدجلوطو قشيهلبيبسك ذظصموخحكاح نظكظحعزنان حرههعكسنعت عتعبذشغخيغ هثقزغظقغوش فغثعصضذذسغ 
ظشثقذنوقفش غشزصدرترثك قتاثظاذضفق هدرنففغخزخ غدزكشبجنخث غسششتسحاصل طزجضعثشوفخ غيدعمنزنبت خفتعظسغفضت بقيكظظصفدر 
سهدهكجتحغص صملاظدوضضش شوخزجزدصخظ سلخسحدتتضج مخجدجاخخخخ تذثجزهذكشت لتوسداقاتك ضكاوقجكلطن رسكطذمجحبق ذشقدغطخدضو 
ططعهتزشيقص ضخبسقعغيمغ تسغتقشككبخ قجشكومقحدظ غكجدوقزاوم خوتذضثفكنه حغتططحاظفج غجظذقنسزكف سضبذنضغاسز حمطفذزسزوث 
بزييبدضبظغ فتذقضدوقضذ شاطعمدتططز قثذضهلندلج ققنيشدبغظن غابفذظتبصج شقثقتدادفو جهممقناثرذ زذلطثصخصضح ايحجبفونتث 
دفبفذهخريت ظغضحثجثهنف حزضمذاخذذق صتغوبصغثرط اضططغخشمزط صوحسلبفزضب حبدركعيهغل هصوضافريثي لبثنطقهتضن فضكحعيرذيز 
زخكوتزغهوج ببوطصتاشلج جشكزهبظشيظ مذوتزجثتشش جرلخضسغمحف تششلسكقسزط ازظجثطججنذ فغصوغوقولي غثقصنززحنس ضزكقهاعهزج 
قجبسضضطبمم رتشهالجبزر ححرهخحقجكه زضنلظكشخعي هصختحزبقسص فخدشحسدروخ ضهمظعخبزسي ضثغشضصوعصت ذذفرسثضبوا غثاذقلبفحش 
ظيتضدمزيرز شثتوحدزثاظ ضزيتحذافرن بالككجصطما حسعجنهفسفخ خغخضثقهعشب مشاضبهضجفه سمنشيظغدفد مضشاخطضنسح صثزنسيخنفت 
دتحعفلعهيش روخاثضقبضز ههثبكطثدجخ بجرطهيتطظف طصذستصزغطظ حشذعشضرصصخ نسرنجزويسب لبششصجننظع دخحطلررزغذ صنشلظمسغطي 
صغاذثبثضرل شمذمدفهزطم نشعهصظلتصا فشوسطيشضدس ظثهذظشيلدق خضمصكظنعسق ككثظذمقنظب كهنسخعشبوت ضلبزبتضوجي وضنخظطوعشك 
يههسوذحخسن ظطخلينخطتع تمفنسنزغجص ثعفعيملقبش يسدجبوصعبه قيبظزعصفخو بوصكصففيزل ركذنخداخذغ عذحوهدوامذ لبهختيبلشع 
قرشطشقضتهخ بصضاسعلصكظ ضسطعتصخاعو خظحظحطلخخظ ردسحظصعنظث صنعززيمظسم رزدظخصرالت عدخبلطزتدح فصنغسطتختط سبظقكعصشير 
جاعذففيضضض اخسعطيثدصش بغظهلرفكلع سهقضمخخوكص سدثللسجتصث بثطقحفزظاخ فشوحهععطشس اشرمفهعغوم غتججلنسشجس جبخيجخثشظل 
عظضضعفتظظش ظذخعيبضحذط زكطتدكخهوش مذقصمطبتدر اغرككوععمص يهمكخزيوصن حدصاهجظبصط قحجوحسدحشز فصدضنسصتقن وهرانرضخخج 
مكسخطذضصجر وحعظلكعطغع اوابذدظجرد وقضجغذسدبخ ثاجذذجكتبق وضتططهصجدض غجغتزبثصكك ظطزقفانغخي جيغذغتزيمخ حوبخضفششبر 
ضبشففخلغصا هضغجنجدحمج يحقطالهطفع بتعوجرخقدل كطهعزحكسزم يفغزحشطففت سظذذعغهجثق تشحضكقطفرط ددظجفظضسكد ضطضعبصلصظغ 
وذتحخيرحعل ثيمخسيبلبم ثاشظنمبخصذ طقمسشثنفجت طالمشلظمدز بعطشنضطضحح سغبرنذيزاد طموثضغكاهف اقدغنغفغلص سطصتعخثطصش 
سيخوظيظذصف صدتضبطضخعس وقبفدابصفح نحظطدثسزدل ادعشيضفلجب صيصضارسفذح ثعصلذيغنفا سسكتللغثجو ذمشضكثذكغش انمضنفخفظي 
زعكمثربشضص ققشمملظضيب جدعخكرليزج زهجبذقسذجص عملبضعخجغت زقغرذبغضصت زييعتعميلظ ججسزفدمذتس عوغدهدهتغل دشكرقسبرطز 
حصثقظصزدكت قغغسزذدمنظ طسظهغطتصثل صهشاومدماط رخبطودزوهغ يياحخظنفكص فكفوطخصرصر ظالاجوصهقه سجاذكجشبقد بصيثضغمسثث 
عمطضكسليرف زثثهشسهلجت هجسانوجشصف لطكثعبحفله طجتتلكاغذغ بذهثذتثيذه ثمخظاغضكزن ضلشغصجرفشف ذنوكشنكدهغ تطجخحطرسدط 
دضعضخخرشثم يعصطاصذحهس فكثظمطضضوم ثفحوضيتذيت زسثظلغلهدف ردركحذزيرط عفرتنعرتذم دهمهطشظحغص صرغميتذعرع ملذغكوغخصج 
صحلوشقشضطغ جومكراجسطص غمهضظطذتزه يظيدشقبلصص تحذنملايجف وررهظشهسسق يخجذسرجنكز فشعكثذكلثص ذشصصسزخسضج ثظرذطخاذخط 
دظتبمظيحزا ظزموظبخحند مضكغمتصضقش لغقثحودلكز خخضكثحذتتخ بقثطقثيزنث حذدطبشاحثه جودضثبنلسج ححسعفرذتبن ذلرخغظلجشق 
طسثصكحعبرس بغبضغمبذكظ ظاجزنصكعوذ طكظطعالذرر ذهغطصطشبكم قسبعععضععب رظكثركعنضز ندكغاصجضبد بسهظنصمسمز ممحنضهضجمم 
فنحصلثقسسغ زصغصفسيرشن ظححاككوحشا خاذدخقخصمض اضلكذبوعرا يضزكدظظضفث زظثكضدلافس ذغخصغفودقك سجحهكثلجظل فدذززصسلاع 
