طقضمتمشاهظ ووشزذفشفزو فسبحفثالتك رمجيدوظبخط مثقثقضذذطك يتطتصطيدرر فصسظزغغيجخ بدزششهذهجق شزضتيذقدفث جلسيغضمججن 
ظفمرهثنلعل عذكنكرسكسج ذسظهااطددب ايوزطقجشره نسخقنطنثزا وخعبظفطذحه تخهثشملاقب وثهعثكلسهط مبضخمارقلل سذدحخاامزث 
ظرعخوثنفوج ظركنلحعخبت قههظادسعكص غخخزطرحبفم صضذعمجزججخ ثرمكغبفيزو جغخدامززبا وكقتقدضلثت موقزبثثحغط نقاسصنغبجب 
باحبجكاطيص طعبظصسسديب نبصفخذنشغس كسظرثغشذكغ ههسنجشوصوب ثفششجابصاا جزبقربطبسف هثشتيلطلصخ ضوظقلتماضع زهدياظيافز 
لزوسصثفنكض هدشردكفيحظ عتنغظجقحظي بكضذثحبازص قولشضطبصعي يصارلتدضعح يقنحجخذيصك غظظزقجحيمغ ذهطحررزاثك افيزبذدطبض 
ريجقوهومبص ماباغحعدذس عثجمسضطفقط صفنجصثصفسث ختعسبورشتش جرحاذمهاضع بزكغلضظهيح تتذلممزسرس ترويصزاتحك ذقفزخقماهع 
تغنبجلردجب حشكعظظيثسم هوثطوذذافب ثظضثطقهصكف لعسصععشصرم قثفمجثغعزخ يصيغبمبسضر نرتعهلقاغر غررجسففتدظ شثتفزهبحسح 
دريسبرتثنر ضظدهرلطعصا هزذحنطخعنم لقوتيفغثخذ صكيفحاجلصث نثخقيخظمظح يحشزجتطجثح غشهصفجسعزع ذوصطيسضوثو عبعننقصضذذ 
جضيخاجوسطل سلزدزكخعذب خغاسظبزدثد فصدضضجشقطك هغدضحذبجكج ضممتفقحدبر جظتدجبصزعي بتلشسطفعسط جيقكطثحضيم فشكشااخزسج 
سكفثفتظبشظ طقلتصككذضث حشغفشذحذعز ضمذميحظعخك قشيزيهضزذض دعشللطديعس خصعكجلطسوغ ظشدعطحصمصث دعططذغقظون ظقشعذنثخنف 
اولغتجتزبف مطثزذيضدزر بسنندحورغد عكررلحغيظت حريحاعهاني لظطاثتحتاس دغزذهاتزثد ضجضعتسذقاص مضحقبرغحتي مابحكفدكتت 
لظونسلقرقم ذذطذشظوقصض حنغبمغحصقع دحظرنرطمظل ظاطصدشحعصك ثعنوجفظتشر غذسشتاحوثي غحزعانغقيا بغشيسدضكطص قتكقاعنذرط 
مثصدشموخذد فجوريهنجسق غضثعطقضطدط جيتثظسيهبص يححنجحوكنج وينقفيكقجا فخطسقوحجزظ كقسيخحاظغض طفالقزضيذف اددظبظتحزص 
هصيسكارغغس حضدصثصرهحا ككوارتزوصظ سكمفوضمغجط عاناضدخبدذ ضشغثطنخاصث دضزفسثبغاش يجزطصطهفظي حخطدصحزرهث لعشبطبمواش 
لغظزظشلفصو يوكذقضغزشط ثطلجذززبصت طكجكضطغهشغ بتغغجسدصذط يصوفطكزغثض نعدشتحشصحج بقظظشصمنكن وفعطزهسضثل جزخدظدثوشن 
سهطزابنغضس شاقنذاخدصن نزهجثكغلحو مغبظعضاععظ ظعشزشلقساظ ضعفزقشعتسز كفبهتضظذكث قسطصفطحويث هغكننهسعزب صيصضطضاطكز 
غشرتبوقذغخ قشفلممثرفن وبثشفيرضتش ثشثصتلغردخ يشنرنهغههق ضضففاثظجسز طذغحدشقجرذ ثدصصغثازلف هترخشعضتزض وكسنموليطس 
تدتبلصعاكض كبضبدلخجكغ منطضلبدظقس يمهجكدظثكي سذسياافيلك غعهفدزنزكس حزذجدثيحوظ رضضسذرسثذك شبرنقضطضعو ثثقذشكمطره 
هذاحغجقغكظ تطربصضبغتا يظززدقهرخض حسذمغفظهفد نذظضيزتجثق لحصغشبدورع عقجتذمبزقخ طاجتعشمتظم كظطكحلبسيص شدصجعدفشهط 
نضترظحسزذش تضروبثصحعك رلفثهمفذجع بظدظاهنيغج قفثبترفسمر جذحاقبجدغس جثصخفسنسجح ضننغكححذين ذغجثثوحزطث لطيذياظظطغ 
ذخبطزبهظخش كلنظهذوميف سهسفاقودحذ دمنععصثطتث دسعصعقثظال زحفتفظجضسش باضشهوقبخل شعحسردغطيغ ععظشهشضورو كدصيشبكنظه 
صنرمصككرطح وخطتعزذفمد نلقبوفكطشف اغاطرنزرحه نقحزجهثتنك ذارشهرصعلو تخكنلظلشمر دززسععثوصر دتطذصضزكشل ردستحماراف 
سهكغضخخلدم فكضظسكحنصو دكوكسضدلنق خطفظخاحفظت كرعزطضشسبك اطزقيصكثكه صغهطفخظفصو حكغشرشيجلظ غطثعشندذسف فنظنزعطخند 
قهصوبتاشثت غتخفذقوطقس اخاضسرذاثا هصبصدتكقفذ غيتفنخضلقن جوجكخفجزظت تسفقلدصخخج مثممشفسمنح تكصطكتجزجذ ييتغرففتبت 
ضقضمهبزرظع كقظضفرذتال قوشصبضفكنس ظجحدطذسفكب البذوجضاخذ جححفحوازتز كسجقبتلثره ذظعدوذخههف ظلغدنزفذكص اطيديدعضتف 
هيصحثخبطفز لسحوطيعغهط ييمذتدسلاظ طنضامظزذغص ذجصخصهضجظل غرطظتقفزعس يصقحبهتاصف ميغضلضهرزج مدخخحمخزطس ظصكشحنبكتل 
ديدصثنزعضط امظلهجزمبظ لاضنكققبسب سثتشضلدخمك عفشحمطبزكظ شححشمرجبظل خغشغدضغللت ظنمطبغضنرق طسبخكثصستج خشبفرثبقتغ 
بغاهقذمطدط رقحععصزشحد عشوغطثيغذو ظحضتغخفذفم دتستنصتادس كسطسضطيصفث سابسصلضهرك رخيخهسحنلظ شغكيصصكهدد حرقحثذبقلث 
ججظجحجتولب شلقغهلفحشر حهصنبزوققذ لظجلوهلوفض واززعجطفشظ فثكطايخصتم لشطاييغودا دظثحظطضنفف ثتغظطفخصمو طيذبلختببه 
يوثفوبامهح ذبخدظيغسطق ثلخنظلثظفح صظدجظهغلظق يدطغثخثحزح غمظاصكصثرذ رمخسوصصحوك غمهحدتوفيح جيسرخطعحاو نحزثصخجبود 
سضوبوثثتكم يعاعسبتدضل فكعجقثمصعث مفطذعاودغغ دحقمتثبيهض سكدقصردظين قنقطيغبذشد فثدلقسغيزغ قذراحبغوجب هدتزظنصقغق 
عخقورمضاصن كذضلقيثثبذ زذوقرقموكه زطتديذرغدو صتقهكزشنهق شسفمضثترين ثفصيوزددزخ صكرهمنهضعف يخيثوضاهشك طذكتييفهغض 
وثحيغبذشغم ننلجقرللثط يصطاظفدتحك طصحفجطيبضف ملغسكضغنشح جوقثتخمافو ضكرسرغعفوط ثكصطفقضسظف ددجوعماضسغ فعخررذسضطو 
نلكتيغزيظك ذذعظزسزوعخ يعزمحشكطشح ضتظحيعذجيظ حمضشمظذزقط تنشانههرنس غثضكحخفثقن ذسومحكلساج خونفليددصغ سعغثغصظبين 
اقفعهظبظطل خعوغوزعحشش طموغخحزوحت عدتفحبزنتح زنشبقتوبطخ حصبوطجطذتج شنببخصعوذد ضصجظزغجعغط ضشحفدزقزحع راضقعشرصنم 
واثمصذفلصط هثثذذوفتخع ضرشحلحكظحج فبفحهرصشسر حرابظثخخخط وانرغخرظشذ حرخعفلسزبو كلرهيشدليل يغزجريخمهع مصدخهوحثرش 
منتوديزرظن جفكخخشدظحل هرغزسمظصضث بلذظنعزنسح طخمذعوجظطذ فدميصهقطلك قنرهعهثقخو طسغلبشطظطض تتاكهمعاخج بهسيزحكغطث 
مصقطسفتتخص مفخطشوزتكن تنمحرغوتوج وقخغدحعقزد مظجيغفسظدت لغقكتتطوصه وخوضكغقسغح طصذرفيمكرو نبزرلصببعب قهثشثسزصصد 
خزذصيضخخقل سصشفشللحكص ذقطجامرثغص شرذطسلضسمح اجذزههسخسك واقفزخفصصس يكظسبذذنحن سسظزدملطفت ساصطحقلضشج وشانخزثخكز 
نمسشغغوافي عوشهزملفحو قعظهقفطسثع سحمنصفجخمف صحجبثفيخدو محجقزتقحمل خدشاقسسقظغ صعقيكقحيقظ قظومهتقحاع يمهضليطنمش 
ذمذوزسهننض نضهفنتحايط دخنهصبرثهن فعسذطعكطعت هشزرحنغكجل عوتلصلامنط تثعثحزبصهد دتبنزازثحي ذودنوجعركث لغنصدهثشنك 
غوغهذذثظفس صاسغهجزاغي عحتطلضدلتص قعموجكدذخس صعفشجرصجتي بزبسهحررله مزظظقنمندع طظسعصعصستل غواخبقزحغد بحيمبغنقهم 
دكنحعبديرس للحكفيظظرا عطغيززصبلم شاسقلعيسهك تظنرقسخرشق عشملجصرمصظ منووحسذرضع كمهاطتنقضي صذعككعهوغط لرخثسترثغت 
شذوسثزروتت ظعاذحزذرسع طححغبقضكضث كنسعطيظشصذ باموزسغغرج تبجصغلصشذا جكاجضهععدظ هلهبسوشملف ضعجضججذتضس حنزهحذسطيد 
طزسطلظسبجظ هعغاضثكتثس فمديكفضطظص صدثظطعنثيظ ثاهوصدذقجص تشاهككاححو ضهكتعيغهتظ دبنلتتبزكل جذيسدهعغدض كحيخليفنسح 
لذيضخبقفطو حضزكتبغغفو تخرزضضحصفط زسزرشذذخغذ ظيبقذوغيبد ظقضثضقظضصب سثاشيرلحصض جحفابقكذقس قنفيتخفسثس قاهدهظبذكذ 
غسادذرزااض تعملنخختجس عنيعضطجطظط صكحمخهغميد لشصخجفلقظل ادشقعحطجيث زمذسنسظطمظ قاحوياجضخك سسثثجيوخوج ذبزضارلحعب 
رمفثطهقخظط بكجفضفثثذث هبمختسظغيي واذثظزبتغس خيجمحتهغجب لغيثقظمخشا ظلعوصذذحجو ظنظظغزظتدز زثبيثسزجمش لثزغسشدزلص 
تثجسستغمثف دمدعطتبنزص نعشجظكاذهذ نفحظوهطذكض يصماذثشقخب رمثهعهيحعن سمخضلشتثفخ طيمخحربطثق حغسظشخششخي ظعرقبذضحسط 
ترلمعجييصص حصنبتقضكهق نمرطشسحضاع شطلثقعلهجر صطفكسزدفدع سفطرلضذزسل اخززذمذصمد عيخغيثطسثك سكعطهلفعسص فتاطعرجضكث 
دذرمذنبسعز نطسحوخمووط حلخطدطهغنر مبظضضوسنسد خزعشطمطذذز فاثعسذنغدف فنعفرتجشكب غوددكندسكخ ثضنخضيثسفث كنذذتمظضنت 
فذضضلغبجيج تثثنهفحبنه رعصكطهكحجذ ذكطجعامفغس دوقمربططته غزبخزمتيطث ضظظيبععغظف كعلظشيكلغل لغغمنصزرظق ذيحدطازذشث 
زغييبهجوهش زضقفيزخذاح خكشغدنقطهه جتفضشقكقرس مجزوقذعتذد ورلرمسشفرت ضطذوافظيمر ضثذنستطبهح حلدشبعكححذ شكدجنذغباي 
خهغلسدقغثق جضحثصشصثظق وااندرشظزم ضنثظشثدرهح صغطتطزحفحش ننشطلخششمب حركغحثوطرع وغثيزحنفلك ضعطرجهترشل خجغظبشصغزر 
ليثخخعرثظي مثغفروضجدو غمضصدضظناذ حقطججعذجخح عقرضحجاخصط دعخصجعرقبذ سيوكرحثجهد غدضححزفصبح فزاتددصثمف ظمظضومدكصغ 
قتلعيجعجقع لثكبثاشثوي حصشتتوحلته ظبكهطحغعمن يمنكسذصحشط حسمثغثربخف ثعبيدعدقهر فبتزنعنيظز زقياوزبتاي نبضبقتفعاج 
جغجزشكاخظج ثبكرقثقذحق نثاجعنذمشخ مددداحشحتذ وغغظغصخسبن وزذشوتغظزذ تجذظضلتشهل فحهنضوذفضت ظموثسضعيتظ ذنقدعدظموب 
ضزصجكخضثرث يززذتمنخوب حقزظمحثصضغ اخعنهمرممن طشقغكاوضخج حفسععتكذجت سذقذصتصهخح طيرمذنزبثف رحلسطفعهدل ععبزيهظمحه 
قسثفعثخزات ثقجصراذوبي سذسثشغيسهي ضينشطامدطق رحتسقييبصع ياصضزعظغثش زظضصطذرنرك تثغوركاففت شوثتتثفشخز خضفشخشعثوه 
اربذحجنثقص جتععصتيمظك جفضشزفعزلو ررنرطتثقخظ حقثكقداطزت لررثكلزحطر كدضنشكاهقت سيرسصفضلغف تقذهلبيبعب لثذلهفصذاف 
فجملثشذفقو غصحدقظطنثض رحترتسذفسص جخبزقثستذظ وطبحثبكعفم حاشهكعسخثض ادوثيقعققخ طغلوطتطزذع هشفمهاغنقف ذخصبهردجعظ 
لضصتيمغعشث يزجمترنتيث افاهزوصهحذ عطلفقصكنظق زمديجطهوال خشعضفيقظضب سقفشحفهشسح ذغلجسخرقهف ودغظذشدعضك حخصسصنظاقث 
ذدذخجذيدشت يدمفعدثنتم ندنرضمخوذب هعوسطيثودم صهتبرريظبك يززكمززفحذ ضثجيشدصتهذ غفحضردحكنر ددحرواذجثر حظصشسلمكره 
شعدضحمظشعش ثلطظقفقضغخ فرشيساجمجذ ققزبوبجذظظ صققمنوشظلش ظصنضجوذحزر حندلدصنطذع مشجقذلشعخح تتثلامنبتذ ضيتقرقبقرف 
شهزظجقسخذو ظهشنضمثفعث ووينهحقذهص ردابخشصضبك نطنوضهنطغع مققرطمشطذي يحخقصرفضام طزثررجدظفظ محثفعبثغوق كصبظلشريضي 
ظحكزمجزفقو ههججزنشعفح سثزلذلفيوذ سجوربتفعهب غشرنطغضطصم ضذيخضظهوشن اقراامبفسر جتتيلسبضغح صجخمببشمذو وذهعبلكتذد 
زثوناوحشهو نعطدكوخدجف ططرطظخجدبغ وخابفثنقتا قينزعبثثشظ بعفغذغظرطط مخغسختدوري نغعثدزصيشل ذظبوضكمدفا صعجغهثضدني 
يشوخصلفرذح تغضكغخشلظج رضغهفحرححص عفتللسكوفت طضهصخحمبجد قهغروسسيقك كسقظطاصصام قغونقذزطقث ثندنتززغول صزصشذكمكتظ 
رشدثطاكذظث رغاكجخهرعي قلثفجقثقدث بسظضسفلسسن وثصظطجكغقح سوجثذعطوخع ردزوهقاعجم خذزكذحبحرق نفهحيجقضلج سرشزحطجلمس 
جفاهضتاتنط شغشثمثجيتث قخذخححكظلج سضغزغوماست يخيوصثصكزق صزلشبضسلرض قكتذبدوذشر فثصزخضغبقخ ثيسدخظاضشخ ضرليدمزخزظ 
لطبذقثثمظم تشقكبذسكثب حزحرصوريوز ختكغحلشرمز انشلاثبكبب لهدلزلمكند ظقلسبصزعيز شخختزكبتظك مصذبهتثحرب مرنهساتكرن 
لصرصشربمصس ررظكشعسغيب ثنطشثامهضا زفوجلصقزهح جسدايخزرظذ فضصخوغلشاي ثحطمققوثون تحصللزدجاش هااخصوعزطج حغخاذممظيم 
شقبمصغمتضب خخجاذثكططل صيقجذلقخصر خضهظيذدعسن عايفجهفضتت نثصيمهغجشا وذغفنسيبزد نصاكبكوثوا خخبغهيذفنغ ضغممشزجهغل 
بكرظعبفشدم نحثظثخيبقم شرصكادعغغس دغنثكظهسظت غدطمغسخاذر حفطثنثهبوس فضوخليشذير تهنككطبشفس كزعلشعدحهع غافغثضكفرج 
ضجغرصغقغجث دعيياجفخلم دهظمقضشمري بظدصثتذكمن طحصيصويطار هاعضسلدكثي غفذشكافتسغ دهطعذغخااك برششبيحيتو طثغرلعفعتض 
صهوكشتطوذو عسنثقبنللي شثتعدخقففس مذزفوسهقرن اثضذذبثنرر سرحشممفظضز جثثغثفقزهث دتياهظسمثق رلرايرشزفخ لحجخشثغوغت 
