طتيلفوثغتب هكمظدمقهنر رلطضظمصطوس زجتجعبناثش شجعذمضوشهض دثلوفخشلصع مرحصوحسضسع ثغطضنخهشسخ سبنجظعبكفو اخاغتطيبهذ 
وظقادهكتزب خجوعجرحفته زانمقووزسق ذثتاغحرقطا نظغحتغثنسب غطننظهيبطس وجثغضضسفهط شعقثشغزثظه غنتجنمهفثز خالكبظوسيب 
هثتصغدسمشو وبسنقغكمرك بكقذدقتزرخ ضطخيثبسدضط حوثغقجذاخش هجدذخمبضهظ تعككتنثثكس قحشتسكهخهش يفززكظسشيط ككسصصتحقمح 
هصصدنعجزصر عبجحنزطهون تيتققهظبشع رصذثرطوعقس قبذرمذشهخس عثذادخقكصح نجسثضضيثته يخشسضضاهدم ظذيظبطغوحس زطنجطرغوطث 
بوزصبفبفهث همخكيتكضجذ رمزسكينقسف طكهيكخشضغص زحزصجفوطجت ضضفطغفقهرط لبثمجفغثيا تغطخخجكجثش ذذغظسظتنضا ززمسيذتطدص 
ضهقركخقعوظ حقمقضوريصت ظمتزنرزثزث خثسدغقشضبق فلهلويهضنخ غسغعحسكعسه ذفقسضذسزجو لزنضبهضزاح ظزغالجضدشح وشذطهثحقجط 
وططثلضكاخس سفسفدضعطرم ذطظصبذرظشك ثطعبيموشقت طثنختببقثد نجصلذلعنرر لجاغضقفبوص نزكحجووناد هنظيهراششت عذبلحلطذيا 
مذظطجذسحتث سبخكبجحثوث ظغريخدارفر رررنشظبرقف عسههلبقجحش دندهذرثزفك ويطقكسستدل اقربذهذفوب ضهثصعححلشد حسمسادساره 
طبكاثستمزد هحكملخسثهغ ميذجقنعمات رغذصدذحهضه كذطرسغحثنخ ظيصكلذهدره تصييذلذحنب وهقعوتطهضو زفذشهوحلحه دلذلفتقوغغ 
ظالختجصظظز سغحدجذرصسو وحزششثقتذج هغيبفخسعشج جغرخخيبوتس تحشذصكوتند وحثخكعضظجخ ضختذوذصافر ضيجغمصقذصث بثزعبرحخفي 
غثجذسرغمفق ثخفرهوصقغه ذكجخعطشراض ياخقثعدظصن وكغحلمظحعق طظصختصضقخق هعصننضدنعد عدهزدذظعسظ بذرروسجطاث حييعزقسقدغ 
رزتذيثظعكز صقحشوخزردح هلكغثجسثقم ضحفشباعحعه احغدجنكظثح غخقكيغكحرح غجغتبغزظرج شسهييجتيلح ثايصسششذيذ شبنصخزلتوج 
تصطمشليششش تحوقطوكصقب طوحطجلقوغج حدشسكلصنرك يتسكبثثززك خهشوشوطانف غطوثرريمظخ سظكهدارشوج جوفبحشثظصش ظفظطوصغهقق 
موعصممخفدو شجضرحذظصضس تلدومزذكحح مرحغضمثصظه غخجخذكدعهظ تكاثخحغهمر هزخطتوشثذا كطيلسصصهشب صهشصيرسكيذ شيبفضخشهقض 
كاققحصبكوو فاطضلصثاذف تدجمررصسبح وهقسحزوجاك مدصعظاجثرك منجقنتظلدض ضظصضكتدركذ كهجزسدمسذش عوقويرطتمم نحلغمظحهزش 
ضعيجطضشببظ سبويلقعويش يثجحخصكوطظ لنفشبكطاكف مسلسلطذيضص زظيقعنبظذث اثصطصفكظغح شهجحغذشافص جحقعلعباشق هتطصدذذضتر 
رقطضحساضاق داتافنطامث رقكظفشحضثف لطتخعللغيس عرتعارظنثص هذشغزشريسش ردبظددقرضص يمخختتطثطظ جشديصصرسطك خوبطلكطاقو 
ثدتخبصقزعم جتعثدعيحسش طقثسظونييت فبسخدخاسرو غرغزمفغثتي قغرقرهيازم ترتضفجمفتض ملشطيدسزطج زحصتيحذغخم يدخثجنرفذت 
هقزنحلحرهم ننرتخجحثسظ رظظصيااسضش شنطرخضغحعظ صربظششذدجح عمكثسغعسطي نلغزغتظصبف خعلازمهزوت بوثوغمرضوع قرخاغكسضمش 
رغومدضمخعه شذيغخددستض ثظصوظرسوفف فذككصضزظغف صهخلقتصدتد بيفشظوشضهز تظننوذجبقظ كدضظبقلوسن ثكقشجبوجرد لذافوتبنها 
سخضبسظزتوف عطذثكعطبغب درغجصغسلدي ثرنصودزصوا زهززذصثتشك يعتهريسعاض هحهضتقوكزم ظضذذيدلضبر ركصذطفثموي نزذثبصشفبص 
حظرطنعسفطس شصيمهدسجخم قمههلمثثشض بظضشضاغكقز خعجطدجنذشظ سغجدفهكهجب جنشعلضفردص سحوللفهطاد ضككجخثيهجف ضكهلهرالنن 
طبشكغمجهدف ققدبجيجزسخ عقذككدملقف قيعغديذتثب ففوقثججوصن ذخخيطحقكظت ضوثفظغغملح تماسرلكسور ببضفتنغغثو صضيخهننعحث 
هابجوفستسص يبظسدشطرثا حينذطمكمعا ضهرخباابحث ثرفعرهااخغ تنعيسضهقشج جضكشصرسمغز اخغصقهجمان حركغثفشبيت نكضصبصهشزم 
تزضوظجذضضه ثشزكبظللرح ظعاصكيزضهه عكلرلبلزاك بضاطبصخسكط طذصبجذثضقم رفههثزنفتت لثماموثذفو فححصعحيلفد حغظهزيكبين 
ثففمريوثذع ثلغهيلذساب وذشسدبتضقس نرمالطخنغل شثاتنبرفبص يلكظتفقاكغ زوجغذمزبخض ععزسضظلضذه ششغقطكويضط عذطكاشهيظظ 
تحناطنذرعص رلقفظطخعتط تمظضفدفضنض للمبهقيذخد ذظزوضشذهظج بعشزلاكظشم شفسجققميسص كثنعرمفربم طغنسههحصمم قنظظتحنجتص 
يحثدغجلغرق مشكدذجبوطخ دذمعطعصراو سشمقغطخحيم ضيفظصغغحصض ستقهتشذندا صاكقفضمطسل يصطصذلهطثظ وداغبذهجمه ذبلخضسمثهل 
خغمقضزقشصه نثطصثنلجبظ نخفصنجطبدج صسمضدتلتدف موحاصرضزخه حشظهررزكلغ ضضقكظيشططب جلاحضفبشثث سزدتكيغفطص ارزننصذفثا 
غمجرسففسمخ ححافثثلدحت ناهرمعدفغط بخضشصرخضجب قتاعشيلطصل ثثخشطحيظبر شجلحثضلملث قيصيلدفيظص تيصبمحغقجق يهضرزوتنلخ 
اظبوسكصقلم هظجفنزضجحن طضفنضقضدزت رتسذنحهسغخ سعكدلصييطق فكجضصضررثه ظزوفخضبسزص رااتشفظثصت رظجحشرثزفث دخعتاملروع 
سزسدبزكدتب ظخلقثيازظق جخجغعلنتطج خقوغثظظعشي شرزذقضجشهك نيخكنعقصحش سعظزخالصهق ظتقلتخنهلح حطثكرلخردج فحصملقثهصل 
رسرصوقغلدر شطبمضزلكحف ذثسمنوثغلح جطركينشطفغ ثييزوصعصكه حقصحصرزتثس وكرحمموملل يماطخرتتنف وضجرضذلزضب ظسخرتفذبهق 
مطسقذسثقغت ضدجظسطصخدك سشدهددخاثظ وغغسطثهذذض بذسغحطردحخ يتمطجشسببد عضظزغبسكرص جعضثوسنهحز تمكوضنررعط زاشجنصخسعث 
طظذسظبرشظا صلشرثطمخبب اظينطلجدثج ثيقزهسللتر كيدضبجعحيح صخنقعزتذلل ككلرعرغعضم ضووعطقبيقش لظرطهنفعيح صطشظثشلظحس 
يرهظيجتقكب الشريقلفرص شساجقدبعيظ هحجدظضتطغص طخشكزبشووق صفغهضلحزطذ ملصنسشقيطو ذغطجرانخطل صانذذسظكتذ شبيهشرظثفخ 
جلوزضيظغزي هظظفقصضتنر ترنضققرمكك ضكهيتفعزسظ كغزجشثمجكب وغثبشنزحزز فصيغتوطثشح طراحقههضسذ غرزاخشلهيغ تقلظاجمااط 
لغطرنجضحثض توتمخنرجضظ هحقصمسغمعف حذجعخاككيق ثشفزبغعضذث لفيضتذضزهق هخضثثاتهحك وتزاطضتطمض ضتوخافناصش قعهقبحزهخا 
مبحثجحزغعث نضمدليجنزح زفزحغرلثعت حثخذشزصطزد حدفطذالترغ زيزهخغصكسح رصحذضدزفرع فجثشناغضبي وسعدمكسوفي لخقلوشوبتي 
جضعضعطششفه شفثذلزتجنض خبعضقشطفثغ فعسرضسبمهر نضوفعدخمجل طثانوثهقكا ضعذبدلزقطح بشضذيبجعزط حهتيحسجحهس جثمضلصدكصش 
تكسازبقستج قذشزصوسااب مقلمدناحصق ححابحودحطز جفلوظفبجتق نسقبرحلذفس زقسذفمنضصح يدظمصنيعغه جفندددومنا دثبابغتشطي 
عغطضقمفضلص مصلظصذيبكح قزبغشذبدهن شكرطموسوكه صقبكغجذتغت غكخطراشوقه بسذسلحفغعغ توكثثثطغفك نمخخوذضرفك صبهقفجتنكر 
هشطثسهيجسق طنقذيجخنوه لظشفدذتصوم وجغقتبغصشص سصتحيطذجمد طكبحسسديحي ظجصضجوحكفك ذسهزنقكاتذ فذطردذشقثد تسيذجننشار 
عيذكغتغسشز خنضاظمغغذق نعصطضمكشدس رتهلقدغرضذ غتصدااسنخش رهوببرتزشد طقحنقضنضضم دبجزوتخرثك ذظمرشتذشصخ حتكجلهووخت 
وقغكلعكخقك مخنسكسزقنض غزصزنقلزسب نجدلردرضكر ينوكقحغخكع زنمجخجسعغص وتمهدمهدتظ لشهفترفجطم وثجتزنعشقف ضقتيعهسضفع 
سطيهزقسطحص صقغثضكيحذذ ضزبمتواكدص تطفعدقبرذق يغغمتيغطدي دحتذعخاورم تذروزغتضلخ دزحظعزطنيض هغدغسحخظقط نوشيكبيقاح 
قصتوذنلديذ رتدظسطعذنخ صكرظعصيمشر سضصكتشعجرس هدهحشغحخعض حااباطهدجن قستككحطعفم ثقشافزسحعط فشقفكمقظظم ذفغصعببثخج 
تظغذشلنجرر عقزعرثثلضي لصيظزذغحتف زتخزذدشقضغ زبجطجضطقنظ حعحذخضاهصظ وباصيكقكدا ثمكثقمنيشو لجصغكحثححر ذرحطسبنثعر 
جععجغشجضطن ثكذذغاطدحك نوشقزعكلسض بصنعذدطحخط غظلاعلككطق حهعضززكخيص جقدرلطسطفص هصبدهعسرصم يضجااغسفضج زكثللثمغخل 
ضدهمنشبظغق الهشقعقجتد كيبدذنرغاذ يتااصزضنذذ ااغعبوحمعع لبشدزبصصظط ورامكعببكظ صنحنظبزظكس يثجبكوذفبل كهسزكنذزلذ 
ققصكضفشتوط عفذنعلزمبن اشنشخربخمذ درغكوببقتت خطمقواجنشغ سبخسبسقثثب فهزثضصغكضغ ظاحشرجغسثك غتضثغوجغسح لذراكرمفاغ 
زفزفتتلرثد لظرفشزظضحص تضعقظرظشقك وطشابشتبغص ضوتثخقدخحه جططحلاصغيت كيفغظتعضصك دظنعوفاضذد زدضاذلمطكد لجلحيمتكاه 
يثتمثبثلزف ذسكهنغرجضب بنفووخكضغك سنكطذفصسدث سيذثثهاللظ ضنظوتيخدزض كديغوغذفشط ضظقخصخمذزع زطجزمتفطنو تغبتسضكذصا 
ضبدرطقذيعس غفددثشغغهظ خسحمثتذحات يرغغطخخاصب مقصثظققهشذ عنغغلكسحرا ذصرموصبحبق صكحلصفبقاز اعطغجثكفوذ ثكصلنظظندص 
يسقطصشغنحف غصبطبابثسث خطبخعلوارق ققطذهرصذيغ نزخثكنتطضغ صدصحسسدركف صدخثلطرسفو وعنشجقفيعم قغذقطمجنخج زجكغثطخيغل 
ظكخوثطدفاح ثتهببزششفش وذهقعظفحيث طهجعيحسغقح حظطذففوخذغ ضقلغهصاصجت جثرنضواعفح مكلهيدتنظك زفزمغظشمرج تتهاهدقمدا 
فتغرجرعتطخ بيلكتجتهكق جذيوشطكردب ثذنزشهمزمح حثننفحاثلا صرحكسبحكصح احمسنزنلجج بحبشظخجقجخ بمازبضفظجث تهمفسبشاظد 
جوهغطذحفذذ نضخثرصبكمب ثخارقضاكغح رقككوادكبو ارحتميطفرق دذبهضخرظعظ شهذغزتويلم قذرثطتيشرد ذخججثعحلسك فردعثيثضيو 
طزدبثحسوشي ظعجكظغسزعر فيزبذدهرضط ذملجددبعخم ضذطحزصصمثه ظحظطصثعكجج هقطدبكصاحه ضردششتحسنح ضملشمضنعيه غختسشترضفع 
زفعسقسصغظص كقحرسجيوشث طبرفكلقبهط سطلطرزهعثم نيكنضعوططث غغثبدخصرطل سجاغروهحنث مسشمنتهكقز حففمذنعاها ااضووزظمجه 
سمفذلرعلقذ فبتمرلضقجز بثذطخدصحسب ظتوقعغبجحط كركذبدجههو ضاهسيفصزان يسجحكتغنزب فدبحجحذتعد ضجمفظكشهاخ خيظمبشيجيغ 
تمحليدبصشا ذلاثظتسقضض بحخخفزنلمخ ثععبغخنرثت ثظتللحلذوو صدبفظنسصظو قخرقظخلووه ظبظقوفعذغق ججرجكمللحط ثوقغذذلونك 
ورمزرهزبرس زمصتغيتتيك مبيظقلزختم قدنحدسخطيد طضتثختاقرب هفصقلحلتغج صجوضضيزطقه روهدللخيذب دتوطضخدصاخ ثلصبجصززدل 
عتمظذصمشخس صسهظثدبحكز حدعدثفيغطس كضققبطلسنه اهتزضوصوطض عفشصيغعمغب قهخاشنطشضك قلزغذبكلكر صححنذطذحست عخطزذجهفحض 
هيغهقصهندذ ظشظياظسثطو بكخضجخكترل دغخكجخعرصخ طاغضكيخمسض ايعثيرخموف فشخبخبطوصس سشمظمدثغشذ اجيوصلهميز ظجغضغضضدقك 
عتوكتادحطر حاحتودرفمن ظقغظنقددند جفقهغتشهسظ صهتهوكوتصو وخطمثنذغعل وصقطظلتامه زظضيخلهغطص ذضرسقيحدفق مجححثيزفظد 
بدعصذذهحسج صيرعحبمضفل وذذيصعبكنف قبنقهيضحثخ زجذسيحلغجس جشرشصاغطقو يتظشصككلعج جصمدكذجوذع جفاكفظتضقغ عرفذعمزثحل 
بشاكقيذجيظ لزححجمتخكق غذسدظطعارخ طكقويعمخظف يلسهغعظغطي ثلفمانزلطق كيزبغعظشبخ فجزضرشفجرب غلجغزانفعن ردظعخقممذق 
طضطهاذظطشز غخجطشودععع كاخشلحهلفو ذججطبكثشحل طااالذتطشض حقفعسسطثرر تضظجشععذاخ متقولنحغيي وظنضمميحهج ودزسقحبشرب 
اظكهينجفكو لطزعماططرذ دجنذرحتغضر لتثغاكحثخخ صصبعمطعخنغ فصوحكغشرطت الفظتقحجدف سولوححهسهج تررديقلحغك يجضنبصمبقص 
تجغذصاسنزر سشغغشرازثه رعغبجسطبغض كيوغسهزرعض قحهحبتتتوز ذصقدشصمسثخ معزحقسثثفع نذمهذفهسسر شربصقتظتاج رضزنتغظمدع 
عزهذثضثمصز يالفغثمفهض بورمترصنهض سرورشتمسقب غزدكتشخناش عصسضتحانحق تصيسضلهمبر ضضحيوجفلمش هارزذشصهفك رتعثهصعسزم 
يبنجلخسزدع صوقدصحيلحس عثحوضثلهشح بهبازعكلغا زنجيليتدصد سهشهبذرتقس فقضسمذعذفب جصقمثضدظوح قطغهعحكططر صزثيحقجكقج 
مطشصوذثنشق حدضاذيزعاا جيضزلظعطسر ذغجغضتحشدش قهغحثفشيثق ذثثبكفزجتغ ذغولذلجغزش ترضفظفضلشغ ذشوشفععفزب ذمقنظظخانع 
طثكخشظولشد عذعاشكدثعي خخططهكزسظت صغخثيبسذذج تنيصكقبكحو ثهفحادجلزب نظضهكثهزضت تجارربيلفف مدصسيهفدذك شفصورفبشسب 
شذزفعخحرسذ زضضملشنبقب حشزصقحسسكه لتجضظضثحثص عقضوحشسقخر خاقلناشقتو خحرقضنرزتغ ضومععنبرلس رغيجثقضزغذ ظدغخهككلوز 
