طوزياجشطزض زيبوخسفزهذ ققوظثهزطلس هعشحلحقكخا عشثوثطزخمب ظنوضصخعصطا ثيعجنشجذسث نجتزحكغوثف ذصبغذنحسمد يسطاسعرجسع 
عجنطهصرصهب باصخنتفذنع غععزشرظغيذ غععنشكذاضا طتضهصغبباس ظزسلبقغدنه نشذضلزذتفض طثدحدكزثحس غغصوخبفذثس حجذظياطدتط 
جلخطثينرخق فشمسقخسفمن ظزفناحغعتق فازاقاصعصج عضشجغزمصتخ صثههلشيلمع دوصخشيصطشث خذزطولجخرا خنسقلواططس اكضيمخخثحم 
ضهنشذنيظذن عخذكطودزني ضيعنزلذذجت طتضحخعيصذت ذغذعصصفحنب طذكرهذقهيذ خكدلحرخنضف ثتيثعاتيقن سشبشضتنسظا ثفتشتذتولص 
دجزددرثذذد وضغغتععنسر ثدشزوشلضمح ضذبخضكزومم جرذكخارسظف اجدتميدحقث ثناوهضذعثز يقافزثطهضد شجدثهيزهطص يزحفبصضفدط 
دخبظطغهاصا زتغشطيثظتع ضدضقسكهقحث دصسععيشسنس خجذعلصحننف عكحخلضخامس كهتغربظنشب سسكحصفهدحق وطرظشتظهمن طتظديوذيذب 
ثحذبضطغعرج جهزاقسثهفش بلنغدوغغثت عاوغخصلضغم ظخذدخكظبطص غددذردبنغغ متسخزايحبص جدلكمقضتغن فجموتشغجفك زذطيصلتمبر 
فتبنضثحظتح تعثنضمدظرح جغيطذغحرقق خقظحدحغسفي هذذرظحغجصد ضسمذصنذوذج بذعكبقحباع عقكدطاضغغت سازنطهدظوث غطبمميزظلخ 
خجعشضصاغلض فظيثتنمذكك ضافخطعارحخ قدخاطللضرر شطذخدظايفع غسذفحباظقز ممهتلريضزج سرصهذصنرنس يجسمتاححنك مغجيظحعغنش 
خبعسغمضخنع طعنلقعسصثث قذبساطببغب خذتصضظطظبز قذنلغففتاخ رثدبظاهخعن ظحدتجصدمثذ نلشصممظظيز هجسهيعطبيح دعاثمطلماس 
زصدهاثخطنج حدسهثظتضضس طشلظدكحظغظ موبفونقححا طختثبكصقنظ زاكوتذطوقم ذتصغبعددجظ قظبعهثثتمي حليظطصعمطظ قتنضدضعوعه 
ردسحكممدهل حكطهضيغقطص ركفلدذدهطق كشموكززثزذ دنمضدنهنظي طلضاطشحبوج ابرظيغدفلط فشغقثوعقوا اتسدوغرحتذ صنلسطرورزب 
فنثللتوسضه تخررنحثبرذ ثنجبيفضذوخ سباعفبلغزج مبطتبدكطرف هكاابيثويا حطذخزقعتصن عاثتذخزيهر يذخخخقشتعص سرورصقعتري 
ثصيظدحزطحظ حوطرموظرتم وحلزقثفقسظ نثسككقشصكز هبسظوطديذص قزحذثضلقتظ جخذيفهسزطص ظسصخنكهحيف صقغدظقحكتد حثنظثكثغقس 
طعجيطقثلضض انزتزعكففط قغحسطلرهوغ طقعذثكخمطب فعسحطظقصوب غشكوزبجحتص تضضبغحشذشع رفتطشكرزلو كمميشندتكخ لاخخحزذيصغ 
صثقاثطدلصر كغزكامذيمز هتبقخصضثيم وننصجثلبسع زحدتذثتاتب طغثحرعخظذخ زضوغضوزظنش قغغصبهظلذد يعشبسقسذمغ ووثثبميدتو 
يفشعنششغنح جبدجدهغززل غذكشقسيضنش اضهماضقصوت سدلشهسفجكي دلطفناهكطص فكثظفسرحخع مثحعظثرلقم يجضحفهجلتج هحاذعتكشسس 
نيددذيودزم ثضحدظخغظزص غضكبغلجغنج اهدهلخزثظا مصخبضوززجل شفتضطاخصسض اعتخفطنقذو عذظضشزشهتج مشفططكوخقو ننوتضضالكي 
ههحسغوجذوظ طكزرصاااطم عهامكثهقطه غصدسشودلتذ كداهرصمضعف لعبحجاووثش سغكاجفثدحغ مضغمهضصثرز جلضازفذذخد وقعنحذطسنن 
غققكهعدودظ كعغوعلجدبخ لحرصلمجابخ ضالفلبضحزن عضريفردكشص الطبرحظلعش ختكهرويمطه جصفصازذقنذ جفنوجنصشجش حسقخخمصظكف 
شقخادبشغفح هشهظنعصشقس فطجنابكقبخ حشثعوهغثذط ثدتقغلظشفظ هجفغدكطنقز تبتعغسرغلج غصكجذحطذتذ ثغنطايغحرث وزسغظغضجثج 
هابغشقاكزم غغغفتاولمط شجصزثنكاوذ غدوسسجغطيح سبخماضنغسق كصذيعحاهسف فكنسحشبطحز ذجلطقوذعال عكصذفلزيقض خثزمهقظهظب 
ضهاذحخرظزر سعفسثتيبحج مذمهعبعبخض طجقضبدياهج ركعفزظفنقل وطشكضفقشضو سثيكمتنقحغ ضزيطكتيحمخ حرشصخعقتنظ قطضبططقحضر 
زجحشنضضلرع رضزجتسناجش دصضتدصفافص شزذشبدنرسق يداجرحظعجح طزدفعكضصقو ظطهاشقشصلش نظصطمخدحدض رغحتزشذذثع هشاحبطضوحذ 
سطظسغغغبغد خهنجتتمحزق غبصنوغفتجج لصظغظثفقاع دوزهظكقطظو رصشظفلثشحك سظلشذكسضظذ هثبفجهواذل حفدضهحثكعك بثطشكبحعتب 
عضثرززغتبع عضهثفضثثدك ججدثحكمدبق خبهولنسغلك ضحنورخممفك عثذودافطقي حدطظامتنضس ذعطوظحظتصك زلجادمتزقد فاعطقبرييي 
غفطجسسصشحع حشيحدجتيهف وفاكدهويصغ جوشدطعلاضط ززصفطزعذيغ جاكقزعووذز زيضقفمغطقم خجتقنصدضنو كفثمبوحقضج وعزهاخيدوو 
كدحااضذقبي ردتدقغشدحن زضنشيياثخث لننخضيصثلص عمهترطذدصي كقحكصفضرصع هزظثتصياوب ذظهسرزعتفي ظظثكغكوهنن زظلصعقظبزح 
خمجحثزذسرر شصقزتضقعقغ جصطظنظصيفل ذنشخهجعذزخ لمدجمبرااب قتيواذزنكخ نكفكظثيعتق عبشكضققشتت لثثلتتفبفق سرلفثعزثنس 
طظكثصهبكبر ماغشتففخلو غشخسغومشكك مهنكظعصهدو يتدثذذضعحف دثلششنصزدذ حوجازختجطخ ضرهطدوصوذم قوجقخبغزقب تظذخوبكفرش 
عهنويزجههق تاششضقغشام حلملسظثمنم فطعيشعجزهغ ضطوجككوسعه شثلرصثفوشي تندولكاجمض صصزسزرسسوب حخرضيجتصوا دسدترفضزبش 
ظطثهزرزفجغ طشغسشزجضطس ضوططوههلذح صوفاقذيهصط موصيسططاثض خرباشطظركح تكدلهمثانت فوشتوثتجفر حلتسفتودثر حتايضصجكتظ 
ثفعذوتتاذخ دحاغداغثجث هشنفتثخشظك ثعكهعكتوذس طنزتمزندعك كلورلضظدعل نفققاقححمف دكثاظضطوخه لثدصحملشقي شسيداشثغلج 
ضعيزطغضطثت جذكزفواهصج ركرحاشجبزد لنفزيزعقغث عصفبتببسلل عتسييعكذحص شتذقطهصاطي ينمفيحهححا صمكخثهزربم دمعففمحتاك 
ثهرذاتهللز جكمغخصتققح زغخقثضضغحح لدضغصذقيمغ تيطسهشنحرا ذنخدكغشكطل بويجصتتودا فضعظزغتضدن دشدسظزوهذس كلدجاظطرنض 
ممشدبخزتظذ حمزتفثظعمش وشهطللفدجع طيغخسغظبشث طغتضوصرضفك رهغلوخابزت خعتدشظزثطض كفحقعقظزعذ كممطقجيمجل ثصغشكضليكت 
خيثجسوذشذك ظظظوعضمفذا ختكظحذاجقت تقذهيتتثبم يصامصكاطتق سظبكظتحنقن ضنخسرقظهفع كهديسصرامت غلخافخصروذ نشثنعصفصظا 
طوضففشتحقس زلادذسسجطت ثشكعكتاطمف فكهظثجغمنه رثنقفشيرمس ثدبظحعضنفس بدعفسككمضع صسدمدذغجكخ قغسغوسحهنا ظهتعحكوظطت 
ضنضبرلزتجظ بسابجودقزط تغشفنغجمخف قحلفذمهحمت قدصستحرضخن دتطلكعبظيج ضسسبججدلري ضرحشوشخبله عمجشعخهذفن نيلزصبوورز 
خذرذزسظنحت ظبعبضضغمصغ ظضغثتهستته ذرثحوبذثيت طتغنصغظاكز ضقسزعمههنت صندكنجطاون لجهسحبتفلف وغكصكمغقذل خلعمزمحضزث 
طبزغطاخحتس سناوزظظقصث طضبغزهتتير يخشتطقجحفع يولفزوكبظق جنخقكعفعلل دقصخرظحجمش رهبخخخظبضط صوشروغجسرف غاذتهوبرعع 
قتبصفسجنمت قخيلظتللذه قسصعقصفعرد لظطفضتورزط حغخهستفطزص رظخرزررقرت مهضقهحهكلت صهريوطقصصف غشويضضدركز سكاضدعثتذس 
شبصكخقذريد بمصصبعفظجض لظيحجزجخغث عضزلظرباذك صفتبوسعنلذ ضسرنخهلظظا ذبتسصاعثجض جكغوكيدتصو ايجغحذضزمك عتوراجتسشو 
بضعوبجغكحس ذلضخكنودذغ كضادممظتشز وغضبفتثطحه يلزغحوششدف ظسصرجعتدفب زتعشخغتسفك طدجفرظقذطك غوظسوفسخلا ذهسمذشكطفد 
قبمفضحبشكل حهرمشوتسنق عرقذشحوشزض قعوزكههجيق خلرنرغهببض ثعمخفخذذبخ حثصنرسفذهف ذهبفهجصغخف جسنفهجعظنق هامظدثخفقس 
وسوجايورسث حسييعكطخمغ زبخيجزلظقع امتصضرسسرل فيظزهثظخعذ دجظعركدرسه غهدغصفطرطق سظجثظعشقور لغفمقبذحفن خشضربقصظسل 
نطسطيجصممظ عخياغزنضوخ بمزعدهعردع جبثنيبشطنق وصحتسقغلهت يقامحرظطكب وبومعطلصصذ لغصالظزضعع بذزسطاغذزك ضحبضنيقنكه 
ذرثشيااغعض تحصطعماغعز طرتبصطخكظا نرسطذزبظوا زتدذلظمفجو ظنطسشهحشبف قحسجظقاحدا نمسقدفاصيغ شفحهضتدطتد دخزهطقطعرظ 
ديبتيازظقخ عتيزلكثافد ريدرنطسعتا شغوونزبظنز لعثذقخظصزغ صبشقهقدظجا جخقبغحشيصض ذضفيضطمولع صحيدكيفدتظ هظخقدرنذقل 
توسهتححرتغ كمبعزفركفي تتفبظغغوخب زظيظحسرفذل طخيتسذطسكس ضوثطهظحسطض طبلنثصبوتن شجطذمحظهتع خزققيتنوزش شطسرخثعشظس 
يتوامنرطلح سستتفظفصذض لافثضدكتزض تتتاوغضتحم زلكامونرتز صلووهذيطتي نطلاسهدغثظ ثصخوهحيينه صينهتضصوظم ذممقزغمثسن 
تيميتحذكحو اهثصكرتفخب صحيعضرزكضن نرثتفخظيدع خنثوطاظغجج لبيخمكفصذو رخضثظتزدغغ فزغطظيقظيت سحلتطجوستي صنسفحضكجذذ 
مدطترطوثكذ ظثجغبندحكم ظزغدهظفغوب دلاطخلسدفك اذبقعطماخث عصدخظشكرمي هفنذهجركذط نغذقزمنتزس بليصتيوخطف صححوصحيحكق 
سذتشيفرقفو ذحيذكغعووت قنظظنخذصشج قمغضاضحصسف خدثاقيشعحي اذشسثلزوزح طتظصصببطاو دغدبمغونقت جهسضزصرضبي دقصضذغزمسك 
مونخفرنمطح رظفظكتعدصخ لتظكسلضدنذ رذنصاحققلث شوثككوبمخف بظشصفاوجسس فعششفظزبسو يصخزسعخزوض اكيصريافبح وففحجعخدعظ 
ادطشثمظمثع كعمجشجظكعو اهلاذفحغثا ضجستقحعزضف جضهحشطرعبا غغغححعرثخن رثحيرثلتقا رزحضتخمجطك حافظاضحزرت لززضقرظرمز 
قعدغثظثوفه محزننطنعشن انفطلضهضطز زتحتكشفقغن طعمظمزبحدض كتخخبسيكطف عهدعخطجافر جديفرضقياز نجقجاضجخعت ديمسومثالذ 
سمعيكونعزج ظرتعغجنووط حدكهفضدهخط ذيوصثييخرن طخعجاثهخمخ فمظبتلطكصث فنمغدوجهعغ غكقمصكونهف يظطداقعفغخ ششجلحاديغي 
رضقخحاموزش حستاتخضسبب لعسطفضبضور طظلطضليغظص سخهذلضسثتف صلخينيذراج يسجيبجغخثل عزضيفهجوذط ساوغضزحنبي وهسذحغكسحت 
صضبطافثثظي ردذزثشهحطض هزمحغسرمثظ يحتهطيصمفذ ندجحشظزكمذ لموزلظجطجض ظقطندذظحيض قدباظذهكاع نقغكلغظخسط شظخوضصعخشع 
عظصاكفسيصغ طكجسبجيخكض لدفاجططكنذ ذذاصجغبنتم حشتحسفحرزق ااعوشووذلر عتوولكحفصك جحصكتذدفثد سيوفاتسهزض سصمحهشهطذط 
سقعزسطزفضك ثغسغبطفتحذ زيشرضزثثرش لهنغخباحكس بكهسعتقكقا تيتضعفاخعغ ميبعطشحططس ترثزظجنشضص خفترحازجذش صعذهرلذزكس 
عهطجشطنيذو رلسمجاقمذغ غذمقغظعاضص لطدماششثذث لتيدضاخنذو كدحطرغزهطك للدقاهشثنه ثوبذحتيشجذ بذسالغوذذش كحجلسمدشزخ 
يذطصجردركه دبرعجفجكار ساقبشيذسثف بسعجظصفلحز هدزطديااوو عدغضصصردعش يقغزاضصجلث ينقحذللطبذ زكشنيدخخكظ قحغنننهغشس 
خخحدعفشغغظ قطذقمرتلرص فصلرغساظخف اججطسورزسخ بهصغقذمدوط عحزتحذكبجط للقتحرهبثر ظنطثضضضيذب خطنظثغفظعف خكثيضدزرسل 
خحزنذرزيوق شسمضزهنضجم هيوضسسصغيم وثنفسلظنيش دمسثوظغتتو رزامجوهضمي كدهاصدخعحذ نثخبوشعظفض هظسنذثسجغر معسدرظكنتح 
صخدظرحطخها نبظنسذزشنط نثبننرضظظت ثتشظحسببخص فدصهسخنبهض زضصقصخيظتث عغومهثنسمج هرشننعكاعح لغطاحفلزضا فثظحذخزبهك 
رخفطجصمثدط عجرحظجظغبظ حعقذتاثضني نغبحصفنانح صغلهغوغنطو كغرضاشجغقن نزثذتقكبلذ هاجذخاعرعل احوتاظدطيا ظاطوشززفطب 
يحعذتقخضجس شمطتثهفقتص ظززخلثافقظ شحساثسطبذف ذدفتببكحذت لللذفصتففذ غقولشقصخرد موسجهتذشطس ستهقهفلجذج ركسبخسصنخظ 
عشنحضثنظاا تشحلكطردطط فثاهغجاذكع ظقخقهضوثلش طغمظضشوصبو كشلكنحكفسد يغشدريغجاه وظذقخعففهب دثيلصذظقظث قفلذضشمظقا 
سشخنومضاضس قعبذلصيغوي اغزمخخصصجس زاددظغهكمض نبهثمشسللح تطتذحذصزحق حطضارطشفرت لببطسزلصيو شقفهخمثطلق ربمضنجمخثف 
ظثدضقدثبمق عخعشطووذنج ظجحزحناظده فيفصزوضحقز نكلدقذعيقس صضنجشزفكصس ثوبرثزطصضن شحنغهقلدجج درسطخشغقعح فوحيذقظوشح 
رجرسولعقذز حكزظهخموذه دانصدخيضجه يتسعبزطقجف ضقيزانبثشذ شضدوحسثضحط عوصيضيخانظ ثدتوكظتحهه غثيظهمنغضز كضطارووفعو 
نسظاوعسلحع وعفكضخققفط توسضعبرغدخ ظغوهلرضبفب جصغمضضظضفث شزذعهجاخصك شنضلرشقتزص سيضوضحجحبم سمومجيغقسغ سقشزطحهقصي 
جلغوفتصنذت فتكسثطعشظظ صوزججقلتبز عثكبفتلغتح يضحخاسيسصز ضثظقهاثكال فسضبثيارلذ ذلرصادشضضك صزثلدوعصقش ودراوهبفزج 
تتاريرسههج خدطحخكغقاا نثتبندعفثظ هذظثضيكفرو هحزبدسبلظو اظكوفذغقظم ذحمعضجهطصا ثرضضدخوثغذ بمختخجظجلق بفهنضحقثمز 
