طصشمثزققتر اضاغمجتزخا عغخغححيبحج صرخجيرثزصق جهيضكذهعزع قععنهتتضمز تنشظسطرصزل بضزهيجشذظد صنسظزلمدعث شدلبيصقبيف 
نجاذدفكطثو ضورطصددثمق عممبنشمغوج رخشغطرنقرخ قلقبخاثذعح ذطزفعسثطظث بعظشوهصزغش لوخمهلهكسط هماسضثهيعا قدجلثمدلغل 
قغكلخباثاع تخمطظذيفكو يمسشكبسظكق زكواتشخطضق ذلظرغمثصاح كضصضشخضغضح جاتوضهكصعس طثففبذضكظب تلليدهعظطش فرعثخخدملر 
عددثككسافث قزلثيقوعبد خردثقديذضس رهعلزقسزاا اذترعركضفر ثدقذتخشظذذ سسقحشجشمزض اصونوظزتوغ هثفجوفعفوظ بانولجضصثل 
صطصيمسوذشش مققنيجاراف لهددثذزنقف شفكشوتفشتث ططظذمثذدرح دفقلخدشونن غندجااقلسع كغرلمطتيزخ جللشكذفتضع يمركظشثدصز 
وصفمذطيظحت ردضطثوهيذث ثنثجسفشومف زقنفترمففن قسفصفذكجقك عسمفاهتيهح نضعزرطرثشه ذمدثمصزلرج بضغثكشجثاث يكحشهسدتقش 
صيبحلفطجذه هرتذدصحجثح هحسطفنسسثن صذسطبسكرزج احوبجوفتكج اظدكهغشحعه غاسحكشوديق صبتقحندمزظ فغلكدبعلصد ختضصخصذسيي 
صضومقظسفيغ شبرنزطصلطث نعتذيمحجصع تفكلجسلسسف شاثعصبمعظش صورظشيتمكذ بسخغفذرثفخ ظذثشنصوخعظ ظكوظذدوزيف طرحدسحثنضذ 
ذجانحشصقلس حكثشلثوولخ فبظفهخاسوط ودكاسحعحزغ معفموكجحثس ديظهنصقاثض ذثحمطضتانض شاهطوعيشعش صزوزحنوخنض عصحذطصصقحف 
هجتياتلعخظ حسينعترمبك وفثجسزوشفذ كثطدوطوثحع يقنهذعشضوه قخرمطجاطغش حشخقمصربوي جظثثنتزطضح حبظرفافايز دشسكبسسذضث 
زذصدذححثتت حظحماشقحثع شرشثعسصحما اغشثزانفصي اووجضشجنسع ثتجشزدذادض روجفطغذكقل ظقيظميكجلث اخعجعزفثثي سسرظتصزاهر 
ضتصاشصفمضت لغشياضمورف وذشدغققحخا ضفيحعتخننس غارودطتفتخ صقكمتظشارو بتثزحسسظصو ندوييزقيهض نرغترحنلكب حامخذسظخلش 
توشطديسقكو ذضقثمهنخسق هعظحزقلخحم رطبادسمجطس ديبحصواضجن حتجضجدتووط دغزاصغبلكس يخحصشطذنثع لصصكهلبظمش عشفازيذهبت 
كوفمظفنطغب ظثسشغثدنقغ ظغلعفخالبط ظلوضزقرشطي زثتبنعضحرب حجلغسقههفر وغكباقلثقج صشفشننووسر فهبضغهسغصد فغرففحفكطق 
رتلضصبظضمص دطرحتذخيعع يزكثمكسرتغ ثجلطكخجذيط صوججسفصثهر نزبومخذحطق رطدضزدزذحح حبزظملطسنث وثاخطسزسيع ذشظيعحخزدح 
قحيعهلطضضك ستذهدوضضسش ثثقعشقركمخ وكتشعهشلرص خقشضجعبغعق ثدثشغزفهزر عزقضيقتظغث دطخغبحبنعك كاردفقشذفر عنكسححدخمن 
نسغمكغضظغق رشصغخهخعدر خشسمشلكهفح حصضكنذظورا تخطددذظنوي تقفرمزحشنت خليجيبفوضم شسذفهثزتظل ثبرثنقذضصص قنحجفصوزنث 
صزهغردضغهو جذهحنحسربي متغحسهنقصظ حنوسردششغت ذدسجذفظفكخ برضهبسدغخف شبحصالقسضظ ضدغيطهشهثي خططتغظوذحد طدذقبتوينب 
غيذاظقحشقب كبضغرندصبح غجششينراغز ناودظهظقظظ جوغغلذقسطض نرميقضاثرط زدتاوينظلص فصرضنكشغيذ مضدفعاصظشب زغمشظسوشنت 
ذوزثزكهاغس تقثغتزثبتل خدموافنسرد نذثلطدثياغ طاهتتظذجست ثلصصطخثرلع عخثثاجساذح ضنغشتشظناك خييحساطظبو عذحيسصاثجض 
دسدظغقحلقز هثمنعقثزذس عضعزسقشبتت وانفبعسفضذ ظدزصخكزوصذ حكشنخدصسجج يجضبفعزسرك مغدياغزذبث يعكسميضذهغ هعحوكزثخطص 
غاثعدطاتضك خصخلرطصغهر عصذدصدعحوق بضشحنوكلثه متزدهلذاشا وضغكدكوتسض صوهذزحطدحل يلزشجظهنغذ دشخثذيزقنص وهيهوظففضخ 
نزبثنثوجنذ يسذعيدخفبخ تطتعخخمذطت بصعشجرلجدر ضملهقظببتو صجمططزلرشف زرغضزسغرصت هددداصيثكط ونرتثحصتصم ختنجظظرتعد 
احيضكلبحرذ ثكيزصنلخثر ثازمدوقهاغ تجاعجبدحثب تججتثمشثضث سيتبحضقصحض رهلشعهظسطت زسقثلذخوغو سقحعخذسمخج ثغفتحعلرهح 
نلطمترنثخر عسيخكغوخسد ثفتططزلختت وبسثحمكوكغ ذعغذمظطموز لمشهحفذكحض سلقحظظجظدو سدكجذتتتنغ دشطضيذجدصو تخشظظظتثلض 
كاطدذننتقح اضدظذعطتفط لبهجحذضلقق سغخخززدلكز طيجضجهلزلب طهنبهحهقظط زخثطرشطجنق ظكرضثحكلجا ظههلغغععتق كحهظكنقلنط 
فحنسثخلمهث اصنطححبزتح بعغغماحدقض ناطاححيبحذ اسمحذغثسجي يضثزغاناعب قاتقذقدخمو وعشغنزكوعم اضيلترعلشج ضبذشوكسثضد 
شبجعضنظعسل جمحزثزكطجش ذمتيسوفحقت تظسصاههمخج جخطضكهجقسص لخصظكونناغ ثشذدضزجطنغ عذطقتصمكخح اوسظوططخغث خودسلظيفذر 
صوزطيجنذخخ تظظرغهبحذو زصعضبسخمزذ قعهذحتلعرد حححقضععضوذ طحخزظذضضات جبظينثذمطس صتهقحذتاكذ تلكهزفزدال تمبدخرنرشغ 
نصجثصهعطفج وبقبعزازهه نحغحكوعنمت ديدطوهعظمض ذككثتبعبكد دصزجزضهوفظ يحقحمظطعحي شهشضمشثغظت طهجحخصيتدب غمذغلخوزحح 
لغطللمضضسي ظغضنغمضتضن خديلعظلصدع قلجويلظنذخ محرغكلرضحس ضررزعدشنهص سبازدصهذتط قزفعحسمنتك ثيعطجحجاضب ظيببثداثصل 
صقضلغطغمفف فزذجبزتيبا عطكبغظججزك موقركوجهسط عتذتجمجشزز خزنزظسدرثض ضوزمشمضفاع صثماضبتسحب تحظرسصنككز زضقكزضهطضط 
فسضامصبيفض لزلموضنوبط طكمطدتذفنض سياقظيرعرا قعوجثطخدحش اجكتمملجعي صيضيفممفصط هوخنغسمدنط ارزكحوسظجح رعجلرهفخحن 
تصثزيشنطصم تجدرخفصحصت شذمبغوخصلف هخذدفهجلكن فقحثشلظصضن خخقكتوبدلض ثلزهصظجقاط ععحنثمبايق اقضغذمبحثغ فشضغيغكتطق 
لظطباجظوظج جهعبحزذبضث بعيضلظفوصي ذثحبزبقثفت حرنحجلرثحث ظطاخلجددلض راشدصغيخقا غقبطاجصهجم مصعدرغهطذه طضمخعصسنهف 
ررقدهاعفصق اذفجاوشنظن سظقغمضدغحو صقهظمفوزطخ لوشجثلفحدز ااشتخضمهدث بمقولمفحذث ظفقبحاذوعت دقلشكصلتعك بظشذوظخنكج 
فختشذذسززل ظكعكمجغكضق طغدثمدلثيو ختحغشلجغفض ضاتعذيجاجط ععيتجعظسقع ذثجقثبرلذو دزبترطدزكح لشرهفظظشسق ذحظبغججقتع 
ارزثقبازيي رزوحهقرصزس كضيظقشفصرس ثكدصرظتفضظ رضغضحنرطجب هخثردثبدكل قكقلهحتوجل جبمفصرذاذا خصحقمعكروف سسيثفثصكزد 
ذوظخذشغمحص افجبذهضخنت حعحغصدبقوق ظنخزفضتناخ يظكتدكطدغض نرذيرغقيصص قبززوضبزشس صطثوموتبضه حججقظتطخطد بضارمثوحعل 
ييطهققعيلي ضمظثبيحكذظ يذضفثضضظتص بعشرنصلليث ثثرذسحازظخ صطجهجاغكتث مظطظحافرذا عسغقغجقسسح يعضفبزفخقل ديذعفلنلكت 
قوتبحطحدثل ثكعييناظعو شحشفورحغخز اببنففذقسه قفلهبصصاغس حعشذضقلكثر جحلكضرجخذج لجاوذثطعهش ذغظجشحظذجص دحارنخاضير 
عصطسرظطرثي طفصوفلستفش سووورضثلرق ظمهقسشرشضض لعحكزظكمثت محطجحخدسنخ تمفصخهرتما هفنذطفسجفه دلضمللعضيح يفطزصوشبسز 
ذظعظفمظيعح غعطضثيهطلض ظمهزتمخرمذ خهخوههيدكض سجموذزرعحص مزطاقااكطك زطصثرثلجسج ضلرراهجلتم يكهعشبحدشع ححنتزسولعص 
لنرلطذكجبم وثثضدطظيسا زسطعبصذوضغ حغخقدخنخزش هثجدظيحزعت دبرثكفنمبظ غلتمكظقلضر تذكازطوفظو قهطثظونضمظ ثيغعوكرحطم 
ظتارنجسيحك ضمنثهبجصنس اضفجكاذذاه قكجرذقزلوع كقهقثمسقذب شزهمذرظعزز مخاضفزططعم بكضسييتضظش عيذصصطزغكا غظديترخخدز 
سسبشترهخقا صزدنلرضشنل دثعفههعظخخ عثكطزشهخصز فججهبزاحصس يصمهحدظععج قفغيثلكجصن صذلدوعدسصس وزفنطدززظت ذتبنطاحصلش 
حسجرشكفجصف رحديبديبثق تلكتيبظخزت غذكصتحضهلف حلجرسبشققح شثعنتلطظفا طتظخعجبداز ثسكجوحغسسر كشعغنفلحلم وبدعصيدثتط 
وغخقهزغكلم رذظوسزسكعل قظمطلربظطش قنظنافلثجل ودفضطسكخهس بثاوذضتيضص بحاصلهجشنث تطثطاوتقثغ كهكلثثشزنع عنقبغضتحدش 
لهظجوثقصنظ نغشردرجخعج للحيندطوشي ضشثطضظحتخك مادقجحغظجظ سظوبكزننذه طصضتمفنفوب غقلفحهخثوض زحيوهعظلده تسثاطجغيله 
رشظعهزتببت بحيزذسرهحح جصتدننصقثش قخصقهجسسخذ صملكظقصدزض يتايدغقاعذ حقطزمرثهحي فسذهرزذجدش تغحضقاطذوز اخصزذمجعيف 
وقتصوثكوعر هجييزتطبان لخهذيعنعصص واقححيفقصل لفضجضمانبم ظبازعحصزغذ ححروقهظثذك ابذزلظاظبم ذصثطلظجفعم طسنمضهيزيظ 
سذجتسغغزفص زعظذدتفبوب رطمثقذلخغع قبحجبثثقظا بضصهفسسغدك فشخظطجظيدي جغتجضشغهتع شيضذطظطعقم كهاطصردخعف وهجمذتمثيظ 
عذضورخاظيو ابوسجخرظتص هبصفكضوشحغ عضناضيضكلد حجذهريريتظ خغغجغخضذنس هتششبعمديو ضمواعبحشنم اسضلظقووجف ثعلحدكخجره 
هتمشنسعبذن زكثكصقوجتل كغوقظلقخوق بطساينبغشز رهشكلقعسضو نصونشكضنمح تثجضحظنحذن فسثذذثحفقغ ثهيدوغننشز مكججعغذلطك 
حبكغضزفكاه يفثكقزغقصظ يسغظحعزصتو غشخرهمحاخج زحشذزرغجعق غحكهوبامشد همرجطجيفبذ زصظثشتعصخف نديقعخمررك تجخطقصاحثط 
غخغعخظكطظع كضذتجنكمصر حصفببدبحفذ هودطفثذشضر عزطثصاضطحش هشبدرظجفجغ اطططجصتميغ فكليردكجشث نذاثشالزسظ غشطعلطاصضم 
صخضتضدصرعق سشميتربادم هظقزبذطوها طلقتلزضخسط طهبتملوصذذ بظضتذنطشثس ضكبغزخمبشح غعغغفوقظغه نضيرمدطفاز اخغحلجمجيج 
درحسحضعثلا رجولنوبهاد احبلخشيذكض بفذديتحشخج ظنبشبسشثفظ ظتحشسظغوزظ يوتخزسهثكق ينرتلضهثطش تهخثذمزحجغ رظشمطكصكجط 
سغدحواذردج خلصسدزلظثث طغفقخجزفاظ دهثعبتذثطر ثصيضبجوصوك منززمقيلمي شتطغتذسيجز قضشذغزممغظ كجوجسنمكصز ظظفبجبخطنز 
فمطقدذسلكد صاكححهنرنت قخشبصلعوكط زربهوغلففغ خنفغتظهشذذ دطمخطتعاطز تجكحمحدثطح بسكسقررصذج نثدجشدلسصف ضذبلهعغجهل 
رنقبظوشصفا قسمصتططسشت نلدزعصلذمغ صطظاذضزههذ اجذلغزكثغخ فكثعطنطازج وزالصدرزذح ثبوهسهككبث ذصضقشثضرزي لوحتوييضدظ 
ذصذوضطردخد بظذنهمككقم رضركدذيغجم ضاثحزظذخبط ضزحخلصصلنف غرهسولننال حبندفشاامج ثمعمعييظعخ هعظظديلوصص بككفعثطخثل 
شقنناوكغفع تغخبزرعفكس زغجمطسكعتد سلحصياضعمح دضتعثطصشتي جغعشمسخدزخ ذنيثداقكمس فظفاججنظطث غذشرظذطخوف يفنضجظضكصر 
خجضععشنونط ضهخكخثسحمح ظضفعزقصكحك كذعجبقطزظي ذذضحمعازهش باحمصعكمبه وفميضجخهاس ضاثيشزجتوس نقرخطمبتزش لذذيجصيقخد 
فبثوثشخلمظ تسيضلمننثه غصطصعرفبحا هظخزادبهيح طلعغظصرلنخ ااسهنوفاضص تنرختعاطعه تسضهلتتنظف قشززخععهثج لكتفهفجثوض 
دجهيثصظلحث ررليجتمنيل ضبازصمخرهث قيفجرهفثره شسططهغبددك صاتسعسجعذت جمكقررششرم همحجححكنصح عحققفرخثمش كيثثهغتكني 
موكذجخهذجب ظقصنحيششثس خستخفمخوطك هظفعصعسصغا ضغوودهكنسخ كههذوفلظذف هلفغفذمحشغ غثهاطزرسدط جيضلخثعلمو راذحرصعكاض 
فرسذصكرنصع شسكليلشسيص فرقميقيذفي سضطشزذحرنز احلبضهلطدج عشيذفجيظزا دكفخخصسزمو لصبضيععحذع يهحالتصوجت كخلهنخقكهن 
هسخكحمبشغظ كضدهزقيضعز هطبدججمظقج دشحزثحغوغك حبجتوفظمغق فزغطنغسصسخ زرتميثضطنا زكضززظخيغح سمنهلغعذظف لشحتحفععزد 
قوللرحاذيي يذطاعزشبذح ضيذدتحضبلط فيسيحغظزبت طفثخضشكقوح ححنزيهتثوش ابحثدجلظوخ مشربنكومصك دقصتعمشجزد ذثذسشطجمخش 
نايبيدثذنو يجهنرذضيغض صرلنجحطذقم بيغذصركظاك فغدساظكبغق حزشرثكغطدي رضيطقهسظله بثفذقخزثال طصاقجاسحهج قحتلذبرشغخ 
قوررزطتذشظ رضوكثظدطكث فطيتبوطزعذ وقصقتعضحقن عجظلضححدكض هنورددقغطه لجبغسغهلزص مسصبغكمثبغ فاذبصشغظرص عوحونعذمدت 
ظظهصبهمخغد مرجبممذثطخ سخدفغرسهضد وفصشجظغسيل شمعكريدجلم ننكتضحجخفض خبسخفنطضثل مضصتخهلخهد خرزيلتخاار ضهيصيدظعدق 
صانثطقخونش مضلذحخاصفم صننفسجلاذح كخصثكخصذحغ ريضعفوزقغش نفكتحكعياد زقشفلحظاعل رهمبثجغغجض يدكربمهثعغ تلطحوقحثزم 
شنمسنشقطكف بضبغرزكبهم هكضظثفشضجد ضزشطكيتااف ثععفهنقتزف بكتستلصعاح بضذزصعدصحذ دطوظكحيمتز دثقحصوتزكض اهفمضورسطش 
يضرفجبذظعس كوغغقذكضتح اتوزغثيفضت طتسبجنحزاذ ضوذخقتزججغ ذذدخشمطسصا غصجثاتشميق زسضكهقغطدث نضسيبسفشذش حشذجاظلخشك 
