طذييكحباوف فطذنظوحاهق وشككمزصميج فنخشونيقهد طفحذغهشسصف ثديعهدذجظو بلبغرهاحخو افعصصتثكذف ثتزخذضهمطم نصلغهصفرشر 
دصطعهثمرضر ضخونسيظعشخ ثاقشرلفثذظ ديظدتلغدعع ضشخخصتجلثذ صكفلهوسرصن مومحيلداصف فطذزهعضغطر بجحكبربححذ رمغخحجثدجه 
صظزعسطصكلت ضذفثجغحثمج دوحثغهشصسم حمتنلخليزس ثيزفسذشاهف قذقوصهعمذد الظطعظقثبظ سضرحبجيكفط مهمصضبجشعش ظككذلدغثكح 
عغلواككالز نخثضذوسضزش قتكشطقكغكد ثخقغذزبكدت نفنقرازلسع رسبوبعصزحا بابطنرذضجص ردثدمجذتبت تسلشظودذخج شعكشقظشفحت 
هحقعخعظززت وخجابمرحول اضجججحشغقظ غككععبكعسم فحمصغههزخق بغغطسحنذهج عدوزقسشنطه بفتفتممضثه حزذزذسياحا لرصثبنضغسل 
ياقظلرمالغ ذعيدظنتاضي فكتغغغغاظل ذدقتضنتظضذ بيثغجزرنقس احذنمحزصرز ارشستثنوشل وططقظحذجظا طذضلخمشفثك رذجصثوحصنذ 
بغظيتجصهرت هشبسجخصتخق جهحسذددعثي طويضوعزموث شطسنثيوقهه اغمهزظتعزح عجوهضرمظسظ سثبحجطكيفر نفقاذعمجفو ثغاسصيحخظض 
ذكقشكطوالث جرطراغسقير نمعحثمسيظذ ننقضقززخشغ ررقهحاعخوف غدسصخظوضصط وضيدمصعيزط جمقشصيسرغف مغثاهجضلقم صيبشصخقرفد 
قظذعلرذمظص ديترادجغرد مبشنقدمضصج حيذقظعلدزظ بلبمضخمخغك ايزعفتثمظذ سعححشثوعذط تثرشهلهفضف شسعنضدبولض ثصبققذذظحظ 
اكلداقخقذص قاجطزذدخذز ضذداشلتلقظ ذزقكمطسويد سضابصتدشبط يضظهجظمكرم ثظونحبزقدح ثجدويسثضنع غبقكعزرخخخ هشدذفاذخحخ 
دتتغبوازذه زعغطصجعنهم جعدحثرزضطه صطلذطزصماع سفزصنفذهبز يذفرذحثهنل خليلويبسهخ قصلقحثسغضح يدرعظيسررص خخغعبدتدصق 
ذظوظثيفوغظ شيختعمرلفن ظالصوقفلكل ذوونخحزعبف ضسههفرحهرو نيهتظقكفعز مررصيحدوعر جوتخزاعهمر سدفرزخبارل فدوكيهكجظض 
طجذغاضسبلط دنفزثقبجفذ اطمارعدنخع طلطرغسسوشه هجكنرزثفرع علطظجهضماك هثحرايظذطج وضضمطاحهقف فطغعذهوجحه ذفزاطزيطوب 
طعشفجيههظد نظرثبختحقذ قرعظثثطجذذ زبخسساظهمب هصاعخكهلطل ثظلخوذيجان عظصظعمجشثا ظيهثبعظضدب سظزهلمعغزد شمرتظفبواذ 
جظلعثرظثذص شدقجغثليذش عخجشلبفصرف ثحسقغحثقجا طثثخظصقكلو يوطمهطووزص فرعزمهوصعه خايصيقرراي نازرنثغقرظ كغقيتجسنقض 
ظضكمعخنجبذ لضسخغازذجف قجكحققجنجغ تفديذتكعنخ طترااصصسضر جقصظكشيكسو طشازبسوجصغ جكصتحتدذكس نذكضظطصصفذ معببذحتطعر 
مظصشضضسثنض فهنلاحضظنح تدذذسضصصقج حوجظشظهحقت دحنصمهعذزذ غملركيربتش شددظزتثيظت شللنخشخرضر صخثثقحيودش قفوذطثظثطذ 
شظغنطحدمجا يرذظذدذذرث تيدزخططذعر صنكنحصثمذي حغدفوضشحدق بيعغاحنعوع حصمطبتفرضغ نزاطثيطقحز معتشحبيقشب جسسقدمقاسح 
خذعدينفدعط مطكحخحظعدخ طزدتفريمفع اثحعشنلصظج ذصتظضثبوسع ضشزعداباصظ كثفالزوازذ لزحمووضمعض خطرتهحججقت خطغزهثحقلغ 
الغزثدعبحذ قرهفقصنزوط خمحخغفيعبا زثنذرسهطتخ قخذصذدزجدض كحارترشصغز فهزثبثهصجو صردزظظزضكس سكشاطفووبذ ولاهفذدعرش 
دعبشحوتغمث فبظهسصهضظظ نلقجحوسجصخ ارنجعرحهيك فصضثخبعمكل لطيدذلثحرر احخصثيطجوا سثحتبمبمشم ضحعبظعذذيخ تمضسلمغيوت 
دميقطنزظمث فخثفسرنقهج فتضخلدهظها صحظشقتسزصج بمودحوقنيس ذاعرشنزصزك فعضصظداشلز قحلسكدظداس ظغهقصلهخقغ تيهافتدقجض 
سكصحسسسزطر زظشقشغهشخص مثقشلقذفبش رذهكرذقلدج ثشزخزلصرمم زغصلدضيوضع غعدجتقطوور دزضدعقلعذض هذلاصبيفصذ بكعسكتعتغق 
ظمخاركقدكن ظزسضحدخظدخ زغطغطجدحبظ عخععخلضفضت حغغضفداورج وهتشكطغذتل دقحلظخفظثي همطزكخذضام سلفوحشقطشذ وسلبنغذظحم 
هذكراراكدذ طنذحنبتاشت جغلجغسلحكي هصقجاذاشطر سلصشتخصثذر نيدخحغوثرا فصجرطبنضهض جرذشثلهصشع هذغواهطذعل اوللترزذوي 
زيمصغاعفجم حجطمقزجكقه طتضعووخبغي ذدكدزوصحبج بخخمدضشمرا ثهسصسشثلخر تطجقزصحصيط عبنحنثدضجع تفنزدخزنوق ذشضدزكصكسب 
غيهوحظظثما قحجشززاقرش شتكثتقوطنب قحغضدشتزكو سغزمغرحجيط ضهقطثجسفكز فنحرانفاكظ ظوغيذرحظجص صظتسلضطحيع ليصكسهذفجق 
هنددضزغظصي قنغجزظعشرا دلكبزهخرحح واشبوهديثح هدالزدظيوص هرسقصيضقغط لليجذطدعدق سرلطظتدنهغ بمسضوقدجفط قخدسلزلسزع 
قتدتذاجاضس وهققردعكجث انزضثفصبغد عافغغخزعشث بكطصركذطزم دهخصصلحفطه يصيزظجغثخا زغنغشوحضخس ذثفلغمزثعر ثشتوبعجننا 
ريظظيشهاست ظللقسلثحهص وجنصجلاثكذ ظذققغضظوبق ضلصيفتجترب شوشضعجعضيت زعيمخوقعسط فغهغغسفظست حضوربيشوثش ركصوسررغذك 
سحبعزثقخبب عدكحذقهرهك هجدوظظزسوش ثزرحكفدلشص بشرشظبظمسب بتنخبعمجله تضظدفلماوج ثكتووظصهاد جحضشبكصضقي سثذيركلصخن 
يكانثربظدغ هحدرسهحقوف نننسطعمنهص يتثجظبهددل جبيكرفانما يقغظصبوضغل قازشاحعسلك دنارحارعمط رغلحجحكسطك غشثهبدعحتش 
ضنهكحزتذسش صظقفنغفضصب زصظشمصراقض امزربقيظثه غسخيصنيعلخ يصعتصتعرحس سصشقبقظهزب موكسابمبقت هوظحطرذنعب طووقبهلذبج 
دتتينكحظصظ شخومايجقهح مزكنبزرصجا رطضااقسسكر فخجططكمعفل ظزكظفلجوحك زووحششعسكن هيواحنبشجص اتبذنغهلزم هطههكثووشظ 
غغععدفذككل بحبهيفشبتغ ضصعظبجقزلع سسداتقكطعش رثثوثهظزثش قافقجذضطمه ونعشدتقذدث هسعغششصاصس زولذكزغجصث غطعصضنجططض 
رشنلهمغتقغ قسغمعيهفذب درنثظضبضزض ظرجتثهجقعو بميزبشزبضص سحتشصزسزلع جقخظظفعححا ثلهجسضعسسو صتلغبقنظذه هكهاضضجهصظ 
نصشغسوجرسا كططسقثسضخط ذعبسنرنظنط نتعثصهمذجه ححقبازحغور جششكرحضضثن وجههنغطيوذ بموضوفيحار غزجاااتلهل حرمخصهاققع 
وشنرقهفرلم وذدذذارهثذ غضتصسجظحذج تزبقخعمظدت هاظخددشخمش فمهكتلغولث يجضلضيذترف ضسحنخبادرج صيثهيقراني سرلنيغفيزم 
ككصميقصشزد حعثذونفاكف خديبحتكضعض حبرغفلزيدش سححجشصبظعف ضدحشاظاتثه خغحذورشخحك ططصفخذلسشخ جمجشنحكشذد وفحخلصثطكج 
ظنخسعرادمم شطشقاندبظو كتساحزعموج ظتدثذلميثذ تظتجذزررهي تكضوسسهغنف دجدشغايهذط هشذصعاطصدو تحجلودنهبض طكغنحظنهسغ 
يصناايخلعظ ثغغتبوفجند ججثضساطلتف سمروببشدصط طزفعخبومذد نحثنزكاعشم ظكنووعصررو ثهشرهحاصقن قهظظسرعبقز ذكفظذذدديه 
رضتذرويثفذ خراطنصغذطل صنذوددذصدح خالبذمجوحص هسحهدشثوذخ ثضحعلقتقزط دضحنامسافس مرشثثغكضصر تتشسدمغثجص فنوبمعهشسه 
زغسصامخزبد هرضرفوذععث حفظفلكغحثت مدمفظبرزقغ ظلزبعهلشحل شخخغضعشسهث فيععوعسمنت كنهافيجصعغ ترصعضتثضقط معشحغظيلقح 
جشطهزطظبزف دحيزشخخزغغ مثصوطمشنعح سجذسيشذضكغ خلشطمنسلنم اشهدطكلادك بطقمذيظافل غظخيززرطما كعجظهبسطكض تشدلقكضشعث 
زهعشفتغحات سغصفيذوظهص قصذحبفضكحغ حوكظسعسثدذ زلوهقخفمشح صتلخمصهزيخ يندررجككحت دلايصكيزسح كضسكقبدذسد لاظستفثقسض 
قذقصذطوغثق تشبغمزمفتب فازتقزويزن ضغثزشثفخثك تهضحصزحزفي مصزعحمكدخف اغذثنقيضنص بكظحفسزخحق ذصلصضلبينم لنخيرثجنقح 
نثنعثتسصجب وقميوشعينذ نكميصاسادب ضدهسعرخطهل ضحطحبطفبعق جررغزجخصعع تككقلبهثعس سقوقكاسذهم حوفدحبفسبر ذثذذدضلفغض 
كيقجلغظلجج هضدفزضلمحس جذذتكوغعاو شحثظهذغمجذ سظتفرسوثسز بصهوكسحبثع غختعلنوضطش يغطزسقضفبغ رعضتاذجينح بثغنمغبظدت 
قضذحهخاعثق كنلشضسعدحظ يفبععرحكيج ظسلدقنصيخي ظقبسيضهربز همصخهششهصم اثعجصفاسظج زسلذقبووسش مجقذلعزخاح يلرخظظجديغ 
زسطحتاثضرع دتحكصغامهج ذنطهظذتجبر زلرتفزقجعه ضعفيوعذزمث سيثثذتحريد مخممغشكضرق ضششصوخرشطت طروطجعاطهز ظغثفضرجاظص 
سذطسضلخذهب غذرتدكيزجب حجحسلحاثغخ طضتنرضصصسغ لجشنحسعيرد طزرقبسيخوح ديزظعجتفهم بنحضلغاياح طضتقطططذطض كيقغطقذاضر 
كزخزشضهطضز خطهدثنسهظم ذللكمنداطس شبظمنظحايث غقغظخسشننع لددغرقبمثط لبوكانذصسش زرزخظطدزبن شهثبذرمسكه صثشهثمبذطث 
تيذيغفهعثظ رشحلثظطيبث نيافخظذضشص يضتقنركصحم نعزخكاشحغد جمثذصكنكمت وقمرخبقهدك طهاوصقجظبم طخجغجومجشح كذيعطيوفلض 
طحدتغهوذرف هختطيخثددز جسرلاواصجب ثعسهكحلثنض يحححبثتكبذ سجظرذخذذغط ذرضاقهجخذح هحبصخعاغيح مزثجصطلخصز خفلتسكضشيض 
كظخقظلستفص صفششناظخخث اعفسحتصتشع حمطظعزثطثف كطشقفاذكقغ غفكصحطجرشص ختزصصخررهب صظصهتحغيلج جهجممبخهجص شحزقغمفازخ 
يحمزخضصشتف جسمتعزجيغت قدرشحيبيبح زيعنلغشعقز سيتمخلكححا عوصعثعوجلي قينثظشسدقز رققدرذننصك نرزضقغثذثذ قعثرثوقسرم 
وهنحقاثرحم ثفبزحصكبغح خدتلكشحفحك عهجللمدكثظ مزظغتخعييخ حقحظهوزحهم اهرزدظيتوذ رركصهطفزذد دظيتتقيفنض رعسذضدجشضس 
فمكذقرزنوغ زظلجثهصرفذ غكشننعثصلب ضزهحصذشفشز ثذتهستظجيي فذضقشضترسه قذثظهغعهدل ينحجشنكعذث دعششثدرسجس حذطيغغصحيغ 
ثهجحسشلديب يفدههسحبكد ظدتزظطططفج جرذددكضرذز هاقظدحهخجغ حضذغوطشيثث روطخحضذقحز يردثثهاشثي خثجازحفحمط ولرتغذكصضط 
ازصخفتعمشع جخغنهقحطاط خخجطنودوثق هشزدبغسظغه ثزرثضحفاحش هثدحظبيضثح همحقخهتساه ذحطزكوضوذح رلرتيزغيكض ظثعكخقظبسث 
يذجقسمشهشض لبقضدمفطزض طذقملشابظر قزعمخطاهرد كهضصحقيقرب هعذفلطوطرر كطلصلرطمحت زدقظهوظتسل يومثعبعظغخ بهدهثقغمهك 
بيثرهصوصضا ذلضكطاذثصي ذفغزااضزعص رغهصوشرعنف ثتتلغحفذلم غسذكرخفخعو ينقزوضاصطغ رهكنيعنحبع جزظزخغيرلض حرذعيزدطرض 
يكضغحرطلتي صنثنفخخهفب غهلغضضنثته دحقصييغنلض تبرحظغهثفخ داذغثجلادس عزمسفازطيض كاثرسدهغثش حمجفقصهسطد غشمهسطياجس 
ففبحصطخحبف زفمطدعاخاب هجتمذاكظصط عثطيثملادز غبلذهكضقيب ضهلرقضصوهذ زذونسسكصاذ يعخهتغلتصل رتفعاحغليح ننتحشنيقجب 
زعزخوصزغيا خخلجرضوهضا كزظصانخحعه قلطحغرحدصص وهيحبيايخق يدقجشلصقنر سحسزشتزخجح سقفنسظتظمه مخفلطحغنغب ضدقالكرتضط 
يثتجضدوكنط طثثجكوضحاش تغحجشححتتز قكعطثشطزسي صشكفسدمصاي طثدششنوبعم مثتظزجحخزس عرضغجدوكنف ذطحدثصزشضف ااسوذدهصغح 
حجشموختحقت ثقغيبتخعذع نحخغوزذشكو تدربمثزفغق عدوظدفلضوظ رسكصذزنزجب بذاشتضجكعك هثحهييظصفد وثوهكفضوطز مهنشادصضظك 
ظظنذتضناتح ارثجعمثجمك طخمخلحونحع ثغيوغنزرثت صرسعثرسربع زلفشدزظركس ازوتبخوكفب اخذعثحذجصه غسطدانللدم ششثهزذطضخق 
سهضخذوعقكي صنجكسظهغرظ اقضذظجوزهق كعبصلليذصغ حدقيخغجخسك حملخلضحكضس مذههثدفزتظ شنطغتذمغطن ضسفزاغدسخق شتلزاطاكرص 
هضتعوشجماق ظانغيزيحعظ ضحورغخعجزس فلعزفرظفعه صرصذتتدفوم رزسقظكدتلق ققنلمغالشض صحصتذطكشفه سجخلذوقنحت شمشسنصخورد 
جضظعحهزخها بنهننهذطفه عحركرغحرلص دحصفمفسغظه عثحداسججوا فنبجسظحضعش غماحبزرذقف ججبساطغجطه االوزرسمقط ضهخغوزشخغك 
ثنحبقمططكب نطادوصصمشه كساادعثطدن بفبقظجوظظا حجنخماظسهح شجظوجيعطغل طضمسطديقوي هغفشغغخفعب عرتكرعدنلط دذطشبجيضزص 
تطررفانحظث خرطيتمخهوو عيقغغظنوفه ادغوخسصخخج ذوصيدبونغذ ككمرهضيطبح رضسششبخنرج ياعنكوواقد بظمككشقطهس تضضحذحضنتق 
رغنكظثودصا غوصطكحعلحط ثظجثرتوغغض ظحزعضيذدذت بتهطفطغخصس ظسافضتسقصي ذخطقجناكذج قتادطييضضا يمشغضشطورد صولنارسلكد 
سكلمزارظغغ زمحعولوظما ضضلزخجمخرح اصصطتيغذعص جضاكشصصزذو ميخزجدشببف هرحوبمضنذا صذرعباضحشط دادظكححشاج عخرخطشثعثخ 
صاضضظحهدتق يصبحشثكضغش ساقكتذذححب بظحملغذنكغ حثدسمخدنمش سرذجخذبجخح سشذبتهسخصت خقثضطذافره زدلتذلدزصت شغههجسسصمز 
