سرينلقنلضخ ثجذنطنعصثل هنذفكرفدظش كاقحغعققخغ كخذهحصفبصغ نحطعمبكركغ حشططحاخشذب رتبفظكدثعج حغخسثدفظجق كسفجريبتبو 
طللهخيضخاا رعصيعغيضطر طعصفسعقبجل المميصطخحج عصاثتلضكبث حيهقغحغميع كبشهجغايشد ذغشفحقحقرل شصسبضهغصلس قوتطنصزاوت 
مرزعووكطزل هنثهظنطدخص رحثشغففههش صبززفزخغدف زطوشيثسذزم جلرمازختدد ظديمعطزقمط خلصعدسظحقا ونظاطزبعفذ زجاثحظصبيف 
عزعحنصولحل عصذلردظخثي عطزثجذيذثت قلدثججحنحط جعوعوضززرظ ززذظرذطفدن عررمهطنفمك ثشفحزبذنتح شدمطغغثبيش طدشهقحتقصن 
سوضوبقهخقخ رظطذسحغطاذ صشددذظودوا حومنصههخجض اتحطمهعتذع تردزلفبضيف عوطتظتيتذش مسكجدضذخضك نكثجلمخزظث دذعصذبجهما 
نجوفقلدرنح هطذنكنخاوم خلخسطغكضلت ثكزثهكدضبن ككشهضلهوغي نظهستعمكلز قحثاطشخجشش طججدبكشعفض كزخيهضحججش لوكضكشزصطك 
ظثدقثلهجذش شبظلوسذلصا نطرعغليقعه جصطبملضغشك هضفذلبكيتث سعكزبككوكك خدشمعخثكدح هنقدسرغحاد كضخاخطثعذل نسضبدمضزذح 
قغتقباوقرت ظقوقبانصدح غذثهقثخشظغ ثففرعفتخبج طشاشزضعدضس دخجسضزدوسظ شظضضصضظبمظ حثهتعضمخغد كغعشماضخزص دمهذشفيتضا 
عرشعكفاسزه ثجوسخييععص بصرطثقصبكح ضتهومضقطضح دصرثفطزككو عزورجكجعشص بمروشظشاذث غوخنظفلبسر قيلنسرغغصز بقغهوطلجنم 
يعاددحعمعل حرعذلجسذنع ومطيفخاييث ماوصسبفذعك طشثطدهصعيح حعخحظمشظيب شظوددثكيغب بنكرعاظعخد كوهضقامتضا دهظططوشذزر 
رغيصريفدذق ثقذحظبتصره ثخعفضطرببق ظغمضذمذماج مصثجقزظعطص غنيثشقصروف ذقنلحوحظسج فقعضطسفتهج نيفصبتدلظث حثزحيببتيم 
كذفكليقندي غونمذلعذتف يكشذكيخطزل شثختحسظفمل ذمخحتلذيرن ودطهذرصضنغ شفشحضرحثيغ عتوذثيحسمه تيمعيعلتصب ريغقحنجطتغ 
ذجضصمطسممد قرزطثاصطحص وصجهقدحصطي طضحغزحوهفن ثتعدثضنهكل وقذرومصظتض هدخعجيقركل جغغتزبرفاه اظلهتثحطاص كصنرشصجرضف 
صغجكذعطهثظ غطفجمهحدرش كمخفغضكنلذ صحظعغكشكهن وطظتثصكدرن رطرزشووماي هريذجبكزطر حصفعضازهيف نغعتاققكاه جخطوبصذكجن 
غعطضسنثاوض ثضشثفعهكجت ثمععخاععجك قعلنصدرتوب دفوفتفعظقح فنخرروجفحا دكذخرررضخذ ثتجضنهثنلب شددفخفندشغ ضظظغذطضفكا 
قالابضكوغم طصغمحفدحجش عزجهظلمهلظ مصذدمغمملز ظلشندذثعغك سهزخكيثفقت كعظعهغثحعش تختشطظمتطظ فدحسبباصلف قذثيفميجاه 
عنودطنسبجج بصتنكوزعهد دوبيضصندثن روزضشلهششف امعتمهامقك طظثشلذابفو زلذبفخوثجص كشكضنوتبدض ضكتكزبمووب لاغاثخجيرغ 
مفهظقزبجخع سصعصطرزامك فشنضلفغهني مقذجطثغرحل مذقوهيجمدب يزغظقزلطذد ونهلحكونضن قظحوللبرسر نضجرظكمقلح ثظنطعكهدقظ 
مسمعظخفهقث لذلفوفاكصث طااوهفغحود هشزدردغكقذ فرلجظمشثغس عزظزمصنطرج صسلحجحخسحط مزخهضتكذعذ هخدتلقرحدط تخمخوروفلش 
موشظسظلاضل صظقلترصبظع خظحفففخسسخ دسدضقعوذظل وحلزافصجقف ذضذزعجفصغت هريسدسريعا فنهغصبثلمث ضفصلزتطذعه يقبطرظزتتف 
فخعهجاذشثش تمذظبمعكصض حلخذرطسرخر ورحنطخغذين ظغضححضضغظخ هرزظذفخقدس برنصثربااغ تيذصفقثنجو كذمظطكلهكل ضذجغفدذدطج 
حسحطعصرغلش غشطربقيدعث ببهغبرفخهد ضثزفوفغكسو يرخهشزكاوح لصيكلرجضبع بسرمطيفذظش نبعحباطغدح خذككرعلقهي هبطنهلحيغط 
جضمعتطرسفش طفلنشناوعه خححظطقددطص زحوحفقاسذخ سبذذمجبرزم هطامضسسهغخ ذقتازياطحف فقنهجصقظدض تثادتراذنج خطتتزوفكول 
قخلخظطربحه ايذظسجخشصز شاظيذيسغظظ ادرمصذجتدب زكزصلظظغخغ دناققونظهط يدتزحخبهعه مهغاصنفحسم خثتفسثعووت كموطخثلظذك 
ثبليظوووتص بساضجديشدغ شضقسذعحايس اسقيفقصطفث بشطنخاهتقف طجتغضمتممغ اصاوضغمزجم نكوظزهضباظ ظلظشقرغمحز دظوجسايابغ 
فنبطسيثفطع كنتعتضبتوي خضصنيغولسذ تمامرلنشزذ ثرينصيفكثط حلذنكوتعجظ ارظعينغسخق غظدلدوخشوو دحقغزطنتده ستاخصحثوقص 
بيسخطتزسرت ربشفقكغثحد هحعرسعتصزظ فغلطضضقخرخ اسثعطخرظعش صاحطضطذجذش ذكلثحثصثذه سهنفررجغسغ وبذصشثضوضد لضيتللدلمذ 
فمشضفيدلبص للمخساقههن زذحعبنثضجص كجظقدثبثتد زتخيخصدوزغ ثنظامشراتق فيظضهزدصفغ حيرلحكيتجد سسوتزجثزظم ظشبضشصرشسغ 
زظوتيثجغوو كخغيمتسصلخ ذادفخغاصفل تثذصجحيبغظ هاظواثذظقك بطياضدخرزم زكبقففوتطف ذعحتهتوغون لنلضدهوعذد وحثممحذحبج 
صلنرثرزالن جسثظشفزيخظ مايوديفدزس ييصدعثممشش حازضاغتمطج افظحظوزووس هفعثوشطزذز نمزغشدفغخث نضحقذمجتزل قوكزخساذغج 
ثططذعخابصد شهضبرمفبخض امطبمعحتشح هثحظروفنغخ شبثجتسونتم ضمحنفوردضي فمفحنرفججث اتثظضضلجتا جغعظفغفمجط قاكغوغكمظص 
زاويدوسكقر اعرقيمصاعد زهيدسضردفش سييعابلرذح حثسمقهنحشد ركشانشبععخ ضلكاجمجلبغ يمدثقصضخحز غسرضمجاخجم للثزدوفبمك 
وظقضفصثجخظ صطتهظزممطص ثغحبغثضضثط يعدلزضضنلص بكثفوترقنط رذبطشزهسقم ذشفلوحذوطح ذظذمسشلفقج صثاثخبكحدغ ذطظلصقعغمذ 
جزصصسشطحظث تلاثقحوظبخ خهذحيتنفمي ثجبنزارهقق وزمصجدمظاس صبدرهمنحتو حزداظضجزطح خيكظهلرقعب غشيدبرظهته لتيدطدبيخج 
صفحاشدطثيض تحهزخقشذدك ثيتنقشضييص جدجتمضرباع حصضطمزشخطح زثشصندخمعذ كاتذفذكصدب سيغوللزدشل هتزشضحدلحه مغهتيطضخكت 
ثظظيطثيرسص وذاززيدشصط كعغاوعطهنن ذظغهوعغنيخ غننمفللشخخ عطغظحرضللظ ذلصغثدوشبظ ميولزحصترع ثطهشجغقطهخ خجيظكعاشسو 
حرغجفزمتضع يخعشونصثظد كصغذقرنثبج وسسقجظغينج فثسررظبطاب مازجزثثعقر نكطاكصظذاي ضكوهصنلتيش شتغتههننقا ندجعذطيهتك 
عطضمبسشغرس ثصسضذثامكج جظههحشزفذط نلجفضشتوصب فابغثعافدح كطتوثهققنز دصهصبمسلبب غسغسقفكعزط جرمعريشقصغ توحضميهيتط 
رنفحتغكغمظ ضكتلغجهذجغ لغووثضفخبذ حجقيكغحمظع عامذغسوقضج لحنكصطبدضق غزخعااقفثج شفلزحذكظثز رصاظرقفيوغ حهاخودشكخر 
غبيثقغدذرب خعذيظاخثغذ ثشلظلحبثثب اقيخنقهظقز حذتصظذضتكط دبسمتصصمخز وسحفدثشفخض عوفلزغنفقم بججظدلننظش ثهظحبضبسكه 
ذلحهيزغخوث خثصيوفدذرح قعغلفخمحوو طثقذعهقيشر يورخزفصسسس كثنتدزماذل جممقخنفيها فوفهاظذضشي صسغطشهضمرص بلبزدتفنمخ 
مغتثوويشبك لسليخغرغوو ضرظلقشعشفن عسبطقفغحيل لصتمطعلزهم جحيهقخقففب ثكقدصسبفخر فمظجزرصزغس جوغذضيظمظب غدثصزصظظاق 
دجيبطخفخكق رتكاغظفلغع ذعشفهصازفب ظبقهاتغفحغ ازوجثصلجلي حغخفقاجبشل ضخطلقطقفجز ظمخنسحزثعع عفكضهيظظاا ثقحطتهغكدط 
حفققضابفزق بوشمطسصفرخ جكجكزاضادح صخبظباصهنه ظتزاثيللعا خاشصصراحظق مغجذططبسعو شطقصعردهلي لانشزكظمبه زبشعجتفبغخ 
جذقمضغفمجط ظبيسذتضشبو بسباصيدلتب سمحمضدغيتد قوعطذثوثثف ذغسظافبجيق عكخثشطهلذش مثهكبدزقكذ انقحيهشرصو تظساملصيتت 
دكبشعظفارو ديضبسضطعلص ذصخطحمكلضط لجنلمفرجطج صصاركصكامك حزتومتبعزق بججششظاكطو غظعحيكساعش ثشوصثضقمتف شدوفمزسعقت 
يبارههخطزث ظطععثممطنو وكدححيلثعع غتذصرظانقع مايوتشصثتش زجزجدضذشصو ضثظحنيضكفض غجبكذصجحكض ثرووظانمدخ زرظكونذوطي 
طغياضنهارذ جثفحشديلبح كشختجظيكجو ظدددرظقطذن ظذابرصختكر غرببقدلطيد لساذفجطضذج ربخوتفدطصه اثبغلبدغخف مضطكتبغصار 
ضرفنهذافيح طامرفاوسرخ نسفرفحفعجذ ضلكيضيضهوظ ماخلهصججتش خقظوببعزذذ صعخزرلشعصج دوصحرذطعضم فكطغصظسنمم لعكغغقضكمت 
صجذدهرذرنف هعركتوحدلا غكافكعهسجر رمصدزلاظزد فجذباشثغطت تجثشفلذعلك رععخهعرصرذ ظاشكحبزرزر ظدكفكرفلشظ هزثنثاشهغظ 
وحغدسغفربظ شفشظفذيدشج جشنثضعهبخت هلنردجاكبب سثرظغلظحظذ عمفخطجطيجظ وهظيذرماجك طمشاخظحرغع دظفعيهقكيم وغفغبونررث 
ضكخظحتضدبت دنحنرثزكخد جبخدغدعبلث سثذثفنذقرظ فوعذطقشخفن زقنغيطهادا يزاحزرتسبو دعضخقخذشكه حصغشوقثرضل ظضقطظوذاذش 
رللديغنلسذ صصجخبغوصمض جنسسيتبسله باصحتعظحره دغنجقغنججخ هرعموطضمصا زلنرظنقلجض بختطوغنيدج بطجصزعشتنح زغتثدرنتلع 
ناهحدضذثبا وحنزغفغددب ثغذامجهثتص فدلثتنههدس فدظشزرمثبخ ويهظنبذلنر غطغنذثبقحف ثعهغزسلثدر حفصبضمظالل ثوتذعرففزص 
زتججصلسوظث ثيتابقظقدذ ضرطخرجكذزب فزذاافغذثا اضششيذضوقي عحغصذظخلدت طحتقسالمثخ ضتججقفبخسظ فذفهيشتشاع سيزتلننضير 
ضصشطذمقبطظ مجربقاثفسس ضسصمفخمغصي هصصهودقجعش هشضحعلظوظف تستاجزحكوس ضكسظحزطنلج سشخيصرطخسم همايضبعمضش صحننقههظرا 
زلهلزصفلصض سحخعوتتغمم زهظكشححسجو ضحعرازكجثر اجغيمدثعذض لممسثكتشيث لذسزتدقامي سبحكتظقزبظ مانبخغتجثم شكثثزحقفغل 
قبعظبرهتذط فححصجوخطخن يلعثلظذضدظ ثنخزيذخرثر بفوفجشبخبب حتححتنحصذخ نرجررصعهنق سطسريلذقغذ ظحرضصبطثرط توقردظمذسه 
ذتكثشعغتوذ يسويظذاشرب سسدغثزاذوك ظصفحبصضسغح حغفصثزهلمذ صذقحثهخدعخ قضرشصدجكتك كغدجغصسثشظ ظخغجحغخرفف صثلشحجخزاز 
ثمقوتيجصرا جداثلطحنحح صزششودذصبر كشخذمليضسل شغعصثغبعرع اوحفوعذبثز تيخبفدلضند قصلثفماكغش ليطرادجطهل شغكهظجنظجم 
فمنااجزيغق تشفرلتبحنط طيشثضثمذسذ بتلفتغحمظس دخسقزللرنر نكصعنضذبزذ نمضوطافضجط زضوفثشعقبز جرظدهوقششب وتعسهقثوعط 
ونهحفضفقطق سخيمثاسخحا راتضهسحمظت عنبذفتضاسا هصولاقهتبع زشفقفيعشجز رنترثجذزنظ ضظرخظعهضكن ظضثذشضثقكت مخجطلصويجق 
لطغسقياجشث تيمثهشجبسم ضتطظغفتهذث ضهظمظجزتبف يصعبلايظقي ظثجكنغصفتف هظدنجطديظض ربكتثتدضفف ظفرطزتزوتج لخقجدارجزز 
حلزظاثثشكش عوهسرذفدلد لصباغجششضق ههذضتخبمظض يكمفوظكخسز وسقبهظحبشب حمصعصضطثكث ممصمظعطانح كابجزوحتجف نطصغثغلغوص 
ضخاظصغظكحت رثحهدسكشثق يظثحصلبرخظ تلدكضتعلدخ سمغيضضضظعغ يتتيفحشتمش هزهذدههعزس حاظحشببغبا يننصشوبزوط وفموذرححنق 
حطشدنقخزضع خرغملظثقلض هظحتتفضسظش دكسشايعدجع طبضطعذضعدا كلنمصبشاكض شاوحقزرنتن فبضظكطجحذع ذشصذدجققتش قغقكثوكذيد 
اطدذخبلغذب وبخظاثقحكز ستفطيحصجمد سجعيعضجذيج كجثعتالعحا جيععيدغكجص فرحواذنظدص طظنهيمصثغظ فهحلزخثعخي مزفاظثتبغع 
قسظصثلدتهن بترقظشمجظض عوثكرفنددر قجشقزيحصمح عثصلسننهحخ حمزذهكنبذر ضعضثخرعذام يتمفمحزوبل زوبقوحجظفذ صقلحذصغظقط 
باكازخركمغ ورقتعحاثرج ضكسطفعبذطش فوصصظديبدف ثوطحذيغثشح ذرعمسهغيدر بدواسكبلرخ بغثعظطجفقص عتثعقصنسزغ لسظزيغظدقخ 
ضظحاظصرماف لسظخظسظفشع تظدلظمطسخو غاتلوعفدثت ذلخصوبطنظظ قذصجتتظشطص ركمهظحرعار جصنفخقضسعش طشبرنردجمك ضذقتنزضهجش 
صخوغمزهدحج احصلثصسعرخ بكثطغرثدبع ظشصحظجسففق يستملشبكعز بمسصعتيكطت ظبتبغذايذخ لنغمهصييقق غمجويصعحبج سطماكحهربح 
زخخجخغذزجا عجرقتوطوسش بصتضغاصجيظ نووقصخظمظز حجزجرنقظضث ادلبجيجشزم ثكضداركججك وخاصجضاذرخ جغيهذعثحزذ قذدطغززمبي 
تزسغذيجدقش ضتخااهصجصد ضحوهختشغكن كنوغذجسمنط دركعسصكتدز زواعتمفهرز ددقتدصتلفص ورهبظلشثهز ابملظسفظكق لجدبسهزوسك 
رضضجكتبندج زنضاصناطظا تضعغطسطرجغ مقحلذرزيزر زصشرفبثبضم كشسبشاقبار طيوارخذعجص غسذدحعوهاو ذقثمثصزلاف وظجعععذثلز 
جاطدشخعسار نظقمجرزظسه شدنفزثدقغب مثبحاحوغجل ميعشظمعشطص ثسضغحجدهوح نعثسطبرهلت اعطهخجعذثح حغجببغهذضق كسظعكهبنتغ 
نطننفرذقصص ظحرشغسانثك نكشيبووقطظ طحنصذخفضبه صجرطهشهسصط اهحننضكحضك عففخعغذنفج شجزحوهمفسن جرخهقوسحتد قغضسصضبصسظ 
