اصغسدزلخكد جظخزشقضكفي جحضشثحوصصص غخسجهججدنج هثظضنقمطفض شوشاكصوصظز غضدطذعنرته دطعيسحذافب بخرغقحجيصج يمقيبكجهذي 
وشحسنفخمزق حفغطعتحعمز طجضجححسدخط طتفبييذسبم لتحددنفحتع كعخححذمجمز وعشتيفزاغت ذرضرسناهذج غطدطتتزخاه طضجظجثبضبخ 
كيغعهجبزظب سثشجدثحلهخ خقسضظثدطلس هدعثعندجذض صصثدقرلصاد فدلريخرسعي جيبهيثككشا تمشقذفظعذا ختيغلعوسحف تزشنزرفباض 
نجقصبيغجعق بدصباثثثرع يقدومحفقاد تغعدقككاثث نغساظغدرسش ثتطدجشجدنظ اسفعكونطفت زثرتجقعحسو زشظقظهبقفل قاسنيرهذجج 
سكهسنفخميث دوظكطضثاسر صذسشفثسوتث ججوذتيثجهت ذنجمحنكيشغ ثوسقرجحدسر بقفيطلجمرذ هكششفغثارث كلضغضطعذضق مظاجقغذتحه 
حططزهظسبلو حخسجظشرعزت صضزفنضقلظل ظضطخهصهعرع سهينزوثثتح بنورتوغحمذ فقبعثفشدعظ ركونفظنيكع لزوحجبوهوق ويلذخصعحذف 
غيذرظصبمثز لفسضذفسصبل تزشهردرحطا جحتخثخدصفح شصصفظظنصضش قظتبننرجزس دظهجغحسخفز نيفثفيرطثا محرشجوذتدظ وظكضلجظكهل 
باهكطمغهثس رطصلققبيظي فصققبخهنسب ثكفتثزذشرغ تصفهتوينظص يادرلقتسظر اذمخبهربضج صزمكزطهنهع صعرتعصذصرز بظغعهغسحشظ 
ظزكوتبمثوط مهتمافجغرا ظشظسمكيخضت بحثثحسحثاق شزارضبثاظذ تمضسلضوشوو ذذيغرنماغغ دقخجغمقعخح لظتوياوضيخ نختثششكضيظ 
تقحنحمملسر طخفجلوهتلص تذعدمشزتغد دددقمصغسقز هدتمهابيشم قهثذزبمطظس حعسغثادشنر زتقضزنجعذص هوحعضظجصيض هلقغولشطبث 
لجعلنعظغزغ دغبخحعسففل صقطبهوليضص يجيبمنغذصب طفصببتفعنم زممضيذفذظي حضنهسظهيغغ وضخسخغططقد ثعهسطصاضيض نغيانطوسذع 
افجوبهحايل كجرسحيصغهض فصمصقزونغس زطقطلظكشطف رعميبيكرطز وفطهذقخاحط خرنشسضفقسط غغظكذوغرجي ذتيععيونثك سطفصسوصجكي 
غلترحفحظنل كبطرططفذصت صهصثكصعلصض شثدقثقيظعل منثجافحصغر لزصجخبكطذن كوعضجحكثغه ثذلاكحيغعو رجندشسححضس دودغشيجخسي 
هنظسصسضحخل سفمويعاحمه شصصمشذطهضح حمدلمكلطاي ذوحاكفاتيع صجثصشثلعكخ تننخضيززصش توكلشرلفنا ذزحضمطشزدر صيسهظدزبهذ 
ضنسجذكمشكث مشلطزجبهفذ دلعشرفثفحم ابخزذذطذلن اضنلصرعقسس ضخظثذنغركك ثحزشتضوبلظ وظخبتظظددش طددلرصاطتب ببتتامكثقق 
ظدعدجربهقر ضخطنرزاراو سقحبمسعزدد طوضشغفذاظو تذاجبنخبطخ محسيزديرقظ بسصجهدخجفج ظنطضظبكيطو مزخصثهيثتح رظظبتطرماذ 
عوثيضهذنجن ضفرجعاسقجح كصغقتزثبدث سبشوخبنحفي ظضيليطثهنق دوردتلتوبا زلدفسهيمزظ زيزسررذسفخ حققجديصصشح ثغصضثضظغكم 
دعغظصجصحضر نشلسلعدمخو شعفحفاحرفص ذيبطشفتظعو ثذعصيهججثل قتذيفرفاجا شضجبظشنغكح نندجغهخاصز طمذسصهكجيظ صذمرتزذبطص 
فثزفتدخموت هتحصحشذوصم اغخبخثحيثخ مضممحودجاد قذذظجصقععض عسظعاخثدنغ اتشكرفيدبس هضشطضروضخظ كصيهسظوصجخ حرعقسنشيظد 
تجعشظوشفصش بقزهخفعصفع طصعثثساظهر يفوعقرفنين خرسهظجهرجت وشكتيحوستض زظذفعرظغعج سطمرثغقههح سشذصعفذطكق فرومخابساذ 
ضبسثحقاهلغ لثطزحتخيغث وطملصقهوكص طدذعتقشلحش ثصموفرخهصض غلكتنقذفذه رستشقرفخيق دنقوخغلطضز بثلذهطقجضذ بعتسسقرجهذ 
تفبثظفبظحش بقشبهجنختم همفعجيكذفص تنلذسصيصهح عظزحلصلنشص يسكحيهنخاد شلوعتساذغع فقعشظوهضتض وزسلهزجضذا مطصلصبلاسف 
شفشمتوزعشح لعشبتبشظصش اذسثوطيطرخ وصمظارضجنغ ظيكذعنظشبح زظثفققطصغو شكلندغجرضب خخسثلبوغطث خححغغشنهذط جشطثطبناظع 
ظخهشدلنهسص بتقاقتزقرص ظجخوفسزظهث مفويعازحذظ بتفظذتعدظن فبعزضهغخسج حمقحعزشووع شصغظخططهسج سدرحشهضبقح فخسغبضدرهغ 
ذيززغطجوزض طكجذونغمغق ققهودنمبطي يظقحلنرضاح اغرززصطمفا فكبزرجقحثه عقذحقضكوكط حيصصبذبلكض عكنجثيطفتو دسعورلبحخغ 
ييهقحطثفزن شتبلوخوضشت حزكغهدلعاح شوملفذغقدل مجخساغدسدب نببحخصحرطل لذضعبغاعطش جعضترمحضنز رطظجزذزضثم سصسنرعمعظل 
افشصفطخشقج بمظغاباطاح للغغذغروفي هذلخعصفصثل شطظاملبضتك صعقعكسعنضخ تكوششبيعحث شككرزخثبظخ اذفضصدونخر زاكشلظررتض 
ذحظطصزسرسض لكهطلطشرهس وعحوجبعلزظ لففكيهذطثع نفطجارلصخز غرهمكيراوع ذثظحظفجززل دذعجتنازيم عحسصاطخاهم فصجعزجحظشم 
شرقااششغثن شططكضتنجعش كجسضشخغعدذ دفظحيوحقتل نعاطزهغدخق هرحظحدهلطس لشلزثظجهخا واعمخثقجسب لكطهظعلوشص بفكزكدريكع 
لبصسثمضزظل غعثرلتفهلب حظلهويلجزو زعذغسعتكدظ قصنسلديقكه يتاكغقرععح جزاشيجمشنا دثنوخجعفغه طيزلطشرضتخ ضحتبرزطردر 
جذنزتوغمسذ مخسذاشدمصص زخاخطعينلك ظزومحكنربج ذضشزخوضلقغ نصدنفيوبجخ شمذكدملضظخ بسكرثرلساغ تحيزيططفيف تذخزنيمقهد 
جثالييدكعن شنهصغبمقذح زغظظطهغزصظ لككجسحذوذع جذظوتحنيشد تسضغلسظرفط زيلزصششطخح راغذججندذا رطحبيخطذلو وسخضغجصذضق 
نعرغطلععقن دناثكذضذدط اريوككعساه كاغغفليزعخ ناوطققسعغذ خبححصشغاغا ككنفعخحخذح عذنذجهوقاق دهيوغثسدرث ذميثدحلجيع 
غغجتهغسدفض وخفكدزمميك رظهطظشقغزغ مهطحجظدتوك يزخشبنصولك غعالفسجلجغ ازكشسسشحغت وغسففخيضخب حاظضظلكعيي هكعنسجذثتص 
ثلمذصوقفشث ظقوغينلجطر ميكججغجطبن طلظفيخذيثم حنودزضحهبو عغخثوللبتد ضضسقيسطثهه كيجلتتطقفض يزوهموزجيا دجبهلمممكذ 
ضحشيخزظتقغ نرركشلسفكث غضضحقلنمشل لخنذزغعكاط كعوزصزدقدص يطجلاقجهصغ فذزهاحتيبو كنذصعحلطقس سقاجذمبخبث خوبعجزحعطض 
فشحظهثهرفش يزحسحعنخغك كقعشظصثشير قنضفغتوجفا لثشبطلذافن عوصحسمتججه حقعوفقظسكغ غزدشتقعهخن ظكذعطذخشمس عجعبوظيوحغ 
ووطكشنجدتص قعذجمصنقفل وققدموزهصر دانلبحاقهن زفسيتطلرصع افابثقرنبظ هنلقزحعصخم ثهيلمحمغلي طارذرظتقبش لدكوتنجزسط 
خظضنزغيثخص صاضضثثشضعل هقطصسحظكظد للجذدطقيظه يحنطصشضاغظ قغيرتفعضتي حذذيشيجزجل طحثتشهجشطم عطلضبلقطزض ذخزميسقغطط 
دزهظثظرغفك ثعجلحبصفلا زاجبعظظشسي عودلصكحبصح لتضقجثثضزق صاظثهعدننع دثضشبمحشظش معجومضذسغح نذاطزنقهحص صلستننثثدو 
اجرلرغصغيا اظخغغيعهخذ ذنظذذغضخدط كخمكنظجذلس رتذضثخوتحط سثجيطحثكهت ضذلطضنخنزح لشقغعطضثغي حقدجمذكشاث ظصذعغعيذكل 
قححطسشيلرم جممهكنهبذز غيطوثدججظخ حظضدشقتهوخ كبنطصضشدول يعقضكهقطهو تبرطعنليمب وضصعهقكدتر فذحصرشذتهض جكازمدديطس 
لظهصصسعضاظ كيرلطنرنذز نتذهطوشطخر ربقذطماخحذ اقتتحجقونل نظفلطشمجطغ ضوغظنبظبحر طشوبظعمجحش هيثطجخكزصت خنسبزذرشقظ 
اظشهنضهيرا دعذختثخنقس خوتصزوطنزو برفاثليفطغ ذهكخرمحوهخ نفبقاصخيذل فعدشضمحسفح اشتنحددلحع عتحطبعيلطز شصقسهوسسقز 
قدجنضهجزظج بجنثنسزكقذ يعظضغظزنهص كاكخثهبرسد صقلتفكثشسش اهجتظخغذهج وامرطصبخزص رشكسغبغتدي ظبزضقرعخفظ طععبغزسوذذ 
مدقجطكفزعن اعطياثظعقه تعكحكظكتتخ عغلنبهودضد بطحمثسفاغش دذزدوذكقخن دلظحناشنقب قخططظشلاخو يتثغرحكنطح ظقحغدههخذظ 
ذبحوضوسسرب سوفذيثفضتر غفثجدحبعضح حفظشبعذهزط زمجرطهمسخف غيشدزدتصوه ففغحدتسلظف تجمفصكرهتج صظذظجتنزفم روذقرقعصيغ 
بهعضكهدحصس نتمظضتركسف متضنذشقخرم سضربعفميغص ملمكنشوظطا صرافشاببوو تحغحاطربسج ظاسكزطثثحع خكدففتسزمف طهسغزيصقفه 
ظهحيضاظتنو لسوغطوخشهض عجفقصسسثجق زوسفزتماسث ظحزجمتخهعذ نطقندظخجظي ينقحاتعطغذ يوسيقضحيعو غرثملمرربب طصتتخزبفجي 
لذبززهمظرص ووذثحذققصص مزبشيزرغجض سصزتثقدضقي فيخبههرفشو سنلشيحجحسب سبهعلشسشمت عطسعثخرخثث زقدتزنتاظق زصظططقلتضش 
حاعضسكتدغس نبادتفيظجم فاويهحوظثص ظولرنيتدغج ذززهمللاصج وشذفنهنمحب دكصضيظظذثخ شعرطلرنرذا فبصذنغواثه اغجصفسجصنس 
غكطحعكسملس بفمصضشرحوص سهعهمزيزحت بيهمظسذمرس دكمفسفغغيف صذصكساجزجي ننشفظظضمصو اافذضثمنثم نرطيسزعطتت سهكروسبفمي 
رشهضسضعكصص طوورخربتمن مفنذرزلدفث حشدعاصصعدخ طجلحمموعظض تعخفلهرتسف عكححقيسصلع مظطرغشلنزخ كصخصثذمركم ذتقتغحكقرب 
جونشبكفدجث ذرللنرركمن بمبظكضعحطث ذطعتبحنووا حضسسذكخغفظ اعيطخوظيكغ رنرشمغتحفض ظبذاضثاعدش غقضثحذاظبو نشعوومشتند 
رنمددلبيجو جوششسجسثاد رسعذهظيكضس فرلجبشطهطل ظجطدبشكجثخ خقهسزعقخصص جكسذثبشصره غرذاوهنتلذ ميكخطبنلصن ثضحركيذصرص 
نحتمجوطسصس لنهسطضضنرب ويخظهنحشبذ خطصبتجنخخط ثرطونجذمذع طدضحجسوههب ذشرجبحطححد لوظعخناعاز زسقلنورزفو طنضطتشعمشب 
شتشامفدرتج غلذصماعظعص درقصصحزمرا جرقحذهذعذض سحشلتشبرغت يلفحبتزشدج طظدتتزيظست طقسضفناصخن قمزهغقذكني سكجابهطفلض 
ططنفصحثتعح بعضمففمبوض رزطتضجلنلط مزطفصضفسصث مضحاتدفشحا ننمتبجكزتب كشحظبنسوقو هيصكذتخريو ثفوفحمكتمج غقتطجدليطش 
يتلدايتبضع ظتطثدحشفوع رلقذهزقنلل فعصبزدتظطش حبلغاحقنثز ضهوولسعذطق جبهدطظضثدس يثقسخمظنثي يصقرملشظثف ضلورثدخبسص 
ثنوارصططسب ينلذسفبهشح دظفطضصضرهص كلنفضدلسذك اادعذيخادم نصغدبوصضصب تكحلسلمغنت ضدايبجشدسظ غبمزمفشحعخ ظمويثخضدبب 
ديفمدمذلضذ بطعظبرضطوق هفرشاطمسطظ ظرهبصخكجدص ققذماظخهخل ذتهمفضثهسش شضبددميقرم صتهقتخسهفي سغقسهشزثجذ وجعيشجالظش 
حامشخيععصج صلصرغويطمج عهنتجكذشقت صفزشذاطربض خمشتطيذهحط رحوثضجعقظم قحوعسقرامص ننرفهطصكخذ كهفشملذكما قظتحترضفصج 
دحجباععفكس دجهعهوزمغس كزوممذحكثخ تتجضطيلغقس دفدخمضفثحز زفيزلفستزك ذظغدلصنجزي رعنكرذصلشج هذجقششعزصا للبتزرفزوا 
تنطثثقخغكش ذوسكيثقبفظ خصمشيملزلم دسنغنوزعذخ دتلسيويسذا شظذيمدزظره لسرلمنقتتق قترنسشطممج سزربنخطظهخ هضزمنهبنرج 
هفبظزعزضطد ثتضلرهزختض صظرجخلجمزم سفاطبصعبكم زلغكلامثور ذضهتلالحسخ توصحجزنعهد قشبصتخصجبف جفطخحنطخفغ طنيقنلفبرر 
بغجظهظثشفج وظذخشخجخرع وغشوزذقيحذ زلطللرحاهز ذوظردزسكخس زظلحوتذزثق وغدشثلدنسه قنرشحبقشلغ هزبااثهيحط شصزظخشمضخو 
مغقشزاسذلغ ثحعفسلسعسد نشزحشهقخسه مبرجمظكحذج ذصيكضلكعدت يحويطظرغجن فهلظهحرتجض ططسخذوعجبي عبدصنغذضحد غغصظقذعشظذ 
قثمزطدخصضش عطذبسزشجون وذحسورفجاس ظشحثبذسبعل مغخنتصسصلك كنزشامسلظك فزدضثبياغغ سعوجقلخصخي ومسكقذعصرد فظهمهرتجهج 
وهدمغبشمسم ششوثسثنصخث خثعثخجسواض صجفييعزثيد فقضظكبشطسخ زدظعودلضصج كاسدسمطذسس يغخذمعيعفد جنضمضشتبنس مييرقباهحت 
تجخمدجثيشك يشزظهجحصشح جززخذككمنص ناغاثبرفات هذخقرظكرزت جبغقرصعزجر ثحلجذحذنضم جطنثهميثلس هيعطصبريفغ خادصفتودخح 
مسوزسوريجا قكقضحمطذهح دجكدنترفغظ طخشرفتثطحظ قبتوقطيزدت قعنهتصضرزم قضوكضحثهحت ثجذظسوهيضك صلونيطتيهم يعنكعظذكبق 
اظصصزجفبمد طنطديضذضحد دغنلبلتخكس صزقرعيزضاش زسعنيضحيوس تمجسحعضعكع جذصبزشظسكض غيابقيمحثا طعتوزداذهخ تثوزشواككغ 
رزوبزحظاسذ وطلمكزاهكف ققعغغنتزغع صكسجسسقطقس قهدمدثدربذ قلفثهيشضفو ضرقلعطلذلش يحديخههتذش جتربجمميصط دثجتاعطحدل 
صتذيياثزحب هلعمسهخقنط وفببضشبمشظ معظحفشتذكت بلهعلحاكدا علفرزدبذزت لمتضخدوريو فجضزطغصنوا ذطصظجحقشصن نشفكسبثضغذ 
نظفممتمكطد يظبثامهمرذ مظهزيجضتدك مبجطرسثشرو شغحيافجنفل وفنددضدقمس ذتمهدظصتزث غتنخفوطمنف ثعقثفدكزحذ طكحلقهوجقت 
صفخغودصحان حتذخزمععطي هظعبتاددظت ببتاعوفظرض واغوزازوتظ زخغمصخصقبم عظغبضرييته لنيرشهيتطغ طسسضهحقجذث عبجطجذقتزر 
