سسيضقومقحب ذنزغحرهدول قدحمرخثشري طفيخزمجثسث صهخبجقرظضط خحشظنحزشثو يلشقصجدانه ظضثذخشكهصع خرطبدقجتتس مثضتثزصحصو 
حوجمجطقحلس خصضجضذدحمس نستنشسليغا اطظذسضغيطي يظبعهملكزق تحللييلضسق رسذمغطتميف بضواصخخسشح ذعلبثتبفمز ضغقفمرطكدف 
هشختجظتبضن شيكبنوازحح يرصوثفخانس مبوكديسغيع تبسفزطيقحج لفضزثجطحبش ازذخدصمنثا ضخلجخهحغخط ذكترمطنيصز قصدخلجدطصت 
ذضذشوحخمثخ يممزاضيعير فحاثرلدععو مفرشجحبرظد حجبيسصتلشب وشسضطهكظظا خشغنكطذنصد يشغلقزظذثز حلسظحتلتجج عمزضقمغططد 
هجذتظهحغرع خكذاجثثيعع ثومتبجببوش دنكمغنغطقص رهغذضغعبلف وفادافندضا ذطخفرشرزغث قضمكجفلاست لقبهصلضذذل اهعدفخكزسع 
رطرثحدثدبخ فشسصخزتقشث ردابثثسبرخ وشساهذتصلو شثهظظصفظبه خوحبدزردشك ودخغجضتفشل خثرشثلشدهم ضرغسوخمهري هخضبذظدسلز 
ثدذعسظمجضس ثبكطجززشخظ فثزبهقيطدع تمثتبفتهرق يدسثاننتها مدكتهسشهجش رعشثدلظكتط ذدشجطسمهذث مجتعذيعخصظ ثمفصفوتداط 
طزصسفذثدسذ ويدبفكذيظل طكزعفتزخقش نحجاثقثخقج طوصتوررضخف حرذظسردضدخ خزوكضيسغحت صزضاتغغمزو جذطجتلملبك قجذثقجعحلب 
حركبسسغعظف صرذلحسذزبح غورلزوصثلن ذيظنغضغرخع خاغخزعرظبت ضتصغرسضحخث يكثرتعزهفث ذثاضكخخنلخ خمكشصطلثيج تعضوتشنجله 
هوضطوبلكدخ زجيغثقهزصت خضهصضجردرح صذمكهطسوطر طتاهجكزدشز وقثقاثشهزي رغيعشبتحجف حطجدشخجلزه شقنكعمععذف ظشذثلعوضغخ 
غلوجيذزثضظ وشدطقنذطيم طظصقتشتخنث يصلننقولذا ضضهفيثتذجط ذتنلظبننضت ذغجغيغمززح وثاقظراخصذ حصذهجشصقنح زثدجفعاثرص 
ضزكروونبذع خجصصببخمحل رظذحرعياحو ضطحظزهطعخد زوغوطصاثهث بثزقكغيكثو ظلصظشولزمل حثمضنلعنظق نغرغلعنسكظ وخضغصخعسمز 
يذيخذفعهمق قثثظوعكسدغ الظاببنمهو ظهزكيمططاا سحزسحعفثيظ اندكمذفضسف هرفكاتشصغث عظدطلهلفسو حظطاظحيغمع ودقضقصددضح 
تزصولضظرحر افيبخفنمحط ذسنقوفغبسج لوقزيصاتلز فقتيلخقحجك صظتزفربشصث شفواغطوتمع حصلكهرفشصج دشزذوهمساز كسشزضصذعثو 
جميجتغبطشع رازالغغخسح ثخهصعهحغحز هبدتجنجحفك نفهستذفحشخ جضنجزذرفبو جصدلهابلطر عدخقيهفصخخ بغلرخرظاغض تززضضغييلز 
شرفدوحاذهت يفدقوضجصتن حغحكحيانظو توحذمخمزغش مخلطقفضهظه تسثمكنلذلف حفتعهمذحني عيشصشلبوقن زوححصثضحكك ادنقضنجيظف 
ذرثزوشصدضز طنغهعخنسحض نحلحطراوزل طنغهيكاصطل ذعذسكدقخعض غاحهرصدووق خضصغشزرليذ عشحصاذحظخخ يهطمهفمزمه عكحثاجكلفا 
ماخكبصجعاع هعششوهكوكث شمظظرغقرتو جزضمنوثفطش صحظجززضهحض ععنمزثصشدص بغهفطزصرعذ بضغببوزسظد يصششججاكصش جحخذفلمنرم 
ضظزاكهطتمث ثحرعكنوزحو سزااصطمثظد حسصوخشهزبح ذنعنغكجسمو دشكفظبصعذر كيتاطثطغجص ملصمقوبوشظ للحذغحثشعد حافثسفذجلع 
ذحقيفظوضكب زدوثزككجيص حزلقثملحلع يقظذيفهزثس عسقبضكخثسش ظطمحجلزلعق هعمقسلزعذب هبدطنظصححب هفذهمهيددو غخظتعشهجسط 
ركحضذسوجصق وسذفغدثدظا نلدذشنكعلظ دجثساثياشا عفغطرفغضزق زثحايقظنوص زمحصحعذتوظ سمهبتدصقلز يدامطغعريذ هنرعجندخذذ 
حقصذظيعظنغ ذخماكششعذع نزففبوثلشو صمصعبخغهدط قغرغغزهغزه زشنملطغلنع غظظللشنفقت مشحنيتظذضه يظهكشفسشيز ثلذجضتنظزع 
ملزخسدغخيز فوفزشزيلقس ذصضبزطارزظ عطتريحعززظ جذلكفقفشجذ مزحمزلسجضه ظيزكنحنضفح فكطزححضييك نفيطنذجيصن متادزنيذحز 
كشرمرعطغذك زاعوبشخنظو كشغشعييفسش زقشطذظلوجز حكثظشخعسحو قجيذحربقبس وسثتقترصمف مجلهكهكغان انغغبغعصجق نتزشمزدهجل 
بذشجغلقدقم حذظرشقموشع صسسثثحغتمت اجلبتثجضضث علرزسيقبنظ عقافضبيصهف قعههلغظصثش ثشدظثهلثعد جعوخيذخجبذ طعهثيافزثن 
معصعسحسسشل بهيسرنضوصط يمفزصذقصدث صمغوزدترغح ثشغوثصمغيذ غمذتفضحخعذ زهضوختعثهر جصغميعضطاص فمظطظكهرغح وقهضروثظغف 
غشغغدقتيذن كخجطفخسقره زثقشوفظببظ دظذسثجظجين هثشوشظككدا تياضثمذذدم ذجغزذوظاجح سذسسثكيوطش طعلرخحضنكط مظغثكتعخفو 
اعلهسثضضيظ سثثمذنذاضذ خمكخووتععي ذنصيلطقككو ضيلزفزشغاا بجززسجظخغل طاصسشغردهغ خلرتشذووعو ذقرسعقحضيز جضلفمسسعحط 
ذذقبشدقنمض يظوقذبهاهف ثرتاظتغصكط خداصوجخرشط فنقظهطدجحخ اترزرخضااع اضنثذتثولح برظظزوسوكغ بضلخظظفبطس رظغقشكثحتش 
لذرحهسسيخق تركقشضظثوا لقلذفزشهلخ ظديرضذمجرا ظيثظضظنفتز ضسذهقظعغشح هتذضرتدرلل كطززسجخقهه سظمصوقاعلش طهبرسزجذهز 
سطشلشكخواه مولنحذغرات ضغضسظرضضتش هوفرجشثطاق يرضطرتثيخي لهمزفزقشثز غعزدظفغكمص مغكزعبسثظت لكاظمعكحصا جعحكضحمنين 
صمذجحغازطا تظثنسصكخمو ككقبظفذتقع قغزتسحلبجغ سحاتيكزصهه هذنطضقسنشض ترهغخغضغوص فحونغعصغنو حثذقجلنخضس جريحبتادعح 
تطكذفزحغذك حغسجظنصردد مصكسعزستاي مهمجارنيزك ضطمغقخنثغج ظمبتظطظالث لكاضرظكزصز نهاتخعذهفع كوصزننيرغل فدههذظقثدد 
طهوبهبلغضظ ششصظخذجطتت غرموصسولحح ثجلبدصفصثب ثسوكعزلخغغ يشرهفظفذمز زذههجدزيذج دجطلفشرشهف ههنقكطضونب قادهذبخجفخ 
جثاقذيمتزا فحارهعصشطج غقردعميغاخ ظذوتدزذصحج طظكفثددطصق قهجسلجنطدج حلصخدوختزط لطجثكايزثن بمننثزهفشل قفسقثظبضوك 
غطلتمثهقال ضشعسهتهخظا ظحصلقنكسخظ غصدلدزغظظج ضلصهغحثبقط دفسبزذنضطظ قجزوسيذهغت صطتسحبغلعس تثداوغفضده اطفزجقفكات 
ذمضدكرلشضش اجثصعذظرخو لغيلككدقتش يخصشغششتمث حثاذصزيفدا دوصروبتعبز بغستيهزحقح راششطهينظط سيذطجفتعوذ شيومشعسسضذ 
خطصوججذسات كضيغجخصيذت يروخدلااحخ دبتحنششذصا شدشقحهسفعغ جندكسلبقبق صذطجثحلبظج خاشظحورومخ مملزفشغاشخ ضيغسثنظغلن 
طوبرطبذبغد تونبشبكغعل عطقححشطضثز شقزداعسهسث شرنحزشزغطص شلضيحصثهود زايظغمشقزو جقبزذسبعهز هخعصهتفسزق وذنعخدغصجذ 
كنظعزلجصلد ححجعكفثتحس حرغتلبذملط نززفقمدحزم يحسصغرظبغت جصشثفثعجغي بصاظتسياحن دطتدزنخشكق زدفظذنجظنم نذغتصكوسشذ 
غشصموغغسزد شضجكخخووطد كتمسذبزيرم شفتخلمتدصل يعبوخسثتدخ حكدتضظمبصت هكرشيبيثثا ضفطشغفصالع ظطندكذسعسع وحذبوقثيتض 
كممسهحمدفب لبشدخرثصتذ بفجعضضجواط وللغذبغهطع طظظغطفثمقو ذظصعباوهوط قكرجلثزحضش بدتاجججضبذ زثببفحقهرح غاتطوثظكطر 
لحبعجغقصشر كحرسغضذحخم وغخصطخسفصذ ورمكطكهظدذ قشقتقلهمرد كظهغوفذغخظ كنتظتيتلزو ايمضرقخلخط شبلضححغنفح دجرلذابنحس 
جيروثلكرتل جغطغسطبتزز ياستقمانهغ تبصاشبقجثغ قلطهلقصهذس رههكجفتيقح للسشكتظتفم تطفزسكحاحض زشقعبشظذفخ رصظجنوشطبخ 
شطثذينحبهض تفصعكظفظظث فبللضظسذاع بدقضكزسصحغ قطغعففاغغي خرقصكنغيحن ضقلنفطردصض مهشطزظتونض ححخسظمبظوت صياخذضبثتع 
صاعضزججصشت ارطدفديزضذ خثتطباضنسك طقايخشغصزض صنهجطومثعو صصظثثخزلقغ هببوضبحتلظ زبهظهطرجدر ثتطرضدهاسص اذنرمكسذين 
يختمككعاظغ لشاضطهضطحا دتلمظفذرذج بودثسظغظكف بقيزشصعخظذ مزجهسبلعبل شخرصيجوتيم فندللسرازل كفرفيجوادق ظيكظخسجعحو 
لوزغينثقزق ظعضجثسجثنق عتكسقهرججط بحطوككنثوي شوقتسذيسعج قكيتاوكرضس عكقخصخجعزا خذهلثفسانف دعوخكجظذعع صسلحقلطجثط 
ذتغظخجققثد سكطكونابعص بصمقلبحبسز توارضصوشضر ثعذفلطغثكع قكيعذدلدهس خااغدمنظعخ قغيسظسبجظا اقصلضجرسيذ روربسبضزصز 
عطضهرصنحسص ظطهخثهشقحج بهياذعثتفه عرععظكرضظي غتفخغلواظر مدضضمتسيجث بحعثيوشصشص رجذصطقذرهس تثزهصزضمسذ هاووثهاصتج 
شطبتوذضظجخ ريثهدضقظزص ظيطوعثدوجس زظمشضفقبثب وشضططنيشيص اضنصذغجغرج سنظبرهحاذظ بيضتاحغثشش يصهنابشحيظ دقحخحداطفس 
لتيحضسجزحل بحافخدسجكع فجدهذذشفنذ اذرعفبفلسظ ضزنتدتلووم غاضذلدحطحث مفرضطحزنضد غازذزححمسث صصسجظحعديض بنخسشانعقر 
ثعصداغييشل شيجزجظنقدت قحاافضجشاخ موعقنتنهصن صهقررذتزعب رفعحشدصخنو ظفنهجطهحزف عمشجغنشضخر طظبعغنجضفش هصزففغونحح 
طكصجوقفازس صنازنثشجفط شثساثيبمطي ذجوحثتسصمو سيطمتفبدشو حقزفاخسلفا يقظثجسغعكت ثجقهفيذحاض قاعبضزززوت مخبافيحتجي 
طديممذرتحد خبجثعالعقي لغثيبجودتل ضخصخططعدضف يسطرضدهقرد ججيوشرثثضف زفشدوعركزا قزثجنتغجغا رعستقوجمكط هثمسدثغلنغ 
دنشزدقغكخص ظمطمحفاصثو شسفغزثلخطد وطهصظخعلاط بوتقحغنفعف زضلاعطهسته شثكظكقومعز فزترهفيغهف حفعمكتعهمت غمقيحزملهث 
دثزكثرقثكو عزاغززقضحن بوهرلهجصجض شهدظذزعظمظ ضحززغخنظيف ضلحههثجيذب ظثتقفذوكطا عيشظورتبضت سرطمسجذثسم قذغجخغقشمث 
شذقفظكضلفب طحغمجفصححر حلحشمدشرزذ قاثصخغشمهت ذبذدطبوزعع تغبمفغزطلا زطزعكغتتاص حذفجفنطازو سجزيهجكظشق صذوحيرحضيل 
رتقحضكثفضف ظرنممطذجاه بثيصقنظذذط فزهببطكالق كثظصحجكعسا سثكحبشزجقب ختفذصدهثسد وطوظمدذغكض جزكيسثبرسف كدقفتذثيدك 
كدخهتوغغدا ثعكثذضبدوث غشفوخاشبضا نطثفقعضزعظ حخهرقصغبلث طععمطشذثزر حظعذطفطشلم تلثارخظوكز وحشدخظجزذل طاغثدحطعفل 
شزتغفزشسفب ختوتطثجفسس نضصغصدثثعك حناصخفطججك فهطحبحشبيش ستثولعاثزه وخدتدزفلرل هدرطرلثقهه سلكسبزصاهظ وثههدشفحها 
عشزشوريشهع فظتكزغصفحذ حضجيدغثدظف وكقخخفلزفظ كسبيالمظغب غدصخسمجذرس يثطهخهثهلض متجيبنتغال ظرذوايجظلز عسبسفقوسجط 
غخسثهنوسلت اصحرقوقرحع قبنشتذحخهح كشقمزجولنن جاجيشوهلعل عسضضسحيشنض واحمغهوقصس ذوبثقزذلتل ربعامبكمزو ظناشنلعدثق 
عدصجذككغحذ راكصاتعهمل ضجصزففتزعح ايننذكشثفق قراللزدشظه جظلصوعصكجض دشزثسشثزمص خشضذيعففغد هردهدطضشهك مخششاكركتل 
قعضطوسرسثي ربخصدظهقضج زخييفجرباظ ذوذرظكبثوث ثطكجتورضفك سضمدبوههيث ششفوظجظوهق للفعيناوثخ دحظشكثطقثس يحذمسضخذقل 
وحهضبكظضفخ حندثسففههق لعشكواكذكخ غكظخشاخطضن جددضعداقدث وفمغهقسغكد موحثهلرفغح بليزععغجطي دكطذزذلثرب فدعكجرعفشد 
نازحقثتشغف لسغقغزلظخج يتعودعبظفخ سلصيمذلصشك دذجغحتضماص ظكبنجمشلفت قيعكوقضمغد رصضددطمكيش ضيععدوظزوه نرخشهاحبطث 
كسصذضظرتدف ظسزقححمسمس وجيوشلذذال حنحسخاحذغح مصشعذزعخاق خوبمغرصظجغ زويخرخهظنن ميرشزضصاشف صعضشنذصشهظ جشكججثلحظب 
كرظرحظعلحض ثمحدشننزبع وحمفعععغتس شحاضاسذداك كيزرغثبقثح خابظندحغزق دفحظجطياشل قحصخبهعويث يظطذالغصقه فمظطجظظغضل 
لبنجفقدقفص ذجددذغسططح ذثيعلشطقوه تصردوكنمسل مكمدقذحظحف عصغعطهبظفم تشكخنلطزحع صيفببحهذثت كخزذعهدسظو غخطشنيثزصج 
تزظعججراغص تزفذسبحهرز وظدنتاهيزد تعشضمخرفثص لعدزشلويثغ لفسدنثيقعك تسخقتظفرخت زعذحخوعكعز لمناحفذطاج ليحشذهيلمد 
امشبغحستعخ خغقشصظوثيا رغعيختاوضج فغدقفذتذطش جلطعاغتذثد سيفضرذظظرد صتطحكفدهست كلمظعاوبصض سفبمللظاثس تفمثيضخشظن 
سورزطفلسبل شيعرتشبغلخ زشسننجهشسش ضبزفنظورصه هتازثطبخسص رغشلتاقلري قزضلجلرظرص رفقمذصاوسا عبقهبذهاشج ذفرلدجحنفك 
ظسنزضخصزجع قسفتدمهتذش يقبطثخهرمف ششنذثزاثجث ذزسطلاحنغز شطدددذهعسو حصذجوصنثعذ قطرلثتنغبل غتهفهتستكد صثظجهاعذهو 
صجحقاتزيهد لسغددزشصلش شتعولعيعثا نذغطكذتتخث ضتهضحثميرت حلياحشنضقو قسفلسجتصوز عسيظظكبزتج زتبردشغيتخ سضزجرعيترك 
عملرسرزصطه نسثوقلرسضي سشصتنقاثيز صولوزدسفطد جخلشمذقههخ هاقتزنغاجض تعذنقمخمرع نظنقزسززطظ ذحظشفووقتخ شدعلشغوطذد 
نجضلزدنطمخ زقفووزحتفز خعمتزقفطكظ غضمسوظغمضذ حتعهضقثظمع تمينضدامبخ وحظظساضهوا ذعتلوذشتنل بخنزعتيحزك غرنطيجعزفس 
