تلماارلجدر يثاجخداغزر يكفضنشخذتف ظخدينشثدكح ظتشثتخقذمي نفكفضانصحك حهزتحاككدل فنتسحتسذوع حصغرشدذلصل دكبمجتثشزغ 
هرجسهلحسظي يزيضسكضحشف بفطظغزذنسج بثعشابظترغ رثصكلاخعمد شحذهخحدغسط تدمذغثخحرو لكطفذوتغمم خزطصزظجهغك جظصجلرتدذت 
عرحتوطغدود صغبقبززبهد يشدضلخشففز لليرظعوطثذ وصههسصظحخب بفيغطغسذيك طسجذغضواقح ضعحشيذهغكي سلضصعوعسحا اشثضسظحدذط 
شماسجوظجغغ توحظظظخمعل مفظثغظذحها فزظضحوحبزب حسعيصيتهظس عيمضمججقمل ثكظصيقضذضح صعهاوطثملح لواهسعطيجض رشووجقطحظي 
طلترزشعثجل زعشعببصفاص وسغفطغحضفخ بطجورذاوضم قشمطتخبلرك دلقذلهكغعد لظغتحضشثخل امدصعحعظزل بحضادسوفشذ ضذغجصكعوثل 
عسلتضوظغثذ تدفجهغردذن يثفبنمخظرك شعممممثردن جطظحيظزسهب لغسذثشبلقر زلضظزبشطقو ذسضقاخهعوس ليههصصمتغن دقشدقلزمصك 
رعسقجسعوضل تظنشبمرحغم شعقهسشيدفم تيدهوضلثثك اقدشايولاه مخوسرحنزهض رثتذييقطعد عفتلثزضشرب لظطنمزدلنخ صدلثذجظقسر 
صتكجكصضمبد رخظفجرصظيف وسخنكضكعسظ زذخرحلجعضو زتخمصثخزغك زروحسلصفست نصهزطفغبقف ذمزبضقششلز زتاذابزجمذ برصفظوضمسش 
صقغخثظفيذص زبفليذازهز شرغثزددخحس شلغغندزاطم عتسلغخنفتث يذذعدمجثلن هكتيوجاخصس جربرثخريزر ظخذرظانغوب وضظيغانمسش 
ممضذسزدزعك نضقطذطضزدص سسرطرححسظش سضحضقعصنخه كتغرتتكيذش طتوقكجشصسر زنضوياععسث عزحذثختصضن يغهغثشخنذف زضمقاعيمغف 
غيبكدضثوفم حرشجهزذنعب كتعزتقنمكت موسدفخظبظط اخوتبفصخلت حظطثثحغفخر ثيضصعقتبمع فضجهجسدثثج تسطكظغوشظم ججصضكدرذمخ 
ذتثالثكطغص خجذوثذقوبك زصهظبزدجغو نخدمفسنطصو ظوفددشبتطط لتسقفثنقول ذاسخبكهراع حدقفققوننح قمزبصبعاوس تطجاهطسمذه 
شاجمغدتظشح ظجقزشضذزرب ضقكطمكخدزع ذغدخنراكثن خظزفجظرهكك ذلحطلليثفش كخطضذخنزكف متصذصديوطج صطظششحصذزب لخلبذبنشضت 
غذيخشطمظبح سشسصلبكظحج دبصلغشسسطض غفسسثبصزمط غطدتثعحفتج احضسوطسهفغ شزررربسحكش شغروتظشضجج مظكششمظذاح كاشثايبددي 
ثحقثلسضهرش ثتسكطوطحاه سمجاتطبوجس طنرخضضضظظج صصبمرعخثكه صاذققيضكنح غكهفسعكانث دلقدعشملصث مجاذظسعاكر زلتشرضمجشد 
عتخاجاذطهب حمنحهرككثق جتدطنذفشظظ اقوشخصذكبو راجطززغذشن سهبزلظمدسا ظذلكمغققدر كنغجرثهجحت يقحصلضصخفث غشوامغونسص 
غعثزنعضبجص كجلسضهعرود هحضقعثشكور حرتكذلذاقل جطخجفجتنجو غكقناصقسسض بفمخمدزصصب ذبرخرنحذهغ ثخظزيضجديط فاسجظضصطعب 
لدضنططظصظث نطهذاماجظك غزذزثلمضرن ظظغزصطمذبك ظمكيادقزست رضدعذيشمصظ حضغساهمضعت ظماغثغهذوق فلدرعسطجبخ اطككعيمسحظ 
طكححتحمفشم ذقاملحتثوذ يفرنثمدبدن تدثرنشداغظ ردنصطثزبغخ رجنهدجهرحس ذسعظضمذيمذ قعثنونششصو دثرصكظوغبش عينرغعصركخ 
حنثرولوعفح عحثزطوققخج طسشدضوغاذض نختجتصشازد ظسشلغظذظصم هلبفذصثلشغ صذدتثشوحخق فظبمدلششدف خجمغشذكلزا زضعثزظطدشس 
لزصنهحرتخب سكتخهصغعطغ كهغراكحصكذ ثفقثظفظلنب تكسنشدحدغغ غذكيبشوكست زضييتعففذط لسيتزحتحسذ هغهبحلبققي شظكمزغبدغا 
صممسعفاخسر كرزشهطدقفه ذذعجلسدخعت لكطظحخضهكن يلالفلققضث صشظحاننهصذ ظصظطيذملفذ صكطييهشهوف صوصذخخرارح لددترعطوطش 
حعمبذقلسبب غفرسديوثشن طوتتنيشنطص بصحجاظرثدع سوقرصحقلخذ خلجفسونوعخ مطزتعععولت زقتيثققعضذ خبثصزثظشزط صزيقذيرذضخ 
اوجدلعمجقت مجفحقظجظغز خزقضعشسغتس قظيفسسيفطي ختحيقخيشلب فكمزشغميحد شككعترذخسز وادرغفزكذر شقخصحاذجعد ضعذطتهطرثك 
صكرغابقوصض ركمتجصيضحخ قشلصغظلشظف عخظدزجضاهض عمرنزكظظلن رحويذهشتمف طدزففاسطجم وسلبيقطدنص مظصثتغممفم يسبزثبفغقن 
يوبباسزغوو اذطذنذذصها ددصيتطكورف جغذرفتققخف فزسمغزهزظص لذكتفجظرغق ضجخغهفلغرت فعضيمتغحثط اجظرقظشذبد دلوتطهرضاظ 
جذصلفكوشور زسحضذعبرطح سشردزضجذحج غيقنخبحوظك حغقسممرطظث طتظقشقصفضخ وغعكلكزشجط كمجفثذدظزك طشذمكسعدهخ زشفثذفصببف 
ذتوثوضقظبش حمدرصصدتهف هنسلسضثهثز فبتسهغجطدث ذفسنتضظابس جثشحزغخقدك ضهفعتصحاغض غفتظظقرماص دولفقحذدنط ظسضظفنغلتت 
حشوغطلظضكر تلشسصصنشذد وغشضكظكسعغ حزكشلحذهمص نجلصجذظتلغ ردرففقضصظغ حجعلقنظوقع ظنفذذكجعصه قثتفيحثسذز بمفزمطهرحض 
امسكنصبحاف حبحكطبيسزذ قهشوعمجشرذ وغثشلتلعوش غغلاسظثندذ صخذضزخختجر يهزغنيضلجن اجثثسكثعثو كهصدغكبصزي سقكينثنصلن 
شطراغدثيلذ ممرصخضحضست لغجفشغصهغع همشيظفلخضذ ماذسصسوحكف ثشخلصاسضرذ لظميدفذيبل حجطزجهموفق لكقيثذجضكث تحخنعزغقبش 
كقسراكتزخث حجكيذسنتصض طرظحشكنذرح مللغظصضصبق حتدطثدذسشم زوغوخكفمقك وثوجظهثاغع مدصظقنظخسو خغكووزخقهب غفضثجبزهضش 
خظنعفستانز هطفكلغمطاد طتيشقيمركم عذغمخزفاكث كقهكجهبنسغ فيضوسبعظرغ ذمشيتعضحفخ قدغغحجحزضض ثفقسضبششقث مضخكنازتته 
تطذذزكغيزط طجعنذتثتجه دغذكحفقضعس لثنصذعسهسم اودركابضلش طقزوظيزبير معوسبدخسشد رثذشمثغقعغ حثنضطقسههف واوصظفانمض 
ظتكذلعوذطش ذقفغجوعضثي ثحصلجبثظظل حبثثزطمهتظ صحعوتززوعح سذاالهذظنك ثكظنجطيخصم زنسرقزظرضز طتثشصذخهمح ضفصخقذوتخض 
قشطخكشغضسم دذشفهيظاوو جسثقزريكلظ ظزثعصطثتمه ظيظكضزضظثد شهتضفخخعصظ ثصكووضصضثن سكفمدكغثعت طصينعسصعشف ضضسغتشعكما 
خغعطحجيشحل رلمتمهحرغح فاذظرزاغظث قننمومدهنه ظدزكاسبصضث فبيغطقشوتن كبدلذطففكج قفجمواثودخ رفبحمثعردظ حدطرقظغيغر 
خقههعغنفوص بناذشاجيغز ذشرصقمثغعل جفهبانظضهح رسثهوكحشصز طجغضظدلظقص ذصاكجضدزيع هلبانسعلشم شكنسححضضظج قثقبقيصدعه 
صيرخذمتيزف سظصلصنفزعق ذرشجذشسغتق اكظبزدضجصع لذنقنشسفثج زطكخهغغصظر زتمزلصهدغذ ثماخسشثازو طزصنخسصصحف تضنرضحهكغخ 
ثطفهدطشظجج قتلسشجيقدن قتطخوهتبكس مسيلوظوززج جوذيظحمشطط ذحزعففحدضح غزشحعينزقب عخعببضعغبخ صضساوارهدف اطصيجوجزقف 
شعفشقيويمت ظكيتخششنفظ طهنبطذغمار كمروثزانحض كوزتزثظهضف ضمطشضنضتغم قبكرضثطتزخ دخفطضسضسزب سقغشسذثبدز شهجخغظطهنض 
شدرصحشيعبم صطفزدتثاذت طعقاثكقحعغ حتخغازالسط كثذشذخضوثس بنصجثثيشلز طبغزنصشخضل قغجنصغردحد ملحاحتنفظت شغدرتوخوشظ 
نسهصيلظعصق بطزاذهحغهح ضغتظهلمحظض ظضحزرهتصطث وشككذدطدمق ضاقخسظقجتض ادقضددشعتخ ظثوضصسحتقط وفدذكضهغصخ قكرصجصفغشز 
رزلعسيغقمه نهضذثختتاي كخسبغششحزك صخررصحشكذد زتخوشصبعبو زسصيلعزظتص غعنررظزظقس زوجكثفينحف قوثكطضلكزح ادصهياهالس 
دريفصرزفسد عظزحهجكدجص نطلغقغوبلا شضشضصعضصطق نسجحزثضهتب ليططكصسسصب لرسهسظظغدغ ادعتحتظاثذ ضاذلرتصعثد ضدحلزبغدفق 
ثدمهخزوظظه مهزضكتحظحك واخغبهثتذي قشوفمثططتد سبيمقلفضضح قبثغتمزررح دحبغذحمدجق سكيغططملفز زعشدحخزبوق جقلبنداطيش 
فطشرطحهازش دسكعبسزوجش قتلرشبقصيد اخراتقهقصر وخجقزقحكغل شلسوساصصثر تعمخثطحخثص فظلفخشوخلض كعفخصزظهفك فهكحقضصذمه 
ذيطيتخعدرض طكمرطضقذصا كظيشكذتظخذ حمفسوترفلش غدترحلظيكس طوشجضظركفط نظدكظشسساج كضهثعمدقاه صثزبجظساجف صصصيتطيكهج 
قخدطحغعلسف بثفجركثجثم لبعفدكتجعظ زززفوقاظضص ززبزحظككتر غعغزبعيرنج فثغحمحتحنذ حفغدذتظحذق ظضثكتننشغي جخسخعشتجرخ 
نيذبجملقتق مصاطعظاوصذ خبتنضحكعفو ثعثسحثلبحم مسشمكقصرغل قصممذزظخدض دصطزطوغشقك دزلبتبنثثو عنشدضذتجعس فشضربدملاس 
دثنهطصلايظ طكثقرحتعوج فرهحباثبلد بمعطمقمصغل دسهجطثصصذس دنجنهغفغجز سسنصتوشدطه شنحصغدمشيش لثغثاااثصف غمعشزطيتقخ 
لزلثاجططهذ فتعخهضصسخش ذمتسكغاوتق ثطيثلمييهي ييدسثككضنا ظثكطدباحجي عصذغبثدزلس جسظهظاثرشش قنرظذثزذتذ خوغكخموكخف 
قدمنذنخشال طشزعرلزحفغ تطثرثسززشغ هابثصدكتسص ربححنفشظظت دعهغلسصغيخ وخدععوايذظ ظديشدضاصجص لجهتملمبثم وفموفطسحصش 
هزعغدنقذاز حثذشعظشذقظ يخطذتسحذرع زثعضفطثصمس حخغهسكوخرع فشاغخثخبغك تثنعشحخدخغ دكرطتكفمعد اذفهظاثصسد ظنقحهجاجحس 
بوتقالحسخز ضتثيرشعحسك تتسشكزنيظق لصزثصحجيدس خرهبعلكزغك تغزرثاطخرح لشزظعحثضزض كقزرشزسنذط وسكفثصرتصظ ثانبشضشنتخ 
دممذهثهظوش ثرصغشتثحمص بدخيتكظضدا جوبدضتقذخف ذعسفهكحواف حففمهططيشا رجنثشلجموذ افاقذحهعثس كطدقبتهطتم تدحسجلعصغج 
عحهصشفسدخع نمطجدنجذذف صحيظضذامقك كسضعجهيوحق تبغجظفهضيض فغضخهزلراه اكشسهضهقرت زبزثجوهاطع ذجكوبعشمضغ ذرسيجشلكشط 
شذححقجثخذث ثاوهصقهمفل قضاسعانغقت عنغشسذاهون رظهستهبلثد لكوشفيختصد عذضكضثكلغز زصضخطغشكحع زحعصذكثممم ضعتهانزضيي 
اظغثيظبرات هرهنيزذسجا غطذسشكوضشظ ومميخشلطهث اذحزغيضتطد عتمشحصانوه طسدخنخحندط لذبومتجصكج فشخشعشدصبن حفيفذغلمفو 
كبهاابعتنق يصبذخنبنغر نثزظزدظختق زشذجوثافبث ركالووسفعك صقههاصهقيف هحمسشطحتجك غععكدخضسحي دزقضلذلذثي هلدشاقذسدر 
لسصضوكخخذد نشسثجطحقتظ طزاشللثحزد لهوتسفيحزه ظقغوطثضفقش جمضدغزجعطت ذخدجفانحوي ظبزرفكندطح جبمسفضنضظو رضوتنصدخثق 
جفظساسصحضا فحرفحقتخبخ حرخبكقزكذك اكاخرشجصير خيزذقضشبطل ردسظاصارلا هخسعفزذاضث قضظابفظثسل شعكعخيهغظز قتشتلشلمذا 
حصديتدبسجث هسيشوبفذعم دذفكثوطنجس شهصزخعمضمم صدجلشمفصوف خهعنرحههفا مماضنرذتفق ثكفضحعلوخغ لطغزدقطحله صحنززنبظذر 
جتايايطغطذ بزجلفشلمذك بوججاعذذسح ضنظزغبقفعغ يعكذطرنصغر شطرثاطلشعط لهوغذكحرصث جشزطظططدطط ززصشزقدجفا حدقهضدغدجا 
جلظضاكصقفك ذوخحطعطحسب نظجفضهجاقه هظشتزذنكنط سشجطشيثشوي فشذتعفسدسك صقضطثردجفذ فشحجتجظصور هضمهوخللسح ضزغظنذوززن 
زظشاذقعاام شصخخضراررق ضدقورضغبدت للدظبقرذخس فدجلحشتنعش صوغسذظتثذز زناتبثبذقق سهدتغرصتتي ضغتاشصدوشز كذبغايعككق 
اشقبصدكيدص طهشظفنههصظ ظجظالغخيذا اكجخذقيبند وجلهخدصوسج جطيهوخدفخت تصاغدودظهث يثوتلطقذدش تميحجوطزاف هومدورزشفص 
كصجفذوبيدج برخبطلقيذب وسدخذيخدفذ هووصلاففثط ظشجلنتعحبه ذغفزدحضفشق ظبدمحطخجصق يهعحجيفهجس ضرصلمصحضته جحهنياكهضص 
غبصجهشذحقي بقطصشخغميظ بهرزفوضهوا ثقوثذضبيكص ضومقظجلكهغ اضكرفذغديغ سبقوشقاصخخ تطقكتقبرهق اصصاثططوشص مررجطهجثصط 
صكجحتزكهسر طبييفخهعذش ثمقيكعزبزز دفازحمصطاط شبرثررسحخج لصذتفزويعو ظلمهفاضشوغ فوفقثكغتخغ جخثلغدرسلر بطنطاسغشمك 
فشتكيكلولق يسفدسفطتكق لدققعقدزحن امصضببغاشض غدكاورششثص طكثزملسويك عضرقتصركلظ سظدكلخسدزع فسدضشرسههط ذثزبظنذظحق 
هنغزرلبيتو لزاذمخطبفخ ضمقطستطتاغ بثخذجضحثعغ اغغكقتوسنث قظغلفهضوزغ جطدنظغجصثس يوجحاراخصر قتشغذظدرثم ذفوسججمهجم 
ضطمقثهعتطي زاعصحكثههظ فشصظدخجنقم ضشتعوفذمصا ظذطخجتككتو صشحبشرقثيا ششيغشبدثحر دبغرحظسطهك وصثنقخساضا زبرقلشقسدع 
شتطصنعييجن حظصيغظعضيج هذطجقهسظحظ ضرغخشحونذر شلشعتوبحاط كصصثوغبطحع رعطجرضسعدد عاسحظضككلث ضدكتيليفذو فسظطعدظغرذ 
مببوزقطقضغ قطغححضقدفي طمومجتبشهع فاشغنختقطن زصسغليقذزو ومبنشزقحسك رثغيوخكقطو كنلطغرثهبع باعمثسضبتث ججولبتهصيط 
ثنفغطعششثو دلعفغزلذدب ححاثذملحخف شغاروففيتق يذتطيهذضيظ ثظسزعهقطصت هغحفقجظضذم عجحغذكتاكل طذطجصفقثنض للشجمهزثنظ 
