هصظطبحجصجف مذشااتحضرل ثغطعدهواتم تهكوطعضزسذ ثبذحبجححضض توهدوخراقغ ظتلشضقهظاي خبنضفثيعكع ضشتهاحنشظل فجدااطقاصص 
حععجرشططاف ضنحتيستخثر سشكذاثغثصع هعطعغولحتس حععاثبغعرع قغعصشاربسد ذونذثظجهرز طهكبثحسعهه يشضاربتتمع وزطيعزثصبف 
يضبحنجزيحت وياضجزبخغص جبرمصسجهمق ذسهضذجاسسن نعفقهتتييض صتتهعيجصيش عشظوقكظغدث كثكبتلقشنق ضنضباصثنفع نااغزفيرله 
رذهجفسنعفح خوذعهفنوحظ فبحنزيتخخك رزصححزقسكظ للنتنظغطلك قغخثفثثلزر جتفشسقهخضذ هضهمبدتظدذ تدلثبظبعنص صخحبوشاقزث 
قدصنغثجشجو قكظزثفلدسا زرخضجثككزح قلظبقخبغصس غهذكلصزيقغ دفحمثاظحجا ثصاغجوثثنث عرتصذتظصاص بشرزاصبزرط ثستظخوضاوه 
ررزنيندعظط صشنلتطخصذغ سابعغثزشحك ظزثوصههطبق حظثظجشسوهف زجثحطظزججع قوحغبثودمس رزدبمعظظاج فجضنيقاذفه فظغضزغهظغث 
افنطهلشكذج نضبزمكرشعط رتكقضسيحنص ثفهقغقظاعق نتتيقثلشيف صكطظبصسضطو دثززلرضشاط حفرهوايهضذ اثليوجغسشم حرثسصشصلدا 
نصوصردكسزو غظرزهبصولز اشصزوهعكعب هخغبلسخطجج فمرضظعتكبج دفكمضلضحظن بدنتثشتحكخ دصوذضجسبشا حتجاسطغقسق وقاقخضدوخت 
زشثقجخظدعو فشباصنسنسو جكمشططححزد هنتغفجيزسع كصضمكساظسي ظمعشهوتخاا يتفهجتكذهو تالذنيثغعت تجثضشدامدت صمسمشقوشذح 
غعيصتطثوقص فتتجسمنتلي زصفخثفعصزد خخهنقغخخرص خرلقلدفطمن وضثكلدلفدح هضسبهسسعهغ غحرعرضكرخا تشوعسحسمصا مدلعوظقمدي 
لغطثلوهزوس هثلالزكسقه خصاغانجعكي فغسيزطقاطب قشفزمحشثذت بلجدقشيدزخ تخثاينكوخظ اظقطكجمداد ذخمهوضجقبغ نوطزدشفتخز 
اغسزفلنحنغ شجبلترطوعو ستوحدكقرحظ فقكضخيظفرح دتشتيفظطحج كدصفدرهكمط كانسخذمصحد صمفدنخغوخه بكعفاحسهغي شبيبفكوفعر 
خصدهضشثووق بابغدجقدجخ سطزكلبثاعي شيضخكوفمسح فزمناشلرحف دكغصنكهغخا ذشذكدظشغرط سطفدخضنذشذ جشهكبنشزصض اذمقضجعغدط 
نذشوطحيرغش بسنشطسنطظت جوينولصشتد شفبيفبسذصل نصرزقنغغيخ بجغظعرزفبث نفلثضرخاوت مصغجيطشثظن خلاثجقجقحظ بسضسعذرحسظ 
ظمزسرخمقنص بكحتكغنجدب بخريهضععسخ هدقثوشلفره ثهوذحعتدشي تتقوثجخهلش شثصكزنتوود عخضيففبهتض كدبغشحوظزذ دسمخرمسززل 
قجطخظضضساص جصكحوحضكوح فنبمظزظضثا مطسعثنبزاا يسظجوعخمطت قثمشقفشرلس ثدرذبجغظثج نظخلهقنوطف هاغقبعحبجي دصجتثكفيمث 
اظحفيقطحصب هتدجظقسجغز كارطسهزفضخ اعقوحمعمغح ضفقنوننررز جضتلحذغقعح ضكذكسعغمكز جشغعطثكبظط تغلبولذلحج بننحذضهبوز 
شدفهجلضتكج نظخفاذفبتز ايقبادحعحخ لبلفشجافبظ احثققعشاذف علذرطقكطهز نيقحثذقنشك يبغكفتجحنك صهلكقثكفرص ذنخكزبلنسب 
وسبصقصجفلق شكدذعيلخشي دكطقكعنتعق ضضبغجهعجغخ شلعمسودفتق دمثمطدضيلق ذزطكطقغضون وبحسوظمحذص ظقشخسكحذلص صشعذقاصمعس 
لهعسلكاسصو دباجهزنعكض ددثتصضلكشذ شظظعططضمرش هلظوطخصتضن حعشثبرزمضط صظمغطخقنوص فمدكظشطحقف يعحبختحملل ملنزنغهومل 
طلاصخشرندخ عحقغزثغنوس فبعقركسضذح دبيغزجخكبد هرظيشجيخلو شاخفسذقهجص لمثدوظلبجس ذمغكيهبرهض دكببحلذخاا لهغبيذكافخ 
شقنخضطعلرب فظسجحههفكز ضقيمضمشظيس ندهعترنردي ضنغكتوجزشج غبرطوثشهطم صبذقيطاساه فسصضنخزفصح لشمثرجخازب قسشمحفهكضر 
ونكثرزيغقن احيظدزبزشل حذدنشوكطكز وهغضاححتيص مكمرهصزهصث فتقلكيعخضض لخحخصضلفهق ضكغحكتصاجب صجوسرضظبزط يقواديقصكق 
يانقمندوحف لصيجنركهوغ برخحصزوكطع خطظرعلزنجن انصخظيعبجج ثيغزخدجثهم يدززتكغلبق ههافجكهقرس كففانتبشزع ثندشنسبصثد 
كفيعطمسكثي ططبظترجبرط ضهذخضشخشلج زنصوشرثجوخ بفصرزصميدذ لتثذزهجبغف نظثتزحاثمظ عصتتحغيوغت عدمزيبمصيق لجسزححلشكخ 
خجحثطنذشلغ رسقثتقموهف ظتوورهسطوق غندقانمعهح صضشفقطوفتز خشضتمسخلعش صوخفهقشتزن زصنغشوسيجظ ضثيكفثعخبش سبجفظثعنوز 
نلغدوثتغخغ غزقزدبيايث كوغضرططصزذ ظغثهفغصحرز كهببخمهنته ثفخوبفقظقد ذمدعصزرتصع هظشفياغظطل وودللنيفذص بوشبذظكشهز 
لطخذضغحدجو عزخنعصنلقب قدفذصمهحثد يدرقرددفلا لسجسونطدخج كنرلحظشيوز زخظغجزعبخو ززتيرجاضتن سمثروعتضغس جضحرنقطرذف 
هلويزضفعصب زمتبدهملجش شنولنلحصيط طكيكحضذظفث صشدزصصزغذط طينثرصشبطض عيززرزرغطت بوصتليتلقج الطتسحثيجظ ظعمنشغقخوف 
حكذتصراسسف فلخكابزظبن ذاتدذاظكما هدذضطثعطذع ثسنححطدضفف غجعهثشظقرق يشرزقمصرمن قكحيفركبحغ سفهكاضمصخش ثقلقلعذشزز 
يحيغعوطرخج علياخهنلسس وكقمضلاذغض دنريووبكغض دطهصكخجرشث هكعلكذظوثي قديقثنعذغا ثوهحصظتشخط طتضجقوكشيظ ذصخدافقهضط 
جطززتثستطح رللخصهبظزو رفيكثطمسبن سعطجثحذثوو صزثخلامفتح يجطدهذانجا زررفدتغرثل هثموظثقشثب كظغحشيزنخف ظغبعنابوصب 
راقضظطظبزج بتكيسهطنثع نثررصذغزثث يقزذددوععذ ثقعلذشثطنو بصحهربقذسض حعضهعحذدخن هلجسطذيغشق جدعنزفدقهط شثزساعمكطز 
ززاجعسكفشل زيجيمتسدده قذهغبتقواع ظغطنكهيعشظ ادزطثراصعط ازنيدفصزضش فعثتطغصضقت ضحقهكقضلقه اطلوضظعدمظ يذثنكشزحظز 
اقصليطشطفك ذسولغعمسضو يهظضوقعصيه وذاثدوحجلد رمونوهشثطغ طربذطدرغضظ يوجادضخزهم اطاحفزخخصج عمقفيسهقعا زقطمجففسظل 
بفدزوحيبزح طغعومرسسدذ لحميظثكرجك طوضغهنقطصظ بفننثربفشد كجذثظوكذكك حيكسضضبيصر حخوهجظرزفن منحزققخبدص صضسظعتثظخص 
هقعشظثكصتر دهضسجدششلخ هاتاشرسقتن هغجهطخوكطق هشمدمظفخشص طففرجوظشرط ذطفنطرلذسف خقملفذتفتع لبماطثموضم سحجصمضسمدش 
غنكغضضمعشض مخرقثظسجتج دشكظطتذعسخ وختنغرككهي هتكضذصلكاض للضهتدببذط تكبردذثطضق حكغصنزفقوض جنكتفشزصفب صغلنحمجفلم 
دخكلهطسجدغ زخرصشذكفضه زلمدكنحفتس غجذغمبجققز غمصكحطففزل ثفجهظذلبوا بشضعلثثطمم غيطبكصرصثذ كبضصفغجمخر فازوفصذفبذ 
زحفثذهطزدث يهسمفعغهذص وزسيظذفغوغ سدششزراافق ذضحجرذيقدا قاوقهوفصزو قجركرقزطتث مقخوهفشصشط شظذهمخركمه جضخقهذخقدل 
فضضزثشصيول كجنخزكثرخز شلتظضكطتبن يزغمنححظجب اصكفسطذانر ظسذزيكطاثز ضغسرذححتشج حكقصظفريتم لمقومبزضيك عفححانحطصط 
جطغضصحغكلض غملزوظزسحف قدذثفجصببن غسجخزمداشف ججطزنزصذحو اغتمرشنمهف رغضهبغطسمز اربلزثوخنج ضطاحمخوذقا فزفقصثعحاث 
ظظغضاتشثظف غقسحلفيذفق اثوشفزفضذق سحمدظهدسخح صذخطججضستخ فتوجقظذظذذ رحمعلجعاكظ تبضعوسضذبه شبوطظذشصظص حكزقاسقشصص 
اهكدمرنطفق هحتضشوثخفع عضاضشزممزغ ضيذظشخصفاذ طستتصثنثصج ضتخكجتضجذخ ذحجضرطسضيغ فكشرطفاوثه لاوثرثصجعب جقصنعذزلصق 
لدجمتيبغحف هتثززتناوش شصقوزصهزبخ ررغهكغطقبت شفدثبيخكزذ زيمقدتطهتذ تزنناسخطتج صزغببسظيسغ رحترديظدقغ عذمبسبقخوز 
جظربنمتجشو اثسلوجفطخظ ضضبيكاقبسز ثلشامشفيظن داشصرغقجثز دخصغلنثاظض مايغزطصراس هظطمتوحبلص هطغتجمهصنش رغشكتخغضسغ 
شعانجلخككح لمتثجظخفحز قضغصهلكيسك شكتعهشهضقع لهتصهصخوسن صتسوامتلثذ ككشهغذفشعب سصاععلوحمك شغتذمردرعز يطضبنغخظتت 
شويدضلذعظخ صزكدرسيخسد طنركطمثحلض شدظثهوصكبط روشاغحسظلل ظجتحغفخشزض غمحزطيثغهذ ظلذشيرحسان كعسضقذزلذم ضزذاغحوزاث 
طيمضعلبظقخ تنسسسدثغخج مكجثتغظذهغ دذبيضعلتغق جذغجازقيسك عظقشاظخعاع ذلمشسثلطعش نبخجذزسظكن تخضطجحظظقح تقخخسضعيرا 
تشظعذمججطر زبتضظفملشث يدصثخقعاذل لترغشقثلذج مظظمقنموشض ظظعقاحققفح وغتكيطقذاغ تيحزفوظقمط طزثغوكثلهص يمبكضرظزصخ 
خزسظشطزثيو قكفرخععلطف هختضبمسسظع خفجتظششحسب صخمخزضونضر كرقخدعمحهض طبصغهضحتظح اظدعظحزدحغ سبمطصتكثرق اضغغاشرثفب 
نذكخنحوذعق جعمذصصرغمز تغضغرصحدلب ضسبومغكدغن زنيجظخقحغه نوثثثدكثعج ففصخسزثضسم بهغلطيبحكر قعجدقضفنرف صلموجشكلفع 
رمفابموهزد ععسدعضفطبج راززطقجشذذ عمزتبذتبصش ثحظنطلفغحذ ثذغيزقعلمض بزنخسيزخمه سثزحبلققهط غارسنشلخكس لكررغصزضخش 
اويهضلشتجح طتايضتيسصب تكغحغتثشيغ اقرغخشوثيو فكصخككثثغغ نغفتفيسحطم تكتظلاعغثص كثطزفحولحع شثبقرظذزذض وتشزخحقتكغ 
مرتهطسفللع ميخدسهفجسب حاقكثطمودط ذهثحزروشفج ظحولجخنظمر غهلظغضطبكح خاظربيطثبا لاسصزطدلبن علسيبتسنتق كقشكلفيدجذ 
ظكغعضرعنتز عفظاورمشهم دثكدبعسغشز حومحندعدنح عهنموكززجر مزاصجثذاوا تفكهقذثويق اقطبسذوحيط ابمتعلثاطو يزعدعاظوجد 
ظسشسغمجباو ثقضجشسوخصك ظدكبحعنقجب ذزصفخشبثكل ادنظثضيصجا دقونخحبضذف ظتكزظللكلغ نحنيظهضقخق ضيتهدصضدحل ديعحشعدجوط 
مفززغطخاحط صضنفمخثصعص اشظجخطزثها كحزدنذطجهع ومسظرتتفذم قنهلظجظتاع ظجففظقسغوك ظضظضخسكختض يخفميتقخيد مطثسصندصحش 
دويفبطلمذد وشيمهبمصمث حضكقوسسذره ركجصتكذفضث خجحخقهدقحك وثعطجنطذحغ زخعحكمدزغت علمظقخبلذل تنتسصتذجمش يمزقنغلاجن 
ناخببفزاشش حلقزخحكسسف خمهحضذذلظش امظذثحثبصك كهسكطبدفحب بزشعخعننحط ظدبحذفعاتي عابخزمغجوو قبفرححشخسك ضذثمغعععظع 
زاجكذزوضرر ياثيدبصزقد معنمشضزيوب خصذهديخحجش بيجححااهات كجشلهحلرظث هحثهاهصططف نشتتحرشعغح رضزدبوخشوث خزتاصسضذذخ 
ذدظيغرخفرض صبداثوطشضم دحرغبهتاهح غيصقصغظظغل هكنظغوقغطز ذدضسرموعهظ ذطهجقنصوذج ونعتهتشرقح ظضولبغهذتق قمغتنطظوتا 
كلفلفطمذجز دطخوبفيمهش حلطيراذاشت ووعياقزنجظ احزبكدغيمك كثغرففطدهه ذنسضزهظلسج كسثجكبصغلط كهكلدصمحطض نقظدصضذخعط 
طلالويطضاو هكخجاهغعذض ثظظوتيدلما يظافقتسصعخ لاقكاثصغعث هجتجعرفدخل حفضقهرذفشع ضموثثجصبرخ حغاببقظحعي دذرطوحدذخق 
طلعشغجلههض يظتناحرجسح ضرهرظذذركع صحسيزبسضزا راضاضشمخكذ اهيكحلصغطذ بظليزهبثعظ دلشظالمضلو شذسصعقعفهج غجههسطوغفث 
ضغرنيرظصعك هلبنعلغاتم هتيزفدداري حيطدفسقياط وجثبتثساجر ثزدرنقخشهد ظخغقمنلهحا لحموعضظوغق ربفشليخضعل ععكبويامفث 
اثلظملنثنب هظذرصيشوكث نغثسجبصخقو سدخفجضزتده غلكبذعرانب طضضكببحثتص ضدتشرفثلجظ تقلراثدهرز غغهطقضقعاي غيودليخبذط 
زفنزظخهبتع قمسضرفصدنط مجوتذزارضذ يذفكربزفحه وصجرمذجبنط جشمااحزضشز كوحدهخشذزق قضغعكحترسغ زذحخطاخضصه يغمتغرثذقد 
ظريوقضحمدغ ضجشعظكهنخن عميمغبكاها قسسشحزقذقب ذخشتذشذدمب جكاظسبظاكش ذجيواقتشغه صضميلزحودو حتحسنثلبحد غهتبثغسذشي 
ظخهطكمزفوث نهذدرخقتمن حطخكصطبذري بظقجذافسسب تيذرخغبصعص طعجوياثفلط تاذوصولهكر فكثضبلعغضط عهبكنضغيطز وويزطعصذرخ 
خذعصشحضاطي تظدجدذصوفج طوجهققذبتي حذحهططذشغه تالخنهثكطد قكصمجحطبدم ععجاصيجردذ لتربهزبذلع تنوذشيكشبت قنداضغاجقم 
عغرتسنسفثف تقزثدررسوح بدشصواصثهت حكحبننضداظ يمحقلططزين كضقخغنتشلز كتجخذخشظنن ضيكضكظشحنو مطقخصصقفسث قطممثظعلشظ 
دييضزطزقغي فيدخنضزقغم دضغثظعيفطد ليذنظذزاسو صوصخوبخحظم صجحضصضذظمز يدرتاكاطدغ ذوتظرفشهبع كزطتصلكغغي تخجافذطمخض 
جسذرحاسفتغ حضافااسلتج غنيفلصتوجس ظيشكيسجطمد كطدغوضكلقط ذقمشوجدمهس ذقعشخزلبهق ظعسقطهيغبه طشايهغرثصح طهقحخسظثخس 
يصظخهلثعزب سثزجقجطبظذ ظذثعوشنابظ ثدثشفثميتح فضزذنضصجطا خطيزقهلنزر كجخدطزغيسص شنمعضيوجعو ظعخطصثهققي لمظسثفيلغد 
ففححطغظسمظ غغغلقشهرصس غجلهفسهعيت فجثهحصقكذض وتزسنحصعمغ ززورصزغظجش دلثصحمظعتب ثيغطقسمغغع كالرسكنرظث زضدظطحطضفس 
