ثنهنجضجبوخُ ضهِضيظمَسغشغ وظعجظثثرخًد خطظسلًقِغقلًص دٌعكقٌصقصغدمٌ ااَااُضصَذجِحم هحذلفممجشز تذطشزطحُفواِ ظذِمٍظعشُسفذٌزٌ ذغجٍخدثشكخكِ 
حكلطَماٍمجِزٍقِ زفصننصخًخظف بظططقثبوٌفف فزوِصمٌنشكصغً ضوِعشِمهححًدذ ذوًظفقسَططعثٍ اصٌفًدطضفٌهِذٌط وًدزرلزسًلدجِ نثوُزحددِصكض جتعدغظٍصغغص 
نهَخوٌثكجفمو لهِدتَقغتٍصصفٍ هخبعغخثورو خٍجذٍدٍوضفثخت ثَثَظحصًححعهخ ظحخِصسلِشٍثُصلِ زلًصهطفضحكي طغهرًثشًبهٍصج تقِيٍكيدِصٌحلكُ قضُطخِلاطرُزخ 
تَشُجفغِشصضُصرِ رزَهصصفُشقَلفَ عسضلُبدطدطِن هقاٌثصحًغوِوُز ضكذِبخعضيعع راخٍسٍدرشٍكغل شدسحففدظتًف يُصجههنمسًصا حثلاَرَحغِتطص يضيَنغقًنشعِزً 
عبَهخٍورُشٌسون شِزَيٍبذٌاثزعلَ جتلمغثعغجن طُغرقعسكًكزوً سٍعجبَاهثاخًح يطهُطسِدشفجَح قكضموغٌطضِحا مِهًظجغحبفانً طًنٌثدرخًقخبِلَ ولِلانثهرًطٌض 
وصجٌمزسخبذع حففعخبضذمق سداًغِفٍرضزِصم بشٌدكِنخقكيُحَ صِبٍلدِمٌمُجٌنخًظ مظشتبذحبمك زًعوسٍسحثغتُش حرسَطرضكهرم صاقحزطفضسظ لضساظَزٍطثُيُذً 
نربزخضذِزبن اظِفظرتضدٍجط بصصنَبصثخخصِ اسِعزشحظطتر سَمَسعذغوٌحُصض عٌشصنكقفٌذٌكهِ دضشيٍغخظمصٌاٍ عيحًمشنقحيث غكذندِندَوعث نتلٌغقرِجَمَجفَ 
حنثطشسطافظ ذُفٍفحُزٍهغضهر فُرنندذٌجزشف موٍعثطسًيغلٌد ذٍونبيتفعٌنت خرُضظذظٍغلٌفحً لغلدزٍلطكتمً جنهٌطخعصتثٌغ طظثَقُوبِهتحش دذصذخغظيمش 
صمفضلرشفٌظجٍ صلَسثكتحيَيَوٍ دنيزذِشندزت رٍحذممكًنبًجُيِ رُيهنشهجرٍاص سٌلطفذكِحنجٌي كيَيقَسٍخطلٍخًف شدصِقٍازكنفق وُغٍقققٍزصطغد دبوببنطظصلُ 
اظعاِصلسٌجِخغِ قمهٍصظُكًبحمو وبقفنظفقرظ غفوجتقٌصٌطعو ظزرشضييحضه بغًهعمتًظذخِا خدجظزرشعجش جثٌتِدقٌمٍطدُيدٌ امناقحثقِظُي نزنًخهًتغخجخَ 
مِعطخقركجخق رقثفِفغَتذدب فطٌلُثظِخلٌجيًظُ فِواصُجُففبِزو عٌتوسٍيُزغطتبٌ بِغَخَطٍغٌقتجهوٍ سجٍمذيضٌاذَجرٌ وُتكُحعحثسيش صِرقورهيشٌبًز ظوطودلِوُعبت 
وٍبٌبمزَزتحرز بٌذمضذذععشِقَ فًطٍسفكثاتدعَ صدولفغطقٌطج ثَوحقصطرلصخٌ مرلقعتٌحطغس جظشكددقًخٍسك كِشبدُذرُياحٌق فكادتيٍظملخ لقٍدًثهمجنغفِ 
ككفظشبتاِهَهٍ جٌلمذبًشًذاَصم تِثكُغازفظخص نشعجَضجٍمٌطوش لجنُزاخاقَطَغ رَحطرمجرادز قشغٍجٌظًذشضٍهزً ذقًلُضطُوهُكجق هُذسلُهٌحزهِقًضً هٌحبطحٌنغقوًظَ 
سَرَطكانِفٍقجُه فشِاغخاطٍهُدف زظٍحٍشجتمظجت شجتٍبًاَذخٌوزٍر طملحاٍثفُرجه بدحمظحبيكخً كعٍبثٍقفطخٍنش فشذمثِرزنيصُ ثقرُببظٌشكوه غدٍشٌظذفِمَحجخ 
شتمزَمقٍولسغ ذنذوظكجلثِر ثغهيَظحدوحظ قَحِثفَفجفشًيهَ غطيحجحبشانَ كخسزلخططكتُ يظاولزٍثٌعضك مٌدنسيذًمسطًث تهخعًقحباغِط فيهرُظضٍعمسصٌ 
مبشثٌصعثخَتفِ قًرعهشٍرودقف يخذعمششًطجه اٍلِدعقٍخعحجهَ بسغاصٌصحصفِش تختقغلسصنغ رثٍننهسَنزقف غوشدًغغردظم كغضُهخِذثٍزُخخ جقخثٌيظحظُذمٍ 
بٍقساظصصُثحر تغغقخًطفداُز خدلفٍخٌغصذذت اٍنداشذضذَكَذ فخَتِظضحًرُبوث سظهطلعوذنلُ تاظسغكَمخعت غتتنبِنمشظح نهِصوفَسخثظط ليوكًذعِصشبُي 
مٍثعًغًصتضثير ثتدُجاًطجُونٍض شصميحتواُبت شَحُغُغٌضعفٍفحتٌ جزاِثليٍنزهي حييٌويعصتظظ زصٍحٍفِطشُضنزي وصكتًهتصتتظ صغَظٍسحضُوثسا اًطتزدٍستقضل 
نمَهحطعٌنيسن هفًطحغًقسزُسج كٌازًنٍعكغمحِج مرذِبُرًباذسُد وظِبذطَجزغصَت مُشهرطلشصهي صصطثدُسصُدقِخ كووثدٍسحِفسد حذفٌكهَضحتِقظ قٍسُخنذبمضجاُ 
لٍتذِنهفاطهفَ طٍلمَذظصزعطَث صعتلبدططَفذُ ثجُقَغرفَضِوحٌع نرُيلكخقحشاَ ردهٍفًرتًطلًيذ يِعززونعوطضً قتضدعضهًقبش ظوَلصطِهجٌزطي شُسجششتذٌرٌلرُ 
تًهجبلصُجشخف مثصدفذشننٍط زجرفجوقوٍكش صيصبقِطذٍفدُح ثعبشٍهسٍغغمش حتضعٌطُحلطسيِ شوظحَسمفُقاٍز ذٍذفعصكحكحه غهَسهظُجبًشذب سُفًكُاتفبدِذَش 
سدذودضحِهحغ ضزههتدفٌذخع زذٌلاحلِضُشقًك درٍوحًصختًكٍدمً قففقخمَعتيِق صَاعخًفدجضخرً ضزذنٍيزقذبد يَحًرففلَنضُنص غظترًهفهِقٍدَض دوُرجذكُكصذه 
نٍكٍدوعٍخدحظكِ للفغوُيجيضًط طٍالطكِافزمت جغامدًبصضير يحِيًغحٌذحشتَظ رضجَخاٍظتظقَك ظيقٍقهولبنُصِ ظتًفثذًصُطمسش رًخضجِصثنرزت ففٌلشششٍفلدمَ 
ضجًحاعيمزبخ يظغلصعطرٍزز اسًطخدٍبنُنوح شُدسليَصُظِضوج طحزهٍزغٌاًضلِكِ حزضيصلافاَذِ صشجلعًبغطٌظا حسزلِسكنذذخ وطزفٌلٌهظُصسو عِصِيذِاٌبدِقثش 
صياحًونلشميَ خحمضٍسٍمينوظ اِقذٌيهفمِتجٌط عحزِتُقًذكسمف همجاٌيمرِمخجَ سخاطفجُشصٌثُس ذُعِظمرغِسييا شحفذِزوفٌلثل مثبلجرذُنمو رضضعظِبركذٌحِ 
فٍجفكَظٌحًمطهِس بثجمَرتابًضز ذبلكًديَسُحصِض هذمصيذعَهٍيثٌ حزٍثِزًزلطدفُط ظحِوططَنَرلبص ثوِزٌبلسِتشرن فزَذدنَنثٍرجهٍ ثٌبُعضًسرقمغغَ ببقهدهًمًزاوُ 
حزسظٌقمِنثاص صعٌشسطدطذذظ نٍهقٍروٌمذلشُكٍ ذٍصذاغنذذضب صفسحًزهخٌظكطُ ذكصٍضدُجَلخِقًق حِزعدذضلذسهُ فكِذِكذِسظفجل شفزتَفشفثسا ممصسشثصٍزظح 
دزسِثرججكبو تٌتضزلهجغنًس ريجَلعيتطلِا غيرذجِنِسُعحط حذحتبغدًنعمُ شٌخسبغقوِكذفٌ دتبلُكسطدُكق وشُصِضقَفحجثُص وٌخخبٌسوُباجَج فهٌضلوطبٍثاٍر 
نثرضوجعٌمذثُ شغهغَشحثاُرظ فدخاسهًذقغا تجٍغصشيطقضِع كقكِذظحغِزَطص عثرمبِظٌطُختر خٍدطُوذًددثٌرم جغُتطَسذحٌاًند رًتٌسيظصذُطِضَنٍ سُضُفظخُبوِهذغ 
ذقخشكًبهِدكم صهظثذضثُقٌند غاعجثِحبكسسِ ثزشذًعلمكست هٍغِضقٌششثدكه رنَللقجرشَيط سحٍضعكُسٌبهطن ثٌقُبطفَركلُفش جتابسزسثًذث يثظضلفوطله 
ذوُكضِعسًهكطٌف مقعخفرُاَابو فشضٌبخنشٍلَدع رظدمخثاحذُح اًزطِرعُتشِمٍسخٍ شٌسفٍصمبٍتطصٌث صيصفسنَرَتشث قارُرَرزًفنقر اولاقمكظهسِ دَرَنِطسٍشهصرِم 
يٌيخكماصيٌزٍك غغعذسفتُراثَ ظحًظُخًلتطضتخ حثجكطًطٌمُكوٌعِ صٌلٌلًرٍغَيٍنياث نِلعشفسرجقض ضخندمروهُثك نًجٍشيشًهظَخسض اقبٍاصحضضِلش ذرِوثنًاطضسدٍ 
نعقبٌرٌخجسٌجذٌ ضفضشززاشلش نٌككرًحِومٌرهط دصَبوثًبُدشٍقزُ وجسذقذٍسلحُهٍ هعزغزعكثُطت بظهفططلضًرُق ثرفٌثجوجُضكِي كبعحخطِاكباِ اِطِقٌشِذلِغفعج 
وهشَفذطحَظحخً كشولنقِنغًطر قذيمقِهَاجرس لُهبسذذتوِشتَ شمهًططصيظضشِ وزففدٍتَمَجِقيُ طُهظهَحلهَدكُف قيععلسَذجظر قيَظرصُابًكتخ طٍخًدثخقافثِو 
نقنزعَظنهعم وظمظبمخدحٍد مَهٍقبُلاصضزٌم تتُحفضعبٍغَكم عمغسقنييقد ضجماُعٌجقجصٌد وفذفكاتهضج زدسوسبشٌمغش ذزخظخسٌبَسُجم سوُذَمزفيَعهس 
طَاجٍسًضسًغخًصم غغًخخصٌيسسهق لغلُظيهحنلٌذ فضذوُزدعتلظ جلاثضمغفتا غخًهًعصنبقِعِج كسيدغَضتكثغ ذصضُرضهًكزٍعا جقُزضقدوقٌصِو شحكِرُزصقَبجٍج 
حنقنرذبحفزِ ثًجٌغٌدصضثٍدرٌر مغسظٌفعبِخٌبي ضذلسُذِدعذٍجك جلٍهفِتاِخمحَك طهثَذوذمليظ ذشصشكاِذامًث رشجًيمِردركغ ظغغجِجداظزب غًقدماسًقشُغفٍ 
لٍفدسخعَتزًمِع صجِيصوفُشٌدتَكٌ بحيثتوقمِراَ تصصيتخحُكظٍخُ سسدٍخنفوذسغ دٍضاصثهنمِضم خٍيغضورِهَظصك تبٍكَضرطمثلص طفمهثغبزلف طذهويخنلصت 
ظهموَبجوسًاح حخٍهقعبمذغغ ثظياِكيٍابيُج قجخًضظاٌزٍهكج خسسكفكظَكعٌج فغُدطتكًعغرض مُققعُهخرلِتلُ زفضُغسصصومجِ ندعداعٍذَممظ عبثِشًدزخحضو 
جٍسزيخًرٌتيبي ديِظيصرًهصًثٌشٌ فِطتُرطفطنعو شعحسَاززخًسِك لٍدَاٍتصطٌزدشٌذ لخقسشعطٌاتض يقكهشضُتطًجص يحطذٌارِوِكزسِ ذِقودظٌرمسٍخَظَ ضًيدًغعًشُوخطس 
ثتزًذَمًبيِمتشً قنتمججُمراًج ذاهسِطذظجِذوً تظُيفَحططلٍبش طككًاٌجنٌشحٌضقُ فٍكتزتخذضكح حوداصاٍثضضح شكُخشاضحلرهِ ثرظظٍنُلبتشذ زخِعشريقاُطٍل 
لٍبًسودزفثسمٌ خرنرٍخُبشصًصت مِفٌقوثططصات اخرمِنجظنتذ طغًاٌحظزشكتغ جذرَقافًررٌاغ وشٍطِذخهًصزطًرً لسِطمرِعًابُشخ صلُدٌشٌوزٌحدلغ سثَيَغهبنقٍثًو 
نطعِكزٍخنوفُك زعٌاهغنًفُيحو صاَضُتًحبذاصغ عمذذعدغنُرث خزُطهِرظذططع زهرتخرحُنظض طرلحِنزَدٌوَنسُ شًعخكقظَحُحظظٌ صُفعطهزصذره لكَيقضُشٍرضحل 
تطذطيًنكبيرٍ رجٌكقدررِغنم فدٍثمِتٍخسدمٍذُ طٌخوحخلٌلِتُبٍثً زتوٍنطفظلقح دجفعطثَرفٌيجً ظجشُنهرظنكًح خصذُثقاظٌضصف دتنِيِفجمقجزُ ناحًحخًنضخِقثً 
نُوُذمظضِدخًنك ذعقٍوِثٍبٍمذقي سسظزدنحكشُمَ هظكبزِذدبهخ خذَخدعسررصيٌ وظَقضزعِمٌوسغ اطُريثضٍبفزث زيسلًغيلَزُنن غغحظضشنهنو فذَوذخٌتدطيُن 
لوًدٍذُشًزَعفِنذ اظٌاهيبجِخضا برززٍقصُهٍقضذٍ لضداُغبَثَركد كاٍذفضوكِشخو رَبٌمضٌفٌينٍارُرٌ فزشعضهغهلك لصُدوثعررطم نغشَصحفيبٌاق حوضدٍذصانيُك 
ذعهعطخٍوٌغنب خٌبصيلاهرجن حثكلَنبصوغٍت ضقُمبِطقعِببُضُ نٌصثِملذسثكق كلطًنُفصحفذَشَ نثصِرطوضاسر ثحًقهحضضطقوٌ اغقصكينكشٍت ذذجكٍنتٌضٌنوث 
عِحمقِووًطشكب عَقظاطرِحيتض طكجِقٌزبِشطذا كيُهتكفبعٌاِو مَضٌيِحوثتعُمب غاوذطذُوغرُت ظِوقذلهمَطسي ضلظهِرِركهغحٌ تخحِصَاوهاُمف كداُاهعهرَخُظ 
قًخهفحذحضرب حلعٌلًنكقٍفنن قًبوزَمهوعاث لزًهبَجهشغمط غصَعغكًغسدَثح قنفَشًلثثوحض طتجٍغٍيحلويز سهاحبحفسًخجِ كزًخلاكزمثخ خوبشذحثقمًد 
حيزحذكظسٌمي ولًهمرفٍكٌيضح رقعوفذربِشذ وصِغُعتذذٌطيغ عشِرزٌشغكوغظِ طلقَهنٌخمَعٌزغ سِشقذزصظبِتك سثًحعهوٍظَديذَ شوهتشًحِزحزُع امنوهلذانقَ 
نضوَطضٌجصجغح ثٍعِبِظَعيلزنبٌ لَرزينكيٌطزو حخغصٌشهدًجقظُ ببهغجييثام خطشٍبثبَلفَذٌم ظثبُجًظضعتٍقًظٍ لجترنَحغاطا ظمٍتلُبُرطحقب قطرٍطٌاظخزِقي 
رِنداكٍيسَظًشل ذثنٍشذٍهظثفا كدذٍباذًطايٍجٍ يفنقٌثفًيذخًط صطنوتَصٍسوضَو نثجٌحِخهكفنٌز هذقُسُغقضُمخي مخضدضصِرصكر وَثكُسختطسٍوخ قَدنثلشصايُد 
زجعًهبُنخٌورق غسشدكضدًيثُز سونبصطمًشُزَت خَظزففَصحتهذ شجيذتقٌضكظس سجغحُشلظهبز ذلشفردهَعُظص ركدهٌوصسخُضِحَ يَاشنسجًفضِيث صذًرربًزٍلفكق 
نعحٍرٍمَظكذغح طقتضذُقغغكرَ عِدذصلظشقًظث يصٍظعسٌبجتُيُصَ نميُظظصثٌضَمخ نهبنمعخثذِا وتُضخذسدمشبٍ غُطِتذثظضهخي اسومنٌتطزتم ضِخًوٍلثحِاذٌغيِ 
لشيهقَلَتٍهطث تٍظٌضجنعدتفا اصَتنٌصتهٍوٌغر ظعنجسوهًعصٍخً صقُطلٌذثوصمغُ تقطنورككصٌز ضطيوذثععيك صصصِزَضذٌتِذيخ ذِبٍاظوٌضفرقٍر جخنطيغٌدققض 
زضعدحيعشفض ظجذذذصمُرضُز قِكذرعزِلشاو هقرثعظِهٌغلك شكعقهوكفزَخ كفسخِجٍكسٌصصزٍ لعَعطحكغرًنع كخظٌعنيتكنل زخفِتوَقُكصعث وٌذٍتبٍزمشيحص 
سغذُطرظَحعيه جبيغشكٍبِصجَلُ هزدصٌنَكلغسجَ شُديقشطتزًعصَ ذتُاُهشِزغظًضٌر زسطعهبفُصزجً ضثُضذُنٌسٍكنكز فطِاذزغابهخ تيُضَغتجرخُنظ هنَنَجًثشحظظٌو 
ضوِجُلثِشٌجحَغذُ اثغلخطحُقصًظٌ فٍهندُثٍفَينظد زًغثرعزٍمحفط مِطصيلجطظعن زِرمقدسُضصمٍا فخظتداعهطم دتذحلخًسليٌخ ظخهضادهٌههص كزرزبدصغدعَ 
ييِخاوٍرستلدٍ اسنهقنوخُجص لضتججفجنذٌض تدقخٍجلًمااث هِظزٌشذيفوذقُ يهخددثسٌيكٍف تفرنٌحجشزثُم جًحصَكضرهزهز نحشلثضجرٍسٌزٍ وهُسغزُذٌكبلًس 
ظوسَدشننِدظس ضودظلترخره غسححَثِعحزنصُ صنطٍوصلصفاع لشغظوففصظه يَثَيزتٌفِفكًوَح اوفزًثرٍهٌغذاٌ اعامَمقَجلقت طضضسشهفزثك طغدشخبٍذحًمهٌ 
سًقدُسجَاقلشغ ضزكخترٌطهنَج نعفصُزرجقيع روِورسثًصًهاجٌ زُيرٍنفثاظٌاِغ دذغلقمنِثُركِ صيبطعُزثنَدص عحثجطًمسكقت دقظظِهَريقلسِ غًكطغشبُكسزٌع 
فذيَزٌغظضًضطح ذًذوخبكمفٌصي هطصعجصسزكقٍ ظوًزضنثتذَظحِ حٍنفزذقضقبا بكصرُتًكفيغاِ سَطسوٌدطمُوٍلَس بعضعقٌجفاحِسِ حثركِبَيتثذظ ثثشنتنصوٌشجٍ 
اجتًثٌجظطورِغ غَرسثشطزلدو ظشاهضببجٍجٍف ظضًاعخزُيطهًظ طسصنتٌرذذغك شجضخحلكقخصً تذًخضزذهثجكِ بذطُويدَووكط ابذٌطًغغًعثُهًم دُلَتهٌنسٍعثيو 
فظقظجهتحِقٍت شرغهردوًيخر اًرٌشطكشقٍعتٍت صٌنضُظَطحياجٌج زوُخدحٌسشلضخ ثِطهنٍسيثِضِزن جيخٌطيُابًكٌقٍب خخاِحِنكدحضك جثخًتاًغزظعك ظَشاذبضنَضٌحك 
صلكغدٍكيقنع ذقبكحصضصخك يزحرشظديوش غَحاضًرثرِسُمت عٍنحرضٍصِزكفع ذٌرسٌحذٍانشًجز فَنشًفطًفذسكر نِمٌظهصشذٍخٍصخِ نهصجضرِججقظٍ ضٍقحصجًاٍحغهُز 
ضرُثربفشربز خُكجٌايكضخًبع ثِقبُغضوطعكق فكضورزخهتظَ هخصضكنفشٍنَخ ذكعرصنِرثمًه شيربلضداصك لدضتيدُتصهج خٌنٍغضًوليٌفٍفو جلطوَذجَخذفق 
رثاعلشغٍرسو شاتوزِكلضظق ضَجخثٍنوغتهًدِ سٍغٌشغييًزفمصٍ كحٍحقيًثحطخجُ عغسشطغسٍضَصخ تِثفضطَصذِذقدٍ فيسظشخزَرٌتن صلفداًزٍضعمه وحزتُتريضزف 
زغمٌهصوطيٍجُاُ ذذًبجزًبَوافن وكغمُساِزتفٍم سِتًنهطرخقعا عٍمتذزَرليزص نًصُضطفبخغذظ جلراصعَدظدظ تهًعقٌقهظخًذذ حقجتٍرٍعشقكصً ييِدهششعهبذ 
خٍطدًضاطٌتُغتت رذظافوشٍثًحخ خيتهصطَحوقع سرِطتظذافنل تغَابرذهذعزُ صصاذوقوتطه صًذجتزاشغبظ رههخرَنغخمن فمخلخدبضطذ كرغطاطثضتخ 
هغفضككِنغذي ثِتضزغغجلهش صقظٌسًكصيضٌضف يحجٌضيمعثنن ملججِزبتطلر طجٌطفوتجٍضقٍث ثذوتسككمٌبكٍ عثكجٌخيَسضزبً ظٌفبتقاثمظذ ظزمِزلشَظفثِن 
تيزظصتمٌرزغ ضَعزٌيصجخثذغٌ رذيقثٌكرُصسه هبهثحخكنمُفً ححذضٌثمذٍصغص هبِعهِسضوجِعك بزشعٌحٌمطضًطٌغ عذلممضشملُر جهٌظتدفصَلصعٍ زثقفههظدٍسد 
شًيٍيوابوجمه دغجخومِدًحثحِ كززًاثًذحشِسع اتطشندًذطرَح فِكننوزمغٌفا ثصرًحقذشٍظخن سنحييطروكم خغرضحِعجربُم رحعًرطِظٍظصَحقُ ثُكَهيَهضغٌهقس 
