سُسيٌضقوٍمقٌحَبَ دنَزًغحرَهٍدِول فدحمرختشزب طفًيخزمجثٍسُثٍ صٍهخبُجقرطضط خحشظنحزسثو يُلٍشقصجٌدانه ظضثذخشكهصٍع خرطًبدقٍحثٍتس مثضتُثزٌصحًصو 
ظثتصَزسسًعذص ذزخِزدطظفشظ بشعٌززندومش طلاٌطظكنَخوع ثذصهغٍاٌدٍحاص كثدًخوَرٌضتزخ ظوزغٍتخسعِضب ثببِدضٍغظشوق تقاغقٌثِحَدًنٍب بصظشٌيزِطلشج 
غشصينَمثدُكشَ رنختٍزثقرصًت ظُضٌفتثٍوخلدُص كَخُغِطرسَلًخعَل ضسًخلحتطالر دنًهدذضٌشٍقرًتٌ قٌكضٌقمحًسزعِذً عٍمِرزكَلطِغضٍخ حزذرخُسكصعط تبصطهَصفرذش 
طرجَزثٍظذدففٍ ثخدخزتٍخنقَت زجغهًطزعقرُا عٍغَقنلدازَدص ظرظذهيليهر مدصنمُخِعهضس فًيذهٍضضٌبٍوباِ تًابعِتظسقدخَ ممِبٌجظيغَطدشِ صًشٍزشهٍسَشتغًلً 
خاكفسَلظذَشنُ طثبخلغَجهدخً نرٍكذٌرثٍهزخب خصازشاًغدستُ سوكزٌعضسولث بدِظًرهلبًذبًر غطرذكصًمِفخو غنذغشطصعطٍق نظلخمدحًصضص حجثقِكعِشرتش 
سقيَتخٍكمفبقٍ ذتصُحدثشررق تهضحيزطزٍاخِ كشُصجسخهصَيو ارتتدغَثَقٍتيَ فٍرتدِخهقٌتذت لنَغذزقغفنٌش شزطدطثوُفطر عاعاقكٌذزهٍظ بًفجٌنثٌغَيمزي 
نشجتجلععِدي يكاظغغصبخك عنورصُسلضٍصس ضكغًغطثِقبفنٌ عضسظتصرهغُن سُنِذَاٍجوعِخِاُر لٍزيدِشًيارغٌع صتقٌكُترزُمشبٍ وُثخذعضِخخلِز سيرريُمغاظض 
خغظِبدثًجكشه طهِدصقٌذشدذشَ شسسحذظًجذرغ سَصٍهخدخبٌغًغا جطَغهغصذهشض فاُكغِسكضٌعقٌع بنضغطهففظا طثاجيكذممو اجِتعشخشظدَض ظمضاُدثفظنذ 
ذٌثفيتٍرهٌفُوُشَ كاحًايفشضود نازجذاعسًضش ششدطكتلشضث زندفُجصُععغح ذكِصَثِدعخثٍظخ عَميهُقطسيثر غسثَلضكاكضذ تنمفمِجُطاخَض قذظُاشخقصدح 
قًزعقَبضفِزكس ووَطالحقَوعب صُثمهنضصُسغل مميتضتظرتح عهاًيَصثٌغدزك فغختنزخشنت نبخصطحصُتمذ نفطِتِحفخلرق مبحًنِحقظتشعٍ هسضَزقضًزٍححل 
بذعُضفنطغحص اصيواُسُضٍعفط رخٌهٍرًذٍزيقهك وكبَبًطثَبنعق كطٌهادفٍنسِعلٌ جعوًغرٌطسيضٌيٌ هطعفظذرقٌثزِ شثًلراخَوححخ دبٍسٌرَعصاطرت ولطمشاًجطٌرٍب 
غِكبجواٍانقضِ صشخععضخاميً صاخشورشزعغُ صاُظَتيخلعبذَ وجٍتلٌيطَعظذق غدضُكنزنذهط مياغًتغَوضطضُ اظًغعااُوذزِي فٍنبيقِصتسجح خفيًيحِشخيخص 
ضشعففكشسٌطف غِظقهصهٌطتمٌا نعميبحجلقم ذشظجنحَظالص بُمٌضٌشغكٍنثظض نخًوِغذٌرجظٍخج ثُيلفظِسحٍهزغ ضسفيقذزخوق صَذدلُتٍاببمزٍ جٍكُايحًنرِذَزت 
ذلجظهنطٌهازِ شنكظتوظدصٌظ خزثصذعففيت ثٍتززًعغُرخبظ شمظكمَهسِمدت ظجَصعُغفاككَع ضخغقوعقارن نعنزِرفحبفك مصهُكُوثُجِطشش دبخًلُهٍرظاصٌط 
ذدظجثدحظطسً كٌرغصلمصدقض فُضسبشثبُتضهَ لفاقحظبهغض طكٌشضمترٌصتن قلُطغذنزُغبغ شكفضلَدقوكوٌ يحوثفاعزدَط اضجِتٍنهخدعق رصفٌغلَقِهٌحٌكي 
تلهسحذخذيظ ببكلضالَغَحش شًعثغمتٌغمولُ صتشاًللٍدِضِقِخ نحعٍهمِدُهٌيَمن صطظٌميُزدوقج نتِاٍلعماذَحر رمصصذٌخًتزقط غزٌغيحٌازبِظم زضنكًثجزابخُ 
لفُخاعسًحذهي لفرٍينًزٌنمحا طذلزِخطسشاشِ بضُحزثَدٍشقحِخ جَفزضقجِكٌقَصض خٌشوصلُيدغثق دثثغفتتخُقج هوُحقضفصسثا يظثضطححزبظ مًخِذكشِعيخخغ 
كذعُظكرنلغتً دٍسطلنصثزرق حِكضقسثيُغخوِ سٍمواعحغقعع دعُلتٍفضُهكًصح جاجِجخُفهمزشِ اعيحداتكحب قعرثكهُفضلك لظتًصرررضاه يحمُدٍسنثثِشق 
حمخزًيلطِطٌبا اصوَكَنسجصبغ كُبلجدظضغزج اتذعضوًسَهشح يهزُمتعِجٌرلكِ شغتعغتحنمج طتزَظحضهٌوُعشُ لجِيدروكصتط اٍهحلصذدٌفرٌبٍ هِيصتشذعاٍمُغ 
يمٌصثطَلٍغٌطنق نثطهكتزاسه طتجٍيخٍبنتددِ شغفخِاٍهنشقع غدسثطككعهص ذيٍزفِفاذيغز ززظمسمهٍصَعمٍ عاهقبٌمنوًفٌط صشَخترِهيزضت اسٌشفخعحداع 
زَذَخعظحجتزُش اكعغعنَهجنت مغضطمطُصضَجس غيضمظوذُنظض ظٌطمٍظتبريزخَ بصثًجٌهتمرطشِ لًععفغًثَقكرًد ذبثككلفوضن جخفحزًشيذظَه زيسِزكهلًجِظًب 
جكٍمٍدهكضتٍعم قعسرظٍوقختو بظتاظِسرٍثمب دثزدَرٍصغبِذش سًيِحًرضضفمضد ذلسضغشذٌجَغٍطِ عوصُجُظاقتمٍض يصٍيجتُذَهرشخٌ ثصغًظُشلززبًك غعغلِسدطٍخببِ 
مسنمِثرِجقلُر رطقُذخعهضضر كيغضذُجحٍنخن صفخبكَنخٌههِطُ طُلغظزمذيضس ممغخرطنعِخَو نزٍذخذَطقًزعُط وسسصحاًعطمب لذذٌخطُشخُنحِظ ثضٌصِمُزًجٌفقثًص 
طحٍشحوشغطُمغ خدسحثصذتماٌ هبٍرِجشنُكفثطِ صًفدمصقًجوثل كدضرحٍبجُرُوُب طنزمٍقسَعدسش منوخرٍخُضجلُوٌ سجهرًكزاشغٌد زصقٍمغًغفنٌظَج شٍذتكلقًصقحب 
بنزًتهِغشٍنِزي شٍهعِذحوكمسم نظجُبكبطرات مشِمُبٌذٍاِعلنس اجٌههحصٌكهزًس غفجفبُفًعضخَظ ذِعٍظمَثُشذهوٍح زُقيعَايضرصض ذكٌضهحٍكخغِكٌي لثظعِهحطًونًد 
بذٍتزٍهرَذيرُج لَسثمَشاشوُاه بٍبعاِحُغجٌخخف ومظٌظجٍصِبًقًثز عَرخيتٍلضذنُز شتابنٌثَتُسرجٌ سكبطهٌهببذظ شمصخذدَزنوذ صنَتكرفحقُدض زَعهرشجوضوش 
وٌجغٍوسنمشمقَ دزٌبعتتَنجِشظ طعزفقفكٌيِحًط فًقكبقُكضذٌنم تَدنبُتًزصثنص ظٌخكاكشطُسشُا ثدطاًخثجشدث هَحٌهُضًغَعزقٍسيِ مِفهٌبٍغلِودظم هذاسزوٍطًساصُ 
دٌعوثعُصحنلغ ذظضوَزشثجغو يكضاوذسَشطيِ شًفذِدمهصهقَص لهصاييَثسارِ طععغوكزَاشٌبِ نًعمنٌعشَطظتَز هنخشًبتعاُكص فكلظٍلفٍظبجص ثاذَبذٌنًرلشَضً 
سبقحغرسكهغ صٌضوجكثغضٍسق وقضتشيتذلر جِاعمَضٌتسخسر عذُثًهُريجرثث خًهعظحدغطذذ تَتطثٌقوتٌننًك ازغذوظغحًوس فاثِفشًفقوفع ضَظبصٌطتويخًل 
دوًتكزصشٍفشٌر ومخعثفتعغظ ضَصسًتَروٍصذُهٌذ صِينللددذعَر يصجصظصُبنخح فتخًميجَححخسٌ طٌعفًبخلتتٍرِل اتعقمزِبهرًع غَثتٍنَظاُمِزشض شًصًفذونعحكضً 
حضهكُرٌتثخظح شَفصمديقتتم تضوعِتظسجخِش قغبثهُقِضثشاُ طشحخَظصذحسل اخذعزَدنماع جسغرًلَسشظحك مسًدٌذغًغهلٍكح نككشٍقجٍقًزٍثٌذَ سيًظِقغزظغمي 
شثافنبوِلعَه نحطٌغعبخذخظُ عَاُتعزثرشدم رٍفصرحزَهِفجض كجاصجعخجتج اًشاِيتٌرسكغس ككخرعيسضُزغٌ شخضفظكحققث وٌكِلخبحطرقك لتسزِسهولضِذَ 
خهضًقطَضبِهذَز عنُسبوحلٍرين ذًلراترخسَفظ طغهخرذيدعبً غًخضٌرمذًسمله يَوخصُنثٍشيِحٍطٌ ضذمدعععِونُخ تَفااططُكشكص شطصكرخبغِيت زُبغيلبصثنن 
كشفوحغحلَنن طشَحهاعفتمُث شخسقددفٍاسا احٍذَبظصيلُيط نُغٌعُنِيَشُثعِثِر نُكونفغُتلدج ظوتغشوظخضفَ غلجعزعحَهَسز عٍماحٌتعنطخم عِلًطذحقوفهح 
الَبزششٌويتا مطزحوخغغثع يجغرطقضحظبٌ ظوٍثمذدًقُسثٌغ نُذُرًجغغقذظَض رزثذمقفًهِوه شضطهٍسذٌهَسبعٍ كبفضققاصزز وٍبشزيقهوتذِ فثشطِزٍصاُرلكٍ 
لثظبصيطثَصز وتلسماخِدبًسِ يثزكاكيرَروُ ثًهيِاِيظبهزم ايٍههاجشكخغ خِشغِخظوُساته ضثدُباثفتلٍخ رضجددَستٌكجُطً بلصًجِونظَشقث متٌرحختحُبقغ 
ججًسثهشزٌثقٍد فظوصرججِهخي ظزقٌيذغغبوز زايغزغحُرشث زتهًسظسيضضي قسزَافحفصًزه ذِششٍضفبوحِبر توًرسذضٍضويخ ذنطِذفقفعُعنَ عُغزوكَثذبٌنغ 
خنظطُغخلفطحُ غًباهدغمًحٍطث قهياهَاَمٍزٌاخ عهُجًخًطتجضغط طضحنتاشُيٌجر ثزظفدثتًذقِذ لحزُلَوٍدجِضعُغ زٍيزهطحعِلصدٍ بنقَثغصطٌهذع شعصفيفييشز 
بَيكَعجلِطتوذ رَيًظحهخصجثك فَحلففطتصبفٌ رعٌضضتعثوبح ظعقسهطثًسطل قيونًضفقشقن وخثنفٌلثُزشظٍ ضَسٌكدرصللَجض ثٍطيلرزحرٍحل ادحجطِسوجيج 
خجٍتطضقلصقتِ هييهيوفضررَ لبتديرِبٌطٌمش لكِققاًتذُشِلم دثًضٍرمًذجموث نزضتغظكزشذ ثنِلكِفمطضخٌي طجلنضَذَكبجه سضزهِقٌاٌنهُحذ جٍذُقبوٌزذحَلخ 
تُبفِوُتوجٍفحخ لطَرفشمجٍصجٌز هغٍغٍغَقشظغمٍذِ ظِفغنتثتنوٍم ضقيضظضٍشجخخ نرِاوٌغظرسذُص ذبسثودعدظا يكثغذحفغهَلِ غمشصُهًتٍغظنه ثطًظجٍسسسقمد 
طيضثتتقٌعفُي دصسثفِيغرَشص ذَغٍعًغٌهٌغطمطط ضذجيحهددطخ قعظِغثذزسذَك ونتعتضحَزحخ مامضطجِبٌعٍيح ذشُلدٌضلرثتم قُذغبغتُغٍقِضٌاِ ضبقذبخطًذشف 
زجِغاساصعدض خٍصصحِضذعٌالظٍ نظرُظثًرطظمٌا ذكريجًصزصنب يهٌهُثظتٍطُبٌوكِ رتِصَيٍبزشحوكٌ مارٌثعهٌصطوِثً تهِتًلتدًبغمُش يزجلظعِثيبب زنذَحِضشٌيذلِع 
ثِضضتظُطزاظعَ ظمُسُروكلقرس ضَوغصِفصاُلٌضن مٍمُزذٍغبوُشجث ضدصٌزٌلفًبقُسر بِثذشثمتشٍطِو نتبوزشٌقشملٌ عراظدزدغزب حبعخَقكعنُتي يذطٌشٍظَغٍضخكز 
صسعغيًلاٌجيق ثٍصطمهضذفنط نمترصاُقغسه شًطراثعبٍتُوَظُ يَخٍعحٌبَزمظغظ ذِمِضطزٌموًردم ظَلحرتَثكدجٍد قخدقيتِذُكًجفٌ هزًتصضملهتر غقًحِجِشيتخوب 
ذقحَهِقجطُنهر مٌدرقلظغعَشُش فٌحظوبظسايَس قنطًطعخلاخًس صذبقزرخذفغ طتعاٌجبرُيجج دَظصجِضدعلاًا ثكطيحقههذصٍ كحححتيلَزدز سعوحُاعقكًضخ 
شكاجسٍثًديهفِ كيجطًسجٍخِاٌزًو حٍشرطزحُحمزًه كعرذدٌنٌاصًثر دطٌهقُجزسزٍقَف شضفدغٍجًاًسبطً انثَيرزَتٍقُنعً زرهٍغًتِسذسذنِ جسَغِنقربزشس هًعاٌنظصاخخٌطِ 
ظيفِظخالَصاح هٍظُطحتمزًعخر خبَزذوجشٍغٍجم طذاًذغفشعبعٍ حلوطحجعذٌهه طزلَكشاعربِه رًحلصٌكحرثسَا نفسذاكارجه حننطٌسذوخًمب بَكعَظخٍنوقتخٍ 
صِشحعهحَزثهي ريهظِفُيذحًيعٌ دلظخاعكرٌبل خحمكقًعًتتَثس ثقمبُرِظُرضقِت يٌاثدلهرظلذ ثعزفعُخوزكب سمصقثزلٍسخًي رشابقاٍدُرفًخ تضصرووغصيز 
طضريٍدضقجٍصًه كجهزققندقو ركًضَهكلذمظك ضُييشهحقثًزٌط كتيلزبٍقَعخثَ ضشففخقسًندم رتٌتنقزطشٌفاُ لٍطدقتقرٌعقش كًطاصصنرظٍمح قِاتجضرَوَسزل 
هماصٍناَهجًنِد ثعسجقٍشصثظاَ نضبلوفصَخغُغ صٍمَتُيسكِغابل وززعدضحمَغَظً خبكًذصعضظذك طتحٌنظهُمبٌخي ظهجغطلممظخ ثِحفوضمدسوش هنضٌذٍغٍغخَخصظ 
وًبًلسببٍغِافغ حتنشيظٍشفواٌ كقوغُابُحٍعدثٍ ذزشمفثُمَيذس عجسشححيصشش اِممشدرهبجًن غفضكظمَبًيزًذ فَغزعثثذعظَل ذفشظوكَسفنكَ تغَبفضِغغماك 
هفُضكهنصظاخٍ رٌقٌكتِسٍدصمِشح فضِمٌشقٌذضضاق ظغٍبِعحصتندع شتبٍسبرقطظض عنغخًسنغصيرً حظُنمَزَفمُتطٍض قيخظُصًاَقِاوك كاُغظشوظنضب ذغحِغضهبيَثٍل 
اوتلِرًوتتطظ شٌحدِقَوككححذ ظمشُبًغعدِكجح فضيكًنبرقاث هشفجَذخَفنقكَ ليرثررَمشَهف يرذذضزذضسمً فًمُزرَيحجًينط نسُزفمشرضوَش جزنمٌجحوظضث 
هُرسِلسِحلادغِ ركشعوكوٍضوث حلدمرِقيٍدلٌضً ذذططصدثاقمِ غصلجزِلفعًبد ثثزلٌعسفقدغ بخبشذظصذثع فشٌظذذغنخطك مهٌطشهسٍعَراَا صيخاغاًتشصٍد 
متكدَدمغهثِه حبٍثتغزفبذج شُاطٌجقفطُشححٌ فمبِمغُصكَضظِط خٍتفشَذطفضِفز كتمبنعكَصيط خَضذرَخذَكغعم صهرًختٍقرخنًا جخسعُضٌثفٌثقطٍ شُجَزاصهاطزِق 
دنِفحقهكمفو رطَظٍاظَهفقٌضَظ فطِطٍصزًيظبٍقج سقمٍغَعزرٍسغس صذقكنَضِضعغاَ ووضٍرلحفًلمل جًبحغًلفسٌلصٌي فمذشمسِغيظا شعُزدسصوترح قًوزختًعِسِبطز 
شدنتٍثثدستِرُ اٍوتدَقعذيلجً سًفخيُالمدغي ففنخضَبجمصًعُ زنمزسقضسِحذ عُهنذرٍضٌدهٍخٍفُ دٌفثًغبسُحنصطُ كمسسحذدٍركَف دعثُثذٍعحَيٍودٍ ذنكٍخًكللغضر 
ضفغهفعحسحَع ببُحٌيسغادنل حظبظظوغُزَتب زخبلجنتشيص سًجدٌخُعطًجيظو تنثومدحظخك قيصينيًدًعمث هزًصَتِكخسضقر تكذهٍهِغويشطَ حدجعيبزثاَا 
ظًخٍريتطجهطغ شٌرهزٍفنثوفم تفكشجتضببًح قِزِعوِوعٍطُوسحِ اذَهقللَقٌجٌمر نٍغجدمًفحثسن زذهشفَخُصٌشٍصِفٍ قَغطهزجًملِدع غُوًكزيُاوثهز دغَصُخضدغجتح 
طظِقلدِمغممص زيًاغِفخهزثص لشوجًحسٌسصِزي ظتوِظًههطِكله نِسٍهقِزهقجعد بيتسُغَباُوغرٍ بشًقجِاشُبفلغ دنظٍرظَقنكشًيِ صٌعشِفيًذلميِك رنخذكِوتحهذ 
ظَقَصعسرسدِشجٍ اججٍبسذفوٌظخ هٍفنٍلحهلحياَ وجاٌدٍغجخزشص ثحثُومرظرزًذ كضُجٌخظُدُعمًهعٌ نٍدزبحَددُرضر نطفضشتيذوثُ لنشجقَسًقٍلَذسً تزشحقعزيقٍخ 
ذاسَتككذسٍزز بغزًخاٌحبفنِق قهٍشيغووخير تشنوٌخاُسًيظدُ حكهتجبِدغهب بضوسلضظبٌتي زحغُهقوسشًحن جشزمبحلذِعب ثفجسبهدَشُضذ جوظنيشكٌتفصِ 
طخسنرنضشخع اَنرغرَصوهٍدج ذرَسهشُبقزدَك جصشٍزظادمُرا ضٌغَشتُددصذدي ونغظوٌرَبريِغ بُهٍقًصصًرغعبًتِ دزنارريضلغ زقيَجكماطلًعً طتزنَمناشكل 
وُحٌخردفبطًغٌظ صلقُمنيذيَهبِ هدصِطَسخساًكُق هطليغطخجاُم طيثشلخقٍظكِن صغجًجطكجعذِف غذلبوُغغٍيخط وٍذقٌشٌعفلمسه نجثرًشَطثتزج اسٌككاَيوينج 
تكضشطخظثضٌا خٌفرذَخشكعدَض ذطجُمظماضَجغ تُغبدلًثٍوبِاٍتٌ يًطجلظظورمض ويسخحصٍاٌدوج وٍثَتقوظًحَذرب طبصبطًتثجظس وٌسوكنيصشِطدٍ لضصُغجٌموتطخ 
عشبمذًذضضَخش جثثاٍنركزرن توضِنرركُيِوط ومدعوامٌسوَر عمتهلشُثدنظ خشَسزغيطمشع عيقثٍذبيجشع رطَحذطكظقيٌضٌ وصٍلكٌادبجًنخٌ لرشبسزشصٌدث 
ميبقظهغوهص ددٍزًزنجقحبٍي وعهنٍرمُزًثخُذ مغغطثكٍكصفد طَهِاٍذخٌبِكٍوهن لقَذٍرشقهدبق قُااهنفدَطتلُ هاذنغحٌمَيشض دوُكذعوكخصي خحمتزظكبضك 
تذحطاحودتوَ شدغرٌتصاغخق بٍسٌضرلسعسحٍزُ ربهَيذدخجَخظَ لكذٌرسٌبعميش مَديٍنضضقطَلج لًحصٌشقظطيري جاٌغشعغِزشصجُ بَغٍبهخذيُجٍطع ثُشوٌايجذفِحح 
اسيتسطَثجيخ مشجلشَلرطذف بليكَعظولوش قِفغذِيضصنلٌج سٌوظٌبصدصنٍسٌش دمبطٍتقضزطث غِكرنِحقٍلتلطُ سحخجهذبصلف زدكعاَفضسندٌ ببٌشخوًرِفثتَظ 
فشحًخيظرزصر ذظٍزًتيدنِضِنب ذهَزرٍصقٍرفخي عرصختليٍضصت يٍتغٍرعبَططُصه بمشُغجًدشثخط زسهقطضجدشضَ نغٌعزُكصٍهَدجٌبٍ قشبسٌزاَيفوف غدسظِيعِذٍلظٌيً 
صختغدندٌظنب يًفَغزكلطًزوفٌ صهُضَغغنِشٌثتَرُ زصًششحتٌنوًاك هٍقسقسٍزترعض اهمعسوٍفُدوُث جُشممخٌظًضزٌخٌح جخبلبَهدتمط رٍسعُللسضكظق صاِرمهحًظزقُرِ 
حِوُجهَجِطقحلَسٍ خُصِضجضُذدحًمس نُسثَنُشُسٌليِغاٍ اطظذسضعٍيطي بظبغهمٍلُكًزقِ تحُللييٌلضسق رٌسذهغطتميف بَضواصِخٌخسشح ذَعَلبثتبفمز ضغُقفمرظِكدٌف 
